,Concept_ID,ku,hi
85,Herz::N,dil,दिल
86,Herz::N,dil,हृदय
87,Magen::N,navêş,मेदा
88,Magen::N,navêş,अमाशय
89,Leber::N,kezeb,जिगर
90,Leber::N,kezeb,यकृत्
91,Atem::N,hilm,दम
92,Atem::N,hilm,साँस
93,Atem::N,hilm,श्वास
94,Hunger::N,birçîtî,भूख
95,Hunger::N,birçîtî,क्षुधा
96,Träne::N,hêstir,आँसू
97,Träne::N,hêstir,अश्रु
98,Geschmack::N,tam,स्वाद
99,Geschmack::N,tam,ज़ायक़ा
100,Geruch::N,bêhn,बू
101,Geruch::N,bêhn,गंध
102,Schlaf::N,xew,नींद
103,Schlaf::N,xew,निद्रा
104,Traum::N,xewn,सपना
105,Traum::N,xewn,स्वप्न
106,Himmel::N,ezman,आकाश
107,Himmel::N,ezman,आसमान
108,Sonne::N,roj,रवि
109,Sonne::N,roj,सूरज
110,Sonne::N,roj,सूर्य
111,Mond::N,heyv,चाँद
112,Mond::N,heyv,चंद्र
113,Stern::N,stêrk,तारा
114,Stern::N,stêrk,सितारा
115,Luft::N,ba,हवा
116,Luft::N,ba,वायु
117,Wind::N,ba,पाद
118,Welle::N,şewl,लहर
119,Welle::N,şewl,तरंग
120,Wasser::N,av,जल
121,Wasser::N,av,पानी
122,Stein::N,kevir,पत्थर
123,Boden::N,herd,मिट्टी
124,Erde::N,ax,भूमि
125,Erde::N,ax,ज़मीन
126,Staub::N,toz,धूल
127,Rauch::N,dû,धूआँ
128,Rauch::N,dû,धुम्र
129,Funke::N,çirûşk,चिनगारी
130,Funke::N,çirûşk,स्फुलिंग
131,Feuer::N,agir,आग
132,Feuer::N,agir,आतिश
133,Feuer::N,agir,अग्नि
134,Licht::N,ronahî,रोशनी
135,Licht::N,ronahî,प्रकाश
136,Schatten::N,sî,छाया
137,Schatten::N,sî,परछाई
138,Wetter::N,hewa,ऋतु
139,Wetter::N,hewa,मौसम
140,Nebel::N,mij,धुँध
141,Nebel::N,mij,कुहरा
142,Wolke::N,ewr,मेघ
143,Wolke::N,ewr,अभ्र
144,Regen::N,baran,मेंह
145,Regen::N,baran,बारिश
146,Schnee::N,berf,हिम
147,Schnee::N,berf,बर्फ़
148,Eis::N,qeşa,हिम
149,Eis::N,qeşa,बर्फ़
150,Frost::N,xûsik,ठंड
151,Kälte::N,serma,सर्दी
152,Kälte::N,serma,शीतलता
153,Hitze::N,germayî,ताप
154,Hitze::N,germayî,गरमी
155,Raureif::N,şext,पाला
156,Regenbogen::N,heftreng,इंद्र-धनुष
157,Donner::N,gire-gir,गरज
158,Donner::N,gire-gir,मेघ-गर्जन
159,Strömung::N,şewl,बहाव
160,Strömung::N,şewl,प्रवाह
161,Tropfen::N,dilop,बूँद
162,Schaum::N,kef,झाग
163,Schmutz::N,gemar,गंद
164,Schmutz::N,gemar,कीचड़
165,See::N,gol,झील
166,See::N,gol,सरोवर
167,Sumpf::N,hezek,दलदल
168,Sumpf::N,hezek,धँसान
169,Moor::N,mafêl,झाबर
170,Moor::N,mafêl,धँसान
171,Wiese::N,sûrik,घास-स्थल
172,Wald::N,çiya,जंगल
173,Wald::N,daristan,जंगल
174,Hügel::N,gir,टीला
175,Hügel::N,gir,पहाड़
176,Anhöhe::N,sere gir,टीला
177,Anhöhe::N,sere gir,पहाड़ी
178,Berg::N,kaş,पहाड़
179,Gipfel::N,sere gir,शिखर
180,Höhle::N,şikeft,गुहा
181,Höhle::N,şikeft,गुफ़ा
182,Abhang::N,kaş,ढाल
183,Abhang::N,kaş,ढलान
184,Quelle::N,kanî,चश्मा
185,Bach::N,çem,सोता
186,Bach::N,çem,नदिका
187,Fluss::N,çem,नदी
188,Fluss::N,çem,सरिता
189,Fluss::N,rûbar,नदी
190,Fluss::N,rûbar,सरिता
191,Ufer::N,kevî,तट
192,Ufer::N,kevî,किनारा
193,Küste::N,berav,समुद्र-तट
194,Festland::N,bejahî,महाद्वीप
195,Meer::N,behr,सागर
196,Meer::N,behr,समुद्र
197,Bucht::N,derav,खाड़ी
198,Insel::N,girav,टापू
199,Insel::N,girav,द्वीप
200,Blume::N,kulînk,फूल
201,Blume::N,kulînk,पुष्प
202,Gras::N,giha,घास
203,Wurzel::N,reh,मूल
204,Baum::N,dar,पेड़
205,Baum::N,dar,वृक्ष
206,Stamm::N,bavik,धड़
207,Rinde::N,qaqil,छाल
208,Rinde::N,qaqil,वल्कल
209,Ast::N,gulî,डाल
210,Ast::N,gulî,शाखा
211,Zweig::N,şax,टहनी
212,Blatt::N,pel,पत्र
213,Blatt::N,pel,पत्ता
214,Birke::N,dara sipî,भूर्ज
215,Kiefer[Baum]::N,dara bî,पाइन-वृक्ष
216,Weide[Baum]::N,dara belalûk,बेंत
217,Tanne::N,merx,फ़र
218,Horn::N,strô,सींग
219,Horn::N,strô,विषाण
220,Feder::N,pîrtîk,पर
221,Feder::N,pîrtîk,पंख
222,Fell::N,heyar,खाल
223,Fell::N,heyar,पशु-चर्म
224,Flügel::N,per,पंख
225,Flügel::N,per,डैना
226,Klaue::N,napîk,पंजा
227,Kralle::N,dinik,पंजा
228,Kralle::N,dinik,नाख़ून
229,Kralle::N,dirnax,पंजा
230,Kralle::N,dirnax,नाख़ून
231,Schwanz::N,dûv,पूँछ
232,Ei::N,hêk,अंडा
233,Nest::N,hêlîn,नीड़
234,Nest::N,hêlîn,घोंसला
235,Bau::N,avahî,बिल
236,Bau::N,avahî,माँद
237,Tier::N,heywan,पशु
238,Tier::N,heywan,जानवर
239,Herde::N,hoz,गल्ला
240,Kuh::N,çêlek,गौ
241,Kuh::N,çêlek,गाय
242,Bulle::N,ga,साँड़
243,Pferd::N,hesp,अश्व
244,Pferd::N,hesp,घोड़ा
245,Schaf::N,mîh,भेड़
246,Schwein::N,beraz,शूकर
247,Hund::N,seh,श्वान
248,Hund::N,seh,कुत्ता
249,Katze::N,pişîk,बिल्ली
250,Bär::N,hirç,रीछ
251,Bär::N,hirç,भालू
252,Eichhörnchen::N,pilûr,गिलहरी
253,Elch::N,pazkovî,एल्क
254,Fuchs::N,rovî,लोमड़ी
255,Hase::N,kîroşk,खरहा
256,Hase::N,kîroşk,ख़रगोश
257,Maus::N,mişk,मूष
258,Maus::N,mişk,चूहा
259,Wolf::N,gur,वृक
260,Wolf::N,gur,भेड़िया
261,Vogel::N,çûk,पक्षी
262,Vogel::N,çûk,चिड़िया
263,Schwarm::N,lufik,झुंड
264,Huhn::N,mirîşk,मुर्ग़ी
265,Hahn::N,dîk,मुर्ग़ा
266,Gans::N,qaz,हंस
267,Gans::N,qaz,हंसिनी
268,Adler::N,eylo,उक़ाब
269,Ente::N,werdek,बतख़
270,Ente::N,werdek,बत्तक
271,Eule::N,bûm,उल्लू
272,Eule::N,kund,उल्लू
273,Kranich::N,quling,सारस
274,Kranich::N,quling,क्रौंंच
275,Krähe::N,qijik,काक
276,Kuckuck::N,pepûk,कोयल
277,Kuckuck::N,pepûk,कोकिल
278,Schwan::N,qû,हंस
279,Schwan::N,qû,मराल
280,Fisch::N,masî,मछली
281,Fisch::N,masî,मत्स्य
282,Barsch::N,okûn,पर्च
283,Hecht::N,mesîyê lûf,पाइक
284,Schlange[Tier]::N,mar,सर्प
285,Wurm::N,kurm,कृमि
286,Wurm::N,kurm,कीड़ा
287,Spinne::N,pîrê,लूता
288,Spinne::N,pîrê,मकड़ी
289,Ameise::N,mîro,चींटी
290,Ameise::N,gêrîk,चींटी
291,Laus::N,spi,जूँ
292,Mücke::N,mêş,डाँस
293,Fliege::N,mêş,मक्खी
294,Fliege::N,mêş,मक्षिका
295,Schmetterling::N,perperîk,तितली
296,Beere::N,hirç,बेरी
297,Apfel::N,sêv,सेब
298,Pilz::N,bîrov,खुंबी
299,Zwiebel::N,pîvaz,प्याज़
300,Saat::N,tov,बीज
301,Korn::N,dexl,दाना
302,Heu::N,sap,मूखी घास
303,Schale::N,qaşik,बकला
304,Schale::N,qaşik,छिलका
305,Grube::N,çahl,गड्ढा
306,Falle::N,dafik,जाल
307,Falle::N,dafik,फँदा
308,Schlinge::N,dahf,फँदा
309,Spur::N,rêç,सुराग़
310,Spur::N,rêç,पद-चिह्न
311,Asche::N,xweli,राख
312,Dreck::N,gemarî,मैल
313,Dreck::N,gemarî,गंदगी
314,Eisen::N,hesing,लोहा
315,Gold::N,zêr,सोना
316,Gold::N,zêr,स्वर्ण
317,Silber::N,zîv,रजत
318,Silber::N,zîv,चाँदी
319,Kohle::N,komir,कोयला
320,Glas::N,qedeh,काँच
321,Lehm::N,kelpîç,चिकनी मिट्टी
322,Sand::N,qûm,रेत
323,Sand::N,qûm,बालू
324,Mensch::N,mirov,मानव
325,Mensch::N,mirov,इनसान
326,Mensch::N,mirov,मनुष्य
327,Mann::N,mêr,आदमी
328,Mann::N,mêr,पुरुष
329,Frau::N,jin,औरत
330,Frau::N,jin,महिला
331,Frau::N,jin,स्त्री
332,Kind::N,zarok,बाल
333,Kind::N,zarok,बच्चा
334,Junge::N,kur,लड़का
335,Mädchen::N,keç,लड़की
336,Mädchen::N,keç,कुमारी
337,Mädchen::N,keçik,लड़की
338,Mädchen::N,keçik,कुमारी
339,Familie::N,malbat,परिवार
340,Großvater::N,bapîr,दादा
341,Großmutter::N,pîrik,नानी
342,Eltern::N,bavudê,माँ-बाप
343,Eltern::N,bavudê,माता-पिता
344,Vater::N,bav,बाप
345,Vater::N,bav,पिता
346,Mutter::N,dê,माँ
347,Mutter::N,dê,माता
348,Mutter::N,dayik,माँ
349,Mutter::N,dayik,माता
350,Sohn::N,kur,बेटा
351,Sohn::N,kur,पुत्र
352,Tochter::N,keç,बेटी
353,Tochter::N,keç,पुत्री
354,Bruder::N,bira,भाई
355,Bruder::N,bira,भ्राता
356,Schwester::N,xweh,बहन
357,Schwester::N,xweh,भगिनी
358,Onkel::N,am,ताऊ
359,Onkel::N,am,काका
360,Onkel::N,xal,ताऊ
361,Onkel::N,xal,काका
362,Tante::N,metik,बूआ
363,Tante::N,metik,फूफी
364,Tante::N,metik,ख़ाला
365,Tante::N,xaltîk,बूआ
366,Tante::N,xaltîk,फूफी
367,Tante::N,xaltîk,ख़ाला
368,Ehemann::N,mêr,पति
369,Ehemann::N,mêr,शौहर
370,Ehefrau::N,kulfet,बीवी
371,Freude::N,kêfxweşî,आनंद
372,Freude::N,kêfxweşî,प्रसन्नता
373,Gelächter::N,pîrqînî,हँसी
374,Gelächter::N,pîrqînî,क़हक़हा
375,Glück::N,bext,आनंद
376,Glück::N,bext,ख़ुशी
377,Kummer::N,derd,शोक
378,Kummer::N,derd,दुःख
379,Wunsch::N,daxwaz,इच्छा
380,Wunsch::N,daxwaz,अभिलाषा
381,Wunsch::N,xwestek,इच्छा
382,Wunsch::N,xwestek,अभिलाषा
383,Lust::N,şewq,चाह
384,Lust::N,şewq,कामना
385,Geist::N,aqil,जान
386,Geist::N,aqil,प्राण
387,Gedanke::N,fikir,विचार
388,Gedächtnis::N,aqil,याददाश्त
389,Gedächtnis::N,aqil,स्मरण-शक्ति
390,Verstand::N,fêm,समझ
391,Verstand::N,fêm,अक़्ल
392,Verstand::N,fêm,बुद्धि
393,Sinn::N,aqil,अर्थ
394,Grund::N,asas,वजह
395,Grund::N,asas,कारण
396,Wahrheit::N,rastî,सत्य
397,Wahrheit::N,rastî,सच्चाई
398,Gespräch::N,guftûgo,चर्चा
399,Gespräch::N,guftûgo,वार्ता
400,Gespräch::N,guftûgo,बात-चीत
401,Märchen::N,çirok,क़िस्सा
402,Erzählung::N,çirok,कथा
403,Erzählung::N,çirok,कहानी
404,Erzählung::N,vegotin,कथा
405,Erzählung::N,vegotin,कहानी
406,Nachricht::N,nûçe,सूचना
407,Nachricht::N,nûçe,समाचार
408,Neuigkeit::N,hewal,ख़बर
409,Neuigkeit::N,hewal,समाचार
410,Name::N,nav,नाम
411,Name::N,paşnav,नाम
412,Rätsel::N,tiştonek,पहेली
413,Rede::N,gotar,वचन
414,Rede::N,gotar,भाषण
415,Rede::N,axavtin,वचन
416,Rede::N,axavtin,भाषण
417,Sprache::N,ziman,भाषा
418,Sprache::N,ziman,ज़बान
419,Stimme::N,pejn,स्वर
420,Stimme::N,pejn,आवाज़
421,Wort::N,gotin,शब्द
422,Wort::N,gotin,लफ़्ज़
423,Zeichen::N,şanek,निशान
424,Ruf::N,hawar,पुकार
425,Ruf::N,hawar,आह्वान
426,Lärm::N,xarbalix,शोर
427,Lärm::N,xarbalix,हुल्लड़
428,Laut::N,deng,स्वर
429,Laut::N,deng,ध्वनि
430,Laut::N,hês,स्वर
431,Laut::N,hês,ध्वनि
432,Ton::N,awaz,सुर
433,Ton::N,awaz,स्वर
434,Lied::N,sitran,गीत
435,Ruhe::N,rihetî,आराम
436,Ruhe::N,rihetî,ख़ामोशी
437,Leute::N,xelk,लोग
438,Volk::N,xelk,क़ौम
439,Volk::N,xelk,प्रजा
440,Arbeit::N,xebat,काम
441,Gast::N,mêvan,अतिथि
442,Gast::N,mêvan,मेहमान
443,Geschenk::N,diyarî,उपहार
444,Geschenk::N,diyarî,तोहफ़ा
445,Spiel::N,lîstik,खेल
446,Spiel::N,lîstik,क्रीड़ा
447,Gesellschaft::N,komal,साथ
448,Hilfe::N,alîkarî,मदद
449,Hilfe::N,alîkarî,सहायता
450,Freund::N,heval,मित्र
451,Kamerad::N,heval,साथी
452,Kamerad::N,heval,कामरेड
453,Angelegenheit::N,pirsgirêk,बात
454,Angelegenheit::N,pirsgirêk,मामला
455,Anzahl::N,çend,तादाद
456,Anzahl::N,çend,संख्या
457,Art::N,çeh,तरह
458,Art::N,çeh,क़िस्म
459,Stück::N,lib,फाँक
460,Stück::N,lib,टुकड़ा
461,Stück::N,parçe,फाँक
462,Stück::N,parçe,टुकड़ा
463,Teil::N,parçe,भाग
464,Teil::N,parçe,हिस्सा
465,Hälfte::N,nîvî,अर्धभाग
466,Kreis::N,çemil,चक्कर
467,Kreuz::N,xaç,सलीब
468,Kreuz::N,xaç,क्रूस
469,Linie::N,xezik,लाइन
470,Strich::N,xezik,लकीर
471,Abstand::N,dûrahî,अंतर
472,Abstand::N,dûrahî,फ़ासला
473,Entfernung::N,dûrahî,दूरी
474,Entfernung::N,dûrahî,फ़ासला
475,Gegend::N,dever,इलाक़ा
476,Platz::N,çih,जगह
477,Platz::N,çih,स्थान
478,Ort::N,dever,स्थल
479,Ort::N,dever,स्थान
480,Seite::N,rûpel,ओर
481,Seite::N,rûpel,तरफ़
482,Mitte::N,nav,बीच
483,Mitte::N,nav,मध्य
484,Mitte::N,nabênê,बीच
485,Mitte::N,nabênê,मध्य
486,Gegenstand::N,tişt,चीज़
487,Gegenstand::N,tişt,पदार्थ
488,Sache::N,tişt,चीज़
489,Sache::N,tişt,वस्तु
490,Rand::N,kevî,छोर
491,Rand::N,kevî,उपांत
492,Kante::N,kevî,कोर
493,Kante::N,kevî,किनारा
494,Ecke::N,qunç,कोना
495,Ecke::N,qunç,नुक्कड़
496,Spitze::N,derzî,नोक
497,Ende::N,talî,छोर
498,Ende::N,talî,सिरा
499,Loch::N,qul,छेद
500,Loch::N,qul,सूराख़
501,Winkel::N,kurnîşk,कोण
502,Winkel::N,kurnîşk,कोना
503,Muster::N,desen,नमूना
504,Muster::N,desen,डिज़ाइन
505,Größe::N,mezinî,परिमाण
506,Größe::N,mezinî,विस्तार
507,Länge::N,dirêjahî,लंबाई
508,Höhe::N,bilindayî,ऊँचाई
509,Höhe::N,bilindayî,उच्चता
510,Gewicht::N,giranî,भार
511,Gewicht::N,giranî,वज़न
512,Menge::N,qas,मात्रा
513,Haufen::N,lod,ढेर
514,Haufen::N,lod,अंबार
515,Reihe::N,rêz,क़तार
516,Reihe::N,rêz,पंक्ति
517,Boot::N,kelek,नाव
518,Boot::N,kelek,नौका
519,Ruder::N,bêrik,चप्पू
520,Schlitten::N,xîjik,बर्फ़-गाड़ी
521,Ski::N,lakan,स्की
522,Lagerfeuer::N,agir,अलाव
523,Lagerfeuer::N,agir,कैंप-फ़ायर
524,Last::N,bar,भार
525,Gang::N,fîtêz,चाल
526,Schritt::N,gav,डग
527,Schritt::N,gav,क़दम
528,Norden::N,bakur,उत्तर
529,Süden::N,başur,दक्खिन
530,Westen::N,rojava,पश्चिम
531,Osten::N,rojhilat,पूरब
532,Holz::N,dep,काठ
533,Holz::N,dep,काष्ठ
534,Brett::N,dep,पटरा
535,Brett::N,dep,तख़्ता
536,Platte::N,dep,फलक
537,Platte::N,dep,तख़्ता
538,Stütze::N,destek,टेक
539,Stütze::N,destek,थूनी
540,Stange::N,sing,छड़
541,Stange::N,sing,बाँस
542,Stock::N,çam,लाठी
543,Stab::N,qat,लग्गा
544,Rohr::N,borî,नल
545,Haus::N,mal,घर
546,Haus::N,mal,मकान
547,Haus::N,xanî,घर
548,Haus::N,xanî,मकान
549,Heim::N,mal,घर
550,Heim::N,mal,गृह
551,Ofen::N,sobe,चूल्हा
552,Fußboden::N,binpê,फ़र्श
553,Tisch::N,mase,मेज़
554,Stuhl::N,kursî,कुरसी
555,Wiege::N,derguş,पालना
556,Wiege::N,derguş,हिंडोला
557,Bett::N,qerewêle,खाट
558,Bett::N,qerewêle,पलंग
559,Regal::N,rêbaz,शेल्फ़
560,Kiste::N,sindoq,पेटी
561,Kiste::N,sindoq,डिब्बा
562,Fenster::N,çam,खिड़की
563,Fenster::N,şibeke,खिड़की
564,Tür::N,derî,द्वार
565,Tür::N,derî,दरवाज़ा
566,Tor::N,derge,फाटक
567,Zaun::N,hejik,बाड़ा
568,Dach::N,sere xanî,छत
569,Dach::N,sere xanî,छप्पर
570,Leiter::N,pêling,सीढ़ी
571,Besen::N,melkes,झाड़ू
572,Besen::N,melkes,बुहारी
573,Spaten::N,mer,कुदाल
574,Schaufel::N,bêr,बेलचा
575,Schaufel::N,bêr,फावड़ा
576,Gabel::N,çetel,काँटा
577,Löffel::N,kevçî,चम्मच
578,Messer::N,kêr,छुरा
579,Messer::N,kêr,चाक़ू
580,Nagel::N,bizmar,कील
581,Nagel::N,bizmar,मेख़
582,Netz::N,tor,जाल
583,Haken::N,çenqel,अंकुश
584,Griff::N,destî,मूठ
585,Griff::N,destî,हत्था
586,Schloss::N,qonax,ताला
587,Bild::N,dimen,चित्र
588,Figur::N,figûr,मूर्ति
589,Puppe::N,bûk,पुतली
590,Puppe::N,bûk,गुड़िया
591,Beutel::N,kîsik,झोला
592,Bündel::N,pêçek,पुलिंदा
593,Tasche::N,bêrîk,बेग
594,Tasche::N,bêrîk,बस्ता
595,Eimer::N,dewl,बाल्टी
596,Deckel::N,devik,ढक्कन
597,Geschirr::N,ferax,बरतन-भाँड़े
598,Sack::N,tûr,बोरा
599,Tasse::N,kada,प्याला
600,Topf::N,beroş,देग़चा
601,Kessel::N,şîril,देग़
602,Kessel::N,şîril,बटलोई
603,Essen::N,xwarin,खाना
604,Nahrung::N,xwarin,भोजन
605,Speise::N,xwarin,खाना
606,Speise::N,xwarin,व्यंजन
607,Fleisch::N,goşt,मांस
608,Fleisch::N,goşt,गोश्त
609,Getreide::N,zad,अनाज
610,Brei::N,hewdêl,भरता
611,Brei::N,hewdêl,दलिया
612,Brot::N,,रोटी
613,Scheibe::N,parçe,कतला
614,Fett::N,rûn,वसा
615,Fett::N,rûn,चरबी
616,Butter::N,rûn,मक्खन
617,Öl::N,rûn,तेल
618,Salz::N,xwe,नमक
619,Suppe::N,şorbe,सूप
620,Suppe::N,şorbe,शोरबा
621,Honig::N,hingiv,शहद
622,Milch::N,şîr,दूध
623,Tee::N,çay,चाय
624,Leder::N,çerm,चमड़ा
625,Wolle::N,herî,ऊन
626,Stoff::N,paç,कपड़ा
627,Nadel::N,derzî,सूई
628,Faden::N,ta,डोरा
629,Knopf::N,bişkok,बटन
630,Knopf::N,bişkok,घुंडी
631,Knoten::N,girêk,गाँठ
632,Knoten::N,girêk,गुत्थी
633,Farbe::N,boyax,रंग
634,Farbe::N,boyax,वर्ण
635,Kleidung::N,çil,पहनावा
636,Hemd::N,qutik,कुरता
637,Hemd::N,qutik,क़मीज़
638,Hemd::N,miltan,कुरता
639,Hemd::N,miltan,क़मीज़
640,Kragen::N,stûvang,गरदनी
641,Kragen::N,stûvang,गरेबान
642,Ärmel::N,hûçik,आस्तीन
643,Hose::N,şewel,पैंट
644,Hose::N,şewel,पतलून
645,Gürtel::N,qayiş,पेटी
646,Gürtel::N,qayiş,मेखला
647,Mütze::N,fîno,टोपी
648,Schuh::N,şêkal,जूता
649,Stiefel::N,gizme,बूट
650,Stiefel::N,çizme,बूट
651,Ring::N,xelek,अँगूठी
652,Band::N,band,पट्टी
653,Kamm::N,şeh,कंघी
654,Spiegel::N,eynik,आईना
655,Spiegel::N,eynik,दर्पण
656,Riemen::N,qayiş,तसमा
657,Riemen::N,qayiş,पट्टा
658,Schnur::N,doxin,डोरी
659,Schnur::N,doxin,सुतली
660,Leine::N,şirît,रस्सी
661,Decke::N,bataniye,रज़ाई
662,Kissen::N,balgî,तकिया
663,Kissen::N,balgî,गाद्दा
664,Tuch::N,şar,रूमाल
665,Tuch::N,şar,वस्त्र
666,Handtuch::N,dezmal,अँगोछा
667,Kraft::N,hêz,ज़ोर
668,Kraft::N,hêz,शक्ति
669,Kraft::N,qewet,ज़ोर
670,Kraft::N,qewet,शक्ति
671,Stärke::N,xurtî,बल
672,Stärke::N,xurtî,ताक़त
673,Gesundheit::N,nojdarî,स्वास्थ्य
674,Gesundheit::N,nojdarî,तंदुरुस्ती
675,Krankheit::N,nexweşî,रोग
676,Krankheit::N,nexweşî,बीमारी
677,Schmerz::N,êş,दर्द
678,Schmerz::N,êş,पीड़ा
679,Wunde::N,kul,घाव
680,Wunde::N,kul,ज़ख़्म
681,Fieber::N,ta,ज्वर
682,Fieber::N,ta,बुख़ार
683,Arznei::N,derman,दवा
684,Arznei::N,derman,औषाधि
685,Brücke::N,kopî,पुल
686,Brücke::N,kopî,सेतु
687,Brunnen::N,çal,कुआँ
688,Brunnen::N,kani,कुआँ
689,Weide::N,beyar,चरागाह
690,Pfad::N,xaçirek,पथ
691,Pfad::N,xaçirek,पगडंडी
692,Weg::N,rê,मार्ग
693,Straße::N,rê,राह
694,Straße::N,rê,रास्ता
695,Dorf::N,gund,गाँव
696,Dorf::N,gund,ग्राम
697,Stadt::N,baçar,शहर
698,Brief::N,name,ख़त
699,Brief::N,name,पत्र
700,Brief::N,name,चिट्ठी
701,Buch::N,kitêb,किताब
702,Buch::N,kitêb,पुस्तक
703,Buch::N,pirtûk,किताब
704,Buch::N,pirtûk,पुस्तक
705,Buchstabe::N,herf,अक्षर
706,Zeitung::N,rojname,अख़बार
707,Zeitung::N,rojname,समाचार-पत्र
708,Leben::N,jiyan,जीवन
709,Leben::N,jiyan,ज़िंदगी
710,Tod::N,mirin,मौत
711,Tod::N,mirin,मृत्यु
712,Grab::N,mezel,क़ब्र
713,Kirche::N,gilyas,चर्च
714,Kirche::N,gilyas,गिरजा
715,Sünde::N,guneh,पाप
716,Sünde::N,guneh,गुनाह
717,Gott::N,xwedê,देव
718,Gott::N,xwedê,ईश्वर
719,Arbeiter::N,hîşçî,मज़दूर
720,Chef::N,bêg,अध्यक्ष
721,Meister::N,hoste,शिल्पज्ञ
722,Arzt::N,doktor,वैद्य
723,Arzt::N,doktor,डॉक्टर
724,Arzt::N,doktor,चिकित्सक
725,Lehrer::N,mamoste,शिक्षक
726,Lehrer::N,mamoste,अध्यापक
727,Geld::N,pere,धन
728,Geld::N,pere,पैसा
729,Geschäft::N,firoşgeh,सौदा
730,Geschäft::N,firoşgeh,व्यापार
731,Laden::N,dikan,दुकान
732,Preis::N,buha,दाम
733,Preis::N,buha,मूल्य
734,Ware::N,tişt,माल
735,Ware::N,tişt,पण्य
736,Nutzen::N,fêde,लाभ
737,Nutzen::N,fêde,फ़ायदा
738,Reichtum::N,serwet,धन
739,Reichtum::N,serwet,दौलत
740,Welt::N,dinya,विश्व
741,Welt::N,dinya,दुनिया
742,Land::N,welat,देश
743,Land::N,welat,मुल्क
744,Staat::N,dewlet,राज्य
745,Staat::N,dewlet,राष्ट्र
746,König::N,şah,राजा
747,König::N,şah,बादशाह
748,König::N,qral,राजा
749,König::N,qral,बादशाह
750,Macht::N,qewet,शासन
751,Macht::N,qewet,सत्ता
752,Macht::N,destihilat,शासन
753,Macht::N,destihilat,सत्ता
754,Grenze::N,kevî,सरहद
755,Krieg::N,çeng,जंग
756,Krieg::N,çeng,युद्ध
757,Krieg::N,sêwaş,जंग
758,Krieg::N,sêwaş,युद्ध
759,Feind::N,dijmin,शत्रु
760,Feind::N,dijmin,दुश्मन
761,Gewalt::N,zor,हिंसा
762,Kampf::N,şer,लड़ाई
