,Concept_ID,ko,sv
858,husten::V,잔기침하다,hosta
859,genesen::V,낫다,tillfriskna
860,sterben::V,죽다,dö
861,umkommen::V,못쓰게되다,omkomma
862,sich bewegen::V,움직이다,röra sig
863,sich rühren::V,움직이다,röra på sig
864,sich erheben::V,이러서다,resa sig
865,sich setzen::V,앉히다,sätta sig
866,hinfallen::V,넘어지다,falla omkull
867,laufen::V,걷다,löpa
868,schreiten::V,보행하다,skrida
869,spazierengehen::V,산보하다,promenera
870,eilen::V,서둘다,ila
871,sich beeilen::V,서둘게하다,skynda sig
872,sausen::V,서들러 떠나다,susa
873,rennen::V,달리다,löpa
874,rennen::V,달리다,springa
875,springen::V,도약하다,hoppa
876,klettern::V,갑겨오르다,klättra
877,schaukeln::V,흔들리게하다,gunga
878,kriechen::V,기다,kräla
879,schwimmen::V,헤엄치다,simma
880,tauchen::V,잠기다,dyka
881,rudern::V,물을헤치다,ro
882,fahren::V,가다,köra
883,fahren::V,나르다,köra
884,fliegen::V,날다,flyga
885,gehen::V,가다,gå
886,weggehen::V,팔리다,gå bort
887,abfahren::V,출발하다,resa
888,abfahren::V,출발하다,avresa
889,anhalten::V,멈추다,stanna
890,hineingehen::V,(그리로)가다,gå in
891,eintreten::V,들러가다,träda in
892,kommen::V,오다,komma
893,ankommen::V,고챀하다,ankomma
894,zurückkommen::V,보기,återkomma
895,bleiben::V,체류,bli
896,bleiben::V,체류,förbli
897,warten::V,기다리다,vänta
898,erwarten::V,기대하다,vänta
899,suchen::V,찾다,leta
900,suchen::V,구하다,leta
901,finden::V,찾아내다,finna
902,versuchen::V,시험하다,försöka
903,vorbereiten::V,재비하다,förbereda
904,lieben::V,사랑하다,älska
905,mögen::V,줗아하다,tycka om
906,lachen::V,웃다,skratta
907,rühren::V,건드리다,röra
908,weinen::V,울다,gråta
909,schimpfen::V,꾸짖다,skälla
910,sich ärgern::V,화를내게 하다,förargas
911,sich fürchten::V,두려원하다,vara rädd
912,fürchten::V,두려원하다,frukta
913,fliehen::V,도망치다,fly
914,fliehen::V,도망치다,rymma
915,flüchten::V,도주하다,fly
916,sehen::V,보다,se
917,anschauen::V,바라보다,se på
918,anschauen::V,바라보다,betrakta
919,ansehen::V,바라보다,åse
920,hören::V,듣다,höra
921,zuhören::V,듣다,höra på
922,zuhören::V,듣다,lyssna till
923,probieren::V,시식하다,smaka
924,probieren::V,시식하다,smaka på
925,riechen::V,내새를맡다,lukta
926,fühlen::V,느끼다,känna
927,scheinen::V,...것같다,verka
928,scheinen::V,...것같다,tyckas
929,zu sehen sein::V,보이는,synas
930,zu sehen sein::V,보이는,kunna ses
931,vernehmen::V,듣다,få veta
932,vernehmen::V,듣다,förnimma
933,vernehmen::V,들어서일다,få veta
934,vernehmen::V,들어서일다,förnimma
935,frieren::V,춥다,frysa
936,tun::V,하다,göra
937,können::V,할주릴다,kunna
938,wollen::V,바라다,vilja
939,anfangen::V,시작하다,börja
940,beenden::V,다하다,avsluta
941,aufhören::V,그만두다,sluta
942,aufhören::V,그만두다,upphöra
943,gelingen::V,성국하다,lyckas
944,geraten::V,잘되어가다,bli
945,öffnen::V,열다,öppna
946,schließen::V,추측하다,låsa
947,schließen::V,추측하다,stänga
948,stellen::V,세우다,ställa
949,setzen::V,놓다,sätta
950,legen::V,눕히다,lägga
951,berühren::V,대다,beröra
952,verbinden::V,옝열하다,förbinda
953,bedecken::V,덮다,täcka
954,bedecken::V,덮다,betäcka
955,aufhängen::V,매달다,hänga
956,aufhängen::V,매달다,hänga upp
957,anzünden::V,점화하다,tända
958,anzünden::V,점화하다,antända
959,anzünden::V,점화하다,tända på
960,aufheben::V,위로올리다,lyfta
961,zurücklassen::V,튀에남기다,lämna
962,zurücklassen::V,튀에남기다,efterlämna
963,verlieren::V,잃다,mista
964,verlieren::V,잃다,förlora
965,fallen lassen::V,떨어뜨리다,tappa
966,fallen lassen::V,떨어뜨리다,släppa
967,machen::V,하다,göra
968,herstellen::V,제조하다,tillverka
969,herstellen::V,제조하다,framställa
970,bauen::V,짓다,bygga
971,reparieren::V,수셩자다,reparera
972,verbessern::V,정정하다,rätta
973,verbessern::V,정정하다,förbättra
974,ändern::V,바꾸다,ändra
975,ändern::V,바꾸다,förändra
976,graben::V,파다,gräva
977,beugen::V,구부리다,böja
978,biegen::V,굽히다,böja
979,biegen::V,굽히다,kröka
980,drehen::V,회전,vrida
981,wenden::V,회전시키다,vända
982,umdrehen::V,회전시키다,vrida om
983,heben::V,일으아키다,häva
984,hochheben::V,틀어올리다,lyfta
985,ergreifen::V,잡다,gripa
986,halten::V,잡다,hålla
987,drücken::V,누르다,trycka
988,schieben::V,밀다,skjuta
989,kratzen::V,긁다,riva
990,kratzen::V,긁다,skrapa
991,lecken::V,핥다,slicka
992,beißen::V,물다,bita
993,abschneiden::V,귾어내다,skära av
994,binden::V,매다,binda
995,stecken::V,찌르다,sticka
996,brechen::V,금,bryta
997,brechen::V,금,brista
998,klopfen::V,치다,banka
999,klopfen::V,치다,klappa
1000,hauen::V,때리다,hugga
1001,kleben::V,들러붙다,klistra
1002,reiben::V,문지르다,gnida
1003,streichen::V,쓰다듬다,smörja
1004,schleifen::V,갈다,slipa
1005,schneiden::V,베다,skära
1006,schneiden::V,베다,klippa
1007,rütteln::V,흔들다,skaka
1008,schütteln::V,흔들다,rista
1009,schwenken::V,흔들다,svänga
1010,schütten::V,따르다,hälla
1011,füllen::V,담다,fylla
1012,einwickeln::V,싸다,slå in
1013,einwickeln::V,싸다,veckla in
1014,tragen::V,지우다,bära
1015,schleppen::V,끌다,släpa
1016,ziehen::V,당기다,dra
1017,aufbewahren::V,간직하다,förvara
1018,aufbewahren::V,간직하다,ta vara på
1019,werfen::V,던지다,kasta
1020,fangen::V,밥다,fånga
1021,packen::V,쥐다,gripa
1022,packen::V,쥐다,gripa tag
1023,verstecken::V,숨기다,gömma
1024,teilen::V,나누다,dela
1025,schicken::V,보내다,skicka
1026,bringen::V,가겨,bringa
1027,hinzufügen::V,부가하다,tillägga
1028,bekommen::V,얻다,få
1029,bekommen::V,얻다,erhålla
1030,erhalten::V,지니다,få
1031,erhalten::V,지니다,erhålla
1032,nehmen::V,잡다,ta
1033,nehmen::V,잡다,taga
1034,wählen::V,선거하다,välja
1035,auswählen::V,선출하다,utvälja
1036,bewahren::V,저장보종,bevara
1037,behindern::V,훼방하다,hindra
1038,behindern::V,훼방하다,förhindra
1039,verderben::V,못쓰게 되다,förstöra
1040,beschädigen::V,상하게하다,skada
1041,zerbrechen::V,깨뜨리다,bryta isär
1042,zerbrechen::V,깨뜨리다,bryta sönder
1043,zerreißen::V,잡아쫓다,riva sönder
1044,zerreißen::V,잡아쫓다,slita sönder
1045,zerstören::V,파괴하다,förstöra
1046,verbrennen::V,소실하다,bränna
1047,verbrennen::V,소실하다,bränna upp
1048,geben::V,주다,ge
1049,reichen::V,내일다,räcka
1050,schenken::V,주다,skänka
1051,versprechen::V,약속하다,lova
1052,wünschen::V,바라다,önska
1053,loben::V,칭찬하다,lova
1054,loben::V,칭찬하다,beröma
1055,küssen::V,키스하다,pussa
1056,wiegen::V,어르다,vagga
1057,zudecken::V,뚜꺼을하다,täcka
1058,wecken::V,깨우다,väcka
1059,zeigen::V,보이다,visa
1060,führen::V,가게하다,föra
1061,lehren::V,가르치다,lära
1062,unterrichten::V,가르지다,undervisa
1063,aufziehen::V,사육하다,uppfostra
1064,leiten::V,이끌다,leda
1065,antreiben::V,몰다,driva på
1066,lassen::V,내버려두다,få att
1067,einladen::V,초청하다,bjuda
1068,einladen::V,초청하다,inbjuda
1069,vereinigen::V,하나로하다,förena
1070,besuchen::V,방문하다,besöka
1071,treffen::V,만나다,möta
1072,treffen::V,만나다,träffa
1073,sich versammeln::V,조립하다,församla sig
1074,spielen::V,눌다,leka
1075,spielen::V,눌다,spela
1076,singen::V,노래하다,sjunga
1077,tanzen::V,춤추하다,dansa
1078,sich trennen::V,가르다,skiljas
1079,verlassen::V,버림받은,lämna
1080,verlassen::V,버림받은,överge
1081,retten::V,구조하다,rädda
1082,bewachen::V,치키다,bevaka
1083,schützen::V,보호하다,skydda
1084,schützen::V,보호하다,beskydda
1085,verteidigen::V,막다,försvara
1086,sich schlagen::V,치다,slåss
1087,schießen::V,쏘다,skjuta
1088,siegen::V,이기다,segra
1089,ärgern::V,성을내게하다,förarga
1090,schlagen::V,치다,slå
1091,treten::V,디디다,sparka
1092,stechen::V,찌르다,sticka
1093,stoßen::V,찌르다,stöta
1094,stehlen::V,훔치다,stjäla
1095,stören::V,움직이다,störa
1096,belästigen::V,괴롭히다,genera
1097,belästigen::V,괴롭히다,besvära
1098,verbergen::V,숨기다,dölja
1099,täuschen::V,속이다,vilseleda
1100,betrügen::V,속이다,bedra
1101,töten::V,죽이다,döda
1102,wohnen::V,실다,bo
1103,arbeiten::V,일하다,arbeta
1104,sammeln::V,모으다,samla
1105,pflücken::V,꿔다,plocka
1106,jagen::V,사냥하다,jaga
1107,fischen::V,고기를잡다,fiska
1108,fassen::V,움켜쥐다,fånga
1109,hüten::V,망보다,vakta
1110,treiben::V,몰아세우다,driva
1111,anbinden::V,묶다,binda fast
1112,füttern::V,사료를주다,fodra
1113,melken::V,젖을짜다,mjölka
1114,hacken::V,자르다,hacka
1115,gießen::V,물을대다,hälla
1116,gießen::V,물을대다,vattna
1117,reifen::V,성숙하다,mogna
1118,zubereiten::V,조제하다,tillaga
1119,zubereiten::V,조제하다,tillreda
1120,kochen::V,요리하다,koka
1121,backen::V,쿱다,baka
1122,braten::V,굽다,steka
1123,umrühren::V,교반하다,röra om
1124,stricken::V,뜨개질하다,sticka
1125,nähen::V,꿰매다,sy
1126,färben::V,채색하다,färga
1127,reinigen::V,청소하다,rensa
1128,reinigen::V,청소하다,rengöra
1129,waschen::V,씻다,tvätta
1130,abwischen::V,닦다,torka av
1131,spülen::V,씻다,spola
1132,spülen::V,씻다,skölja
1133,fegen::V,소체하다,feja
1134,kehren::V,청소하다,sopa
1135,baden::V,감다,bada
1136,sich waschen::V,모믈 씻다,tvätta sig
1137,ausziehen::V,벗다,ta av
1138,anziehen::V,끌어움직이다,ta på
1139,kämmen::V,빗다,kamma
1140,schmücken::V,치레하다,pynta
1141,schmücken::V,치레하다,smycka
1142,sagen::V,말하다,säga
1143,sprechen::V,말하다,tala
1144,reden::V,이야기하다,tala
1145,reden::V,이야기하다,prata
1146,fragen::V,질문하다,fråga
1147,fragen::V,질문하다,spörja
1148,bitten::V,원하다,be
1149,erzählen::V,이야기하다,berätta
1150,mitteilen::V,이야기하다,meddela
1151,nennen::V,부르다,kalla
1152,rufen::V,불러내다,ropa
1153,prahlen::V,자랑하다,pråla
1154,prahlen::V,자랑하다,skryta
1155,übersetzen::V,번역하다,tolka
1156,übersetzen::V,번역하다,översätta
1157,denken::V,생각하다,tänka
1158,glauben::V,믿다,tro
1159,bemerken::V,인자하다,uppmärksamma
1160,bemerken::V,인자하다,lägga märke till
1161,erkennen::V,인식하다,känna igen
1162,begreifen::V,파악하다,begripa
1163,verstehen::V,이해하다,förstå
1164,lernen::V,배우다,lära sig
1165,wissen::V,알다,veta
1166,sich erinnern an::V,상기하다,minnas
1167,sich erinnern an::V,상기하다,komma ihåg
1168,vergessen::V,잊다,glömma
1169,messen::V,측정하다,mäta
1170,zählen::V,세다,räkna
1171,rechnen::V,게산하다,räkna
1172,lesen::V,읽다,läsa
1173,malen::V,그리다,måla
1174,zeichnen::V,소묘하다,teckna
1175,schreiben::V,쓰다,skriva
1176,besitzen::V,소유하다,äga
1177,besitzen::V,소유하다,besitta
1178,kaufen::V,사다,köpa
1179,verkaufen::V,팔다,sälja
1180,bezahlen::V,지불하다,betala
1181,zahlen::V,치르다,betala
1182,beherrschen::V,지배하다,behärska
1183,ertragen::V,참다,tåla
1184,ertragen::V,참다,uthärda
1185,Raureif::N,,rimfrost
1186,Grube::N,,grop
1187,Lust::N,,lust
1188,Nachricht::N,,meddelande
1189,klug::A,,klok
1190,von hier::ADV,,härifrån
1191,müde werden::V,,tröttna
1192,krank werden::V,,insjukna
1193,krank sein::V,,vara sjuk
1194,abreißen::V,,slita_av
1195,abreißen::V,,riva_av
1196,sich anziehen::V,,klä på sig
1197,sich unterhalten::V,,prata
