,Concept_ID,de,zh
213,Glück::N,Glück,运气
214,Kummer::N,Kummer,苦恼
215,Wunsch::N,Wunsch,愿望
216,Lust::N,Lust,乐趣
217,Geist::N,Geist,精神
218,Gedanke::N,Gedanke,思想
219,Gedächtnis::N,Gedächtnis,记性
220,Verstand::N,Verstand,理智
221,Sinn::N,Sinn,感觉
222,Grund::N,Grund,理由
223,Wahrheit::N,Wahrheit,真理
224,Gespräch::N,Gespräch,谈话
225,Märchen::N,Märchen,童话
226,Erzählung::N,Erzählung,故事
227,Nachricht::N,Nachricht,消息
228,Neuigkeit::N,Neuigkeit,新闻
229,Name::N,Name,名字
230,Rätsel::N,Rätsel,谜语
231,Rede::N,Rede,讲话
232,Sprache::N,Sprache,语言
233,Stimme::N,Stimme,声音
234,Wort::N,Wort,词
235,Zeichen::N,Zeichen,标记
236,Ruf::N,Ruf,呼喊
237,Lärm::N,Lärm,噪音
238,Laut::N,Laut,响声
239,Ton::N,Ton,声音
240,Lied::N,Lied,歌曲
241,Ruhe::N,Ruhe,安静
242,Leute::N,Leute,人们
243,Volk::N,Volk,人民
244,Arbeit::N,Arbeit,劳动
245,Gast::N,Gast,客人
246,Geschenk::N,Geschenk,礼物
247,Spiel::N,Spiel,游戏
248,Gesellschaft::N,Gesellschaft,陪同
249,Hilfe::N,Hilfe,帮助
250,Freund::N,Freund,朋友
251,Kamerad::N,Kamerad,同志
252,Angelegenheit::N,Angelegenheit,事情
253,Anzahl::N,Anzahl,数目
254,Art::N,Art,种类
255,Stück::N,Stück,块
256,Teil::N,Teil,部分
257,Hälfte::N,Hälfte,一半
258,Kreis::N,Kreis,圆
259,Kreuz::N,Kreuz,十字架
260,Linie::N,Linie,线条
261,Strich::N,Strich,划
262,Abstand::N,Abstand,距离
263,Entfernung::N,Entfernung,距离
264,Gegend::N,Gegend,地区
265,Platz::N,Platz,场所
266,Ort::N,Ort,地点
267,Seite::N,Seite,面
268,Mitte::N,Mitte,中间
269,Gegenstand::N,Gegenstand,物品
270,Sache::N,Sache,物
271,Rand::N,Rand,边
272,Kante::N,Kante,棱
273,Ecke::N,Ecke,角
274,Spitze::N,Spitze,尖
275,Ende::N,Ende,结尾
276,Loch::N,Loch,洞
277,Winkel::N,Winkel,角度
278,Muster::N,Muster,模型
279,Größe::N,Größe,大小
280,Länge::N,Länge,长度
281,Höhe::N,Höhe,高度
282,Gewicht::N,Gewicht,重量
283,Menge::N,Menge,数量
284,Haufen::N,Haufen,堆
285,Reihe::N,Reihe,行
286,Boot::N,Boot,小船
287,Ruder::N,Ruder,奖
288,Schlitten::N,Schlitten,雪橇
289,Ski::N,Ski,雪板
290,Lagerfeuer::N,Lagerfeuer,营火
291,Last::N,Last,负担
292,Gang::N,Gang,行走
293,Schritt::N,Schritt,步伐
294,Norden::N,Norden,北
295,Süden::N,Süden,南
296,Westen::N,Westen,西
297,Osten::N,Osten,东
298,Holz::N,Holz,木材
299,Brett::N,Brett,木板
300,Platte::N,Platte,平板
301,Stütze::N,Stütze,支架
302,Stange::N,Stange,杆
303,Stock::N,Stock,棒
304,Stab::N,Stab,棍
305,Rohr::N,Rohr,管子
306,Haus::N,Haus,房屋
307,Heim::N,Heim,家
308,Ofen::N,Ofen,炉子
309,Fußboden::N,Fußboden,地板
310,Tisch::N,Tisch,桌子
311,Stuhl::N,Stuhl,椅子
312,Wiege::N,Wiege,摇蓝
313,Bett::N,Bett,床
314,Regal::N,Regal,架子
315,Kiste::N,Kiste,箱子
316,Fenster::N,Fenster,窗户
317,Tür::N,Tür,门
318,Tor::N,Tor,大门
319,Zaun::N,Zaun,篱笆
320,Dach::N,Dach,屋顶
321,Leiter::N,Leiter,梯子
322,Besen::N,Besen,扫帚
323,Spaten::N,Spaten,铁锹
324,Schaufel::N,Schaufel,铁锹
325,Gabel::N,Gabel,叉
326,Löffel::N,Löffel,食匙
327,Messer::N,Messer,刀
328,Nagel::N,Nagel,钉子
329,Netz::N,Netz,网
330,Haken::N,Haken,钩子
331,Griff::N,Griff,把柄
332,Schloss::N,Schloss,锁
333,Bild::N,Bild,图画
334,Figur::N,Figur,人像
335,Puppe::N,Puppe,娃娃
336,Beutel::N,Beutel,袋子
337,Bündel::N,Bündel,捆
338,Tasche::N,Tasche,手提包
339,Eimer::N,Eimer,桶
340,Deckel::N,Deckel,盖子
341,Geschirr::N,Geschirr,餐具
342,Sack::N,Sack,袋子
343,Tasse::N,Tasse,杯子
344,Topf::N,Topf,锅
345,Kessel::N,Kessel,水壶
346,Essen::N,Essen,进餐
347,Nahrung::N,Nahrung,食物
348,Speise::N,Speise,菜肴
349,Fleisch::N,Fleisch,肉
350,Getreide::N,Getreide,谷物
351,Brei::N,Brei,粥
352,Brot::N,Brot,面包
353,Scheibe::N,Scheibe,片
354,Fett::N,Fett,脂肪
355,Butter::N,Butter,黄油
356,Öl::N,Öl,油
357,Salz::N,Salz,盐
358,Suppe::N,Suppe,汤
359,Honig::N,Honig,蜂蜜
360,Milch::N,Milch,奶
361,Tee::N,Tee,茶
362,Leder::N,Leder,皮革
363,Wolle::N,Wolle,毛线
364,Stoff::N,Stoff,织物
365,Nadel::N,Nadel,针
366,Faden::N,Faden,线
367,Knopf::N,Knopf,纽扣
368,Knoten::N,Knoten,结
369,Farbe::N,Farbe,颜色
370,Kleidung::N,Kleidung,衣服
371,Hemd::N,Hemd,衬衫
372,Kragen::N,Kragen,领子
373,Ärmel::N,Ärmel,袖子
374,Hose::N,Hose,裤子
375,Gürtel::N,Gürtel,腰带
376,Mütze::N,Mütze,帽子
377,Schuh::N,Schuh,鞋
378,Stiefel::N,Stiefel,靴子
379,Ring::N,Ring,戒指
380,Band::N,Band,带子
381,Kamm::N,Kamm,梳子
382,Spiegel::N,Spiegel,镜子
383,Riemen::N,Riemen,皮带
384,Schnur::N,Schnur,绳子
385,Leine::N,Leine,皮带
386,Decke::N,Decke,被子
387,Kissen::N,Kissen,软垫
388,Tuch::N,Tuch,巾
389,Handtuch::N,Handtuch,手巾
390,Kraft::N,Kraft,力
391,Stärke::N,Stärke,力量
392,Gesundheit::N,Gesundheit,健康
393,Krankheit::N,Krankheit,病
394,Schmerz::N,Schmerz,痛
395,Wunde::N,Wunde,伤口
396,Fieber::N,Fieber,发烧
397,Arznei::N,Arznei,药
398,Brücke::N,Brücke,桥
399,Brunnen::N,Brunnen,井
400,Weide::N,Weide,牧场
401,Pfad::N,Pfad,小路
402,Weg::N,Weg,路
403,Straße::N,Straße,街
404,Dorf::N,Dorf,村庄
405,Stadt::N,Stadt,城市
406,Brief::N,Brief,信
407,Buch::N,Buch,书
408,Buchstabe::N,Buchstabe,字母
409,Zeitung::N,Zeitung,报纸
410,Leben::N,Leben,生命
411,Tod::N,Tod,死亡
412,Grab::N,Grab,坟墓
413,Kirche::N,Kirche,教堂
414,Sünde::N,Sünde,罪
415,Gott::N,Gott,上帝
416,Arbeiter::N,Arbeiter,工人
417,Chef::N,Chef,上司
418,Meister::N,Meister,师傅
419,Arzt::N,Arzt,医生
420,Lehrer::N,Lehrer,教师
421,Geld::N,Geld,钱
422,Geschäft::N,Geschäft,交易
423,Laden::N,Laden,商店
424,Preis::N,Preis,价格
425,Ware::N,Ware,商品
426,Nutzen::N,Nutzen,好处
427,Reichtum::N,Reichtum,财富
428,Welt::N,Welt,世界
429,Land::N,Land,国家
430,Staat::N,Staat,国家
431,König::N,König,国王
432,Macht::N,Macht,权力
433,Grenze::N,Grenze,边界
434,Krieg::N,Krieg,战争
435,Feind::N,Feind,敌人
436,Gewalt::N,Gewalt,暴力
437,Kampf::N,Kampf,战斗
438,Bogen[Waffe]::N,Bogen,弓
439,Pfeil::N,Pfeil,箭
440,Gewehr::N,Gewehr,枪
441,Fehler::N,Fehler,错误
442,Lüge::N,Lüge,谎话
443,Schaden::N,Schaden,损失
444,Unglück::N,Unglück,不幸
445,Schuld::N,Schuld,过错
446,Alter::N,Alter,年龄
447,Schluss::N,Schluss,结束
448,Zeit::N,Zeit,时间
449,Tag::N,Tag,天
450,Morgen::N,Morgen,早晨
451,Mittag::N,Mittag,中午
452,Abend::N,Abend,晚上
453,Nacht::N,Nacht,夜
454,Woche::N,Woche,星期
455,Monat::N,Monat,月
456,Jahr::N,Jahr,年
457,Frühling::N,Frühling,春天
458,Sommer::N,Sommer,夏天
459,Herbst::N,Herbst,秋天
460,Winter::N,Winter,冬天
461,Januar::N,Januar,一月
462,Februar::N,Februar,二月
463,März::N,März,三月
464,April::N,April,四月
465,Mai::N,Mai,五月
466,Juni::N,Juni,六月
467,Juli::N,Juli,七月
468,August::N,August,八月
469,September::N,September,九月
470,Oktober::N,Oktober,十月
471,November::N,November,十一月
472,Dezember::N,Dezember,十二月
473,Montag::N,Montag,星期一
474,Dienstag::N,Dienstag,星期二
475,Mittwoch::N,Mittwoch,星期三
476,Donnerstag::N,Donnerstag,星期四
477,Freitag::N,Freitag,星期五
478,Samstag::N,Samstag,星期六
479,Sonntag::N,Sonntag,星期日
480,groß::A,groß,大
481,klein::A,klein,小
482,lang::A,lang,长
483,kurz::A,kurz,短
484,breit::A,breit,宽
485,schmal::A,schmal,细长的
486,dicht::A,dicht,密
487,dick[Gegenstand]::A,dick,厚
488,dünn::A,dünn,薄
489,fein::A,fein,细小
490,fest::A,fest,固体
491,flach::A,flach,平坦
492,glatt::A,glatt,光滑
493,hart::A,hart,硬
494,weich::A,weich,软
495,rund::A,rund,圆
496,spitz::A,spitz,尖
497,scharf::A,scharf,锋利
498,stumpf::A,stumpf,钝
499,schwer::A,schwer,重
500,schön::A,schön,美丽
501,heiß::A,heiß,烫
502,warm::A,warm,暖和
503,kalt::A,kalt,冷
504,kühl::A,kühl,凉
505,frisch::A,frisch,新鲜
506,feucht::A,feucht,潮湿
507,nass::A,nass,湿
508,trocken::A,trocken,干
509,voll::A,voll,满
510,leer::A,leer,空
511,offen::A,offen,敞开
512,geschlossen::A,geschlossen,关闭
513,sauber::A,sauber,干净
514,schmutzig::A,schmutzig,肮脏
515,roh::A,roh,生
516,reif::A,reif,成熟
517,lecker::A,lecker,好吃
518,süß::A,süß,甜
519,bitter::A,bitter,苦
520,sauer::A,sauer,酸
521,hell::A,hell,亮
522,dunkel::A,dunkel,阴暗
523,schwarz::A,schwarz,黑
524,weiß::A,weiß,白
525,rot::A,rot,红
526,gelb::A,gelb,黄
527,blau::A,blau,蓝
528,grün::A,grün,绿
529,grau::A,grau,灰色
530,bunt::A,bunt,五彩
531,billig::A,billig,便宜
532,teuer::A,teuer,贵
533,wertvoll::A,wertvoll,贵重
534,blind::A,blind,瞎
535,taub::A,taub,聋
536,kräftig::A,kräftig,强壮
537,stark::A,stark,强壮
538,schwach::A,schwach,弱
539,fett::A,fett,胖
540,schlank::A,schlank,苗条
541,hübsch::A,hübsch,漂亮
542,böse::A,böse,邪恶
543,dumm::A,dumm,笨
544,faul::A,faul,懒惰
545,fleißig::A,fleißig,勤奋
546,geizig::A,geizig,吝啬
547,klug::A,klug,聪明
548,geschickt::A,geschickt,灵巧
549,lieb::A,lieb,可爱
550,lustig::A,lustig,快乐
551,sanft::A,sanft,柔和
552,hungrig::A,hungrig,饥饿
553,krank::A,krank,患病
554,nackt::A,nackt,裸体
555,traurig::A,traurig,悲哀
556,lebendig::A,lebendig,活
557,gut::A,gut,好
558,schlecht::A,schlecht,坏
559,richtig::A,richtig,正确
560,schlimm::A,schlimm,糟糕
561,wahr::A,wahr,真
562,alt::A,alt,旧
563,neu::A,neu,新
564,ehemalig::A,ehemalig,以前
565,alt[Lebewesen]::A,alt,老
566,jung::A,jung,年轻
567,arm::A,arm,贫穷
568,reich::A,reich,富裕
569,bekannt::A,bekannt,出名
570,berühmt::A,berühmt,著名
571,fremd::A,fremd,陌生
572,verschieden::A,verschieden,不同
573,nah::A,nah,近
574,fern::A,fern,遥远
575,linker::A,linker,左
576,rechter::A,rechter,右
577,anderer::A,anderer,别的
578,erster::A,erster,第一
579,zweiter::A,zweiter,第二
580,dritter::A,dritter,第三
581,letzter::A,letzter,最后
582,allein::ADV,allein,单独
583,auf einmal::ADV,auf einmal,同时
584,zusammen::ADV,zusammen,一起
585,lange::ADV,lange,许久
586,plötzlich::ADV,plötzlich,忽然
587,sofort::ADV,sofort,立刻
588,später::ADV,später,以后
589,jetzt::ADV,jetzt,现在
590,heute::ADV,heute,今天
591,morgen::ADV,morgen,明天
592,bald::ADV,bald,即将
593,dann::ADV,dann,然后
594,gestern::ADV,gestern,昨天
595,einst::ADV,einst,曾经
596,damals::ADV,damals,当时
597,danach::ADV,danach,随后
598,vorher::ADV,vorher,事先
599,zuerst::ADV,zuerst,首先
600,einmal::ADV,einmal,一次
601,manchmal::ADV,manchmal,有时
602,oft::ADV,oft,时常
603,immer::ADV,immer,总是
604,niemals::ADV,niemals,从未
605,hier::ADV,hier,这里
606,hierhin::ADV,hierhin,到这里
607,von hier::ADV,von hier,由此
608,dort::ADV,dort,那里
609,dorthin::ADV,dorthin,到那里
610,geradeaus::ADV,geradeaus,一直往前
611,vorwärts::ADV,vorwärts,向前
612,rückwärts::ADV,rückwärts,向后
613,zurück::ADV,zurück,退后
614,unten::ADV,unten,下面
615,hinab::ADV,hinab,向下
616,oben::ADV,oben,上面
617,hinauf::ADV,hinauf,向上
618,überall::ADV,überall,到处
619,nicht::ADV,nicht,不
620,ein wenig::ADV,ein wenig,一点儿
621,kaum::ADV,kaum,几乎不
622,sehr::ADV,sehr,很
623,so::ADV,so,如此
624,noch::ADV,noch,还
625,nur::ADV,nur,只
626,schon::ADV,schon,已经
627,wieder::ADV,wieder,又
628,vergebens::ADV,vergebens,
629,vor::PRP,vor,在...面前
630,hinter::PRP,hinter,在...背后
631,unter::PRP,unter,在...下面
632,durch::PRP,durch,穿过
633,neben::PRP,neben,在...旁
634,zwischen::PRP,zwischen,在...之间
635,wegen::PRP,wegen,由于
636,dies::PRN,dies,这
637,das::PRN,das,那
638,alles::PRN,alles,一切
639,ich::PRN,ich,我
640,du::PRN,du,你
641,er::PRN,er,他
642,wir::PRN,wir,我们
643,ihr::PRN,ihr,你们
644,sie::PRN,sie,她
645,was::FPRN,was,什么
646,wer::FPRN,wer,谁
647,wo::FADV,wo,哪里
648,wohin::FADV,wohin,去哪里
649,wie::FADV,wie,怎么
650,warum::FADV,warum,为什么
651,wieviel::FNUM,wieviel,多少
652,eins::NUM,eins,一
653,zwei::NUM,zwei,二
654,drei::NUM,drei,三
655,vier::NUM,vier,四
656,fünf::NUM,fünf,五
657,sechs::NUM,sechs,六
658,sieben::NUM,sieben,七
659,acht::NUM,acht,八
660,neun::NUM,neun,九
661,zehn::NUM,zehn,十
662,elf::NUM,elf,十一
663,zwölf::NUM,zwölf,十二
664,zwanzig::NUM,zwanzig,二十
665,dreißig::NUM,dreißig,三十
666,vierzig::NUM,vierzig,四十
667,fünfzig::NUM,fünfzig,五十
668,sechzig::NUM,sechzig,六十
669,siebzig::NUM,siebzig,七十
670,achtzig::NUM,achtzig,八十
671,neunzig::NUM,neunzig,九十
672,hundert::NUM,hundert,百
673,tausend::NUM,tausend,千
674,und::CNJ,und,和
675,oder::CNJ,oder,或者
676,stehen::V,stehen,站
677,sitzen::V,sitzen,坐
678,liegen::V,liegen,躺着
679,hängen::V,hängen,挂着
680,werden::V,werden,成为
681,passieren::V,passieren,发生
682,beginnen::V,beginnen,开始
683,enden::V,enden,终止
684,wechseln::V,wechseln,变迁
685,aufgehen[Sonne]::V,aufgehen,升起
686,untergehen[Sonne]::V,untergehen,下落
687,scheinen[Sonne]::V,scheinen,照射
688,donnern::V,donnern,打雷
689,wehen::V,wehen,飘扬
690,strömen::V,strömen,流
691,fließen::V,fließen,流动
692,sich drehen::V,sich drehen,转动
693,schwanken::V,schwanken,摇摆
694,schwingen::V,schwingen,摇
695,fallen::V,fallen,坠落
696,brennen::V,brennen,燃烧
697,rauchen::V,rauchen,冒烟
698,regnen::V,regnen,下雨
699,gefrieren::V,gefrieren,结冰
700,tauen::V,tauen,融化
701,schmelzen::V,schmelzen,溶化
702,trocknen::V,trocknen,变干
703,sieden::V,sieden,煮
704,faulen::V,faulen,腐烂
705,verfaulen::V,verfaulen,腐烂
706,reißen::V,reißen,撕
707,versinken::V,versinken,下沉
708,vergehen::V,vergehen,流逝
709,erscheinen::V,erscheinen,出现
710,verschwinden::V,verschwinden,消失
711,sinken::V,sinken,下降
712,abnehmen::V,abnehmen,减少
713,zunehmen::V,zunehmen,增加
714,steigen::V,steigen,上升
715,wachsen::V,wachsen,生长
716,glänzen::V,glänzen,发光
717,funkeln::V,funkeln,闪烁
718,lärmen::V,lärmen,吵闹
719,läuten::V,läuten,响
720,klingeln::V,klingeln,按铃
721,klirren::V,klirren,
722,brausen::V,brausen,疾驶
723,rauschen::V,rauschen,
724,klingen::V,klingen,听起来
725,bellen::V,bellen,吠
726,heulen::V,heulen,嗥
727,blasen::V,blasen,吹
728,pfeifen::V,pfeifen,吹口哨
729,schreien::V,schreien,叫喊
730,stöhnen::V,stöhnen,呻吟
731,zittern::V,zittern,颤抖
732,leben::V,leben,生存
733,geboren werden::V,geboren werden,出生
734,atmen::V,atmen,呼吸
735,trinken::V,trinken,喝
736,essen::V,essen,吃
737,schlucken::V,schlucken,咽
738,müde werden::V,müde werden,疲倦
739,einschlafen::V,einschlafen,入睡
740,schlafen::V,schlafen,睡觉
741,aufwachen::V,aufwachen,睡醒
742,aufstehen::V,aufstehen,起床
743,sich erholen::V,sich erholen,休养
744,krank werden::V,krank werden,生病
745,krank sein::V,krank sein,生病
746,schmerzen::V,schmerzen,疼痛
747,husten::V,husten,咳
748,genesen::V,genesen,痊愈
749,sterben::V,sterben,死
750,umkommen::V,umkommen,丧命
751,sich bewegen::V,sich bewegen,移动
752,sich rühren::V,sich rühren,动弹
753,sich erheben::V,sich erheben,站起
754,sich setzen::V,sich setzen,坐
755,hinfallen::V,hinfallen,跌倒
756,laufen::V,laufen,步行
757,schreiten::V,schreiten,迈步
758,spazierengehen::V,spazierengehen,散步
759,eilen::V,eilen,急忙
760,sich beeilen::V,sich beeilen,赶快
761,sausen::V,sausen,疾驰
762,rennen::V,rennen,奔跑
763,springen::V,springen,跳
764,klettern::V,klettern,攀缘
765,schaukeln::V,schaukeln,荡秋千
766,kriechen::V,kriechen,爬行
767,schwimmen::V,schwimmen,游泳
768,tauchen::V,tauchen,潜水
769,rudern::V,rudern,划船
770,fahren::V,fahren,行驶
771,fliegen::V,fliegen,飞
772,gehen::V,gehen,走
773,weggehen::V,weggehen,离去
774,abfahren::V,abfahren,出发
775,anhalten::V,anhalten,停住
776,hineingehen::V,hineingehen,进去
777,eintreten::V,eintreten,进入
778,kommen::V,kommen,来
779,ankommen::V,ankommen,到达
780,zurückkommen::V,zurückkommen,回来
781,bleiben::V,bleiben,停留
782,warten::V,warten,等
783,erwarten::V,erwarten,等候
784,suchen::V,suchen,找
785,finden::V,finden,找到
786,versuchen::V,versuchen,尝试
787,vorbereiten::V,vorbereiten,预备
788,lieben::V,lieben,爱
789,mögen::V,mögen,喜欢
790,lachen::V,lachen,笑
791,rühren::V,rühren,
792,weinen::V,weinen,哭
793,schimpfen::V,schimpfen,骂
794,sich ärgern::V,sich ärgern,生气
795,sich fürchten::V,sich fürchten,害怕
796,fürchten::V,fürchten,害怕
797,fliehen::V,fliehen,逃走
798,flüchten::V,flüchten,逃跑
799,sehen::V,sehen,看
800,anschauen::V,anschauen,注视
801,ansehen::V,ansehen,注视
802,hören::V,hören,听
803,zuhören::V,zuhören,倾听
804,probieren::V,probieren,尝
805,riechen::V,riechen,闻
806,fühlen::V,fühlen,感到
807,scheinen::V,scheinen,照耀
808,zu sehen sein::V,zu sehen sein,可以看到
809,vernehmen::V,vernehmen,审讯
810,frieren::V,frieren,觉得冷
811,tun::V,tun,作
812,können::V,können,能
813,wollen::V,wollen,要
814,anfangen::V,anfangen,开始
815,beenden::V,beenden,结束
816,aufhören::V,aufhören,停止
817,gelingen::V,gelingen,成功
818,geraten::V,geraten,陷于
819,öffnen::V,öffnen,打开
820,schließen::V,schließen,关
821,stellen::V,stellen,放
822,setzen::V,setzen,放
823,legen::V,legen,摆
824,berühren::V,berühren,触
825,verbinden::V,verbinden,联结
826,bedecken::V,bedecken,覆盖
827,aufhängen::V,aufhängen,挂
828,anzünden::V,anzünden,点
829,aufheben::V,aufheben,拾起
