,Concept_ID,os,ba
708,klug::A,зондджын,аҡыллы
709,geschickt::A,хӕрзарӕхст,оҫта
710,lieb::A,уарзон,яғымлы
711,lustig::A,хъӕлдзӕг,күңелле
712,sanft::A,мынчын,йыуаш
713,hungrig::A,ӕххормаг,ас
714,krank::A,нӕфӕразгӕ,сирле
715,krank::A,нӕфӕразгӕ,ауырыу
716,nackt::A,бӕгънӕг,яланғас
717,traurig::A,ӕрхӕндӕг,яманһыу
718,lebendig::A,цардӕгас,тере
719,lebendig::A,цардӕгас,йәнле
720,gut::A,хорз,яҡшы
721,schlecht::A,цауд,хөрт
722,schlecht::A,цауд,алама
723,richtig::A,раст,дөрөҫ
724,schlimm::A,ӕвзӕр,хөрт
725,schlimm::A,ӕвзӕр,алама
726,wahr::A,ӕцӕг,дөрөҫ
727,alt::A,зӕронд,иҫке
728,alt::A,зӕронд,боронғо
729,neu::A,ног,яңы
730,ehemalig::A,раздӕры,элекке
731,alt[Lebewesen]::A,ацӕргӕ,ҡарт
732,jung::A,ӕрыгон,йәш
733,arm::A,мӕгуыр,фәҡир
734,reich::A,хъӕздыг,бай
735,bekannt::A,зонгӕ,таныш
736,berühmt::A,номдзыд,атаҡлы
737,berühmt::A,номдзыд,данлыҡлы
738,fremd::A,æцæгæлон,ят
739,fremd::A,æцæгæлон,сит
740,verschieden::A,æндæр æмæ æндæр,төрлө
741,verschieden::A,алы,төрлө
742,verschieden::A,алыхуызон,төрлө
743,nah::A,хӕстӕг,яҡын
744,fern::A,дард,алыҫ
745,fern::A,дард,йыраҡ
746,fern::A,дӕрддаг,алыҫ
747,fern::A,дӕрддаг,йыраҡ
748,linker::A,галиу,һул
749,rechter::A,рахиз,уң
750,anderer::A,иннӕ,бутән
751,anderer::A,ӕндӕр,бутән
752,erster::A,фыццаг,тәүге
753,erster::A,фыццӕгӕм,тәүге
754,zweiter::A,дыккаг,икенсе
755,zweiter::A,дыккæгæм,икенсе
756,dritter::A,æртыккаг,өсөнсө
757,dritter::A,æртыккæгæм,өсөнсө
758,letzter::A,фӕстаг,һуңғы
759,allein::ADV,иунæг,бер үҙе
760,allein::ADV,иунæг,яңғыҙ
761,auf einmal::ADV,уайтагъд,бер юлы
762,auf einmal::ADV,æвиппайды,бер юлы
763,auf einmal::ADV,æваст,бер юлы
764,zusammen::ADV,иумӕ,бергә
765,lange::ADV,бирæ рæстæг,оҙаҡ
766,plötzlich::ADV,æвиппайды,ҡапыл
767,plötzlich::ADV,æваст,ҡапыл
768,sofort::ADV,уыцы сахат,шунда уҡ
769,sofort::ADV,уайтагъд,шунда уҡ
770,später::ADV,фæстæдæр,һуңыраҡ
771,jetzt::ADV,ныр,хәҙер
772,heute::ADV,абон,бөгөн
773,morgen::ADV,райсом,иртәгә
774,bald::ADV,тагъд,тиҙҙән
775,bald::ADV,рæхджы,тиҙҙән
776,dann::ADV,стæй,һуңынан
777,gestern::ADV,знон,кисә
778,einst::ADV,кӕддӕр,ҡасандыр
779,einst::ADV,кӕддӕр,бер баҡыт
780,damals::ADV,уæд,ул саҡта
781,danach::ADV,стæй,һуңынан
782,danach::ADV,уый фæстæ,һуңынан
783,vorher::ADV,раздæр,элек
784,zuerst::ADV,фыццаг,башта
785,einmal::ADV,иу хатт,бер
786,manchmal::ADV,хатт,ҡайһы берҙә
787,oft::ADV,арæх,йыш
788,immer::ADV,ӕдзух,һәр ҡасан
789,niemals::ADV,никуы,бер ҡасан да
790,niemals::ADV,никуы,бер ваҡытта ла
791,niemals::ADV,никæд,бер ҡасан да
792,niemals::ADV,никæд,бер ваҡытта ла
793,hier::ADV,ам,бында
794,hierhin::ADV,ардӕм,бында
795,von hier::ADV,ардыгæй,бынан
796,von hier::ADV,ардыгæй,ошонан
797,dort::ADV,уым,шунда
798,dort::ADV,уым,тегендә
799,dorthin::ADV,уырдӕм,шунда
800,dorthin::ADV,уырдӕм,тегеләй
801,geradeaus::ADV,æргом,тура
802,vorwärts::ADV,размӕ,алға
803,rückwärts::ADV,фӕстӕмӕ,кирегә
804,zurück::ADV,фӕстӕмӕ,кирегә
805,unten::ADV,дæлæ,түбәндә
806,unten::ADV,дæлейы,түбәндә
807,unten::ADV,бынæй,түбәндә
808,hinab::ADV,дӕлӕмӕ,түбәнгә
809,hinab::ADV,уырдыгмӕ,түбәнгә
810,oben::ADV,уӕле,юғарыла
811,hinauf::ADV,уӕлӕмӕ,юғарыға
812,überall::ADV,алыран,бөтә урында
813,überall::ADV,алкæм,бөтә урында
814,überall::ADV,кæмдæриддæр,бөтә урында
815,nicht::ADV,нӕ,тугел
816,ein wenig::ADV,чысыл,аҙ
817,kaum::ADV,цъус,көскә
818,kaum::ADV,цъус,саҡ-саҡ
819,sehr::ADV,тынг,ифат
820,sehr::ADV,иттӕг,ифат
821,so::ADV,афтӕ,шулай
822,noch::ADV,ма,йәнә
823,nur::ADV,канд,бары
824,nur::ADV,ӕрмӕст,бары
825,schon::ADV,нырид,инде
826,wieder::ADV,ногӕй,тағы
827,vergebens::ADV,дзæгъæлы,бушҡа
828,vergebens::ADV,уæгъды,бушҡа
829,vergebens::ADV,æнæхъуаджы,бушҡа
830,vor::PRP,разы,алдында
831,hinter::PRP,фӕстӕ,артында
832,unter::PRP,бын,аҫтында
833,durch::PRP,æхсæнты,үтә
834,neben::PRP,цур,эргәһендә
835,zwischen::PRP,астӕу,араһында
836,wegen::PRP,тыххай,өсөн
837,wegen::PRP,тыххай,сәбәпле
838,dies::PRN,ай,был
839,dies::PRN,ай,ошо
840,das::PRN,уый,ул
841,alles::PRN,алцы,бөтә
842,alles::PRN,æппæтдæр,бөтә
843,alles::PRN,иууылдӕр,бөтә
844,ich::PRN,æз,мин
845,du::PRN,ды,һин
846,er::PRN,уый,ул
847,wir::PRN,мах,беҙ
848,ihr::PRN,сымах,һеҙ
849,sie::PRN,уыдон,улар
850,was::FPRN,цы,ә
851,was::FPRN,цы,ни
852,was::FPRN,цы,нәмә
853,wer::FPRN,чи,ҡем
854,wo::FADV,кӕм,ҡайҙа
855,wohin::FADV,кӕдӕм,ҡайҙа
856,wie::FADV,куыд,инидәй
857,warum::FADV,цӕмӕн,ин өсөн
858,wieviel::FNUM,цал,күпме
859,eins::NUM,иу,бер
860,zwei::NUM,дыууӕ,ике
861,zwei::NUM,дыууӕ,икәү
862,drei::NUM,ӕртӕ,өс
863,vier::NUM,цыппар,дүрт
864,fünf::NUM,фондз,биш
865,sechs::NUM,ӕхсӕз,алты
866,sieben::NUM,авд,ете
867,acht::NUM,аст,һигеҙ
868,neun::NUM,фараст,туғыҙ
869,zehn::NUM,дӕс,ун
870,elf::NUM,иуæндæс,ун бер
871,zwölf::NUM,дыууадæс,ун ике
872,zwanzig::NUM,дыууын,егерме
873,dreißig::NUM,æртын,утыҙ
874,dreißig::NUM,дæсæмæссæдз,утыҙ
875,vierzig::NUM,цыппор,ҡырҡ
876,vierzig::NUM,цыппур,ҡырҡ
877,vierzig::NUM,дыууиссæдзы,ҡырҡ
878,fünfzig::NUM,фӕндзай,илле
879,sechzig::NUM,æхсай,алтмыш
880,sechzig::NUM,æртиссæдзы,алтмыш
881,siebzig::NUM,æвдай,етмеш
882,siebzig::NUM,дæс æмæ æртиссæдзы,етмеш
883,achtzig::NUM,цыппарыссæдзы,һикһән
884,achtzig::NUM,æстай,һикһән
885,neunzig::NUM,нæуæдз,туҡһан
886,neunzig::NUM,дæс æмæ цыппарыссæдзы,туҡһан
887,hundert::NUM,сӕдӕ,йөҙ
888,tausend::NUM,мин,мең
889,und::CNJ,ӕмӕ,да
890,oder::CNJ,кӕнӕ,йәки
891,stehen::V,лӕууын,тороу
892,sitzen::V,бадын,ултырыу
893,liegen::V,хуыссын,ятыу
894,hängen::V,ауыгъд уын,аҫылынып тороу
895,werden::V,суӕвын,булыу
896,passieren::V,æрцæуын,булыу
897,beginnen::V,райдайын,башлау
898,enden::V,фæуын,бөтөү
899,enden::V,фæуын,тамамланыү
900,wechseln::V,ивын,үҙгәреү
901,aufgehen[Sonne]::V,скæсын,ҡалҡыу
902,untergehen[Sonne]::V, аныгуылын,байыу
903,scheinen[Sonne]::V,рухс кӕнын,яҡтыртып тороу
904,donnern::V,нæрын,күкрәү
905,wehen::V,дымын,иҫеү
906,strömen::V,кӕлын,ташыу
907,fließen::V,цæуын,ағыу
908,fließen::V,уайын,ағыу
909,fließen::V,кæлын,ағыу
910,sich drehen::V,зилын,әйләнеү
911,schwanken::V,æнкъуысын,тирбәлеү
912,schwingen::V,æнкъуысын,бәүетеү
913,schwingen::V,змæлын,бәүетеү
914,fallen::V,хауын,йығылыу
915,brennen::V,судзын,яныу
916,rauchen::V,фæздæг кæнын,төтәү
917,regnen::V,уарын,ямғыр яуа
918,gefrieren::V,сӕлын,туңыү
919,tauen::V,стайын,иреү
920,schmelzen::V,тайын,иреү
921,trocknen::V,хус кæнын,кибеү
922,sieden::V,фыцын,ҡайнау
923,faulen::V,ӕмбийын,сереу
924,verfaulen::V,бамбийын,сереу
925,reißen::V,скъуийын,өҙөү
926,reißen::V,скъуийын,йыртылыу
927,versinken::V,дӕлдон_кӕнын,батыу
928,vergehen::V,аивгъуийын,үтеү
929,erscheinen::V,разынын,килеп сығыу
930,verschwinden::V,фæтары уын,юғалыу
931,verschwinden::V,фæдæлдзæх уын,юғалыу
932,verschwinden::V,фесæфын,юғалыу
933,verschwinden::V,æрбайсæфын,юғалыу
934,sinken::V,дæлæмæ æрхауын,түбәнәйеү
935,abnehmen::V,фæкъаддæр уын,кәметеү
936,abnehmen::V,фæцух уын,кәметеү
937,zunehmen::V,фæфылдæр уын,артыу
938,zunehmen::V,сбирæ уын,артыу
939,zunehmen::V,сахадын,артыу
940,steigen::V,сыстын,күтәрелеү
941,wachsen::V,рӕзын,үҫеү
942,glänzen::V,ӕрттивын,ялтырау
943,funkeln::V,тыбар-тыбур_кӕнын,баҙлау
944,lärmen::V,хъæлæба кæнын,шаулау
945,läuten::V,цæгъдын,ҡағыу
946,klingeln::V,цæгъдын,ҡағыу
947,klingeln::V,цæгъдын,шылтыратыу
948,klirren::V,дзыгъал-мыгъул кæнын,шылтыратыу
949,klirren::V,дзæгъ-дзæгъ кæнын,шылтыратыу
950,brausen::V,абухын,ҡотороноу
951,klingen::V,зæлын,яңғырау
952,klingen::V,азæлын,яңғырау
953,klingen::V,хъуысын,яңғырау
954,bellen::V,рæйын,өрөү
955,heulen::V,ниуын,олоу
956,blasen::V,фу кӕнын,өрөү
957,pfeifen::V,æхситт кæнын,һызғырып ебәреү
958,pfeifen::V,къуыззитт кæнын,һызғырып ебәреү
959,schreien::V,хъӕр кӕнын,ҡысҡырыу
960,stöhnen::V,хъæрзын,уңғырашыу
961,stöhnen::V,дзыназын,уңғырашыу
962,zittern::V,ризын,ҡалтырау
963,leben::V,цӕрын,йәшәү
964,geboren werden::V,райгуырын,тыуыу
965,atmen::V,улӕфын,тын алыү
966,trinken::V,нуазын,эсеү
967,essen::V,хӕрын,ашау
968,schlucken::V,ныхъуырын,йотоу
969,müde werden::V,бафæллайын,арыу
970,müde werden::V,бафæлмæцын,арыу
971,müde werden::V,сфæлмæцын,арыу
972,einschlafen::V,бафынæй уын,йоҡлап китеү
973,schlafen::V,хуыссын,йоҡлау
974,schlafen::V,фынӕй кӕнын,йоҡлау
975,aufwachen::V,райхъал уын,уяныу
976,aufstehen::V,стын,тороу
977,sich erholen::V,фæллад уадзын,ял итеү
978,sich erholen::V,улæфын,ял итеү
979,krank werden::V,фӕрынчын уын,сирләү
980,krank sein::V,сӕйын,сирләү
981,schmerzen::V,риссын,ауыртыу
982,husten::V,хуыфын,йүтәлләү
983,genesen::V,сдзæбæх уын,һауығыу
984,genesen::V,рандидзын,һауығыу
985,genesen::V,сæндидзын,һауығыу
986,sterben::V,мӕлын,үлеү
987,umkommen::V,фесæфын,һәләк булыу
988,umkommen::V,байсæфын,һәләк булыу
989,umkommen::V,бабын уын,һәләк булыу
990,umkommen::V,мард фæуын,һәләк булыу
991,sich bewegen::V,тæлфын,хәрәкәт итеү
992,sich bewegen::V,цæуын,хәрәкәт итеү
993,sich rühren::V,змӕлын,ҡуҙғалыу
994,sich erheben::V,стын,тороу
995,sich setzen::V,сбадын,ултырыу
996,hinfallen::V,ӕрхауын,ҡолау
997,laufen::V,цӕуын,йөрөү
998,laufen::V,рацу-бацу_кӕнын,йөрөү
999,schreiten::V,къахдзæф кæнын,атлау
1000,schreiten::V,санчъех кæнын,атлау
1001,schreiten::V,цæуын,атлау
1002,spazierengehen::V,озер кæнын,ял итеп йороү
1003,spazierengehen::V,тезгъо кæнын,ял итеп йороү
1004,eilen::V,тагъд кæнын,ашығыу
1005,eilen::V,тагъд кæнын,ҡабаланыу
1006,eilen::V,тындзын,ашығыу
1007,eilen::V,тындзын,ҡабаланыу
1008,sich beeilen::V,тагъд кæнын,ашығыу
1009,sich beeilen::V,тагъд кæнын,ҡабаланыу
1010,sich beeilen::V,тындзын,ашығыу
1011,sich beeilen::V,тындзын,ҡабаланыу
1012,sausen::V,уайын,елеү
1013,sausen::V,тæхын,елеү
1014,rennen::V,згъорын,йүгеп йөрөү
1015,springen::V,гæпп кæнын,һикереү
1016,springen::V,сæррæтт кæнын,һикереү
1017,springen::V,лиуырын,һикереү
1018,klettern::V,хилын,үрмәләү
1019,klettern::V,хилын,үрмәләп менеү
1020,schaukeln::V,хецъро кæнын,сайҡалыу
1021,schaukeln::V,херыйыл бадын,сайҡалыу
1022,kriechen::V,бырын,шыуышыу
1023,schwimmen::V,ленк кӕнын,йоҙөү
1024,tauchen::V,ныгъуылын,сумыу
1025,rudern::V,бæлæгъ тæрын,ишеү
1026,rudern::V,чема тæрын,ишеү
1027,fahren::V,цӕуын,йөрөү
1028,fliegen::V,тӕхын,осоу
1029,gehen::V,цӕуын,барыу
1030,weggehen::V,ацӕуын,китеү
1031,abfahren::V,араст уын,сығыу
1032,anhalten::V,æрлæууын,тукталыу
1033,hineingehen::V,мидæмæ цæуын,инеү
1034,eintreten::V,бацӕуын,инеү
1035,kommen::V,æрцæуын,килеү
1036,ankommen::V,æрцæуын,килеү
1037,zurückkommen::V,раздæхын,ҡайтыу
1038,zurückkommen::V,фæстæмæ_раздæхын,ҡайтыу
1039,zurückkommen::V,æрбаздæхын,ҡайтыу
1040,zurückkommen::V,аздæхын,ҡайтыу
1041,bleiben::V,лӕууын,ҡалыу
1042,warten::V,ӕнхъӕлмӕ кӕсын,көтөп тороу
1043,erwarten::V,ӕнхъӕлмӕ кӕсын,көтөү
1044,suchen::V,агурын,эҙләү
1045,finden::V,ссарын,табыу
1046,versuchen::V,фӕлварын,тырышып ҡарау
1047,vorbereiten::V,бацаттæ кæнын,әҙерләү
1048,vorbereiten::V,æрæввонг кæнын,әҙерләү
1049,lieben::V,уарзын,яратыу
1050,mögen::V,зæрдæмæ цæуын,һөйөү
1051,mögen::V,зæрдæмæ цæуын,яратыу
1052,lachen::V,худын,көлөү
1053,rühren::V,зæрдæ суынгæг кæнын,ҡағылыу
1054,weinen::V,кӕуын,илау
1055,schimpfen::V,æлгъитын,һүгенеү
1056,schimpfen::V,æлгъитын,тиргәнеү
1057,schimpfen::V,æлгъитын,һуҡраныу
1058,sich ärgern::V,мæсты кæнын,асыуланыу
1059,sich fürchten::V,тæрсын,ҡурҡыу
1060,fürchten::V,тæрсын,ҡурҡыу
1061,fliehen::V,лидзын,ҡасыу
1062,flüchten::V,алидзын,ҡасыу
1063,sehen::V,уынын,күреү
1064,anschauen::V,акӕсын,ҡарау
1065,ansehen::V,кӕсын,ҡарау
1066,ansehen::V,кӕсын,тикшереү
1067,hören::V,хъусын,ишетеү
1068,zuhören::V,хъусын,тыңлау
1069,probieren::V,уынын,татыу
1070,probieren::V,аходын,татыу
1071,riechen::V,смудын,еҫкәү
1072,fühlen::V,ӕнкъарын,тойоу
1073,scheinen::V,зынын,кеүек күренеү
1074,scheinen::V,зынын,тойолоу
1075,zu sehen sein::V,зынын,күренеү
1076,vernehmen::V,фехъусын,ишетеү
1077,frieren::V,сийын,туңыү
1078,tun::V,кӕнын,яһау
1079,tun::V,кӕнын,әшләү
1080,können::V,фӕразын,алыу
1081,können::V,фӕразын,мөмкин булыу
1082,wollen::V,фӕндын,теләү
1083,anfangen::V,райдайын,башлау
1084,beenden::V,фӕуын,бөтөрөү
1085,beenden::V,фӕуын,тамамлау
1086,aufhören::V,банцайын,туктау
1087,aufhören::V,фенцайын,туктау
1088,gelingen::V,бантысын,уңышлы булыу
1089,geraten::V,разынын,булып сығыу
1090,öffnen::V,гом кӕнын,асыу
1091,schließen::V,ӕхгӕнын,йомоу
1092,stellen::V,ӕвӕрын,ҡуйыу
1093,setzen::V,сбадын кӕнын,урынлаштырыу
1094,legen::V,ӕрӕвӕрын,һалыу
1095,berühren::V,агайын,тейеү
1096,berühren::V,агайын,ҡағылыу
1097,verbinden::V,бӕттын,ҡушыу
1098,verbinden::V,бӕттын,бәйләү
1099,bedecken::V,ӕмбӕрзын,ҡаплау
1100,aufhängen::V,ауындзын,элеү
1101,anzünden::V,ссудзын,тоҡандырыу
1102,aufheben::V,сисын,мендереү
1103,zurücklassen::V,ныууадзын,ҡалдырыу
1104,verlieren::V,фесафын,юғалтыу
1105,fallen lassen::V,ӕрӕппарын,төшөрөп ебәреү
1106,fallen lassen::V,къухтӕй феуӕгъд кӕнын,төшөрөп ебәреү
1107,machen::V,саразын,яһау
1108,machen::V,саразын,эшләү
1109,herstellen::V,сцæттæ кæнын,эшләп сығарыу
1110,herstellen::V,саразын,эшләп сығарыу
1111,bauen::V,амайын,төҙөү
1112,reparieren::V,æмпъузын,төҙәтеү
1113,reparieren::V,цалцæг кæнын,төҙәтеү
1114,verbessern::V,фæхуыздæр кæнын,яҡшыртыу
1115,ändern::V,аивын,үҙгәртеү
1116,graben::V,къахын,ҡаҙыу
1117,beugen::V,æркъæдз кæнын,бөгөү
1118,beugen::V,æртасын кæнын,бөгөү
1119,biegen::V,тасын кӕнын,бөгөү
1120,drehen::V,здухын,өйрөлтөү
1121,drehen::V,здухын,әйләндереү
1122,wenden::V,афæлдахын,әйләндереү
1123,wenden::V,рафæлдахын,әйләндереү
1124,umdrehen::V,афæлдахын,түңкәреү
1125,heben::V,сдарын,күтәреү
1126,heben::V,сдарын,мендереү
1127,heben::V,схæцын,күтәреү
1128,heben::V,схæцын,мендереү
1129,hochheben::V,уæлæмæ хæцын,күтәреү
1130,ergreifen::V,фӕлӕбурын,тотоп алыу
1131,halten::V,дарын,тотоу
1132,drücken::V,æлхъивын,ҡыҫыу
1133,drücken::V,хæцын,ҡыҫыу
1134,schieben::V,схойын,этеү
1135,schieben::V,схойын,төртөү
1136,kratzen::V,хафын,ҡырыу
1137,lecken::V,сдæрын,ялау
1138,beißen::V,хæцын,тешләү
1139,abreißen::V,ратонын,өҙөү
1140,abschneiden::V,ралыг кӕнын,ҡырҡыу
1141,binden::V,бабӕттын,бәйләү
1142,stecken::V,ныссадзын,ҡаҙау
1143,brechen::V,асæттын,боҙоу
1144,brechen::V,басæттын,боҙоу
1145,brechen::V,ныссæттын,боҙоу
1146,klopfen::V,хойын,шаҡылдау
1147,klopfen::V,гуыпп-гуыпп кæнын,шаҡылдау
1148,klopfen::V,къуырцц-къуырцц кæнын,шаҡылдау
1149,hauen::V,цӕвын,туҡмау
1150,hauen::V,нӕмын,туҡмау
1151,kleben::V,ныхасын,йәбештереү
1152,kleben::V,æндадзын,йәбештереү
1153,reiben::V,сӕрфын,ыуыу
1154,reiben::V,сӕрфын,ышҡыу
1155,reiben::V,хафын,ыуыу
1156,reiben::V,хафын,ышҡыу
1157,streichen::V,байсæрдын,яғыу
1158,streichen::V,сахорын,яғыу
1159,schleifen::V,ссын,үткерләү
1160,schleifen::V,цыргъ кӕнын,үткерләү
1161,schneiden::V,кӕрдын,ҡырҡыу
1162,rütteln::V,æнкъусын,һелкетеү
1163,schütteln::V,уигъын,һелкетеү
1164,schwenken::V,тилын,болғау
1165,schwenken::V,уигъын,болғау
1166,schütten::V,ныккӕнын,ҡойоу
1167,füllen::V,байдзаг кæнын,тултырыу
1168,einwickeln::V,батухын,төрөү
1169,tragen::V,хӕссын,алып барыу
1170,schleppen::V,ласын,һөйрәү
1171,ziehen::V,ласын,тартыу
1172,aufbewahren::V,æвæрын,һаҡлау
1173,werfen::V,зыввытт кӕнын,ырғытыу
1174,fangen::V,ӕрцахсын,тотоу
1175,packen::V,рацахсын,етеү
1176,packen::V,рацахсын,тотоп алыу
1177,verstecken::V,æмбæхсын,йәшереү
1178,verstecken::V,нымæхсын,йәшереү
1179,teilen::V,уарын,бүлеү
1180,schicken::V,ӕрвитын,ебәреү
1181,bringen::V,æрхæссын,килтереү
1182,bringen::V,æрбахæссын,килтереү
1183,hinzufügen::V,ӕфтауын,өтәү
1184,bekommen::V,ссарын,алыу
1185,bekommen::V,сфæрæз кæнын,алыу
1186,bekommen::V,самал кæнын,алыу
1187,erhalten::V,райсын,алыу
1188,nehmen::V,райсын,алыу
1189,wählen::V,равзарын,һайлаү
1190,auswählen::V,авзарын,һайлап алыу
1191,bewahren::V,бавæрын,һаҡлау
1192,bewahren::V,нывæрын,һаҡлау
1193,behindern::V,цæлхдур æвæрын,тотҡарлыҡ яһау
1194,behindern::V,ныхдур æвæрын,тотҡарлыҡ яһау
1195,behindern::V,къуылымпы кæнын,тотҡарлыҡ яһау
1196,behindern::V,хъыг дарын,тотҡарлыҡ яһау
1197,verderben::V,фесафын,боҙоу
1198,beschädigen::V,халын,боҙоу
1199,zerbrechen::V,асӕттын,ҡыйратыу
1200,zerreißen::V,аскъуынын,йыртыу
1201,zerstören::V,фехалын,емереү
1202,verbrennen::V,басудзын,үртәү
1203,geben::V,дӕттын,биреү
1204,reichen::V,адæттын,биреү
1205,schenken::V,лæвар кæнын,бүләк итеү
1206,versprechen::V,дзырд раттын,вәғәҙә биреү
1207,versprechen::V,зӕрдӕ бавӕрын,вәғәҙә биреү
1208,wünschen::V,зæрдæ зæгъы,теләу
1209,loben::V,раппӕлын,маҡтау
1210,küssen::V,пъа кæнын,үбеү
1211,küssen::V,ба кæнын,үбеү
1212,wiegen::V,узын,бәүетеү
1213,wiegen::V,узын,тирбәтеү
1214,zudecken::V,бамбӕрзын,ҡаплау
1215,wecken::V,райхъал кӕнын,уятыу
1216,zeigen::V,амонын,күрһәтеү
1217,führen::V,кӕнын,етәкләү
1218,führen::V,фæкæнын,етәкләү
1219,lehren::V,ахуыр кæнын,уҡытыу
1220,lehren::V,ахуыр кæнын,өйрәтеү
1221,unterrichten::V,ахуыр кæнын,уҡытыу
1222,aufziehen::V,хъомыл кӕнын,тәрбиәле
1223,leiten::V,разамынд дӕттын,етәкләү
1224,leiten::V,разамынд дӕттын,етәкселек итеү
1225,antreiben::V,тагъд кæнын,ашыҡтырыу
1226,antreiben::V,рог кæнын,ашыҡтырыу
1227,lassen::V,кæнын,мәжбүр итеү
1228,einladen::V,ӕрхонын,саҡырыу
1229,einladen::V,ӕрбахонын,саҡырыу
1230,vereinigen::V,баиу кӕнын,берләштереү
1231,besuchen::V,абæрæг кæнын,килеп сығыу
1232,besuchen::V,бабæрæг кæнын,килеп сығыу
1233,besuchen::V,бауайын,килеп сығыу
1234,treffen::V,фембæлын,тойоү
1235,treffen::V,фембæлын,осратыу
1236,treffen::V,фембæлын,ҡаршылау
1237,sich versammeln::V,æрæмбырд уын,йыйылыу
1238,spielen::V,хъазын,тартыу
1239,singen::V,зарын,йырлау
1240,tanzen::V,кафын,бейеү
1241,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,айырылышыу
1242,verlassen::V,ныууадзын,ташлау
1243,verlassen::V,ныууадзын,ташлап китеү
1244,retten::V,фервӕзын кӕнын,ҡотҡарыу
1245,bewachen::V,хъахъхъӕнын,һаҡлау
1246,schützen::V,хъахъхъӕнын,һаҡлау
1247,verteidigen::V,бахизын,яҡлау
1248,sich schlagen::V,хыл кæнын,һуғышыу
1249,schießen::V,ӕхсын,атыу
1250,siegen::V,басӕттын,еңеү
1251,siegen::V,фӕуӕлахиз уӕвын,еңеү
1252,ärgern::V,мӕсты кӕнын,асыуландырыу
1253,schlagen::V,ныццæвын,бәреү
1254,schlagen::V,ныццæвын,туҡмау
1255,stechen::V,фæрæхойын,сәнсеү
1256,stoßen::V,риуыгъын,этеү
1257,stoßen::V,риуыгъын,төртөү
1258,stehlen::V,давын,урлау
1259,stören::V,хъыгдарын,ҡамасаулау
1260,belästigen::V,хъыгдарын,бимазалау
1261,belästigen::V,хъыгдарын,ҡамасаулау
1262,verbergen::V,бамбӕхсын,йәшереү
1263,verbergen::V,басусӕг кӕнын,йәшереү
1264,täuschen::V,фӕливын,ултыртыу
1265,täuschen::V,асайын,ултыртыу
1266,betrügen::V,асайын,алдау
1267,töten::V,амарын,үлтереү
1268,wohnen::V,цӕрын,йәшәү
1269,arbeiten::V,кусын,эшләү
1270,sammeln::V,æртонын,йыйыу
1271,pflücken::V,тонын,өҙөү
1272,jagen::V,цуан кæнын,аулау
1273,fischen::V,кæсаг ахсын æнгуырæй,аулау
1274,fischen::V,æнгуыр дарын,аулау
1275,fassen::V,ӕрцахсын,тотоу
1276,hüten::V,хизын,көтөү
1277,treiben::V,скъӕрын,ҡыуыу
1278,anbinden::V,бабæттын,бәйләү
1279,anbinden::V,æрбæттын,бәйләү
1280,füttern::V,холлаг дæттын,ашатыу
1281,füttern::V,холлаг æвæрын,ашатыу
1282,füttern::V,дарын,ашатыу
1283,melken::V,дуцын,һауыү
1284,hacken::V,кæрдын,турау
1285,hacken::V,кæрдын,тапау
1286,hacken::V,лыгтæ кæнын,турау
1287,hacken::V,лыгтæ кæнын,тапау
1288,gießen::V,бакалын,ҡойоу
1289,reifen::V,срæгъæд уын,өлғөрөү
1290,reifen::V,сцæттæ уын,өлғөрөү
1291,zubereiten::V,сцӕттӕ кӕнын,бешереү
1292,kochen::V,фыцын,бешереү
1293,backen::V,фыцын,бешереү
1294,braten::V,цурын,ҡурыу
1295,umrühren::V,ахæццæ кæнын,ҡатнаштырыу
1296,umrühren::V,азмæнтын,ҡатнаштырыу
1297,umrühren::V,астауын,ҡатнаштырыу
1298,stricken::V,кæнын,бәйләү
1299,stricken::V,бийын,бәйләү
1300,nähen::V,хуыйын,тегеү
1301,färben::V,ахорын,буяу
1302,reinigen::V,ссыгъдæг кæнын,таҙартыу
1303,reinigen::V,ныссыгъдæг кæнын,таҙартыу
1304,reinigen::V,ныссæрфын,таҙартыу
1305,waschen::V,ӕхсын,йыуыу
1306,abwischen::V,сӕрфын,һөртөү
1307,spülen::V,æнхъæвзын,сайҡау
1308,fegen::V,мӕрзын,һепереү
1309,kehren::V,мӕрзын,һепереү
1310,baden::V,хи найын,һыу инеү
1311,sich waschen::V,хи æхсын,йыуыныу
1312,ausziehen::V,ласын,сисеү
1313,anziehen::V,скæнын,кейеү
1314,sich anziehen::V,дзаума скæнын,кейенеү
1315,sich anziehen::V,дарæс скæнын,кейенеү
1316,kämmen::V,ныффасын,тарау
1317,kämmen::V,æрфасын,тарау
1318,schmücken::V,фӕлындын,биҙәү
1319,sagen::V,зæгъын,әйтеү
1320,sprechen::V,дзурын,әйтеү
1321,sprechen::V,дзурын,һөйләшеү
1322,reden::V,ныхас кӕнын,һөйләшеү
1323,sich unterhalten::V,ныхас кæнын,әңгәмәләшеү
1324,fragen::V,фӕрсын,һорау
1325,bitten::V,курын,үтенеү
1326,erzählen::V,радзурын,һөйләү
1327,erzählen::V,ратаурæгъ кæнын,һөйләү
1328,mitteilen::V,фехъусын кæнын,әйтеү
1329,nennen::V,хонын,атау
1330,nennen::V,хонын,исемләү
1331,rufen::V,сидын,саҡырыу
