,Concept_ID,mrj,pl
73,Boden::N,рок,grunt
74,Erde::N,свет,ziemia
75,Staub::N,пырак,pył
76,Staub::N,пырак,kurz
77,Rauch::N,шӹкш,dym
78,Funke::N,ип,iskra
79,Funke::N,тылип,iskra
80,Feuer::N,тыл,ogień
81,Licht::N,соты,światło
82,Licht::N,валгыды,światło
83,Schatten::N,ӹмӹл,cień
84,Wetter::N,игечӹ,pogoda
85,Nebel::N,тӹтӹрӓ,mgła
86,Wolke::N,пӹл,obłok
87,Wolke::N,пӹл,chmura
88,Regen::N,юр,deszcz
89,Schnee::N,лым,śnieg
90,Eis::N,и,lód
91,Frost::N,ӱштӹ,mróz
92,Kälte::N,ӱштӹ,chłód
93,Hitze::N,шокшы,gorąco
94,Raureif::N,пöрш,szron
95,Regenbogen::N,шанавӹл,tęcza
96,Donner::N,хӹдӹртӹш,grzmot
97,Strömung::N,йогы,nurt
98,Tropfen::N,капльы,kropla
99,Tropfen::N,капльык,kropla
100,Schaum::N,шонг,piana
101,Schmutz::N,лявӹрӓ,brud
102,See::N,йӓр,jezioro
103,Sumpf::N,лӱкӹ,bagno
104,Moor::N,куп,bagno
105,Wiese::N,алык,łąka
106,Wald::N,шӹргӹ,las
107,Hügel::N,пӱгӹрикӓ,pagórek
108,Anhöhe::N,кӱкшикӓ,wzgórze
109,Berg::N,кырык,góra
110,Gipfel::N,неркӓ,szczyt
111,Gipfel::N,неркӓ,wierzchołek
112,Höhle::N,ы́раж,pieczara
113,Abhang::N,полом,stok
114,Abhang::N,полом,zbocze
115,Quelle::N,вӹдсӹнзӓ,zdrój
116,Quelle::N,вӹдсӹнзӓ,źródło
117,Bach::N,ӓнгӹр,potok
118,Bach::N,ӓнгӹр,strumień
119,Fluss::N,вӹд,rzeka
120,Ufer::N,сир,brzeg
121,Küste::N,сир,wybrzeże
122,Festland::N,мӱлӓндӹ,ląd
123,Meer::N,тангыж,morze
124,Bucht::N,вӹдъял,zatoka
125,Insel::N,острок,wyspa
126,Blume::N,пеледӹш,kwiat
127,Gras::N,шуды,trawa
128,Wurzel::N,важ,korzeń
129,Baum::N,пушӓнгӹ,drzewo
130,Stamm::N,пушӓнгӹ тӹнг,pień
131,Rinde::N,каргыж,kora
132,Ast::N,укш,gałąź
133,Zweig::N,укш,gałąź
134,Blatt::N,листӹ,liść
135,Birke::N,куги,brzoza
136,Kiefer[Baum]::N,йӓктӹ,sosna
137,Weide[Baum]::N,уа,wierzba
138,Tanne::N,кож,jodła
139,Horn::N,шур,róg
140,Feder::N,пын,pióro
141,Fell::N,кавашты,futro
142,Flügel::N,шылдыр,skrzydło
143,Klaue::N,кӹч,szpon
144,Kralle::N,лапа,pazur
145,Schwanz::N,пач,ogon
146,Ei::N,мыны,jajko
147,Nest::N,пӹжӓш,gniazdo
148,Bau::N,ыраж,nora
149,Tier::N,во́льык,zwierzę
150,Herde::N,кӹтö,stado
151,Herde::N,кӹтö,trzoda
152,Kuh::N,ышкал,krowa
153,Bulle::N,ӱшкӱж,byk
154,Pferd::N,имни,koń
155,Schaf::N,шарык,owca
156,Schwein::N,сасна,świnia
157,Hund::N,пи,pies
158,Katze::N,коти,kot
159,Katze::N,коти,kotka
160,Bär::N,мöскӓ,niedźwiedż
161,Eichhörnchen::N,ур,wiewiórka
162,Elch::N,шарды,łóś
163,Fuchs::N,рӹвӹж,lis
164,Hase::N,морен,zając
165,Maus::N,каля,mysz
166,Wolf::N,пирӹ,wilk
167,Vogel::N,кек,ptak
168,Schwarm::N,цуца,stado
169,Huhn::N,цӹвӹ,kura
170,Hahn::N,ӓптӓн,kogut
171,Gans::N,комбы,gęś
172,Adler::N,кучкыж,orzeł
173,Ente::N,лыды,kaczka
174,Eule::N,тымана,sowa
175,Kranich::N,тырня,żuraw
176,Kranich::N,тыртня,żuraw
177,Krähe::N,лудыгарак,wrona
178,Kuckuck::N,куку,kukułka
179,Schwan::N,йӱксӹ,łabędż
180,Fisch::N,кол,ryba
181,Barsch::N,алангы,okoń
182,Hecht::N,нуж,szczupak
183,Hecht::N,нужгол,szczupak
184,Schlange[Tier]::N,кӹшкы,wąż
185,Schlange[Tier]::N,кӹшкы,żmija
186,Wurm::N,шукш,robak
187,Spinne::N,ӓнгӹремшӹ,pająk
188,Ameise::N,кыткы,mrówka
189,Laus::N,ти,wesz
190,Mücke::N,кужнер,komar
191,Mücke::N,кужынер,komar
192,Fliege::N,шӹнгӓ,mucha
193,Schmetterling::N,лӹпӹ,motyl
194,Beere::N,мöр,jagoda
195,Apfel::N,олма,jabłko
196,Pilz::N,понгы,grzyb
197,Zwiebel::N,охыра,cebula
198,Saat::N,нӱшмӹ,siew
199,Saat::N,нӱшмӱ,siew
200,Korn::N,пӹрцӹ,ziarno
201,Heu::N,шуды,siano
202,Schale::N,аваха,łupina
203,Schale::N,карлангы,łupina
204,Grube::N,йӓм,dół
205,Grube::N,йӓм,jama
206,Falle::N,лӱдӹ,pułapka
207,Falle::N,лӱдӹш,pułapka
208,Schlinge::N,онгы,sidła
209,Spur::N,кишӓ,ślad
210,Asche::N,ломых,popiół
211,Asche::N,ломпыж,popiół
212,Dreck::N,лявӹрӓ,brud
213,Eisen::N,кӹртни,żelazo
214,Gold::N,шöртни,złoto
215,Gold::N,шöртньӹ,złoto
216,Silber::N,ши,srebro
217,Kohle::N,шӱ,węgiel
218,Glas::N,охоница,szkło
219,Lehm::N,шун,glina
220,Sand::N,ошма,piasek
221,Mensch::N,эдем,człowiek
222,Mann::N,пӱэргӹ,mężczyzna
223,Frau::N,ӹдӹрӓмӓш,kobieta
224,Kind::N,ӓзӓ,dziecko
225,Kind::N,шачшы,dziecko
226,Junge::N,рвезӹ,chłopak
227,Junge::N,рвезӹ,chłopiec
228,Junge::N,ӹрвезӹ,chłopak
229,Junge::N,ӹрвезӹ,chłopiec
230,Mädchen::N,ӹдӹрӓш,dziewczynka
231,Familie::N,йиш,rodzina
232,Familie::N,семня,rodzina
233,Großvater::N,тьоти,dziadek
234,Großmutter::N,папа,babka
235,Eltern::N,ӓтя-ӓвӓ,rodzice
236,Vater::N,ӓтя,ojciec
237,Mutter::N,ӓвӓ,matka
238,Sohn::N,эргӹ,syn
239,Tochter::N,ӹдӹр,córka
240,Bruder::N,ӹза,brat
241,Schwester::N,ӓкӓ,siostra
242,Onkel::N,кугуза,wuj
243,Onkel::N,кугуза,stryj
244,Tante::N,куака,ciotka
245,Ehemann::N,мары,mąż
246,Ehefrau::N,вӓтӹ,żona
247,Freude::N,ӹвӹртӹмӓш,radość
248,Gelächter::N,ваштылмаш,śmiech
249,Glück::N,пиӓл,szczęście
250,Kummer::N,ясы,zmartwienie
251,Wunsch::N,охата,życzenie
252,Wunsch::N,шанымаш,życzenie
253,Lust::N,шӓр,chęć
254,Lust::N,шӓр,ochota
255,Lust::N,охата,chęć
256,Lust::N,охата,ochota
257,Lust::N,шанымаш,chęć
258,Lust::N,шанымаш,ochota
259,Geist::N,тух,duch
260,Gedanke::N,шанымаш,myśl
261,Gedächtnis::N,ӓш,pamięć
262,Verstand::N,ыш,rozum
263,Sinn::N,кын,zmysł
264,Grund::N,вир,powód
265,Wahrheit::N,тöр,prawda
266,Gespräch::N,хытырымаш,rozmowa
267,Märchen::N,ямак,bajka
268,Erzählung::N,шайыштмаш,opowiadanie
269,Nachricht::N,увертӓрӹмӓш,wiadomość
270,Neuigkeit::N,увер,nowina
271,Name::N,лӹм,imię
272,Rätsel::N,тышты,zagadka
273,Rede::N,шая,mowa
274,Rede::N,шамак,mowa
275,Sprache::N,йӹлмӹ,język
276,Stimme::N,юк,głos
277,Wort::N,шамак,słowo
278,Zeichen::N,палӹ,znak
279,Ruf::N,сӹгӹрӹмӓш,wołanie
280,Lärm::N,юкланымащ,hałas
281,Lärm::N,юкланымащ,zgiełk
282,Laut::N,юк,dźwięk
283,Ton::N,юк,ton
284,Ton::N,юк,dźwięk
285,Lied::N,мыры,pieśń
286,Lied::N,мыры,piosenka
287,Ruhe::N,тыр,spokój
288,Leute::N,эдемвлӓ,ludzie
289,Volk::N,халык,naród
290,Arbeit::N,пӓшӓ,praca
291,Arbeit::N,пӓшӓ,robota
292,Gast::N,хына,gość
293,Geschenk::N,подарка,prezent
294,Geschenk::N,подарка,podarunek
295,Spiel::N,мадыш,gra
296,Spiel::N,мадыш,zabawa
297,Gesellschaft::N,йӓл,towarzystwo
298,Gesellschaft::N,йӓлвлӓ,towarzystwo
299,Hilfe::N,палшык,pomoc
300,Freund::N,тӓнг,przyjaciel
301,Kamerad::N,тос,kolega
302,Angelegenheit::N,дела,sprawa
303,Angelegenheit::N,йела,sprawa
304,Angelegenheit::N,йыла,sprawa
305,Angelegenheit::N,пӓшӓ,sprawa
306,Anzahl::N,шот,ilość
307,Art::N,цӹре,rodzaj
308,Stück::N,лаштык,kawałek
309,Teil::N,пай,część
310,Teil::N,часть,część
311,Hälfte::N,пел,połowa
312,Kreis::N,тӹртӹш,krąg
313,Kreuz::N,крестӹ,krzyż
314,Abstand::N,ло,odstęp
315,Entfernung::N,ло,odległość
316,Gegend::N,вӓр,okolica
317,Platz::N,вӓр,miejsce
318,Ort::N,вӓр,miejsce
319,Seite::N,öрдӹж,bok
320,Seite::N,öрдӹж,strona
321,Mitte::N,ло,środek
322,Gegenstand::N,хӓдӹр,przedmiot
323,Sache::N,хӓдӹр,rzecz
324,Rand::N,шöр,skraj
325,Rand::N,шöр,krawędź
326,Kante::N,шöр,kant
327,Kante::N,шöр,krawędź
328,Ecke::N,лык,róg
329,Spitze::N,вуй,ostrze
330,Ende::N,вуй,koniec
331,Ende::N,мычаш,koniec
332,Loch::N,ыраж,dziura
333,Winkel::N,лык,kąt
334,Winkel::N,лык,kącik
335,Muster::N,тӹрлец,wzór
336,Größe::N,кӱкшӹц,rozmiar
337,Größe::N,кӱкшӹц,wielkość
338,Länge::N,кыт,długość
339,Höhe::N,кӱкшӹц,wysokość
340,Gewicht::N,нелӹц,ciężar
341,Menge::N,шот,ilość
342,Haufen::N,ара,kupa
343,Reihe::N,ряд,rząd
344,Reihe::N,ряд,szereg
345,Boot::N,пыш,łódź
346,Boot::N,пыш,łódka
347,Ruder::N,вешлӓ,wiosło
348,Schlitten::N,тир,sanki
349,Ski::N,ечӹ,narta
350,Lagerfeuer::N,тыл,ognisko
351,Last::N,нелӹц,ciężar
352,Last::N,нелӹц,brzemię
353,Gang::N,ход,chód
354,Schritt::N,ашкыл,krok
355,Norden::N,йыдпелвел,północ
356,Süden::N,кечӹвӓлвел,południe
357,Westen::N,кечӹ шӹцмӹ,zachód
358,Osten::N,ирвел,wschód
359,Osten::N,кечӹ лӱлтмӹ,wschód
360,Holz::N,пушӓнгӹ,drzewo
361,Brett::N,ханга,deska
362,Platte::N,плитӓ,płyta
363,Stütze::N,цӓрӓк,podpora
364,Stange::N,равы,drąg
365,Stange::N,равы,żerdź
366,Stange::N,намаш,drąg
367,Stange::N,намаш,żerdź
368,Stock::N,панды,kij
369,Stock::N,панды,laska
370,Stab::N,равы,pręt
371,Rohr::N,пыч,rura
372,Haus::N,пöрт,dom
373,Heim::N,пöрт,dom
374,Ofen::N,камака,piec
375,Fußboden::N,седӹрӓ,podłoga
376,Tisch::N,стöл,stół
377,Stuhl::N,пöкен,krzesło
378,Wiege::N,шипкӓ,kołyska
379,Bett::N,койка,łóżko
380,Bett::N,койка,pościel
381,Bett::N,кравать,łóżko
382,Bett::N,кравать,pościel
383,Regal::N,полицӓ,regał
384,Kiste::N,шӱ́ндӹк,skrzynia
385,Fenster::N,окня,okno
386,Tür::N,амаса,drzwi
387,Tor::N,хапка,brama
388,Zaun::N,забор,płot
389,Zaun::N,забор,parkan
390,Dach::N,левӓш,dach
391,Leiter::N,ташкалтыш,drabina
392,Besen::N,сало,miotła
393,Besen::N,салко,miotła
394,Spaten::N,кольмы,rydel
395,Schaufel::N,лоток,łopata
396,Gabel::N,ви́лка,widelec
397,Löffel::N,савала,łyżka
398,Messer::N,кӹзӹ,nóż
399,Nagel::N,пыда,gwóźdź
400,Netz::N,вӓпш,sieć
401,Haken::N,крӱк,hak
402,Haken::N,кагак,hak
403,Griff::N,кычем,chwyt
404,Schloss::N,замок,zamek
405,Schloss::N,сыравач,zamek
406,Bild::N,картин,obraz
407,Figur::N,кӓн,figura
408,Puppe::N,поханя,lalka
409,Beutel::N,мешӓк,torba
410,Bündel::N,топ,wiązka
411,Bündel::N,пидӹш,wiązka
412,Bündel::N,кӹлдӹш,wiązka
413,Tasche::N,сумкы,torba
414,Eimer::N,ведӹрӓ,kubeł
415,Eimer::N,ведӹрӓ,wiadro
416,Deckel::N,комдыш,przykrywka
417,Geschirr::N,ӓтӹ,statki
418,Geschirr::N,ӓтӹ,naczynia
419,Sack::N,мешӓк,worek
420,Tasse::N,цӓшкӓ,filiżanka
421,Topf::N,ми́ска,garnek
422,Kessel::N,пад,kocioł
423,Essen::N,качкыш,jedzenie
424,Essen::N,качкыш-йӱш,jedzenie
425,Nahrung::N,качкыш,pokarm
426,Nahrung::N,качкыш,pożywienie
427,Nahrung::N,качкыш-йӱш,pokarm
428,Nahrung::N,качкыш-йӱш,pożywienie
429,Speise::N,няня,potrawa
430,Speise::N,няня,jedzenie
431,Fleisch::N,пай,mięso
432,Getreide::N,киндӹ,zboże
433,Brei::N,шӹрӓш,kasza
434,Brot::N,сыкыр,chleb
435,Scheibe::N,ламыт,kromka
436,Scheibe::N,лаштык,kromka
437,Fett::N,кая,tłuszcz
438,Butter::N,ӱ,masło
439,Öl::N,ӱ,olej
440,Salz::N,санзал,sól
441,Suppe::N,лем,zupa
442,Honig::N,мӱ,miód
443,Milch::N,шӹшер,mleko
444,Tee::N,чӓй,herbata
445,Leder::N,шарга,skóra
446,Leder::N,кавашты,skóra
447,Wolle::N,миж,wełna
448,Stoff::N,матер,tkanina
449,Stoff::N,матер,materiał
450,Stoff::N,матери,tkanina
451,Stoff::N,матери,materiał
452,Nadel::N,им,igła
453,Faden::N,шӹртӹ,nić
454,Faden::N,шӹртӹ,nitka
455,Knopf::N,полдыш,guzik
456,Knoten::N,пӱкшем,węzeł
457,Farbe::N,чиӓ,farba
458,Farbe::N,крӓскӓ,farba
459,Kleidung::N,выргем,odzież
460,Hemd::N,тыгыр,koszula
461,Kragen::N,шӱ,kołnierz
462,Ärmel::N,шокш,rękaw
463,Hose::N,ялаш,spodnie
464,Gürtel::N,ӹштӹ,pasek
465,Mütze::N,упш,czapka
466,Schuh::N,ту́фльы,but
467,Schuh::N,ту́фльы,bucik
468,Stiefel::N,кем,but
469,Stiefel::N,кем,kozak
470,Ring::N,шӓргӓш,pierścień
471,Band::N,лемтӓ,wstęga
472,Kamm::N,шерге,grzebień
473,Spiegel::N,тӹгӹр,lustro
474,Riemen::N,прӓжӓ,rzemień
475,Schnur::N,кӓндӹра,sznur
476,Leine::N,керем,smycz
477,Decke::N,одеял,kołdra
478,Kissen::N,кӹпцӹк,poduszka
479,Tuch::N,савыц,chustka
480,Handtuch::N,шӹргӹсавыц,ręcznik
481,Handtuch::N,шӹргӹмсавыц,ręcznik
482,Kraft::N,ви,moc
483,Kraft::N,ви,siła
484,Stärke::N,ви,moc
485,Stärke::N,ви,siła
486,Gesundheit::N,шу,zdrowie
487,Gesundheit::N,шулык,zdrowie
488,Krankheit::N,мыж,choroba
489,Schmerz::N,карштыш,ból
490,Wunde::N,шушыр,rana
491,Fieber::N,ӱштӹмыж,gorączka
492,Arznei::N,лекӓрцӹ,lekarstwo
493,Brücke::N,кӹвер,most
494,Brunnen::N,вӹдсӹнзӓ,studnia
495,Weide::N,ныр,pastwisko
496,Pfad::N,ялгорны,ścieżka
497,Weg::N,корны,droga
498,Straße::N,корны,ulica
499,Dorf::N,сола,wieś
500,Stadt::N,города,miasto
501,Brief::N,сирмӓш,list
502,Buch::N,книгӓ,książka
503,Buchstabe::N,буква́,litera
504,Zeitung::N,газет,gazeta
505,Zeitung::N,газет,dziennik
506,Zeitung::N,кайзет,gazeta
507,Zeitung::N,кайзет,dziennik
508,Leben::N,житя,życie
509,Tod::N,смöрт,śmierć
510,Grab::N,шӹгер,grób
511,Grab::N,мыгилӓ,grób
512,Grab::N,шӹгерлӓ,grób
513,Kirche::N,церкӹ,kościół
514,Sünde::N,сулык,grzech
515,Gott::N,йымы,bóg
516,Arbeiter::N,пӓшӓзӹ,robotnik
517,Chef::N,вуй,szef
518,Meister::N,мастар,mistrz
519,Meister::N,мастар,majster
520,Arzt::N,доктор,lekarz
521,Lehrer::N,тымдышы,nauczyciel
522,Geld::N,окса,pieniądze
523,Geschäft::N,торге́йӹмӓш,sprawa
524,Geschäft::N,торге́йӹмӓш,interes
525,Laden::N,лапка,sklep
526,Laden::N,магазин,sklep
527,Preis::N,ӓк,cena
528,Ware::N,товар,towar
529,Nutzen::N,пайда,pożytek
530,Reichtum::N,перке,bogactwo
531,Welt::N,сӓндӓлӹк,świat
532,Welt::N,свет,świat
533,Land::N,сӓндӓлӹк,kraj
534,Staat::N,кугижӓншӹ,państwo
535,König::N,король,król
536,Macht::N,власть,władza
537,Grenze::N,пӹсмӓн,granica
538,Krieg::N,вырсы,wojna
539,Feind::N,тышман,wróg
540,Gewalt::N,ви,władza
541,Kampf::N,кредӓлмӓш,bój
542,Kampf::N,кредӓлмӓш,walka
543,Bogen[Waffe]::N,янгеж,łuk
544,Pfeil::N,пикш,strzała
545,Gewehr::N,пичӓл,karabin
546,Fehler::N,самынь,błąd
547,Lüge::N,шая,kłamstwo
548,Schaden::N,вре́дӓ,szkoda
549,Unglück::N,пёда,nieszczęście
550,Unglück::N,тымаша,nieszczęście
551,Schuld::N,вуйнамат,wina
552,Alter::N,иӓш,wiek
553,Alter::N,игечӹ,wiek
554,Schluss::N,пӹтӓртӹш,koniec
555,Schluss::N,пӹтӓртӹш,zakończenie
556,Zeit::N,веремӓ,czas
557,Tag::N,кечӹ,dzień
558,Morgen::N,ир,ranek
559,Morgen::N,ир,poranek
560,Morgen::N,ирок,ranek
561,Morgen::N,ирок,poranek
562,Mittag::N,кечӹвӓл,południe
563,Abend::N,вады,wieczór
564,Nacht::N,йыд,noc
565,Woche::N,ӓрня,tydzień
566,Monat::N,тӹ́лзӹ,miesiąc
567,Jahr::N,год,rok
568,Frühling::N,шошым,wiosna
569,Sommer::N,кӓнгӹж,lato
570,Herbst::N,шӹжӹ,jesień
571,Winter::N,тел,zima
572,Winter::N,телӹ,zima
573,Januar::N,январ,styczeń
574,Januar::N,январь,styczeń
575,Februar::N,февраль,luty
576,März::N,март,marzec
577,April::N,апрель,kwiecień
578,Mai::N,май,maj
579,Juni::N,июнь,czerwiec
580,Juli::N,июль,lipiec
581,August::N,август,sierpień
582,September::N,сентябрь,wrzesień
583,Oktober::N,октябрь,październik
584,November::N,ноябрь,listopad
585,Dezember::N,декавыр,grudzień
586,Montag::N,шачмы,poniedziałek
587,Dienstag::N,кышкыжмы,wtorek
588,Mittwoch::N,вӹрчегӹ,środa
589,Donnerstag::N,изӓрня,czwartek
590,Freitag::N,когарня,piątek
591,Samstag::N,кукшыгечӹ,sobota
592,Sonntag::N,рушӓрня,niedziela
593,groß::A,кого,duży
594,groß::A,кого,wielki
595,klein::A,изи,mały
596,lang::A,кужы,długi
597,kurz::A,кӹтӹк,krótki
598,breit::A,кымда,szeroki
599,schmal::A,ӓнгӹсӹр,wąski
600,dicht::A,шӹре,gęsty
601,dick[Gegenstand]::A,кӹжгӹ,gruby
602,dünn::A,вӹцкӹж,cienki
603,fein::A,пыльга,drobny
604,fest::A,цаткыды,mocny
605,fest::A,цаткыды,twardy
606,flach::A,тӓлякӓ,płaski
607,glatt::A,ягылгы,gładki
608,hart::A,пингӹдӹ,twardy
609,weich::A,пышкыды,miękki
610,rund::A,тӹртӹш,okrągły
611,spitz::A,кашар,spiczasty
612,scharf::A,кашар,ostry
613,stumpf::A,нӹшкӹ,tępy
614,schwer::A,нелӹ,ciężki
615,schön::A,цевер,ładny
616,schön::A,цевер,piękny
617,schön::A,олмыдшы,ładny
618,schön::A,олмыдшы,piękny
619,heiß::A,шокшы,gorący
620,warm::A,шокшы,ciepły
621,kalt::A,ӱштӹ,zimny
622,kühl::A,юалгы,chłodny
623,kühl::A,йонгата,chłodny
624,frisch::A,йонгата,świeży
625,feucht::A,ӹлӹкшӹ,wilgotny
626,feucht::A,вӹдӹжгӹ,wilgotny
627,nass::A,начкы,mokry
628,trocken::A,кукшы,suchy
629,voll::A,темшӹ,pełny
630,voll::A,темыман,pełny
631,leer::A,йӓрӓ,pusty
632,leer::A,йӓрӓ,próżny
633,offen::A,виш,otwarty
634,geschlossen::A,чӱчмӹ,zamknięty
635,geschlossen::A,тӹкӹлӓлтшӹ,zamknięty
636,sauber::A,ире,czysty
637,schmutzig::A,шоран,brudny
638,schmutzig::A,лявӹрӓн,brudny
639,schmutzig::A,шорангшы,brudny
640,roh::A,пеле кӱшӹ,surowy
641,reif::A,кӱшӹ,dojrzały
642,lecker::A,тотан,smaczny
643,süß::A,мӱӓн,słodki
644,bitter::A,качы,gorzki
645,sauer::A,шапы,kwaśny
646,hell::A,соты,jasny
647,hell::A,валгыды,jasny
648,dunkel::A,пӹц,ciemny
649,dunkel::A,пӹцкемӹш,ciemny
650,schwarz::A,шим,czarny
651,weiß::A,ош,biały
652,weiß::A,ошы,biały
653,rot::A,якшаргы,czerwony
654,gelb::A,сар,żółty
655,gelb::A,сары,żółty
656,blau::A,симсӹ,błękitny
657,blau::A,симсӹ,niebieski
658,grün::A,ыжар,zielony
659,grau::A,луды,szary
660,bunt::A,ала,barwny
661,billig::A,шулдаш,tani
662,teuer::A,шергӹ,drogi
663,teuer::A,шергӓкӓн,drogi
664,wertvoll::A,ӓкӓн,cenny
665,blind::A,слöпöй,ślepy
666,blind::A,сльöпöй,ślepy
667,taub::A,тӱтӱк,głuchy
668,kräftig::A,виӓн,mocny
669,stark::A,виӓн,silny
670,schwach::A,шава,słaby
671,schwach::A,лӹпкӓ,słaby
672,schwach::A,слабка,słaby
673,fett::A,таза,tłusty
674,schlank::A,яштака,smukły
675,hübsch::A,сӹлнӹ,ładny
676,hübsch::A,олмыдшы,ładny
677,böse::A,шӹдӓн,zły
678,dumm::A,окмак,głupi
679,faul::A,ялахай,leniwy
680,fleißig::A,пӓшам яратышы,pilny
681,geizig::A,шык,skąpy
682,klug::A,ышан,mądry
683,geschickt::A,мастар,zręczny
684,lieb::A,тыри,miły
685,lustig::A,мындыр,wesoły
686,lustig::A,сусу,wesoły
687,sanft::A,йӹвӹжӓ,łagodny
688,hungrig::A,шужышы,głodny
689,krank::A,церлӹ,chory
690,krank::A,хворой,chory
691,nackt::A,цӓрӓ,nagi
692,traurig::A,сы́лыкан,smutny
693,traurig::A,кымы́лдымы,smutny
694,lebendig::A,живой,żywy
695,gut::A,яжо,dobry
696,schlecht::A,уда,zły
697,schlecht::A,худа,zły
698,richtig::A,вургамла,słuszny
699,richtig::A,вургамла,właściwy
700,schlimm::A,йӹрнык,zły
701,wahr::A,настоящий,prawdziwy
702,wahr::A,настояшый,prawdziwy
703,alt::A,шонгы,stary
704,neu::A,у,nowy
705,ehemalig::A,тошты,były
706,alt[Lebewesen]::A,ӹлалшӹ,stary
707,jung::A,нöргӹ,młody
708,jung::A,молода,młody
709,arm::A,укеӓн,ubogi
710,arm::A,укеӓн,biedny
711,reich::A,паян,bogaty
712,reich::A,пурлыкан,bogaty
713,bekannt::A,палӹмӹ,znany
714,berühmt::A,лӹмлы,słynny
715,fremd::A,эдемӹн,obcy
716,fremd::A,эдемӹн,cudzy
717,verschieden::A,тӹрлӹ,różny
718,nah::A,лишӹл,bliski
719,fern::A,мӹндӹр,daleki
720,linker::A,шалахай,lewy
721,rechter::A,вургамла,prawy
722,anderer::A,вес,inny
723,anderer::A,весӹ,inny
724,erster::A,икшӹ,pierwszy
725,erster::A,икӹмшӹ,pierwszy
726,zweiter::A,кокшы,drugi
727,dritter::A,кымшы,trzeci
728,letzter::A,остатка,ostatni
729,allein::ADV,иктӹ,sam
730,allein::ADV,иктӹт,sam
731,auf einmal::ADV,тöрöк,naraz
732,zusammen::ADV,икараш,razem
733,zusammen::ADV,цымырын,razem
734,lange::ADV,кужын,długo
735,plötzlich::ADV,трӱк,nagle
736,sofort::ADV,полт,natychmiast
737,sofort::ADV,тöрöк,natychmiast
738,sofort::ADV,тӹшӓкок,natychmiast
739,später::ADV,вара,później
740,heute::ADV,тагачы,dziś
741,heute::ADV,тагачы,dzisiaj
742,morgen::ADV,иргод,jutro
743,morgen::ADV,иргодым,jutro
744,bald::ADV,чӹнь,wkrótce
745,bald::ADV,вӓшке,wkrótce
746,bald::ADV,выртышты,wkrótce
747,dann::ADV,пакыла,potem
748,gestern::ADV,тенгечӹ,wczoraj
749,einst::ADV,икӓнӓ,kiedyś
750,einst::ADV,икӓнӓ,niegdyś
751,damals::ADV,тӹнӓм,wtedy
752,damals::ADV,тӹнӓм,wówczas
753,danach::ADV,пакыла,następnie
754,vorher::ADV,перви,przedtem
