,Concept_ID,fa,sl
289,Geist::N,روح,dúša
290,Gedanke::N,فکر,mísel
291,Gedächtnis::N,حافظه,pámet
292,Verstand::N,هوش,
293,Sinn::N,معنا,pomèn
294,Sinn::N,معنا,smísel
295,Sinn::N,مفهوم,pomèn
296,Sinn::N,مفهوم,smísel
297,Grund::N,سبب,vzròk
298,Grund::N,دلیل,vzròk
299,Wahrheit::N,حقیقت,resníca
300,Gespräch::N,صحبت,pogóvor
301,Gespräch::N,گفتگو,pogóvor
302,Märchen::N,قصه,právljica
303,Märchen::N,افسانه,právljica
304,Erzählung::N,داستان,povést
305,Nachricht::N,خبر,sporočílo
306,Neuigkeit::N,خبر تازه,novóst
307,Name::N,اسم,imé
308,Rätsel::N,معما,ugánka
309,Rede::N,سخن,góvor
310,Sprache::N,زبان,jêzik
311,Stimme::N,صدا,glás
312,Wort::N,کلمه,beséda
313,Zeichen::N,نشان,znák
314,Zeichen::N,علامت,znák
315,Ruf::N,صدا,klíc
316,Lärm::N,هیاهو,hrúp
317,Lärm::N,هیاهو,trúšč
318,Laut::N,صدا,glás
319,Ton::N,آهنگ,tón
320,Lied::N,آواز,pésem
321,Lied::N,ترانه,pésem
322,Ruhe::N,آرامش,pokòj
323,Leute::N,مردم,ljudjé
324,Volk::N,خلق,národ
325,Arbeit::N,کار,délo
326,Gast::N,مهمان,gòst
327,Geschenk::N,هدیه,darílo
328,Spiel::N,بازی,ígra
329,Gesellschaft::N,جمعیت,drúžba
330,Hilfe::N,کمک,pomóč
331,Freund::N,دوست,prijátelj
332,Kamerad::N,رفیق,továriš
333,Angelegenheit::N,امر,zadéva
334,Angelegenheit::N,قضیه,zadéva
335,Anzahl::N,عده,števílo
336,Anzahl::N,شمار,števílo
337,Art::N,نوع,vŕsta
338,Stück::N,تکه,kós
339,Stück::N,قطعه,kós
340,Teil::N,بخش,dél
341,Teil::N,قسمت,dél
342,Hälfte::N,نیم,polovíca
343,Kreis::N,حلقه,króg
344,Kreis::N,حلقه,kolobár
345,Kreis::N,دایره,króg
346,Kreis::N,دایره,kolobár
347,Kreuz::N,صلیب,kríž
348,Linie::N,خط,próga
349,Linie::N,سطر,próga
350,Strich::N,خط,čŕta
351,Abstand::N,فاصله,preslédek
352,Entfernung::N,مسافت,oddáljenost
353,Gegend::N,منطقه,kràj
354,Gegend::N,منطقه,dežêla
355,Platz::N,گنجایش,prôstor
356,Ort::N,جا,mésto
357,Ort::N,محل,mésto
358,Ort::N,مکان,mésto
359,Seite::N,طرف,bòk
360,Seite::N,طرف,strán
361,Mitte::N,وسط,sredína
362,Mitte::N,میان,sredína
363,Gegenstand::N,چیز,prédmet
364,Sache::N,چیز,réč
365,Sache::N,چیز,stvár
366,Rand::N,کنار,kràj
367,Rand::N,حاشیه,kràj
368,Kante::N,لبه,rób
369,Ecke::N,گوشه,vogál
370,Spitze::N,سر,óst
371,Spitze::N,نوک,óst
372,Ende::N,ته,kônec
373,Ende::N,آخر,kônec
374,Loch::N,سوراخ,lúknja
375,Winkel::N,کنج,kót
376,Muster::N,نقش,vzórec
377,Größe::N,قد,veličína
378,Größe::N,بزرگی,veličína
379,Länge::N,طول,dolžína
380,Höhe::N,بلندی,vršína
381,Gewicht::N,وزن,téža
382,Menge::N,مقدار,količína
383,Menge::N,اندازه,količína
384,Haufen::N,توده,kùp
385,Haufen::N,توده,kopíca
386,Reihe::N,ردیف,níz
387,Reihe::N,ردیف,vŕsta
388,Boot::N,قایق,čóln
389,Ruder::N,پارو,vêslo
390,Schlitten::N,سورتمه,saní
391,Ski::N,اسکی,smučí
392,Lagerfeuer::N,آتش,táborni ôgenj
393,Last::N,بار,tôvor
394,Last::N,سنگینی,tôvor
395,Gang::N,راه رفتن,hòd
396,Schritt::N,قدم,korák
397,Norden::N,شمال,séver
398,Süden::N,جنوب,júg
399,Westen::N,غرب,zapàd
400,Osten::N,شرق,vzhòd
401,Holz::N,چوب,lés
402,Brett::N,تخته,deskà
403,Platte::N,صفحه,plôča
404,Stütze::N,تکیه,opóra
405,Stütze::N,تکیه,zaslómba
406,Stange::N,میله,gréd
407,Stock::N,چوب,pálica
408,Stab::N,عصا,pálica
409,Rohr::N,لوله,cév
410,Haus::N,منزل,híša
411,Heim::N,خانه,dóm
412,Heim::N,کاشانه,dóm
413,Ofen::N,بخاری,péč
414,Fußboden::N,کف اتاق,pòd
415,Tisch::N,میز,míza
416,Stuhl::N,صندلی,stòl
417,Wiege::N,گهواره,zíbel
418,Bett::N,تختخواب,póstelja
419,Regal::N,قفسه,políca
420,Kiste::N,صندوق,zabòj
421,Fenster::N,پنجره,ôkno
422,Tür::N,در,vráta
423,Tür::N,درب,vráta
424,Tor::N,دروازه,velíka vráta
425,Zaun::N,حصار,ográja
426,Dach::N,بام,stréha
427,Leiter::N,نردبان,léstev
428,Besen::N,جارو,mêtla
429,Spaten::N,بیل,lopáta
430,Schaufel::N,بیل,lopáta
431,Schaufel::N,پارو,lopáta
432,Gabel::N,چنگال,vílice
433,Löffel::N,قاشق,žlíca
434,Messer::N,کارد,nòž
435,Nagel::N,میخ,žebèlj
436,Netz::N,تور,mréža
437,Netz::N,شبکه,mréža
438,Haken::N,قلاب,kljúka
439,Griff::N,دسته,ročáj
440,Griff::N,دسته,oprijèm
441,Schloss::N,قفل,ključávnica
442,Bild::N,عکس,slíka
443,Bild::N,تصویر,slíka
444,Figur::N,تندیس,figúra
445,Figur::N,تندیس,postáva
446,Puppe::N,عروسک,lútka
447,Beutel::N,کیسه,môšnja
448,Bündel::N,بسته,cúla
449,Bündel::N,بسته,svéženj
450,Tasche::N,کیف,tórba
451,Tasche::N,کیف,tobôlec
452,Eimer::N,سطل,vêdro
453,Deckel::N,در,pokròv
454,Deckel::N,در,poklópec
455,Geschirr::N,ظرف,posóda
456,Sack::N,گونی,vréča
457,Tasse::N,فنجان,skodélica
458,Topf::N,دیگ,lônec
459,Topf::N,قابلمه,lônec
460,Kessel::N,دیگ,kôtel
461,Essen::N,خوراک,hrána
462,Nahrung::N,غذا,živílo
463,Speise::N,خوراک,jéd
464,Fleisch::N,گوشت,mesó
465,Getreide::N,غله,žíto
466,Brei::N,فرنی,káša
467,Brei::N,حریره,káša
468,Brot::N,نان,krùh
469,Scheibe::N,قاچ,réženj
470,Scheibe::N,لزگه,réženj
471,Fett::N,چربی,mást
472,Fett::N,چربی,maščôba
473,Butter::N,کره,máslo
474,Öl::N,روغن,ólje
475,Salz::N,نمک,sól
476,Suppe::N,آش,júha
477,Suppe::N,سوپ,júha
478,Honig::N,عسل,méd
479,Milch::N,شیر,mléko
480,Tee::N,چای,čáj
481,Leder::N,چرم,úsnje
482,Wolle::N,پشم,vólna
483,Stoff::N,پارچه,blagó
484,Nadel::N,سوزن,ígla
485,Faden::N,نخ,nít
486,Knopf::N,دکمه,gúmb
487,Knoten::N,گره,vôzel
488,Farbe::N,رنگ,bárva
489,Kleidung::N,لباس,obléka
490,Kleidung::N,پوشاک,obléka
491,Hemd::N,پیراهن,srájca
492,Kragen::N,یقه,ovrátnik
493,Ärmel::N,آستین,rokáv
494,Hose::N,شلوار,hláče
495,Gürtel::N,کمر‌بند,pás
496,Mütze::N,کلاه,kápa
497,Mütze::N,کلاه,čépica
498,Schuh::N,کفش,čévelj
499,Stiefel::N,چکمه,škórenj
500,Ring::N,حلقه,pŕstan
501,Ring::N,انگشتر,pŕstan
502,Band::N,نوار,trák
503,Band::N,روبان,trák
504,Kamm::N,شانه,glavník
505,Spiegel::N,آینه,zrcálo
506,Spiegel::N,آینه,ogledálo
507,Riemen::N,تسمه,jêrmen
508,Schnur::N,ریسمان,vŕvca
509,Leine::N,قلاده,konôpec
510,Decke::N,پتو,odéja
511,Kissen::N,بالش,blazína
512,Tuch::N,شال,pŕt
513,Tuch::N,شال,rúta
514,Handtuch::N,حوله,brisáča
515,Kraft::N,نیرو,síla
516,Stärke::N,زور,jákost
517,Gesundheit::N,سلامتی,zdrávje
518,Gesundheit::N,تندرستی,zdrávje
519,Krankheit::N,بیماری,bolézen
520,Schmerz::N,درد,ból
521,Schmerz::N,درد,bolečína
522,Wunde::N,زخم,rána
523,Fieber::N,تب,vročína
524,Arznei::N,دارو,lék
525,Arznei::N,دارو,zdravílo
526,Brücke::N,پل,móst
527,Brunnen::N,چاه,vodnják
528,Weide::N,چراگاه,páša
529,Pfad::N,راه,stezà
530,Weg::N,راه,pót
531,Weg::N,طریق,pót
532,Straße::N,راه,césta
533,Straße::N,جاده,césta
534,Dorf::N,ده,vás
535,Dorf::N,روستا,vás
536,Stadt::N,شهر,mésto
537,Brief::N,نامه,písmo
538,Buch::N,کتاب,knjíga
539,Buchstabe::N,حرف,čŕka
540,Zeitung::N,روزنامه,čásnik
541,Leben::N,عمر,življênje
542,Leben::N,زندگی,življênje
543,Tod::N,مرگ,smŕt
544,Grab::N,گور,gròb
545,Grab::N,مزار,gròb
546,Kirche::N,کلیسا,cérkev
547,Sünde::N,بزه,gréh
548,Sünde::N,گناه,gréh
549,Gott::N,خدا,bóg
550,Arbeiter::N,کارگر,délavec
551,Chef::N,رئیس,šéf
552,Meister::N,استاد,mójster
553,Arzt::N,پزشک,zdravník
554,Lehrer::N,معلم,učítelj
555,Lehrer::N,آموزگار,učítelj
556,Geld::N,پول,denár
557,Geschäft::N,کار,kupčíja
558,Geschäft::N,بیزنس,kupčíja
559,Laden::N,دکان,trgovína
560,Laden::N,مغازه,trgovína
561,Preis::N,بها,céna
562,Preis::N,قیمت,céna
563,Ware::N,جنس,róba
564,Ware::N,کالا,róba
565,Nutzen::N,مزیت,príd
566,Nutzen::N,امتیاز,príd
567,Reichtum::N,مال,bogástvo
568,Reichtum::N,ثروت,bogástvo
569,Welt::N,دنیا,svét
570,Land::N,کشور,dežêla
571,Land::N,مملکت,dežêla
572,Staat::N,دولت,držáva
573,König::N,شاه,králj
574,König::N,پادشاه,králj
575,Macht::N,قدرت,oblást
576,Macht::N,اختیار,oblást
577,Grenze::N,مرز,mêja
578,Krieg::N,جنگ,vôjna
579,Feind::N,دشمن,sovrážnik
580,Gewalt::N,زور,nasílje
581,Gewalt::N,خشونت,nasílje
582,Kampf::N,نبرد,bòj
583,Kampf::N,نبرد,bórba
584,Kampf::N,مبارزه,bòj
585,Kampf::N,مبارزه,bórba
586,Bogen[Waffe]::N,کمان,lók
587,Pfeil::N,تیر,puščíca
588,Gewehr::N,تفنگ,púška
589,Fehler::N,غلط,zmóta
590,Fehler::N,اشتباه,zmóta
591,Lüge::N,دروغ,láž
592,Schaden::N,آسیب,okvára
593,Schaden::N,خسارت,okvára
594,Unglück::N,بلا,nesréča
595,Schuld::N,گناه,krívda
596,Schuld::N,تقصیر,krívda
597,Alter::N,سن,dôba
598,Alter::N,عمر,dôba
599,Schluss::N,انتها,kônec
600,Zeit::N,وقت,čàs
601,Zeit::N,زمان,čàs
602,Tag::N,روز,dán
603,Morgen::N,صبح,jútro
604,Mittag::N,ظهر,póldan
605,Abend::N,شب,večér
606,Abend::N,عصر,večér
607,Nacht::N,شب,nóč
608,Woche::N,هفته,téden
609,Monat::N,ماه,mésec
610,Jahr::N,سال,léto
611,Frühling::N,بهار,pomlád
612,Sommer::N,تابستان,polétje
613,Herbst::N,پاییز,jesén
614,Winter::N,زمستان,zíma
615,Januar::N,ژانویه,jánuar
616,Februar::N,فوریه,fébruar
617,März::N,مارس,márec
618,April::N,آوریل,apríl
619,Mai::N,مه,máj
620,Juni::N,ژوئن,júnij
621,Juli::N,ژویه,júlij
622,August::N,اوت,avgúst
623,September::N,سپتامبر,septêmber
624,Oktober::N,اکتبر,október
625,November::N,نوامبر,novêmber
626,Dezember::N,دسامبر,decémber
627,Montag::N,دو‌شنبه,ponedéljek
628,Dienstag::N,سه‌شنبه,tôrek
629,Mittwoch::N,چهار‌شنبه,sréda
630,Donnerstag::N,پنج شنبه,četŕtek
631,Freitag::N,جمعه,pétek
632,Samstag::N,شنبه,sobóta
633,Sonntag::N,یکشنبه,nedélja
634,groß::A,بزرگ,vêlik
635,klein::A,کوچک,májhen
636,lang::A,بلند,dólg
637,kurz::A,کوتاه,krátek
638,breit::A,پهن,širòk
639,schmal::A,تنگ,ózek
640,schmal::A,نازک,ózek
641,dicht::A,چگال,góst
642,dicht::A,انبوه,góst
643,dick[Gegenstand]::A,ضخیم,dêbel
644,dünn::A,نازک,tánek
645,fein::A,ریز,drôben
646,fein::A,باریک,drôben
647,fest::A,محکم,tŕden
648,flach::A,صاف,plán
649,flach::A,صاف,plòsk
650,flach::A,مسطح,plán
651,flach::A,مسطح,plòsk
652,glatt::A,لیز,gládek
653,hart::A,سفت,tŕd
654,weich::A,نرم,mehák
655,weich::A,ملایم,mehák
656,rund::A,گرد,okrógel
657,spitz::A,تیز,šílast
658,spitz::A,نوک‌تیز,šílast
659,scharf::A,تیز,óster
660,scharf::A,برنده,óster
661,stumpf::A,کند,tóp
662,stumpf::A,کند,skŕhan
663,schwer::A,سنگین,têžek
664,schön::A,زیبا,lép
665,schön::A,زیبا,krásen
666,heiß::A,داغ,vròč
667,warm::A,گرم,tôpel
668,kalt::A,سرد,mŕzel
669,kalt::A,سرد,hláden
670,kühl::A,خنک,hláden
671,frisch::A,تازه,svéž
672,feucht::A,مرطوب,vlážen
673,nass::A,تر,móker
674,nass::A,خیش,móker
675,trocken::A,خشک,súh
676,voll::A,پر,póln
677,leer::A,خالی,prázen
678,offen::A,باز,odpŕt
679,geschlossen::A,بسته,zapŕt
680,sauber::A,پاک,číst
681,sauber::A,پاک,líčen
682,sauber::A,تمیز,číst
683,sauber::A,تمیز,líčen
684,schmutzig::A,کثیف,umázan
685,schmutzig::A,آلوده,umázan
686,roh::A,خام,suròv
687,reif::A,رسیده,zrèl
688,lecker::A,لذیذ,okúsen
689,lecker::A,خوشمزه,okúsen
690,süß::A,شیرین,sládek
691,bitter::A,تلخ,grenák
692,sauer::A,ترش,kísel
693,hell::A,روشن,svetèl
694,dunkel::A,تاریک,temèn
695,schwarz::A,سیاه,čŕn
696,weiß::A,سفید,bél
697,rot::A,سرخ,rdèč
698,rot::A,قرمز,rdèč
699,gelb::A,زرد,žólt
700,gelb::A,زرد,rumèn
701,blau::A,آبی,móder
702,grün::A,سبز,zelèn
703,grau::A,طوسی,sív
704,grau::A,خاکستری,sív
705,bunt::A,رنگارنگ,písan
706,billig::A,ارزان,pocéni
707,teuer::A,گران,drág
708,wertvoll::A,قیمتی,dragocén
709,wertvoll::A,گرانبها,dragocén
710,blind::A,کور,slép
711,blind::A,نابینا,slép
712,taub::A,کر,glúh
713,taub::A,ناشنوا,glúh
714,kräftig::A,قوی,močán
715,stark::A,قوی,ják
716,stark::A,نیرومند,ják
717,schwach::A,ضعیف,šíbek
718,fett::A,چرب,dêbel
719,schlank::A,باریک‌اندام,vítek
720,hübsch::A,قشنگ,lép
721,hübsch::A,خوشگل,lép
722,böse::A,بد,zèl
723,böse::A,بد,hudôben
724,dumm::A,احمق,glúp
725,dumm::A,احمق,bédast
726,faul::A,لش,lén
727,faul::A,تنبل,lén
728,fleißig::A,زرنگ,marljív
729,geizig::A,خسیس,škŕt
730,klug::A,عاقل,pámeten
731,klug::A,باهوش,pámeten
732,geschickt::A,ماهر,spréten
733,lieb::A,عزیز,míl
734,lieb::A,عزیز,ljúb
735,lustig::A,شاد,vesél
736,lustig::A,خوشحال,vesél
737,sanft::A,لطیف,láhek
738,hungrig::A,گرسنه,láčen
739,krank::A,مریض,bolán
740,krank::A,بیمار,bolán
741,nackt::A,لخت,nág
742,nackt::A,برهنه,nág
743,traurig::A,غمگین,túžen
744,lebendig::A,زنده,žív
745,gut::A,خوب,dóber
746,schlecht::A,بد,malopríden
747,richtig::A,درست,pravílen
748,schlimm::A,وخيم,húd
749,wahr::A,درست,resníčen
750,wahr::A,حقیقی,resníčen
751,alt::A,کهنه,stàr
752,neu::A,نو,nòv
753,ehemalig::A,قبلی,nekdánji
754,alt[Lebewesen]::A,پیر,stàr
755,jung::A,جوان,mlád
756,arm::A,فقیر,ubóg
757,arm::A,فقیر,réven
758,reich::A,پولدار,bogàt
759,reich::A,ثروتمند,bogàt
760,bekannt::A,آشنا,znán
761,bekannt::A,معلوم,znán
762,berühmt::A,مشهور,sláven
763,berühmt::A,مشهور,znamenít
764,fremd::A,خارجی,túj
765,fremd::A,بیگانه,túj
766,verschieden::A,مختلف,razlíčen
767,verschieden::A,متفاوت,razlíčen
768,nah::A,نزدیک,blížnji
769,fern::A,دور,dáleč
770,linker::A,چپ,lévi
771,rechter::A,راست,désni
772,anderer::A,دیگر,drúgi
773,erster::A,اول,pŕvi
774,zweiter::A,دوم,drúgi
775,dritter::A,سوم,trétji
776,letzter::A,آخر,poslédnji
777,allein::ADV,تنها,sám
778,auf einmal::ADV,همزمان,obênem
779,zusammen::ADV,باهم,skúpaj
780,lange::ADV,مدت‌ها,dólgo
781,lange::ADV,مدت زیادی,dólgo
782,plötzlich::ADV,ناگهان,náglo
783,plötzlich::ADV,ناگهان,nenádoma
784,sofort::ADV,فوراً,prècej
785,später::ADV,بعدها,poznêje
786,jetzt::ADV,حالا,zdàj
787,jetzt::ADV,اکنون,zdàj
788,heute::ADV,امروز,dánes
789,morgen::ADV,فردا,jútri
790,bald::ADV,زود,kmálu
791,bald::ADV,بزودی,kmálu
792,dann::ADV,سپس,nató
793,dann::ADV,آنوقت,nató
794,gestern::ADV,دیروز,včéraj
795,einst::ADV,وقتی,nékdaj
796,einst::ADV,زمانی,nékdaj
797,damals::ADV,آنوقت,tedàj
798,damals::ADV,آنوقت,takràt
799,damals::ADV,آنزمان,tedàj
800,damals::ADV,آنزمان,takràt
801,danach::ADV,بعد,potèm
