,Concept_ID,cy,la
815,eins::NUM,un,unus
816,zwei::NUM,dau,duo
817,drei::NUM,tri,tres
818,vier::NUM,pedwar,quattuor
819,fünf::NUM,pump,quinque
820,sechs::NUM,chwech,sex
821,sieben::NUM,saith,septem
822,acht::NUM,wyth,octo
823,neun::NUM,naw,novem
824,zehn::NUM,deg,decem
825,elf::NUM,un ar ddeg,undecim
826,zwölf::NUM,deuddeg,duodecim
827,zwölf::NUM,un deg dau,duodecim
828,zwanzig::NUM,ugain,viginti
829,dreißig::NUM,tri deg,triginta
830,dreißig::NUM,deg ar hugain,triginta
831,vierzig::NUM,deugain,quadraginta
832,fünfzig::NUM,hanner cant,quinquaginta
833,sechzig::NUM,chwe deg,sexaginta
834,siebzig::NUM,saith deg,septuaginta
835,siebzig::NUM,deg a thrigain,septuaginta
836,achtzig::NUM,wyth deg,octoginta
837,achtzig::NUM,pedar ugain,octoginta
838,neunzig::NUM,naw deg,nonaginta
839,neunzig::NUM,deg a phedwar ugain,nonaginta
840,hundert::NUM,cant,centum
841,tausend::NUM,mil,mille
842,und::CNJ,a,et
843,und::CNJ,a,-que
844,oder::CNJ,neu,vel
845,stehen::V,sefyll,stare
846,sitzen::V,eistedd,sedere
847,liegen::V,gorwedd,iacere
848,hängen::V,hongian,pendere
849,werden::V,dod yn,fieri
850,werden::V,mynd yn,fieri
851,passieren::V,digwydd,accidere
852,beginnen::V,cychwyn,incipere
853,enden::V,gorffen,finem habere
854,wechseln::V,newid,mutari
855,aufgehen[Sonne]::V,codi,oriri
856,untergehen[Sonne]::V,machlud,occidere
857,scheinen[Sonne]::V,tywynnu,lucere
858,donnern::V,taranu,tonare
859,wehen::V,chwythu,flare
860,strömen::V,ffrydio,fluere
861,fließen::V,llifo,manare
862,sich drehen::V,troi,torqueri
863,sich drehen::V,cylchdroi,torqueri
864,schwanken::V,siglo,vacillare
865,schwingen::V,siglo,vibrare
866,fallen::V,cwympo,cadere
867,brennen::V,llosgi,ardere
868,rauchen::V,mygu,fumare
869,regnen::V,glawio,pluere
870,gefrieren::V,rhewi,congelari
871,tauen::V,toddi,rorare
872,tauen::V,meirioli,rorare
873,schmelzen::V,toddi,liquescere
874,trocknen::V,sychu,arescere
875,sieden::V,berwi,fervere
876,faulen::V,pydru,putescere
877,faulen::V,braenu,putescere
878,verfaulen::V,pydru,putescere
879,verfaulen::V,dadfeilio,putescere
880,reißen::V,clecian,scindi
881,reißen::V,torri'n glats,scindi
882,versinken::V,suddo,mergi
883,vergehen::V,myned heibio,praeterire
884,vergehen::V,pasio,praeterire
885,erscheinen::V,ymddangos,apparere
886,verschwinden::V,diflannu,discedere
887,sinken::V,syrthio,labi
888,abnehmen::V,lleihau,deminui
889,zunehmen::V,cynyddu,augeri
890,steigen::V,codi,augescere
891,wachsen::V,tyfu,crescere
892,glänzen::V,disgleirio,splendere
893,funkeln::V,pefrio,micare
894,lärmen::V,cadw sŵn,strepere
895,lärmen::V,gwneud twrw,strepere
896,läuten::V,canu,sonare
897,klingeln::V,canu,tinnire
898,klingeln::V,seinio,tinnire
899,klirren::V,tincian,crepare
900,brausen::V,rhuo,saevire
901,rauschen::V,siffrwd,crepare
902,rauschen::V,chwithrwd,crepare
903,klingen::V,seinio,sonare
904,bellen::V,cyfarth,latrare
905,heulen::V,udo,ululare
906,heulen::V,oernadu,ululare
907,blasen::V,chwythu,flare
908,pfeifen::V,chwibanu,sibilare
909,schreien::V,gweiddi,clamare
910,schreien::V,bloeddio,clamare
911,stöhnen::V,griddfan,gemere
912,zittern::V,crynu,tremere
913,zittern::V,crynu,trepidare
914,leben::V,byw,vivere
915,geboren werden::V,cael eich geni,nasci
916,atmen::V,anadlu,spirare
917,trinken::V,yfed,bibere
918,essen::V,bwyta,edere
919,schlucken::V,llyncu,devorare
920,müde werden::V,blino,fatigari
921,einschlafen::V,mynd i gysgu,obdormiscere
922,einschlafen::V,syrthio i gysgu,obdormiscere
923,schlafen::V,huno,dormire
924,schlafen::V,cysgu,dormire
925,aufwachen::V,dihuno,expergisci
926,aufstehen::V,codi,exsurgere
927,sich erholen::V,ymlacio,se reficere
928,sich erholen::V,dadflino,se reficere
929,krank werden::V,mynd yn sâl,aegrescere
930,krank werden::V,mynd yn wael,aegrescere
931,krank sein::V,gwaelu,aegrotare
932,schmerzen::V,brifo,dolere
933,husten::V,pesychu,tussire
934,genesen::V,gwella,convalescere
935,genesen::V,cael yn ôl,convalescere
936,sterben::V,marw,mori
937,umkommen::V,trengi,perire
938,sich bewegen::V,symud,se movere
939,sich rühren::V,syflyd,micare
940,sich erheben::V,codi,surgere
941,sich setzen::V,eistedd,considere
942,hinfallen::V,cwympo,cadere
943,laufen::V,cerdded,vadere
944,schreiten::V,camu,gradi
945,spazierengehen::V,mynd am dro,ambulare
946,eilen::V,rhuthro,properare
947,sich beeilen::V,brysio,festinare
948,sausen::V,rhuthro,currere
949,rennen::V,rhedeg,currere
950,springen::V,llamu,salire
951,springen::V,neidio,salire
952,klettern::V,dringo,niti
953,schaukeln::V,siglo,oscillare
954,kriechen::V,cropian,repere
955,kriechen::V,cropian,serpere
956,schwimmen::V,nofio,nare
957,schwimmen::V,nofio,natare
958,tauchen::V,plymio,mergere
959,tauchen::V,ymsuddo,mergere
960,rudern::V,rhwyfo,remigare
961,fahren::V,gyrru,vehi
962,fahren::V,dreifio,vehi
963,fliegen::V,hedfan,volare
964,gehen::V,mynd,ire
965,gehen::V,mynd,vadere
966,weggehen::V,mynd,abire
967,weggehen::V,mynd,discedere
968,weggehen::V,ymadael,abire
969,weggehen::V,ymadael,discedere
970,abfahren::V,ymadael,proficisci
971,anhalten::V,stopio,consistere
972,hineingehen::V,mynd i mewn,inire
973,hineingehen::V,mynd i mewn,ingredi
974,eintreten::V,mynd i,intrare
975,kommen::V,dod,venire
976,ankommen::V,cyrraedd,advenire
977,zurückkommen::V,dychwelyd,revenire
978,bleiben::V,aros,manere
979,bleiben::V,sefyll,manere
980,warten::V,aros,opperiri
981,warten::V,disgwyl,opperiri
982,erwarten::V,disgwyl,opperiri
983,erwarten::V,disgwyl,expectare
984,suchen::V,chwilio am,quaerere
985,finden::V,darganfod,reperire
986,versuchen::V,profi,conari
987,versuchen::V,profi,temptare
988,versuchen::V,ceisio,conari
989,versuchen::V,ceisio,temptare
990,vorbereiten::V,paratoi,parare
991,lieben::V,caru,amare
992,mögen::V,hoffi,amare
993,lachen::V,chwerthin,ridere
994,rühren::V,cynhyrfu,commovere
995,weinen::V,wylo,flere
996,weinen::V,llefain,flere
997,schimpfen::V,grwgnach,increpare
998,sich ärgern::V,gofidio,indignari
999,sich fürchten::V,ofni,vereri
1000,fürchten::V,arswydo,timere
1001,fliehen::V,ffoi,fugere
1002,flüchten::V,dianc,effugere
1003,sehen::V,gweld,videre
1004,anschauen::V,syllu,aspectare
1005,anschauen::V,edrych,aspectare
1006,ansehen::V,gwylio,spectare
1007,hören::V,clywed,audire
1008,zuhören::V,gwrando,auscultare
1009,probieren::V,profi,gustare
1010,riechen::V,arogli,olfacere
1011,fühlen::V,teimlo,sentire
1012,fühlen::V,clywed,sentire
1013,scheinen::V,ymddangos,videri
1014,zu sehen sein::V,dod i'r golwg,conspici
1015,vernehmen::V,clywed sôn am,comperire
1016,frieren::V,bod yn oer,algere
1017,tun::V,gwneud,facere
1018,können::V,gallu,posse
1019,wollen::V,bod mewn angen,velle
1020,anfangen::V,dechrau,incipere
1021,beenden::V,darfod,finire
1022,beenden::V,gorffen,finire
1023,aufhören::V,peidio,desistere
1024,gelingen::V,llwyddo,contingere
1025,geraten::V,diweddu,evenire
1026,öffnen::V,agor,aperire
1027,schließen::V,cau,claudere
1028,stellen::V,gosod,sistere
1029,setzen::V,gosod,ponere
1030,legen::V,gosod,ponere
1031,berühren::V,cyffwrdd,tangere
1032,verbinden::V,cysylltu,iungere
1033,bedecken::V,gorchuddio,tegere
1034,bedecken::V,gorchuddio,operire
1035,aufhängen::V,crogi,suspendere
1036,aufhängen::V,hongian,suspendere
1037,anzünden::V,cynnau,accendere
1038,anzünden::V,cynnau,inflammare
1039,aufheben::V,codi,tollere
1040,zurücklassen::V,gadael,relinquere
1041,verlieren::V,colli,perdere
1042,verlieren::V,colli,amittere
1043,fallen lassen::V,gollwng,dimittere
1044,machen::V,gwneud,facere
1045,herstellen::V,cynhyrchu,fabricare
1046,bauen::V,adeiladu,construere
1047,reparieren::V,trwsio,reparare
1048,reparieren::V,atgyweirio,reparare
1049,verbessern::V,diwygio,emendare
1050,ändern::V,altro,mutare
1051,graben::V,palu,fodere
1052,graben::V,cloddio,fodere
1053,beugen::V,plygu,flectere
1054,biegen::V,plygu,curvare
1055,drehen::V,troelli,torquere
1056,wenden::V,troi,vertere
1057,umdrehen::V,troi,convertere
1058,heben::V,codi,tollere
1059,hochheben::V,dyrchafu,levare
1060,ergreifen::V,gafael,capessere
1061,halten::V,dal,tenere
1062,drücken::V,pwyso,premere
1063,drücken::V,gwasgu,premere
1064,schieben::V,gwthio,promovere
1065,kratzen::V,crafu,radere
1066,lecken::V,llyfu,lambere
1067,beißen::V,cnoi,mordere
1068,beißen::V,brathu,mordere
1069,abreißen::V,tynnu ymaith,avellere
1070,abschneiden::V,torri,desecare
1071,binden::V,clymu,ligare
1072,stecken::V,plannu,inserere
1073,brechen::V,torri,rumpere
1074,klopfen::V,taro,pultare
1075,hauen::V,taro,ferire
1076,kleben::V,gludio,agglutinare
1077,reiben::V,rhwbio,terere
1078,streichen::V,taenu,oblinere
1079,schleifen::V,hogi,acuere
1080,schneiden::V,torri,secare
1081,rütteln::V,ysgytio,quassare
1082,schütteln::V,siglo,quatere
1083,schütteln::V,ysgwyd,quatere
1084,schwenken::V,siglo,ventilare
1085,schütten::V,tywallt,fundere
1086,füllen::V,llenwi,complere
1087,einwickeln::V,lapio,involvere
1088,tragen::V,cludo,ferre
1089,tragen::V,cludo,portare
1090,schleppen::V,llusgo,pertrahere
1091,ziehen::V,tynnu,trahere
1092,aufbewahren::V,cadw,asservare
1093,werfen::V,taflu,iacere
1094,fangen::V,dal,capere
1095,packen::V,cipio,capessere
1096,packen::V,crafangu,capessere
1097,verstecken::V,celu,abdere
1098,verstecken::V,cuddio,abdere
1099,teilen::V,rhannu,partiri
1100,teilen::V,rhannu,dividere
1101,schicken::V,anfon,mittere
1102,bringen::V,dod â,apportare
1103,hinzufügen::V,chwanegu,addere
1104,bekommen::V,cael,adipisci
1105,erhalten::V,derbyn,accipere
1106,nehmen::V,cymryd,sumere
1107,wählen::V,dewis,eligere
1108,auswählen::V,dethol,deligere
1109,bewahren::V,cadw,conservare
1110,behindern::V,atal,impedire
1111,behindern::V,rhwystro,impedire
1112,verderben::V,difetha,corrumpere
1113,beschädigen::V,niweidio,laedere
1114,zerbrechen::V,torri,rumpere
1115,zerbrechen::V,torri,frangere
1116,zerreißen::V,rhwygo,discindere
1117,zerstören::V,dinistrio,delere
1118,verbrennen::V,llosgi,urere
1119,verbrennen::V,llosgi,cremare
1120,geben::V,rhoi,dare
1121,reichen::V,estyn,praebere
1122,schenken::V,rhoddi,donare
1123,schenken::V,rhoddi,largiri
1124,versprechen::V,addo,polliceri
1125,versprechen::V,addo,promittere
1126,wünschen::V,dymuno,
1127,loben::V,canmol,laudare
1128,küssen::V,cusanu,osculari
1129,wiegen::V,siglo,
1130,zudecken::V,gorchuddio,tegere
1131,wecken::V,deffro,excitare
1132,zeigen::V,dangos,monstrare
1133,führen::V,arwain,ducere
1134,lehren::V,dysgu,docere
1135,unterrichten::V,hyfforddi,instituere
1136,aufziehen::V,dod i fyny,nutrire
1137,leiten::V,arwain,ducere
1138,antreiben::V,annog,incitare
1139,lassen::V,gadael,iubere
1140,einladen::V,gwahodd,invitare
1141,vereinigen::V,uno,coniungere
1142,vereinigen::V,cyfuno,coniungere
1143,besuchen::V,ymweld â,visere
1144,treffen::V,cwrdd,convenire
1145,treffen::V,cyfarfod,convenire
1146,sich versammeln::V,casglu,convenire
1147,sich versammeln::V,cynnull,convenire
1148,spielen::V,chwarae,ludere
1149,singen::V,canu,cantare
1150,tanzen::V,dawnsio,saltare
1151,sich trennen::V,ymwahanu,digredi
1152,sich trennen::V,ymwahanu,discedere
1153,verlassen::V,gadael,deserere
1154,verlassen::V,gadael,relinquere
1155,retten::V,achub,servare
1156,bewachen::V,gwarchod,custodire
1157,schützen::V,noddi,tueri
1158,schützen::V,noddi,tutari
1159,verteidigen::V,amddiffyn,defendere
1160,sich schlagen::V,ffraeo,luctari
1161,sich schlagen::V,terfysgu,luctari
1162,schießen::V,saethu,iaculari
1163,siegen::V,ennill,vincere
1164,ärgern::V,cythruddo,irritare
1165,schlagen::V,curo,ferire
1166,treten::V,cicio,calcare
1167,stechen::V,pigo,pungere
1168,stoßen::V,gwthio,tundere
1169,stehlen::V,dwyn,furari
1170,stehlen::V,lladrata,furari
1171,stören::V,aflonyddu,turbare
1172,belästigen::V,trafferthu,obtundere
1173,verbergen::V,cuddio,celare
1174,verbergen::V,cuddio,occultare
1175,täuschen::V,twyllo,fallere
1176,betrügen::V,hocedu,fraudare
1177,töten::V,lladd,necare
1178,töten::V,lladd,caedere
1179,wohnen::V,byw,habitare
1180,arbeiten::V,gweithio,laborare
1181,sammeln::V,casglu,colligere
1182,pflücken::V,casglu,carpere
1183,jagen::V,hela,venari
1184,fischen::V,pysgota,piscari
1185,fassen::V,dal,capere
1186,hüten::V,bugeilio,custodire
1187,treiben::V,gyrru,agere
1188,anbinden::V,clymu,alligare
1189,füttern::V,porthi,nutrire
1190,melken::V,godro,mulgere
1191,hacken::V,torri,findere
1192,gießen::V,dyfrhau,rigare
1193,reifen::V,aeddfedu,maturescere
1194,zubereiten::V,coginio,apparare
1195,kochen::V,berwi,coquere
1196,backen::V,pobi,coquere
1197,backen::V,crasu,coquere
1198,braten::V,ffrio,torrere
1199,umrühren::V,cyffroi,commovere
1200,stricken::V,gwau,texere
1201,nähen::V,gwnïo,suere
1202,färben::V,lliwio,tingere
1203,reinigen::V,glanhau,purgare
1204,waschen::V,golchi,lavare
1205,abwischen::V,sychu,abstergere
1206,spülen::V,streulio,perluere
1207,fegen::V,ysgubo,verrere
1208,kehren::V,ysgubo,purgare
1209,baden::V,cael bath,lavari
1210,sich waschen::V,ymolchi,lavari
1211,ausziehen::V,tynnu,exuere
1212,anziehen::V,gwisgo,induere
1213,sich anziehen::V,ymwisgo,vestiri
1214,kämmen::V,cribo,pectere
1215,schmücken::V,harddu,ornare
1216,schmücken::V,harddu,decorare
1217,schmücken::V,addurno,ornare
1218,schmücken::V,addurno,decorare
1219,sagen::V,dweud,dicere
1220,sprechen::V,llefaru,fari
1221,reden::V,siarad,loqui
1222,sich unterhalten::V,sgwrsio,colloqui
1223,sich unterhalten::V,sgwrsio,disputare
1224,fragen::V,gofyn,rogare
1225,fragen::V,gofyn,quaerere
1226,bitten::V,gofyn am,orare
1227,bitten::V,gofyn am,rogare
1228,erzählen::V,dweud,narrare
1229,mitteilen::V,cyfleu,communicare
1230,nennen::V,enwi,appellare
1231,rufen::V,galw,vocare
1232,prahlen::V,brolio,gloriari
1233,prahlen::V,ymffrostio,gloriari
1234,übersetzen::V,cyfieithu,vertere
1235,denken::V,meddwl,cogitare
1236,glauben::V,credu,credere
1237,glauben::V,coelio,credere
1238,bemerken::V,sylwi,animadvertere
1239,erkennen::V,adnabod,cognoscere
1240,begreifen::V,amgyffred,comprehendere
1241,verstehen::V,deall,intellegere
1242,lernen::V,dysgu,discere
1243,wissen::V,gwybod,scire
1244,sich erinnern an::V,cofio,meminisse
1245,vergessen::V,anghofio,oblivisci
1246,messen::V,mesur,metiri
1247,zählen::V,cyfrif,numerare
1248,rechnen::V,cyfrifo,reri
1249,rechnen::V,cyfrifo,calculare
1250,lesen::V,darllen,legere
1251,malen::V,peintio,pingere
1252,zeichnen::V,tynnu,scribere
1253,schreiben::V,ysgrifennu,scribere
1254,besitzen::V,meddu,possidere
1255,kaufen::V,prynu,emere
1256,verkaufen::V,gwerthu,vendere
1257,bezahlen::V,talu am,pendere
1258,zahlen::V,talu,solvere
1259,beherrschen::V,rheoli,regere
1260,beherrschen::V,rheoli,imperare
1261,beherrschen::V,llywodraethu,regere
1262,beherrschen::V,llywodraethu,imperare
1263,ertragen::V,dioddef,tolerare
1264,ertragen::V,dioddef,sustinere
