,Concept_ID,kn,ps
554,August::N,ಮುಮ್ಮಳೆ,اګست
555,September::N,ನಾಲ್ಮಳೆ,سپټامبر
556,Oktober::N,ಮೊಚ್ಚಳಿ,اکتوبر
557,November::N,ಇಚ್ಚಳಿ,نومبر
558,Dezember::N,ಮುಚ್ಚಳಿ,دسمبر
559,Montag::N,ಸೋಮುವಾರ,دوشنبه
560,Dienstag::N,ಮಂಗಳವಾರ,سه شنبه
561,Mittwoch::N,ಬುಧವಾರ,چارشنبه
562,Donnerstag::N,ಗುರುವಾರ,پنجشنبه
563,Freitag::N,ಶುಕ್ರವಾರ,جمعه
564,Samstag::N,ಶನಿವಾರ,خالي
565,Sonntag::N,ಭಾನುವಾರ,یکشنبه
566,groß::A,ದೊಡ್ಡ,لوی
567,klein::A,ಪುಟ್ಟ,وړوکی
568,lang::A,ದೀರ್ಘ,اوړد
569,kurz::A,ಚಕ್ಕ,لنډ
570,breit::A,ಅಗಲವಾದ,پراخه
571,schmal::A,ಇಕ್ಕಟ್ಟಾದ,تنګ
572,dicht::A,ದಟ್ಟ,ګڼ
573,dick[Gegenstand]::A,ದಟ್ಟ,پنډ
574,dünn::A,ತೆಳು,نری
575,fein::A,ಕೋಮಲ,نازک
576,fest::A,ಘನ,کلک
577,fest::A,ಘನ,ټینګ
578,flach::A,ಚಪ್ಪಟೆ,هوار
579,glatt::A,ನಯ,ښوی
580,hart::A,ಗಟ್ಟಿ,کلک
581,weich::A,ಮೃದುವಾದ,نرم
582,weich::A,ಮೃದುವಾದ,پوست
583,rund::A,ವರ್ತುಳ,ګرد
584,spitz::A,ಮೊನಚಾದ,تېره
585,scharf::A,ತೀಕ್ಷ್ಣ,تېز
586,scharf::A,ತೀಕ್ಷ್ಣ,تېره
587,stumpf::A,ಮೊಂಡು,پڅ
588,schwer::A,ಭಾರಿ,دروند
589,schön::A,ಸುಂದರ,ښکلی
590,heiß::A,ಬಿಸಿ,تود
591,warm::A,ಬಿಸಿ,تود
592,kalt::A,ತಣ್ಣನೆಯ,ېخ
593,kalt::A,ತಣ್ಣನೆಯ,سوړ
594,kühl::A,ತಂಪಾದ,ېخ
595,kühl::A,ತಂಪಾದ,سوړ
596,frisch::A,ನಿರ್ಮಲ,تازه
597,feucht::A,ಒದ್ದೆಯಾದ,مرطوب
598,nass::A,ಒದ್ದೆಯಾದ,لوند
599,trocken::A,ಶುಷ್ಕ,وچ
600,voll::A,ತುಂಬಿದ,ډک
601,leer::A,ಖಾಲಿ,خالی
602,offen::A,ಮುಚ್ಚಲ್ಲದ,خلاص
603,offen::A,ಮುಚ್ಚಲ್ಲದ,پرانیستی
604,geschlossen::A,ಮುಚ್ಚಿದ,تړلی
605,sauber::A,ಶುದ್ಧ,پاک
606,schmutzig::A,ಅಶುದ್ಧ,چټل
607,roh::A,ಹಸಿ,خام
608,reif::A,ಹಣ್ಣಾದ,پوخ
609,reif::A,ಹಣ್ಣಾದ,رسېدلی
610,lecker::A,ಗುಚಿಕರ,خوندور
611,lecker::A,ಗುಚಿಕರ,مزه دار
612,süß::A,ಸಿಹಿ,خوږ
613,süß::A,ಸಿಹಿ,شیرین
614,bitter::A,ಕಹಿ,تریخ
615,sauer::A,ಹುಳಿಯಾದ,ټاک
616,sauer::A,ಹುಳಿಯಾದ,تريو
617,hell::A,ಹೊಳೆಯುವ,روڼ
618,hell::A,ಹೊಳೆಯುವ,روښان
619,dunkel::A,ಮಬ್ಬಾದ,تیاره
620,schwarz::A,ಕಪ್ಪು,تور
621,weiß::A,ಬಿಳಿಯ,سپين
622,rot::A,ಕೆಂಪು,سور
623,gelb::A,ಹಳದಯ,زېړ
624,blau::A,ನೀಲ,شین
625,blau::A,ನೀಲ,اسماني رنګه
626,grün::A,ಕಾಯಾದ,زرغون
627,grau::A,ಬೂದುಬಣ್ಣದ,خړ
628,bunt::A,ವರ್ಣರಂಜಿತ,رنګارنګ
629,billig::A,ಅಗ್ಗ,ارزان
630,teuer::A,ದುಬಾರಿಯಾದ,ګران
631,wertvoll::A,ಅಮೂಲ್ಯ,قیمتي
632,blind::A,ಅಂಧ,ړوند
633,taub::A,ಕಿವುಡಾದ,کوڼ
634,kräftig::A,ಪ್ರಬಲ,قوی
635,stark::A,ಶಕ್ತಿವಂತ,قوی
636,stark::A,ಶಕ್ತಿವಂತ,تکړه
637,schwach::A,ದುರ್ಬಲ,ضعیف
638,schwach::A,ದುರ್ಬಲ,کمزوری
639,fett::A,ಕೊಬ್ಬಿದ,چاغ
640,schlank::A,ತೆಳ್ಳಗಿನ,خوش اندام
641,hübsch::A,ಅಂದವಾದ,ښکلی
642,hübsch::A,ಅಂದವಾದ,ښایسته
643,böse::A,ಕೆಟ್ಟ,شریر
644,böse::A,ಕೆಟ್ಟ,قهرناک
645,dumm::A,ಮಂದ,احمق
646,faul::A,ಆಲಸ,لټ
647,faul::A,ಆಲಸ,تنبل
648,fleißig::A,ಕಡಗುವ,زحمت کښ
649,geizig::A,ಜುಗ್ಗ,بخیل
650,klug::A,ಚತುರ,عاقل
651,klug::A,ಚತುರ,هوښیار
652,geschickt::A,ದಕ್ಷ,ماهر
653,lieb::A,ಪ್ರಿಯ,عزیز
654,lieb::A,ಪ್ರಿಯ,محبوب
655,lustig::A,ಖುಷಿಯಾದ,خوشحال
656,sanft::A,ಸೌಮ್ಯ,پوست
657,sanft::A,ಸೌಮ್ಯ,ملایم
658,hungrig::A,ಹಸಿದ,وږی
659,krank::A,ಅಸ್ವಸ್ಥ,مريض
660,krank::A,ಅಸ್ವಸ್ಥ,ناروغ
661,nackt::A,ನಗ್ನ,لوڅ
662,traurig::A,ದುಃಖಿತ,غمجن
663,lebendig::A,ಜೀವಂತ,ژوندی
664,gut::A,ಒಳ್ಳೆಯ,ښه
665,schlecht::A,ದುಷ್ಟ,بد
666,schlecht::A,ದುಷ್ಟ,خراب
667,richtig::A,ಸರಿ,سم
668,richtig::A,ಸರಿ,صحیح
669,schlimm::A,ಅಸಹ್ಯ,بد
670,schlimm::A,ಅಸಹ್ಯ,مخوف
671,wahr::A,ನಿಜ,واقعي
672,alt::A,ಮುದಿ,زوړ
673,neu::A,ಹೊಸ,نوی
674,ehemalig::A,ಮಾಜೀ,پخوانی
675,alt[Lebewesen]::A,ವೃದ್ಧ,زوړ
676,jung::A,ಎಳ,ځوان
677,arm::A,ಬಡ,غریب
678,arm::A,ಬಡ,بې وزله
679,reich::A,ಶ್ರೀಮಂತ,شتمن
680,reich::A,ಶ್ರೀಮಂತ,دولتمند
681,bekannt::A,ಅಪ್ತ,اشنا
682,berühmt::A,ಪ್ರಸಿದ್ಧ,مشهور
683,fremd::A,ಪರಕೀಯ,پردی
684,fremd::A,ಪರಕೀಯ,بېګانه
685,verschieden::A,ಬೇರೆ,مختلف
686,nah::A,ಹತ್ತಿರವಾದ,نژدې
687,fern::A,ದೂರದ,لیری
688,linker::A,ಎಡ,چپ
689,linker::A,ಎಡ,کیڼ
690,rechter::A,ಬಲ,ښی
691,anderer::A,ಇತರ,بل
692,erster::A,ಪ್ರಥಮ,لومړی
693,zweiter::A,ದ್ವಿತೀಯ,دوهم
694,dritter::A,ಮೂರನೆಯಜಗತ್ತು,درېم
695,letzter::A,ಅಂತ್ಯ,آخرنی
696,letzter::A,ಅಂತ್ಯ,وروستی
697,allein::ADV,ಒಬ್ಬನೇ,یوازې
698,auf einmal::ADV,ಒಡನೆ,په یوه وخت کی
699,zusammen::ADV,ಒಟ್ಟಿಗೆ,یو ځای
700,lange::ADV,ದೀರ್ಘ,ډېر وخت
701,lange::ADV,ದೀರ್ಘ,ډېره موده
702,plötzlich::ADV,ಅನಾಮತ್ತು,ناببره
703,plötzlich::ADV,ಅನಾಮತ್ತು,یوناڅاپه
704,sofort::ADV,ಜಾಗ್ರತೆ,فوراً
705,sofort::ADV,ಜಾಗ್ರತೆ,سمدلاسه
706,später::ADV,ತರುವಾಯ,وروسته
707,jetzt::ADV,ಈಗ,اوس
708,heute::ADV,ಇಂದು,نن
709,morgen::ADV,ನಾಳೆ,سبا
710,bald::ADV,ಬೇಗ,ژر
711,dann::ADV,ಆಗ,پس
712,dann::ADV,ಆಗ,وروسته
713,gestern::ADV,ನಿನ್ನೆ,پرون
714,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,پخوا
715,damals::ADV,ಆಗ,هغه وخت
716,danach::ADV,ಆಮೇಲೆ,بیا
717,vorher::ADV,ಮುಂಚೆ,دمخه
718,zuerst::ADV,ಮೊದಲಿಗೆ,لومړی
719,einmal::ADV,ಒಮ್ಮೆ,یو ځل
720,manchmal::ADV,ಆಗಾಗ,ګاهی ګاهی
721,oft::ADV,ಅನೇಕಸಲ,ډېر ځله
722,immer::ADV,ಯಾವಾಗಲೂ,تل
723,immer::ADV,ಯಾವಾಗಲೂ,همېشه
724,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,هیڅکله نه
725,hier::ADV,ಇಲ್ಲಿ,دلته
726,hierhin::ADV,ಇತ್ತ,دلته
727,hierhin::ADV,ಇತ್ತ,دې ځای ته
728,von hier::ADV,ಇಲ್ಲಿಂದ,د دې ځای نه
729,dort::ADV,ಅಲ್ಲಿ,هلته
730,dorthin::ADV,ಅಲ್ಲಿಗೆ,هلته
731,dorthin::ADV,ಅಲ್ಲಿಗೆ,هغه ځای ته
732,geradeaus::ADV,ಸೀದಾ,مخامخ
733,vorwärts::ADV,ಮುನ್ನೆಡೆವ,مخ پهٔ وړاندې
734,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,بېرته
735,zurück::ADV,ಹಿಂದಕ್ಕೆ,بېرته
736,unten::ADV,ಕೆಳಗೆ,لاندي
737,hinab::ADV,ಕೆಳಕ್ಕೆ,ښکته
738,oben::ADV,ಮೇಲೆ,پورته
739,hinauf::ADV,ಮೇಲಕ್ಕೆ,پاس
740,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,هره خوا
741,nicht::ADV,ಇಲ್ಲ,نه
742,nicht::ADV,ಅಲ್ಲ,نه
743,ein wenig::ADV,ತುಸು,یو څه
744,kaum::ADV,ಕಠಿನವಾಗಿ,ایله
745,sehr::ADV,ಬಹು,ډېر
746,sehr::ADV,ಬಹು,زيات
747,so::ADV,ಅಷ್ಟು,داسې
748,so::ADV,ಅಷ್ಟು,دومره
749,noch::ADV,ಇನ್ನು,نور
750,nur::ADV,ಕೇವಲ,تش
751,nur::ADV,ಕೇವಲ,صرف
752,schon::ADV,ಆಗಲೇ,دمخه
753,wieder::ADV,ಪುನಃ,بیا
754,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,عبث
755,vor::PRP,ಮುಂದೆ,دمخه
756,hinter::PRP,ಹಿಂದ,شاته
757,unter::PRP,ಕೆಳ,لاندي
758,durch::PRP,ನೇರವಾಗಿ,د مینځ نه
759,neben::PRP,ಅಧರ ಬಲಿಕ,نژدې
760,zwischen::PRP,ನಡುವೆ,ترمینځ
761,wegen::PRP,ಅಧಕ್ಕಗಿ,د ... له لاسه
762,dies::PRN,ಈ,دا
763,das::PRN,ಅದು,دا
764,alles::PRN,ಎಲ್ಲ,هرڅهٔ
765,ich::PRN,ನಾನು,زه
766,du::PRN,ನೀನು,ته
767,er::PRN,ಅವನು,دی
768,er::PRN,ಇವನು,دی
769,wir::PRN,ನಾವು,مونږ
770,ihr::PRN,ನೀವು,تاسې
771,sie::PRN,ಅವರು,هغوی
772,was::FPRN,ಏನು,څهٔ
773,wer::FPRN,ಯಾರಿಗೆ,چا
774,wer::FPRN,ಯಾರಿಗೆ,څوک
775,wo::FADV,ಎಲ್ಲಿ,چيری
776,wo::FADV,ಎಲ್ಲಿ,چېرته
777,wohin::FADV,ಎಲ್ಲಿಗೆ,چېرته
778,wie::FADV,ಹೇಗೆ,څنګه
779,warum::FADV,ಏಕೆ,ولې
780,wieviel::FNUM,ಎಷ್ಟು,څو
781,wieviel::FNUM,ಎಷ್ಟು,څومره
782,eins::NUM,ಒಂದು,یو
783,zwei::NUM,ಎರಡು,دوه
784,drei::NUM,ಮೂರು,درې
785,vier::NUM,ನಾಲ್ಕು,څلور
786,fünf::NUM,ಅಯ್ದು,پنځه
787,sechs::NUM,ಆರು,شپږ
788,sieben::NUM,ಏಳು,اوه
789,acht::NUM,ಎಂಟು,اته
790,neun::NUM,ಒಂಭಬತ್ತು,نهه
791,zehn::NUM,ಹತ್ತು,لس
792,elf::NUM,ಹನ್ನೊಂದು,یوولس
793,zwölf::NUM,ಹನ್ನೆರಡು,دولس
794,zwanzig::NUM,ಇಪ್ಪತ್ತು,شل
795,dreißig::NUM,ಮೂವತ್ತು,دېرش
796,vierzig::NUM,ನಲವತ್ತು,څلوېښت
797,fünfzig::NUM,ಐವತ್ತು,پنځوس
798,sechzig::NUM,ಅರುವತ್ತು,شپېته
799,siebzig::NUM,ಎಪ್ಪತ್ತು,اویا
800,achtzig::NUM,ಎಂಬತ್ತು,اتیا
801,neunzig::NUM,ತೊಂಬತ್ತು,نوي
802,hundert::NUM,ನೂರು,سل
803,tausend::NUM,ಸಾವಿರ,زر
804,und::CNJ,ಮತ್ತು,او
805,oder::CNJ,ಅಥವಾ,ېا
806,stehen::V,ನಿಲ್ಲು,درېدل
807,sitzen::V,ಕುಳ್ಳಿರು,کښېنستل
808,liegen::V,ಮಲಗಿಕೊ,ملاستل
809,hängen::V,ಇಳಿಯಬಿಡು,ځړېدل
810,werden::V,ಆಗು,کېدل
811,passieren::V,ಆಗು,پېښېدل
812,beginnen::V,ಆರಂಭಿಸು,شروع کېدل
813,enden::V,ಕೊನೆಗಾಣು,خلاصدل
814,enden::V,ಕೊನೆಗಾಣು,تمامېدل
815,wechseln::V,ಮಾರ್ಪಡಿಸು,تغییر موندل
816,aufgehen[Sonne]::V,ಮೂಡು,ختل
817,untergehen[Sonne]::V,ಮುಳುಗು,لوېدل
818,untergehen[Sonne]::V,ಮುಳುಗು,پرېوتل
819,scheinen[Sonne]::V,ಹೊಳೆ,رڼا کول
820,donnern::V,ಗುಡುಗಾಗು,تنېدل
821,donnern::V,ಗುಡುಗಾಗು,غړمبېدل
822,wehen::V,ತೀಡು,چلېدل
823,strömen::V,ಹರಿ,بهېدل
824,fließen::V,ಹರಿ,بهېدل
825,fließen::V,ಹರಿ,تویېدل
826,sich drehen::V,ಸುತ್ತು,ګرځېدل
827,sich drehen::V,ಸುತ್ತು,چورلېدل
828,schwanken::V,ಓಲಾಡು,زنګېدل
829,schwingen::V,ತೂಗು,زنګېدل
830,fallen::V,ಉದುರು,ولېدل
831,brennen::V,ಉರಿ,سوځېدل
832,rauchen::V,ಹೊಗೆಬಿಡು,لوګی کول
833,regnen::V,ಸುರಿ,باران اورېدل
834,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,کنګل نيول
835,tauen::V,ಬೆಚ್ಚಗಾಗು,وېلې کېدل
836,schmelzen::V,ಕರಗು,وېلې کېدل
837,trocknen::V,ಒಣಗು,وچېدل
838,sieden::V,ಕುದಿ,اېشېدل
839,faulen::V,ಕೊಳೆ,خرابېدل
840,verfaulen::V,ನಶಿಸು,ورستېدل
841,reißen::V,ಒಡೆ,شلېدل
842,versinken::V,ಮುಳುಗು,ډوېېدل
843,vergehen::V,ಸಾಗು,تېرېدل
844,erscheinen::V,ತೋರು,ښکارېدل
845,verschwinden::V,ಮಾಯವಾಗು,ورکېدل
846,sinken::V,ಕುಸಿ,ښکته کېدل
847,abnehmen::V,ತಗ್ಗು,کمېدل
848,zunehmen::V,ಬೆಳೆ,زیاتېدل
849,steigen::V,ಉಬ್ಬು,جګېدل
850,steigen::V,ಉಬ್ಬು,پورته کېدل
851,wachsen::V,ಬೆಳೆ,وده کول
852,glänzen::V,ಮಿರುಗು,ځلېدل
853,funkeln::V,ಮಿನುಗು,پړکېدل
854,lärmen::V,ಶಬ್ದ ಮಾಡಲು,غال و غول کول
855,läuten::V,ಬಾರಿಸು,زنګ وهل
856,klingeln::V,ಅನುರಣಿಸು,زنګ وهل
857,klirren::V,ಕಿಣಿಕಿಣಿಸು,کړنګېدل
858,brausen::V,ಅಬ್ಬರಿಸು,تلاطم کول
859,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,شڼهار کول
860,klingen::V,ಉಸಿರು,آواز کول
861,bellen::V,ಬಗುಳು,غپېدل
862,heulen::V,ಅರಚು,انګلل
863,blasen::V,ಗಾಳಿ ಊದು,پو کول
864,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,شپېلک وهل
865,schreien::V,ಕರೆ,ناره کول
866,stöhnen::V,ನರಳು,زګېروی کول
867,zittern::V,ನಡುಗು,لړزېدل
868,leben::V,ಇರು,ژوند کول
869,geboren werden::V,ಉಂಟಾಗು,زېږېدل
870,atmen::V,ಉಸಿರು,ساه کښل
871,atmen::V,ಉಸಿರು,تنفس کول
872,trinken::V,ಕುಡಿ,څښل
873,essen::V,ತಿನ್ನು,خوړل
874,schlucken::V,ನುಂಗು,غړپول
875,müde werden::V,ಬಳಲು,ستړی کېدل
876,einschlafen::V,ನಿದ್ಧೆಹೋಗು,ویده کېدل
877,schlafen::V,ನಿದ್ರಿಸು,خوب کول
878,aufwachen::V,ಏಳು,ویښېدل
879,aufstehen::V,ಏಳು,پاڅېدل
880,sich erholen::V,ಸುಧಾರಿಸು,استراحت کول
881,krank werden::V,ಬೇನೆಬೀಳು,رنځورېدل
882,krank sein::V,ಕೆಟ್ಟ ಎಂದು,ناجوړېدل
883,schmerzen::V,ಕಚ್ಚು,خوږېدل
884,schmerzen::V,ಕಚ್ಚು,درد کول
885,husten::V,ಕೆಮ್ಮು,ټوخېدل
886,genesen::V,ಮತ್ತೆಹೊದಿಸು,رغېدل
887,sterben::V,ಮೃತಪಡು,مړل
888,umkommen::V,ಹಾಳಾಗು,تلفېدل
889,sich bewegen::V,ಚಲಿಸು,چلېدل
890,sich bewegen::V,ಚಲಿಸು,حرکت کول
891,sich rühren::V,ಕದಲು,ښورېدل
892,sich erheben::V,ಏಳು,درېدل
893,sich setzen::V,ಕೂರು,کښېنستل
894,hinfallen::V,ಬೀಳು,لوېدل
895,laufen::V,ನಡೆ,منډې وهل
896,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,قدم ایښودل
897,spazierengehen::V,ವಿಹರಿಸು,چکر وهل
898,eilen::V,ಮುನ್ನುಗ್ಗು,بېړه کول
899,sich beeilen::V,ಆತುರಪಡು,عجله کول
900,sausen::V,ಒಗೆ,ځغستل
901,rennen::V,ಓಡು,زغلېدل
902,springen::V,ಜಿಗಿ,ټوپ وهل
903,klettern::V,ಏರು,ختل
904,schaukeln::V,ತೂಗು,زنګېدل
905,kriechen::V,ತೆವಳು,خاپوړی وهل
906,schwimmen::V,ಈಜು,لامبو وهل
907,tauchen::V,ಕೆಳಗಿಳಿ,غوټه وهل
908,rudern::V,ಸಾಗಿಸು,پارو وهل
909,fahren::V,ನಡೆಸು,تلل
910,fliegen::V,ಹಾರು,الوتل
911,gehen::V,ಹೋಗು,تلل
912,weggehen::V,ಹೊರಡು,بهر وتل
913,abfahren::V,ತೆರಳು,تلل
914,anhalten::V,ನಿಲ್ಲು,ودرېدل
915,hineingehen::V,ಒಳಹೊಗು,داخلېدل
916,eintreten::V,ಒಳಹೊಗು,ننوتل
917,kommen::V,ಬರು,راتلل
918,ankommen::V,ಬರು,رسېدل
919,zurückkommen::V,ಹಿಂದಿರುಗು,بېرته راتلل
920,bleiben::V,ಇರು,پاتې کېدل
921,warten::V,ಇರು,انتظار وېستل
922,erwarten::V,ನಿರೀಕ್ಷಿಸು,انتظار کول
923,suchen::V,ಹುಡುಕು,لټول
924,finden::V,ಕಂಡುಕೊ,میندل
925,finden::V,ಕಂಡುಕೊ,پیدا کول
926,versuchen::V,ಪ್ರಯತ್ನಿಸು,هڅه کول
927,vorbereiten::V,ಸಿದ್ಧವಾಗು,چمتوکول
928,lieben::V,ಪ್ರೀತಿಸು,مینه لرل
929,mögen::V,ಇಷ್ಟಪಡು,خوښول
930,mögen::V,ಇಷ್ಟಪಡು,علاقه لرل
931,lachen::V,ನಗು,خندېدل
932,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,اغېزه کول
933,weinen::V,ಅಳು,ژړل
934,schimpfen::V,ಗೊಣಗು,ښکنځا کول
935,sich ärgern::V,ಗಣಗಾಡು,قهر راتلل
936,sich fürchten::V,ನಡುಗು,ډارېدل
937,fürchten::V,ಹೆದರು,ډارېدل
938,fliehen::V,ಓಡಿಹೋಗು,تښتېدل
939,flüchten::V,ಪಾರಾಗು,تښتېدل
940,sehen::V,ಕಾಣು,لیدل
941,anschauen::V,ನೋಡು,کتل
942,ansehen::V,ನಿರೀಕ್ಷಿಸು,ننداره کول
943,hören::V,ಕೇಳು,اورېدل
944,zuhören::V,ಆಲಿಸು,غوږ نیول
945,probieren::V,ರುಚಿ ನೋಡು,څکه کول
946,probieren::V,ರುಚಿ ನೋಡು,چاشنی کول
947,riechen::V,ಮೂಸು,بويول
948,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,حسول
949,scheinen::V,ತೋರು,ښکارېدل
950,zu sehen sein::V,ಕಾಣಿಸು,ښکارېدل
951,vernehmen::V,ಕೇಳು,خبرېدل
952,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,ساړه کېتل
953,tun::V,ಮಾಡು,کول
954,können::V,ಮಾಡಬಲ್ಲ,کولای شول
955,können::V,ಮಾಡಬಲ್ಲ,د لاسه کېدل
956,wollen::V,ಬಯಸು,غوښتل
957,anfangen::V,ಪ್ರಾರಂಭಿಸು,شروع کول
958,beenden::V,ನಿಲ್ಲಿಸು,ختمول
959,beenden::V,ನಿಲ್ಲಿಸು,پای ته رسول
960,aufhören::V,ಮುಗಿಸು,بس کول
961,gelingen::V,ಯಶಸ್ವಿಯಾಗು,موفق کېدل
962,gelingen::V,ಯಶಸ್ವಿಯಾಗು,بریالی کېدل
963,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,کېدل
964,öffnen::V,ತೆರೆ,خلاصول
965,öffnen::V,ತೆರೆ,پرانیستل
966,schließen::V,ಮುಚ್ಚು,تړل
967,stellen::V,ಇಕ್ಕು,ایښودل
968,setzen::V,ಇಡು,کښېنول
969,legen::V,ಇಡು,ایښودل
970,berühren::V,ತಾಕು,لاس وهل
971,verbinden::V,ಕೂಡಿಸು,تړل
972,bedecken::V,ಮುಚ್ಚು,پوښول
973,aufhängen::V,ತೂಗುಹಾಕು,ځوړندول
974,anzünden::V,ಹತ್ತಿಸು,بلول
975,aufheben::V,ಆಯಿ,پورته کول
976,zurücklassen::V,ಬಿಡು,پرېښودل
977,verlieren::V,ಕಳೆ,ورکول
978,fallen lassen::V,ಬೀಳಿಸು,له لاسه لوېدل
979,machen::V,ಮಾಡು,کول
980,herstellen::V,ತಯಾರಿಸು,جوړول
981,herstellen::V,ತಯಾರಿಸು,توليدول
982,bauen::V,ಕಟ್ಟು,جوړول
983,reparieren::V,ಸರಿಪಡಿಸು,ترمیمول
984,verbessern::V,ತಿದ್ದು,اصلاح کول
985,ändern::V,ಬದಲಾಯಿಸು,تغیر ورکول
986,graben::V,ಅಗೆ,کيندل
987,beugen::V,ಬಗ್ಗಿಸು,ټیټول
988,biegen::V,ಬಗ್ಗಿಸು,کږول
989,drehen::V,ತಿರುಗು,ګرځول
990,wenden::V,ತಿರುಗು,اړول
991,umdrehen::V,ತಿರುಗಿಸು,اړول
992,heben::V,ಎತ್ತು,جګول
993,heben::V,ಎತ್ತು,پورته کول
994,hochheben::V,ಎತ್ತು,جګول
995,ergreifen::V,ಆಕ್ರಮಿಸು,نیول
996,halten::V,ಹಿಡಿ,نیول
997,drücken::V,ಒತ್ತು,کښېکښل
998,schieben::V,ನೂಕು,پوری وهل
999,kratzen::V,ತರಚಿಕೊಳ್ಳು,ګرول
1000,lecken::V,ನೆಕ್ಕು,څټل
1001,beißen::V,ಕಚ್ಚು,چیچل
1002,abreißen::V,ಹರಿ,شکول
1003,abschneiden::V,ಕತ್ತರಿಸು,پرېکول
1004,binden::V,ಕಟ್ಟು,تړل
1005,stecken::V,ಸಿಕ್ಕಿಸು,ټومبل
1006,brechen::V,ಮುರಿ,ماتول
1007,klopfen::V,ತಟ್ಟು,ټکول
1008,hauen::V,ಹೊಡೆ,ټکول
1009,kleben::V,ಅಂಟಿಸು,نښلول
1010,kleben::V,ಅಂಟಿಸು,سرېښول
1011,reiben::V,ಉಜ್ಜು,مږل
1012,streichen::V,ಹರಡು,مښل
1013,schleifen::V,ಮಸೆ,تېره کول
1014,schneiden::V,ಕತ್ತರಿಸು,غوڅول
1015,schneiden::V,ಕತ್ತರಿಸು,پرېکول
1016,rütteln::V,ಕುಲುಕಿಸು,خوڅول
1017,schütteln::V,ಅಲುಗಿಸು,ښورول
1018,schwenken::V,ತೂಗಾಡು,خوڅول
1019,schütten::V,ಎರೆ,اچول
1020,schütten::V,ಎರೆ,تویول
1021,füllen::V,ತುಂಬಿಸು,ډکول
1022,einwickeln::V,ಹೊದಿಸು,پېچل
1023,einwickeln::V,ಹೊದಿಸು,نغښتل
1024,tragen::V,ಹೊರು,وړل
1025,schleppen::V,ಜಗ್ಗು,وړل
1026,ziehen::V,ಎಳೆ,کښل
1027,aufbewahren::V,ಇಟ್ಟುಕೊ,ساتل
1028,werfen::V,ಎಸೆ,اچول
1029,werfen::V,ಎಸೆ,غورځول
1030,fangen::V,ಹಿಡಿ,نیول
1031,fangen::V,ಹಿಡಿ,ګیرول
1032,packen::V,ಸೆಳೆ,نیول
1033,verstecken::V,ಮುಚ್ಚಿಡು,پټول
1034,teilen::V,ವಿಭಜಿಸು,وېشل
1035,teilen::V,ವಿಭಜಿಸು,تقسیمول
1036,schicken::V,ಕಳುಹಿಸು,لېږل
1037,schicken::V,ಕಳುಹಿಸು,استول
1038,bringen::V,ತರು,راوړل
1039,hinzufügen::V,ಕೂಡಿಸು,زیاتول
1040,bekommen::V,ಸಂಪಾದಿಸು,حاصلول
1041,erhalten::V,ಪಡೆ,اخیستل
1042,nehmen::V,ಹಿಡಿ,نیول
1043,nehmen::V,ಹಿಡಿ,اخيستل
1044,wählen::V,ಆರಿಸು,خوښول
1045,auswählen::V,ಆಯಿ,چنده کول
1046,bewahren::V,ರಕ್ಷಿಸಿಡು,ساتل
1047,behindern::V,ಅಡ್ಡಿಮಾಡು,مانع کېدل
1048,behindern::V,ಅಡ್ಡಿಮಾಡು,ممانعت کول
1049,verderben::V,ಕೆಡಿಸು,خرابېدل
1050,beschädigen::V,ಹಾಳುಮಾಡು,ورانول
1051,zerbrechen::V,ಮುರಿ,ماتول
1052,zerreißen::V,ಸೀಳು,څیرې کول
1053,zerstören::V,ಅಳಿಸು,ړنګول
1054,zerstören::V,ಅಳಿಸು,ورانول
1055,verbrennen::V,ಸುಡು,سوځول
1056,geben::V,ಕೊಡು,ورکول
1057,reichen::V,ಕೊಡು,ورکول
1058,schenken::V,ಅರ್ಪಿಸು,بښل
1059,versprechen::V,ವಾಗ್ದಾನಮಾಡು,لوز کول
1060,wünschen::V,ಬಯಸು,غوښتل
1061,loben::V,ಹೊಗಳು,ستایل
1062,loben::V,ಹೊಗಳು,تمجید کول
1063,küssen::V,ಚುಂಬಿಸು,ښکلول
1064,wiegen::V,ತೂಗು,زنګول
1065,zudecken::V,ಹಾಸು,پوښول
1066,wecken::V,ಎಬ್ಬಿಸು,ويښول
1067,zeigen::V,ತೋರಿಸು,ښودل
1068,führen::V,ದಾರಿತೋರಿಸು,بیول
1069,lehren::V,ಕಲಿಸು,درس ورکول
1070,lehren::V,ಕಲಿಸು,تعلیم ورکول
1071,unterrichten::V,ಬೋಧಿಸು,درس ورکول
