,Concept_ID,lbe,vep
460,Stiefel::N,чакма,sapug
461,Ring::N,кӏисса,rengaz
462,Band::N,линт,lentaine
463,Kamm::N,ттарал,suga
464,Spiegel::N,дагьани,zerkol
465,Riemen::N,эн,vö
466,Schnur::N,хьхьа,nor
467,Decke::N,виргъан,sijakatuz
468,Kissen::N,кӏаралу,pöluz
469,Tuch::N,карщи,paik
470,Handtuch::N,калихьу,käzipaik
471,Handtuch::N,лажинлихьу,käzipaik
472,Kraft::N,эллаж,vägi
473,Stärke::N,гуж,vahvuz'
474,Gesundheit::N,цӏуллу-сагъшиву,tervhuz
475,Krankheit::N,къашайшиву,läžund
476,Schmerz::N,къюву,kibu
477,Wunde::N,щаву,čapatez
478,Fieber::N,кӏиришиву,säru
479,Arznei::N,дару,zel'l'
480,Brücke::N,ламу,sild
481,Brunnen::N,къуй,kaiv
482,Weide::N,бизантту,omaluine
483,Pfad::N,жегъир ххуллу,tehut
484,Weg::N,ххуллу,te
485,Straße::N,ххуллу,te
486,Dorf::N,щар,külä
487,Dorf::N,шяравалу,külä
488,Stadt::N,шагьру,lidn
489,Brief::N,чагъар,kirjeine
490,Buch::N,лу,kirj
491,Buchstabe::N,хӏарп,kirjam
492,Zeitung::N,кказит,lehtez
493,Leben::N,оьрму,elo
494,Tod::N,ажал,surm
495,Tod::N,бивкӏу,surm
496,Tod::N,ивчӏаву,surm
497,Grab::N,гьав,kaum
498,Kirche::N,килиса,jumalanpert'
499,Sünde::N,бунагъ,grähk
500,Gott::N,зал,jumal
501,Arbeiter::N,зузала,radnik
502,Chef::N,ялувма,pämez'
503,Meister::N,усттар,mastar
504,Arzt::N,хӏакин,lekar'
505,Lehrer::N,учитель,opendai
506,Geld::N,арцу,rahad
507,Geschäft::N,даву,biznes
508,Laden::N,ттучан,lauk
509,Preis::N,багъа,arv
510,Ware::N,хъус,tavar
511,Nutzen::N,хайр,liža
512,Nutzen::N,мюнпат,liža
513,Reichtum::N,давлат,kodielo
514,Reichtum::N,давлат,kal'huz'
515,Reichtum::N,аваданшиву,kodielo
516,Reichtum::N,аваданшиву,kal'huz'
517,Welt::N,дуниял,mail'm
518,Land::N,билаят,ma
519,Staat::N,паччахӏлугъ,valdkund
520,Macht::N,власть,vald
521,Grenze::N,дазу,röun
522,Krieg::N,дяъви,soda
523,Feind::N,душман,vihanik
524,Feind::N,душман,vastustai
525,Gewalt::N,къия,vägivald
526,Kampf::N,лачӏуи уккаву,tora
527,Bogen[Waffe]::N,ккуртта,taug
528,Pfeil::N,чӏатӏаракӏ,nol
529,Gewehr::N,ттупанг,oružj
530,Fehler::N,гъалатӏ,viga
531,Lüge::N,щялмахъ,kelastuz
532,Schaden::N,зарал,pahuz'
533,Unglück::N,бала,bed
534,Unglück::N,бала,gor'a
535,Schuld::N,тахсир,värhuz'
536,Alter::N,оьрму,igä
537,Schluss::N,ахир,lop
538,Zeit::N,чӏун,aig
539,Tag::N,кьини,päiv
540,Morgen::N,кӏюрх,homendez
541,Mittag::N,ахттайн,keskpäiv
542,Mittag::N,дяахттайн,keskpäiv
543,Mittag::N,ахттайн чӏун,keskpäiv
544,Abend::N,маркӏачӏан,eht
545,Nacht::N,хьхьу,ö
546,Woche::N,нюжмар,nedal'
547,Monat::N,барз,ku
548,Jahr::N,шин,voz'
549,Frühling::N,инт,keväz'
550,Sommer::N,гъи,keza
551,Herbst::N,ссут,sügüz'
552,Winter::N,кӏи,tal'v
553,Januar::N,цалчинмур барз,viluku
554,Februar::N,кӏилчинмур барз,uhoku
555,März::N,шамилчинмур барз,keväz'ku
556,April::N,апрель,sulaku
557,April::N,мукьилчинмур барз,sulaku
558,Mai::N,май,semendku
559,Mai::N,ххюлчинмур барз,semendku
560,Juni::N,июнь,kezaku
561,Juni::N,ряххилчинмур барз,kezaku
562,Juli::N,июль,heinku
563,Juli::N,Арулчинмур барз,heinku
564,August::N,мяйлчинмур барз,eloku
565,September::N,урчӏилчинмур барз,sügüz'ku
566,Oktober::N,ацӏилчинмур барз,reduku
567,November::N,ацӏния цалчинмур барз,kül'mku
568,Dezember::N,ацӏния кӏилчинмур барз,tal'vku
569,Montag::N,итин,ezmärg
570,Montag::N,итин кьини,ezmärg
571,Dienstag::N,тталат,tožnarg
572,Dienstag::N,тталат кьини,tožnarg
573,Mittwoch::N,арвахӏ,koumanz'päiv
574,Donnerstag::N,хамис,nellänz'päiv
575,Freitag::N,нюжмар,pätnič
576,Freitag::N,нюжмар,videnz'päiv
577,Freitag::N,нюжмар кьини,pätnič
578,Freitag::N,нюжмар кьини,videnz'päiv
579,Samstag::N,ххуллун,sobat
580,Samstag::N,ххуллун кьини,sobat
581,Sonntag::N,алхӏат,pühäpäiv
582,Sonntag::N,алхӏат кьини,pühäpäiv
583,groß::A,бугъарасса,sur'
584,groß::A,бугъарасса,järed
585,klein::A,чӏивисса,pen'
586,klein::A,чӏивисса,pičuine
587,lang::A,лахъисса,pit'k
588,kurz::A,кутӏасса,lühüd
589,breit::A,уттасса,leved
590,schmal::A,уттакӏюласса,kaid
591,dicht::A,ццунсса,tihed
592,dick[Gegenstand]::A,ганзсса,paks
593,dünn::A,кӏюласса,hoik
594,fest::A,цӏакьсса,luja
595,fest::A,цӏакьсса,ninev
596,fest::A,кьянкьасса,luja
597,fest::A,кьянкьасса,ninev
598,flach::A,баягъисса,lapak
599,flach::A,цӏубакъасса,lapak
600,flach::A,куртӏ дакъасса,lapak
601,glatt::A,дюрчӏусса,siled
602,hart::A,кьянкьасса,kova
603,weich::A,кӏукӏлусса,pehmed
604,rund::A,ккурккисса,kehker
605,spitz::A,ярксса,nügu
606,spitz::A,ярксса,terav
607,spitz::A,дайлсса,nügu
608,spitz::A,дайлсса,terav
609,spitz::A,мицӏ бусса,nügu
610,spitz::A,мицӏ бусса,terav
611,scharf::A,ярксса,terav
612,scharf::A,дайлсса,terav
613,scharf::A,мицӏ бусса,terav
614,stumpf::A,къуркъасса,tül'c
615,schwer::A,кӏусса,jüged
616,schön::A,аьнтӏикӏасса,čoma
617,heiß::A,кӏирисса,räk
618,warm::A,гъелисса,läm'
619,kalt::A,дяркъусса,vilu
620,kühl::A,дюхлулсса,raibak
621,kühl::A,дюхлулсса,viluhk
622,frisch::A,цӏусса,lahed
623,feucht::A,атилсса,neps
624,feucht::A,атилсса,toreh
625,feucht::A,хъавтусса,neps
626,feucht::A,хъавтусса,toreh
627,nass::A,атилсса,märg
628,nass::A,хъавтусса,märg
629,trocken::A,кьавкьсса,kuiv
630,trocken::A,кьакьан бувсса,kuiv
631,voll::A,бувцӏусса,täuz'
632,leer::A,бачӏвасса,joudai
633,offen::A,тӏивтӏусса,avoin
634,offen::A,тӏивтӏусса,avol'jaine
635,geschlossen::A,лавкьусса,saubaline
636,sauber::A,марцӏсса,puhtaz
637,schmutzig::A,чапалсса,redukaz
638,roh::A,шакъавхьсса,rohk
639,roh::A,шакъавхьсса,toreh
640,reif::A,дирсса,küps
641,lecker::A,нахӏусса,magukaz
642,lecker::A,тӏааьнсса,magukaz
643,süß::A,нацӏусса,maged
644,bitter::A,кьурчӏисса,karged
645,sauer::A,туршсса,muiged
646,hell::A,чаннасса,kirkas
647,hell::A,чаннасса,valgei
648,dunkel::A,цӏансса,pimed
649,schwarz::A,лухӏисса,must
650,weiß::A,кӏяласса,vauged
651,rot::A,ятӏулсса,rusked
652,gelb::A,хъахъисса,pakuine
653,blau::A,някӏсса,sinine
654,grün::A,щюлисса,vihand
655,grau::A,оьрусса,hahk
656,bunt::A,оьрчӏикӏурисса,kirjav
657,billig::A,кьювкьусса,odav
658,teuer::A,ххирасса,kalliž
659,wertvoll::A,багьасса,arvokas
660,blind::A,мурчӏисса,soged
661,taub::A,къюкӏсса,kurdiž
662,kräftig::A,гужсса,vägev
663,stark::A,кьянкьасса,vahv
664,stark::A,кьянкьасса,vägekaz
665,schwach::A,заэвсса,väll'
666,fett::A,бучсса,razvakaz
667,schlank::A,бювхъусса,kapos
668,hübsch::A,янусса,čoma
669,böse::A,оьсса,äred
670,böse::A,оьсса,käred
671,dumm::A,ахӏмакьсса,el'getoi
672,faul::A,танмалсса,lašk
673,faul::A,курчӏилсса,lašk
674,fleißig::A,хӏарачат бусса,radonnavedii
675,geizig::A,янттарцӏансса,ažlak
676,klug::A,аькьлу бусса,melev
677,klug::A,аькьлу бусса,melekaz
678,geschickt::A,паргалсса,mahtokaz
679,lieb::A,аьзизсса,izo
680,lieb::A,аьзизсса,sula
681,lustig::A,тяхъасса,ilokaz
682,sanft::A,иминсса,laskav
683,hungrig::A,ккашилсса,näl'ghine
684,krank::A,къашавайсса,läžui
685,nackt::A,кӏачӏасса,alastoi
686,traurig::A,пашмансса,opalahine
687,lebendig::A,уттавасса,eläb
688,gut::A,ххуйсса,hüvä
689,schlecht::A,оьккисса,huba
690,richtig::A,саргъунсса,oiged
691,schlimm::A,оьккисса,paha
692,wahr::A,хӏакьсса,todesine
693,alt::A,кугьнасса,vanh
694,neu::A,цӏусса,uz'
695,ehemalig::A,хъхъичӏвасса,edeline
696,alt[Lebewesen]::A,агьилсса,ravaz
697,jung::A,чӏавасса,nor'
698,jung::A,жагьилсса,nor'
699,arm::A,мискинсса,gol'l'
700,reich::A,авадансса,elokaz
701,bekannt::A,дусъсса,tutab
702,berühmt::A,машгьурсса,tetab
703,fremd::A,чил,veraz
704,verschieden::A,личӏи-личӏисса,erazvuitte
705,nah::A,гъансса,läheline
706,fern::A,архсса,edahaine
707,linker::A,кияхсса,hura
708,linker::A,кюччахсса,hura
709,rechter::A,урчӏахсса,oiged
710,anderer::A,цамур,toine
711,erster::A,цалчинмур,ezmäine
712,erster::A,цалчиннсса,ezmäine
713,zweiter::A,кӏилчиимур,toine
714,dritter::A,шамулчинмур,koumanz'
715,letzter::A,махъва-махъмур,jäl'gmäine
716,allein::ADV,ялгъузну,üksnäze
717,zusammen::ADV,цачӏу,ühtes
718,zusammen::ADV,архӏал,ühtes
719,lange::ADV,батӏи къабуклай,hätken
720,lange::ADV,хъунмасса хӏаллай,hätken
721,plötzlich::ADV,цакуну,äkkid
722,sofort::ADV,мугьлат бакъа,kerdalaz
723,später::ADV,махъ,möhemba
724,jetzt::ADV,утти,nügüd'
725,jetzt::ADV,цӏана,nügüd'
726,heute::ADV,хӏакьину,tämbei
727,morgen::ADV,гьуит,homen
728,morgen::ADV,гьунттий,homen
729,dann::ADV,яла,sid'
730,gestern::ADV,лахьхьу,eglai
731,damals::ADV,та чӏумал,siloi
732,danach::ADV,яла,sid'
733,vorher::ADV,хьхьнчӏ,ende
734,vorher::ADV,хьхьичӏва,ende
735,zuerst::ADV,бакӏрай,ezmäi
736,zuerst::ADV,цӏу бутӏуй,ezmäi
737,einmal::ADV,цал,kerdan
738,manchmal::ADV,ваксса-таксса,erašti
739,oft::ADV,чӏявуну,paksus
740,immer::ADV,мудан,kaiken
741,immer::ADV,даиман,kaiken
742,niemals::ADV,тачӏав,ei nikonz
