,Concept_ID,fi,lez
60,Atem::N,hengitys,нефес
61,Hunger::N,nälkä,каш
62,Träne::N,kyynel,вилин нагъв
63,Geschmack::N,maku,дад
64,Geschmack::N,maku,тӏям
65,Geruch::N,haju,ни
66,Schlaf::N,uni,ахвар
67,Traum::N,uni,ахвар
68,Himmel::N,taivas,цав
69,Sonne::N,aurinko,рагъ
70,Mond::N,kuu,варз
71,Stern::N,tähti,гъед
72,Luft::N,ilma,гьава
73,Wind::N,tuuli,гар
74,Welle::N,aalto,лепе
75,Wasser::N,vesi,яд
76,Stein::N,kivi,къван
77,Boden::N,maa,накьв
78,Boden::N,maaperä,накьв
79,Erde::N,maa,ччил
80,Staub::N,pöly,руг
81,Rauch::N,savu,гум
82,Funke::N,kipinä,цӏелхем
83,Feuer::N,tuli,цӏай
84,Licht::N,valo,экв
85,Schatten::N,varjo,серин
86,Wetter::N,sää,гьава
87,Nebel::N,sumu,ччилин циф
88,Wolke::N,pilvi,циф
89,Regen::N,sade,марф
90,Schnee::N,lumi,жив
91,Eis::N,jää,мурк
92,Frost::N,halla,аяз
93,Frost::N,pakkanen,аяз
94,Kälte::N,vilu,мекь
95,Kälte::N,vilu,мекьивал
96,Kälte::N,kylmyys,мекь
97,Kälte::N,kylmyys,мекьивал
98,Hitze::N,helle,зегьем
99,Hitze::N,kuumuus,зегьем
100,Raureif::N,huurre,къирав
101,Regenbogen::N,sateenkaari,яргъируш
102,Donner::N,jyrinä,цавун ван
103,Strömung::N,virtaus,
104,Tropfen::N,tippa,стӏал
105,Tropfen::N,pisara,стӏал
106,Schaum::N,vaahto,каф
107,Schmutz::N,loka,чирк
108,Schmutz::N,loka,кьуруш
109,See::N,järvi,вир
110,Sumpf::N,suo,уьлен
111,Moor::N,räme,
112,Wiese::N,niitty,векь
113,Wald::N,metsä,там
114,Hügel::N,mäki,кӏунтӏ
115,Hügel::N,kumpu,кӏунтӏ
116,Hügel::N,kukkula,кӏунтӏ
117,Anhöhe::N,mäki,тепе
118,Anhöhe::N,mäki,гьуьндуьрвал
119,Anhöhe::N,kumpare,тепе
120,Anhöhe::N,kumpare,гьуьндуьрвал
121,Berg::N,mäki,дагъ
122,Berg::N,vuori,дагъ
123,Gipfel::N,laki,кӏукӏ
124,Gipfel::N,huippu,кӏукӏ
125,Höhle::N,luola,кьветӏ
126,Abhang::N,rinne,гуьне
127,Quelle::N,lähde,чешме
128,Bach::N,puro,булах
129,Fluss::N,joki,вацӏ
130,Ufer::N,ranta,къерех
131,Küste::N,rannikko,къерех
132,Festland::N,manner,кьурамат
133,Meer::N,meri,гьуьл
134,Bucht::N,lahti,бухта
135,Insel::N,saari,остров
136,Blume::N,kukka,цуьк
137,Gras::N,ruoho,хъач
138,Wurzel::N,juuri,дувул
139,Baum::N,puu,ттар
140,Stamm::N,runko,тан
141,Rinde::N,kuori,чкал
142,Rinde::N,parkki,чкал
143,Ast::N,oksa,тӏур
144,Zweig::N,haara,хел
145,Blatt::N,lehti,пеш
146,Birke::N,koivu,верх
147,Kiefer[Baum]::N,mänty,шамагъаж
148,Kiefer[Baum]::N,petäjä,шамагъаж
149,Weide[Baum]::N,paju,цӏвелин ттар
150,Tanne::N,kuusi,ель
151,Horn::N,sarvi,карч
152,Feder::N,sulka,цӏакул
153,Feder::N,höyhen,цӏакул
154,Fell::N,talja,хам
155,Flügel::N,siipi,лув
156,Klaue::N,kynsi,къармах
157,Kralle::N,kynsi,пац
158,Kralle::N,kynsi,тапас
159,Schwanz::N,häntä,ттум
160,Schwanz::N,pyrstö,ттум
161,Ei::N,muna,кака
162,Nest::N,pesä,муг
163,Bau::N,pesä,тӏеквен
164,Tier::N,eläin,гьайван
165,Herde::N,lauma,суьруь
166,Kuh::N,lehmä,ккал
167,Bulle::N,sonni,яц
168,Bulle::N,sonni,бугъа
169,Pferd::N,hevonen,балкӏан
170,Schaf::N,lammas,хеб
171,Schwein::N,sika,вак
172,Hund::N,koira,кицӏ
173,Katze::N,kissa,кац
174,Bär::N,karhu,сев
175,Eichhörnchen::N,orava,белка
176,Elch::N,hirvi,лось
177,Fuchs::N,kettu,сикӏ
178,Hase::N,jänis,къуьр
179,Maus::N,hiiri,кьиф
180,Wolf::N,susi,жанавур
181,Vogel::N,lintu,луван ничхир
182,Schwarm::N,parvi,луж
183,Huhn::N,kana,верч
184,Hahn::N,kukko,кӏек
185,Gans::N,hanhi,къаз
186,Adler::N,kotka,лекь
187,Ente::N,ankka,пӏатӏ
188,Eule::N,pöllö,тӏиб
189,Kranich::N,kurki,дурна
190,Krähe::N,varis,къаргъа
191,Kuckuck::N,käki,кукупӏ
192,Schwan::N,joutsen,къугь
193,Fisch::N,kala,гъед
194,Barsch::N,ahven,окунь
195,Hecht::N,hauki,щука
196,Schlange[Tier]::N,käärme,илан
197,Schlange[Tier]::N,käärme,гъуьлягъ
198,Wurm::N,mato,квак
199,Spinne::N,hämähäkki,хуьшрекан
200,Ameise::N,muurahainen,цегв
201,Laus::N,täi,нет
202,Mücke::N,sääski,ветӏ
203,Mücke::N,hyttynen,ветӏ
204,Fliege::N,kärpänen,тӏветӏ
205,Schmetterling::N,perhonen,чепелукь
206,Beere::N,marja,куьлуь емиш
207,Apfel::N,omena,ич
208,Pilz::N,sieni,къарникъуз
209,Zwiebel::N,sipuli,чичӏек
210,Saat::N,siemenet,тумар
211,Korn::N,jyvä,твар
212,Korn::N,vilja,твар
213,Heu::N,heinä,векь
214,Heu::N,heinä,векьер
215,Schale::N,kuori,пириш
216,Schale::N,kuori,хъуьруьш
217,Grube::N,kuoppa,фур
218,Falle::N,loukku,ракьар
219,Schlinge::N,ansa,гьалкъа
220,Spur::N,jälki,гел
221,Asche::N,tuhka,руьхъ
222,Dreck::N,lika,чирк
223,Dreck::N,lika,кьуруш
224,Eisen::N,rauta,ракь
225,Gold::N,kulta,алтун
226,Silber::N,hopea,гимиш
227,Kohle::N,hiili,цӏивин
228,Glas::N,lasi,шуьше
229,Lehm::N,savi,ччеб
230,Sand::N,hiekka,къум
231,Mensch::N,ihminen,инсан
232,Mann::N,mies,итим
233,Frau::N,nainen,паб
234,Frau::N,nainen,дишегьли
235,Kind::N,lapsi,аял
236,Junge::N,poika,гада
237,Mädchen::N,tyttö,руш
238,Familie::N,perhe,хзан
239,Familie::N,perhe,килфет
240,Großvater::N,isoisä,чӏехи буба
241,Großmutter::N,isoäiti,чӏехи диде
242,Eltern::N,vanhemmat,диде-буба
243,Vater::N,isä,буба
244,Mutter::N,äiti,диде
245,Sohn::N,poika,хва
246,Tochter::N,tytär,руш
247,Bruder::N,veli,стха
248,Schwester::N,sisko,вах
249,Onkel::N,eno,ими
250,Onkel::N,eno,халу
251,Onkel::N,setä,ими
252,Onkel::N,setä,халу
253,Tante::N,täti,эме
254,Tante::N,täti,хала
255,Ehemann::N,mies,гъуьл
256,Ehemann::N,aviomies,гъуьл
257,Ehefrau::N,vaimo,паб
258,Ehefrau::N,aviovaimo,паб
259,Freude::N,ilo,шадвал
260,Freude::N,riemu,шадвал
261,Gelächter::N,nauru,хъвер
262,Glück::N,onni,бахт
263,Kummer::N,suru,дерт
264,Kummer::N,suru,хажалат
265,Kummer::N,murhe,дерт
266,Kummer::N,murhe,хажалат
267,Wunsch::N,toive,мурад
268,Wunsch::N,toivomus,мурад
269,Lust::N,himo,гьевес
270,Geist::N,henki,руьгь
271,Gedanke::N,aate,фикир
272,Gedanke::N,ajatus,фикир
273,Gedächtnis::N,muisti,
274,Verstand::N,äly,акьул
275,Verstand::N,järki,акьул
276,Verstand::N,ymmärrys,акьул
277,Sinn::N,merkitys,мана
278,Grund::N,syy,себеб
279,Grund::N,peruste,себеб
280,Wahrheit::N,tosi,керчек
281,Wahrheit::N,tosi,гьакъикъат
282,Wahrheit::N,totuus,керчек
283,Wahrheit::N,totuus,гьакъикъат
284,Gespräch::N,puhelu,ихтилат
285,Gespräch::N,keskustelu,ихтилат
286,Märchen::N,satu,мах
287,Erzählung::N,tarina,кьиса
288,Erzählung::N,kertomus,кьиса
289,Nachricht::N,tieto,хабар
290,Nachricht::N,ilmoitus,хабар
291,Neuigkeit::N,uutinen,цӏийи хабар
292,Name::N,nimi,тӏвар
293,Rätsel::N,arvoitus,мискӏал
294,Rede::N,puhe,рахун
295,Sprache::N,kieli,чӏал
296,Stimme::N,ääni,ван
297,Wort::N,sana,гаф
298,Zeichen::N,merkki,ишара
299,Ruf::N,kutsu,эвер
300,Lärm::N,melu,ван-сес
301,Lärm::N,hälinä,ван-сес
302,Laut::N,ääni,ван
303,Laut::N,ääni,сес
304,Ton::N,sävel,ван-сес
305,Lied::N,laulu,мани
306,Ruhe::N,lepo,ласвал
307,Ruhe::N,lepo,фаракъат
308,Ruhe::N,lepo,асайиш
309,Ruhe::N,rauha,ласвал
310,Ruhe::N,rauha,фаракъат
311,Ruhe::N,rauha,асайиш
312,Leute::N,väki,инсанар
313,Leute::N,ihmiset,инсанар
314,Volk::N,kansa,халкь
315,Arbeit::N,työ,кӏвалах
316,Gast::N,vieras,мугьман
317,Geschenk::N,lahja,савкьат
318,Spiel::N,peli,къугъун
319,Spiel::N,leikki,къугъун
320,Gesellschaft::N,seura,жемят
321,Gesellschaft::N,seura,общество
322,Hilfe::N,apu,куьмек
323,Freund::N,ystävä,дуст
324,Kamerad::N,toveri,яр-дуст
325,Angelegenheit::N,asia,кар
326,Anzahl::N,lukumäärä,сан
327,Anzahl::N,lukumäärä,кьадар
328,Art::N,laji,жуьре
329,Stück::N,pala,кӏус
330,Stück::N,kappale,кӏус
331,Teil::N,osa,пай
332,Hälfte::N,puoli,зур
333,Hälfte::N,puoli,зур пай
334,Kreis::N,ympyrä,круг
335,Kreis::N,ympyrä,чкаяр
336,Kreis::N,ympyrä,элкъвей цӏар
337,Kreuz::N,risti,хаш
338,Linie::N,viiva,цӏар
339,Strich::N,piirto,цӏар
340,Abstand::N,väli,ара
341,Abstand::N,väljyys,ара
342,Entfernung::N,etäisyys,мензил
343,Gegend::N,seutu,чка
344,Platz::N,tila,ара
345,Ort::N,kohta,чка
346,Ort::N,paikka,чка
347,Seite::N,sivu,пад
348,Seite::N,kylki,пад
349,Mitte::N,keskus,юкь
350,Mitte::N,puoliväli,юкь
351,Gegenstand::N,kalu,затӏ
352,Gegenstand::N,esine,затӏ
353,Sache::N,asia,шей
354,Sache::N,asia,затӏ
355,Rand::N,ääri,къерех
356,Rand::N,syrjä,къерех
357,Kante::N,särmä,син
358,Ecke::N,nurkka,пӏипӏ
359,Spitze::N,terä,кӏвенкӏв
360,Spitze::N,kärki,кӏвенкӏв
361,Ende::N,pää,кьил
362,Ende::N,perä,кьил
363,Loch::N,kolo,тӏеквен
364,Loch::N,reikä,тӏеквен
365,Winkel::N,kulma,пӏипӏ
366,Muster::N,kuvio,гишир
367,Größe::N,koko,кьадар
368,Größe::N,suuruus,кьадар
369,Länge::N,pituus,яргъивал
370,Höhe::N,korkeus,кьакьанвал
371,Gewicht::N,paino,заланвал
372,Menge::N,määrä,кьадар
373,Haufen::N,kasa,хара
374,Reihe::N,rivi,жерге
375,Boot::N,vene,луьткве
376,Ruder::N,airo,кьусу
377,Schlitten::N,reki,гъелерар
378,Schlitten::N,kelkka,гъелерар
379,Ski::N,suksi,
380,Lagerfeuer::N,nuotio,цӏай
381,Last::N,kuorma,заланвал
382,Gang::N,kulku,ериш
383,Gang::N,käynti,ериш
384,Schritt::N,askel,къадам
385,Norden::N,pohjoinen,кефер
386,Norden::N,pohjoinen,кефер пад
387,Süden::N,etelä,кьибле
388,Westen::N,länsi,рагъакӏидай пад
389,Osten::N,itä,рагъэкъечӏдай пад
390,Holz::N,puu,кӏарас
391,Brett::N,lauta,кьул
392,Brett::N,lauta,тахта
393,Platte::N,levy,
394,Stütze::N,noja,даях
395,Stange::N,tanko,юрк
396,Stock::N,keppi,лаш
397,Stab::N,sauva,юрк
398,Stab::N,seiväs,юрк
399,Rohr::N,putki,турба
400,Haus::N,talo,ужагъ
401,Heim::N,koti,кӏвал
402,Ofen::N,uuni,пич
403,Fußboden::N,lattia,кӏвалин ччил
404,Tisch::N,pöytä,стол
405,Stuhl::N,tuoli,стул
406,Wiege::N,kehto,кьеб
407,Bett::N,sänky,тахт
408,Regal::N,hylly,кьацӏ
409,Kiste::N,arkku,ящик
410,Kiste::N,kirstu,ящик
411,Kiste::N,laatikko,ящик
412,Fenster::N,ikkuna,дакӏар
413,Tür::N,ovi,рак
414,Tor::N,portti,варар
415,Zaun::N,aita,пару
416,Dach::N,katto,къав
417,Leiter::N,tikkaat,гурар
418,Leiter::N,tikapuut,гурар
419,Besen::N,luuta,таран кул
420,Spaten::N,lapio,ппер
421,Schaufel::N,lapio,хекендаз
422,Gabel::N,haarukka,шиш
423,Löffel::N,lusikka,тӏур
424,Messer::N,veitsi,чукӏул
425,Nagel::N,naula,мих
426,Netz::N,verkko,чил
427,Haken::N,haka,къармах
428,Haken::N,koukku,къармах
429,Griff::N,ripa,ттум
430,Griff::N,kahva,ттум
431,Schloss::N,lukko,куьлег
432,Bild::N,kuva,шикил
433,Bild::N,kuva,суьрет
434,Figur::N,kuvio,фигура
435,Puppe::N,nukke,нини
436,Beutel::N,pussi,тагъар
437,Bündel::N,nippu,галгам
438,Bündel::N,kimppu,галгам
439,Tasche::N,laukku,чанта
440,Eimer::N,sanko,ведре
441,Eimer::N,ämpäri,ведре
442,Deckel::N,kansi,кьил
443,Deckel::N,kansi,къалпагъ
444,Geschirr::N,astia,къаб-къажах
445,Sack::N,säkki,чувал
446,Tasse::N,kuppi,сукӏра
447,Topf::N,pata,къажгъан
448,Kessel::N,kattila,къажгъан
449,Essen::N,syönti,тӏуьн
450,Nahrung::N,ruoka,тӏуьн
451,Nahrung::N,ravinto,тӏуьн
452,Speise::N,ruoka,хуьрек
453,Fleisch::N,liha,як
454,Getreide::N,vilja,техил
455,Brei::N,puuro,хапӏа
456,Brei::N,puuro,хешил
457,Brot::N,leipä,фу
458,Scheibe::N,viipale,чӏук
459,Fett::N,rasva,ягълу
460,Butter::N,voi,гъери
461,Öl::N,öljy,ягълу
462,Salz::N,suola,кьел
463,Suppe::N,keitto,суп
464,Suppe::N,keitto,шурпа
465,Honig::N,hunaja,вирт
466,Milch::N,maito,нек
467,Tee::N,tee,чай
468,Leder::N,nahka,тумаж
469,Wolle::N,villa,йис
470,Stoff::N,kangas,парча
471,Nadel::N,neula,раб
472,Faden::N,lanka,гъал
473,Knopf::N,nappi,дуьгме
474,Knoten::N,solmu,тӏвал
475,Farbe::N,maali,ранг
476,Kleidung::N,vaatteet,партал
477,Hemd::N,paita,перем
478,Kragen::N,kaulus,хев
479,Ärmel::N,hiha,хел
480,Hose::N,housut,шалвар
481,Gürtel::N,vyö,чӏул
482,Mütze::N,lakki,бармак
483,Mütze::N,lakki,бапӏах
484,Schuh::N,kenkä,ботинка
485,Stiefel::N,saapas,чекме
486,Ring::N,sormus,тупӏал
487,Band::N,nauha,тасма
488,Kamm::N,kampa,регъ
489,Spiegel::N,peili,гуьзгуь
490,Riemen::N,hihna,къайиш
491,Schnur::N,naru,еб
492,Schnur::N,nuora,еб
493,Leine::N,talutushihna,
494,Decke::N,peite,яргъан
495,Kissen::N,tyyny,хъуьцуьган
496,Kissen::N,pielus,хъуьцуьган
497,Tuch::N,huivi,шал
498,Handtuch::N,pyyheliina,дасмал
499,Kraft::N,väki,гуж
500,Kraft::N,voima,гуж
501,Stärke::N,vahvuus,къуват
502,Gesundheit::N,terveys,сагъвал
503,Krankheit::N,tauti,тӏал
504,Krankheit::N,sairaus,тӏал
505,Schmerz::N,kipu,тӏал
506,Schmerz::N,kipu,тӏарвал
507,Schmerz::N,särky,тӏал
508,Schmerz::N,särky,тӏарвал
509,Wunde::N,haava,хер
510,Fieber::N,kuume,ифин
511,Arznei::N,lääke,дарман
512,Brücke::N,silta,муьгъ
513,Brunnen::N,kaivo,къуй
514,Weide::N,laidun,уьруьш
515,Pfad::N,polku,рехъ
516,Weg::N,tie,рехъ
517,Straße::N,katu,рехъ
518,Dorf::N,kylä,хуьр
519,Stadt::N,kaupunki,шегьер
520,Brief::N,kirje,кагъаз
521,Buch::N,kirja,улуб
522,Buchstabe::N,kirjain,гьарф
523,Zeitung::N,lehti,газета
524,Zeitung::N,sanomalehti,газета
525,Leben::N,elo,уьмуьр
526,Leben::N,elämä,уьмуьр
527,Tod::N,kuolema,кьиникь
528,Grab::N,hauta,сур
529,Kirche::N,kirkko,килиса
530,Sünde::N,synti,гунагь
531,Gott::N,jumala,аллагь
532,Arbeiter::N,työläinen,фяле
533,Chef::N,päällikkö,гьаким
534,Meister::N,mestari,устӏар
535,Arzt::N,lääkäri,доктор
536,Lehrer::N,opettaja,муаллим
537,Geld::N,raha,пул
538,Geschäft::N,liike,
539,Laden::N,puoti,магазин
540,Laden::N,kauppa,магазин
541,Preis::N,hinta,къимет
542,Ware::N,tavara,мал
543,Ware::N,tavara,товар
544,Nutzen::N,hyöty,хийир
545,Nutzen::N,hyöty,менфят
546,Reichtum::N,rikkaus,девлет
547,Welt::N,maailma,дуьнья
548,Land::N,maa,уьлкве
549,Staat::N,valtio,пачагьлугъ
550,Staat::N,valtio,государство
551,König::N,kuningas,пачагь
552,Macht::N,mahti,власть
553,Grenze::N,raja,сергьят
554,Krieg::N,sota,дяве
555,Feind::N,vihollinen,душман
556,Gewalt::N,väkivalta,гуж
557,Kampf::N,taistelu,женг
558,Bogen[Waffe]::N,jousi,чӏемерук
559,Pfeil::N,nuoli,хьел
560,Gewehr::N,kivääri,тфенг
561,Fehler::N,vika,гъалатӏ
562,Fehler::N,virhe,гъалатӏ
563,Lüge::N,valhe,ттаб
564,Schaden::N,vaurio,зиян
565,Schaden::N,vaurio,зарар
566,Schaden::N,vahinko,зиян
567,Schaden::N,vahinko,зарар
568,Unglück::N,vahinko,бала
569,Unglück::N,vahinko,бедбахтвал
570,Unglück::N,onnettomuus,бала
571,Unglück::N,onnettomuus,бедбахтвал
572,Schuld::N,syy,тахсир
573,Alter::N,ikä,яш
574,Schluss::N,loppu,эхир
575,Zeit::N,aika,вяде
576,Tag::N,päivä,югъ
577,Morgen::N,aamu,пакама
578,Morgen::N,huomen,пакама
579,Mittag::N,keskipäivä,нисин
580,Abend::N,ilta,няни
581,Nacht::N,yö,йиф
582,Woche::N,viikko,гьафте
583,Monat::N,kuukausi,варз
584,Jahr::N,vuosi,йис
585,Frühling::N,kevät,гатфар
586,Sommer::N,kesä,гад
587,Herbst::N,syksy,зул
588,Winter::N,talvi,кьуьд
589,Januar::N,tammikuu,январь
590,Februar::N,helmikuu,февраль
591,März::N,maaliskuu,март
592,April::N,huhtikuu,апрель
593,Mai::N,toukokuu,май
594,Juni::N,kesäkuu,июнь
595,Juli::N,heinäkuu,июль
596,August::N,elokuu,август
597,September::N,syyskuu,сентябрь
598,Oktober::N,lokakuu,октябрь
599,November::N,marraskuu,ноябрь
600,Dezember::N,joulukuu,декабрь
601,Montag::N,maanantai,ислен
602,Dienstag::N,tiistai,саласа
603,Mittwoch::N,keskiviikko,арбе
604,Donnerstag::N,torstai,хемис югъ
605,Freitag::N,perjantai,жуьмя
606,Freitag::N,perjantai,жуьмя югъ
607,Samstag::N,lauantai,киш
608,Sonntag::N,sunnuntai,гьяд
609,groß::A,iso,еке
610,groß::A,iso,чӏехи
611,groß::A,suuri,еке
612,groß::A,suuri,чӏехи
613,klein::A,pieni,гъвечӏи
614,lang::A,pitkä,яргъи
615,kurz::A,lyhyt,куьруь
616,breit::A,leveä,гьяркьуь
617,schmal::A,kapea,гуьтӏуь
618,dicht::A,taaja,къалин
619,dick[Gegenstand]::A,paksu,
620,dünn::A,ohut,кьелечӏ
621,fein::A,hieno,шуькӏуь
622,fest::A,luja,кӏеви
623,flach::A,litteä,кьулу
624,flach::A,tasainen,кьулу
625,glatt::A,sileä,цӏалцӏам
626,glatt::A,siloinen,цӏалцӏам
627,hart::A,kova,кӏеви
628,weich::A,pehmeä,хъуьтуьл
629,rund::A,pyöreä,элкъвей
630,spitz::A,terävä,хци
631,scharf::A,terävä,хци
632,stumpf::A,tylsä,къуьруь
633,schwer::A,raskas,залан
634,schwer::A,painava,залан
635,schön::A,kaunis,иер
636,heiß::A,kuuma,кудай
637,warm::A,lämmin,чими
638,kalt::A,kylmä,мекьи
639,kalt::A,viluinen,мекьи
640,kühl::A,viileä,къайи
641,frisch::A,tuore,таза
642,frisch::A,tuore,михьи
643,feucht::A,kostea,ламу
644,nass::A,märkä,кьежей
645,trocken::A,kuiva,кьуру
646,voll::A,täysi,ацӏай
647,leer::A,tyhjä,буш
648,leer::A,tyhjä,ичӏи
649,offen::A,avonainen,ахъа
650,geschlossen::A,suljettu,кӏеви
651,sauber::A,puhdas,михьи
652,schmutzig::A,likainen,чиркин
653,schmutzig::A,likainen,кьацӏай
654,roh::A,raaka,чиг
655,roh::A,raaka,ицӏи
656,reif::A,kypsä,дигмиш хьайи
657,lecker::A,herkullinen,дадлу
658,süß::A,makea,ширин
659,bitter::A,karvas,туькьуьл
660,bitter::A,kitkerä,туькьуьл
661,sauer::A,hapan,цуру
662,hell::A,kirkas,экуь
663,hell::A,valoisa,экуь
664,dunkel::A,pimeä,мичӏи
665,schwarz::A,musta,чӏулав
666,weiß::A,valkea,лацу
667,rot::A,punainen,яру
668,gelb::A,keltainen,хъипи
669,blau::A,sininen,вили
670,grün::A,vihreä,къацу
671,grau::A,harmaa,рехи
672,bunt::A,kirjava,цӏару
673,bunt::A,kirjava,яру-цӏару
674,billig::A,halpa,ужуз
675,billig::A,huokea,ужуз
676,teuer::A,kallis,багьа
677,wertvoll::A,arvokas,масан
678,blind::A,sokea,буьркьуь
679,taub::A,kuuro,биши
680,kräftig::A,väkevä,гужлу
681,kräftig::A,voimakas,гужлу
682,stark::A,vahva,къуватлу
683,schwach::A,heikko,такьатсуз
684,fett::A,lihava,куьк
685,schlank::A,hoikka,шумал
686,schlank::A,solakka,шумал
687,hübsch::A,soma,гуьрчег
688,hübsch::A,sievä,гуьрчег
689,böse::A,paha,пис
690,böse::A,häijy,пис
691,dumm::A,tyhmä,ахмакь
692,dumm::A,typerä,ахмакь
693,faul::A,laiska,тенпел
694,fleißig::A,ahkera,сяй ийидай
695,fleißig::A,ahkera,сяйи ийидай
696,geizig::A,saita,мискьи
697,klug::A,älykäs,акьуллу
698,geschickt::A,taitava,магьир
699,lieb::A,rakas,играми
700,lustig::A,hauska,шад
701,lustig::A,iloinen,шад
702,sanft::A,lauha,назик
703,sanft::A,lauha,милайим
704,sanft::A,lempeä,назик
705,sanft::A,lempeä,милайим
706,hungrig::A,nälkäinen,гишин
707,krank::A,sairas,кефсуз
708,nackt::A,alaston,кьецӏил
709,traurig::A,surullinen,пашман
710,traurig::A,murheellinen,пашман
711,lebendig::A,elävä,ччан алай
712,gut::A,hyvä,хъсан
713,gut::A,hyvä,вижевай
714,schlecht::A,paha,пис
715,schlecht::A,huono,пис
716,richtig::A,oikea,дуьз
717,schlimm::A,paha,нифретлу
718,wahr::A,tosi,гьакъикъи
719,alt::A,vanha,эски
720,alt::A,vanha,куьгьне
721,neu::A,uusi,цӏийи
722,ehemalig::A,entinen,виликан
723,ehemalig::A,muinainen,виликан
724,alt[Lebewesen]::A,vanha,кьуьзуь
725,jung::A,nuori,жегьил
726,arm::A,köyhä,кесиб
727,reich::A,rikas,девлетлу
728,bekannt::A,tuttu,чидай
729,bekannt::A,tunnettu,чидай
730,berühmt::A,kuuluisa,машгьур
731,fremd::A,vieras,ччара
732,verschieden::A,eri,жуьреба-жуьре
733,verschieden::A,erilainen,жуьреба-жуьре
734,nah::A,läheinen,мукьвал
735,fern::A,etäinen,яргъал
736,linker::A,vasen,чапла
737,rechter::A,oikea,эрчӏи
738,anderer::A,muu,маса
739,anderer::A,muu,муькуь
740,anderer::A,toinen,маса
741,anderer::A,toinen,муькуь
742,erster::A,ensimmäinen,сад лагьай
743,zweiter::A,toinen,кьвед лагьай
744,dritter::A,kolmas,пуд лагьай
745,letzter::A,viimeinen,эхиримжи
746,allein::ADV,yksin,кьилди
747,auf einmal::ADV,yhdellä kertaa,
748,zusammen::ADV,yhdessä,санал
749,lange::ADV,kauan,яргъалди
750,lange::ADV,pitkään,яргъалди
751,plötzlich::ADV,äkkiä,садлагьана
752,sofort::ADV,heti,гьасятда
753,später::ADV,myöhemmin,гуьгъуьнлай
754,jetzt::ADV,nyt,гила
755,heute::ADV,tänään,къе
756,morgen::ADV,huomenna,пака
757,bald::ADV,pian,мукьва
758,bald::ADV,pian,мукьвара
759,dann::ADV,sitten,ахпа
760,gestern::ADV,eilen,накь
761,einst::ADV,aikanaan,садра
762,damals::ADV,silloin,а чӏавуз
763,damals::ADV,siihen aikaan,а чӏавуз
764,danach::ADV,sen jälkeen,ахпа
765,vorher::ADV,ennen,вилик
766,zuerst::ADV,ensin,сифте
767,zuerst::ADV,ensiksi,сифте
768,einmal::ADV,kerran,садра
769,manchmal::ADV,joskus,гагь-гагь
770,oft::ADV,usein,гзаф вахтара
771,immer::ADV,aina,гьамиша
772,niemals::ADV,ei koskaan,са чӏавузни
773,niemals::ADV,ei koskaan,са вахтундани
774,hier::ADV,tässä,ина
775,hier::ADV,täällä,ина
776,hierhin::ADV,tähän,иниз
777,von hier::ADV,tästä,инай
778,von hier::ADV,täältä,инай
779,dort::ADV,siinä,ана
780,dort::ADV,siellä,ана
781,dorthin::ADV,sinne,аниз
782,dorthin::ADV,tuonne,аниз
783,geradeaus::ADV,suoraan,дуьз
784,vorwärts::ADV,eteenpäin,вилик
785,vorwärts::ADV,eteenpäin,виликди
786,rückwärts::ADV,taaksepäin,кьулухъ
