,Concept_ID,bg,fa
175,Schwanz::N,опашка,دم
176,Ei::N,яйце,تخم
177,Nest::N,гнездо,لانه
178,Bau::N,дупка,بنا
179,Bau::N,дупка,ساختمان
180,Tier::N,животно,هیوان
181,Herde::N,стадо,رمه
182,Kuh::N,крава,گاو
183,Bulle::N,бик,گاو نر
184,Pferd::N,кон,اسب
185,Schaf::N,овца,گوسفند
186,Schwein::N,свиня,خوک
187,Hund::N,куче,سگ
188,Katze::N,котка,گربه
189,Bär::N,мечка,خرس
190,Eichhörnchen::N,катерица,سنجاب
191,Elch::N,лос,گوزن شمالی
192,Fuchs::N,лисица,روباه
193,Hase::N,заек,خرگوش
194,Maus::N,мишка,موش
195,Wolf::N,вълк,گرگ
196,Vogel::N,птица,پرنده
197,Schwarm::N,рой,دسته
198,Schwarm::N,рояк,دسته
199,Huhn::N,кокошка,مرغ
200,Hahn::N,петел,خروس
201,Gans::N,гъска,غاز
202,Adler::N,орел,عقاب
203,Ente::N,патица,اردک
204,Ente::N,патица,مرغابی
205,Eule::N,сова,جغد
206,Kranich::N,жерав,درنا
207,Krähe::N,врана,زاغ
208,Krähe::N,врана,کلاغ
209,Kuckuck::N,кукувица,فاخته
210,Schwan::N,лебед,قو
211,Fisch::N,риба,ماهی
212,Barsch::N,костур,ماهی خاردار
213,Hecht::N,щука,اردک ماهی
214,Schlange[Tier]::N,змия,مار
215,Wurm::N,червей,کرم
216,Spinne::N,паяк,عنکبوت
217,Ameise::N,мравка,مورچه
218,Laus::N,въшка,شپش
219,Mücke::N,комар,پشه
220,Fliege::N,муха,مگس
221,Schmetterling::N,пеперуда,پروانه
222,Beere::N,плод,گیله
223,Apfel::N,ябълка,سیب
224,Pilz::N,гъба,قارچ
225,Zwiebel::N,лук,پیاز
226,Zwiebel::N,кромид,پیاز
227,Saat::N,семе,بذر
228,Korn::N,зърно,تخم
229,Korn::N,зърно,دانه
230,Heu::N,сено,علف خشک
231,Schale::N,кора,پوست
232,Grube::N,яма,گودال
233,Grube::N,дупка,گودال
234,Falle::N,примка,دام
235,Schlinge::N,клуп,حلقه
236,Spur::N,диря,رد
237,Spur::N,следа,رد
238,Asche::N,пепел,خاکستر
239,Dreck::N,кал,کثافت
240,Eisen::N,желязо,آهن
241,Gold::N,злато,زر
242,Gold::N,злато,طلا
243,Silber::N,сребро,نقره
244,Kohle::N,въглища,زغال
245,Glas::N,стъкло,شیشه
246,Lehm::N,глина,گل
247,Sand::N,пясък,شن
248,Sand::N,пясък,ماسه
249,Mensch::N,човек,آدم
250,Mensch::N,човек,انسان
251,Mann::N,мъж,مرد
252,Frau::N,жена,زن
253,Kind::N,дете,بچه
254,Kind::N,дете,کودک
255,Junge::N,момче,پسر
256,Mädchen::N,момиче,دختر
257,Familie::N,фамилия,فامیل
258,Familie::N,фамилия,خانواده
259,Familie::N,семейство,فامیل
260,Familie::N,семейство,خانواده
261,Großvater::N,дядо,پدربزرگ
262,Großmutter::N,баба,مادر‌بزرگ
263,Eltern::N,родители,والدین
264,Eltern::N,родители,پدر‌و‌مادر
265,Vater::N,баща,پدر
266,Mutter::N,майка,مادر
267,Sohn::N,син,پسر
268,Tochter::N,дъщеря,دختر
269,Bruder::N,брат,برادر
270,Schwester::N,сестра,خواهر
271,Onkel::N,чичо,عمو
272,Onkel::N,чичо,دایی
273,Onkel::N,вуйчо,عمو
274,Onkel::N,вуйчо,دایی
275,Tante::N,леля,عمه
276,Tante::N,леля,خاله
277,Ehemann::N,съпруг,همسر
278,Ehefrau::N,съпруга,همسر
279,Freude::N,радост,شادی
280,Gelächter::N,смях,خنده
281,Gelächter::N,смях,قاه‌قاه
282,Glück::N,щастие,اقبال
283,Kummer::N,тъга,غم
284,Kummer::N,тъга,غصه
285,Wunsch::N,желание,آرزو
286,Lust::N,желание,هوس
287,Geist::N,дух,روح
288,Gedanke::N,мисъл,فکر
289,Gedächtnis::N,памет,حافظه
290,Verstand::N,ум,هوش
291,Verstand::N,разум,هوش
292,Sinn::N,смисъл,معنا
293,Sinn::N,смисъл,مفهوم
294,Grund::N,причина,سبب
295,Grund::N,причина,دلیل
296,Wahrheit::N,правда,حقیقت
297,Gespräch::N,разговор,صحبت
298,Gespräch::N,разговор,گفتگو
299,Märchen::N,приказка,قصه
300,Märchen::N,приказка,افسانه
301,Erzählung::N,разказ,داستان
302,Nachricht::N,вест,خبر
303,Nachricht::N,известие,خبر
304,Neuigkeit::N,новина,خبر تازه
305,Name::N,име,اسم
306,Rätsel::N,гатанка,معما
307,Rede::N,реч,سخن
308,Rede::N,слово,سخن
309,Sprache::N,език,زبان
310,Stimme::N,глас,صدا
311,Wort::N,дума,کلمه
312,Zeichen::N,знак,نشان
313,Zeichen::N,знак,علامت
314,Ruf::N,зов,صدا
315,Lärm::N,шум,هیاهو
316,Lärm::N,глъчка,هیاهو
317,Laut::N,звук,صدا
318,Ton::N,тон,آهنگ
319,Lied::N,песен,آواز
320,Lied::N,песен,ترانه
321,Ruhe::N,тишина,آرامش
322,Ruhe::N,спокойствие,آرامش
323,Leute::N,хора,مردم
324,Volk::N,народ,خلق
325,Arbeit::N,труд,کار
326,Arbeit::N,работа,کار
327,Gast::N,гост,مهمان
328,Geschenk::N,дар,هدیه
329,Geschenk::N,подарък,هدیه
330,Spiel::N,игра,بازی
331,Gesellschaft::N,общество,جمعیت
332,Hilfe::N,помощ,کمک
333,Freund::N,приятел,دوست
334,Kamerad::N,другар,رفیق
335,Angelegenheit::N,работа,امر
336,Angelegenheit::N,работа,قضیه
337,Anzahl::N,брой,عده
338,Anzahl::N,брой,شمار
339,Anzahl::N,количество,عده
340,Anzahl::N,количество,شمار
341,Art::N,вид,نوع
342,Stück::N,къс,تکه
343,Stück::N,къс,قطعه
344,Stück::N,парче,تکه
345,Stück::N,парче,قطعه
346,Teil::N,дял,بخش
347,Teil::N,дял,قسمت
348,Teil::N,част,بخش
349,Teil::N,част,قسمت
350,Hälfte::N,половина,نیم
351,Kreis::N,кръг,حلقه
352,Kreis::N,кръг,دایره
353,Kreuz::N,кръст,صلیب
354,Linie::N,черта,خط
355,Linie::N,черта,سطر
356,Strich::N,щрих,خط
357,Strich::N,черта,خط
358,Abstand::N,дистанция,فاصله
359,Abstand::N,разстояние,فاصله
360,Entfernung::N,разстояние,مسافت
361,Gegend::N,местност,منطقه
362,Platz::N,място,گنجایش
363,Ort::N,място,جا
364,Ort::N,място,محل
365,Ort::N,място,مکان
366,Seite::N,страна,طرف
367,Mitte::N,среда,وسط
368,Mitte::N,среда,میان
369,Gegenstand::N,предмет,چیز
370,Sache::N,вещ,چیز
371,Rand::N,ръб,کنار
372,Rand::N,ръб,حاشیه
373,Kante::N,ръб,لبه
374,Kante::N,кант,لبه
375,Ecke::N,ъгъл,گوشه
376,Spitze::N,връх,سر
377,Spitze::N,връх,نوک
378,Spitze::N,острие,سر
379,Spitze::N,острие,نوک
380,Ende::N,край,ته
381,Ende::N,край,آخر
382,Loch::N,дупка,سوراخ
383,Winkel::N,кът,کنج
384,Winkel::N,ъгъл,کنج
385,Muster::N,десен,نقش
386,Muster::N,образец,نقش
387,Größe::N,големина,قد
388,Größe::N,големина,بزرگی
389,Länge::N,дължина,طول
390,Höhe::N,висота,بلندی
391,Höhe::N,височина,بلندی
392,Gewicht::N,тегло,وزن
393,Gewicht::N,тежест,وزن
394,Menge::N,количество,مقدار
395,Menge::N,количество,اندازه
396,Haufen::N,куп,توده
397,Haufen::N,грамада,توده
398,Reihe::N,ред,ردیف
399,Reihe::N,редица,ردیف
400,Boot::N,лодка,قایق
401,Ruder::N,весло,پارو
402,Ruder::N,гребло,پارو
403,Schlitten::N,шейна,سورتمه
404,Ski::N,ски,اسکی
405,Lagerfeuer::N,огнище,آتش
406,Last::N,товар,بار
407,Last::N,товар,سنگینی
408,Gang::N,ход,راه رفتن
409,Gang::N,вървеж,راه رفتن
410,Schritt::N,стъпка,قدم
411,Norden::N,север,شمال
412,Süden::N,юг,جنوب
413,Westen::N,запад,غرب
414,Osten::N,изток,شرق
415,Holz::N,дърво,چوب
416,Brett::N,дъска,تخته
417,Stange::N,прът,میله
418,Stange::N,върлина,میله
419,Stock::N,прът,چوب
420,Stock::N,тояга,چوب
421,Stab::N,прът,عصا
422,Rohr::N,цев,لوله
423,Rohr::N,тръба,لوله
424,Haus::N,къща,منزل
425,Heim::N,дом,خانه
426,Heim::N,дом,کاشانه
427,Ofen::N,печка,بخاری
428,Fußboden::N,под,کف اتاق
429,Tisch::N,маса,میز
430,Stuhl::N,стол,صندلی
431,Wiege::N,люлка,گهواره
432,Bett::N,легло,تختخواب
433,Bett::N,креват,تختخواب
434,Regal::N,рафт,قفسه
435,Regal::N,етажерка,قفسه
436,Kiste::N,кутия,صندوق
437,Kiste::N,сандък,صندوق
438,Fenster::N,прозорец,پنجره
439,Tür::N,врата,در
440,Tür::N,врата,درب
441,Tor::N,врата,دروازه
442,Zaun::N,ограда,حصار
443,Dach::N,покрив,بام
444,Leiter::N,стълба,نردبان
445,Besen::N,метла,جارو
446,Spaten::N,лопата,بیل
447,Schaufel::N,лопата,بیل
448,Schaufel::N,лопата,پارو
449,Gabel::N,вилица,چنگال
450,Löffel::N,лъжица,قاشق
451,Messer::N,нож,کارد
452,Nagel::N,гвоздей,میخ
453,Netz::N,мрежа,تور
454,Netz::N,мрежа,شبکه
455,Haken::N,кука,قلاب
456,Haken::N,закачалка,قلاب
457,Griff::N,ръчка,دسته
458,Griff::N,дръжка,دسته
459,Schloss::N,брава,قفل
460,Schloss::N,ключалка,قفل
461,Bild::N,картина,عکس
462,Bild::N,картина,تصویر
463,Figur::N,фигура,تندیس
464,Puppe::N,кукла,عروسک
465,Beutel::N,кесия,کیسه
466,Bündel::N,връзка,بسته
467,Tasche::N,чанта,کیف
468,Eimer::N,кофа,سطل
469,Deckel::N,капак,در
470,Deckel::N,похлупак,در
471,Geschirr::N,съдове,ظرف
472,Sack::N,чувал,گونی
473,Tasse::N,чаша,فنجان
474,Topf::N,гърне,دیگ
475,Topf::N,гърне,قابلمه
476,Topf::N,тенджера,دیگ
477,Topf::N,тенджера,قابلمه
478,Kessel::N,котел,دیگ
479,Essen::N,ядене,خوراک
480,Nahrung::N,храна,غذا
481,Speise::N,ястие,خوراک
482,Fleisch::N,месо,گوشت
483,Getreide::N,зърнено храни,غله
484,Brei::N,каша,فرنی
485,Brei::N,каша,حریره
486,Brot::N,хляб,نان
487,Scheibe::N,резен,قاچ
488,Scheibe::N,резен,لزگه
489,Fett::N,мазнина,چربی
490,Butter::N,масло,کره
491,Öl::N,олио,روغن
492,Öl::N,оливия,روغن
493,Salz::N,сол,نمک
494,Suppe::N,супа,آش
495,Suppe::N,супа,سوپ
496,Honig::N,мед,عسل
497,Milch::N,мляко,شیر
498,Tee::N,чай,چای
499,Leder::N,кожа,چرم
500,Wolle::N,вълна,پشم
501,Stoff::N,плат,پارچه
502,Stoff::N,материал,پارچه
503,Nadel::N,игла,سوزن
504,Faden::N,конец,نخ
505,Knopf::N,копче,دکمه
506,Knoten::N,възел,گره
507,Farbe::N,боя,رنگ
508,Kleidung::N,дрехи,لباس
509,Kleidung::N,дрехи,پوشاک
510,Kleidung::N,облекло,لباس
511,Kleidung::N,облекло,پوشاک
512,Hemd::N,риза,پیراهن
513,Kragen::N,яка,یقه
514,Ärmel::N,ръкав,آستین
515,Hose::N,панталони,شلوار
516,Gürtel::N,пояс,کمر‌بند
517,Gürtel::N,колан,کمر‌بند
518,Mütze::N,каскет,کلاه
519,Mütze::N,фуражка,کلاه
520,Schuh::N,обувка,کفش
521,Stiefel::N,ботуш,چکمه
522,Ring::N,пръстен,حلقه
523,Ring::N,пръстен,انگشتر
524,Band::N,лента,نوار
525,Band::N,лента,روبان
526,Band::N,връзка,نوار
527,Band::N,връзка,روبان
528,Kamm::N,гребен,شانه
529,Spiegel::N,огледало,آینه
530,Riemen::N,каиш,تسمه
531,Riemen::N,ремък,تسمه
532,Schnur::N,връв,ریسمان
533,Leine::N,връв,قلاده
534,Leine::N,въже,قلاده
535,Decke::N,покривка,پتو
536,Kissen::N,възглавница,بالش
537,Tuch::N,сукно,شال
538,Handtuch::N,пешкир,حوله
539,Handtuch::N,кърпа за лице,حوله
540,Kraft::N,мощ,نیرو
541,Kraft::N,сила,نیرو
542,Stärke::N,сила,زور
543,Gesundheit::N,здраве,سلامتی
544,Gesundheit::N,здраве,تندرستی
545,Krankheit::N,болест,بیماری
546,Schmerz::N,болка,درد
547,Wunde::N,рана,زخم
548,Fieber::N,треска,تب
549,Fieber::N,температура,تب
550,Arznei::N,лек,دارو
551,Arznei::N,лекарство,دارو
552,Brücke::N,мост,پل
553,Brunnen::N,чешма,چاه
554,Brunnen::N,кладенец,چاه
555,Weide::N,паша,چراگاه
556,Weide::N,пасище,چراگاه
557,Pfad::N,пътека,راه
558,Weg::N,път,راه
559,Weg::N,път,طریق
560,Straße::N,шосе,راه
561,Straße::N,шосе,جاده
562,Dorf::N,село,ده
563,Dorf::N,село,روستا
564,Stadt::N,град,شهر
565,Brief::N,писмо,نامه
566,Buch::N,книга,کتاب
567,Buchstabe::N,буква,حرف
568,Zeitung::N,вестник,روزنامه
569,Leben::N,живот,عمر
570,Leben::N,живот,زندگی
571,Tod::N,смърт,مرگ
572,Grab::N,гроб,گور
573,Grab::N,гроб,مزار
574,Kirche::N,църква,کلیسا
575,Sünde::N,грях,بزه
576,Sünde::N,грях,گناه
577,Gott::N,бог,خدا
578,Arbeiter::N,работник,کارگر
579,Chef::N,шеф,رئیس
580,Chef::N,началник,رئیس
581,Meister::N,майстор,استاد
582,Arzt::N,лекар,پزشک
583,Lehrer::N,учител,معلم
584,Lehrer::N,учител,آموزگار
585,Geld::N,пари,پول
586,Geschäft::N,сделка,کار
587,Geschäft::N,сделка,بیزنس
588,Laden::N,дюкян,دکان
589,Laden::N,дюкян,مغازه
590,Laden::N,магазин,دکان
591,Laden::N,магазин,مغازه
592,Preis::N,цена,بها
593,Preis::N,цена,قیمت
594,Ware::N,стока,جنس
595,Ware::N,стока,کالا
596,Nutzen::N,полза,مزیت
597,Nutzen::N,полза,امتیاز
598,Nutzen::N,облага,مزیت
599,Nutzen::N,облага,امتیاز
600,Reichtum::N,богатство,مال
601,Reichtum::N,богатство,ثروت
602,Welt::N,свят,دنیا
603,Land::N,страна,کشور
604,Land::N,страна,مملکت
605,Staat::N,щат,دولت
606,Staat::N,държава,دولت
607,König::N,крал,شاه
608,König::N,крал,پادشاه
609,Macht::N,мощ,قدرت
610,Macht::N,мощ,اختیار
611,Macht::N,власт,قدرت
612,Macht::N,власт,اختیار
613,Grenze::N,граница,مرز
614,Krieg::N,война,جنگ
615,Feind::N,враг,دشمن
616,Feind::N,неприятел,دشمن
617,Gewalt::N,сила,زور
618,Gewalt::N,сила,خشونت
619,Gewalt::N,насилие,زور
620,Gewalt::N,насилие,خشونت
621,Kampf::N,борба,نبرد
622,Kampf::N,борба,مبارزه
623,Kampf::N,сражение,نبرد
624,Kampf::N,сражение,مبارزه
625,Bogen[Waffe]::N,лък,کمان
626,Pfeil::N,стрела,تیر
627,Gewehr::N,пушка,تفنگ
628,Fehler::N,грешка,غلط
629,Fehler::N,грешка,اشتباه
630,Lüge::N,лъжа,دروغ
631,Schaden::N,повреда,آسیب
632,Schaden::N,повреда,خسارت
633,Unglück::N,нещастие,بلا
634,Schuld::N,вина,گناه
635,Schuld::N,вина,تقصیر
636,Alter::N,възраст,سن
637,Alter::N,възраст,عمر
638,Schluss::N,край,انتها
639,Zeit::N,време,وقت
640,Zeit::N,време,زمان
641,Tag::N,ден,روز
642,Morgen::N,утро,صبح
643,Morgen::N,сутрин,صبح
644,Mittag::N,обед,ظهر
645,Mittag::N,пладне,ظهر
646,Abend::N,вечер,شب
647,Abend::N,вечер,عصر
648,Nacht::N,нощ,شب
649,Woche::N,седмица,هفته
650,Monat::N,месец,ماه
651,Jahr::N,година,سال
652,Frühling::N,пролет,بهار
653,Sommer::N,лято,تابستان
654,Herbst::N,есен,پاییز
655,Winter::N,зима,زمستان
656,Januar::N,януари,ژانویه
657,Februar::N,февруари,فوریه
658,März::N,март,مارس
659,April::N,април,آوریل
660,Mai::N,май,مه
661,Juni::N,юни,ژوئن
662,Juli::N,юли,ژویه
663,August::N,август,اوت
664,September::N,септември,سپتامبر
665,Oktober::N,октомври,اکتبر
666,November::N,ноември,نوامبر
667,Dezember::N,декември,دسامبر
668,Montag::N,понеделник,دو‌شنبه
669,Dienstag::N,вторник,سه‌شنبه
670,Mittwoch::N,сряда,چهار‌شنبه
671,Donnerstag::N,четвъртък,پنج شنبه
672,Freitag::N,петък,جمعه
673,Samstag::N,събота,شنبه
674,Sonntag::N,неделя,یکشنبه
675,groß::A,едър,بزرگ
676,groß::A,голям,بزرگ
677,klein::A,малък,کوچک
678,klein::A,дребен,کوچک
679,lang::A,дълъг,بلند
680,kurz::A,къс,کوتاه
681,breit::A,широк,پهن
682,schmal::A,тесен,تنگ
683,schmal::A,тесен,نازک
684,dicht::A,гъст,چگال
685,dicht::A,гъст,انبوه
686,dick[Gegenstand]::A,дебел,ضخیم
687,dünn::A,тънък,نازک
688,fein::A,фин,ریز
689,fein::A,фин,باریک
690,fein::A,тънък,ریز
691,fein::A,тънък,باریک
692,fest::A,твърд,محکم
693,fest::A,плътен,محکم
694,flach::A,равен,صاف
695,flach::A,равен,مسطح
696,flach::A,плосък,صاف
697,flach::A,плосък,مسطح
698,glatt::A,гладък,لیز
699,hart::A,твърд,سفت
700,hart::A,корав,سفت
701,weich::A,мек,نرم
702,weich::A,мек,ملایم
703,rund::A,кръгъл,گرد
704,spitz::A,островръх,تیز
705,spitz::A,островръх,نوک‌تیز
706,scharf::A,остър,تیز
707,scharf::A,остър,برنده
708,stumpf::A,тъп,کند
709,schwer::A,тежък,سنگین
710,schön::A,хубав,زیبا
711,schön::A,красив,زیبا
712,heiß::A,жарък,داغ
713,warm::A,топъл,گرم
714,kalt::A,студен,سرد
715,kühl::A,хладен,خنک
716,frisch::A,свеж,تازه
717,feucht::A,влажен,مرطوب
718,nass::A,мокър,تر
719,nass::A,мокър,خیش
720,trocken::A,сух,خشک
721,voll::A,пълен,پر
722,leer::A,празен,خالی
723,offen::A,откровен,باز
724,geschlossen::A,закрит,بسته
725,geschlossen::A,затворен,بسته
726,sauber::A,чист,پاک
727,sauber::A,чист,تمیز
728,schmutzig::A,мръсен,کثیف
729,schmutzig::A,мръсен,آلوده
730,roh::A,суров,خام
731,reif::A,зрял,رسیده
732,lecker::A,вкусен,لذیذ
733,lecker::A,вкусен,خوشمزه
734,süß::A,сладък,شیرین
735,bitter::A,горчив,تلخ
736,sauer::A,кисел,ترش
737,hell::A,ясен,روشن
738,hell::A,светъл,روشن
739,dunkel::A,тъмен,تاریک
740,schwarz::A,черен,سیاه
741,weiß::A,бял,سفید
742,rot::A,червен,سرخ
743,rot::A,червен,قرمز
744,gelb::A,жълт,زرد
745,blau::A,син,آبی
746,grün::A,зелен,سبز
747,grau::A,сив,طوسی
748,grau::A,сив,خاکستری
749,bunt::A,шарен,رنگارنگ
750,bunt::A,пъстър,رنگارنگ
751,billig::A,евтин,ارزان
752,teuer::A,скъп,گران
753,wertvoll::A,ценен,قیمتی
754,wertvoll::A,ценен,گرانبها
755,blind::A,сляп,کور
756,blind::A,сляп,نابینا
757,taub::A,глух,کر
758,taub::A,глух,ناشنوا
759,kräftig::A,силен,قوی
760,stark::A,здрав,قوی
761,stark::A,здрав,نیرومند
762,stark::A,силен,قوی
763,stark::A,силен,نیرومند
764,schwach::A,слаб,ضعیف
765,fett::A,тлъст,چرب
766,schlank::A,тънък,باریک‌اندام
767,schlank::A,строен,باریک‌اندام
768,hübsch::A,хубав,قشنگ
769,hübsch::A,хубав,خوشگل
770,böse::A,зъл,بد
771,dumm::A,глупав,احمق
772,faul::A,ленив,لش
773,faul::A,ленив,تنبل
774,faul::A,мързелив,لش
775,faul::A,мързелив,تنبل
776,fleißig::A,прилежен,زرنگ
777,geizig::A,скъпернически,خسیس
778,klug::A,умен,عاقل
779,klug::A,умен,باهوش
780,klug::A,разумен,عاقل
781,klug::A,разумен,باهوش
782,geschickt::A,умел,ماهر
783,geschickt::A,сръчен,ماهر
784,lieb::A,мил,عزیز
785,lieb::A,драг,عزیز
786,lustig::A,весел,شاد
787,lustig::A,весел,خوشحال
788,sanft::A,нежен,لطیف
789,sanft::A,кротък,لطیف
790,hungrig::A,гладен,گرسنه
791,krank::A,болен,مریض
792,krank::A,болен,بیمار
793,nackt::A,гол,لخت
794,nackt::A,гол,برهنه
795,traurig::A,тъжен,غمگین
796,traurig::A,печален,غمگین
797,lebendig::A,жив,زنده
798,gut::A,добър,خوب
799,schlecht::A,лош,بد
800,richtig::A,правилен,درست
801,schlimm::A,лош,وخيم
802,wahr::A,верен,درست
803,wahr::A,верен,حقیقی
804,wahr::A,истински,درست
805,wahr::A,истински,حقیقی
806,alt::A,стар,کهنه
807,alt::A,древен,کهنه
808,neu::A,нов,نو
809,ehemalig::A,бивш,قبلی
810,alt[Lebewesen]::A,стар,پیر
811,jung::A,млад,جوان
812,arm::A,беден,فقیر
813,reich::A,богат,پولدار
814,reich::A,богат,ثروتمند
815,bekannt::A,познат,آشنا
816,bekannt::A,познат,معلوم
817,bekannt::A,известен,آشنا
818,bekannt::A,известен,معلوم
819,berühmt::A,почут,مشهور
820,berühmt::A,известен,مشهور
821,fremd::A,чужд,خارجی
822,fremd::A,чужд,بیگانه
823,verschieden::A,разен,مختلف
824,verschieden::A,разен,متفاوت
825,verschieden::A,различен,مختلف
826,verschieden::A,различен,متفاوت
827,nah::A,близък,نزدیک
828,fern::A,далечен,دور
829,linker::A,ляв,چپ
830,rechter::A,прав,راست
831,anderer::A,друг,دیگر
832,erster::A,пръв,اول
833,erster::A,първи,اول
834,zweiter::A,втори,دوم
835,dritter::A,трети,سوم
