,Concept_ID,hi,ja
303,Dreck::N,मैल,泥
304,Dreck::N,गंदगी,泥
305,Eisen::N,लोहा,鉄
306,Gold::N,सोना,金
307,Gold::N,स्वर्ण,金
308,Silber::N,रजत,銀
309,Silber::N,चाँदी,銀
310,Kohle::N,कोयला,炭
311,Glas::N,काँच,ガラス
312,Lehm::N,चिकनी मिट्टी,ローム
313,Sand::N,रेत,砂
314,Sand::N,बालू,砂
315,Mensch::N,मानव,人
316,Mensch::N,इनसान,人
317,Mensch::N,मनुष्य,人
318,Mann::N,आदमी,男
319,Mann::N,आदमी,男性
320,Mann::N,पुरुष,男
321,Mann::N,पुरुष,男性
322,Frau::N,औरत,女
323,Frau::N,औरत,女性
324,Frau::N,महिला,女
325,Frau::N,महिला,女性
326,Frau::N,स्त्री,女
327,Frau::N,स्त्री,女性
328,Kind::N,बाल,子
329,Kind::N,बाल,子供
330,Kind::N,बच्चा,子
331,Kind::N,बच्चा,子供
332,Junge::N,लड़का,男の子
333,Mädchen::N,लड़की,女の子
334,Mädchen::N,कुमारी,女の子
335,Familie::N,परिवार,家族
336,Großvater::N,दादा,祖父
337,Großvater::N,दादा,おじいさん
338,Großmutter::N,नानी,祖母
339,Großmutter::N,नानी,おばあさん
340,Eltern::N,माँ-बाप,親
341,Eltern::N,माँ-बाप,両親
342,Eltern::N,माता-पिता,親
343,Eltern::N,माता-पिता,両親
344,Vater::N,बाप,父
345,Vater::N,बाप,お父さん
346,Vater::N,पिता,父
347,Vater::N,पिता,お父さん
348,Mutter::N,माँ,母
349,Mutter::N,माँ,お母さん
350,Mutter::N,माता,母
351,Mutter::N,माता,お母さん
352,Sohn::N,बेटा,息子
353,Sohn::N,बेटा,息子さん
354,Sohn::N,पुत्र,息子
355,Sohn::N,पुत्र,息子さん
356,Tochter::N,बेटी,娘
357,Tochter::N,बेटी,お嬢さん
358,Tochter::N,पुत्री,娘
359,Tochter::N,पुत्री,お嬢さん
360,Bruder::N,भाई,弟
361,Bruder::N,भ्राता,弟
362,Schwester::N,बहन,妹
363,Schwester::N,भगिनी,妹
364,Onkel::N,ताऊ,伯父
365,Onkel::N,ताऊ,伯父さん
366,Onkel::N,काका,伯父
367,Onkel::N,काका,伯父さん
368,Tante::N,बूआ,叔母
369,Tante::N,बूआ,叔母さん
370,Tante::N,फूफी,叔母
371,Tante::N,फूफी,叔母さん
372,Tante::N,ख़ाला,叔母
373,Tante::N,ख़ाला,叔母さん
374,Ehemann::N,पति,夫
375,Ehemann::N,पति,主人
376,Ehemann::N,शौहर,夫
377,Ehemann::N,शौहर,主人
378,Ehefrau::N,बीवी,妻
379,Ehefrau::N,बीवी,奥さん
380,Freude::N,आनंद,喜び
381,Freude::N,प्रसन्नता,喜び
382,Gelächter::N,हँसी,笑い
383,Gelächter::N,क़हक़हा,笑い
384,Glück::N,आनंद,幸せ
385,Glück::N,ख़ुशी,幸せ
386,Kummer::N,शोक,悩み
387,Kummer::N,दुःख,悩み
388,Wunsch::N,इच्छा,希望
389,Wunsch::N,अभिलाषा,希望
390,Lust::N,चाह,気
391,Lust::N,कामना,気
392,Geist::N,जान,精神
393,Geist::N,प्राण,精神
394,Gedanke::N,विचार,考え
395,Gedächtnis::N,याददाश्त,記憶
396,Gedächtnis::N,स्मरण-शक्ति,記憶
397,Verstand::N,समझ,理解力
398,Verstand::N,अक़्ल,理解力
399,Verstand::N,बुद्धि,理解力
400,Sinn::N,अर्थ,意味
401,Grund::N,वजह,理由
402,Grund::N,कारण,理由
403,Wahrheit::N,सत्य,真実
404,Wahrheit::N,सच्चाई,真実
405,Gespräch::N,चर्चा,会話
406,Gespräch::N,वार्ता,会話
407,Gespräch::N,बात-चीत,会話
408,Märchen::N,क़िस्सा,童話
409,Erzählung::N,कथा,物語
410,Erzählung::N,कहानी,物語
411,Nachricht::N,सूचना,報告
412,Nachricht::N,समाचार,報告
413,Neuigkeit::N,ख़बर,ニュース
414,Neuigkeit::N,समाचार,ニュース
415,Name::N,नाम,名前
416,Rätsel::N,पहेली,謎
417,Rede::N,वचन,演説
418,Rede::N,भाषण,演説
419,Sprache::N,भाषा,言語
420,Sprache::N,ज़बान,言語
421,Stimme::N,स्वर,声
422,Stimme::N,आवाज़,声
423,Wort::N,शब्द,言葉
424,Wort::N,लफ़्ज़,言葉
425,Zeichen::N,निशान,記号
426,Ruf::N,पुकार,呼び声
427,Ruf::N,आह्वान,呼び声
428,Lärm::N,शोर,騒音
429,Lärm::N,हुल्लड़,騒音
430,Laut::N,स्वर,音
431,Laut::N,ध्वनि,音
432,Ton::N,सुर,音
433,Ton::N,स्वर,音
434,Lied::N,गीत,歌
435,Ruhe::N,आराम,静けさ
436,Ruhe::N,ख़ामोशी,静けさ
437,Leute::N,लोग,人々
438,Volk::N,क़ौम,民族
439,Volk::N,प्रजा,民族
440,Arbeit::N,काम,仕事
441,Gast::N,अतिथि,客
442,Gast::N,मेहमान,客
443,Geschenk::N,उपहार,贈り物
444,Geschenk::N,तोहफ़ा,贈り物
445,Spiel::N,खेल,遊び
446,Spiel::N,क्रीड़ा,遊び
447,Gesellschaft::N,साथ,社会
448,Hilfe::N,मदद,援助
449,Hilfe::N,सहायता,援助
450,Freund::N,मित्र,友達
451,Kamerad::N,साथी,同志
452,Kamerad::N,कामरेड,同志
453,Angelegenheit::N,बात,件
454,Angelegenheit::N,मामला,件
455,Anzahl::N,तादाद,数
456,Anzahl::N,संख्या,数
457,Art::N,तरह,種類
458,Art::N,क़िस्म,種類
459,Stück::N,फाँक,部分
460,Stück::N,टुकड़ा,部分
461,Teil::N,भाग,部分
462,Teil::N,हिस्सा,部分
463,Hälfte::N,अर्धभाग,半分
464,Kreis::N,चक्कर,円
465,Kreuz::N,सलीब,十字
466,Kreuz::N,क्रूस,十字
467,Linie::N,लाइन,線
468,Strich::N,लकीर,線
469,Abstand::N,अंतर,距離
470,Abstand::N,फ़ासला,距離
471,Entfernung::N,दूरी,距離
472,Entfernung::N,फ़ासला,距離
473,Gegend::N,इलाक़ा,辺
474,Gegend::N,इलाक़ा,地域
475,Platz::N,जगह,ゆとり
476,Platz::N,स्थान,ゆとり
477,Ort::N,स्थल,所
478,Ort::N,स्थल,場所
479,Ort::N,स्थान,所
480,Ort::N,स्थान,場所
481,Seite::N,ओर,横
482,Seite::N,तरफ़,横
483,Mitte::N,बीच,真ん中
484,Mitte::N,मध्य,真ん中
485,Gegenstand::N,चीज़,物件
486,Gegenstand::N,पदार्थ,物件
487,Sache::N,चीज़,物
488,Sache::N,वस्तु,物
489,Rand::N,छोर,端
490,Rand::N,उपांत,端
491,Kante::N,कोर,縁
492,Kante::N,किनारा,縁
493,Ecke::N,कोना,角
494,Ecke::N,नुक्कड़,角
495,Spitze::N,नोक,先頭
496,Ende::N,छोर,端
497,Ende::N,सिरा,端
498,Loch::N,छेद,穴
499,Loch::N,सूराख़,穴
500,Winkel::N,कोण,片隅
501,Winkel::N,कोना,片隅
502,Muster::N,नमूना,模様
503,Muster::N,डिज़ाइन,模様
504,Größe::N,परिमाण,大きさ
505,Größe::N,विस्तार,大きさ
506,Länge::N,लंबाई,長さ
507,Höhe::N,ऊँचाई,高さ
508,Höhe::N,उच्चता,高さ
509,Gewicht::N,भार,重さ
510,Gewicht::N,वज़न,重さ
511,Menge::N,मात्रा,量
512,Haufen::N,ढेर,堆積
513,Haufen::N,अंबार,堆積
514,Reihe::N,क़तार,並び
515,Reihe::N,पंक्ति,並び
516,Boot::N,नाव,ボート
517,Boot::N,नौका,ボート
518,Ruder::N,चप्पू,オール
519,Schlitten::N,बर्फ़-गाड़ी,そり
520,Ski::N,स्की,スキー
521,Lagerfeuer::N,अलाव,篝火
522,Lagerfeuer::N,कैंप-फ़ायर,篝火
523,Last::N,भार,荷物
524,Gang::N,चाल,歩み
525,Schritt::N,डग,歩
526,Schritt::N,क़दम,歩
527,Norden::N,उत्तर,北
528,Süden::N,दक्खिन,南
529,Westen::N,पश्चिम,西
530,Osten::N,पूरब,東
531,Holz::N,काठ,木
532,Holz::N,काठ,木材
533,Holz::N,काष्ठ,木
534,Holz::N,काष्ठ,木材
535,Brett::N,पटरा,板
536,Brett::N,तख़्ता,板
537,Platte::N,फलक,盤
538,Platte::N,तख़्ता,盤
539,Stütze::N,टेक,支柱
540,Stütze::N,थूनी,支柱
541,Stange::N,छड़,棒
542,Stange::N,बाँस,棒
543,Stock::N,लाठी,杖
544,Stab::N,लग्गा,棒
545,Rohr::N,नल,管
546,Haus::N,घर,家
547,Haus::N,मकान,家
548,Heim::N,घर,家
549,Heim::N,गृह,家
550,Ofen::N,चूल्हा,ストーブ
551,Fußboden::N,फ़र्श,床
552,Tisch::N,मेज़,机
553,Stuhl::N,कुरसी,椅子
554,Wiege::N,पालना,揺籃
555,Wiege::N,हिंडोला,揺籃
556,Bett::N,खाट,ベッド
557,Bett::N,पलंग,ベッド
558,Regal::N,शेल्फ़,棚
559,Kiste::N,पेटी,箱
560,Kiste::N,डिब्बा,箱
561,Fenster::N,खिड़की,窓
562,Tür::N,द्वार,戸
563,Tür::N,द्वार,ドア
564,Tür::N,दरवाज़ा,戸
565,Tür::N,दरवाज़ा,ドア
566,Tor::N,फाटक,門
567,Zaun::N,बाड़ा,垣根
568,Dach::N,छत,屋根
569,Dach::N,छप्पर,屋根
570,Leiter::N,सीढ़ी,梯子
571,Besen::N,झाड़ू,ほうき
572,Besen::N,बुहारी,ほうき
573,Spaten::N,कुदाल,スコップ
574,Schaufel::N,बेलचा,シャベル
575,Schaufel::N,फावड़ा,シャベル
576,Gabel::N,काँटा,フォーク
577,Löffel::N,चम्मच,スプーン
578,Messer::N,छुरा,ナイフ
579,Messer::N,चाक़ू,ナイフ
580,Nagel::N,कील,釘
581,Nagel::N,मेख़,釘
582,Netz::N,जाल,網
583,Haken::N,अंकुश,鉤
584,Haken::N,अंकुश,フック
585,Griff::N,मूठ,取っ手
586,Griff::N,हत्था,取っ手
587,Schloss::N,ताला,錠
588,Bild::N,चित्र,絵
589,Figur::N,मूर्ति,像
590,Puppe::N,पुतली,人形
591,Puppe::N,गुड़िया,人形
592,Beutel::N,झोला,袋
593,Bündel::N,पुलिंदा,束
594,Bündel::N,पुलिंदा,包み
595,Tasche::N,बेग,かばん
596,Tasche::N,बस्ता,かばん
597,Eimer::N,बाल्टी,バケツ
598,Deckel::N,ढक्कन,蓋
599,Geschirr::N,बरतन-भाँड़े,食器
600,Sack::N,बोरा,袋
601,Tasse::N,प्याला,カップ
602,Topf::N,देग़चा,鍋
603,Kessel::N,देग़,釜
604,Kessel::N,बटलोई,釜
605,Essen::N,खाना,食事
606,Nahrung::N,भोजन,食物
607,Speise::N,खाना,料理
608,Speise::N,व्यंजन,料理
609,Fleisch::N,मांस,肉
610,Fleisch::N,गोश्त,肉
611,Getreide::N,अनाज,麦
612,Getreide::N,अनाज,穀物
613,Brei::N,भरता,粥
614,Brei::N,दलिया,粥
615,Brot::N,रोटी,パン
616,Scheibe::N,कतला,枚
617,Scheibe::N,कतला,切れ
618,Fett::N,वसा,脂肪
619,Fett::N,चरबी,脂肪
620,Butter::N,मक्खन,バター
621,Öl::N,तेल,油
622,Salz::N,नमक,塩
623,Suppe::N,सूप,スープ
624,Suppe::N,शोरबा,スープ
625,Honig::N,शहद,蜂蜜
626,Milch::N,दूध,牛乳
627,Tee::N,चाय,茶
628,Tee::N,चाय,お茶
629,Leder::N,चमड़ा,革
630,Wolle::N,ऊन,毛糸
631,Stoff::N,कपड़ा,布
632,Nadel::N,सूई,針
633,Faden::N,डोरा,糸
634,Knopf::N,बटन,ボタン
635,Knopf::N,घुंडी,ボタン
636,Knoten::N,गाँठ,結び目
637,Knoten::N,गुत्थी,結び目
638,Farbe::N,रंग,ペンキ
639,Farbe::N,वर्ण,ペンキ
640,Kleidung::N,पहनावा,衣服
641,Hemd::N,कुरता,シャツ
642,Hemd::N,क़मीज़,シャツ
643,Kragen::N,गरदनी,襟
644,Kragen::N,गरेबान,襟
645,Ärmel::N,आस्तीन,袖
646,Hose::N,पैंट,ズボン
647,Hose::N,पतलून,ズボン
648,Gürtel::N,पेटी,帯
649,Gürtel::N,पेटी,ベルト
650,Gürtel::N,मेखला,帯
651,Gürtel::N,मेखला,ベルト
652,Mütze::N,टोपी,帽子
653,Schuh::N,जूता,靴
654,Stiefel::N,बूट,ブーツ
655,Ring::N,अँगूठी,輪
656,Band::N,पट्टी,リボン
657,Kamm::N,कंघी,櫛
658,Spiegel::N,आईना,鏡
659,Spiegel::N,दर्पण,鏡
660,Riemen::N,तसमा,緒
661,Riemen::N,पट्टा,緒
662,Schnur::N,डोरी,紐
663,Schnur::N,सुतली,紐
664,Leine::N,रस्सी,綱
665,Decke::N,रज़ाई,掛け布団
666,Kissen::N,तकिया,枕
667,Kissen::N,गाद्दा,枕
668,Tuch::N,रूमाल,スカーフ
669,Tuch::N,वस्त्र,スカーフ
670,Handtuch::N,अँगोछा,タオル
671,Kraft::N,ज़ोर,力
672,Kraft::N,शक्ति,力
673,Stärke::N,बल,強さ
674,Stärke::N,ताक़त,強さ
675,Gesundheit::N,स्वास्थ्य,健康
676,Gesundheit::N,तंदुरुस्ती,健康
677,Krankheit::N,रोग,病気
678,Krankheit::N,बीमारी,病気
679,Schmerz::N,दर्द,痛み
680,Schmerz::N,पीड़ा,痛み
681,Wunde::N,घाव,傷
682,Wunde::N,ज़ख़्म,傷
683,Fieber::N,ज्वर,熱
684,Fieber::N,बुख़ार,熱
685,Arznei::N,दवा,薬
686,Arznei::N,औषाधि,薬
687,Brücke::N,पुल,橋
688,Brücke::N,सेतु,橋
689,Brunnen::N,कुआँ,井戸
690,Weide::N,चरागाह,牧場
691,Pfad::N,पथ,小路
692,Pfad::N,पगडंडी,小路
693,Weg::N,मार्ग,道
694,Straße::N,राह,街道
695,Straße::N,रास्ता,街道
696,Dorf::N,गाँव,村
697,Dorf::N,ग्राम,村
698,Stadt::N,शहर,町
699,Stadt::N,शहर,都市
700,Brief::N,ख़त,手紙
701,Brief::N,पत्र,手紙
702,Brief::N,चिट्ठी,手紙
703,Buch::N,किताब,本
704,Buch::N,पुस्तक,本
705,Buchstabe::N,अक्षर,文字
706,Zeitung::N,अख़बार,新聞
707,Zeitung::N,समाचार-पत्र,新聞
708,Leben::N,जीवन,生活
709,Leben::N,ज़िंदगी,生活
710,Tod::N,मौत,死
711,Tod::N,मृत्यु,死
712,Grab::N,क़ब्र,墓
713,Kirche::N,चर्च,教会
714,Kirche::N,गिरजा,教会
715,Sünde::N,पाप,罪
716,Sünde::N,गुनाह,罪
717,Gott::N,देव,神
718,Gott::N,ईश्वर,神
719,Arbeiter::N,मज़दूर,労働者
720,Chef::N,अध्यक्ष,上司
721,Meister::N,शिल्पज्ञ,達人
722,Meister::N,शिल्पज्ञ,マイスター
723,Arzt::N,वैद्य,医者
724,Arzt::N,डॉक्टर,医者
725,Arzt::N,चिकित्सक,医者
726,Lehrer::N,शिक्षक,先生
727,Lehrer::N,अध्यापक,先生
728,Geld::N,धन,金
729,Geld::N,पैसा,金
730,Geschäft::N,सौदा,取り引き
731,Geschäft::N,व्यापार,取り引き
732,Laden::N,दुकान,店
733,Preis::N,दाम,値段
734,Preis::N,मूल्य,値段
735,Ware::N,माल,商品
736,Ware::N,पण्य,商品
737,Nutzen::N,लाभ,利益
738,Nutzen::N,फ़ायदा,利益
739,Reichtum::N,धन,豊かさ
740,Reichtum::N,दौलत,豊かさ
741,Welt::N,विश्व,世界
742,Welt::N,दुनिया,世界
743,Land::N,देश,国
744,Land::N,मुल्क,国
745,Staat::N,राज्य,国家
746,Staat::N,राष्ट्र,国家
747,König::N,राजा,国王
748,König::N,बादशाह,国王
749,Macht::N,शासन,権力
750,Macht::N,सत्ता,権力
751,Grenze::N,सरहद,国境
752,Krieg::N,जंग,戦争
753,Krieg::N,युद्ध,戦争
754,Feind::N,शत्रु,敵
755,Feind::N,दुश्मन,敵
756,Gewalt::N,हिंसा,暴力
757,Kampf::N,लड़ाई,戦い
758,Kampf::N,संघर्ष,戦い
759,Bogen[Waffe]::N,कमान,弓
760,Pfeil::N,बान,矢
761,Gewehr::N,बंदूक़,銃
762,Fehler::N,भूल,間違い
763,Fehler::N,ग़लती,間違い
764,Lüge::N,झूठ,嘘
765,Lüge::N,असत्य,嘘
766,Schaden::N,हानि,損害
767,Schaden::N,नुक़सान,損害
768,Unglück::N,मुसीबत,不幸
769,Unglück::N,विपात्ति,不幸
770,Schuld::N,दोष,罪
771,Schuld::N,क़सूर,罪
772,Alter::N,आयु,年
773,Alter::N,आयु,年齢
774,Alter::N,उम्र,年
775,Alter::N,उम्र,年齢
776,Schluss::N,अंत,終わり
777,Schluss::N,समाप्ति,終わり
778,Zeit::N,काल,時
779,Zeit::N,काल,時間
780,Zeit::N,वक़्त,時
781,Zeit::N,वक़्त,時間
782,Tag::N,दिन,日
783,Tag::N,रोज़,日
784,Morgen::N,सुबह,朝
785,Mittag::N,दोपहर,昼
786,Mittag::N,मध्याह्न,昼
787,Abend::N,शाम,晩
788,Abend::N,शाम,夕方
789,Abend::N,संध्या,晩
790,Abend::N,संध्या,夕方
791,Nacht::N,रात,夜
792,Nacht::N,रात्रि,夜
793,Woche::N,हफ़्ता,週
794,Monat::N,मास,月
