,Concept_ID,vep,lv
172,Staub::N,pölü,бус
173,Staub::N,pölü,putekļi
174,Rauch::N,savu,тшын
175,Rauch::N,savu,dūmi
176,Funke::N,kibin,кинь
177,Funke::N,kibin,би кинь
178,Funke::N,kibin,dzirkstele
179,Feuer::N,lämoi,би
180,Feuer::N,lämoi,uguns
181,Licht::N,vauktuz,югӧр
182,Licht::N,vauktuz,gaisma
183,Schatten::N,pil'vez,вуджӧр
184,Schatten::N,pil'vez,ēna
185,Schatten::N,kuvahaine,вуджӧр
186,Schatten::N,kuvahaine,ēna
187,Wetter::N,sä,поводдя
188,Wetter::N,sä,laiks
189,Nebel::N,sumeg,ру
190,Nebel::N,sumeg,онь
191,Nebel::N,sumeg,migla
192,Wolke::N,pil'v,кымӧр
193,Wolke::N,pil'v,mākonis
194,Regen::N,vihm,зэр
195,Regen::N,vihm,lietus
196,Schnee::N,lumi,лым
197,Schnee::N,lumi,sniegs
198,Eis::N,jä,йи
199,Eis::N,jä,ledus
200,Frost::N,hala,кӧдзыд
201,Frost::N,hala,sals
202,Frost::N,pakaine,кӧдзыд
203,Frost::N,pakaine,sals
204,Kälte::N,vilu,кӧдзыд
205,Kälte::N,vilu,saltums
206,Kälte::N,vilu,aukstums
207,Hitze::N,räk,пӧсь
208,Hitze::N,räk,гожӧд
209,Hitze::N,räk,karstums
210,Raureif::N,hüde,пуж
211,Raureif::N,hüde,гыӧр
212,Raureif::N,hüde,sarma
213,Regenbogen::N,jumalanbembel',ӧшкамӧшка
214,Regenbogen::N,jumalanbembel',varavīksne
215,Donner::N,juru,гым
216,Donner::N,juru,pērkons
217,Donner::N,jumalanjuru,гым
218,Donner::N,jumalanjuru,pērkons
219,Strömung::N,joksmuz,ва ныр
220,Strömung::N,joksmuz,визувтӧм
221,Strömung::N,joksmuz,straume
222,Strömung::N,joksmuz,strāvojums
223,Tropfen::N,tilkuine,войт
224,Tropfen::N,tilkuine,lāse
225,Schaum::N,vaht,быг
226,Schaum::N,vaht,быгзьӧм
227,Schaum::N,vaht,putas
228,Schmutz::N,redu,няйт
229,Schmutz::N,redu,dubļi
230,Schmutz::N,pačak,няйт
231,Schmutz::N,pačak,dubļi
232,See::N,järv,ты
233,See::N,järv,ezers
234,Sumpf::N,so,гыбад
235,Sumpf::N,so,кад
236,Sumpf::N,so,dumbrājs
237,Sumpf::N,so,staignājs
238,Moor::N,so,нюр
239,Moor::N,so,purvs
240,Moor::N,so,muklājs
241,Wiese::N,nit,видз
242,Wiese::N,nit,pļava
243,Wald::N,mec,вӧр
244,Wald::N,mec,mežs
245,Hügel::N,kukaz,дзиб
246,Hügel::N,kukaz,мыльк
247,Hügel::N,kukaz,нӧрыс
248,Hügel::N,kukaz,paugurs
249,Anhöhe::N,kukaz,мыльк
250,Anhöhe::N,kukaz,нӧрыс
251,Anhöhe::N,kukaz,paugurs
252,Berg::N,mägi,чой
253,Berg::N,mägi,керӧс
254,Berg::N,mägi,kalns
255,Gipfel::N,ladv,чук
256,Gipfel::N,ladv,virsotne
257,Höhle::N,mägionduz,рудӧг
258,Höhle::N,mägionduz,ala
259,Abhang::N,paute,ньывк
260,Abhang::N,paute,бокша
261,Abhang::N,paute,nogāze
262,Quelle::N,lähte,ӧшмӧс
263,Quelle::N,lähte,avots
264,Bach::N,oja,шор
265,Bach::N,oja,urga
266,Bach::N,oja,strauts
267,Fluss::N,jogi,ю
268,Fluss::N,jogi,upe
269,Ufer::N,rand,вадор
270,Ufer::N,rand,krasts
271,Küste::N,randišt,вадор
272,Küste::N,randišt,piekraste
273,Festland::N,kuivma,му
274,Festland::N,kuivma,sauszeme
275,Meer::N,meri,саридз
276,Meer::N,meri,jūra
277,Bucht::N,laht,куръя
278,Bucht::N,laht,līcis
279,Insel::N,sar',ді
280,Insel::N,sar',sala
281,Blume::N,änik,дзоридз
282,Blume::N,änik,puķe
283,Blume::N,änik,zieds
284,Gras::N,hein,турун
285,Gras::N,hein,zāle
286,Wurzel::N,jur',вуж
287,Wurzel::N,jur',sakne
288,Baum::N,pu,пу
289,Baum::N,pu,koks
290,Stamm::N,tüvi,пучер
291,Stamm::N,tüvi,stumbrs
292,Rinde::N,kor',кырсь
293,Rinde::N,kor',miza
294,Ast::N,oks,ув
295,Ast::N,oks,zars
296,Zweig::N,oks,вож
297,Zweig::N,oks,nozare
298,Zweig::N,barb,вож
299,Zweig::N,barb,nozare
300,Blatt::N,lehtez,кор
301,Blatt::N,lehtez,lapa
302,Birke::N,koiv,кыдз
303,Birke::N,koiv,bērzs
304,Kiefer[Baum]::N,pedai,пожӧм
305,Kiefer[Baum]::N,pedai,priede
306,Weide[Baum]::N,raid,бадь
307,Weide[Baum]::N,raid,kārkls
308,Tanne::N,kuz',коз
309,Tanne::N,kuz',egle
310,Horn::N,sar'v,сюр
311,Horn::N,sar'v,rags
312,Feder::N,höuneh,гӧн
313,Feder::N,höuneh,тывборд
314,Feder::N,höuneh,spalva
315,Fell::N,nahk,ку
316,Fell::N,nahk,āda
317,Flügel::N,suug,борд
318,Flügel::N,suug,spārns
319,Klaue::N,künz',гыж
320,Klaue::N,künz',nags
321,Kralle::N,künz',гыж
322,Kralle::N,künz',nags
323,Schwanz::N,händ,бӧж
324,Schwanz::N,händ,ļipa
325,Ei::N,muna,кольк
326,Ei::N,muna,ola
327,Nest::N,peza,поз
328,Nest::N,peza,ligzda
329,Bau::N,uru,горс
330,Bau::N,uru,пырмӧс
331,Bau::N,uru,гу
332,Bau::N,uru,ala
333,Tier::N,živat,пемӧс
334,Tier::N,živat,dzīvnieks
335,Herde::N,kogo,стада
336,Herde::N,kogo,кельӧб
337,Herde::N,kogo,ganāmpulks
338,Kuh::N,lehm,мӧс
339,Kuh::N,lehm,govs
340,Bulle::N,härg,ӧш
341,Bulle::N,härg,bullis
342,Pferd::N,hebo,вӧв
343,Pferd::N,hebo,zirgs
344,Schaf::N,lambaz,ыж
345,Schaf::N,lambaz,aita
346,Schwein::N,siga,порсь
347,Schwein::N,siga,cūka
348,Hund::N,koir,пон
349,Hund::N,koir,suns
350,Katze::N,kaži,кань
351,Katze::N,kaži,kaķis
352,Bär::N,kondi,ош
353,Bär::N,kondi,lācis
354,Eichhörnchen::N,orav,ур
355,Eichhörnchen::N,orav,vāvere
356,Elch::N,hirb',йӧра
357,Elch::N,hirb',alnis
358,Fuchs::N,reboi,руч
359,Fuchs::N,reboi,lapsa
360,Hase::N,jäniš,кӧч
361,Hase::N,jäniš,zaķis
362,Maus::N,hir',шыр
363,Maus::N,hir',pele
364,Wolf::N,händikaz,кӧин
365,Wolf::N,händikaz,vilks
366,Vogel::N,lind,кай
367,Vogel::N,lind,лэбач
368,Vogel::N,lind,putns
369,Schwarm::N,parveh,чукӧр
370,Schwarm::N,parveh,spiets
371,Huhn::N,kana,курӧг
372,Huhn::N,kana,vista
373,Hahn::N,kukoi,петук
374,Hahn::N,kukoi,gailis
375,Gans::N,hanh',дзодзӧг
376,Gans::N,hanh',zoss
377,Adler::N,orl,кутш
378,Adler::N,orl,ērglis
379,Ente::N,sorz,утка
380,Ente::N,sorz,pīle
381,Eule::N,hir'pulo,сюзь
382,Eule::N,hir'pulo,pūce
383,Kranich::N,kurg,тури
384,Kranich::N,kurg,dzērve
385,Krähe::N,variš,рака
386,Krähe::N,variš,vārna
387,Kuckuck::N,kägi,кӧк
388,Kuckuck::N,kägi,dzeguze
389,Schwan::N,joucen,юсь
390,Schwan::N,joucen,gulbis
391,Fisch::N,kala,чери
392,Fisch::N,kala,zivs
393,Barsch::N,ahven,ёкыш
394,Barsch::N,ahven,asaris
395,Hecht::N,haug',сир
396,Hecht::N,haug',līdaka
397,Schlange[Tier]::N,kü,кый
398,Schlange[Tier]::N,kü,čūska
399,Schlange[Tier]::N,mado,кый
400,Schlange[Tier]::N,mado,čūska
401,Wurm::N,mado,номыр
402,Wurm::N,mado,tārps
403,Spinne::N,hämähouk,черань
404,Spinne::N,hämähouk,zirneklis
405,Ameise::N,murahaine,кодзувкот
406,Ameise::N,murahaine,skudra
407,Laus::N,täi,той
408,Laus::N,täi,uts
409,Mücke::N,säs'k,ном
410,Mücke::N,säs'k,ods
411,Fliege::N,kärbhaine,гут
412,Fliege::N,kärbhaine,muša
413,Schmetterling::N,lipkaine,бобув
414,Schmetterling::N,lipkaine,tauriņš
415,Beere::N,marj,тусь
416,Beere::N,marj,вотӧс
417,Beere::N,marj,oga
418,Apfel::N,jablok,яблӧг
419,Apfel::N,jablok,ābols
420,Pilz::N,sen',тшак
421,Pilz::N,sen',sēne
422,Pilz::N,babuk,тшак
423,Pilz::N,babuk,sēne
424,Zwiebel::N,lauk,луккок
425,Zwiebel::N,lauk,йӧнгыль
426,Zwiebel::N,lauk,sīpols
427,Saat::N,semned,тусь
428,Saat::N,semned,кӧйдыс
429,Saat::N,semned,sēkla
430,Korn::N,jüvä,тусь
431,Korn::N,jüvä,grauds
432,Korn::N,vill',тусь
433,Korn::N,vill',grauds
434,Heu::N,hein,турун
435,Heu::N,hein,siens
436,Schale::N,kor',кор
437,Schale::N,kor',čaula
438,Schale::N,kor',čaumala
439,Grube::N,kop,гу
440,Grube::N,kop,bedre
441,Falle::N,rida,лэч
442,Falle::N,rida,slazds
443,Falle::N,rida,lamatas
444,Schlinge::N,rihm,лэч
445,Schlinge::N,rihm,cilpa
446,Spur::N,jäl'g,туй
447,Spur::N,jäl'g,pēda
448,Asche::N,tuhk,пӧм
449,Asche::N,tuhk,pelni
450,Dreck::N,redu,няйт
451,Dreck::N,redu,dubļi
452,Dreck::N,pačak,няйт
453,Dreck::N,pačak,dubļi
454,Eisen::N,raud,кӧрт
455,Eisen::N,raud,dzelzs
456,Gold::N,kuld,зарни
457,Gold::N,kuld,zelts
458,Silber::N,hobed,эзысь
459,Silber::N,hobed,sudrabs
460,Kohle::N,hil',шом
461,Kohle::N,hil',ogle
462,Glas::N,stökol,стеклӧ
463,Glas::N,stökol,stikls
464,Lehm::N,savi,сёй
465,Lehm::N,savi,māls
466,Sand::N,lete,лыа
467,Sand::N,lete,smiltis
468,Mensch::N,mez',морт
469,Mensch::N,mez',cilvēks
470,Mensch::N,ristit,морт
471,Mensch::N,ristit,cilvēks
472,Mann::N,mez',аймӧрт
473,Mann::N,mez',мужичӧй
474,Mann::N,mez',vīrietis
475,Frau::N,naine,ань
476,Frau::N,naine,нывбаба
477,Frau::N,naine,sieviete
478,Kind::N,laps',кага
479,Kind::N,laps',bērns
480,Junge::N,poig,пи
481,Junge::N,poig,zēns
482,Junge::N,poig,puika
483,Junge::N,poig,puisis
484,Junge::N,prihaine,пи
485,Junge::N,prihaine,zēns
486,Junge::N,prihaine,puika
487,Junge::N,prihaine,puisis
488,Mädchen::N,neičukaine,ныв
489,Mädchen::N,neičukaine,meiča
490,Mädchen::N,neičukaine,skuķis
491,Mädchen::N,neičukaine,meitene
492,Familie::N,kanz,семья
493,Familie::N,kanz,ģimene
494,Familie::N,pereh,семья
495,Familie::N,pereh,ģimene
496,Großvater::N,ded,пӧль
497,Großvater::N,ded,vecaistēvs
498,Großmutter::N,bab,баб
499,Großmutter::N,bab,vecāmāte
500,Eltern::N,vanhembad,ай-мам
501,Eltern::N,vanhembad,бать-мам
502,Eltern::N,vanhembad,vecāki
503,Eltern::N,kazvatajad,ай-мам
504,Eltern::N,kazvatajad,бать-мам
505,Eltern::N,kazvatajad,vecāki
506,Vater::N,tat,бать
507,Vater::N,tat,ай
508,Vater::N,tat,tēvs
509,Mutter::N,mam,мам
510,Mutter::N,mam,māte
511,Sohn::N,poig,пи
512,Sohn::N,poig,dēls
513,Tochter::N,tütär,ныв
514,Tochter::N,tütär,meita
515,Bruder::N,veik,вок
516,Bruder::N,veik,brālis
517,Bruder::N,vell',вок
518,Bruder::N,vell',brālis
519,Schwester::N,čiža,чой
520,Schwester::N,čiža,māsa
521,Schwester::N,sizar,чой
522,Schwester::N,sizar,māsa
523,Onkel::N,däd',дядь
524,Onkel::N,däd',tēvocis
525,Tante::N,tädi,тьӧт
526,Tante::N,tädi,tante
527,Ehemann::N,mužik,верӧс
528,Ehemann::N,mužik,vīrs
529,Ehefrau::N,ak,гӧтыр
530,Ehefrau::N,ak,sieva
531,Freude::N,ilo,радлун
532,Freude::N,ilo,prieks
533,Freude::N,ihastuz,радлун
534,Freude::N,ihastuz,prieks
535,Gelächter::N,nagr,серам
536,Gelächter::N,nagr,smiekli
537,Glück::N,oza,шуд
538,Glück::N,oza,laime
539,Kummer::N,gor'a,шог
540,Kummer::N,gor'a,bēdas
541,Kummer::N,gor'a,raizes
542,Wunsch::N,taht,кӧсйӧм
543,Wunsch::N,taht,vēlme
544,Wunsch::N,taht,vēlējums
545,Lust::N,himo,кыскӧм
546,Lust::N,himo,радейтӧм
547,Lust::N,himo,kāre
548,Geist::N,heng,лов
549,Geist::N,heng,gars
550,Gedanke::N,meletuz,мӧвп
551,Gedanke::N,meletuz,doma
552,Gedächtnis::N,mušt,паметь
553,Gedächtnis::N,mušt,atmiņa
554,Verstand::N,mel',вежӧр
555,Verstand::N,mel',prāts
556,Sinn::N,jüvä,мог
557,Sinn::N,jüvä,вежӧртас
558,Sinn::N,jüvä,nozīme
559,Grund::N,sü,помка
560,Grund::N,sü,pamats
561,Grund::N,sü,iemesls
562,Wahrheit::N,tozi,збыль
563,Wahrheit::N,tozi,збыльтор
564,Wahrheit::N,tozi,taisnība
565,Wahrheit::N,tozi,patiesība
566,Gespräch::N,lodu,сёрни
567,Gespräch::N,lodu,saruna
568,Gespräch::N,pagin,сёрни
569,Gespräch::N,pagin,saruna
570,Märchen::N,sarn,мойд
571,Märchen::N,sarn,pasaka
572,Erzählung::N,sanutez,висьт
573,Erzählung::N,sanutez,stāsts
574,Erzählung::N,sanutez,nostāsts
575,Nachricht::N,tedotuz,юӧртӧм
576,Nachricht::N,tedotuz,ziņa
577,Neuigkeit::N,uzištuz,выльтор
578,Neuigkeit::N,uzištuz,jaunums
579,Name::N,nimi,ним
580,Name::N,nimi,vārds
581,Rätsel::N,ozoitez,нӧдкыв
582,Rätsel::N,ozoitez,mīkla
583,Rede::N,pagin,сёрни
584,Rede::N,pagin,runa
585,Rede::N,sanad,сёрни
586,Rede::N,sanad,runa
587,Sprache::N,kel',кыв
588,Sprache::N,kel',valoda
589,Stimme::N,än',гӧлӧс
590,Stimme::N,än',вом шы
591,Stimme::N,än',balss
592,Wort::N,sana,кыв
593,Wort::N,sana,vārds
594,Zeichen::N,znam,пас
595,Zeichen::N,znam,zīme
596,Ruf::N,kida,чукӧстчӧм
597,Ruf::N,kida,корӧм
598,Ruf::N,kida,sauciens
599,Ruf::N,kucund,чукӧстчӧм
600,Ruf::N,kucund,корӧм
601,Ruf::N,kucund,sauciens
602,Lärm::N,judu,шы
603,Lärm::N,judu,зык
604,Lärm::N,judu,зычитӧм
605,Lärm::N,judu,troksnis
606,Laut::N,kulund,шы
607,Laut::N,kulund,skaņa
608,Ton::N,kulund,шы
609,Ton::N,kulund,tonis
610,Lied::N,pajo,сьылан
611,Lied::N,pajo,сьыланкыв
612,Lied::N,pajo,dziesma
613,Ruhe::N,lebu,чӧв
614,Ruhe::N,lebu,miers
615,Leute::N,rahvaz,йӧз
616,Leute::N,rahvaz,войтыр
617,Leute::N,rahvaz,ļaudis
618,Leute::N,rahvaz,cilvēki
619,Volk::N,rahvaz,йӧз
620,Volk::N,rahvaz,войтыр
621,Volk::N,rahvaz,tauta
622,Arbeit::N,tö,удж
623,Arbeit::N,tö,darbs
624,Arbeit::N,rad,удж
625,Arbeit::N,rad,darbs
626,Gast::N,adiv,гӧсть
627,Gast::N,adiv,viešņa
628,Gast::N,adiv,ciemiņš
629,Geschenk::N,lahj,козин
630,Geschenk::N,lahj,dāvana
631,Spiel::N,vänd,ворсан
632,Spiel::N,vänd,rotaļa
633,Gesellschaft::N,sebr,котыр
634,Gesellschaft::N,sebr,biedrība
635,Gesellschaft::N,sebr,kompānija
636,Hilfe::N,abu,отсӧг
637,Hilfe::N,abu,palīdzība
638,Freund::N,sebranik,ёрт
639,Freund::N,sebranik,draugs
640,Kamerad::N,sebranik,ёрт
641,Kamerad::N,sebranik,biedrs
642,Angelegenheit::N,azj,мог
643,Angelegenheit::N,azj,делӧ
644,Angelegenheit::N,azj,darīšana
645,Anzahl::N,lugu,лыд
646,Anzahl::N,lugu,тшӧт
647,Anzahl::N,lugu,skaits
648,Anzahl::N,lugu,daudzums
649,Art::N,rod,сикас
650,Art::N,rod,suga
651,Art::N,rod,šķira
652,Art::N,rodsugu,сикас
653,Art::N,rodsugu,suga
654,Art::N,rodsugu,šķira
655,Stück::N,pala,тор
656,Stück::N,pala,gabals
657,Stück::N,supal,тор
658,Stück::N,supal,gabals
659,Teil::N,pala,юкӧн
660,Teil::N,pala,daļa
661,Hälfte::N,pol',пӧв
662,Hälfte::N,pol',джын
663,Hälfte::N,pol',puse
664,Kreis::N,ümbruz,кытш
665,Kreis::N,ümbruz,aplis
666,Kreis::N,ümbruz,riņķis
667,Kreis::N,kehkruz,кытш
668,Kreis::N,kehkruz,aplis
669,Kreis::N,kehkruz,riņķis
670,Kreuz::N,rist,перна
671,Kreuz::N,rist,крест
672,Kreuz::N,rist,krusts
673,Linie::N,pird,визь
674,Linie::N,pird,līnija
675,Strich::N,pird,визь
676,Strich::N,pird,svītra
677,Abstand::N,keskust,кост
678,Abstand::N,keskust,коласт
679,Abstand::N,keskust,atstarpe
680,Entfernung::N,matk,ылна
681,Entfernung::N,matk,attālums
682,Entfernung::N,matk,atstatums
683,Gegend::N,taho,му-ва
684,Gegend::N,taho,apvidus
685,Gegend::N,taho,apgabals
686,Platz::N,avaruz',ылдӧс
687,Platz::N,avaruz',йир
688,Platz::N,avaruz',гӧгӧртас
689,Platz::N,avaruz',vieta
690,Ort::N,koht,ин
691,Ort::N,koht,места
692,Ort::N,koht,vieta
693,Seite::N,pol',бок
694,Seite::N,pol',ӧтарладор
695,Seite::N,pol',sāns
696,Seite::N,kül'g,бок
697,Seite::N,kül'g,ӧтарладор
698,Seite::N,kül'g,sāns
699,Mitte::N,kesk,шӧр
700,Mitte::N,kesk,vidus
701,Gegenstand::N,kalu,кӧлуй
702,Gegenstand::N,kalu,priekšmets
703,Sache::N,azj,добра
704,Sache::N,azj,lieta
705,Rand::N,röun,дор
706,Rand::N,röun,mala
707,Rand::N,röun,apmale
708,Kante::N,röun,дор
709,Kante::N,röun,šķautne
710,Ecke::N,saum,пельӧс
711,Ecke::N,saum,kakts
712,Ecke::N,saum,stūris
713,Spitze::N,agjaine,йыв
714,Spitze::N,agjaine,smaile
715,Spitze::N,agjaine,galotne
716,Ende::N,agj,пом
717,Ende::N,agj,gals
718,Ende::N,agj,uzgalis
719,Loch::N,reig,розь
720,Loch::N,reig,caurums
721,Winkel::N,čoga,пельӧс
722,Winkel::N,čoga,leņķis
723,Winkel::N,saum,пельӧс
724,Winkel::N,saum,leņķis
725,Muster::N,kirjam,сер
726,Muster::N,kirjam,piemērs
727,Größe::N,suruz',ыджда
728,Größe::N,suruz',lielums
729,Länge::N,piduz,кузьта
730,Länge::N,piduz,garums
731,Höhe::N,korktuz',джуджда
732,Höhe::N,korktuz',augstums
733,Gewicht::N,jügu,сьӧкта
734,Gewicht::N,jügu,сьӧкталун
735,Gewicht::N,jügu,svars
736,Gewicht::N,jügu,smagums
737,Gewicht::N,vedäduz,сьӧкта
738,Gewicht::N,vedäduz,сьӧкталун
739,Gewicht::N,vedäduz,svars
740,Gewicht::N,vedäduz,smagums
741,Menge::N,äjüz',лун
742,Menge::N,äjüz',числӧ
743,Menge::N,äjüz',masa
744,Menge::N,äjüz',daudzums
745,Haufen::N,kogo,чукӧр
746,Haufen::N,kogo,čupa
747,Haufen::N,kogo,grēda
748,Haufen::N,kogo,kaudze
749,Reihe::N,rivi,рад
750,Reihe::N,rivi,rinda
751,Reihe::N,rivi,virkne
752,Boot::N,veneh,пыж
753,Boot::N,veneh,laiva
754,Ruder::N,air,пелыс
755,Ruder::N,air,ӧпаснӧй
756,Ruder::N,air,airis
757,Ruder::N,air,irklis
758,Schlitten::N,regi,дадь
759,Schlitten::N,regi,ragavas
760,Schlitten::N,regut,дадь
761,Schlitten::N,regut,ragavas
762,Ski::N,suks',лызь
763,Ski::N,suks',slēpe
764,Lagerfeuer::N,nodj,бипур
765,Lagerfeuer::N,nodj,ugunskurs
766,Lagerfeuer::N,pažag,бипур
767,Lagerfeuer::N,pažag,ugunskurs
768,Last::N,jüguz,сьӧкыдтор
769,Last::N,jüguz,krava
770,Gang::N,astund,мунӧм
771,Gang::N,astund,ветлӧм
772,Gang::N,astund,eja
773,Gang::N,astund,gājums
774,Schritt::N,hašk,воськов
775,Schritt::N,hašk,воськовтӧм
776,Schritt::N,hašk,solis
777,Norden::N,pohjoine,войвыв
778,Norden::N,pohjoine,ziemeļi
779,Süden::N,suvi,лунвыв
780,Süden::N,suvi,dienvidi
781,Westen::N,päivlaskm,рытыв
782,Westen::N,päivlaskm,rietumi
783,Osten::N,päivnouzm,асыв
784,Osten::N,päivnouzm,austrumi
785,Holz::N,pu,пу
786,Holz::N,pu,koks
787,Holz::N,pu,koksne
788,Brett::N,laud,пӧв
789,Brett::N,laud,dēlis
790,Platte::N,keitim,плита
791,Platte::N,keitim,plate
792,Platte::N,keitim,plāksne
793,Stütze::N,tugi,пыкӧд
794,Stütze::N,tugi,мыджӧд
795,Stütze::N,tugi,balsts
796,Stütze::N,tugi,atspaids
797,Stange::N,arz',потш
798,Stange::N,arz',maikste
799,Stock::N,kalu,бедь
800,Stock::N,kalu,boze
801,Stock::N,kalu,spieķis
802,Stab::N,seibaz,зир
803,Stab::N,seibaz,zizlis
804,Rohr::N,torv,труба
805,Rohr::N,torv,caurule
806,Haus::N,pert',керка
807,Haus::N,pert',māja
808,Heim::N,kodi,горт
