,Concept_ID,ab,tr
734,krank::A,ачымазаҩ,hasta
735,krank::A,ачымазаҩ,rahatsız
736,nackt::A,аҟьантаз,çıplak
737,traurig::A,алахьеиқəҵага,kederli
738,traurig::A,алахьеиқəҵага,üzüntülü
739,lebendig::A,абза,canlı
740,gut::A,абзиа,iyi
741,schlecht::A,-хəарҭам,kötü
742,richtig::A,иашоу,doğru
743,schlimm::A,абааҧсы,kötü
744,wahr::A,агəҭылса,doğru
745,wahr::A,агəҭылса,gerçek
746,wahr::A,абзиаҵəҟьа,doğru
747,wahr::A,абзиаҵəҟьа,gerçek
748,alt::A,Ажə,eski
749,neu::A,аҿыц,yeni
750,ehemalig::A,анкьатәи,önceki
751,alt[Lebewesen]::A,абырг,yaşlı
752,alt[Lebewesen]::A,ақабада,yaşlı
753,alt[Lebewesen]::A,Ажə,yaşlı
754,jung::A,аҟата,genç
755,arm::A,ананамга,fakir
756,reich::A,абеиа,zengin
757,bekannt::A,адыр,bilinen
758,berühmt::A,адыр,ünlü
759,berühmt::A,адыр,meşhur
760,fremd::A,атəым,yabancı
761,verschieden::A,Еиуа-еиҧшым,ayrı
762,verschieden::A,Еиуа-еиҧшым,farklı
763,nah::A,ааигəа,yakın
764,nah::A,ааигəа,bitişik
765,fern::A,ахара,uzak
766,linker::A,арма,sol
767,rechter::A,арҕьа,sağ
768,anderer::A,даҽа,diğer
769,anderer::A,даҽакы,diğer
770,erster::A,актәи,ilk
771,erster::A,актәи,birinci
772,zweiter::A,аҩбатəи,ikinci
773,dritter::A,ахҕатәи,üçüncü
774,letzter::A,аҵыхəтəантəи,son
775,letzter::A,аҵыхəтəантəи,sonuncu
776,allein::ADV,мацара,yalnız
777,allein::ADV,мацара,tek başına
778,auf einmal::ADV,зныкала,birden
779,auf einmal::ADV,зныкҟьара,birden
780,zusammen::ADV,аиц...,beraber
781,zusammen::ADV,аиц...,birlikte
782,lange::ADV,акыраамҭа,çok
783,lange::ADV,акыраамҭа,uzun
784,plötzlich::ADV,иаалырҟьаны,ansızın
785,plötzlich::ADV,иаалырҟьаны,birdenbire
786,sofort::ADV,иаразнакҵәҟьа,hemen
787,sofort::ADV,иаразнакҵәҟьа,derhal
788,später::ADV,уажəшьҭаншəа,daha sonra
789,jetzt::ADV,уажәы,şimdi
790,heute::ADV,иахьа,bugün
791,morgen::ADV,уаҵәы,yarın
792,bald::ADV,иласны,yakında
793,dann::ADV,нас,sonra
794,gestern::ADV,иацы,dün
795,einst::ADV,зны,eskiden
796,damals::ADV,усҟан,o zamanlar
797,danach::ADV,нас,sonradan
798,danach::ADV,нас,ondan sonra
799,vorher::ADV,уаанӡа,önce
800,vorher::ADV,уаанӡа,önceden
801,zuerst::ADV,азнаказы,ilk önce
802,zuerst::ADV,аҧхьа,ilk önce
803,einmal::ADV,зны,bir defa
804,manchmal::ADV,зны-зынла,bazan
805,oft::ADV,лассы-лассы,sık sık
806,oft::ADV,лассы-лассы,çok defa
807,immer::ADV,енагь,daima
808,immer::ADV,енагь,her zaman
809,immer::ADV,еснагь,daima
810,immer::ADV,еснагь,her zaman
811,niemals::ADV,ианакəызаалак,asla değil
812,niemals::ADV,ианакəызаалак,hiçbir zaman
813,hier::ADV,ара,burada
814,hier::ADV,абра,burada
815,hier::ADV,араҟа,burada
816,hierhin::ADV,ара,buraya
817,hierhin::ADV,араҟа,buraya
818,von hier::ADV,арантә,buradan
819,dort::ADV,уа,orada
820,dort::ADV,уа,şurada
821,dorthin::ADV,уахь,oraya
822,dorthin::ADV,уахь,şuraya
823,dorthin::ADV,анахь,oraya
824,dorthin::ADV,анахь,şuraya
825,geradeaus::ADV,ишиашоу,doğru
826,vorwärts::ADV,ҕхьаҟа,ileri
827,rückwärts::ADV,шьҭахьла,geri
828,zurück::ADV,шьҭахьҟа,geriye
829,unten::ADV,лбаа,aşağıda
830,hinab::ADV,алада,aşağıya
831,oben::ADV,хыхь,yukarıda
832,hinauf::ADV,аҩада,yukarı
833,hinauf::ADV,аҩада,yukarıya
834,überall::ADV,зегьынцьара,her yerde
835,nicht::ADV,-м,-mi-
836,nicht::ADV,-м,değil
837,ein wenig::ADV,ҕыҭк,biraz
838,kaum::ADV,аарлаҳәа,dar
839,kaum::ADV,аарлаҳәа,hemen hemen değil
840,kaum::ADV,афергьҳәа,dar
841,kaum::ADV,афергьҳәа,hemen hemen değil
842,sehr::ADV,даара,pek
843,sehr::ADV,даара,gayet
844,so::ADV,ас,öyle
845,so::ADV,ас,böyle
846,so::ADV,абас,öyle
847,so::ADV,абас,böyle
848,noch::ADV,макьана,hâlâ
849,noch::ADV,макьана,henüz
850,nur::ADV,заҵәык,ancak
851,nur::ADV,заҵәык,yalnız
852,schon::ADV,уажәшьҭа,çoktan
853,schon::ADV,аиҳа ипоу,çoktan
854,wieder::ADV,ҿыц,tekrar
855,wieder::ADV,ҿыц,yeniden
856,wieder::ADV,дырҩегь,tekrar
857,wieder::ADV,дырҩегь,yeniden
858,wieder::ADV,дырҩегьых,tekrar
859,wieder::ADV,дырҩегьых,yeniden
860,vergebens::ADV,баша,boşuna
861,vor::PRP,аҕхьа,önünde
862,hinter::PRP,нхыҵ,arkasında
863,unter::PRP,амҵа,altında
864,unter::PRP,амҵан,altında
865,neben::PRP,ааигуара,yanında
866,zwischen::PRP,абжьара,arasında
867,wegen::PRP,-иззы,dolayı
868,wegen::PRP,-ҟнытә,dolayı
869,dies::PRN,ари,bu
870,dies::PRN,абри,bu
871,das::PRN,Абни,o
872,das::PRN,Абни,şu
873,das::PRN,убри,o
874,das::PRN,убри,şu
875,alles::PRN,зегьы,hepsi
876,alles::PRN,зегьы,her şey
877,ich::PRN,са,ben
878,ich::PRN,сара,ben
879,du::PRN,бара,sen
880,er::PRN,иара,o
881,wir::PRN,ҳара,biz
882,ihr::PRN,шәара,siz
883,sie::PRN,дара,onlar
884,wer::FPRN,дарбан,kim
885,wo::FADV,иабыкуу,nerede
886,wo::FADV,аба-,nerede
887,wo::FADV,ахь-,nerede
888,wohin::FADV,иабыкуу,nereye
889,wohin::FADV,аба-,nereye
890,wohin::FADV,ахь-,nereye
891,wie::FADV,-шҕа,nasıl
892,warum::FADV,избан,neden
893,wieviel::FNUM,заҟа,kaç
894,wieviel::FNUM,заҟа,ne kadar
895,eins::NUM,акы,bir
896,eins::NUM,аӡәы,bir
897,zwei::NUM,ҩба,iki
898,drei::NUM,хҕа,üç
899,vier::NUM,ҕшьба,dört
900,fünf::NUM,хəба,beş
901,sechs::NUM,фба,altı
902,sieben::NUM,Бжьба,yedi
903,acht::NUM,ааба,sekiz
904,neun::NUM,жәба,dokuz
905,zehn::NUM,жәаба,on
906,elf::NUM,жәеизатәи,on bir
907,zwölf::NUM,жәаҩа,on iki
908,zwanzig::NUM,ҩажәа,yirmi
909,dreißig::NUM,ҩажәижәабатәи,otuz
910,vierzig::NUM,ҩынҩажәа,kırk
911,fünfzig::NUM,ҩынҩажәеижәаба,elli
912,sechzig::NUM,хынҩажәа,altmış
913,siebzig::NUM,хынҩажәижәаба,yetmiş
914,achtzig::NUM,ҕшьынҩажәа,seksen
915,neunzig::NUM,ҕшьынҩажәижәаба,doksan
916,hundert::NUM,шәкы,yüz
917,tausend::NUM,зқьы,bin
918,und::CNJ,-и,ve
919,und::CNJ,-и,ile
920,oder::CNJ,ма,ya
921,oder::CNJ,ма,yahut
922,stehen::V,агылазаара,durmak
923,sitzen::V,атəара,oturmak
924,sitzen::V,атəа(заа)ра,oturmak
925,liegen::V,аиара,yatmak
926,hängen::V,акнаҳара,asılı olmak
927,werden::V,аҟалара,olmak
928,werden::V,аҟалара,olunmak
929,passieren::V,аҟалара,olmak
930,beginnen::V,алагара,başlamak
931,enden::V,алгара,bitmek
932,enden::V,алгара,sona ermek
933,wechseln::V,аҽыҧсахра,değişmek
934,aufgehen[Sonne]::V,агылара,doğmak
935,aufgehen[Sonne]::V,ахашлара,doğmak
936,aufgehen[Sonne]::V,аҩаҵхахара,doğmak
937,untergehen[Sonne]::V,аҭашəара,batmak
938,scheinen[Sonne]::V,акаҧхара,parlamak
939,donnern::V,адыдра,gök gürlemek
940,wehen::V,асра,esmek
941,strömen::V,акаҭəара,akmak
942,fließen::V,ацара,akmak
943,sich drehen::V,ахагьежьра,dönmek
944,schwanken::V,аҵысра,sallanmak
945,schwingen::V,ахызазара,titremek
946,schwingen::V,акьаандара,titremek
947,fallen::V,акаҳара,düşmek
948,brennen::V,абылра,yanmak
949,rauchen::V,ахылҵра,tütmek
950,regnen::V,аура,yağmak
951,gefrieren::V,аҵаара,donmak
952,tauen::V,аӡҭра,erimek
953,schmelzen::V,ақəӡыҭра,erimek
954,schmelzen::V,аҭəара,erimek
955,trocknen::V,абара,kurumak
956,sieden::V,ашра,kaynamak
957,faulen::V,абаара,çürümek
958,verfaulen::V,абаара,çürümek
959,verfaulen::V,аилашра,çürümek
960,reißen::V,аҧжəара,yırtılmak
961,versinken::V,аӡааҟəрылара,batmak
962,vergehen::V,ацара,geçmek
963,erscheinen::V,ацəырҵра,görünmek
964,verschwinden::V,аҵашəкəара,kaybolmak
965,sinken::V,атəара,inmek
966,sinken::V,алаҟəра,inmek
967,abnehmen::V,ацӡаара,azalmak
968,abnehmen::V,аиҵалара,azalmak
969,zunehmen::V,аҽырҭбаара,artmak
970,zunehmen::V,аҽырҭбаара,çoğalmak
971,zunehmen::V,аиҵыҵра,artmak
972,zunehmen::V,аиҵыҵра,çoğalmak
973,zunehmen::V,арацəахара,artmak
974,zunehmen::V,арацəахара,çoğalmak
975,steigen::V,азҳара,artmak
976,steigen::V,азҳара,yükselmek
977,steigen::V,ашьҭыҵра,artmak
978,steigen::V,ашьҭыҵра,yükselmek
979,steigen::V,адухара,artmak
980,steigen::V,адухара,yükselmek
981,steigen::V,ацлара,artmak
982,steigen::V,ацлара,yükselmek
983,wachsen::V,азҳара,büyümek
984,wachsen::V,азҳара,gelişmek
985,glänzen::V,ацыр-цырра,parlamak
986,glänzen::V,ацыҩ-цыҩра,parlamak
987,glänzen::V,аказказра,parlamak
988,funkeln::V,ашап-шапра,parıldamak
989,funkeln::V,ацым-цымра,parıldamak
990,lärmen::V,ашьҭыбжьгара,gürültü yapmak
991,lärmen::V,аҕьҕьаҳәа аилалара,gürültü yapmak
992,läuten::V,аҵəҵəасра,çalmak
993,klingeln::V,аҵəҵəасра,zil çalmak
994,klirren::V,ахьархьарра,şakırdamak
995,klirren::V,ахьархьарра,zangırdamak
996,klirren::V,архьархьарра,şakırdamak
997,klirren::V,архьархьарра,zangırdamak
998,brausen::V,аилаҽҽара,köpürmek
999,brausen::V,аилаҽҽара,kükremek
1000,brausen::V,еилашуера,köpürmek
1001,brausen::V,еилашуера,kükremek
1002,klingen::V,агара,tınlamak
1003,klingen::V,ашьҭыбжь гара,tınlamak
1004,bellen::V,ашра,havlamak
1005,heulen::V,ауура,ulumak
1006,blasen::V,аҭəҳəара,üflemek
1007,pfeifen::V,ашəшəра,düdük çalmak
1008,schreien::V,аҳəҳəара,bağırmak
1009,schreien::V,аҳəҳəара,haykırmak
1010,schreien::V,ахəаара,bağırmak
1011,schreien::V,ахəаара,haykırmak
1012,schreien::V,аҟаара,bağırmak
1013,schreien::V,аҟаара,haykırmak
1014,stöhnen::V,ақьра,inlemek
1015,zittern::V,аҵыс-ҵысра,titremek
1016,leben::V,аҟазаара,yaşamak
1017,leben::V,аҟазаара,hayatta olmak
1018,geboren werden::V,Аира,doğmak
1019,atmen::V,аҕсыҕ лагаҩагара,solunmak
1020,atmen::V,аҕсыҕ лагаҩагара,nefes almak
1021,trinken::V,ажəра,içmek
1022,essen::V,акрыфара,yemek
1023,schlucken::V,албаадара,yutmak
1024,müde werden::V,ааҕсара,yorulmak
1025,einschlafen::V,ацəара,uykuya dalmak
1026,schlafen::V,ацəазаара,uyumak
1027,aufwachen::V,аҿыхара,uyanmak
1028,aufstehen::V,Агəылҵра,kalkmak
1029,aufstehen::V,Агəылҵра,yataktan kalkmak
1030,sich erholen::V,аҧсшьара,dinlenmek
1031,krank werden::V,ачмазаҩхара,hastalanmak
1032,krank sein::V,аҳəарҧсарра,hasta olmak
1033,schmerzen::V,ахьра,ağrımak
1034,husten::V,аимҳәара,öksürmek
1035,genesen::V,абзиахара,şifa bulmak
1036,genesen::V,аӷəӷəахара,şifa bulmak
1037,sterben::V,аҧсра,ölmek
1038,sterben::V,аҧсра,vefat etmek
1039,umkommen::V,аҭахара,ölmek
1040,sich bewegen::V,аиҭаҵра,hareket etmek
1041,sich rühren::V,ақəацара,kımıldanmak
1042,sich erheben::V,аҩагылара,kalkmak
1043,sich erheben::V,аҩагылара,ayağa kalkmak
1044,sich setzen::V,атəара,oturmak
1045,hinfallen::V,акаҳара,yere düşmek
1046,laufen::V,аныҟəара,yürümek
1047,schreiten::V,ашьаҿа еихгара,yürümek
1048,schreiten::V,ашьаҿа еихгара,adım atmak
1049,spazierengehen::V,анеи-ааира,gezmek
1050,spazierengehen::V,анеи-ааира,dolaşmak
1051,eilen::V,аццакра,seğirtmek
1052,sich beeilen::V,аццакра,acele etmek
1053,sausen::V,аҧырра,hızla gitmek
1054,sausen::V,иҭрысны,hızla gitmek
1055,sausen::V,ишьҭҟьаны ацара,hızla gitmek
1056,rennen::V,аҩра,koşmak
1057,springen::V,аҧара,atlamak
1058,springen::V,аҧара,sıçramak
1059,klettern::V,ақəлара,tırmanmak
1060,schaukeln::V,аҟəараҟəанҽара,sallanmak
1061,kriechen::V,аҳəазара,sürünmek
1062,schwimmen::V,аӡсара,yüzmek
1063,tauchen::V,ахəӡааҵəира,dalmak
1064,rudern::V,аҵшьра,kürek çekmek
1065,fahren::V,акала,gitmek
1066,fliegen::V,аҧырра,uçmak
1067,gehen::V,аиҭаҵра,gitmek
1068,weggehen::V,ацара,gitmek
1069,abfahren::V,адəықəлара,kalkmak
1070,abfahren::V,ацара,kalkmak
1071,anhalten::V,ааныргылара,durmak
1072,hineingehen::V,аҭалара,içeri girmek
1073,eintreten::V,аҩналара,girmek
1074,kommen::V,аара,gelmek
1075,kommen::V,ааира,gelmek
1076,ankommen::V,ааира,varmak
1077,ankommen::V,аара,varmak
1078,ankommen::V,анеира,varmak
1079,zurückkommen::V,азыхынҳəра,dönmek
1080,bleiben::V,аанхара,kalmak
1081,bleiben::V,анхара,kalmak
1082,bleiben::V,аангылара,kalmak
1083,warten::V,азҧшзаара,beklemek
1084,erwarten::V,азҧшра,beklemek
1085,suchen::V,ашьҭазаара,aramak
1086,finden::V,аҧшаара,bulmak
1087,versuchen::V,аҽазкра,denemek
1088,vorbereiten::V,армазеира,hazırlamak
1089,lieben::V,абзиабара,sevmek
1090,mögen::V,агəаҧхара,beğenmek
1091,lachen::V,аччара,gülmek
1092,rühren::V,арҵəуара,dokunmak
1093,rühren::V,арҵəуара,duygulandırmak
1094,weinen::V,аҵəуара,ağlamak
1095,schimpfen::V,ацəҳара,küfretmek
1096,sich ärgern::V,агəаара,kızmak
1097,sich fürchten::V,аӡыӡара,korkmak
1098,fürchten::V,ацəшəара,korkmak
1099,fliehen::V,абналара,kaçmak
1100,fliehen::V,ацəцара,kaçmak
1101,flüchten::V,абналара,kaçmak
1102,flüchten::V,ацəцара,kaçmak
1103,sehen::V,абара,görmek
1104,anschauen::V,ахəаҧшра,seyretmek
1105,ansehen::V,ахəаҧшра,bakmak
1106,hören::V,аҳара,duymak
1107,hören::V,аҳара,işitmek
1108,zuhören::V,азыӡырҩра,dinlemek
1109,probieren::V,аҧышəара,denemek
1110,probieren::V,аҧышəара,tadına bakmak
1111,riechen::V,афыҩра,kokusunu almak
1112,fühlen::V,анырра,duymak
1113,fühlen::V,анырра,hissetmek
1114,fühlen::V,ацәакырра,duymak
1115,fühlen::V,ацәакырра,hissetmek
1116,scheinen::V,шәа,görünmek
1117,scheinen::V,аацәырҵа,görünmek
1118,vernehmen::V,аҳара,haber almak
1119,frieren::V,ашəра,üşümek
1120,frieren::V,аҵаара,üşümek
1121,tun::V,аҟаҵара,etmek
1122,tun::V,аҟаҵара,yapmak
1123,können::V,алшара,bilmek
1124,wollen::V,аҭахра,istemek
1125,anfangen::V,алагара,başlamak
1126,beenden::V,алгара,bitirmek
1127,aufhören::V,аҟəыҵра,bitmek
1128,gelingen::V,аура,başarmak
1129,gelingen::V,аманшəалахара,başarmak
1130,gelingen::V,алҵра,başarmak
1131,geraten::V,нзаарын,düşmek
1132,öffnen::V,аартра,açmak
1133,schließen::V,аркра,kapamak
1134,stellen::V,аргылара,koymak
1135,setzen::V,артəара,koymak
1136,setzen::V,артəара,oturtmak
1137,legen::V,ақəҵара,koymak
1138,legen::V,ақəҵара,yatırmak
1139,berühren::V,акьысра,dokunmak
1140,berühren::V,алакьысра,dokunmak
1141,verbinden::V,аҿаҳəара,bağlamak
1142,verbinden::V,аҿаҳəара,birleştirmek
1143,bedecken::V,ақəршəра,örtmek
1144,bedecken::V,ақəршəра,kaplamak
1145,aufhängen::V,акнаҳара,asmak
1146,anzünden::V,аркра,yakmak
1147,anzünden::V,аркра,ateşlemek
1148,aufheben::V,ашьҭыхра,kaldırmak
1149,zurücklassen::V,аныжьра,geride bırakmak
1150,verlieren::V,ацəыӡра,yitirmek
1151,verlieren::V,ацəыӡра,kaybetmek
1152,fallen lassen::V,ацəкаҳара,düşürmek
1153,machen::V,ачаҧара,yapmak
1154,herstellen::V,аиҵдара,yapmak
1155,herstellen::V,аиҵдара,imal etmek
1156,bauen::V,аргылара,kurmak
1157,bauen::V,аргылара,inşa etmek
1158,reparieren::V,арҽеира,onarmak
1159,reparieren::V,арҽеира,tamir etmek
1160,verbessern::V,аиҕьтəра,düzeltmek
1161,ändern::V,аҧсахра,değiştirmek
1162,graben::V,ажра,kazmak
1163,beugen::V,арҟəра,eğmek
1164,beugen::V,архəара,eğmek
1165,biegen::V,арҟəра,bükmek
1166,biegen::V,архəара,bükmek
1167,drehen::V,аргьежьра,çevirmek
1168,drehen::V,аргьежьра,döndürmek
1169,umdrehen::V,аарҳәра,çevirmek
1170,heben::V,аҩахара,kaldırmak
1171,heben::V,араҳара,kaldırmak
1172,hochheben::V,ахагалара,yukarı kaldırmak
1173,hochheben::V,ашьҭҳəара,yukarı kaldırmak
1174,halten::V,акра,tutmak
1175,drücken::V,ақəрӷəӷəара,sıkmak
1176,schieben::V,аҵгəара,itmek
1177,schieben::V,аҵгəара,sürmek
1178,schieben::V,агəара,itmek
1179,schieben::V,агəара,sürmek
1180,kratzen::V,ацəҟьара,kaşımak
1181,lecken::V,арбзара,yalamak
1182,beißen::V,ацҳара,ısırmak
1183,abreißen::V,амжəара,koparmak
1184,abschneiden::V,ахҵəара,keserek ayırmak
1185,abschneiden::V,аҿахҵəара,keserek ayırmak
1186,binden::V,аҿаҳəара,bağlamak
1187,stecken::V,алаҵара,sokmak
1188,brechen::V,аҧҵəара,kırmak
1189,klopfen::V,асра,çalmak
1190,hauen::V,ақəкшара,vurmak
1191,kleben::V,аҷабра,yapıştırmak
1192,reiben::V,арҟəыҷра,ovmak
1193,reiben::V,арҟəыҷра,sürtmek
1194,streichen::V,ахьшьра,sürmek
1195,schleifen::V,ахра,bilemek
1196,schneiden::V,аҧҟара,kesmek
1197,rütteln::V,арҵысра,sallamak
1198,schütteln::V,аршəшəара,sarsmak
1199,schütteln::V,аршəшəара,çalkamak
1200,schwenken::V,аҟьара,sallamak
1201,schütten::V,аҭаҭəара,dökmek
1202,schütten::V,аҭаҭəара,akıtmak
1203,füllen::V,арҭəра,doldurmak
1204,einwickeln::V,алаҳəара,sarmak
1205,tragen::V,аҩагара,taşımak
1206,schleppen::V,арҳəазара,sürüklemek
1207,ziehen::V,ахара,çekmek
1208,aufbewahren::V,аҵəахра,saklamak
1209,werfen::V,аршəра,atmak
1210,fangen::V,акра,tutmak
1211,fangen::V,акра,yakalamak
1212,packen::V,анкра,tutmak
1213,packen::V,анкра,yakalamak
1214,packen::V,аҵкаара,tutmak
1215,packen::V,аҵкаара,yakalamak
1216,verstecken::V,аҵəахра,saklamak
1217,teilen::V,ашара,bölmek
1218,teilen::V,ашара,ayırmak
1219,schicken::V,ашьҭра,yollamak
1220,schicken::V,ашьҭра,göndermek
1221,bringen::V,аагара,getirmek
1222,hinzufügen::V,ацҵара,katmak
1223,hinzufügen::V,ацҵара,eklemek
1224,bekommen::V,аҧшаара,almak
1225,bekommen::V,аҧшаара,eline geçmek
1226,bekommen::V,архиара,almak
1227,bekommen::V,архиара,eline geçmek
1228,bekommen::V,аура,almak
1229,bekommen::V,аура,eline geçmek
1230,erhalten::V,аиура,almak
1231,nehmen::V,агара,almak
1232,wählen::V,алҧшаара,seçmek
1233,auswählen::V,алхра,seçmek
1234,auswählen::V,алхра,ayırmak
1235,behindern::V,аҧырхагахара,engellemek
1236,verderben::V,алгара,bozmak
1237,verderben::V,абжьыхра,bozmak
1238,verderben::V,аҧхасҭатəра,bozmak
1239,beschädigen::V,аҧхасҭатəра,zedelemek
1240,beschädigen::V,аҧхасҭатəра,ziyan vermek
1241,zerbrechen::V,аҧҽра,kırmak
1242,zerreißen::V,аҧжəара,yırtmak
1243,zerstören::V,аилаҧыххаара,yıkmak
1244,zerstören::V,аилаҧыххаара,tahrip etmek
1245,verbrennen::V,абылра,yakmak
1246,geben::V,аҭара,vermek
1247,reichen::V,аҭара,uzatmak
1248,schenken::V,аҩгара,hediye etmek
1249,versprechen::V,ақəргəыӷра,vaat etmek
1250,loben::V,арҽхəара,övmek
1251,küssen::V,агəӡра,öpmek
1252,zudecken::V,аҵахҩара,örtmek
1253,zudecken::V,ақəршəра,örtmek
1254,wecken::V,арҿыхара,uyandırmak
1255,zeigen::V,арбара,göstermek
1256,führen::V,аныҟəгара,gezdirmek
1257,führen::V,аныҟəгара,yol göstermek
1258,lehren::V,арҵара,okutmak
1259,lehren::V,арҵара,öğretmek
1260,unterrichten::V,арҧхьара,öğretmek
1261,aufziehen::V,ааӡара,yetiştirmek
1262,leiten::V,ахагылазаара,yönetmek
1263,leiten::V,ахагылазаара,idare etmek
1264,antreiben::V,арццакра,teşvik etmek
1265,lassen::V,арҟаҵара,-tırmak
1266,einladen::V,ааҕхьара,davet etmek
1267,einladen::V,анаҧхьара,davet etmek
1268,vereinigen::V,аилаҵара,birleştirmek
1269,besuchen::V,абара,uğramak
1270,besuchen::V,абара,ziyaret etmek
1271,besuchen::V,абара,görmeye gitmek
1272,treffen::V,аҧылара,rastlamak
1273,treffen::V,аҧылара,isabet etmek
1274,sich versammeln::V,аизара,toplanmak
1275,spielen::V,ахəмарра,oynamak
1276,singen::V,ашəаҳəара,söylemek
1277,singen::V,ашəаҳəара,şarkı söylemek
1278,tanzen::V,акəашара,oynamak
1279,tanzen::V,акəашара,dans etmek
1280,sich trennen::V,аилыҵра,ayrılmak
1281,verlassen::V,акажьра,bırakmak
1282,verlassen::V,акажьра,terk etmek
1283,retten::V,Аиқəрхара,kurtarmak
1284,bewachen::V,ахьчара,gözetmek
1285,schützen::V,ацəыхьчара,korumak
1286,verteidigen::V,ахьчара,savunmak
1287,sich schlagen::V,аисра,dövüşmek
1288,schießen::V,ахысра,ateş etmek
1289,siegen::V,аиааира,yenmek
1290,ärgern::V,аргəаара,kızdırmak
1291,schlagen::V,асра,dövmek
1292,schlagen::V,аҭасра,dövmek
1293,stechen::V,алакшара,sokmak
1294,stechen::V,алакшара,batırmak
1295,stoßen::V,агəҭасра,itmek
1296,stehlen::V,аӡара,çalmak
1297,stören::V,аҧырхагахара,bozmak
1298,stören::V,аҧырхагахара,etkilemek
1299,belästigen::V,аргəамҵра,rahatsız etmek
1300,verbergen::V,аӡара,saklamak
1301,täuschen::V,ажьара,aldatmak
1302,betrügen::V,ажьара,aldatmak
1303,betrügen::V,ажьара,dolandırmak
1304,töten::V,ашьра,öldürmek
1305,wohnen::V,анхара,oturmak
1306,arbeiten::V,аусура,çalışmak
1307,sammeln::V,аҟəшəара,toplamak
1308,pflücken::V,аҿыршəара,koparmak
1309,pflücken::V,аҿыхра,koparmak
1310,jagen::V,ашəарыцара,avlanmak
1311,fischen::V,аҧсыӡ икуеит,balık tutmak
1312,fassen::V,акра,tutmak
1313,fassen::V,акра,yakalamak
1314,hüten::V,арҳəра,otlatmak
1315,hüten::V,ахьчара,otlatmak
1316,treiben::V,акацара,gütmek
1317,anbinden::V,адҳəалара,bağlamak
1318,füttern::V,акырҿаҵара,beslemek
1319,melken::V,ахьара,sağmak
1320,hacken::V,аҟəаҟəара,yarmak
1321,gießen::V,аҵаҭəара,sulamak
1322,reifen::V,ашəра,olgunlaşmak
1323,reifen::V,аҟалара,olgunlaşmak
1324,zubereiten::V,ацура,hazırlamak
1325,kochen::V,ажəра,pişirmek
1326,kochen::V,ажəра,kaynatmak
1327,backen::V,аӡра,pişirmek
1328,backen::V,аӡра,fırında pişirmek
1329,braten::V,аӡра,kızartmak
1330,umrühren::V,аилрыхра,karıştırmak
1331,stricken::V,аҧара,örmek
1332,nähen::V,аӡахра,dikmek
1333,färben::V,ашəра,boyamak
1334,reinigen::V,арыцқьара,temizlemek
1335,waschen::V,аӡәӡәара,yıkamak
1336,abwischen::V,арбара,silmek
1337,spülen::V,аҭыршара,çalkamak
1338,fegen::V,аҧссара,süpürmek
1339,baden::V,аҽыкəабара,yıkanmak
1340,baden::V,аҽыкəабара,banyo yapmak
1341,sich waschen::V,аҽыӡəӡəара,yıkanmak
1342,ausziehen::V,ашəыхра,çıkarmak
1343,anziehen::V,ашəҵара,giymek
1344,sich anziehen::V,аҽеилаҳəара,giyinmek
1345,kämmen::V,аҳəара,taramak
1346,schmücken::V,арҧшӡара,süslemek
1347,sagen::V,аҳəара,demek
1348,sagen::V,аҳəара,söylemek
1349,sprechen::V,ацəажəара,konuşmak
1350,reden::V,ацəажəара,konuşmak
1351,reden::V,аицәажәара,konuşmak
1352,sich unterhalten::V,аицәажәара,sohbet etmek
1353,fragen::V,азҵаара,sormak
1354,bitten::V,аҳəара,dilemek
1355,bitten::V,аҳəара,rica etmek
1356,erzählen::V,аҳəара,bahsetmek
1357,erzählen::V,аҳəара,hikâye etmek
1358,mitteilen::V,азыцҳара,bildirmek
1359,nennen::V,ахьӡҵара,adlandırmak
1360,rufen::V,азҿыҭра,çağırmak
1361,prahlen::V,аҽхəара,övünmek
1362,übersetzen::V,аиҭагара,çevirmek
1363,übersetzen::V,аиҭагара,tercüme etmek
1364,denken::V,азхəыцра,düşünmek
1365,glauben::V,ахаҵара,inanmak
1366,glauben::V,ахаҵара,zannetmek
1367,bemerken::V,агəаҭара,farkına varmak
1368,erkennen::V,адырра,tanımak
1369,begreifen::V,аилкаара,anlamak
1370,begreifen::V,аилкаара,kavramak
1371,verstehen::V,аҳара,duymak
1372,verstehen::V,аҳара,anlamak
1373,lernen::V,аҵара,öğrenmek
1374,wissen::V,адырра,bilmek
1375,sich erinnern an::V,агəаларшəара,hatırlamak
1376,vergessen::V,ахашҭра,unutmak
1377,messen::V,ашəара,ölçmek
1378,zählen::V,аҧхьаӡара,saymak
1379,rechnen::V,аҳасабра,hesap etmek
1380,lesen::V,аҧхьара,okumak
1381,besitzen::V,амазаара,haiz olmak
1382,besitzen::V,амазаара,sahip olmak
1383,kaufen::V,Аахəара,almak
1384,verkaufen::V,аҭира,satmak
1385,bezahlen::V,ахҭынҵара,ödemek
1386,bezahlen::V,ашəара,ödemek
1387,zahlen::V,ашəара,ödemek
1388,ertragen::V,ачҳара,dayanmak
1389,ertragen::V,ачҳара,katlanmak
1390,Moor::N,,cılgıt
1391,Kralle::N,,tırnak
1392,Schwarm::N,,sürü
1393,Sache::N,,iş
1394,Sache::N,,şey
1395,Menge::N,,miktar
1396,Essen::N,,yemek
1397,Geschäft::N,,ticaret
1398,Monat::N,,ay
