,Concept_ID,az,kn
382,Beutel::N,torba,ಸಂಚಿ
383,Bündel::N,bağlama,ಕಟ್ಟು
384,Tasche::N,çanta,ಚೀಲ
385,Eimer::N,vedrə,ಬಾನೆ
386,Eimer::N,çəllək,ಬಾನೆ
387,Deckel::N,qapaq,ಮುಚ್ಚಳ
388,Geschirr::N,qab-qazan,ಭಕ್ಷ್ಯಗಳು
389,Sack::N,çuval,ಮೂಟೆ
390,Tasse::N,fincan,ಬಟ್ಟಲು
391,Topf::N,qazan,ಮಡಕೆ
392,Kessel::N,qazan,ಕೆಟಲ್
393,Essen::N,yemək,ಊಟ
394,Nahrung::N,qida,ಆಹಾರ
395,Speise::N,xörək,ಊಟ
396,Fleisch::N,ət,ಮಾಂಸ
397,Getreide::N,taxıl,ಧಾನ್ಯ
398,Brei::N,aş,ಗಂಜಿ
399,Brei::N,sıyıq,ಗಂಜಿ
400,Brot::N,çörək,ರೊಟ್ಟಿ
401,Scheibe::N,dilim,ಹೋಳು
402,Fett::N,yağ,ಕೊಬ್ಬು
403,Butter::N,kərə yağı,ಬೆಣ್ಣೆ
404,Öl::N,yağ,ಎಣ್ಣೆ
405,Salz::N,duz,ಉಪ್ಪು
406,Suppe::N,şorba,ಎಸರು
407,Honig::N,bal,ಮಧು
408,Milch::N,süd,ಹಾಲು
409,Tee::N,çay,ಚಹ
410,Leder::N,dəri,ಚಕ್ಕಳ
411,Wolle::N,yun,ಉಣ್ಣೆ
412,Stoff::N,qumaş,ಬಟ್ಟೆ
413,Nadel::N,iynə,ಸೂಜಿ
414,Faden::N,sap,ದಾರ
415,Knopf::N,düymə,ಗುಂಡು
416,Knoten::N,düyün,ಗಂಟು
417,Farbe::N,boya,ಬಣ್ಣ
418,Kleidung::N,geyim,ಅರಿವೆ
419,Hemd::N,köynək,ಅಂಗಿ
420,Kragen::N,yaxa,ಕುತ್ತಿಗೆಪಟ್ಟಿ
421,Ärmel::N,qol,ತೋಳು
422,Hose::N,şalvar,ಇಜಾರ
423,Gürtel::N,kəmər,ಬೆಲ್ಟು
424,Mütze::N,şapka,ಟೋಪಿ
425,Schuh::N,tufli,ಪಾದರಕ್ಷೆ
426,Schuh::N,ayaqqabı,ಪಾದರಕ್ಷೆ
427,Stiefel::N,çəkmə,ಬೂಟು
428,Ring::N,üzük,ಉಂಗುರ
429,Band::N,lent,ರಿಬ್ಬನ್
430,Kamm::N,daraq,ಹಣಿಗೆ
431,Spiegel::N,güzgü,ಕನ್ನಡಿ
432,Riemen::N,qayış,ಬಾರು
433,Schnur::N,ip,ಹುರಿ
434,Leine::N,kəmsik,ಹಗ್ಗ
435,Decke::N,ədyal,ಕಂಬಳಿ
436,Decke::N,yorğan,ಕಂಬಳಿ
437,Kissen::N,yastıq,ದಿಂಬು
438,Tuch::N,şarf,ಕೊರಳ ಬಟ್ಟೆ
439,Tuch::N,kaşne,ಕೊರಳ ಬಟ್ಟೆ
440,Handtuch::N,dəsmal,ಚೌಕ
441,Kraft::N,güc,ಬಲ
442,Stärke::N,qüvvət,ಶಕ್ತಿ
443,Gesundheit::N,sağlamlıq,ಆರೋಗ್ಯ
444,Krankheit::N,xəstəlik,ರೋಗ
445,Schmerz::N,ağrı,ನೋವು
446,Schmerz::N,sancı,ನೋವು
447,Wunde::N,yara,ಗಾಯ
448,Fieber::N,isitmə,ಜ್ವರ
449,Fieber::N,qızdırma,ಜ್ವರ
450,Arznei::N,ilaç,ಔಷಧ
451,Arznei::N,dərman,ಔಷಧ
452,Brücke::N,körpü,ಸೇತುವೆ
453,Brunnen::N,quyu,ಬಾವಿ
454,Weide::N,otlaq,ಗೋಮಾಳ
455,Pfad::N,cığır,ದಾರಿ
456,Weg::N,yol,ಹಾದಿ
457,Straße::N,küçə,ರಸ್ತೆ
458,Dorf::N,kənd,ಹಳ್ಳಿ
459,Stadt::N,şəhər,ಪಟ್ಟಣ
460,Brief::N,məktub,ಕಾಗದ
461,Buch::N,kitab,ಪುಸ್ತಕ
462,Buchstabe::N,hərf,ಅಕ್ಷರ
463,Zeitung::N,qəzet,ವಾರ್ತಾಪತ್ರಿಕೆ
464,Leben::N,həyat,ಜೀವನ
465,Tod::N,ölüm,ಮರಣ
466,Grab::N,qəbir,ಗೋರಿ
467,Kirche::N,kilsə,ಚರ್ಚು
468,Sünde::N,günah,ಪಾಪ
469,Gott::N,tanrı,ದೇವರು
470,Arbeiter::N,işçi,ಕೆಲಸಗಾರ
471,Chef::N,şef,ದಣಿ
472,Chef::N,rəis,ದಣಿ
473,Meister::N,usta,ಶಿಕ್ಷಕ
474,Arzt::N,həkim,ವೈದ್ಯ
475,Arzt::N,doktor,ವೈದ್ಯ
476,Lehrer::N,müəllim,ಉಪಾಧ್ಯಾಯ
477,Geld::N,pul,ಹಣ
478,Geschäft::N,ticarət,ವಾಣಿಜ್ಯ
479,Laden::N,dükan,ಅಂಗಡಿ
480,Preis::N,qiymət,ಬೆಲೆ
481,Ware::N,mal,ಸರಕು
482,Nutzen::N,fayda,ಲಾಭ
483,Reichtum::N,zənginlik,ಸಂಪತ್ತು
484,Welt::N,aləm,ಭೂಲೋಕ
485,Welt::N,dünya,ಭೂಲೋಕ
486,Land::N,ölkə,ದೇಶ
487,Staat::N,dövlət,ರಾಜ್ಯ
488,König::N,kral,ರಾಜ
489,König::N,məlik,ರಾಜ
490,Macht::N,qüdrət,ಅಧಿಕಾರ
491,Grenze::N,hüdud,ಗಡಿ
492,Grenze::N,sərhət,ಗಡಿ
493,Krieg::N,hərb,ಯುದ್ಧ
494,Krieg::N,müharibə,ಯುದ್ಧ
495,Feind::N,düşmən,ಶತ್ರು
496,Gewalt::N,cəbr,ಹಿಂಸೆ
497,Kampf::N,savaş,ಹೋರಾಟ
498,Bogen[Waffe]::N,yay,ಬಿಲ್ಲು
499,Pfeil::N,ox,ಅಂಬು
500,Gewehr::N,tüfəng,ಬಂದೂಕು
501,Fehler::N,xəta,ತಪ್ಪು
502,Lüge::N,yalan,ಸುಳ್ಳು
503,Schaden::N,ziyan,ಹಾನಿ
504,Unglück::N,bəla,ಅಪಾಯ
505,Schuld::N,təqsir,ದೋಷ
506,Alter::N,yaş,ಮುಪ್ಪು
507,Schluss::N,son,ಮುಕ್ತಾಯ
508,Zeit::N,vaxt,ಕಾಲ
509,Zeit::N,zaman,ಕಾಲ
510,Tag::N,gün,ದಿನ
511,Morgen::N,sabah,ಮುಂಜಾನೆ
512,Mittag::N,günorta,ನಡುಹಗಲು
513,Abend::N,axşam,ಸಂಜೆ
514,Nacht::N,gecə,ರಾತ್ರಿ
515,Woche::N,həftə,ವಾರ
516,Monat::N,ay,ತಿಂಗಳು
517,Jahr::N,il,ಸಂವತ್ಸರ
518,Frühling::N,yaz,ವಸಂತ
519,Frühling::N,bahar,ವಸಂತ
520,Sommer::N,yay,ಬಿಸಿಲುಕಾಲ
521,Herbst::N,payız,ಶರತ್ಕಾಲ
522,Winter::N,qış,ಚಳಿಗಾಲ
523,Januar::N,Janvar,ನಾಲ್ಚಳಿ
524,Februar::N,Fevral,ಅಯ್ಚಳಿ
525,März::N,Mart,ಮೊಬ್ಬೇಸಿಗೆ
526,April::N,Aprel,ಇಬ್ಬೇಸಿಗೆ
527,Mai::N,May,ಮುಬ್ಬೇಸಿಗೆ
528,Juni::N,İyun,ಮೊಮ್ಮಳೆ
529,Juli::N,İyul,ಇಮ್ಮಳೆ
530,August::N,Avqust,ಮುಮ್ಮಳೆ
531,September::N,Sentyabr,ನಾಲ್ಮಳೆ
532,Oktober::N,Oktyabr,ಮೊಚ್ಚಳಿ
533,November::N,Noyabr,ಇಚ್ಚಳಿ
534,Dezember::N,Dekabr,ಮುಚ್ಚಳಿ
535,Montag::N,bazar ertəsi,ಸೋಮುವಾರ
536,Dienstag::N,çərşənbə axşamı,ಮಂಗಳವಾರ
537,Mittwoch::N,çərşənbə,ಬುಧವಾರ
538,Donnerstag::N,cüme axşamı,ಗುರುವಾರ
539,Freitag::N,cüme,ಶುಕ್ರವಾರ
540,Samstag::N,şənbə,ಶನಿವಾರ
541,Sonntag::N,bazar,ಭಾನುವಾರ
542,groß::A,böyük,ದೊಡ್ಡ
543,klein::A,kiçik,ಪುಟ್ಟ
544,lang::A,uzun,ದೀರ್ಘ
545,kurz::A,qısa,ಚಕ್ಕ
546,breit::A,enli,ಅಗಲವಾದ
547,breit::A,geniş,ಅಗಲವಾದ
548,schmal::A,dar,ಇಕ್ಕಟ್ಟಾದ
549,dicht::A,sıx,ದಟ್ಟ
550,dick[Gegenstand]::A,qalın,ದಟ್ಟ
551,dünn::A,nazik,ತೆಳು
552,fein::A,incə,ಕೋಮಲ
553,fest::A,bərk,ಘನ
554,fest::A,möhkəm,ಘನ
555,flach::A,düz,ಚಪ್ಪಟೆ
556,glatt::A,hamar,ನಯ
557,hart::A,sərt,ಗಟ್ಟಿ
558,weich::A,yumşaq,ಮೃದುವಾದ
559,rund::A,yuvarlaq,ವರ್ತುಳ
560,spitz::A,uclu,ಮೊನಚಾದ
561,spitz::A,sivri,ಮೊನಚಾದ
