,Concept_ID,vep,se
86,Bart::N,bard,skaavtjoe
87,Bart::N,bard,skávttjá
88,Bart::N,bard,seamu
89,Bart::N,bard,siämu
90,Bart::N,bard,seäm
91,Bart::N,bard,ся̄м
92,Kinn::N,löug,gaejpie
93,Kinn::N,löug,gájbbe
94,Kinn::N,löug,gáibi
95,Kinn::N,löug,käibi
96,Kinn::N,löug,käi´bb
97,Kinn::N,löug,ка̄ййп
98,Kiefer[Anatomie]::N,hambazlu,gaejpie
99,Kiefer[Anatomie]::N,hambazlu,oalol
100,Kiefer[Anatomie]::N,hambazlu,oaloldákte
101,Kiefer[Anatomie]::N,hambazlu,gáibi
102,Kiefer[Anatomie]::N,hambazlu,uá'lultähti
103,Kiefer[Anatomie]::N,hambazlu,vuâl'lõš
104,Kiefer[Anatomie]::N,hambazlu,вуаллнешш
105,Kehle::N,kurk,gealoe
106,Kehle::N,kurk,tjåttå
107,Kehle::N,kurk,njiello
108,Kehle::N,kurk,čotta
109,Kehle::N,kurk,čuudâ
110,Kehle::N,kurk,čoodd
111,Kehle::N,kurk,чонт
112,Kehle::N,kurk,кэ̄ҏс
113,Hals::N,kagl,tjeapohke
114,Hals::N,kagl,tjiebet
115,Hals::N,kagl,čeabet
116,Hals::N,kagl,čiäppát
117,Hals::N,kagl,čeäppat
118,Hals::N,kagl,ча̄пэх
119,Genick::N,tagarai,tjovrese
120,Genick::N,tagarai,nisske
121,Genick::N,tagarai,niehkki
122,Genick::N,tagarai,niski
123,Genick::N,tagarai,niek'ki
124,Genick::N,tagarai,nji´šǩǩmaadd
125,Genick::N,tagarai,нышшькмоант
126,Kopf::N,pä,åejjie
127,Kopf::N,pä,oajvve
128,Kopf::N,pä,oaivi
129,Kopf::N,pä,uái'vi
130,Kopf::N,pä,vuei´vv
131,Kopf::N,pä,вуэййв
132,Rücken::N,sel'g,rudtje
133,Rücken::N,sel'g,hárddo
134,Rücken::N,sel'g,tjavelk
135,Rücken::N,sel'g,sealgi
136,Rücken::N,sel'g,selgi
137,Rücken::N,sel'g,čielgi
138,Rücken::N,sel'g,seä´lǧǧ
139,Rücken::N,sel'g,се̄лльк
140,Bauch::N,vac,tjåejjie
141,Bauch::N,vac,tjoajvve
142,Bauch::N,vac,čoavji
143,Bauch::N,vac,čuáv'ji
144,Bauch::N,vac,čåu´jj
145,Bauch::N,vac,чо̄ввьй
146,Bauch::N,koht,tjåejjie
147,Bauch::N,koht,tjoajvve
148,Bauch::N,koht,čoavji
149,Bauch::N,koht,čuáv'ji
150,Bauch::N,koht,čåu´jj
151,Bauch::N,koht,чо̄ввьй
152,Nabel::N,naba,naepie
153,Nabel::N,naba,náhpe
154,Nabel::N,naba,náhpi
155,Nabel::N,naba,nääpi
156,Nabel::N,naba,nää´pp
157,Nabel::N,naba,на̄бпь
158,Busen::N,niža,boenge
159,Busen::N,niža,bållå
160,Busen::N,niža,čižži
161,Busen::N,niža,njamma
162,Busen::N,niža,njižže
163,Busen::N,niža,nje´ǯǯ
164,Busen::N,niža,раннҍт
165,Brust::N,rind,mïelke
166,Brust::N,rind,radde
167,Brust::N,rind,mielgga
168,Brust::N,rind,raddi
169,Brust::N,rind,radde
170,Brust::N,rind,râ´dd
171,Brust::N,rind,раннҍт
172,Schulter::N,oug,åelkie
173,Schulter::N,oug,oalgge
174,Schulter::N,oug,hárdu
175,Schulter::N,oug,ärdee
176,Schulter::N,oug,uál'gi
177,Schulter::N,oug,a´rddi
178,Schulter::N,oug,vuä´lǧǧ
179,Schulter::N,oug,вуэллык
180,Arm::N,käzi,gïete
181,Arm::N,käzi,giehta
182,Arm::N,käzi,giehta
183,Arm::N,käzi,kietâ
184,Arm::N,käzi,kie'tâkaaṿâ
185,Arm::N,käzi,ǩiõtt
186,Arm::N,käzi,кӣдт
187,Ellenbogen::N,künambruz,gernjere
188,Ellenbogen::N,künambruz,garŋŋel
189,Ellenbogen::N,künambruz,gargŋil
190,Ellenbogen::N,künambruz,käŋŋir
191,Ellenbogen::N,künambruz,kõõnjâr
192,Ellenbogen::N,künambruz,карьнэль
193,Hand::N,käzi,gïete
194,Hand::N,käzi,giehta
195,Hand::N,käzi,giehta
196,Hand::N,käzi,kietâ
197,Hand::N,käzi,ǩiõtt
198,Hand::N,käzi,кӣдт
199,Hand::N,käzitera,gïete
200,Hand::N,käzitera,giehta
201,Hand::N,käzitera,giehta
202,Hand::N,käzitera,kietâ
203,Hand::N,käzitera,ǩiõtt
204,Hand::N,käzitera,кӣдт
205,Handfläche::N,kämen,gïeten-låapoe
206,Handfläche::N,kämen,giehtavuodo
207,Handfläche::N,kämen,tjårmmåvuodo
208,Handfläche::N,kämen,giehtaloahpu
209,Handfläche::N,kämen,kiämád
210,Handfläche::N,kämen,kuámmir
211,Handfläche::N,kämen,kuä´m'mer
212,Handfläche::N,kämen,ǩiõttǩeä´m'men
213,Handfläche::N,kämen,ко̄а̄ллдэгк
214,Handfläche::N,kämen,кӣдткоалдэгк
215,Finger::N,sor'm,soerme
216,Finger::N,sor'm,tjuvdde
217,Finger::N,sor'm,suorbma
218,Finger::N,sor'm,čuvde
219,Finger::N,sor'm,suor'mâ
220,Finger::N,sor'm,suõrmm
221,Finger::N,sor'm,це̄ххп
222,Fingernagel::N,künz',gadtse
223,Fingernagel::N,künz',guehpere
224,Fingernagel::N,künz',gadtsa
225,Fingernagel::N,künz',gazza
226,Fingernagel::N,künz',kozzâ
227,Fingernagel::N,künz',kõʒʒ
228,Fingernagel::N,künz',кэ̄ннц
229,Nagel[Anatomie]::N,künz',gadtse
230,Nagel[Anatomie]::N,künz',guehpere
231,Nagel[Anatomie]::N,künz',gadtsa
232,Nagel[Anatomie]::N,künz',gazza
233,Nagel[Anatomie]::N,künz',kozzâ
234,Nagel[Anatomie]::N,künz',kõʒʒ
235,Nagel[Anatomie]::N,künz',кэ̄ннц
236,Zeh::N,barbaz,tjiehtjere
237,Zeh::N,barbaz,juolggetjuvdde
238,Zeh::N,barbaz,juolgesuorbma
239,Zeh::N,barbaz,jyel'gisuor'mâ
240,Zeh::N,barbaz,jue´lǧǧsuõrmm
241,Zeh::N,barbaz,ю̄лльк-це̄һп
242,Fuß::N,jaug,juelkie
243,Fuß::N,jaug,juolgge
244,Fuß::N,jaug,juolgi
245,Fuß::N,jaug,jyel'gi
246,Fuß::N,jaug,jue´lǧǧ
247,Fuß::N,jaug,ла̄бпь
248,Ferse::N,kand,båetskie
249,Ferse::N,kand,boasske
250,Ferse::N,kand,šušmi
251,Ferse::N,kand,šušme
252,Ferse::N,kand,jue´lǧǧkädd
253,Ferse::N,kand,ка̄ннт
254,Knie::N,komb,boelve
255,Knie::N,komb,buolvva
256,Knie::N,komb,čibbi
257,Knie::N,komb,veaŋki
258,Knie::N,komb,iidâ
259,Knie::N,komb,puõlvv
260,Knie::N,komb,пуллв
261,Knie::N,pol'v,boelve
262,Knie::N,pol'v,buolvva
263,Knie::N,pol'v,čibbi
264,Knie::N,pol'v,veaŋki
265,Knie::N,pol'v,iidâ
266,Knie::N,pol'v,puõlvv
267,Knie::N,pol'v,пуллв
268,Oberschenkel::N,riiže,ruaksja
269,Oberschenkel::N,riiže,tjibbe
270,Oberschenkel::N,riiže,gassaváhkká
271,Oberschenkel::N,riiže,badjeváhkáa
272,Oberschenkel::N,riiže,čuár'bpeeḷi
273,Oberschenkel::N,riiže,če´bb
274,Oberschenkel::N,riiže,чуаррбе̄лль
275,Bein::N,jaug,juelkie
276,Bein::N,jaug,juolgge
277,Bein::N,jaug,juolgi
278,Bein::N,jaug,jyel'gi
279,Bein::N,jaug,jue´lǧǧ
280,Bein::N,jaug,ю̄лльк
281,Körper::N,hibj,kråahpe
282,Körper::N,hibj,rumáj
283,Körper::N,hibj,rumaš
284,Körper::N,hibj,ruumâš
285,Körper::N,hibj,rå´pp
286,Körper::N,hibj,лышшьк
287,Körper::N,hibj,роаӈӈьк
288,Haut::N,nahk,njaltja
289,Haut::N,nahk,lijkke
290,Haut::N,nahk,tjuobma
291,Haut::N,nahk,liiki
292,Haut::N,nahk,liške
293,Haut::N,nahk,le´šǩǩ
294,Haut::N,nahk,лышшьк
295,Blut::N,čak,vïrre
296,Blut::N,čak,maelie
297,Blut::N,čak,varra
298,Blut::N,čak,varra
299,Blut::N,čak,vorrâ
300,Blut::N,čak,võrr
301,Blut::N,čak,вэ̄рр
302,Blut::N,veri,vïrre
303,Blut::N,veri,maelie
304,Blut::N,veri,varra
305,Blut::N,veri,varra
306,Blut::N,veri,vorrâ
307,Blut::N,veri,võrr
308,Blut::N,veri,вэ̄рр
309,Ader::N,son',åerie
310,Ader::N,son',aajroe
311,Ader::N,son',suodna
312,Ader::N,son',varrasuotna
313,Ader::N,son',suoṇâ
314,Ader::N,son',suõnn
315,Ader::N,son',сӯнн
316,Sehne::N,jände,soene
317,Sehne::N,jände,gåårtenje
318,Sehne::N,jände,suodna
319,Sehne::N,jände,suotna
320,Sehne::N,jände,suoṇâ
321,Sehne::N,jände,suõnn
322,Sehne::N,jände,сӯнн
323,Knochen::N,lu,måara
324,Knochen::N,lu,måaroe
325,Knochen::N,lu,dákte
326,Knochen::N,lu,dákti
327,Knochen::N,lu,tähti
328,Knochen::N,lu,tä´htt
329,Knochen::N,lu,та̄ххт
330,Knochen::N,lu,та̄ффьт
331,Gehirn::N,aivod,aajla
332,Gehirn::N,aivod,vuojŋam
333,Gehirn::N,aivod,vuoigŋašat
334,Gehirn::N,aivod,vuoi'ŋâšeh
335,Gehirn::N,aivod,vuo'ivâšneh
336,Gehirn::N,aivod,vuõivâšn
337,Gehirn::N,aivod,вуэййвэшна
338,Herz::N,südäin,vaajmoe
339,Herz::N,südäin,tsåhke
340,Herz::N,südäin,váibmu
341,Herz::N,südäin,váimu
342,Herz::N,südäin,čââ´đ
343,Herz::N,südäin,кӯттҌк
344,Magen::N,südäikoht,tjåejjie
345,Magen::N,südäikoht,tjoajvve
346,Magen::N,südäikoht,čoavji
347,Magen::N,südäikoht,čuáv'ji
348,Magen::N,südäikoht,čåu´jj
349,Magen::N,südäikoht,чо̄ввьй
350,Leber::N,maks,mueksie
351,Leber::N,maks,librre
352,Leber::N,maks,vuoivvas
353,Leber::N,maks,vuoivâs
354,Leber::N,maks,vuõivâs
355,Leber::N,maks,вуйвас
356,Atem::N,hengaiduz,voejngehtasse
357,Atem::N,hengaiduz,båssånis
358,Atem::N,hengaiduz,vuojŋadahka
359,Atem::N,hengaiduz,vuoiŋŋahat
360,Atem::N,hengaiduz,vuo'iŋâstim
361,Atem::N,hengaiduz,jiõg'g
362,Atem::N,hengaiduz,вӯйнас
363,Atem::N,hengaiduz,вӯййнмушш
364,Hunger::N,näl'g,nielkie
365,Hunger::N,näl'g,nielgge
366,Hunger::N,näl'g,nealgi
367,Hunger::N,näl'g,nelgi
368,Hunger::N,näl'g,neä´lǧǧ
369,Hunger::N,näl'g,не̄лльк
370,Träne::N,kündal',gïknjele
371,Träne::N,kündal',ganjál
372,Träne::N,kündal',ganjal
373,Träne::N,kündal',koonjâl
374,Träne::N,kündal',kõõnjâl
375,Träne::N,kündal',кэ̄нял
376,Geschmack::N,magu,aelmie
377,Geschmack::N,magu,muosse
378,Geschmack::N,magu,smáhkka
379,Geschmack::N,magu,máhku
380,Geschmack::N,magu,smáhkka
381,Geschmack::N,magu,mááhu
382,Geschmack::N,magu,smakkâ
383,Geschmack::N,magu,njõõd
384,Geschmack::N,magu,smääkk
385,Geschmack::N,magu,ня̄лльк
386,Geruch::N,haju,haaje
387,Geruch::N,haju,habjja
388,Geruch::N,haju,hádja
389,Geruch::N,haju,opsâ
390,Geruch::N,haju,haajâ
391,Geruch::N,haju,õpss
392,Geruch::N,haju,haajj
393,Geruch::N,haju,апс
394,Geruch::N,haju,лэ̄гк
395,Schlaf::N,uni,nahkerh
396,Schlaf::N,uni,nager
397,Schlaf::N,uni,oados
398,Schlaf::N,uni,nagir
399,Schlaf::N,uni,naṿer
400,Schlaf::N,uni,nââ´er
401,Schlaf::N,uni,нагерь
402,Traum::N,unikuva,nahkere
403,Traum::N,unikuva,niehko
404,Traum::N,unikuva,niehku
405,Traum::N,unikuva,naṿer
406,Traum::N,unikuva,nââ´er
407,Traum::N,unikuva,нагерь
408,Himmel::N,taivaz,elmie
409,Himmel::N,taivaz,almme
410,Himmel::N,taivaz,albmi
411,Himmel::N,taivaz,alme
412,Himmel::N,taivaz,â´lmm
413,Himmel::N,taivaz,алльм
414,Sonne::N,päiväine,biejjie
415,Sonne::N,päiväine,bæjvásj
416,Sonne::N,päiväine,beaivváš
417,Sonne::N,päiväine,peivi
418,Sonne::N,päiväine,piäiváš
419,Sonne::N,päiväine,pei´vv
420,Sonne::N,päiväine,пе̄ййв
421,Mond::N,kudmaine,aske
422,Mond::N,kudmaine,mánno
423,Mond::N,kudmaine,mánnu
424,Mond::N,kudmaine,máánu
425,Mond::N,kudmaine,mään
426,Mond::N,kudmaine,ма̄нн
427,Stern::N,tähtaz,daasta
428,Stern::N,tähtaz,naestie
429,Stern::N,tähtaz,násste
430,Stern::N,tähtaz,násti
431,Stern::N,tähtaz,täsni
432,Stern::N,tähtaz,tä´snn
433,Stern::N,tähtaz,та̄ссьт
434,Luft::N,il'm,elmie
435,Luft::N,il'm,ájmmo
436,Luft::N,il'm,áibmu
437,Luft::N,il'm,áimu
438,Luft::N,il'm,šõŋŋ
439,Luft::N,il'm,вӯйнас
440,Wind::N,döl,bïegke
441,Wind::N,döl,biegga
442,Wind::N,döl,biegga
443,Wind::N,döl,pieg'gâ
444,Wind::N,döl,piõg'g
445,Wind::N,döl,пӣӈӈк
446,Wind::N,tullei,bïegke
447,Wind::N,tullei,biegga
448,Wind::N,tullei,biegga
449,Wind::N,tullei,pieg'gâ
450,Wind::N,tullei,piõg'g
451,Wind::N,tullei,пӣӈӈк
452,Welle::N,ald,baaroe
453,Welle::N,ald,bárro
454,Welle::N,ald,bárru
455,Welle::N,ald,pááṛu
456,Welle::N,ald,päärr
457,Welle::N,ald,нэ̄ммп
458,Welle::N,laineh,baaroe
459,Welle::N,laineh,bárro
460,Welle::N,laineh,bárru
461,Welle::N,laineh,pááṛu
462,Welle::N,laineh,päärr
463,Welle::N,laineh,нэ̄ммп
464,Wasser::N,vezi,tjaetsie
465,Wasser::N,vezi,tjáhtje
466,Wasser::N,vezi,čáhci
467,Wasser::N,vezi,čääci
468,Wasser::N,vezi,čää´cc
469,Wasser::N,vezi,ча̄дзь
470,Stein::N,kivi,gierkie
471,Stein::N,kivi,giergge
472,Stein::N,kivi,geađgi
473,Stein::N,kivi,keđgi
474,Stein::N,kivi,ǩeä´dǧǧ
475,Stein::N,kivi,ке̄ддҌк
476,Boden::N,ma,betnie
477,Boden::N,ma,ednam
478,Boden::N,ma,bodni
479,Boden::N,ma,vuođđu
480,Boden::N,ma,ponne
481,Boden::N,ma,vuáđ̣u
482,Boden::N,ma,vuâđđ
483,Boden::N,ma,лаввьн
484,Boden::N,ma,е̄ммьне
485,Boden::N,pohj,betnie
486,Boden::N,pohj,ednam
487,Boden::N,pohj,bodni
488,Boden::N,pohj,vuođđu
489,Boden::N,pohj,ponne
490,Boden::N,pohj,vuáđ̣u
491,Boden::N,pohj,vuâđđ
492,Boden::N,pohj,лаввьн
493,Boden::N,pohj,е̄ммьне
494,Erde::N,ma,jåarta
495,Erde::N,ma,mueltie
496,Erde::N,ma,ednam
497,Erde::N,ma,mållde
498,Erde::N,ma,eana
499,Erde::N,ma,eennâm
500,Erde::N,ma,mädd
501,Erde::N,ma,jânnam
502,Erde::N,ma,е̄ммьне
503,Staub::N,pölü,heblie
504,Staub::N,pölü,tsumhtsie
505,Staub::N,pölü,dubme
506,Staub::N,pölü,dopmu
507,Staub::N,pölü,kovjâ
508,Staub::N,pölü,põõ´l
509,Staub::N,pölü,кэ̄ббьй
510,Rauch::N,savu,soeve
511,Rauch::N,savu,suovva
512,Rauch::N,savu,suovva
513,Rauch::N,savu,suoṿâ
514,Rauch::N,savu,suõvv
515,Rauch::N,savu,сӯвв
516,Funke::N,kibin,naestie
517,Funke::N,kibin,tjuonam
518,Funke::N,kibin,čuotnan
519,Funke::N,kibin,čuođâlm
520,Funke::N,kibin,iiskâr
521,Funke::N,kibin,čuõzzâm
522,Funke::N,kibin,чӯссэм
523,Feuer::N,lämoi,dålle
524,Feuer::N,lämoi,dållå
525,Feuer::N,lämoi,dolla
526,Feuer::N,lämoi,tullâ
527,Feuer::N,lämoi,toll
528,Feuer::N,lämoi,то̄лл
529,Licht::N,vauktuz,tjoevke
530,Licht::N,vauktuz,tjuovgga
531,Licht::N,vauktuz,čuovga
532,Licht::N,vauktuz,čuovggas
533,Licht::N,vauktuz,čuoṿâ
534,Licht::N,vauktuz,toll
535,Licht::N,vauktuz,čuõvv
536,Licht::N,vauktuz,то̄лл
537,Schatten::N,pil'vez,skugkie
538,Schatten::N,pil'vez,soejvene
539,Schatten::N,pil'vez,irkes
540,Schatten::N,pil'vez,sieges
541,Schatten::N,pil'vez,itku
542,Schatten::N,pil'vez,suoivâ
543,Schatten::N,pil'vez,õõtt
544,Schatten::N,pil'vez,ǩeeu´niǩ
545,Schatten::N,pil'vez,кывьнэхь
546,Schatten::N,kuvahaine,skugkie
547,Schatten::N,kuvahaine,soejvene
548,Schatten::N,kuvahaine,irkes
549,Schatten::N,kuvahaine,sieges
550,Schatten::N,kuvahaine,itku
551,Schatten::N,kuvahaine,suoivâ
552,Schatten::N,kuvahaine,õõtt
553,Schatten::N,kuvahaine,ǩeeu´niǩ
554,Schatten::N,kuvahaine,кывьнэхь
555,Wetter::N,sä,vïerhtse
556,Wetter::N,sä,dálkke
557,Wetter::N,sä,dálki
558,Wetter::N,sä,šoŋŋâ
559,Wetter::N,sä,šõŋŋ
560,Wetter::N,sä,шэ̄ӈӈ
561,Nebel::N,sumeg,såavla
562,Nebel::N,sumeg,mearhka
563,Nebel::N,sumeg,murkko
564,Nebel::N,sumeg,mierkká
565,Nebel::N,sumeg,mierká
566,Nebel::N,sumeg,miär'kká
567,Nebel::N,sumeg,oṃo
568,Nebel::N,sumeg,sue´lnn
569,Nebel::N,sumeg,цӣгк
570,Nebel::N,sumeg,сулльн
571,Wolke::N,pil'v,balve
572,Wolke::N,pil'v,balvva
573,Wolke::N,pil'v,balva
574,Wolke::N,pil'v,polvâ
575,Wolke::N,pil'v,põlvv
576,Wolke::N,pil'v,пэллв
577,Regen::N,vihm,ebrie
578,Regen::N,vihm,harvve
579,Regen::N,vihm,arvi
580,Regen::N,vihm,arve
581,Regen::N,vihm,â´brr
582,Regen::N,vihm,аббьр
583,Schnee::N,lumi,lopme
584,Schnee::N,lumi,moehtege
585,Schnee::N,lumi,muohta
586,Schnee::N,lumi,muohta
587,Schnee::N,lumi,muotâ
588,Schnee::N,lumi,muõtt
589,Schnee::N,lumi,вэ̄дз
590,Schnee::N,lumi,куэллт
591,Eis::N,jä,jïenge
592,Eis::N,jä,jiegŋa
593,Eis::N,jä,jiekŋa
594,Eis::N,jä,jieŋ̣â
595,Eis::N,jä,jiõŋŋ
596,Eis::N,jä,ӣӈӈ
597,Frost::N,hala,baajkoe
598,Frost::N,hala,tjoasskem
599,Frost::N,hala,buolaš
600,Frost::N,hala,puolâš
601,Frost::N,hala,puõlâš
602,Frost::N,hala,мӯнь
603,Frost::N,pakaine,baajkoe
604,Frost::N,pakaine,tjoasskem
605,Frost::N,pakaine,buolaš
606,Frost::N,pakaine,puolâš
607,Frost::N,pakaine,puõlâš
608,Frost::N,pakaine,мӯнь
609,Kälte::N,vilu,jueskie
610,Kälte::N,vilu,tjåetskeme
611,Kälte::N,vilu,tjoasskem
612,Kälte::N,vilu,čoaskin
613,Kälte::N,vilu,ko'lmâsvuotâ
614,Kälte::N,vilu,ijss
615,Kälte::N,vilu,čuä´cǩǩem
616,Kälte::N,vilu,tuârggnjõs
617,Kälte::N,vilu,кэ̄лмас
618,Hitze::N,räk,baahke
619,Hitze::N,räk,báhkka
620,Hitze::N,räk,báhkka
621,Hitze::N,räk,pakkâ
622,Hitze::N,räk,kuṃe
623,Hitze::N,räk,paašt
624,Hitze::N,räk,жоарр
625,Raureif::N,hüde,jyjse
626,Raureif::N,hüde,ridne
627,Raureif::N,hüde,goarre
628,Raureif::N,hüde,ritni
629,Raureif::N,hüde,suhči
630,Raureif::N,hüde,riṇe
631,Raureif::N,hüde,ай
632,Regenbogen::N,jumalanbembel',aatjan goengere
633,Regenbogen::N,jumalanbembel',aatjan joekse
634,Regenbogen::N,jumalanbembel',ádjájuoksa
635,Regenbogen::N,jumalanbembel',arvedávgi
636,Regenbogen::N,jumalanbembel',bajándávgi
637,Regenbogen::N,jumalanbembel',äijihtävgi
638,Regenbogen::N,jumalanbembel',teârmmazjohss
639,Regenbogen::N,jumalanbembel',тӣрмесью̄ккс
640,Donner::N,juru,raejrie
641,Donner::N,juru,átjek
642,Donner::N,juru,átjárájdde
643,Donner::N,juru,áddjá
644,Donner::N,juru,baján
645,Donner::N,juru,juuṛâ
646,Donner::N,juru,tie´rmes
647,Donner::N,juru,тӣрмесь
648,Donner::N,juru,ча̄ркнэгк
649,Donner::N,jumalanjuru,raejrie
650,Donner::N,jumalanjuru,átjek
651,Donner::N,jumalanjuru,átjárájdde
652,Donner::N,jumalanjuru,áddjá
653,Donner::N,jumalanjuru,baján
654,Donner::N,jumalanjuru,juuṛâ
655,Donner::N,jumalanjuru,tie´rmes
656,Donner::N,jumalanjuru,тӣрмесь
657,Donner::N,jumalanjuru,ча̄ркнэгк
658,Strömung::N,joksmuz,njuvvie
659,Strömung::N,joksmuz,ájggedáhpe
660,Strömung::N,joksmuz,rávdnji
661,Strömung::N,joksmuz,virde
662,Strömung::N,joksmuz,ve´rdd
663,Strömung::N,joksmuz,выррьт
664,Tropfen::N,tilkuine,gåajhkohts
665,Tropfen::N,tilkuine,gåjkudis
666,Tropfen::N,tilkuine,goaikkanas
667,Tropfen::N,tilkuine,čalme
668,Tropfen::N,tilkuine,čâ´lmm
669,Tropfen::N,tilkuine,ча̄лльм
670,Schaum::N,vaht,sapte
671,Schaum::N,vaht,såpptå
672,Schaum::N,vaht,sokta
673,Schaum::N,vaht,suptâ
674,Schaum::N,vaht,soptt
675,Schaum::N,vaht,со̄ппт
676,Schmutz::N,redu,haaskoe
677,Schmutz::N,redu,duolvva
678,Schmutz::N,redu,duolva
679,Schmutz::N,redu,durdi
680,Schmutz::N,redu,stänži
681,Schmutz::N,redu,sähss
682,Schmutz::N,redu,са̄ккьс
683,Schmutz::N,redu,не̄шшь
684,Schmutz::N,pačak,haaskoe
685,Schmutz::N,pačak,duolvva
686,Schmutz::N,pačak,duolva
687,Schmutz::N,pačak,durdi
688,Schmutz::N,pačak,stänži
689,Schmutz::N,pačak,sähss
690,Schmutz::N,pačak,са̄ккьс
691,Schmutz::N,pačak,не̄шшь
692,See::N,järv,jaevrie
693,See::N,järv,jávrre
694,See::N,järv,jávri
695,See::N,järv,jävri
696,See::N,järv,jâu´rr
697,See::N,järv,я̄ввьр
698,Sumpf::N,so,pluevie
699,Sumpf::N,so,áhpe
700,Sumpf::N,so,sæmssa
701,Sumpf::N,so,jeaggi
702,Sumpf::N,so,jeggi
703,Sumpf::N,so,jeä´ǧ'ǧ
704,Sumpf::N,so,ла̄ммьп
705,Moor::N,so,pluevie
706,Moor::N,so,jiegge
707,Moor::N,so,suotnju
708,Moor::N,so,karrii
709,Moor::N,so,kä´rev
710,Moor::N,so,veättaǩ
711,Moor::N,so,ла̄ммьп
712,Wiese::N,nit,ïentje
713,Wiese::N,nit,giedde
714,Wiese::N,nit,gieddi
715,Wiese::N,nit,nijtto
716,Wiese::N,nit,пуэшенҍ
717,Wald::N,mec,skåake
718,Wald::N,mec,skåajje
719,Wald::N,mec,miehtsie
720,Wald::N,mec,vuovdde
721,Wald::N,mec,miehttse
722,Wald::N,mec,vuovdi
723,Wald::N,mec,meahcci
724,Wald::N,mec,mecci
725,Wald::N,mec,vyemi
726,Wald::N,mec,vue´mm
727,Wald::N,mec,meä´c'c
728,Wald::N,mec,ля̄ммт
729,Hügel::N,kukaz,deava
730,Hügel::N,kukaz,dievvá
731,Hügel::N,kukaz,dievvá
732,Hügel::N,kukaz,čummâ
733,Hügel::N,kukaz,pä´rcc
734,Hügel::N,kukaz,teä´rmm
735,Hügel::N,kukaz,ка̄ннҌт
736,Anhöhe::N,kukaz,deava
737,Anhöhe::N,kukaz,jalladahke
738,Anhöhe::N,kukaz,dievásj
739,Anhöhe::N,kukaz,aláš
740,Anhöhe::N,kukaz,luohkká
