,Concept_ID,ab,pt
742,alt[Lebewesen]::A,ақабада,velho
743,alt[Lebewesen]::A,Ажə,velho
744,jung::A,аҟата,jovem
745,arm::A,ананамга,pobre
746,reich::A,абеиа,rico
747,bekannt::A,адыр,conhecido
748,berühmt::A,адыр,famoso
749,berühmt::A,адыр,célebre
750,fremd::A,атəым,alheio
751,fremd::A,атəым,estranho
752,verschieden::A,Еиуа-еиҧшым,diverso
753,verschieden::A,Еиуа-еиҧшым,diferente
754,nah::A,ааигəа,próximo
755,fern::A,ахара,remoto
756,fern::A,ахара,distante
757,linker::A,арма,esquerdo
758,rechter::A,арҕьа,direito
759,anderer::A,даҽа,outro
760,anderer::A,даҽакы,outro
761,erster::A,актәи,primeiro
762,zweiter::A,аҩбатəи,segundo
763,dritter::A,ахҕатәи,terceiro
764,letzter::A,аҵыхəтəантəи,final
765,letzter::A,аҵыхəтəантəи,último
766,allein::ADV,мацара,só
767,auf einmal::ADV,зныкала,de vez
768,auf einmal::ADV,зныкҟьара,de vez
769,zusammen::ADV,аиц...,juntos
770,lange::ADV,акыраамҭа,muito tempo
771,plötzlich::ADV,иаалырҟьаны,de repente
772,sofort::ADV,иаразнакҵәҟьа,imediatamente
773,später::ADV,уажəшьҭаншəа,mais tarde
774,jetzt::ADV,уажәы,agora
775,heute::ADV,иахьа,hoje
776,morgen::ADV,уаҵәы,amanhã
777,bald::ADV,иласны,logo
778,bald::ADV,иласны,breve
779,dann::ADV,нас,então
780,dann::ADV,нас,depois
781,gestern::ADV,иацы,ontem
782,einst::ADV,зны,antigamente
783,damals::ADV,усҟан,então
784,danach::ADV,нас,logo
785,danach::ADV,нас,depois
786,vorher::ADV,уаанӡа,antes
787,zuerst::ADV,азнаказы,primeiro
788,zuerst::ADV,аҧхьа,primeiro
789,einmal::ADV,зны,uma vez
790,manchmal::ADV,зны-зынла,às vezes
791,oft::ADV,лассы-лассы,muitas vezes
792,immer::ADV,енагь,sempre
793,immer::ADV,еснагь,sempre
794,niemals::ADV,ианакəызаалак,nunca
795,hier::ADV,ара,cá
796,hier::ADV,ара,aqui
797,hier::ADV,абра,cá
798,hier::ADV,абра,aqui
799,hier::ADV,араҟа,cá
800,hier::ADV,араҟа,aqui
801,hierhin::ADV,ара,para cá
802,hierhin::ADV,араҟа,para cá
803,von hier::ADV,арантә,daqui
804,dort::ADV,уа,lá
805,dort::ADV,уа,ali
806,dorthin::ADV,уахь,lá
807,dorthin::ADV,уахь,para lá
808,dorthin::ADV,анахь,lá
809,dorthin::ADV,анахь,para lá
810,geradeaus::ADV,ишиашоу,em frente
811,vorwärts::ADV,ҕхьаҟа,avante
812,rückwärts::ADV,шьҭахьла,para trás
813,zurück::ADV,шьҭахьҟа,atrás
814,unten::ADV,лбаа,debaixo
815,unten::ADV,лбаа,em baixo
816,hinab::ADV,алада,para baixo
817,oben::ADV,хыхь,em cima
818,hinauf::ADV,аҩада,para cima
819,überall::ADV,зегьынцьара,em toda parte
820,nicht::ADV,-м,não
821,ein wenig::ADV,ҕыҭк,um pouco
822,ein wenig::ADV,ҕыҭк,um bocado
823,kaum::ADV,аарлаҳәа,apenas
824,kaum::ADV,афергьҳәа,apenas
825,sehr::ADV,даара,muito
826,so::ADV,ас,tão
827,so::ADV,ас,assim
828,so::ADV,абас,tão
829,so::ADV,абас,assim
830,noch::ADV,макьана,ainda
831,nur::ADV,заҵәык,só
832,nur::ADV,заҵәык,apenas
833,nur::ADV,заҵәык,somente
834,schon::ADV,уажәшьҭа,já
835,schon::ADV,аиҳа ипоу,já
836,wieder::ADV,ҿыц,outra vez
837,wieder::ADV,дырҩегь,outra vez
838,wieder::ADV,дырҩегьых,outra vez
839,vergebens::ADV,баша,em vão
840,vor::PRP,аҕхьа,diante de
841,hinter::PRP,нхыҵ,atrás de
842,unter::PRP,амҵа,sob
843,unter::PRP,амҵа,debaixo de
844,unter::PRP,амҵан,sob
845,unter::PRP,амҵан,debaixo de
846,neben::PRP,ааигуара,junto de
847,neben::PRP,ааигуара,ao lado de
848,zwischen::PRP,абжьара,entre
849,wegen::PRP,-иззы,por
850,wegen::PRP,-иззы,por causa de
851,wegen::PRP,-ҟнытә,por
852,wegen::PRP,-ҟнытә,por causa de
853,dies::PRN,ари,isto
854,dies::PRN,абри,isto
855,das::PRN,Абни,isso
856,das::PRN,Абни,aquilo
857,das::PRN,убри,isso
858,das::PRN,убри,aquilo
859,alles::PRN,зегьы,todo
860,ich::PRN,са,eu
861,ich::PRN,сара,eu
862,du::PRN,бара,tu
863,er::PRN,иара,ele
864,wir::PRN,ҳара,nós
865,ihr::PRN,шәара,vós
866,ihr::PRN,шәара,vocês
867,sie::PRN,дара,eles
868,wer::FPRN,дарбан,quem
869,wo::FADV,иабыкуу,onde
870,wo::FADV,аба-,onde
871,wo::FADV,ахь-,onde
872,wohin::FADV,иабыкуу,aonde
873,wohin::FADV,иабыкуу,para onde
874,wohin::FADV,аба-,aonde
875,wohin::FADV,аба-,para onde
876,wohin::FADV,ахь-,aonde
877,wohin::FADV,ахь-,para onde
878,wie::FADV,-шҕа,como
879,warum::FADV,избан,porquê
880,warum::FADV,избан,por que
881,wieviel::FNUM,заҟа,quanto
882,eins::NUM,акы,um
883,eins::NUM,аӡәы,um
884,zwei::NUM,ҩба,dois
885,drei::NUM,хҕа,três
886,vier::NUM,ҕшьба,quatro
887,fünf::NUM,хəба,cinco
888,sechs::NUM,фба,seis
889,sieben::NUM,Бжьба,sete
890,acht::NUM,ааба,oito
891,neun::NUM,жәба,nove
892,zehn::NUM,жәаба,dez
893,elf::NUM,жәеизатәи,onze
894,zwölf::NUM,жәаҩа,doze
895,zwanzig::NUM,ҩажәа,vinte
896,dreißig::NUM,ҩажәижәабатәи,trinta
897,vierzig::NUM,ҩынҩажәа,quarenta
898,fünfzig::NUM,ҩынҩажәеижәаба,cinquenta
899,sechzig::NUM,хынҩажәа,sessenta
900,siebzig::NUM,хынҩажәижәаба,setenta
901,achtzig::NUM,ҕшьынҩажәа,oitenta
902,neunzig::NUM,ҕшьынҩажәижәаба,noventa
903,hundert::NUM,шәкы,cem
904,hundert::NUM,шәкы,cento
905,tausend::NUM,зқьы,mil
906,und::CNJ,-и,e
907,oder::CNJ,ма,ou
908,stehen::V,агылазаара,estar em pé
909,sitzen::V,атəара,estar sentado
910,sitzen::V,атəа(заа)ра,estar sentado
911,liegen::V,аиара,jazer
912,liegen::V,аиара,estar deitado
913,hängen::V,акнаҳара,pender
914,hängen::V,акнаҳара,estar pendurado
915,werden::V,аҟалара,tornar-se
916,passieren::V,аҟалара,acontecer
917,beginnen::V,алагара,começar
918,enden::V,алгара,acabar
919,enden::V,алгара,terminar
920,wechseln::V,аҽыҧсахра,variar
921,wechseln::V,аҽыҧсахра,alternar
922,aufgehen[Sonne]::V,агылара,nascer
923,aufgehen[Sonne]::V,ахашлара,nascer
924,aufgehen[Sonne]::V,аҩаҵхахара,nascer
925,untergehen[Sonne]::V,аҭашəара,pôr-se
926,scheinen[Sonne]::V,акаҧхара,brilhar
927,donnern::V,адыдра,trovejar
928,wehen::V,асра,soprar
929,strömen::V,акаҭəара,correr
930,fließen::V,ацара,fluir
931,sich drehen::V,ахагьежьра,girar
932,schwanken::V,аҵысра,oscilar
933,schwingen::V,ахызазара,vibrar
934,schwingen::V,акьаандара,vibrar
935,fallen::V,акаҳара,cair
936,brennen::V,абылра,arder
937,rauchen::V,ахылҵра,fumegar
938,regnen::V,аура,chover
939,gefrieren::V,аҵаара,gelar
940,gefrieren::V,аҵаара,congelar
941,tauen::V,аӡҭра,derreter
942,tauen::V,аӡҭра,descongelar
943,schmelzen::V,ақəӡыҭра,fundir-se
944,schmelzen::V,аҭəара,fundir-se
945,trocknen::V,абара,secar
946,sieden::V,ашра,ferver
947,faulen::V,абаара,estragar-se
948,verfaulen::V,абаара,apodrecer
949,verfaulen::V,аилашра,apodrecer
950,reißen::V,аҧжəара,romper-se
951,versinken::V,аӡааҟəрылара,afundar-se
952,vergehen::V,ацара,passar
953,erscheinen::V,ацəырҵра,aparecer
954,verschwinden::V,аҵашəкəара,desaparecer
955,sinken::V,атəара,descer
956,sinken::V,алаҟəра,descer
957,abnehmen::V,ацӡаара,diminuir
958,abnehmen::V,ацӡаара,decrescer
959,abnehmen::V,аиҵалара,diminuir
960,abnehmen::V,аиҵалара,decrescer
961,zunehmen::V,аҽырҭбаара,crescer
962,zunehmen::V,аҽырҭбаара,aumentar
963,zunehmen::V,аиҵыҵра,crescer
964,zunehmen::V,аиҵыҵра,aumentar
965,zunehmen::V,арацəахара,crescer
966,zunehmen::V,арацəахара,aumentar
967,steigen::V,азҳара,subir
968,steigen::V,ашьҭыҵра,subir
969,steigen::V,адухара,subir
970,steigen::V,ацлара,subir
971,wachsen::V,азҳара,crescer
972,glänzen::V,ацыр-цырра,brilhar
973,glänzen::V,ацыҩ-цыҩра,brilhar
974,glänzen::V,аказказра,brilhar
975,funkeln::V,ашап-шапра,cintilar
976,funkeln::V,ацым-цымра,cintilar
977,lärmen::V,ашьҭыбжьгара,fazer barulho
978,lärmen::V,аҕьҕьаҳәа аилалара,fazer barulho
979,läuten::V,аҵəҵəасра,chocalhar
980,klingeln::V,аҵəҵəасра,tocar
981,klirren::V,ахьархьарра,tinir
982,klirren::V,архьархьарра,tinir
983,brausen::V,аилаҽҽара,bramar
984,brausen::V,еилашуера,bramar
985,klingen::V,агара,soar
986,klingen::V,ашьҭыбжь гара,soar
987,bellen::V,ашра,ladrar
988,heulen::V,ауура,uivar
989,blasen::V,аҭəҳəара,soprar
990,pfeifen::V,ашəшəра,assobiar
991,schreien::V,аҳəҳəара,gritar
992,schreien::V,ахəаара,gritar
993,schreien::V,аҟаара,gritar
994,stöhnen::V,ақьра,gemer
995,zittern::V,аҵыс-ҵысра,tremer
996,leben::V,аҟазаара,viver
997,geboren werden::V,Аира,nascer
998,atmen::V,аҕсыҕ лагаҩагара,respirar
999,trinken::V,ажəра,beber
1000,essen::V,акрыфара,comer
1001,schlucken::V,албаадара,engolir
1002,müde werden::V,ааҕсара,cansar-se
1003,einschlafen::V,ацəара,adormecer
1004,schlafen::V,ацəазаара,dormir
1005,aufwachen::V,аҿыхара,acordar
1006,aufstehen::V,Агəылҵра,levantar-se
1007,sich erholen::V,аҧсшьара,descansar
1008,krank werden::V,ачмазаҩхара,adoecer
1009,krank werden::V,ачмазаҩхара,ficar doente
1010,krank sein::V,аҳəарҧсарра,estar doente
1011,schmerzen::V,ахьра,doer
1012,husten::V,аимҳәара,tossir
1013,genesen::V,абзиахара,convalescer
1014,genesen::V,аӷəӷəахара,convalescer
1015,sterben::V,аҧсра,morrer
1016,umkommen::V,аҭахара,perecer
1017,sich bewegen::V,аиҭаҵра,mover-se
1018,sich rühren::V,ақəацара,mexer-se
1019,sich erheben::V,аҩагылара,levantar-se
1020,sich setzen::V,атəара,sentar-se
1021,hinfallen::V,акаҳара,cair
1022,laufen::V,аныҟəара,andar
1023,laufen::V,аныҟəара,caminhar
1024,schreiten::V,ашьаҿа еихгара,andar
1025,schreiten::V,ашьаҿа еихгара,caminhar
1026,spazierengehen::V,анеи-ааира,passear
1027,eilen::V,аццакра,apressar-se
1028,sich beeilen::V,аццакра,apressar-se
1029,sich beeilen::V,аццакра,despachar-se
1030,sausen::V,аҧырра,correr
1031,sausen::V,иҭрысны,correr
1032,sausen::V,ишьҭҟьаны ацара,correr
1033,rennen::V,аҩра,correr
1034,springen::V,аҧара,saltar
1035,klettern::V,ақəлара,trepar
1036,schaukeln::V,аҟəараҟəанҽара,baloiçar
1037,kriechen::V,аҳəазара,rastejar
1038,kriechen::V,аҳəазара,arrastar-se
1039,schwimmen::V,аӡсара,nadar
1040,tauchen::V,ахəӡааҵəира,mergulhar
1041,rudern::V,аҵшьра,remar
1042,fahren::V,акала,ir
1043,fliegen::V,аҧырра,voar
1044,gehen::V,аиҭаҵра,ir
1045,gehen::V,аиҭаҵра,andar
1046,weggehen::V,ацара,partir
1047,weggehen::V,ацара,ir-se embora
1048,abfahren::V,адəықəлара,sair
1049,abfahren::V,адəықəлара,partir
1050,abfahren::V,ацара,sair
1051,abfahren::V,ацара,partir
1052,anhalten::V,ааныргылара,parar
1053,hineingehen::V,аҭалара,entrar
1054,eintreten::V,аҩналара,entrar
1055,kommen::V,аара,vir
1056,kommen::V,ааира,vir
1057,ankommen::V,ааира,chegar
1058,ankommen::V,аара,chegar
1059,ankommen::V,анеира,chegar
1060,zurückkommen::V,азыхынҳəра,voltar
1061,zurückkommen::V,азыхынҳəра,regressar
1062,bleiben::V,аанхара,ficar
1063,bleiben::V,аанхара,permanecer
1064,bleiben::V,анхара,ficar
1065,bleiben::V,анхара,permanecer
1066,bleiben::V,аангылара,ficar
1067,bleiben::V,аангылара,permanecer
1068,warten::V,азҧшзаара,esperar
1069,erwarten::V,азҧшра,esperar
1070,erwarten::V,азҧшра,aguardar
1071,suchen::V,ашьҭазаара,buscar
1072,suchen::V,ашьҭазаара,procurar
1073,finden::V,аҧшаара,achar
1074,finden::V,аҧшаара,encontrar
1075,versuchen::V,аҽазкра,tentar
1076,vorbereiten::V,армазеира,preparar
1077,lieben::V,абзиабара,amar
1078,lieben::V,абзиабара,querer
1079,mögen::V,агəаҧхара,gostar de
1080,lachen::V,аччара,rir
1081,lachen::V,аччара,rir-se
1082,rühren::V,арҵəуара,comover
1083,weinen::V,аҵəуара,chorar
1084,schimpfen::V,ацəҳара,ralhar
1085,sich ärgern::V,агəаара,zangar-se
1086,sich fürchten::V,аӡыӡара,ter medo de
1087,sich fürchten::V,аӡыӡара,ter receio de
1088,fürchten::V,ацəшəара,temer
1089,fürchten::V,ацəшəара,recear
1090,fliehen::V,абналара,fugir
1091,fliehen::V,ацəцара,fugir
1092,flüchten::V,абналара,refugiar-se
1093,flüchten::V,ацəцара,refugiar-se
1094,sehen::V,абара,ver
1095,anschauen::V,ахəаҧшра,olhar
1096,ansehen::V,ахəаҧшра,mirar
1097,hören::V,аҳара,ouvir
1098,zuhören::V,азыӡырҩра,escutar
1099,probieren::V,аҧышəара,provar
1100,probieren::V,аҧышəара,saborear
1101,riechen::V,афыҩра,cheirar
1102,fühlen::V,анырра,sentir
1103,fühlen::V,ацәакырра,sentir
1104,scheinen::V,шәа,parecer
1105,scheinen::V,аацәырҵа,parecer
1106,vernehmen::V,аҳара,ouvir
1107,frieren::V,ашəра,ter frio
1108,frieren::V,аҵаара,ter frio
1109,tun::V,аҟаҵара,fazer
1110,können::V,алшара,saber
1111,wollen::V,аҭахра,querer
1112,anfangen::V,алагара,iniciar
1113,beenden::V,алгара,acabar
1114,beenden::V,алгара,terminar
1115,aufhören::V,аҟəыҵра,cessar
1116,aufhören::V,аҟəыҵра,desistir
1117,gelingen::V,аура,sair bem
1118,gelingen::V,аура,dar bom resultado
1119,gelingen::V,аманшəалахара,sair bem
1120,gelingen::V,аманшəалахара,dar bom resultado
1121,gelingen::V,алҵра,sair bem
1122,gelingen::V,алҵра,dar bom resultado
1123,geraten::V,нзаарын,sair
1124,geraten::V,нзаарын,dar resultado
1125,öffnen::V,аартра,abrir
1126,schließen::V,аркра,fechar
1127,stellen::V,аргылара,pôr
1128,stellen::V,аргылара,colocar
1129,setzen::V,артəара,pôr
1130,setzen::V,артəара,meter
1131,legen::V,ақəҵара,pôr
1132,legen::V,ақəҵара,meter
1133,berühren::V,акьысра,tocar
1134,berühren::V,алакьысра,tocar
1135,verbinden::V,аҿаҳəара,unir
1136,verbinden::V,аҿаҳəара,ligar
1137,bedecken::V,ақəршəра,cobrir
1138,aufhängen::V,акнаҳара,pendurar
1139,anzünden::V,аркра,acender
1140,aufheben::V,ашьҭыхра,apanhar
1141,aufheben::V,ашьҭыхра,levantar
1142,zurücklassen::V,аныжьра,deixar
1143,verlieren::V,ацəыӡра,perder
1144,fallen lassen::V,ацəкаҳара,deixar cair
1145,machen::V,ачаҧара,fazer
1146,herstellen::V,аиҵдара,produzir
1147,bauen::V,аргылара,edificar
1148,bauen::V,аргылара,construir
1149,reparieren::V,арҽеира,reparar
1150,reparieren::V,арҽеира,consertar
1151,verbessern::V,аиҕьтəра,melhorar
1152,ändern::V,аҧсахра,mudar
1153,ändern::V,аҧсахра,alterar
1154,graben::V,ажра,cavar
1155,beugen::V,арҟəра,curvar
1156,beugen::V,архəара,curvar
1157,biegen::V,арҟəра,vergar
1158,biegen::V,архəара,vergar
1159,drehen::V,аргьежьра,girar
1160,umdrehen::V,аарҳәра,virar
1161,umdrehen::V,аарҳәра,revolver
1162,heben::V,аҩахара,levantar
1163,heben::V,араҳара,levantar
1164,hochheben::V,ахагалара,erguer
1165,hochheben::V,ахагалара,levantar
1166,hochheben::V,ашьҭҳəара,erguer
1167,hochheben::V,ашьҭҳəара,levantar
1168,halten::V,акра,segurar
1169,drücken::V,ақəрӷəӷəара,apertar
1170,schieben::V,аҵгəара,empurrar
1171,schieben::V,агəара,empurrar
1172,kratzen::V,ацəҟьара,raspar
1173,lecken::V,арбзара,lamber
1174,beißen::V,ацҳара,morder
1175,abreißen::V,амжəара,arrancar
1176,abschneiden::V,ахҵəара,talhar
1177,abschneiden::V,аҿахҵəара,talhar
1178,binden::V,аҿаҳəара,ligar
1179,stecken::V,алаҵара,meter
1180,stecken::V,алаҵара,enfiar
1181,brechen::V,аҧҵəара,romper
1182,brechen::V,аҧҵəара,quebrar
1183,klopfen::V,асра,bater
1184,hauen::V,ақəкшара,bater
1185,kleben::V,аҷабра,colar
1186,reiben::V,арҟəыҷра,esfregar
1187,streichen::V,ахьшьра,barrar
1188,schleifen::V,ахра,afiar
1189,schneiden::V,аҧҟара,cortar
1190,rütteln::V,арҵысра,sacudir
1191,schütteln::V,аршəшəара,abanar
1192,schütteln::V,аршəшəара,sacudir
1193,schwenken::V,аҟьара,agitar
1194,schütten::V,аҭаҭəара,deitar
1195,füllen::V,арҭəра,encher
1196,einwickeln::V,алаҳəара,envolver
1197,einwickeln::V,алаҳəара,embrulhar
1198,tragen::V,аҩагара,levar
1199,tragen::V,аҩагара,trazer
1200,schleppen::V,арҳəазара,arrastar
1201,ziehen::V,ахара,puxar
1202,aufbewahren::V,аҵəахра,guardar
1203,aufbewahren::V,аҵəахра,conservar
1204,werfen::V,аршəра,lançar
1205,fangen::V,акра,apanhar
1206,packen::V,анкра,agarrar
1207,packen::V,аҵкаара,agarrar
1208,verstecken::V,аҵəахра,esconder
1209,teilen::V,ашара,partir
1210,teilen::V,ашара,dividir
1211,schicken::V,ашьҭра,enviar
1212,bringen::V,аагара,trazer
1213,hinzufügen::V,ацҵара,acrescentar
1214,bekommen::V,аҧшаара,obter
1215,bekommen::V,архиара,obter
1216,bekommen::V,аура,obter
1217,erhalten::V,аиура,receber
1218,nehmen::V,агара,tomar
1219,wählen::V,алҧшаара,eleger
1220,wählen::V,алҧшаара,escolher
1221,auswählen::V,алхра,escolher
1222,auswählen::V,алхра,seleccionar
1223,behindern::V,аҧырхагахара,impedir
1224,verderben::V,алгара,estragar
1225,verderben::V,алгара,corromper
1226,verderben::V,абжьыхра,estragar
1227,verderben::V,абжьыхра,corromper
1228,verderben::V,аҧхасҭатəра,estragar
1229,verderben::V,аҧхасҭатəра,corromper
1230,beschädigen::V,аҧхасҭатəра,danificar
1231,zerbrechen::V,аҧҽра,romper
1232,zerbrechen::V,аҧҽра,quebrar
1233,zerreißen::V,аҧжəара,rasgar
1234,zerstören::V,аилаҧыххаара,destruir
1235,verbrennen::V,абылра,queimar
1236,geben::V,аҭара,dar
1237,reichen::V,аҭара,passar
1238,schenken::V,аҩгара,oferecer
1239,versprechen::V,ақəргəыӷра,prometer
1240,loben::V,арҽхəара,louvar
1241,küssen::V,агəӡра,beijar
1242,zudecken::V,аҵахҩара,tapar
1243,zudecken::V,аҵахҩара,cobrir
1244,zudecken::V,ақəршəра,tapar
1245,zudecken::V,ақəршəра,cobrir
1246,wecken::V,арҿыхара,acordar
1247,wecken::V,арҿыхара,despertar
1248,zeigen::V,арбара,mostrar
1249,führen::V,аныҟəгара,guiar
1250,führen::V,аныҟəгара,conduzir
1251,lehren::V,арҵара,ensinar
1252,unterrichten::V,арҧхьара,instruir
1253,aufziehen::V,ааӡара,criar
1254,leiten::V,ахагылазаара,dirigir
1255,leiten::V,ахагылазаара,conduzir
1256,antreiben::V,арццакра,impelir
1257,lassen::V,арҟаҵара,fazer
1258,einladen::V,ааҕхьара,convidar
1259,einladen::V,анаҧхьара,convidar
1260,vereinigen::V,аилаҵара,unir
1261,vereinigen::V,аилаҵара,reunir
1262,besuchen::V,абара,ir ver
1263,besuchen::V,абара,visitar
1264,treffen::V,аҧылара,encontrar
1265,sich versammeln::V,аизара,reunir-se
1266,spielen::V,ахəмарра,jogar
1267,spielen::V,ахəмарра,brincar
1268,singen::V,ашəаҳəара,cantar
1269,tanzen::V,акəашара,bailar
1270,sich trennen::V,аилыҵра,apartar-se
1271,verlassen::V,акажьра,deixar
1272,verlassen::V,акажьра,abandonar
1273,retten::V,Аиқəрхара,salvar
1274,bewachen::V,ахьчара,vigiar
1275,bewachen::V,ахьчара,guardar
1276,schützen::V,ацəыхьчара,proteger
1277,verteidigen::V,ахьчара,defender
1278,sich schlagen::V,аисра,brigar
1279,sich schlagen::V,аисра,bater-se
1280,schießen::V,ахысра,disparar
1281,siegen::V,аиааира,vencer
1282,ärgern::V,аргəаара,irritar
1283,ärgern::V,аргəаара,aborrecer
1284,schlagen::V,асра,bater
1285,schlagen::V,аҭасра,bater
1286,stechen::V,алакшара,picar
1287,stoßen::V,агəҭасра,empurrar
1288,stehlen::V,аӡара,furtar
1289,stören::V,аҧырхагахара,perturbar
1290,belästigen::V,аргəамҵра,incomodar
1291,belästigen::V,аргəамҵра,importunar
1292,verbergen::V,аӡара,ocultar
1293,verbergen::V,аӡара,esconder
1294,täuschen::V,ажьара,iludir
1295,täuschen::V,ажьара,enganar
1296,betrügen::V,ажьара,burlar
1297,betrügen::V,ажьара,enganar
1298,töten::V,ашьра,matar
1299,wohnen::V,анхара,morar
1300,arbeiten::V,аусура,trabalhar
1301,sammeln::V,аҟəшəара,recolher
1302,sammeln::V,аҟəшəара,coleccionar
1303,pflücken::V,аҿыршəара,colher
1304,pflücken::V,аҿыхра,colher
1305,jagen::V,ашəарыцара,caçar
1306,fischen::V,аҧсыӡ икуеит,pescar
1307,fassen::V,акра,apanhar
1308,hüten::V,арҳəра,guardar
1309,hüten::V,ахьчара,guardar
1310,treiben::V,акацара,conduzir
1311,anbinden::V,адҳəалара,atar
1312,füttern::V,акырҿаҵара,dar de comer a
1313,melken::V,ахьара,ordenhar
1314,hacken::V,аҟəаҟəара,rachar
1315,gießen::V,аҵаҭəара,regar
1316,reifen::V,ашəра,amadurecer
1317,reifen::V,аҟалара,amadurecer
1318,zubereiten::V,ацура,preparar
1319,kochen::V,ажəра,cozer
1320,backen::V,аӡра,cozer
1321,braten::V,аӡра,assar
1322,braten::V,аӡра,fritar
1323,umrühren::V,аилрыхра,remexer
1324,stricken::V,аҧара,tricotar
1325,stricken::V,аҧара,fazer malha
1326,nähen::V,аӡахра,coser
1327,nähen::V,аӡахра,costurar
1328,färben::V,ашəра,tingir
1329,färben::V,ашəра,colorir
1330,reinigen::V,арыцқьара,limpar
1331,reinigen::V,арыцқьара,purificar
1332,waschen::V,аӡәӡәара,lavar
1333,abwischen::V,арбара,limpar
1334,abwischen::V,арбара,esfregar
1335,spülen::V,аҭыршара,lavar
1336,spülen::V,аҭыршара,enxaguar
1337,fegen::V,аҧссара,varrer
1338,baden::V,аҽыкəабара,banhar
1339,baden::V,аҽыкəабара,tomar banho
1340,sich waschen::V,аҽыӡəӡəара,lavar-se
1341,ausziehen::V,ашəыхра,despir
1342,anziehen::V,ашəҵара,vestir
1343,sich anziehen::V,аҽеилаҳəара,vestir-se
1344,kämmen::V,аҳəара,pentear
1345,schmücken::V,арҧшӡара,adornar
1346,sagen::V,аҳəара,dizer
1347,sprechen::V,ацəажəара,falar
1348,reden::V,ацəажəара,falar
1349,reden::V,аицәажәара,falar
1350,sich unterhalten::V,аицәажәара,conversar
1351,fragen::V,азҵаара,perguntar
1352,bitten::V,аҳəара,pedir
1353,erzählen::V,аҳəара,contar
1354,mitteilen::V,азыцҳара,comunicar
1355,mitteilen::V,азыцҳара,participar
1356,nennen::V,ахьӡҵара,nomear
1357,nennen::V,ахьӡҵара,apelidar
1358,rufen::V,азҿыҭра,chamar
1359,prahlen::V,аҽхəара,gabar-se
1360,prahlen::V,аҽхəара,vangloriar-se
1361,übersetzen::V,аиҭагара,traduzir
1362,denken::V,азхəыцра,pensar
1363,glauben::V,ахаҵара,crer
1364,bemerken::V,агəаҭара,notar
1365,bemerken::V,агəаҭара,observar
1366,erkennen::V,адырра,reconhecer
1367,begreifen::V,аилкаара,apreender
1368,begreifen::V,аилкаара,compreender
1369,verstehen::V,аҳара,entender
1370,verstehen::V,аҳара,compreender
1371,lernen::V,аҵара,aprender
1372,wissen::V,адырра,saber
1373,sich erinnern an::V,агəаларшəара,lembrar-se de
1374,sich erinnern an::V,агəаларшəара,recordar-se de
1375,vergessen::V,ахашҭра,esquecer
1376,messen::V,ашəара,medir
1377,zählen::V,аҧхьаӡара,contar
1378,rechnen::V,аҳасабра,calcular
1379,lesen::V,аҧхьара,ler
1380,besitzen::V,амазаара,possuir
1381,kaufen::V,Аахəара,comprar
1382,verkaufen::V,аҭира,vender
1383,bezahlen::V,ахҭынҵара,pagar
1384,bezahlen::V,ашəара,pagar
1385,zahlen::V,ашəара,pagar
1386,ertragen::V,ачҳара,suportar
1387,Moor::N,,pântano
1388,Kralle::N,,unha
1389,Kralle::N,,garra
1390,Schwarm::N,,bando
1391,Schwarm::N,,enxame
1392,Sache::N,,coisa
1393,Menge::N,,quantidade
1394,Essen::N,,refeição
1395,Geschäft::N,,negócio
1396,Monat::N,,mês
1397,Jahr::N,,ano
1398,dünn::A,,delgado
1399,roh::A,,cru
1400,durch::PRP,,por
1401,durch::PRP,,através de
1402,was::FPRN,,quê
1403,rauschen::V,,murmurar
1404,rauschen::V,,rumorejar
1405,zu sehen sein::V,,estar à vista
1406,wenden::V,,virar
1407,wenden::V,,voltar
1408,ergreifen::V,,apanhar
1409,bewahren::V,,guardar
1410,bewahren::V,,conservar
1411,wünschen::V,,desejar
1412,wiegen::V,,embalar
1413,treten::V,,pisar
1414,kehren::V,,varrer
1415,malen::V,,pintar
1416,zeichnen::V,,desenhar
1417,schreiben::V,,escrever
1418,beherrschen::V,,imperar
