,Concept_ID,cy,uk
814,warum::FADV,pam,чому
815,wieviel::FNUM,faint,скільки
816,eins::NUM,un,один
817,zwei::NUM,dau,два
818,drei::NUM,tri,три
819,vier::NUM,pedwar,чотири
820,fünf::NUM,pump,п’ять
821,sechs::NUM,chwech,шість
822,sieben::NUM,saith,сім
823,acht::NUM,wyth,вісім
824,neun::NUM,naw,дев’ять
825,zehn::NUM,deg,десять
826,elf::NUM,un ar ddeg,одинадцять
827,zwölf::NUM,deuddeg,дванадцять
828,zwölf::NUM,un deg dau,дванадцять
829,zwanzig::NUM,ugain,двадцять
830,dreißig::NUM,tri deg,тридцять
831,dreißig::NUM,deg ar hugain,тридцять
832,vierzig::NUM,deugain,сорок
833,fünfzig::NUM,hanner cant,п’ятдесят
834,sechzig::NUM,chwe deg,шістдесят
835,siebzig::NUM,saith deg,сімдесят
836,siebzig::NUM,deg a thrigain,сімдесят
837,achtzig::NUM,wyth deg,вісімдесят
838,achtzig::NUM,pedar ugain,вісімдесят
839,neunzig::NUM,naw deg,дев’яносто
840,neunzig::NUM,deg a phedwar ugain,дев’яносто
841,hundert::NUM,cant,сто
842,tausend::NUM,mil,тисяча
843,und::CNJ,a,і
844,oder::CNJ,neu,або
845,stehen::V,sefyll,стояти
846,sitzen::V,eistedd,сидіти
847,liegen::V,gorwedd,лежати
848,hängen::V,hongian,висіти
849,werden::V,dod yn,стати
850,werden::V,dod yn,робитися
851,werden::V,mynd yn,стати
852,werden::V,mynd yn,робитися
853,passieren::V,digwydd,трапитися
854,beginnen::V,cychwyn,початися
855,enden::V,gorffen,кінчитися
856,wechseln::V,newid,мінятися
857,aufgehen[Sonne]::V,codi,зійти
858,untergehen[Sonne]::V,machlud,зайти
859,scheinen[Sonne]::V,tywynnu,світити
860,donnern::V,taranu,гриміти
861,wehen::V,chwythu,віяти
862,strömen::V,ffrydio,литися
863,fließen::V,llifo,текти
864,sich drehen::V,troi,обертатися
865,sich drehen::V,cylchdroi,обертатися
866,schwanken::V,siglo,коливатися
867,schwingen::V,siglo,хитатися
868,schwingen::V,siglo,гойдатися
869,fallen::V,cwympo,падати
870,brennen::V,llosgi,горіти
871,rauchen::V,mygu,диміти
872,regnen::V,glawio,дощити
873,gefrieren::V,rhewi,змерзнути
874,tauen::V,toddi,танути
875,tauen::V,meirioli,танути
876,schmelzen::V,toddi,плавитися
877,trocknen::V,sychu,сохнути
878,sieden::V,berwi,кипіти
879,faulen::V,pydru,гнити
880,faulen::V,braenu,гнити
881,verfaulen::V,pydru,згнити
882,verfaulen::V,dadfeilio,згнити
883,reißen::V,clecian,рватися
884,reißen::V,torri'n glats,рватися
885,versinken::V,suddo,тонути
886,vergehen::V,myned heibio,проходити
887,vergehen::V,pasio,проходити
888,erscheinen::V,ymddangos,з’явитися
889,verschwinden::V,diflannu,щезнути
890,verschwinden::V,diflannu,зникнути
891,sinken::V,syrthio,спадати
892,abnehmen::V,lleihau,поменшитися
893,zunehmen::V,cynyddu,збільшуватися
894,steigen::V,codi,підніматися
895,wachsen::V,tyfu,рости
896,glänzen::V,disgleirio,блищати
897,funkeln::V,pefrio,блискати
898,lärmen::V,cadw sŵn,шуміти
899,lärmen::V,gwneud twrw,шуміти
900,läuten::V,canu,дзвонити
901,klingeln::V,canu,дзвонити
902,klingeln::V,seinio,дзвонити
903,klirren::V,tincian,дзвякати
904,brausen::V,rhuo,бушувати
905,rauschen::V,siffrwd,шелестіти
906,rauschen::V,chwithrwd,шелестіти
907,klingen::V,seinio,лунати
908,klingen::V,seinio,звучати
909,bellen::V,cyfarth,гавкати
910,heulen::V,udo,вити
911,heulen::V,oernadu,вити
912,blasen::V,chwythu,дунути
913,pfeifen::V,chwibanu,свистіти
914,schreien::V,gweiddi,кричати
915,schreien::V,bloeddio,кричати
916,stöhnen::V,griddfan,стогнати
917,zittern::V,crynu,тремтіти
918,leben::V,byw,жити
919,geboren werden::V,cael eich geni,народитися
920,atmen::V,anadlu,дихати
921,trinken::V,yfed,пити
922,essen::V,bwyta,їсти
923,schlucken::V,llyncu,ковтати
924,müde werden::V,blino,втомитися
925,einschlafen::V,mynd i gysgu,заснути
926,einschlafen::V,syrthio i gysgu,заснути
927,schlafen::V,huno,спати
928,schlafen::V,cysgu,спати
929,aufwachen::V,dihuno,прокинутися
930,aufstehen::V,codi,встати
931,sich erholen::V,ymlacio,відпочивати
932,sich erholen::V,dadflino,відпочивати
933,krank werden::V,mynd yn sâl,захворіти
934,krank werden::V,mynd yn wael,захворіти
935,krank sein::V,gwaelu,хворіти
936,schmerzen::V,brifo,боліти
937,husten::V,pesychu,кашляти
938,genesen::V,gwella,одужати
939,genesen::V,gwella,видужати
940,genesen::V,cael yn ôl,одужати
941,genesen::V,cael yn ôl,видужати
942,sterben::V,marw,померти
943,umkommen::V,trengi,згинути
944,sich bewegen::V,symud,рухатися
945,sich rühren::V,syflyd,ворушитися
946,sich erheben::V,codi,встати
947,sich setzen::V,eistedd,сісти
948,hinfallen::V,cwympo,упасти
949,laufen::V,cerdded,ходити
950,schreiten::V,camu,крокувати
951,spazierengehen::V,mynd am dro,гуляти
952,eilen::V,rhuthro,спішити
953,sich beeilen::V,brysio,поспішати
954,sausen::V,rhuthro,мчатися
955,rennen::V,rhedeg,бігати
956,springen::V,llamu,скакати
957,springen::V,llamu,стрибати
958,springen::V,neidio,скакати
959,springen::V,neidio,стрибати
960,klettern::V,dringo,лазити
961,schaukeln::V,siglo,гойдатися
962,kriechen::V,cropian,повзати
963,schwimmen::V,nofio,пливти
964,schwimmen::V,nofio,плавати
965,tauchen::V,plymio,пірнати
966,tauchen::V,ymsuddo,пірнати
967,rudern::V,rhwyfo,гребти
968,rudern::V,rhwyfo,веслувати
969,fahren::V,gyrru,їхати
970,fahren::V,dreifio,їхати
971,fliegen::V,hedfan,літати
972,gehen::V,mynd,іти
973,weggehen::V,mynd,піти
974,weggehen::V,ymadael,піти
975,abfahren::V,ymadael,від’їхати
976,abfahren::V,ymadael,відправитися
977,anhalten::V,stopio,зупинитися
978,hineingehen::V,mynd i mewn,входити
979,eintreten::V,mynd i,увійти
980,kommen::V,dod,прийти
981,ankommen::V,cyrraedd,прибути
982,zurückkommen::V,dychwelyd,повернутися
983,bleiben::V,aros,залишитися
984,bleiben::V,sefyll,залишитися
985,warten::V,aros,чекати
986,warten::V,disgwyl,чекати
987,erwarten::V,disgwyl,чекати
988,suchen::V,chwilio am,шукати
989,finden::V,darganfod,знайти
990,versuchen::V,profi,випробовувати
991,versuchen::V,ceisio,випробовувати
992,vorbereiten::V,paratoi,підготувати
993,lieben::V,caru,любити
994,mögen::V,hoffi,любити
995,mögen::V,hoffi,подобатися
996,lachen::V,chwerthin,сміятися
997,rühren::V,cynhyrfu,розчулити
998,weinen::V,wylo,плакати
999,weinen::V,llefain,плакати
1000,schimpfen::V,grwgnach,лаятися
1001,sich ärgern::V,gofidio,сердитися
1002,sich fürchten::V,ofni,боятися
1003,fürchten::V,arswydo,боятися
1004,fliehen::V,ffoi,тікати
1005,flüchten::V,dianc,утекти
1006,sehen::V,gweld,бачити
1007,anschauen::V,syllu,поглянути
1008,anschauen::V,edrych,поглянути
1009,ansehen::V,gwylio,дивитися на
1010,hören::V,clywed,чути
1011,zuhören::V,gwrando,слухати
1012,probieren::V,profi,покуштувати
1013,riechen::V,arogli,нюхати
1014,fühlen::V,teimlo,відчувати
1015,fühlen::V,clywed,відчувати
1016,scheinen::V,ymddangos,здаватися
1017,zu sehen sein::V,dod i'r golwg,виднітися
1018,vernehmen::V,clywed sôn am,почути
1019,frieren::V,bod yn oer,мерзнути
1020,tun::V,gwneud,робити
1021,können::V,gallu,могти
1022,wollen::V,bod mewn angen,хотіти
1023,anfangen::V,dechrau,почати
1024,beenden::V,darfod,закінчити
1025,beenden::V,gorffen,закінчити
1026,aufhören::V,peidio,перестати
1027,gelingen::V,llwyddo,вдатися
1028,geraten::V,diweddu,опинитися
1029,öffnen::V,agor,відкрити
1030,schließen::V,cau,закрити
1031,stellen::V,gosod,поставити
1032,setzen::V,gosod,посадити
1033,legen::V,gosod,класти
1034,berühren::V,cyffwrdd,чіпати
1035,verbinden::V,cysylltu,зв’язати
1036,bedecken::V,gorchuddio,покрити
1037,aufhängen::V,crogi,повісити
1038,aufhängen::V,hongian,повісити
1039,anzünden::V,cynnau,запалити
1040,aufheben::V,codi,підняти
1041,zurücklassen::V,gadael,залишити
1042,verlieren::V,colli,загубити
1043,fallen lassen::V,gollwng,упустити
1044,machen::V,gwneud,зробити
1045,herstellen::V,cynhyrchu,виготовити
1046,bauen::V,adeiladu,будувати
1047,reparieren::V,trwsio,лагодити
1048,reparieren::V,atgyweirio,лагодити
1049,verbessern::V,diwygio,поліпшити
1050,ändern::V,altro,змінити
1051,graben::V,palu,копати
1052,graben::V,cloddio,копати
1053,beugen::V,plygu,зігнути
1054,biegen::V,plygu,погнути
1055,drehen::V,troelli,вертіти
1056,wenden::V,troi,повернути
1057,umdrehen::V,troi,перевернути
1058,heben::V,codi,піднімати
1059,hochheben::V,dyrchafu,підняти
1060,ergreifen::V,gafael,схопити
1061,halten::V,dal,тримати
1062,drücken::V,pwyso,натискати
1063,drücken::V,gwasgu,натискати
1064,schieben::V,gwthio,пхати
1065,schieben::V,gwthio,штовхати
1066,kratzen::V,crafu,шкребти
1067,lecken::V,llyfu,лизати
1068,beißen::V,cnoi,кусати
1069,beißen::V,brathu,кусати
1070,abreißen::V,tynnu ymaith,відірвати
1071,abschneiden::V,torri,відрізати
1072,binden::V,clymu,в’язати
1073,stecken::V,plannu,увіткнути
1074,brechen::V,torri,зламати
1075,klopfen::V,taro,стукати
1076,hauen::V,taro,бити
1077,kleben::V,gludio,клеїти
1078,reiben::V,rhwbio,терти
1079,streichen::V,taenu,намазати
1080,schleifen::V,hogi,точити
1081,schneiden::V,torri,різати
1082,rütteln::V,ysgytio,хитати
1083,schütteln::V,siglo,трясти
1084,schütteln::V,ysgwyd,трясти
1085,schwenken::V,siglo,махати
1086,schütten::V,tywallt,налити
1087,füllen::V,llenwi,наповнити
1088,einwickeln::V,lapio,загорнути
1089,tragen::V,cludo,нести
1090,schleppen::V,llusgo,тягти
1091,ziehen::V,tynnu,тягнути
1092,aufbewahren::V,cadw,зберігати
1093,werfen::V,taflu,кидати
1094,fangen::V,dal,ловити
1095,packen::V,cipio,схопити
1096,packen::V,crafangu,схопити
1097,verstecken::V,celu,сховати
1098,verstecken::V,cuddio,сховати
1099,teilen::V,rhannu,розділити
1100,schicken::V,anfon,посилати
1101,bringen::V,dod â,принести
1102,hinzufügen::V,chwanegu,додати
1103,bekommen::V,cael,дістати
1104,erhalten::V,derbyn,одержати
1105,nehmen::V,cymryd,взяти
1106,wählen::V,dewis,вибрати
1107,auswählen::V,dethol,відібрати
1108,bewahren::V,cadw,зберегти
1109,behindern::V,atal,перешкоджати
1110,behindern::V,rhwystro,перешкоджати
1111,verderben::V,difetha,зіпсувати
1112,beschädigen::V,niweidio,зашкодити
1113,zerbrechen::V,torri,розбити
1114,zerreißen::V,rhwygo,розірвати
1115,zerstören::V,dinistrio,зруйнувати
1116,verbrennen::V,llosgi,спалити
1117,geben::V,rhoi,дати
1118,reichen::V,estyn,передати
1119,schenken::V,rhoddi,дарувати
1120,versprechen::V,addo,обіцяти
1121,wünschen::V,dymuno,бажати
1122,loben::V,canmol,хвалити
1123,küssen::V,cusanu,цілувати
1124,wiegen::V,siglo,качати
1125,zudecken::V,gorchuddio,накрити
1126,wecken::V,deffro,розбудити
1127,zeigen::V,dangos,показати
1128,führen::V,arwain,вести
1129,lehren::V,dysgu,вчити
1130,unterrichten::V,hyfforddi,викладати
1131,aufziehen::V,dod i fyny,виховати
1132,leiten::V,arwain,керувати
1133,antreiben::V,annog,підганяти
1134,lassen::V,gadael,змусити
1135,einladen::V,gwahodd,запросити
1136,vereinigen::V,uno,об’єднати
1137,vereinigen::V,cyfuno,об’єднати
1138,besuchen::V,ymweld â,завітати
1139,besuchen::V,ymweld â,відвідати
1140,treffen::V,cwrdd,зустріти
1141,treffen::V,cyfarfod,зустріти
1142,sich versammeln::V,casglu,зібратися
1143,sich versammeln::V,cynnull,зібратися
1144,spielen::V,chwarae,грати
1145,singen::V,canu,співати
1146,tanzen::V,dawnsio,танцювати
1147,sich trennen::V,ymwahanu,розлучитися
1148,verlassen::V,gadael,покинути
1149,retten::V,achub,врятувати
1150,bewachen::V,gwarchod,охороняти
1151,schützen::V,noddi,уберігати
1152,verteidigen::V,amddiffyn,захистити
1153,sich schlagen::V,ffraeo,битися
1154,sich schlagen::V,ffraeo,дратися
1155,sich schlagen::V,terfysgu,битися
1156,sich schlagen::V,terfysgu,дратися
1157,schießen::V,saethu,стріляти
1158,siegen::V,ennill,перемогти
1159,ärgern::V,cythruddo,сердити
1160,schlagen::V,curo,ударити
1161,treten::V,cicio,штовхати
1162,stechen::V,pigo,вколоти
1163,stoßen::V,gwthio,штовхнути
1164,stehlen::V,dwyn,украсти
1165,stehlen::V,lladrata,украсти
1166,stören::V,aflonyddu,перешкодити
1167,belästigen::V,trafferthu,докучати
1168,verbergen::V,cuddio,сховати
1169,täuschen::V,twyllo,обдурити
1170,betrügen::V,hocedu,зшахраювати
1171,töten::V,lladd,убити
1172,wohnen::V,byw,жити
1173,wohnen::V,byw,мешкати
1174,arbeiten::V,gweithio,працювати
1175,sammeln::V,casglu,зібрати
1176,pflücken::V,casglu,зривати
1177,jagen::V,hela,полювати
1178,fischen::V,pysgota,рибалити
1179,fassen::V,dal,піймати
1180,hüten::V,bugeilio,пасти
1181,treiben::V,gyrru,гнати
1182,anbinden::V,clymu,прив’язати
1183,füttern::V,porthi,годувати
1184,füttern::V,porthi,харчувати
1185,melken::V,godro,доїти
1186,hacken::V,torri,рубати
1187,gießen::V,dyfrhau,полити
1188,reifen::V,aeddfedu,дозріти
1189,zubereiten::V,coginio,зготовити
1190,zubereiten::V,coginio,приготувати
1191,kochen::V,berwi,варити
1192,kochen::V,berwi,готувати
1193,backen::V,pobi,пекти
1194,backen::V,crasu,пекти
1195,braten::V,ffrio,смажити
1196,umrühren::V,cyffroi,переміщати
1197,stricken::V,gwau,в’язати
1198,nähen::V,gwnïo,шити
1199,färben::V,lliwio,пофарбувати
1200,reinigen::V,glanhau,очистити
1201,waschen::V,golchi,мити
1202,abwischen::V,sychu,витерти
1203,spülen::V,streulio,полоскати
1204,fegen::V,ysgubo,підмітати
1205,kehren::V,ysgubo,мести
1206,baden::V,cael bath,купатися
1207,sich waschen::V,ymolchi,митися
1208,ausziehen::V,tynnu,зняти
1209,anziehen::V,gwisgo,надіти
1210,sich anziehen::V,ymwisgo,одягтися
1211,sich anziehen::V,ymwisgo,одягнутися
1212,kämmen::V,cribo,зачесати
1213,schmücken::V,harddu,оздобити
1214,schmücken::V,addurno,оздобити
1215,sagen::V,dweud,сказати
1216,sprechen::V,llefaru,говорити
1217,reden::V,siarad,розмовляти
1218,sich unterhalten::V,sgwrsio,бесідувати
1219,fragen::V,gofyn,запитати
1220,bitten::V,gofyn am,просити
1221,erzählen::V,dweud,розповісти
1222,mitteilen::V,cyfleu,повідомити
1223,nennen::V,enwi,назвати
1224,rufen::V,galw,кликати
1225,prahlen::V,brolio,хвалитися
1226,prahlen::V,ymffrostio,хвалитися
1227,übersetzen::V,cyfieithu,перекласти
1228,denken::V,meddwl,думати
1229,denken::V,meddwl,мислити
1230,glauben::V,credu,вірити
1231,glauben::V,coelio,вірити
1232,bemerken::V,sylwi,помітити
1233,erkennen::V,adnabod,пізнати
1234,begreifen::V,amgyffred,осягнути
1235,verstehen::V,deall,почути
1236,lernen::V,dysgu,навчатися
1237,wissen::V,gwybod,знати
1238,sich erinnern an::V,cofio,пам’ятати
1239,vergessen::V,anghofio,забути
1240,messen::V,mesur,міряти
1241,zählen::V,cyfrif,лічити
1242,rechnen::V,cyfrifo,рахувати
1243,lesen::V,darllen,читати
1244,malen::V,peintio,малювати
1245,zeichnen::V,tynnu,рисувати
1246,schreiben::V,ysgrifennu,писати
1247,besitzen::V,meddu,мати
1248,kaufen::V,prynu,купити
1249,verkaufen::V,gwerthu,продати
1250,bezahlen::V,talu am,заплатити
1251,zahlen::V,talu,платити
1252,beherrschen::V,rheoli,володіти
1253,beherrschen::V,llywodraethu,володіти
1254,ertragen::V,dioddef,витерпіти
