,Concept_ID,ta,ja
705,fünf::NUM,ஐந்து,五
706,fünf::NUM,ஐந்து,五つ
707,sechs::NUM,ஆறு,六
708,sechs::NUM,ஆறு,六つ
709,sieben::NUM,ஏழு,七
710,sieben::NUM,ஏழு,七つ
711,acht::NUM,எட்டு,八
712,acht::NUM,எட்டு,八つ
713,neun::NUM,ஒன்பது,九
714,neun::NUM,ஒன்பது,九つ
715,zehn::NUM,பத்து,十
716,elf::NUM,பதினொன்று,十一
717,zwölf::NUM,பன்னிரண்டு,十二
718,zwanzig::NUM,இருபது,二十
719,dreißig::NUM,முப்பது,三十
720,vierzig::NUM,நாற்பது,四十
721,fünfzig::NUM,ஐமபது,五十
722,sechzig::NUM,அறுபது,六十
723,siebzig::NUM,எழுபது,七十
724,achtzig::NUM,எண்பது,八十
725,neunzig::NUM,தொன்னூறு,九十
726,hundert::NUM,நூறு,百
727,tausend::NUM,ஆயிரம்,千
728,und::CNJ,மற்றும்,-と
729,und::CNJ,மற்றும்,そして
730,oder::CNJ,அல்லது,或いは
731,stehen::V,நில்,立っている
732,sitzen::V,உட்கார்,座っている
733,liegen::V,படு,横になっている
734,hängen::V,தொங்கச் செய்,掛かっている
735,werden::V,ஆகு,なる
736,passieren::V,நிகழ்,起こる
737,beginnen::V,ஆரம்பி,始まる
738,enden::V,முடி,終わる
739,wechseln::V,மாற்று,変わる
740,aufgehen[Sonne]::V,உயர எழு,出る
741,untergehen[Sonne]::V,பொறுத்து,沈む
742,scheinen[Sonne]::V,பிரகாசி,輝く
743,donnern::V,இடி,雷が鳴る
744,wehen::V,வீசு,吹く
745,strömen::V,பாயதல்,流れる
746,fließen::V,நீரோட்டம் போக்கில் போ,流れる
747,sich drehen::V,சுழல்,回転する
748,schwanken::V,தள்ளாடு,揺れる
749,schwingen::V,ஆடு,振動する
750,fallen::V,விழு,落ちる
751,brennen::V,எரி,燃える
752,rauchen::V,பகை பிடி,煙を出す
753,regnen::V,மழை பெய்,雨が降る
754,gefrieren::V,உறைந்துவிடு,凍る
755,tauen::V,உருகு,溶ける
756,schmelzen::V,உருகு,溶ける
757,trocknen::V,உலர்த்து,乾く
758,sieden::V,கொதிக்க வை,沸く
759,faulen::V,அழுகச் செய்,腐る
760,verfaulen::V,அழுகச் செய்,朽ちる
761,reißen::V,திடீரென அறு,切れる
762,versinken::V,மூழ்கு,沈む
763,vergehen::V,கடந்துசெல்,経つ
764,erscheinen::V,தோன்றச்,現れる
765,verschwinden::V,மறைந்து போ,消える
766,sinken::V,பதைவுறு,下がる
767,abnehmen::V,குறை,減る
768,zunehmen::V,உயர்த்து,増える
769,steigen::V,உயர எழு,上がる
770,wachsen::V,வளர்,伸びる
771,glänzen::V,மிளிர்,輝く
772,funkeln::V,பிரகாசி,ぴかぴか光る
773,lärmen::V,கொம்பு,騒ぐ
774,läuten::V,மணியொலியிசை,鳴る
775,klingeln::V,மணி அடி,鳴る
776,klirren::V,கிலுங்கு,がらんがらんと鳴る
777,brausen::V,இரைதல்,逆巻く
778,rauschen::V,சலசலப்பு,戦ぐ
779,klingen::V,சிலம்புதல்,鳴る
780,bellen::V,குரை,吠える
781,heulen::V,ஊளையிடு,きゃんきゃん鳴く
782,blasen::V,ஊது,吹く
783,pfeifen::V,சீழ்க்கை எழப்பு,口笛を吹く
784,schreien::V,கூச்சலிடு,叫ぶ
785,stöhnen::V,வேதனை,うめく
786,zittern::V,நடுங்கு,震える
787,leben::V,உயிருடனிரு,生きている
788,geboren werden::V,பிற,生まれる
789,atmen::V,சுவாசி,呼吸する
790,trinken::V,குடி,飲む
791,essen::V,சாப்பிடு,食べる
792,schlucken::V,முழுங்கு,飲み込む
793,müde werden::V,கையயர்தல்,眠くなる
794,einschlafen::V,தூங்க,寝付く
795,schlafen::V,தூங்கு,眠る
796,aufwachen::V,எழுப்பு,目が覚める
797,aufstehen::V,எழுந்திரு,起きる
798,sich erholen::V,இளைப்பாறு,休養する
799,krank werden::V,விழுதல்,病気になる
800,krank sein::V,நருக்கலாயிருக்க,病気である
801,schmerzen::V,நோவுறு,痛む
802,husten::V,இருமு,咳をする
803,genesen::V,குணம் அடை,元気になる
804,sterben::V,மரணமடை,死ぬ
805,sterben::V,மரணமடை,亡くなる
806,umkommen::V,நசி,死亡する
807,sich bewegen::V,நகர்த்து,移動する
808,sich rühren::V,அசை,動く
809,sich erheben::V,எழுந்து நில்,立ち上がる
810,sich setzen::V,உட்கார்,座る
811,hinfallen::V,விழு,転ぶ
812,laufen::V,நட,歩く
813,schreiten::V,கவடுவைத்தல்,跨ぐ
814,spazierengehen::V,உலவு,散歩する
815,eilen::V,விரைந்து,急ぐ
816,sich beeilen::V,அவசரப்படுத்து,焦る
817,sausen::V,விரைந்து செல்,疾駆する
818,rennen::V,ஓடு,走る
819,springen::V,குதி,跳ぶ
820,klettern::V,ஏறு,よじ登る
821,schaukeln::V,தள்ளாடு,ぶらんこに乗る
822,kriechen::V,மெதுவாக நடந்து செல்,這う
823,schwimmen::V,நீந்து,泳ぐ
824,tauchen::V,மூழ்கி நீச்சலடி,潜る
825,rudern::V,துடுப்புப் போடு,漕ぐ
826,fahren::V,ஓட்டு,行く
827,fahren::V,ஓட்டு,乗車する
828,fliegen::V,பற,飛ぶ
829,gehen::V,போ,行く
830,weggehen::V,விலகிச் செல்,立ち去る
831,abfahren::V,புறப்பட்டுச் செல்,出発する
832,anhalten::V,நின்றுவிடு,止まる
833,hineingehen::V,மறையச் செய்,入る
834,eintreten::V,நுழை,中に入る
835,kommen::V,வா,来る
836,ankommen::V,வநது சேர்,着く
837,ankommen::V,வநது சேர்,到着する
838,zurückkommen::V,திரும்பி வா,帰る
839,bleiben::V,இரு,留まる
840,warten::V,தாமதி,待つ
841,erwarten::V,எதிர்நோக்கு,期待する
842,suchen::V,தேடு,探る
843,finden::V,கண்டுபிடி,見つける
844,versuchen::V,முயற்சி செய்,試す
845,vorbereiten::V,ஆயத்தம் செய்,準備する
846,lieben::V,அன்பு செலுத்து,愛する
847,mögen::V,விரும்பு,好きである
848,lachen::V,சிரி,笑う
849,rühren::V,இதயத்தைத் தொடு,感情を動かす
850,weinen::V,அழு,泣く
851,schimpfen::V,சாபமிடு,叱る
852,sich ärgern::V,கோப்பபடு,怒る
853,sich ärgern::V,கோப்பபடு,腹を立てる
854,sich fürchten::V,பயப்படு,怖がる
855,fürchten::V,பயப்படுத்து,恐れる
856,fliehen::V,ஓடு,逃げる
857,flüchten::V,தப்பிவிடு,逃亡する
858,sehen::V,பார்,見る
859,anschauen::V,கூர்ந்து கவனி,眺める
860,ansehen::V,கவனி,見る
861,hören::V,கேள்,聞く
862,zuhören::V,சுவைத்துப் பார்,聴く
863,probieren::V,ருசி,食べてみる
864,riechen::V,முகர்ந்து பார்,気取る
865,fühlen::V,தொட்டுணர்,感じる
866,scheinen::V,காணப்படு,ように見える
867,zu sehen sein::V,தோன்றுதல்,見える
868,vernehmen::V,கேள்,承る
869,frieren::V,குதுகுதுகு,寒気がする
870,tun::V,செய்,する
871,können::V,இயல்வது,出来る
872,wollen::V,விரும்பு,-たい
873,anfangen::V,தொடங்கு,始める
874,beenden::V,முடி,終える
875,aufhören::V,நிறுத்து,止める
876,gelingen::V,வெற்றி,成功する
877,geraten::V,ஏற்படுத்து,当たる
878,öffnen::V,திற,開く
879,öffnen::V,திற,開ける
880,schließen::V,மூடு,閉める
881,stellen::V,வை,置く
882,stellen::V,வை,据える
883,setzen::V,வை,座らせる
884,legen::V,பரப்பி வை,置く
885,berühren::V,பதி,触る
886,berühren::V,பதி,触れる
887,verbinden::V,சேர்,結びつける
888,bedecken::V,உறைபோடு,覆う
889,aufhängen::V,தொங்கவிடு,掛ける
890,anzünden::V,எரியூட்டு,燃やす
891,anzünden::V,எரியூட்டு,火をつける
892,aufheben::V,பொறுக்கி எடு,拾う
893,zurücklassen::V,விட்டுச் செல்,残す
894,verlieren::V,இழ,無くす
895,fallen lassen::V,அளவில் குறைவு,落とす
896,machen::V,தயார்செய்,作る
897,herstellen::V,உற்பத்தி செய்,製造する
898,bauen::V,கட்டு,建設する
899,reparieren::V,பழுது பார்,直す
900,reparieren::V,பழுது பார்,修理する
901,verbessern::V,மேம்படுத்து,改良する
902,ändern::V,மாற்றி அமை,変える
903,graben::V,குழி வெட்டு,掘る
904,beugen::V,வனை,折る
905,biegen::V,வனை,曲げる
906,drehen::V,சுழல்,回す
907,wenden::V,குடைகவிழு,裏返す
908,umdrehen::V,சுற்றும் முற்றும் பார்,裏返す
909,heben::V,தூக்கு,挙げる
910,hochheben::V,தூக்கு,持ち上げる
911,ergreifen::V,பறி,取り上げる
912,halten::V,பிடித்துக் கொள்,持つ
913,drücken::V,அழுத்து,押す
914,schieben::V,தள்ளு,ずらす
915,kratzen::V,கீறு,引っ掻く
916,lecken::V,நக்கு,なめる
917,beißen::V,கடி,噛む
918,abreißen::V,கிழி,剝ぎ取る
919,abschneiden::V,வெட்டி எடு,切り取る
920,binden::V,கட்டு,縛る
921,stecken::V,பதிய வை,差し込む
922,brechen::V,உடை,破る
923,klopfen::V,தட்டு,とんとん叩く
924,hauen::V,அடி,叩く
925,kleben::V,ஒட்டு,貼る
926,kleben::V,ஒட்டு,くっ付ける
927,reiben::V,தேய்,擦る
928,streichen::V,பரவச்செய்,塗る
929,schleifen::V,அரை,研ぐ
930,schneiden::V,துண்டாக்கு,切る
931,rütteln::V,மெல்ல தள்ளு,揺さぶる
932,schütteln::V,குலுக்கு,振る
933,schütteln::V,குலுக்கு,揺さぶる
934,schwenken::V,ஊஞ்சலாடு,振る
935,schütten::V,ஊற்று,注ぐ
936,füllen::V,நிரப்பு,いっぱいにする
937,einwickeln::V,சுற்று,包む
938,tragen::V,எடுத்துச் செல்,運ぶ
939,schleppen::V,இழுத்துச் செல்,引きずる
940,ziehen::V,இழு,引く
941,aufbewahren::V,வைத்துக் கொள்,預かる
942,werfen::V,வீசி எறி,投げる
943,fangen::V,பிடி,受ける
944,packen::V,பிடித்துக்கொள்,掴む
945,verstecken::V,மறை,隠す
946,teilen::V,பாகங்களாகப் பிரி,分ける
947,schicken::V,அனுப்பு,送る
948,bringen::V,கொண்டு வா,持って行く
949,hinzufügen::V,சேர்,加える
950,bekommen::V,பெறு,得る
951,erhalten::V,பெறு,受ける
952,nehmen::V,எடு,取る
953,wählen::V,தேர்ந்தெடு,選ぶ
954,auswählen::V,தேர்ல்தெடு,選ぶ
955,bewahren::V,கெடாது பேணு,保存する
956,behindern::V,தடங்கல் செய்,妨害する
957,verderben::V,நாசமாக்கு,台無しにする
958,beschädigen::V,சேதப்படுத்து,損傷する
959,zerbrechen::V,உடை,割る
960,zerreißen::V,கிழி,引き裂く
961,zerstören::V,அழி,破壊する
962,verbrennen::V,எரியூட்டு,焼く
963,geben::V,கொடு,上げる
964,reichen::V,வழங்கு,渡す
965,schenken::V,மொயத்தல்,贈る
966,versprechen::V,உறுதியளி,約束する
967,wünschen::V,ஆசைப்படு,望む
968,loben::V,புகழ்ச்சி கூறு,褒める
969,küssen::V,முத்தமிடு,キスする
970,wiegen::V,ஆட்டுத்தல்,揺する
971,zudecken::V,உறைபோடு,覆う
972,wecken::V,எழுப்பு,起こす
973,zeigen::V,காட்டு,見せる
974,führen::V,வழிகாட்டி,案内する
975,lehren::V,சொல்லிக் கொடு,教える
976,unterrichten::V,அறிவுரை கூறு,通知する
977,aufziehen::V,வளர்,育てる
978,leiten::V,அழைத்துச் செல்,導く
979,antreiben::V,தூண்டு,励ます
980,lassen::V,விடு,～させる
981,einladen::V,அழை,誘う
982,einladen::V,அழை,招待する
983,vereinigen::V,ஒன்றாகச் சேர்,一つにする
984,besuchen::V,வருகை புரி,訪ねる
985,treffen::V,சந்தி,出会う
986,sich versammeln::V,தொகுப்பு,集まる
987,spielen::V,விளையாடு,遊ぶ
988,singen::V,பாடு,歌う
989,tanzen::V,நடனமாடு,踊る
990,sich trennen::V,தனிப்படடுத்து,別れる
991,verlassen::V,கைவிடு,別れる
992,retten::V,காப்பாற்று,救う
993,retten::V,காப்பாற்று,助ける
994,bewachen::V,காவல் செய்,見張る
995,bewachen::V,காவல் செய்,軽微する
996,schützen::V,பாதுகாப்பு செய்,保護する
997,verteidigen::V,எதிர்த்து நில்,守る
998,sich schlagen::V,பூசலிடு,殴る
999,schießen::V,சுட்டுக் கொல்,撃つ
1000,siegen::V,வெற்றி பெறு,勝つ
1001,ärgern::V,எரிச்சலூட்டு,怒らせる
1002,schlagen::V,அடி,殴る
1003,treten::V,உதை,蹴る
1004,stechen::V,கொட்டு,突く
1005,stoßen::V,நெருக்கு,突く
1006,stehlen::V,திருடு,盗る
1007,stören::V,தொல்லைகொடு,構う
1008,belästigen::V,தொல்லை கொடு,邪魔する
1009,verbergen::V,மறை,隠す
1010,täuschen::V,ஏமாற்று,だます
1011,betrügen::V,ஏமாற்று,だます
1012,töten::V,கொல்,殺す
1013,wohnen::V,தங்கியிரு,住む
1014,arbeiten::V,வேலை செய்,働く
1015,sammeln::V,ஒன்றுசேர்,集める
1016,sammeln::V,ஒன்றுசேர்,収集する
1017,pflücken::V,கொய்து எடு,摘む
1018,jagen::V,வேட்டையாடு,狩りをする
1019,fischen::V,மீன் பிடி,釣る
1020,fassen::V,பிடி,捕る
1021,hüten::V,காவல் செய்,放牧する
1022,treiben::V,ஓட்டு,追う
1023,anbinden::V,கட்டு,繋ぐ
1024,füttern::V,உணவளி,餌をやる
1025,melken::V,பால் கற,搾乳する
1026,hacken::V,வெட்டி எடு,刻む
1027,gießen::V,நீர்ப் பாய்ச்சு,水をやる
1028,reifen::V,பழு,熟す
1029,zubereiten::V,சமையல் செய்,調理する
1030,kochen::V,வேகவை,煮る
1031,backen::V,வெப்பத்தில் வாட்டு,焼く
1032,braten::V,பொரியச் செய்,焼く
1033,braten::V,பொரியச் செய்,炒める
1034,umrühren::V,கலக்கு,混ぜる
1035,stricken::V,பின்னியிழை,編む
1036,nähen::V,தையல் வேலை செய்,縫う
1037,färben::V,வண்ணம் பெறச் செய்,染める
1038,reinigen::V,சுத்தம் செய்,掃除する
1039,waschen::V,கழுவு,洗う
1040,waschen::V,கழுவு,洗濯する
1041,abwischen::V,துடை,拭く
1042,spülen::V,அலசு,洗う
1043,spülen::V,அலசு,すすぐ
1044,fegen::V,பெறுக்கு,掃除する
1045,kehren::V,பெறுக்கு,掃く
1046,baden::V,குளி,入浴する
1047,sich waschen::V,கழுவு,洗う
1048,ausziehen::V,கழற்று,脱ぐ
1049,anziehen::V,புனைதல்,着る
1050,sich anziehen::V,உடுத்துதல்,着る
1051,kämmen::V,தலை வாரிக் கொள்,梳く
1052,schmücken::V,அழகுபடுத்து,飾る
1053,sagen::V,சொல்,言う
1054,sprechen::V,பேசு,話す
1055,reden::V,பெசு,話す
1056,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,話をする
1057,fragen::V,கேள்,聞く
1058,bitten::V,வேண்டு,頼む
1059,bitten::V,வேண்டு,お願いする
1060,erzählen::V,சொல்,物語る
1061,mitteilen::V,சொல்,伝える
1062,nennen::V,பெயரிடுதல்,名づける
1063,rufen::V,கூச்சலிடு,呼ぶ
1064,prahlen::V,தற்பெருமை பேசு,自慢する
1065,übersetzen::V,மொழிபெயர்ப்பு செய்,訳す
1066,denken::V,யோசி,考える
1067,glauben::V,நம்பு,信じる
1068,bemerken::V,கவனி,気が付く
1069,erkennen::V,அடையாளம் கண்டுகொள்,認識する
1070,begreifen::V,பற்றிக்கொள்,分かる
1071,verstehen::V,புரிந்து கொள்,聞き取る
1072,lernen::V,கற்றுக்கொள்,学ぶ
1073,lernen::V,கற்றுக்கொள்,勉強する
1074,wissen::V,தெரிந்திரு,知っている
1075,sich erinnern an::V,நினைவு கூர்,思い出す
1076,vergessen::V,மற,忘れる
1077,messen::V,அளவிடு,計る
1078,messen::V,அளவிடு,測定する
1079,zählen::V,எண்ணு,数える
1080,rechnen::V,கணக்கிடு,計算する
1081,lesen::V,படி,読む
1082,malen::V,வண்ணச்சித்திரம்,描く
1083,zeichnen::V,வரை,写生する
1084,schreiben::V,எழுது,書く
1085,besitzen::V,உடைமையாகக் கொண்டிரு,所持する
1086,kaufen::V,வாங்கு,買う
1087,verkaufen::V,விற்பனை செய்,売る
1088,bezahlen::V,இறுத்தல்,払う
1089,zahlen::V,பணம் செலுத்து,支払う
1090,beherrschen::V,ஆட்சிசெய்,支配する
1091,ertragen::V,தாங்கு,耐える
