,Concept_ID,udm,ba
89,Raureif::N,гӧр,ҡырау
90,Regenbogen::N,вуюись,йәйғор
91,Donner::N,гудыри,күк күкрәү
92,Strömung::N,бызён,ағым
93,Tropfen::N,шапык,тамсы
94,Schaum::N,шукы,күбек
95,Schmutz::N,нӧд,батҡаҡ
96,Schmutz::N,дэри,батҡаҡ
97,See::N,ты,күл
98,Sumpf::N,нюр,һаҙлык
99,Moor::N,нюр,һаҙ
100,Wiese::N,возь,болон
101,Wiese::N,возьвыл,болон
102,Wald::N,сик,урман
103,Wald::N,нюлэс,урман
104,Hügel::N,выр,түбә
105,Hügel::N,вырйыл,түбә
106,Anhöhe::N,выр,түбә
107,Anhöhe::N,выр,ҡалҡыулыҡ
108,Anhöhe::N,вырйыл,түбә
109,Anhöhe::N,вырйыл,ҡалҡыулыҡ
110,Berg::N,гурезь,тау
111,Gipfel::N,йыл,түбә
112,Höhle::N,гу,мәмерйә
113,Abhang::N,бам,ипкен
114,Quelle::N,ошмес,шишмә
115,Bach::N,пичи шур,шишмә
116,Fluss::N,шур,йылға
117,Ufer::N,ярдур,яр
118,Küste::N,вудур,яр буйы
119,Festland::N,мувыр,ҡоро ер
120,Meer::N,зарезь,диңгез
121,Bucht::N,вукож,бухта
122,Insel::N,вумуӵ,үтрау
123,Insel::N,шормуӵ,үтрау
124,Blume::N,сяська,сәскә
125,Gras::N,турын,үлән
126,Wurzel::N,выжы,тамыр
127,Baum::N,пу,ағас
128,Stamm::N,модос,олон
129,Stamm::N,модос,көбәк
130,Rinde::N,сул,ҡабыҡ
131,Ast::N,ул,ботаҡ
132,Zweig::N,вай,ботаҡ
133,Zweig::N,вай,тармаҡ
134,Blatt::N,куар,япраҡ
135,Birke::N,кызьпу,ҡайын
136,Kiefer[Baum]::N,пужым,ҡарғай
137,Weide[Baum]::N,бадьпу,тал
138,Tanne::N,кыз,шыршы
139,Horn::N,сюр,мөғөҙ
140,Feder::N,тылы,ҡауырһын
141,Fell::N,ку,тире
142,Flügel::N,бурд,ҡанат
143,Klaue::N,гижы,тырнаҡ
144,Kralle::N,пыд,аяҡ
145,Schwanz::N,быж,ҡойроҡ
146,Ei::N,пуз,йомортҡа
147,Ei::N,кукей,йомортҡа
148,Nest::N,кар,оя
149,Nest::N,пузкар,оя
150,Bau::N,кар,оң
151,Bau::N,гу,оң
152,Tier::N,пӧйшур,жайуан
153,Tier::N,пӧйшур,йыртҡыс
154,Herde::N,уллё,көтөү
155,Kuh::N,скал,һыйыр
156,Bulle::N,ош,үгеҙ
157,Bulle::N,пороз,үгеҙ
158,Pferd::N,вал,ат
159,Schaf::N,ыж,һарыҡ
160,Schwein::N,парсь,сусҡа
161,Hund::N,пуны,эт
162,Katze::N,коӵыш,бесәй
163,Bär::N,гондыр,айыу
164,Eichhörnchen::N,коньы,тейен
165,Elch::N,койык,мышы
166,Fuchs::N,ӟичы,төлкө
167,Hase::N,кеч,ҡуян
168,Maus::N,шыр,сысҡан
169,Wolf::N,кион,бүре
170,Vogel::N,тылобурдо,ҡош
171,Schwarm::N,уллё,көтөү
172,Huhn::N,курег,тауыҡ
173,Hahn::N,атас,әтәс
174,Gans::N,ӟазег,ҡаҙ
175,Adler::N,ӧрзи,бөркөт
176,Ente::N,ӵӧж,өйрәк
177,Eule::N,кучыран,өкө
178,Eule::N,кучыран,ябалаҡ
179,Kranich::N,тури,торна
180,Krähe::N,куака,ҡарға
181,Kuckuck::N,кикы,кәкүк
182,Schwan::N,юсь,аҡҡош
183,Fisch::N,чорыг,балыҡ
184,Barsch::N,юш,алабуға
185,Hecht::N,чипей,суртан
186,Schlange[Tier]::N,кый,йылан
187,Wurm::N,нумыр,селяүсен
188,Spinne::N,чонари,үрмәксе
189,Ameise::N,кузьыли,ҡырмыҫҡа
190,Laus::N,тэй,бет
191,Mücke::N,нымы,серәкәй
192,Mücke::N,чибинь,серәкәй
193,Fliege::N,кут,себен
194,Schmetterling::N,бубыли,күбәләк
195,Beere::N,узы-боры,еләк
196,Apfel::N,яблок,алма
197,Pilz::N,губи,бәшмәк
198,Zwiebel::N,сугон,һуган
199,Saat::N,кидыс,орлоҡ
200,Korn::N,тысь,иген
201,Heu::N,турын,бесән
202,Schale::N,кыд,ҡабыҡ
203,Grube::N,гу,соҡор
204,Grube::N,гоп,соҡор
205,Falle::N,налик,тоҙак
206,Falle::N,налик,ҡапҡан
207,Schlinge::N,гиӟ,тоҙак
208,Schlinge::N,герд,тоҙак
209,Spur::N,пытьы,әҫер
210,Spur::N,бервыл,әҫер
211,Asche::N,пень,көл
212,Dreck::N,дэри,батҡаҡ
213,Eisen::N,корт,тимер
214,Gold::N,зарни,алтын
215,Silber::N,азвесь,көмөш
216,Kohle::N,эгыр,күмер
217,Glas::N,стекло,быяла
218,Glas::N,пияла,быяла
219,Lehm::N,сюй,балсыҡ
220,Sand::N,луо,ҡом
221,Mensch::N,мурт,кеше
222,Mensch::N,адями,кеше
223,Mann::N,воргорон,ир
224,Frau::N,кышномурт,ҡатын
225,Kind::N,нуны,бала
226,Kind::N,пинал,бала
227,Junge::N,пи,малай
228,Mädchen::N,ныл,ҡыҙ
229,Mädchen::N,ныл,ҡыҙыҡай
230,Familie::N,семья,ғаилә
231,Großvater::N,песятай,олатай
232,Großvater::N,пересь атай,олатай
233,Großmutter::N,песянай,әбәй
234,Großmutter::N,пересь анай,әбәй
235,Eltern::N,атай-анай,ата-әсә
236,Eltern::N,бубы-мумы,ата-әсә
237,Vater::N,айы,атай
238,Vater::N,атай,атай
239,Mutter::N,мумы,әсә
240,Sohn::N,пи,ул
241,Tochter::N,ныл,ҡыҙ
242,Bruder::N,агай,агай
243,Schwester::N,апа,алай
244,Schwester::N,апа,һеңле
245,Schwester::N,сузэр,алай
246,Schwester::N,сузэр,һеңле
247,Onkel::N,агай,ағай
248,Tante::N,апа,апай
249,Tante::N,кенак,апай
250,Ehemann::N,карт,ир
251,Ehefrau::N,кышно,ҡатын
252,Freude::N,шумпотон,шатлыҡ
253,Freude::N,шумпотон,ҡыуаныс
254,Gelächter::N,горем,көлөү
255,Glück::N,шуд,бәхет
256,Kummer::N,кайгу,ҡайғы
257,Kummer::N,куректон,ҡайғы
258,Wunsch::N,мылпотон,теләк
259,Lust::N,потон,әүәҫлек
260,Geist::N,лул,аң
261,Geist::N,лул,рух
262,Gedanke::N,малпан,уй
263,Gedanke::N,малпан,фекер
264,Gedächtnis::N,йырсазь,хәтер
265,Gedächtnis::N,тодэваён,хәтер
266,Verstand::N,йырвизь,аҡыл
267,Sinn::N,смысл,мәғәня
268,Grund::N,муг,сәбәп
269,Grund::N,ньӧм,сәбәп
270,Wahrheit::N,зэм,дөрөҫлөк
271,Wahrheit::N,шонер,дөрөҫлөк
272,Gespräch::N,вераськон,әңгәмә
273,Märchen::N,выжыкыл,әкиәт
274,Erzählung::N,верос,хикәйә
275,Nachricht::N,ивор,хәбәр
276,Neuigkeit::N,выльивор,яңылыҡ
277,Name::N,ним,исем
278,Rätsel::N,мадькыл,йомаҡ
279,Rede::N,верам,телмәр
280,Sprache::N,кыл,тел
281,Sprache::N,кыл,телмәр
282,Stimme::N,куара,тауыш
283,Wort::N,кыл,һүҙ
284,Zeichen::N,пус,билдә
285,Zeichen::N,тодмет,билдә
286,Ruf::N,ӧтён,саҡырыу
287,Ruf::N,чортон,саҡырыу
288,Lärm::N,ӵашетон,шаулау
289,Laut::N,куара,тауыш
290,Ton::N,куара,яңғырау
291,Lied::N,кырӟан,йыр
292,Ruhe::N,чалмыт улон,ял
293,Ruhe::N,чалмыт улон,тыныслыҡ
294,Leute::N,адямиос,кешеләр
295,Volk::N,калык,халҡ
296,Arbeit::N,уж,эш
297,Gast::N,куно,ҡунаҡ
298,Geschenk::N,салам,бүләк
299,Geschenk::N,кузьым,бүләк
300,Spiel::N,шудон,уйын
301,Gesellschaft::N,калык,йәмғиәт
302,Hilfe::N,юрттон,ярҙам
303,Freund::N,эш,дуҫ
304,Freund::N,юлтош,дуҫ
305,Kamerad::N,тодмо,иптәш
306,Angelegenheit::N,уж,әш
307,Anzahl::N,лыд,һан
308,Art::N,тус,төр
309,Stück::N,юдэс,киҫәк
310,Teil::N,люкет,өлөш
311,Hälfte::N,ӝыны,ярты
312,Kreis::N,котырес,түңәрәк
313,Kreuz::N,крест,тәре
314,Linie::N,гож,һыҙыҡ
315,Strich::N,гож,һыҙат
316,Abstand::N,вис,ара
317,Abstand::N,кусып,ара
318,Entfernung::N,кусып,алыҫлыҡ
319,Gegend::N,инты,урын
320,Platz::N,инты,арауыҡ
321,Ort::N,инты,ерҙәр
322,Ort::N,инты,урындар
323,Ort::N,инты,эш урыны
324,Ort::N,места,ерҙәр
325,Ort::N,места,урындар
326,Ort::N,места,эш урыны
327,Seite::N,пал,яҡ
328,Mitte::N,шор,урталыҡ
329,Gegenstand::N,арбери,нәмә
330,Sache::N,котыр,нәмә
331,Sache::N,котыр,әйбер
332,Rand::N,дур,сит
333,Rand::N,шаер,сит
334,Kante::N,дур,ҡабырға
335,Kante::N,дур,ян
336,Ecke::N,сэрег,мөйөш
337,Spitze::N,йыл,ос
338,Ende::N,пум,аҙаҡ
339,Loch::N,пась,тишек
340,Winkel::N,сэрег,мөйөш
341,Muster::N,пужы,биҙәк
342,Größe::N,быдӟала,ҙурлыҡ
343,Länge::N,кузьдала,оҙонлоҡ
344,Höhe::N,ӝуждала,бейеклек
345,Gewicht::N,сектала,үлсәү
346,Gewicht::N,секытлык,үлсәү
347,Menge::N,лыд,һан
348,Menge::N,лыдпус,һан
349,Haufen::N,люк,өйөм
350,Reihe::N,чур,рәт
351,Boot::N,пыж,кәмә
352,Boot::N,лодка,кәмә
353,Ruder::N,полыс,ишкәк
354,Schlitten::N,додьы,сана
355,Ski::N,куас,саңгы
356,Lagerfeuer::N,тылскем,костер
357,Last::N,секыт,ауырлыҡ
358,Gang::N,ветлон,барыу
359,Schritt::N,вамыш,аҙым
360,Norden::N,уйпал,төньяҡ
361,Süden::N,лымшор,көньяҡ
362,Westen::N,шунды пуксён,көнбайыш
363,Osten::N,шунды ӝужан,көнсығыш
364,Holz::N,пу,үағас
365,Brett::N,пул,таҡта
366,Platte::N,плита,плита
367,Stütze::N,пыкет,терәк
368,Stange::N,пуӵ,кәртә
369,Stock::N,боды,таяҡ
370,Stab::N,пуӵ,ҡолға
371,Stab::N,боды,ҡолға
372,Rohr::N,труба,торба
373,Haus::N,юрт,өй
374,Haus::N,юрт,йорт
375,Heim::N,корка,өй
376,Ofen::N,гур,мейес
377,Fußboden::N,выж,енес
378,Tisch::N,ӝӧк,өҫтәл
379,Stuhl::N,пукон,ултырғыс
380,Wiege::N,кӧкы,бишек
381,Wiege::N,зыбка,бишек
382,Bett::N,валес,карауат
383,Regal::N,ӝажы,кәштә
384,Kiste::N,ящик,йәшинк
385,Fenster::N,укно,тәҙрә
386,Fenster::N,косяк,тәҙрә
387,Tür::N,ӧс,ишек
388,Tor::N,ӟезьы,ҡапҡа
389,Zaun::N,забор,ҡойма
390,Dach::N,липет,түбә
391,Dach::N,липет,ҡыйыҡ
392,Leiter::N,падӟа,баҫҡыс
393,Besen::N,ӵужон,һепертке
394,Besen::N,исьнер,һепертке
395,Spaten::N,лопатка,көрәк
396,Schaufel::N,ютырон,көрәк
397,Gabel::N,тэчы,сәнске
398,Gabel::N,вилка,сәнске
399,Löffel::N,пуньы,ҡалаҡ
400,Messer::N,пурт,бысаҡ
401,Nagel::N,кортӵог,сөй
402,Netz::N,сеть,ау
403,Haken::N,курик,ыргаҡ
404,Griff::N,ныд,тотҡа
405,Schloss::N,тунгон,йоҙаҡ
406,Bild::N,суред,картина
407,Figur::N,фигура,һын
408,Puppe::N,мунё,ҡурсаҡ
409,Beutel::N,пуйы,тоҡ
410,Bündel::N,керттэт,төргәк
411,Tasche::N,пуйы,сумка
412,Tasche::N,сумка,сумка
413,Eimer::N,ведра,биҙрә
414,Deckel::N,ӵоксэт,ҡапҡас
415,Geschirr::N,тусьты-пуньы,һауыт-һаба
416,Sack::N,пуйы,тоҡ
417,Tasse::N,ӵаша,сынаяҡ
418,Topf::N,миска,кәстрүл
419,Kessel::N,пурты,ҡаҙан
420,Essen::N,сиськон,ашау
421,Nahrung::N,сион,аҙыҡ
422,Speise::N,сиён,аш
423,Fleisch::N,сӥль,ит
424,Getreide::N,ю тысь,иген
425,Getreide::N,ю тысь,ашлыҡ
426,Brei::N,ӝук,бутҡа
427,Brot::N,нянь,икмәк
428,Scheibe::N,шорем,телем
429,Fett::N,кӧй,май
430,Butter::N,вӧй,май
431,Öl::N,вӧй,май буяуы
432,Salz::N,сылал,тоҙ
433,Suppe::N,шыд,һурпа
434,Honig::N,чечы,бал
435,Milch::N,йӧл,һөт
436,Tee::N,чай,сәй
437,Leder::N,сурон,күн
438,Wolle::N,гон,йөн
439,Wolle::N,ыжгон,йөн
440,Stoff::N,куэм,туҡыма
441,Nadel::N,вень,энә
442,Faden::N,сӥньыс,еп
443,Knopf::N,бирды,төймә
444,Knoten::N,герд,төйөн
445,Farbe::N,буёл,буяу
446,Kleidung::N,дӥсь,кейем
447,Hemd::N,дэрем,күлдәк
448,Kragen::N,сирес,яға
449,Ärmel::N,саес,ең
450,Hose::N,брюки,салбар
451,Hose::N,штань,салбар
452,Gürtel::N,кускерттон,ҡайыш
453,Mütze::N,ызьы,бүрк
454,Schuh::N,ботинка,туфли
455,Stiefel::N,сапег,итек
456,Ring::N,зундэс,йөҙөк
457,Ring::N,зундэс,балдаҡ
458,Band::N,лента,таҫма
459,Kamm::N,сын,тараҡ
460,Spiegel::N,синучкон,көзгө
461,Riemen::N,е,ҡайыш
462,Schnur::N,гозы,бау
463,Leine::N,думет,бау
464,Decke::N,шобрет,одеяд
465,Kissen::N,миндэр,мендәр
466,Tuch::N,кышет,яулыҡ
467,Handtuch::N,ӵушкон,таҫтамал
468,Kraft::N,кать,көс
469,Kraft::N,ӟигар,көс
470,Stärke::N,юнлык,көс
471,Gesundheit::N,тазалык,һаулыҡ
472,Krankheit::N,висён,сир
473,Krankheit::N,висён,ауырыу
474,Schmerz::N,висён,һыҙлау
475,Schmerz::N,висён,әрнеү
476,Wunde::N,яра,йәрәхәт
477,Fieber::N,кезег,тапма
478,Fieber::N,кезег,биҙгәк
479,Arznei::N,эмъюм,дарыу
480,Brücke::N,выж,күпер
481,Brunnen::N,колдэч,ҡоҙоҡ
482,Weide::N,возь,көтөүлек
483,Pfad::N,сюрес,һуҡмаҡ
484,Weg::N,сюрес,юл
485,Straße::N,сюрес,урам
486,Dorf::N,гурт,ауыл
487,Stadt::N,кар,ҡала
488,Stadt::N,город,ҡала
489,Brief::N,гожтэт,хат
490,Buch::N,книга,китап
491,Buch::N,книга,кенәгә
492,Buchstabe::N,буква,хәреф
493,Zeitung::N,газет,гәзит
494,Leben::N,улон,йәшәү
495,Tod::N,кулон,үлем
496,Grab::N,шайгу,ҡәбер
497,Kirche::N,черк,сиркәү
498,Sünde::N,сьӧлык,гөнаһ
499,Gott::N,ӥнмар,алла
500,Gott::N,ӥнмар,хоҙай
501,Arbeiter::N,рабочий,эшсе
502,Chef::N,начальник,башлыҡ
503,Meister::N,кибашлы,оҫта
504,Arzt::N,врач,врач
505,Lehrer::N,дышетӥсь,уҡытыусы
506,Geld::N,уксё,аҡса
507,Geld::N,коньдон,аҡса
508,Geschäft::N,уж,эш
509,Laden::N,магазин,магазин
510,Preis::N,дун,хаҡ
511,Ware::N,вуз,тауар
512,Nutzen::N,пайда,файҙа
513,Reichtum::N,узырлык,байлыҡ
514,Welt::N,дунне,донъя
515,Land::N,шаер,ил
516,Staat::N,кун,дәүләт
517,König::N,эксэй,король
518,Macht::N,власть,власть
519,Grenze::N,кунгож,сик
520,Krieg::N,ож,һуғыш
521,Feind::N,тушмон,йылан
522,Gewalt::N,эриктэман,көслөк
523,Kampf::N,нюръяськон,көрәш
524,Bogen[Waffe]::N,пукыӵ,йәйә
525,Pfeil::N,пукыӵ вень,уҡ
526,Gewehr::N,пыӵал,мылтыҡ
527,Fehler::N,янгыш,хата
528,Lüge::N,пӧян,ялған
529,Lüge::N,алдан,ялған
530,Lüge::N,ӧрекчан,ялған
531,Schaden::N,изъян,зыян
532,Schaden::N,изъян,зарар
533,Unglück::N,куректон,ҡаза
534,Unglück::N,шудтэме усён,ҡаза
535,Schuld::N,янгыш,ғәйеп
536,Alter::N,арлыд,йәш
537,Schluss::N,пум,һуң
538,Schluss::N,пум,аҙаҡ
539,Zeit::N,дыр,мәл
540,Zeit::N,дыр,заман
541,Tag::N,нунал,көн
542,Morgen::N,ӵукна,иртә
543,Morgen::N,ӵукна,иртәнсәк
544,Mittag::N,лымшор,төш
545,Abend::N,ӝыт,кис
546,Abend::N,акшан,кис
547,Nacht::N,уй,төн
548,Woche::N,арня,аҙна
549,Monat::N,толэзь,ай
550,Jahr::N,ар,йыл
551,Frühling::N,тулыс,яҙ
552,Sommer::N,гужем,йәй
553,Herbst::N,сӥзьыл,көз
554,Winter::N,тол,ҡыш
555,Januar::N,выльартолэзь,ғинуар
556,Februar::N,тулыспал,февраль
557,März::N,южтолэзь,март
558,April::N,оштолэзь,апрель
559,Mai::N,куартолэзь,май
560,Juni::N,вожотолэзь,июнь
561,Juli::N,пӧсьтолэзь,июль
562,August::N,гудырикошкон,август
563,September::N,куарусён,сентябрь
564,Oktober::N,выльӝуктолэзь,октябрь
565,November::N,шуркынмон,ноябрь
566,Dezember::N,толсур,декабрь
567,Montag::N,вордӥськон,дүшәмбе
568,Dienstag::N,вторник,шишәмбе
569,Mittwoch::N,вирнунал,шаршамбы
570,Donnerstag::N,покчиарня,кесаҙна
571,Freitag::N,удмуртарня,йома
572,Samstag::N,кӧснунал,шәмбе
573,Sonntag::N,арня,йәкшәмбе
574,groß::A,бадӟым,ҙур
575,klein::A,пичи,бәләкәс
576,lang::A,кузь,оҙон
577,kurz::A,вакчи,ҡыҫҡа
578,breit::A,паськыт,киң
579,schmal::A,сюлэг,тар
580,dicht::A,ӵем,йыш
581,dicht::A,ӵем,ҡуйы
582,dick[Gegenstand]::A,зӧк,ҡалын
583,dünn::A,векчи,йоҡа
584,dünn::A,векчи,нәҙек
585,fein::A,векчи,нескә
586,fest::A,юн,ныҡ
587,fest::A,чурыт,ныҡ
588,flach::A,ӵошкыт,яҫы
589,flach::A,ӵошкыт,ялпаҡ
590,glatt::A,гылыт,шыма
591,glatt::A,вольыт,шыма
592,hart::A,чурыт,ҡаты
593,weich::A,небыт,йомшаҡ
594,rund::A,котырес,түңәрәк
595,spitz::A,йылсо,осло түбәле
596,scharf::A,лэчыт,үткер
597,stumpf::A,ныж,утмәҫ
598,schwer::A,секыт,ауыр
599,schön::A,чебер,матур
600,heiß::A,пӧсь,эҫе
601,warm::A,шуныт,йылы
602,kalt::A,кезьыт,һыуыҡ
603,kühl::A,юзмыт,һалҡынса
604,kühl::A,салкым,һалҡынса
605,frisch::A,выль,һалҡынса
606,feucht::A,мускыт,еүеш
607,feucht::A,мускыт,дымлы
608,nass::A,котмем,еүеш
609,trocken::A,кӧс,кипкән
610,voll::A,тыр,тулы
611,leer::A,буш,буш
612,leer::A,тырттэм,буш
613,offen::A,усьтэм,асыҡ
614,geschlossen::A,ӵогам,ябыҡ
615,geschlossen::A,пунням,ябыҡ
616,sauber::A,ӝикыт,таҙа
617,sauber::A,чылкыт,таҙа
618,schmutzig::A,нӧд,бысраҡ
619,roh::A,ыль,сей
620,reif::A,вуэм,өлгөрғән
621,lecker::A,ческыт,тәмле
622,süß::A,ческыт,тямле
623,süß::A,ческыт,тәм-том
624,bitter::A,курыт,әсе
625,sauer::A,чырс,әсе
626,hell::A,югыт,яҡты
627,dunkel::A,пеймыт,ҡараңғы
628,schwarz::A,сьӧд,ҡара
629,weiß::A,тӧдьы,аҡ
630,rot::A,горд,матур
631,rot::A,горд,һылыу
632,rot::A,горд,сибәр
633,gelb::A,ӵуж,һары
634,blau::A,лыз,күк
635,grün::A,вож,йәшел
636,grau::A,пурысь,буҙ
637,bunt::A,куӵо,сыбар
638,bunt::A,куӵо,ала-ҡола
639,billig::A,дунтэм,арзан
640,teuer::A,дуно,ҡыйбатлы
641,wertvoll::A,дуно,ҡиммәтле
642,blind::A,сукыр,һуҡыр
643,blind::A,синтэм,һуҡыр
644,taub::A,пельтэм,һаңғырау
645,kräftig::A,кужмо,көслө
646,kräftig::A,кужмо,ҡеүәтле
647,stark::A,юн,көслө
648,stark::A,юн,ҡеүәтле
649,stark::A,кужмо,көслө
650,stark::A,кужмо,ҡеүәтле
651,schwach::A,ляб,көсһөҙ
652,schwach::A,начар,көсһөҙ
653,fett::A,кӧй,һимеҙ
654,schlank::A,веськыт,зифа
655,schlank::A,веськрес,зифа
656,hübsch::A,чебер,матур
657,hübsch::A,синмаськымон,матур
658,böse::A,лек,асыулы
659,dumm::A,шузи,иҫәр
660,dumm::A,визьтэм,иҫәр
661,faul::A,азьтэм,иренсәк
662,fleißig::A,сюлмо,тырыш
663,geizig::A,сук,һаран
664,klug::A,визьмо,аҡыллы
665,geschickt::A,усто,оҫта
666,geschickt::A,быгатӥсь,оҫта
667,lieb::A,мусо,яғымлы
668,lustig::A,шулдыр,күңелле
669,sanft::A,мусо,йыуаш
670,sanft::A,эрке,йыуаш
671,hungrig::A,сютэм,ас
672,krank::A,висись,сирле
673,krank::A,висись,ауырыу
674,nackt::A,гольык,яланғас
675,traurig::A,мӧзмыт,яманһыу
676,lebendig::A,улэп,тере
677,lebendig::A,улэп,йәнле
678,gut::A,ӟеч,яҡшы
679,gut::A,умой,яҡшы
680,schlecht::A,урод,хөрт
681,schlecht::A,урод,алама
682,schlecht::A,алама,хөрт
683,schlecht::A,алама,алама
684,richtig::A,шонер,дөрөҫ
685,schlimm::A,алама,хөрт
686,schlimm::A,алама,алама
687,wahr::A,зэмос,дөрөҫ
688,alt::A,вуж,иҫке
689,alt::A,вуж,боронғо
690,neu::A,выль,яңы
691,ehemalig::A,азьвылэз,элекке
692,alt[Lebewesen]::A,пересь,ҡарт
693,jung::A,егит,йәш
694,jung::A,пинал,йәш
695,arm::A,начар,фәҡир
696,arm::A,куанер,фәҡир
697,reich::A,узыр,бай
698,bekannt::A,тодмо,таныш
699,berühmt::A,дано,атаҡлы
700,berühmt::A,дано,данлыҡлы
701,fremd::A,ят,ят
702,fremd::A,ят,сит
703,verschieden::A,пӧртэм,төрлө
704,nah::A,матысь,яҡын
705,fern::A,кыдёкысь,алыҫ
706,fern::A,кыдёкысь,йыраҡ
707,linker::A,паллян,һул
708,rechter::A,бур,уң
709,rechter::A,бурпал,уң
710,anderer::A,мукет,бутән
711,erster::A,нырысетӥез,тәүге
712,zweiter::A,кыктэтӥез,икенсе
713,dritter::A,кунньметӥез,өсөнсө
714,letzter::A,берло,һуңғы
715,letzter::A,берпум,һуңғы
716,allein::ADV,огназ,бер үҙе
717,allein::ADV,огназ,яңғыҙ
718,auf einmal::ADV,огдыре,бер юлы
719,zusammen::ADV,ӵош,бергә
720,zusammen::ADV,валче,бергә
721,lange::ADV,кема,оҙаҡ
722,plötzlich::ADV,мапламтэ шорысь,ҡапыл
723,sofort::ADV,али ик,шунда уҡ
724,später::ADV,бергес,һуңыраҡ
725,später::ADV,берлогес,һуңыраҡ
726,jetzt::ADV,али,хәҙер
727,jetzt::ADV,табере,хәҙер
728,heute::ADV,туннэ,бөгөн
729,morgen::ADV,ӵуказе,иртәгә
730,bald::ADV,ӝоген,тиҙҙән
731,dann::ADV,берло,һуңынан
732,gestern::ADV,толон,кисә
733,einst::ADV,огпол,ҡасандыр
734,einst::ADV,огпол,бер баҡыт
735,einst::ADV,одӥг пол,ҡасандыр
736,einst::ADV,одӥг пол,бер баҡыт
737,damals::ADV,соку,ул саҡта
738,danach::ADV,собере,һуңынан
739,vorher::ADV,азьло,элек
740,vorher::ADV,азьвыл,элек
741,zuerst::ADV,азьло,башта
742,einmal::ADV,огпол,бер
743,manchmal::ADV,куддыръя,ҡайһы берҙә
744,oft::ADV,ӵем,йыш
745,immer::ADV,пыр,һәр ҡасан
746,immer::ADV,котьку,һәр ҡасан
747,niemals::ADV,уз ноку,бер ҡасан да
748,niemals::ADV,уз ноку,бер ваҡытта ла
749,hier::ADV,татын,бында
750,hierhin::ADV,татчы,бында
751,von hier::ADV,татысь,бынан
752,von hier::ADV,татысь,ошонан
