,Concept_ID,he,udm
792,wie::FADV,איך,кызьы
793,warum::FADV,למה,малы
794,wieviel::FNUM,כמה,кӧня
795,eins::NUM,אחד,одӥг
796,zwei::NUM,שתים,кык
797,drei::NUM,שלושה,куинь
798,vier::NUM,ארבעה,ньыль
799,fünf::NUM,חמשה,вить
800,sechs::NUM,ששה,куать
801,sieben::NUM,שבעה,сизьым
802,acht::NUM,שמונה,тямыс
803,neun::NUM,תשעה,укмыс
804,zehn::NUM,עשרה,дас
805,elf::NUM,אחת עשרה,дас одӥг
806,zwölf::NUM,שתים עשרה,дас кык
807,zwanzig::NUM,עשרים,кызь
808,dreißig::NUM,שלושים,куамын
809,vierzig::NUM,ארבעים,ньыльдон
810,fünfzig::NUM,חמשים,витьтон
811,sechzig::NUM,ששים,куатьтон
812,siebzig::NUM,שבעים,сизьымдон
813,achtzig::NUM,שמונים,тямыстон
814,neunzig::NUM,תשעים,укмыстон
815,hundert::NUM,מאה,сю
816,tausend::NUM,אלף,сюрс
817,und::CNJ,ו,и
818,und::CNJ,ו,но
819,oder::CNJ,או,яке
820,stehen::V,עמד,сылыны
821,sitzen::V,ישב,пукыны
822,liegen::V,שכב,кылльыны
823,hängen::V,היה תלוי,ошкыса улыны
824,werden::V,הפך ל,луыны
825,passieren::V,קרה,луыны
826,beginnen::V,התחיל,кутскыны
827,enden::V,הסתים,бырыны
828,wechseln::V,השתנה,воштӥськыны
829,aufgehen[Sonne]::V,זרח,ӝужаны
830,untergehen[Sonne]::V,שקע,пуксьыны
831,scheinen[Sonne]::V,בהק,пиштыны
832,scheinen[Sonne]::V,בהק,чиляны
833,donnern::V,רעם,гудыръяны
834,wehen::V,נשב,пелляськыны
835,strömen::V,זרם,киськыны
836,strömen::V,זרם,исьтӥськыны
837,fließen::V,זרם,бызьыны
838,sich drehen::V,הסתובב,берганы
839,schwanken::V,התנודד,вошъяськыны
840,schwingen::V,התנענע,шонаськыны
841,fallen::V,נפל,усьыны
842,brennen::V,בער,ӝуаны
843,rauchen::V,עשן,ӵындыны
844,regnen::V,ירד גשם,зорыны
845,gefrieren::V,קפא,кынмыны
846,tauen::V,נמס,шунаны
847,schmelzen::V,התיך,шунаны
848,trocknen::V,התיבש,куасьмыны
849,sieden::V,רתח,пӧзьыны
850,faulen::V,רקב,сисьмыны
851,verfaulen::V,רקב,сисьмыны
852,reißen::V,נקרע,кеськыны
853,versinken::V,טבע,выйыны
854,vergehen::V,עבר,ортчыны
855,erscheinen::V,נגלה,адскыны
856,erscheinen::V,הופיע,адскыны
857,verschwinden::V,נעלם,бырыны
858,sinken::V,ירד,усьыны
859,abnehmen::V,הפחית,синыны
860,zunehmen::V,רבה,йылыны
861,steigen::V,עלה,лӧпкыны
862,wachsen::V,גדל,будыны
863,glänzen::V,נצץ,чиляны
864,glänzen::V,נצץ,пиштыны
865,glänzen::V,בהק,чиляны
866,glänzen::V,בהק,пиштыны
867,funkeln::V,נצנץ,чилекъяны
868,lärmen::V,רעש,уретыны
869,lärmen::V,רעש,ӵашетыны
870,läuten::V,צלצל,жингыртыны
871,klingeln::V,צלצל,жингыртыны
872,klirren::V,קרקש,жильккетыны
873,brausen::V,געש,лекъяськыны
874,rauschen::V,רשרש,ӵашетыны
875,klingen::V,נשמע,кылӥськыны
876,bellen::V,נבח,утыны
877,heulen::V,ילל,вузыны
878,blasen::V,נשף,пельтыны
879,pfeifen::V,שרק,шуланы
880,schreien::V,צעק,черекъяны
881,schreien::V,צעק,кесяськыны
882,stöhnen::V,נאנק,ӝуштыны
883,zittern::V,רעד,дырекъяны
884,zittern::V,רעד,куалекъяны
885,leben::V,חי,улыны
886,geboren werden::V,נולד,вордӥськыны
887,atmen::V,נשם,шоканы
888,trinken::V,שתה,юыны
889,essen::V,אכל,сиыны
890,schlucken::V,בלע,ньылыны
891,müde werden::V,התעיף,жадьыны
892,einschlafen::V,נרדם,умме усьыны
893,schlafen::V,ישן,кӧлыны
894,aufwachen::V,התעורר,сайканы
895,aufstehen::V,קם,султыны
896,sich erholen::V,נפש,шутэтскыны
897,krank werden::V,חלה,висьыны
898,krank sein::V,היה חולה,висьыны
899,schmerzen::V,כאב,висьыны
900,husten::V,השתעל,кызыны
901,genesen::V,הבריא,юнматскыны
902,genesen::V,הבריא,бурмытскылыны
903,sterben::V,מת,кулыны
904,umkommen::V,נספה,бырыны
905,sich bewegen::V,נע,вырыны
906,sich rühren::V,זז,вырӟыны
907,sich rühren::V,זז,вырӟылыны
908,sich erheben::V,קם,султыны
909,sich setzen::V,התישב,пуксьыны
910,hinfallen::V,נפל,усьыны
911,laufen::V,הלך ברגל,мыныны
912,schreiten::V,פסע,вамышъяны
913,spazierengehen::V,טיל,мыныны
914,spazierengehen::V,טיל,ветлыны
915,eilen::V,אץ,дыртыны
916,eilen::V,מהר,дыртыны
917,sich beeilen::V,מהר,дыртыны
918,sausen::V,אץ,туж ӝог мыныны
919,rennen::V,רץ,бызьылыны
920,springen::V,קפץ,тэтчаны
921,klettern::V,טפס,тубаны
922,schaukeln::V,התנדנד,лэйканы
923,schaukeln::V,התנדנד,шонаськыны
924,kriechen::V,זחל,нюж ветлыны
925,schwimmen::V,שחה,уяны
926,tauchen::V,צלל,зумылыны
927,rudern::V,חתר,полсаны
928,fahren::V,נסע,ветлыны
929,fliegen::V,עף,лобаны
930,gehen::V,הלך,мыныны
931,weggehen::V,עזב,кошкыны
932,abfahren::V,יצא,кошкыны
933,anhalten::V,עצר,дугдыны
934,hineingehen::V,נכנס,пырыны
935,eintreten::V,נכנס,пырыны
936,kommen::V,בא,вуыны
937,kommen::V,בא,лыктыны
938,ankommen::V,הגיע,вуыны
939,zurückkommen::V,שב,берытскыны
940,zurückkommen::V,חזר,берытскыны
941,bleiben::V,נשאר,кыльыны
942,warten::V,חכה,витьыны
943,warten::V,המתין,витьыны
944,erwarten::V,צפה,витьыны
945,erwarten::V,צפה,возьманы
946,suchen::V,חפש,утчаны
947,finden::V,מצא,шедьтыны
948,versuchen::V,נסה,турттыны
949,vorbereiten::V,הכין,дасяны
950,lieben::V,אהב,гажаны
951,mögen::V,אהב,яратыны
952,lachen::V,צחק,серекъяны
953,rühren::V,נגע ללב,сюлме йӧтыны
954,weinen::V,בכה,бӧрдыны
955,schimpfen::V,גער,даллашыны
956,sich ärgern::V,זעם,лекъяськыны
957,sich ärgern::V,כעס,лекъяськыны
958,sich fürchten::V,פחד,кышканы
959,sich fürchten::V,פחד,курданы
960,sich fürchten::V,חשש,кышканы
961,sich fürchten::V,חשש,курданы
962,fürchten::V,פחד מ,курданы
963,fürchten::V,פחד מ,кышканы
964,fürchten::V,חשש מ,курданы
965,fürchten::V,חשש מ,кышканы
966,fliehen::V,ברח,пегӟыны
967,flüchten::V,נמלט,пегӟыны
968,sehen::V,ראה,адӟыны
969,anschauen::V,הביט,учкыны
970,ansehen::V,התבונן,учкыны
971,hören::V,שמע,кылыны
972,zuhören::V,הקשיב,кылзыны
973,probieren::V,נסה,веръяны
974,riechen::V,הריח,зынъяны
975,fühlen::V,חש,шӧдыны
976,scheinen::V,נדמה,адскыны
977,zu sehen sein::V,נראה,адӟиськыны
978,vernehmen::V,נודע ל,кылыны
979,frieren::V,קר ל,кынмыны
980,tun::V,פעל,карыны
981,können::V,יכל,быгатыны
982,wollen::V,רצה,потыны
983,anfangen::V,התחיל,кутскыны
984,beenden::V,גמר,быдтыны
985,beenden::V,גמר,быдэстыны
986,aufhören::V,סים,дугдыны
987,gelingen::V,הצליח,быгатыны
988,gelingen::V,הצליח,луыны
989,geraten::V,עלה,лэсяны
990,öffnen::V,פתח,усьтыны
991,schließen::V,סגר,пытсаны
992,stellen::V,העמיד,пуктыны
993,setzen::V,הושיב,пуктыны
994,legen::V,שם,поныны
995,berühren::V,נגע,исаны
996,verbinden::V,קשר,герӟаны
997,bedecken::V,כסה,пытсаны
998,aufhängen::V,תלה,ошыны
999,anzünden::V,הצית,ӝуатыны
1000,aufheben::V,אסף,ӝутыны
1001,zurücklassen::V,השאיר,кельтыны
1002,verlieren::V,אבד,ыштыны
1003,fallen lassen::V,שמט,уськытыны
1004,fallen lassen::V,הפיל,уськытыны
1005,machen::V,עשה,лэсьтыны
1006,herstellen::V,יצר,лэсьтыны
1007,bauen::V,בנה,пуктыны
1008,reparieren::V,תקן,тупатыны
1009,verbessern::V,שפר,умоятыны
1010,ändern::V,שנה,воштыны
1011,graben::V,חפר,копаны
1012,beugen::V,כפף,губыртыны
1013,biegen::V,כופף,куасаны
1014,drehen::V,סובב,бергатыны
1015,wenden::V,הפך,берыктыны
1016,umdrehen::V,סובב,берыктыны
1017,heben::V,הרים,ӝутыны
1018,hochheben::V,הרים,ӝутъяны
1019,ergreifen::V,אחז,кутыны
1020,ergreifen::V,אחז,кырмыны
1021,halten::V,החזיק,возьыны
1022,drücken::V,לחץ,зӥбыны
1023,drücken::V,לחץ,пачкатыны
1024,schieben::V,הזיז,донганы
1025,kratzen::V,שרט,вуштыны
1026,kratzen::V,שפשף,вуштыны
1027,lecken::V,לקק,нюлыны
1028,beißen::V,נשך,куртчыны
1029,abreißen::V,קרע,ишкалтыны
1030,abschneiden::V,חתך,шорыны
1031,abschneiden::V,חתך,вандыны
1032,binden::V,קשר,керттыны
1033,stecken::V,תקע,мертчытыны
1034,brechen::V,שבר,тӥяны
1035,klopfen::V,נקש,йыганы
1036,klopfen::V,נקש,шарккетыны
1037,hauen::V,הכה,жугыны
1038,hauen::V,הכה,тышканы
1039,kleben::V,הדביק,лякыны
1040,reiben::V,שפשף,зыраны
1041,reiben::V,שפשף,вуштыны
1042,streichen::V,מרח,зыраны
1043,schleifen::V,השחיז,шерыны
1044,schneiden::V,גזר,вандыны
1045,rütteln::V,נענע,зуркатыны
1046,schütteln::V,נער,куалекъятыны
1047,schwenken::V,נופף,шонаны
1048,schwenken::V,טלטל,шонаны
1049,schütten::V,שפך,лэзьыны
1050,füllen::V,מלא,тырмытыны
1051,einwickeln::V,עטף,биньыны
1052,tragen::V,נשא,нуыны
1053,schleppen::V,סחב,кыскыны
1054,ziehen::V,משך,кыскыны
1055,aufbewahren::V,שמר,возьыны
1056,werfen::V,זרק,куяны
1057,werfen::V,זרק,лэзяны
1058,fangen::V,תפס,кутыны
1059,packen::V,אחז,кутыны
1060,packen::V,אחז,кырмыны
1061,verstecken::V,החביא,ватыны
1062,teilen::V,חלק,люкыны
1063,schicken::V,שלח,ыстыны
1064,bringen::V,הביא,вайыны
1065,hinzufügen::V,הוסיף,ватсаны
1066,bekommen::V,תפס,басьтыны
1067,erhalten::V,קבל,басьтыны
1068,nehmen::V,אחז,кутыны
1069,nehmen::V,אחז,басьтыны
1070,wählen::V,בחר,бырйыны
1071,auswählen::V,בחר ב,бырйыны
1072,bewahren::V,קים,возьыны
1073,behindern::V,מנע,могӟытыны
1074,verderben::V,מנע,сӧрыны
1075,beschädigen::V,הזיק,урод лэсьтыны
1076,zerbrechen::V,נשבר,сӧрыны
1077,zerreißen::V,קרע,кесяны
1078,zerstören::V,הרס,куашкатыны
1079,zerstören::V,השמיד,куашкатыны
1080,verbrennen::V,שרף,сутыны
1081,geben::V,נתן,сётыны
1082,reichen::V,העביר,сётыны
1083,schenken::V,נתן במתנה,кузьманы
1084,versprechen::V,הבטיח,кыл сётыны
1085,wünschen::V,אחל,сӥзьыны
1086,loben::V,שבח,ушъяны
1087,küssen::V,נשק,чупаны
1088,wiegen::V,נדנד,веттаны
1089,wiegen::V,נדנד,лэйкатыны
1090,zudecken::V,כסה,шобыртыны
1091,wecken::V,עורר,сайкатыны
1092,zeigen::V,הראה,возьматыны
1093,führen::V,הביא,нуыны
1094,führen::V,הוביל,нуыны
1095,lehren::V,למד,дышетыны
1096,unterrichten::V,למד,дышетыны
1097,aufziehen::V,רומם,будэтыны
1098,leiten::V,נהל,кивалтыны
1099,antreiben::V,המרץ,дыртытыны
1100,lassen::V,נתן,-ытыны
1101,einladen::V,הזמין,ӧтьыны
1102,vereinigen::V,אחד,огазеяны
1103,vereinigen::V,לכד,огазеяны
1104,besuchen::V,בקר,адӟыськыны
1105,treffen::V,פגש,пумитаны
1106,sich versammeln::V,התאסף,люкаськыны
1107,spielen::V,שחק,шудыны
1108,singen::V,שר,кырӟаны
1109,tanzen::V,רקד,эктыны
1110,sich trennen::V,נפרד,люкиськыны
1111,verlassen::V,עזב,куштыны
1112,retten::V,הציל,утьыны
1113,bewachen::V,שמר,возьманы
1114,schützen::V,אבטח,утялтыны
1115,verteidigen::V,הגן,возьманы
1116,sich schlagen::V,התכתש,жугиськыны
1117,schießen::V,ירה,ыбылӥськны
1118,siegen::V,גבר,вормыны
1119,siegen::V,נצח,вормыны
1120,ärgern::V,עצבן,вожпоттыны
1121,schlagen::V,הכה,жуккыны
1122,schlagen::V,הלקה,жуккыны
1123,treten::V,בעט,лёганы
1124,stechen::V,דקר,бышкалтыны
1125,stoßen::V,דחק,донгыны
1126,stehlen::V,גנב,вораны
1127,stehlen::V,גנב,лушканы
1128,stören::V,קטע,люкетыны
1129,stören::V,הפריע,люкетыны
1130,belästigen::V,הציק,акыльтыны
1131,belästigen::V,הציק,вукылмыны
1132,belästigen::V,הטריד,акыльтыны
1133,belästigen::V,הטריד,вукылмыны
1134,verbergen::V,הצניע,ватыны
1135,täuschen::V,שגע,алданы
1136,betrügen::V,הונה,пӧяны
1137,töten::V,הרג,виыны
1138,wohnen::V,גר,улыны
1139,arbeiten::V,עבד,ужаны
1140,sammeln::V,אסף,бичаны
1141,pflücken::V,קטף,ишкыны
1142,jagen::V,צד,пӧйшураны
1143,fischen::V,דג,чорыганы
1144,fassen::V,תפס,кутыны
1145,hüten::V,רעה,возьманы
1146,treiben::V,הוציא,улляны
1147,anbinden::V,קשר,думыны
1148,füttern::V,הלעיט,сюдыны
1149,melken::V,חלב,кыскыны
1150,hacken::V,קצץ,кораны
1151,gießen::V,השקה,киськаны
1152,reifen::V,בשל,вуыны
1153,reifen::V,בשל,кисьманы
1154,zubereiten::V,הכין,лесьтыны
1155,kochen::V,בשל,пӧзьтыны
1156,backen::V,אפה,пыжыны
1157,braten::V,צלה,пыжыны
1158,braten::V,טגן,пыжыны
1159,umrühren::V,ערבב,сураны
1160,stricken::V,סרג,керттыны
1161,nähen::V,תפר,вурыны
1162,färben::V,צבע,буяны
1163,reinigen::V,נקה,сузяны
1164,waschen::V,רחץ,мисьтаськыны
1165,waschen::V,כבס,мисьтаськыны
1166,abwischen::V,נגב,ӵушылыны
1167,spülen::V,שטף,гылъяны
1168,fegen::V,טאטא,ӵужыны
1169,kehren::V,טאטא,ӵужыны
1170,baden::V,טבל,пыласькыны
1171,baden::V,שחה,пыласькыны
1172,sich waschen::V,התרחץ,пыласькыны
1173,ausziehen::V,הוריד,кыльыны
1174,anziehen::V,לבש,дӥсяны
1175,sich anziehen::V,התלבש,дӥсьяськыны
1176,kämmen::V,סרק,сынаны
1177,schmücken::V,קשט,чеберъяны
1178,sagen::V,אמר,шуыны
1179,sagen::V,אמר,вераны
1180,sprechen::V,דבר,вераськыны
1181,reden::V,דבר,вераськыны
1182,sich unterhalten::V,שוחח,вераськыны
1183,fragen::V,שאל,юаны
1184,bitten::V,בקש,курыны
1185,erzählen::V,ספר,вераны
1186,erzählen::V,ספר,мадьыны
1187,mitteilen::V,מסר,ивортыны
1188,mitteilen::V,הודיע,ивортыны
1189,nennen::V,קרא בשם,шуыны
1190,rufen::V,גיס,ӧтьыны
1191,rufen::V,הזמין לבוא,ӧтьыны
1192,prahlen::V,התרברב,ушъяськыны
1193,übersetzen::V,תרגם,берыктыны
1194,denken::V,חשב,малпаны
1195,glauben::V,האמין,оскыны
1196,bemerken::V,הבחין,адӟыны
1197,erkennen::V,זהה,тодыны
1198,begreifen::V,קלט,валаны
1199,begreifen::V,הבין,валаны
1200,verstehen::V,הבין,валаны
1201,lernen::V,למד,дышетскыны
1202,wissen::V,ידע,тодыны
1203,sich erinnern an::V,זכר,тодэ вайыны
1204,vergessen::V,שכח,вунэтыны
1205,messen::V,מדד,мертаны
1206,zählen::V,ספר,лыдъяны
1207,rechnen::V,חשב,лыдъяны
1208,lesen::V,קרא,лыдӟыны
1209,malen::V,ציר,суреданы
1210,zeichnen::V,שרטט,суреданы
1211,schreiben::V,כתב,гожъяны
1212,besitzen::V,היה בעל של,луыны
1213,kaufen::V,קנה,басьтыны
1214,kaufen::V,רכש,басьтыны
1215,verkaufen::V,מכר,вузаны
1216,bezahlen::V,שלם,тырыны
1217,zahlen::V,שלם,тырыны
1218,beherrschen::V,שלט,кузёяськыны
1219,ertragen::V,סבל,чиданы
