,Concept_ID,kn,bg
329,Gewicht::N,ತೂಕ,тежест
330,Menge::N,ಮೊತ್ತ,количество
331,Haufen::N,ರಾಶಿ,куп
332,Haufen::N,ರಾಶಿ,грамада
333,Reihe::N,ಸಾಲು,ред
334,Reihe::N,ಸಾಲು,редица
335,Boot::N,ದೋಣಿ,лодка
336,Ruder::N,ಹುಟ್ಟು,весло
337,Ruder::N,ಹುಟ್ಟು,гребло
338,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,шейна
339,Ski::N,ಜಾರುಪಟ್ಟಿ,ски
340,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,огнище
341,Last::N,ಹೊರೆ,товар
342,Gang::N,ತಿರುಗಾಟ,ход
343,Gang::N,ತಿರುಗಾಟ,вървеж
344,Schritt::N,ಹೆಜ್ಜೆ,стъпка
345,Norden::N,ಉತ್ತರ,север
346,Süden::N,ದಕ್ಷಿಣ,юг
347,Westen::N,ಪಶ್ಚಿಮ,запад
348,Osten::N,ಮೂಡಲು,изток
349,Holz::N,ಚೌಬೀನೆ,дърво
350,Brett::N,ಹಲಗೆ,дъска
351,Platte::N,ಹಲಗೆ,
352,Stütze::N,ಆಸರೆ,
353,Stange::N,ಕಂಬ,прът
354,Stange::N,ಕಂಬ,върлина
355,Stock::N,ಕೋಲು,прът
356,Stock::N,ಕೋಲು,тояга
357,Stab::N,ದೊಣ್ಣೆ,прът
358,Rohr::N,ನಳಿಕೆ,цев
359,Rohr::N,ನಳಿಕೆ,тръба
360,Haus::N,ಮನೆ,къща
361,Heim::N,ಗೃಹ,дом
362,Ofen::N,ಒಲೆ,печка
363,Fußboden::N,ನೆಲ,под
364,Tisch::N,ಮೇಜು,маса
365,Stuhl::N,ಕುರ್ಚಿ,стол
366,Wiege::N,ತೊಟ್ಟಿಲು,люлка
367,Bett::N,ಹಾಸಿಗೆ,легло
368,Bett::N,ಹಾಸಿಗೆ,креват
369,Regal::N,ಬೀರು,рафт
370,Regal::N,ಬೀರು,етажерка
371,Kiste::N,ಪಟ್ಟಿಗೆ,кутия
372,Kiste::N,ಪಟ್ಟಿಗೆ,сандък
373,Fenster::N,ಕಿಟಕಿ,прозорец
374,Tür::N,ಬಾಗಿಲು,врата
375,Tor::N,ಹೆಬ್ಬಾಗಿಲು,врата
376,Zaun::N,ಬೇಲಿ,ограда
377,Dach::N,ಮಾಳಿಗೆ,покрив
378,Leiter::N,ಏಣಿ,стълба
379,Besen::N,ಪೊರಕೆ,метла
380,Spaten::N,ಗುದ್ದಲಿ,лопата
381,Schaufel::N,ಸನಿಕೆ,лопата
382,Gabel::N,ಕವಲು,вилица
383,Löffel::N,ಚಮಚ,лъжица
384,Messer::N,ಚಾಕು,нож
385,Nagel::N,ಆಣಿ,гвоздей
386,Netz::N,ಬಲೆ,мрежа
387,Haken::N,ಕೊಂಡಿ,кука
388,Haken::N,ಕೊಂಡಿ,закачалка
389,Griff::N,ಹಿಡಿ,ръчка
390,Griff::N,ಹಿಡಿ,дръжка
391,Schloss::N,ವೀಗ,брава
392,Schloss::N,ವೀಗ,ключалка
393,Bild::N,ಚಿತ್ರ,картина
394,Figur::N,ಆಕಾರ,фигура
395,Puppe::N,ಗೊಂಬೆ,кукла
396,Beutel::N,ಸಂಚಿ,кесия
397,Bündel::N,ಕಟ್ಟು,връзка
398,Tasche::N,ಚೀಲ,чанта
399,Eimer::N,ಬಾನೆ,кофа
400,Deckel::N,ಮುಚ್ಚಳ,капак
401,Deckel::N,ಮುಚ್ಚಳ,похлупак
402,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,съдове
403,Sack::N,ಮೂಟೆ,чувал
404,Tasse::N,ಬಟ್ಟಲು,чаша
405,Topf::N,ಮಡಕೆ,гърне
406,Topf::N,ಮಡಕೆ,тенджера
407,Kessel::N,ಕೆಟಲ್,котел
408,Essen::N,ಊಟ,ядене
409,Nahrung::N,ಆಹಾರ,храна
410,Speise::N,ಊಟ,ястие
411,Fleisch::N,ಮಾಂಸ,месо
412,Getreide::N,ಧಾನ್ಯ,зърнено храни
413,Brei::N,ಗಂಜಿ,каша
414,Brot::N,ರೊಟ್ಟಿ,хляб
415,Scheibe::N,ಹೋಳು,резен
416,Fett::N,ಕೊಬ್ಬು,мазнина
417,Butter::N,ಬೆಣ್ಣೆ,масло
418,Öl::N,ಎಣ್ಣೆ,олио
419,Öl::N,ಎಣ್ಣೆ,оливия
420,Salz::N,ಉಪ್ಪು,сол
421,Suppe::N,ಎಸರು,супа
422,Honig::N,ಮಧು,мед
423,Milch::N,ಹಾಲು,мляко
424,Tee::N,ಚಹ,чай
425,Leder::N,ಚಕ್ಕಳ,кожа
426,Wolle::N,ಉಣ್ಣೆ,вълна
427,Stoff::N,ಬಟ್ಟೆ,плат
428,Stoff::N,ಬಟ್ಟೆ,материал
429,Nadel::N,ಸೂಜಿ,игла
430,Faden::N,ದಾರ,конец
431,Knopf::N,ಗುಂಡು,копче
432,Knoten::N,ಗಂಟು,възел
433,Farbe::N,ಬಣ್ಣ,боя
434,Kleidung::N,ಅರಿವೆ,дрехи
435,Kleidung::N,ಅರಿವೆ,облекло
436,Hemd::N,ಅಂಗಿ,риза
437,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,яка
438,Ärmel::N,ತೋಳು,ръкав
439,Hose::N,ಇಜಾರ,панталони
440,Gürtel::N,ಬೆಲ್ಟು,пояс
441,Gürtel::N,ಬೆಲ್ಟು,колан
442,Mütze::N,ಟೋಪಿ,каскет
443,Mütze::N,ಟೋಪಿ,фуражка
444,Schuh::N,ಪಾದರಕ್ಷೆ,обувка
445,Stiefel::N,ಬೂಟು,ботуш
446,Ring::N,ಉಂಗುರ,пръстен
447,Band::N,ರಿಬ್ಬನ್,лента
448,Band::N,ರಿಬ್ಬನ್,връзка
449,Kamm::N,ಹಣಿಗೆ,гребен
450,Spiegel::N,ಕನ್ನಡಿ,огледало
451,Riemen::N,ಬಾರು,каиш
452,Riemen::N,ಬಾರು,ремък
453,Schnur::N,ಹುರಿ,връв
454,Leine::N,ಹಗ್ಗ,връв
455,Leine::N,ಹಗ್ಗ,въже
456,Decke::N,ಕಂಬಳಿ,покривка
457,Kissen::N,ದಿಂಬು,възглавница
458,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,сукно
459,Handtuch::N,ಚೌಕ,пешкир
460,Handtuch::N,ಚೌಕ,кърпа за лице
461,Kraft::N,ಬಲ,мощ
462,Kraft::N,ಬಲ,сила
463,Stärke::N,ಶಕ್ತಿ,сила
464,Gesundheit::N,ಆರೋಗ್ಯ,здраве
465,Krankheit::N,ರೋಗ,болест
466,Schmerz::N,ನೋವು,болка
467,Wunde::N,ಗಾಯ,рана
468,Fieber::N,ಜ್ವರ,треска
469,Fieber::N,ಜ್ವರ,температура
470,Arznei::N,ಔಷಧ,лек
471,Arznei::N,ಔಷಧ,лекарство
472,Brücke::N,ಸೇತುವೆ,мост
473,Brunnen::N,ಬಾವಿ,чешма
474,Brunnen::N,ಬಾವಿ,кладенец
475,Weide::N,ಗೋಮಾಳ,паша
476,Weide::N,ಗೋಮಾಳ,пасище
477,Pfad::N,ದಾರಿ,пътека
478,Weg::N,ಹಾದಿ,път
479,Straße::N,ರಸ್ತೆ,шосе
480,Dorf::N,ಹಳ್ಳಿ,село
481,Stadt::N,ಪಟ್ಟಣ,град
482,Brief::N,ಕಾಗದ,писмо
483,Buch::N,ಪುಸ್ತಕ,книга
484,Buchstabe::N,ಅಕ್ಷರ,буква
485,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,вестник
486,Leben::N,ಜೀವನ,живот
487,Tod::N,ಮರಣ,смърт
488,Grab::N,ಗೋರಿ,гроб
489,Kirche::N,ಚರ್ಚು,църква
490,Sünde::N,ಪಾಪ,грях
491,Gott::N,ದೇವರು,бог
492,Arbeiter::N,ಕೆಲಸಗಾರ,работник
493,Chef::N,ದಣಿ,шеф
494,Chef::N,ದಣಿ,началник
495,Meister::N,ಶಿಕ್ಷಕ,майстор
496,Arzt::N,ವೈದ್ಯ,лекар
497,Lehrer::N,ಉಪಾಧ್ಯಾಯ,учител
498,Geld::N,ಹಣ,пари
499,Geschäft::N,ವಾಣಿಜ್ಯ,сделка
500,Laden::N,ಅಂಗಡಿ,дюкян
501,Laden::N,ಅಂಗಡಿ,магазин
502,Preis::N,ಬೆಲೆ,цена
503,Ware::N,ಸರಕು,стока
504,Nutzen::N,ಲಾಭ,полза
505,Nutzen::N,ಲಾಭ,облага
506,Reichtum::N,ಸಂಪತ್ತು,богатство
507,Welt::N,ಭೂಲೋಕ,свят
508,Land::N,ದೇಶ,страна
509,Staat::N,ರಾಜ್ಯ,щат
510,Staat::N,ರಾಜ್ಯ,държава
511,König::N,ರಾಜ,крал
512,Macht::N,ಅಧಿಕಾರ,мощ
513,Macht::N,ಅಧಿಕಾರ,власт
514,Grenze::N,ಗಡಿ,граница
515,Krieg::N,ಯುದ್ಧ,война
516,Feind::N,ಶತ್ರು,враг
517,Feind::N,ಶತ್ರು,неприятел
518,Gewalt::N,ಹಿಂಸೆ,сила
519,Gewalt::N,ಹಿಂಸೆ,насилие
520,Kampf::N,ಹೋರಾಟ,борба
521,Kampf::N,ಹೋರಾಟ,сражение
522,Bogen[Waffe]::N,ಬಿಲ್ಲು,лък
523,Pfeil::N,ಅಂಬು,стрела
524,Gewehr::N,ಬಂದೂಕು,пушка
525,Fehler::N,ತಪ್ಪು,грешка
526,Lüge::N,ಸುಳ್ಳು,лъжа
527,Schaden::N,ಹಾನಿ,повреда
528,Unglück::N,ಅಪಾಯ,нещастие
529,Schuld::N,ದೋಷ,вина
530,Alter::N,ಮುಪ್ಪು,възраст
531,Schluss::N,ಮುಕ್ತಾಯ,край
532,Zeit::N,ಕಾಲ,време
533,Tag::N,ದಿನ,ден
534,Morgen::N,ಮುಂಜಾನೆ,утро
535,Morgen::N,ಮುಂಜಾನೆ,сутрин
536,Mittag::N,ನಡುಹಗಲು,обед
537,Mittag::N,ನಡುಹಗಲು,пладне
538,Abend::N,ಸಂಜೆ,вечер
539,Nacht::N,ರಾತ್ರಿ,нощ
540,Woche::N,ವಾರ,седмица
541,Monat::N,ತಿಂಗಳು,месец
542,Jahr::N,ಸಂವತ್ಸರ,година
543,Frühling::N,ವಸಂತ,пролет
544,Sommer::N,ಬಿಸಿಲುಕಾಲ,лято
545,Herbst::N,ಶರತ್ಕಾಲ,есен
546,Winter::N,ಚಳಿಗಾಲ,зима
547,Januar::N,ನಾಲ್ಚಳಿ,януари
548,Februar::N,ಅಯ್ಚಳಿ,февруари
549,März::N,ಮೊಬ್ಬೇಸಿಗೆ,март
550,April::N,ಇಬ್ಬೇಸಿಗೆ,април
551,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,май
552,Juni::N,ಮೊಮ್ಮಳೆ,юни
553,Juli::N,ಇಮ್ಮಳೆ,юли
554,August::N,ಮುಮ್ಮಳೆ,август
555,September::N,ನಾಲ್ಮಳೆ,септември
556,Oktober::N,ಮೊಚ್ಚಳಿ,октомври
557,November::N,ಇಚ್ಚಳಿ,ноември
558,Dezember::N,ಮುಚ್ಚಳಿ,декември
559,Montag::N,ಸೋಮುವಾರ,понеделник
560,Dienstag::N,ಮಂಗಳವಾರ,вторник
561,Mittwoch::N,ಬುಧವಾರ,сряда
562,Donnerstag::N,ಗುರುವಾರ,четвъртък
563,Freitag::N,ಶುಕ್ರವಾರ,петък
564,Samstag::N,ಶನಿವಾರ,събота
565,Sonntag::N,ಭಾನುವಾರ,неделя
566,groß::A,ದೊಡ್ಡ,едър
567,groß::A,ದೊಡ್ಡ,голям
568,klein::A,ಪುಟ್ಟ,малък
569,klein::A,ಪುಟ್ಟ,дребен
570,lang::A,ದೀರ್ಘ,дълъг
571,kurz::A,ಚಕ್ಕ,къс
572,breit::A,ಅಗಲವಾದ,широк
573,schmal::A,ಇಕ್ಕಟ್ಟಾದ,тесен
574,dicht::A,ದಟ್ಟ,гъст
575,dick[Gegenstand]::A,ದಟ್ಟ,дебел
576,dünn::A,ತೆಳು,тънък
577,fein::A,ಕೋಮಲ,фин
578,fein::A,ಕೋಮಲ,тънък
579,fest::A,ಘನ,твърд
580,fest::A,ಘನ,плътен
581,flach::A,ಚಪ್ಪಟೆ,равен
