,Concept_ID,tt,hr
306,Sinn::N,мәгънә,značenje
307,Grund::N,сәбәп,razlog
308,Wahrheit::N,хак,istina
309,Gespräch::N,әңгәмә,razgovor
310,Märchen::N,әкият,bajka
311,Erzählung::N,хикәя,priča
312,Erzählung::N,хикәя,pripovijest
313,Nachricht::N,хәбәр,vijest
314,Neuigkeit::N,яңалык,novost
315,Name::N,исем,ime
316,Rätsel::N,табышмак,zagonetka
317,Rede::N,нотык,govor
318,Rede::N,нотык,besjeda
319,Sprache::N,тел,jezik
320,Stimme::N,тавыш,glas
321,Wort::N,сүз,riječ
322,Zeichen::N,ишарә,znak
323,Ruf::N,дәшү,povik
324,Ruf::N,дәшү,poklik
325,Lärm::N,шау,buka
326,Lärm::N,шау,galama
327,Laut::N,аваз,zvuk
328,Ton::N,шалтырату,ton
329,Lied::N,җыр,pjesma
330,Ruhe::N,тынлык,tišina
331,Ruhe::N,тынлык,počinak
332,Leute::N,халык,ljudi
333,Volk::N,халык,puk
334,Volk::N,халык,narod
335,Arbeit::N,эш,rad
336,Arbeit::N,эш,posao
337,Arbeit::N,хезмәт,rad
338,Arbeit::N,хезмәт,posao
339,Gast::N,кунак,gost
340,Geschenk::N,бүләк,dar
341,Geschenk::N,бүләк,poklon
342,Spiel::N,уен,igra
343,Gesellschaft::N,җәмгыять,društvo
344,Gesellschaft::N,җәмгыять,kompanija
345,Hilfe::N,ярдәм,pomoć
346,Hilfe::N,булышлык,pomoć
347,Freund::N,дус,prijatelj
348,Kamerad::N,иптәш,drug
349,Kamerad::N,иптәш,drugar
350,Angelegenheit::N,эш,posao
351,Anzahl::N,микъдар,broj
352,Anzahl::N,микъдар,brojnost
353,Art::N,төр,vid
354,Art::N,төр,vrst
355,Stück::N,кисәк,komad
356,Teil::N,өлеш,dio
357,Hälfte::N,ярым,polovina
358,Kreis::N,түгәрәк,krug
359,Kreuz::N,хач,križ
360,Kreuz::N,тәре,križ
361,Linie::N,сызык,crta
362,Strich::N,сызык,crta
363,Abstand::N,ара,razmak
364,Abstand::N,ара,odstojanje
365,Entfernung::N,ераклык,udaljenost
366,Gegend::N,урын,kraj
367,Gegend::N,урын,predeo
368,Platz::N,бушлык,mjesto
369,Ort::N,урын,mjesto
370,Seite::N,як,bok
371,Seite::N,як,strana
372,Mitte::N,урта,sredina
373,Gegenstand::N,нәрсә,predmet
374,Sache::N,нәрсә,posao
375,Rand::N,чит,rub
376,Rand::N,чит,kraj
377,Kante::N,кырый,brid
378,Kante::N,кырый,ivica
379,Ecke::N,почмак,ugao
380,Spitze::N,оч,vrh
381,Spitze::N,оч,šiljak
382,Ende::N,азак,konac
383,Loch::N,тишек,rupa
384,Winkel::N,почмак,kut
385,Winkel::N,почмак,ugao
386,Muster::N,парча,uzor
387,Größe::N,зурлык,veličina
388,Länge::N,озынлык,duljina
389,Höhe::N,биеклек,visina
390,Gewicht::N,авырлык,težina
391,Menge::N,микъдар,mnoštvo
392,Menge::N,микъдар,količina
393,Haufen::N,өем,hrpa
394,Haufen::N,өем,gomila
395,Reihe::N,рәт,red
396,Boot::N,каек,čun
397,Boot::N,каек,čamac
398,Boot::N,көймә,čun
399,Boot::N,көймә,čamac
400,Ruder::N,ишкәк,veslo
401,Schlitten::N,чана,saone
402,Ski::N,чаңгы,ski
403,Ski::N,чаңгы,smučka
404,Lagerfeuer::N,костёр,logorska vatra
405,Last::N,йөк,tovar
406,Gang::N,йөреш,hod
407,Schritt::N,адым,korak
408,Norden::N,төньяк,sjever
409,Süden::N,көньяк,jug
410,Westen::N,көнбатыш,zapad
411,Osten::N,шәрык,istok
412,Osten::N,көнчыгыш,istok
413,Holz::N,агач,drvo
414,Brett::N,такта,daska
415,Platte::N,плитә,ploča
416,Stütze::N,таяу,potpora
417,Stange::N,колга,motka
418,Stock::N,таяк,štap
419,Stock::N,таяк,palica
420,Stab::N,таяк,štap
421,Stab::N,таяк,šipka
422,Rohr::N,торба,cijev
423,Haus::N,өй,kuća
424,Haus::N,йорт,kuća
425,Heim::N,гаилә,dom
426,Heim::N,нәсел,dom
427,Ofen::N,мич,peć
428,Fußboden::N,идән,pod
429,Tisch::N,өстәл,stol
430,Tisch::N,өстәл,trpeza
431,Stuhl::N,утыргыч,stolac
432,Stuhl::N,утыргыч,stolica
433,Wiege::N,бишек,kolijevka
434,Bett::N,ятак,krevet
435,Bett::N,ятак,postelja
436,Bett::N,урын-җир,krevet
437,Bett::N,урын-җир,postelja
438,Regal::N,киштә,polica
439,Regal::N,шүрлек,polica
440,Kiste::N,әрҗә,sanduk
441,Fenster::N,тәрәзә,prozor
442,Tür::N,ишек,vrata
443,Tor::N,капка,vrata
444,Tor::N,капка,kapija
445,Zaun::N,койма,plot
446,Zaun::N,койма,ograda
447,Dach::N,түбә,krov
448,Leiter::N,баскыч,ljestve
449,Leiter::N,баскыч,ljestvice
450,Besen::N,себерке,metla
451,Spaten::N,көрәк,ašov
452,Schaufel::N,көрәк,lopata
453,Gabel::N,чәннечке,viljuška
454,Löffel::N,кашык,žlica
455,Messer::N,пычак,nož
456,Nagel::N,кадак,čavao
457,Netz::N,челтәр,mreža
458,Haken::N,ыргак,kuka
459,Griff::N,тотка,držak
460,Griff::N,тотка,ručica
461,Schloss::N,йозак,brava
462,Bild::N,рәсем,slika
463,Bild::N,картина,slika
464,Figur::N,сын,figura
465,Figur::N,фигура,figura
466,Puppe::N,курчак,lutka
467,Beutel::N,луза,kesa
468,Bündel::N,бәйләм,snop
469,Bündel::N,бәйләм,svežanj
470,Tasche::N,букча,torba
471,Tasche::N,букча,taška
472,Eimer::N,чиләк,kabao
473,Deckel::N,капкач,poklopac
474,Geschirr::N,савыт-саба,suđe
475,Geschirr::N,савыт-саба,posuđe
476,Geschirr::N,кашык-аяк,suđe
477,Geschirr::N,кашык-аяк,posuđe
478,Sack::N,капчык,džak
479,Sack::N,капчык,vreća
480,Tasse::N,чынаяк,šalica
481,Topf::N,чүлмәк,lonac
482,Kessel::N,казан,kazan
483,Essen::N,ашау,obrok
484,Nahrung::N,азык,hrana
485,Nahrung::N,тәгам,hrana
486,Nahrung::N,ашамлык,hrana
487,Speise::N,ризык,jelo
488,Fleisch::N,ит,meso
489,Getreide::N,ашлык,žito
490,Getreide::N,ашлык,žitarice
491,Brei::N,ботка,kaša
492,Brot::N,ипи,kruh
493,Brot::N,икмәк,kruh
494,Scheibe::N,телем,kriška
495,Fett::N,май,mast
496,Fett::N,май,salo
497,Butter::N,май,buter
498,Butter::N,май,maslac
499,Öl::N,май,ulje
500,Salz::N,тоз,sol
501,Suppe::N,шулпа,supa
502,Honig::N,бал,med
503,Milch::N,сөт,mlijeko
504,Tee::N,чәй,čaj
505,Leder::N,күн,koža
506,Wolle::N,йон,vuna
507,Stoff::N,тукыма,štof
508,Stoff::N,тукыма,tkanina
509,Nadel::N,энә,igla
510,Faden::N,җеп,nit
511,Faden::N,җеп,konac
512,Knopf::N,төймә,dugme
513,Knoten::N,төен,čvor
514,Knoten::N,төен,uzao
515,Farbe::N,буяу,farba
516,Kleidung::N,кием,odjeća
517,Hemd::N,күлмәк,košulja
518,Kragen::N,яка,ovratnik
519,Ärmel::N,җиң,rukav
520,Hose::N,чалбар,hlače
521,Gürtel::N,билбау,pas
522,Gürtel::N,билбау,pojas
523,Mütze::N,бүрек,kapa
524,Schuh::N,башмак,cipela
525,Stiefel::N,итек,čizma
526,Ring::N,балдак,prsten
527,Band::N,тасма,vrpca
528,Kamm::N,тарак,češalj
529,Spiegel::N,көзге,zrcalo
530,Spiegel::N,көзге,ogledalo
531,Riemen::N,каеш,kaiš
532,Riemen::N,каеш,remen
533,Schnur::N,бау,vrpca
534,Leine::N,тезген,uzica
535,Decke::N,юрган,ćebe
536,Decke::N,юрган,pokrivač
537,Kissen::N,мендәр,jastuk
538,Tuch::N,яулык,rubac
539,Tuch::N,яулык,marama
540,Handtuch::N,сөлгә,ručnik
541,Kraft::N,егәр,snaga
542,Kraft::N,дәрман,snaga
543,Stärke::N,көч,jakost
544,Stärke::N,дәрман,jakost
545,Gesundheit::N,саулык,zdravlje
546,Krankheit::N,чир,bolest
547,Krankheit::N,хаста,bolest
548,Krankheit::N,сырхау,bolest
549,Schmerz::N,авырту,bol
550,Wunde::N,яра,rana
551,Wunde::N,җәрәхәт,rana
552,Fieber::N,бизгәк,groznica
553,Arznei::N,дару,lijek
554,Brücke::N,күпер,most
555,Brücke::N,күпер,ćuprija
556,Brunnen::N,кое,bunar
557,Brunnen::N,кое,zdenac
558,Weide::N,утлавык,paša
559,Weide::N,утлавык,pašnjak
560,Pfad::N,сукмак,staza
561,Weg::N,юл,put
562,Straße::N,урам,drum
563,Straße::N,урам,cesta
564,Dorf::N,авыл,selo
565,Stadt::N,шәһәр,grad
566,Stadt::N,шәһәр,varoš
567,Brief::N,хат,list
568,Brief::N,хат,pismo
569,Buch::N,китап,knjiga
570,Buchstabe::N,хәреф,slovo
571,Zeitung::N,газет,novine
572,Zeitung::N,газета,novine
573,Leben::N,гомер,život
574,Leben::N,тормыш,život
575,Leben::N,тереклек,život
576,Tod::N,үлем,smrt
577,Grab::N,гүр,raka
578,Grab::N,кабер,raka
579,Kirche::N,чиркәү,crkva
580,Sünde::N,язык,grijeh
581,Sünde::N,гөнаһ,grijeh
582,Gott::N,алла,bog
583,Gott::N,ходай,bog
584,Arbeiter::N,эшче,radnik
585,Chef::N,башлык,šef
586,Meister::N,оста,majstor
587,Arzt::N,врач,liječnik
588,Arzt::N,табиб,liječnik
589,Lehrer::N,укытучы,učitelj
590,Lehrer::N,мөгаллим,učitelj
591,Geld::N,акча,novac
592,Geschäft::N,эш,posao
593,Geschäft::N,эш,trgovina
594,Laden::N,кибет,dućan
595,Laden::N,магазин,dućan
596,Preis::N,бәя,cijena
597,Preis::N,бәһа,cijena
598,Ware::N,товар,roba
599,Nutzen::N,файда,korist
600,Reichtum::N,байлык,bogatstvo
601,Welt::N,дөнья,svijet
602,Land::N,ил,zemlja
603,Staat::N,дәүләт,država
604,König::N,патша,kralj
605,Macht::N,хакимият,moć
606,Macht::N,хакимият,vlast
607,Grenze::N,чик,granica
608,Krieg::N,сугыш,rat
609,Feind::N,дошман,neprijatelj
610,Gewalt::N,көчләү,sila
611,Gewalt::N,көчләү,nasilje
612,Kampf::N,көрәш,boj
613,Kampf::N,көрәш,borba
614,Bogen[Waffe]::N,җәя,luk
615,Pfeil::N,ук,strijela
616,Gewehr::N,мылтык,puška
617,Fehler::N,хата,pogreška
618,Fehler::N,хата,griješka
619,Lüge::N,ялган,laž
620,Schaden::N,зыян,šteta
621,Schaden::N,зарар,šteta
622,Unglück::N,бәла,nesreća
623,Schuld::N,гаеп,krivnja
624,Alter::N,яшь,dob
625,Schluss::N,ахыр,kraj
626,Schluss::N,ахыр,konac
627,Zeit::N,заман,doba
628,Zeit::N,заман,vrijeme
629,Tag::N,көн,dan
630,Morgen::N,иртә,jutro
631,Mittag::N,өйлә,podne
632,Abend::N,кич,veče
633,Abend::N,кич,večer
634,Nacht::N,төн,noć
635,Woche::N,атна,sedmica
636,Monat::N,ай,mjesec
637,Jahr::N,ел,godina
638,Frühling::N,яз,proljeće
639,Sommer::N,җәй,ljeto
640,Herbst::N,көз,jesen
641,Winter::N,кыш,zima
642,Januar::N,гыйнвар,januar
643,Januar::N,гыйнвар,siječanj
644,Februar::N,февраль,veljača
645,Februar::N,февраль,februar
646,März::N,март,mart
647,März::N,март,ožujak
648,April::N,апрель,april
649,April::N,апрель,travanj
650,Mai::N,май,maj
651,Mai::N,май,svibanj
652,Juni::N,июнь,juni
653,Juni::N,июнь,lipanj
654,Juli::N,июль,juli
655,Juli::N,июль,srpanj
656,August::N,август,august
657,August::N,август,kolovoz
658,September::N,сентябрь,rujan
659,September::N,сентябрь,septembar
660,Oktober::N,октябрь,oktobar
661,Oktober::N,октябрь,listopad
662,November::N,ноябрь,studeni
663,November::N,ноябрь,novembar
664,Dezember::N,декабрь,prosinac
665,Montag::N,дүшәмбе,ponedjeljak
666,Montag::N,дүшәмбе,ponedjeljnik
667,Dienstag::N,сишәмбе,utorak
668,Dienstag::N,сишәмбе,utornik
669,Mittwoch::N,чәршәмбе,srijeda
670,Donnerstag::N,атнакич,četvrtak
671,Donnerstag::N,пәнҗешәмбе,četvrtak
672,Freitag::N,җомга,petak
673,Samstag::N,шимбә,subota
674,Sonntag::N,якшәмбе,nedjelja
675,groß::A,зур,velik
676,klein::A,кечкенә,mali
677,klein::A,кечкенә,malen
678,lang::A,озын,dug
679,lang::A,озын,dugačak
680,kurz::A,кыска,kratak
681,breit::A,киң,širok
682,schmal::A,кысык,uski
683,schmal::A,кысык,uzak
684,dicht::A,куе,gust
685,dick[Gegenstand]::A,калын,debeo
686,dünn::A,нечкә,tanak
687,fein::A,нәзакәтле,fin
688,fein::A,нәзакәтле,tanak
689,fest::A,нык,čvrst
690,flach::A,яссы,ravan
691,flach::A,яссы,plosnat
692,flach::A,ялпак,ravan
693,flach::A,ялпак,plosnat
694,glatt::A,шома,gladak
695,hart::A,каты,tvrd
696,weich::A,йомшак,mek
697,weich::A,йомшак,mekan
698,rund::A,түгәрәк,okrugao
699,spitz::A,очлы,oštar
700,spitz::A,очлы,šiljast
701,scharf::A,үткен,oštar
702,scharf::A,үткен,bridak
703,stumpf::A,үтмәс,tup
704,schwer::A,салмак,težak
705,schön::A,гүзәл,krasan
706,heiß::A,эссе,vruć
707,warm::A,җылы,topao
708,kalt::A,суык,hladan
709,kalt::A,салкын,hladan
710,kühl::A,салкынча,hladan
711,frisch::A,салкынча,svjež
712,feucht::A,юеш,vlažan
713,nass::A,дымлы,mokar
714,trocken::A,коры,suh
715,voll::A,тулы,pun
716,leer::A,буш,prazan
717,offen::A,ачык,otvoren
718,geschlossen::A,йомык,zatvoren
719,sauber::A,пакь,čist
720,sauber::A,чиста,čist
721,schmutzig::A,керле,nečist
722,schmutzig::A,керле,blatan
723,schmutzig::A,пычрак,nečist
724,schmutzig::A,пычрак,blatan
725,roh::A,чи,sirov
726,reif::A,өлгергән,zreo
727,lecker::A,тәмле,tečan
728,lecker::A,тәмле,ukusan
729,süß::A,татлы,sladak
730,bitter::A,ачы,gorak
731,sauer::A,әче,kiseo
732,hell::A,якты,vedar
733,hell::A,якты,svijetao
734,dunkel::A,кара,taman
735,schwarz::A,кара,crn
736,weiß::A,ак,bio
737,weiß::A,ак,bijel
738,rot::A,кызыл,crven
739,gelb::A,сары,žut
740,blau::A,күк,plav
741,blau::A,күк,modar
742,grün::A,яшел,zelen
743,grau::A,соры,siv
744,bunt::A,чуар,šaren
745,billig::A,арзан,jeftin
746,teuer::A,хаклы,skup
747,wertvoll::A,кыйммәтле,vrijedan
748,wertvoll::A,кыйммәтле,dragocjen
749,blind::A,сукыр,slijep
750,blind::A,күзсез,slijep
751,taub::A,чукрак,gluh
752,taub::A,саңгырау,gluh
753,kräftig::A,егәрле,snažan
754,stark::A,нык,jak
755,stark::A,нык,snažan
756,stark::A,базык,jak
757,stark::A,базык,snažan
758,schwach::A,зәгыйфь,slab
759,fett::A,симез,pretio
760,schlank::A,нәзек,vitak
761,hübsch::A,чибәр,zgodan
762,böse::A,усал,zao
763,böse::A,усал,opak
764,dumm::A,акылсыз,glup
765,faul::A,ялкау,lijen
766,faul::A,иренчәк,lijen
767,fleißig::A,тырыш,radin
768,fleißig::A,тырыш,marljiv
769,fleißig::A,тырышучан,radin
770,fleißig::A,тырышучан,marljiv
771,geizig::A,саран,škrt
772,klug::A,акыллы,razborit
773,geschickt::A,маһир,vješt
774,lieb::A,сөекле,drag
775,lustig::A,күңелле,veseo
776,sanft::A,басынкы,blag
777,hungrig::A,ач,gladan
778,krank::A,чирле,bolestan
779,krank::A,сырхау,bolestan
780,nackt::A,шәрә,nag
781,traurig::A,ямансу,tužan
782,traurig::A,ямансу,žalostan
783,lebendig::A,тере,živ
784,gut::A,яхшы,dobar
785,schlecht::A,начар,loš
786,schlecht::A,начар,rđav
787,richtig::A,дөрес,tačan
788,richtig::A,дөрес,ispravan
789,schlimm::A,әшәкә,zao
790,schlimm::A,әшәкә,zločest
791,wahr::A,чып-чын,istinit
792,alt::A,иске,star
793,neu::A,яңа,nov
794,ehemalig::A,элекке,bivši
795,alt[Lebewesen]::A,карт,star
796,jung::A,яшь,mlad
797,arm::A,фәкыйрь,ubog
798,arm::A,фәкыйрь,siromašan
799,reich::A,бай,bogat
800,bekannt::A,таныш,poznat
801,berühmt::A,атаклы,čuven
802,berühmt::A,атаклы,slavan
803,fremd::A,ят,tuđ
804,fremd::A,ят,stran
805,verschieden::A,төрле,razan
806,verschieden::A,төрле,različan
807,nah::A,якын,blizak
808,fern::A,ерак,dalek
809,fern::A,ерак,daljnji
810,linker::A,сул,lijevi
811,rechter::A,уң,desni
812,anderer::A,бүтән,drugi
813,anderer::A,бүтән,drugačiji
814,erster::A,беренче,prvi
815,zweiter::A,икенче,drugi
816,dritter::A,өченче,treći
817,letzter::A,ахыргы,zadnji
818,allein::ADV,ялгыз,sam
819,auf einmal::ADV,бердән,istodobno
820,zusammen::ADV,бергә,skupa
821,zusammen::ADV,бергә,zajedno
822,lange::ADV,озак,dugo
823,plötzlich::ADV,искәрмәстән,naglo
824,plötzlich::ADV,искәрмәстән,iznenada
825,sofort::ADV,хәзер,odmah
826,später::ADV,соңрак,kasnije
827,jetzt::ADV,хәзер,sad
828,jetzt::ADV,хәзер,sada
829,heute::ADV,бүген,danas
