,Concept_ID,myv,ro
241,Dreck::N,рудаз,murdărie
242,Eisen::N,кшни,fier
243,Gold::N,сырне,aur
244,Silber::N,сия,argint
245,Kohle::N,сэдь,cărbune
246,Kohle::N,уголия,cărbune
247,Glas::N,сулика,sticlă
248,Lehm::N,сёвонь,lut
249,Lehm::N,сёвонь,humă
250,Sand::N,човар,nisip
251,Mensch::N,ломань,om
252,Mensch::N,ломань,persoană
253,Mann::N,аля,om
254,Mann::N,аля,bărbat
255,Mann::N,цёраломань,om
256,Mann::N,цёраломань,bărbat
257,Frau::N,ава,femeie
258,Kind::N,эйкакш,copil
259,Junge::N,цёрыне,băiat
260,Junge::N,цёрыне,flăcău
261,Mädchen::N,тейтерне,fată
262,Familie::N,семия,familie
263,Großvater::N,покштя,bunic
264,Großvater::N,покштя,tată mare
265,Großmutter::N,баба,bunică
266,Großmutter::N,баба,mamă mare
267,Eltern::N,тетят-ават,părinți
268,Vater::N,тетя,tată
269,Vater::N,тетя,părinte
270,Mutter::N,ава,mamă
271,Sohn::N,цёра,fiu
272,Sohn::N,цёра,fecior
273,Tochter::N,тейтерь,fiică
274,Bruder::N,леля,frate
275,Bruder::N,ялакс,frate
276,Schwester::N,сазор,soră
277,Onkel::N,леля,unchi
278,Tante::N,патя,mătușă
279,Ehemann::N,мирде,soț
280,Ehemann::N,мирде,bărbat
281,Ehefrau::N,ни,soție
282,Freude::N,кеняркс,bucurie
283,Gelächter::N,ракамо,râset
284,Gelächter::N,пейдема,râset
285,Glück::N,уцяска,fericire
286,Kummer::N,рискс,mâhnire
287,Kummer::N,мелявкс,mâhnire
288,Wunsch::N,мель,dorință
289,Wunsch::N,мель,deziderat
290,Wunsch::N,бажамо,dorință
291,Wunsch::N,бажамо,deziderat
292,Lust::N,бажамо,poftă
293,Lust::N,бажамо,înclinare
294,Geist::N,ойме,duh
295,Geist::N,ойме,minte
296,Geist::N,ойме,suflet
297,Gedanke::N,мель,gând
298,Gedanke::N,мель,cuget
299,Gedächtnis::N,мель,memorie
300,Verstand::N,прев,minte
301,Verstand::N,прев,intelect
302,Sinn::N,толк,sens
303,Sinn::N,толк,înțeles
304,Sinn::N,смысла,sens
305,Sinn::N,смысла,înțeles
306,Grund::N,тувтал,cauză
307,Grund::N,тувтал,pricină
308,Wahrheit::N,видечи,adevăr
309,Gespräch::N,кортнема,convorbire
310,Gespräch::N,кортнема,conversație
311,Märchen::N,ёвкс,basm
312,Märchen::N,ёвкс,poveste
313,Erzählung::N,ёвтнема,poveste
314,Nachricht::N,куля,veste
315,Neuigkeit::N,куля,noutate
316,Neuigkeit::N,куля,actualitate
317,Name::N,лем,nume
318,Rätsel::N,содамоёвкс,ghicitoare
319,Rede::N,кортамо,discurs
320,Sprache::N,кель,limbă
321,Sprache::N,кель,limbaj
322,Stimme::N,ваигель,glas
323,Wort::N,вал,cuvânt
324,Zeichen::N,теште,semn
325,Zeichen::N,теште,semnal
326,Ruf::N,тердема,chemare
327,Lärm::N,шалнома,zgomot
328,Lärm::N,шалнома,tărăboi
329,Laut::N,вайгель,sunet
330,Ton::N,гайнема,ton
331,Lied::N,моро,cântec
332,Ruhe::N,оймамо,odihnă
333,Ruhe::N,оймамо,liniște
334,Leute::N,ломанть,lume
335,Leute::N,ломанть,oameni
336,Volk::N,народ,popor
337,Volk::N,народ,națiune
338,Arbeit::N,тев,lucru
339,Gast::N,инже,musafir
340,Geschenk::N,казне,dar
341,Geschenk::N,казне,cadou
342,Spiel::N,налксема,joc
343,Gesellschaft::N,община,societate
344,Hilfe::N,лездамо,ajutor
345,Freund::N,оя,amic
346,Freund::N,оя,prieten
347,Freund::N,ялга,amic
348,Freund::N,ялга,prieten
349,Kamerad::N,оя,tovarăș
350,Kamerad::N,ялга,tovarăș
351,Angelegenheit::N,тев,afacere
352,Anzahl::N,ламоксчи,număr
353,Anzahl::N,ламоксчи,cantitate
354,Art::N,вид,fel
355,Art::N,вид,specie
356,Stück::N,пакш,bucată
357,Stück::N,пелькс,bucată
358,Teil::N,часть,parte
359,Teil::N,часть,porție
360,Teil::N,пелькс,parte
361,Teil::N,пелькс,porție
362,Hälfte::N,пель,jumătate
363,Hälfte::N,пелькс,jumătate
364,Kreis::N,кирькс,cerc
365,Kreuz::N,крёст,cruce
366,Linie::N,кикс,linie
367,Strich::N,межа,linie
368,Strich::N,межа,trăsătură
369,Abstand::N,ютко,distanță
370,Abstand::N,ютко,depărtare
371,Entfernung::N,ютко,distanță
372,Entfernung::N,ютко,depărtare
373,Gegend::N,тарка,regiune
374,Gegend::N,пертьпелькс,regiune
375,Platz::N,васолкс,loc
376,Ort::N,тарка,loc
377,Seite::N,ён,latură
378,Seite::N,чире,latură
379,Mitte::N,куншка,centru
380,Gegenstand::N,предмет,obiect
381,Sache::N,тев,lucru
382,Sache::N,тев,chestie
383,Sache::N,веща,lucru
384,Sache::N,веща,chestie
385,Rand::N,пе,bordură
386,Rand::N,чире,bordură
387,Kante::N,ирдез,muchie
388,Kante::N,ирдез,bordură
389,Ecke::N,ужо,colț
390,Spitze::N,пряне,vârf
391,Spitze::N,пряне,creștet
392,Spitze::N,пе,vârf
393,Spitze::N,пе,creștet
394,Ende::N,пе,capăt
395,Loch::N,варя,gaură
396,Winkel::N,ужо,colț
397,Muster::N,сёрма,desen
398,Größe::N,сэрь,mărime
399,Größe::N,покшолма,mărime
400,Länge::N,кувалмо,lungime
401,Höhe::N,сэрь,înălțime
402,Höhe::N,пандо,înălțime
403,Gewicht::N,сталмо,greutate
404,Menge::N,лововкс,cantitate
405,Haufen::N,мар,grămadă
406,Haufen::N,валявкс,grămadă
407,Reihe::N,ряд,șir
408,Reihe::N,ряд,rând
409,Boot::N,венч,barcă
410,Boot::N,венч,luntre
411,Ruder::N,милё,vâslă
412,Ruder::N,милё,lopată
413,Schlitten::N,нурдт,sanie
414,Ski::N,сокс,schi
415,Lagerfeuer::N,толбандя,foc de tabără
416,Last::N,сталмо,povară
417,Last::N,сталмо,sarcină
418,Last::N,кандома,povară
419,Last::N,кандома,sarcină
420,Gang::N,молема,mers
421,Gang::N,молема,umblet
422,Gang::N,якамо,mers
423,Gang::N,якамо,umblet
424,Schritt::N,эскелькс,pas
425,Norden::N,якшамо ёнкс,nord
426,Norden::N,якшамо ёнкс,miazănoapte
427,Süden::N,лембе ёнкс,sud
428,Süden::N,лембе ёнкс,miazăzi
429,Westen::N,чивалгома,apus
430,Osten::N,чилисема,est
431,Osten::N,чилисема,răsărit
432,Holz::N,чувто,lemn
433,Brett::N,лаз,scândură
434,Platte::N,плита,placă
435,Stütze::N,неже,proptea
436,Stange::N,олга,bară
437,Stange::N,олга,prăjină
438,Stock::N,мандо,băț
439,Stock::N,мандо,baston
440,Stab::N,олога,baston
441,Stab::N,олога,prăjină
442,Rohr::N,турба,tub
443,Rohr::N,турба,țeavă
444,Haus::N,кудо,casă
445,Heim::N,кудо,casă
446,Heim::N,кудо,cămin
447,Ofen::N,каштомо,sobă
448,Fußboden::N,киякс,podea
449,Fußboden::N,киякс,dușumea
450,Tisch::N,столь,masă
451,Stuhl::N,стул,scaun
452,Wiege::N,лавсь,leagăn
453,Wiege::N,нурямот,leagăn
454,Bett::N,ацамо,pat
455,Regal::N,лався,rafturi
456,Regal::N,лавсяланго,rafturi
457,Kiste::N,горобия,ladă
458,Kiste::N,горобия,cutie
459,Kiste::N,сундук,ladă
460,Kiste::N,сундук,cutie
461,Fenster::N,вальма,fereastră
462,Tür::N,кенкш,ușă
463,Tor::N,ортат,poartă
464,Zaun::N,пирявт,gard
465,Zaun::N,пирвякс,gard
466,Dach::N,кудопря,acoperiș
467,Leiter::N,кузтема,scară
468,Besen::N,тенсть,mătură
469,Spaten::N,койме,cazma
470,Spaten::N,койме,hârleț
471,Schaufel::N,кече,lopată
472,Schaufel::N,келей койме,lopată
473,Gabel::N,сянгине,furculiță
474,Löffel::N,пенч,lingură
475,Messer::N,пеель,cuțit
476,Nagel::N,эске,cui
477,Netz::N,алтыма,plasă
478,Haken::N,кечказ,cârlig
479,Griff::N,кедне,mâner
480,Schloss::N,замок,lacăt
481,Schloss::N,панжома,lacăt
482,Bild::N,картина,tablou
483,Bild::N,картина,imagine
484,Figur::N,рунго,chip
485,Figur::N,рунго,figură
486,Puppe::N,няка,păpușă
487,Beutel::N,кескав,pungă
488,Beutel::N,кескав,săculeț
489,Bündel::N,керькс,mănunchi
490,Tasche::N,юдма,geantă
491,Eimer::N,ведра,găleată
492,Deckel::N,велькс,capac
493,Geschirr::N,кедьге,vase
494,Geschirr::N,кедьге,tacâmuri
495,Sack::N,кескав,sac
496,Tasse::N,чакш,ceașcă
497,Topf::N,кастрюля,oală
498,Kessel::N,котёл,cazan
499,Kessel::N,котёл,căldare
500,Essen::N,ярсамо,mâncare
501,Nahrung::N,ярсамопель,hrană
502,Nahrung::N,ярсамопель,aliment
503,Speise::N,ярсамопель,bucate
504,Speise::N,ярсамопель,fel de bucate
505,Fleisch::N,сывель,carne
506,Getreide::N,сюро,cereale
507,Brei::N,каша,pireu
508,Brot::N,кши,pâine
509,Scheibe::N,кочом,felie
510,Scheibe::N,кочом,bucată
511,Scheibe::N,сускомо,felie
512,Scheibe::N,сускомо,bucată
513,Fett::N,куя,untură
514,Fett::N,куя,grăsime
515,Butter::N,ой,unt
516,Öl::N,ой,ulei
517,Salz::N,сал,sare
518,Suppe::N,ям,supă
519,Suppe::N,ям,ciorbă
520,Honig::N,медь,miere
521,Milch::N,ловсо,lapte
522,Tee::N,чай,ceai
523,Leder::N,киське,piele
524,Wolle::N,пона,lână
525,Stoff::N,коцт,stofă
526,Nadel::N,салмукс,ac
527,Faden::N,суре,ață
528,Knopf::N,пов,buton
529,Knoten::N,сюлмо,nod
530,Farbe::N,артомапель,vopsea
531,Kleidung::N,оршамот,haine
532,Kleidung::N,оршамот,îmbrăcăminte
533,Hemd::N,панар,cămașă
534,Kragen::N,сиве,guler
535,Ärmel::N,ожа,mânecă
536,Hose::N,понкст,pantaloni
537,Gürtel::N,каркс,cordon
538,Mütze::N,чапка,șapcă
539,Schuh::N,туфля,gheată
540,Stiefel::N,кем,cizmă
541,Ring::N,суркс,inel
542,Ring::N,суркс,verigă
543,Band::N,лента,panglică
544,Band::N,лента,șiret
545,Kamm::N,сурсеме,pieptene
546,Spiegel::N,чавачамо,oglindă
547,Riemen::N,кшнань каркс,curea
548,Schnur::N,пикс,funie
549,Schnur::N,пикс,sfoară
550,Leine::N,ведьме,lesă
551,Leine::N,ведьме,curea
552,Decke::N,вельтямо,pătură
553,Kissen::N,тодов,pernă
554,Tuch::N,паця,batic
555,Handtuch::N,нардамо,prosop
556,Handtuch::N,нардамо,ștergar
557,Kraft::N,вий,forță
558,Kraft::N,вий,putere
559,Stärke::N,виевчи,tărie
560,Stärke::N,виевчи,vigoare
561,Gesundheit::N,шумбрачи,sănătate
562,Krankheit::N,орма,boală
563,Krankheit::N,орма,maladie
564,Krankheit::N,сэредема,boală
565,Krankheit::N,сэредема,maladie
566,Schmerz::N,сэредькс,durere
567,Wunde::N,керявкс,rană
568,Fieber::N,маштыкс,febră
569,Arznei::N,ормаменькс,leac
570,Arznei::N,ормаменькс,medicament
571,Brücke::N,сэдь,pod
572,Brücke::N,сэдь,punte
573,Brücke::N,мадамо,pod
574,Brücke::N,мадамо,punte
575,Brunnen::N,лисьма,puț
576,Weide::N,ракшань ванома тарка,izlaz
577,Weide::N,ракшань ванома тарка,pășune
578,Pfad::N,ян,cărare
579,Weg::N,ки,drum
580,Straße::N,ки,cale
581,Straße::N,ки,stradă
582,Dorf::N,веле,sat
583,Stadt::N,ош,oraș
584,Brief::N,сёрма,scrisoare
585,Buch::N,книга,carte
586,Buchstabe::N,буква,literă
587,Buchstabe::N,буква,caracter
588,Zeitung::N,газета,ziar
589,Zeitung::N,газета,gazetă
590,Leben::N,эрямо,viață
591,Tod::N,кулома,moarte
592,Grab::N,калмо,groapă
593,Grab::N,калмо,mormânt
594,Kirche::N,церькова,biserică
595,Sünde::N,чумочи,păcat
596,Gott::N,паз,zeu
597,Arbeiter::N,робочей,muncitor
598,Chef::N,прявт,șef
599,Meister::N,кол тевень тенця,meșter
600,Meister::N,кол тевень тенця,maestru
601,Arzt::N,врач,medic
602,Arzt::N,врач,doctor
603,Lehrer::N,учитель,profesor
604,Lehrer::N,учитель,învățător
605,Lehrer::N,тонавтыця,profesor
606,Lehrer::N,тонавтыця,învățător
607,Geld::N,ярмак,bani
608,Geld::N,ярмак,parale
609,Geschäft::N,ладязь тев,treabă
610,Geschäft::N,ладязь тев,afacere
611,Laden::N,лавка,magazin
612,Laden::N,лавка,prăvălie
613,Preis::N,питне,preț
614,Ware::N,миевкс,marfă
615,Ware::N,рамавкс,marfă
616,Nutzen::N,паро,folos
617,Nutzen::N,паро,profit
618,Nutzen::N,лезэ,folos
619,Nutzen::N,лезэ,profit
620,Reichtum::N,сюпавчи,avuție
621,Reichtum::N,сюпавчи,bogăție
622,Welt::N,мир,lume
623,Welt::N,мастор ланго,lume
624,Land::N,мастор,țară
625,Staat::N,государства,stat
626,König::N,король,rege
627,Macht::N,азорксчи,putere
628,Macht::N,азорксчи,putință
629,Grenze::N,буен тешкс,hotar
630,Grenze::N,буен тешкс,graniță
631,Grenze::N,буен тешкс,frontieră
632,Krieg::N,война,război
633,Feind::N,душман,dușman
634,Gewalt::N,нарьгамо,violență
635,Kampf::N,тюрема,luptă
636,Bogen[Waffe]::N,нал,arc
637,Pfeil::N,нал,săgeată
638,Gewehr::N,ружия,armă
639,Gewehr::N,ружия,pușcă
640,Gewehr::N,винтовка,armă
641,Gewehr::N,винтовка,pușcă
642,Fehler::N,ильведькс,eroare
643,Fehler::N,ильведькс,greșeală
644,Fehler::N,ильведевкс,eroare
645,Fehler::N,ильведевкс,greșeală
646,Lüge::N,манчема,minciună
647,Lüge::N,кенгелема,minciună
648,Schaden::N,зыян,daună
649,Schaden::N,зыян,pagubă
650,Unglück::N,зыян,nenorocire
651,Schuld::N,чумочи,vină
652,Alter::N,шка,etate
653,Alter::N,шка,vârstă
654,Schluss::N,пе,sfârșit
655,Zeit::N,шка,timp
656,Zeit::N,шка,vreme
657,Zeit::N,пинге,timp
658,Zeit::N,пинге,vreme
659,Tag::N,чи,zi
660,Morgen::N,валске,dimineață
661,Mittag::N,чикуншка,prânz
662,Mittag::N,чикуншка,amiază
663,Abend::N,чокшнэ,seară
664,Nacht::N,ве,noapte
665,Woche::N,недля,săptămână
666,Monat::N,ков,lună
667,Jahr::N,ие,an
668,Frühling::N,тундо,primăvară
669,Sommer::N,кизэ,vară
670,Herbst::N,сёксь,toamnă
671,Winter::N,теле,iarnă
672,Januar::N,якшамков,ianuarie
673,Februar::N,февраль,februarie
674,März::N,март,martie
675,April::N,апрель,aprilie
676,Mai::N,май,mai
677,Juni::N,июнь,iunie
678,Juli::N,июль,iulie
679,August::N,август,august
680,September::N,сентября,septembrie
681,Oktober::N,октября,octombrie
682,November::N,ноября,noiembrie
683,Dezember::N,декабря,decembrie
684,Montag::N,пондельник,luni
685,Dienstag::N,овторник,marți
686,Mittwoch::N,серёда,miercuri
687,Donnerstag::N,цетьверьг,joi
688,Freitag::N,пеця,vineri
689,Samstag::N,субута,sâmbătă
690,Samstag::N,шлямочи,sâmbătă
691,Sonntag::N,недлячи,duminică
692,groß::A,ине,mare
693,groß::A,покш,mare
694,klein::A,вишка,mic
695,lang::A,кувака,lung
696,kurz::A,нурькине,scurt
697,breit::A,келей,lat
698,breit::A,келей,larg
699,schmal::A,теине,strâmt
700,dicht::A,тусто,des
701,dick[Gegenstand]::A,эчке,gros
702,dünn::A,човине,subțire
703,fein::A,човине,fin
704,fein::A,човине,subțire
705,fest::A,кеме,tare
706,fest::A,кеме,solid
707,flach::A,лапужа,șes
708,flach::A,лапужа,plan
709,glatt::A,валаня,lins
710,hart::A,калгодо,dur
711,weich::A,чевте,moale
712,rund::A,кеверь,rotund
713,rund::A,кеверь,circular
714,spitz::A,пшти,ascuțit
715,scharf::A,пшти,tăios
716,scharf::A,пшти,ascuțit
717,stumpf::A,ношка,tocit
718,schwer::A,стака,greu
719,schön::A,мазый,frumos
720,heiß::A,пси,cald
721,heiß::A,пси,fierbinte
722,warm::A,лембе,cald
723,warm::A,лембе,fierbinte
724,kalt::A,якшамо,rece
725,kühl::A,экше,rece
726,kühl::A,экше,răcoros
727,frisch::A,свежа,răcoros
728,frisch::A,свежа,proaspăt
729,feucht::A,летьке,umed
730,feucht::A,летьке,jilav
731,nass::A,начко,ud
732,trocken::A,коське,sec
733,trocken::A,коське,uscat
734,voll::A,пешксе,plin
735,leer::A,чаво,gol
736,offen::A,панжадо,deschis
737,offen::A,виде,deschis
738,geschlossen::A,пекстазь,închis
739,geschlossen::A,сёлгозь,închis
740,sauber::A,ванькс,curat
741,schmutzig::A,ливезев,murdar
742,roh::A,верек,crud
743,reif::A,кенерезь,copt
744,lecker::A,тантей,gustos
745,süß::A,ламбамо,dulce
746,bitter::A,сэпей,amar
747,sauer::A,чапамо,acru
748,hell::A,валдо,clar
749,hell::A,валдо,luminos
750,dunkel::A,чопода,obscur
751,dunkel::A,чопода,întunecos
752,schwarz::A,раужо,negru
753,weiß::A,ашо,alb
754,rot::A,якстере,roșu
755,gelb::A,ожо,galben
756,blau::A,сэнь,albastru
757,grün::A,пиже,verde
758,grau::A,шержев,gri
759,grau::A,шержев,cenușiu
760,bunt::A,сёрмав,colorat
761,billig::A,аволь питней,ieftin
762,teuer::A,питней,scump
763,wertvoll::A,питней,prețios
764,blind::A,сокор,orb
765,taub::A,амариця,surd
766,kräftig::A,пек виев,tare
767,kräftig::A,пек виев,forte
768,kräftig::A,пек виев,robust
769,stark::A,виев,viguros
770,stark::A,виев,puternic
771,schwach::A,лавшо,slab
772,schwach::A,лавшо,debil
773,fett::A,куя,gras
774,schlank::A,виде ронга,zvelt
775,hübsch::A,мазый,drăguț
776,böse::A,кежей,rău
777,böse::A,кежей,răutăcios
778,dumm::A,чавола,nerod
779,dumm::A,чавола,tâmpit
780,dumm::A,превтеме,nerod
781,dumm::A,превтеме,tâmpit
782,faul::A,нузякс,leneș
783,fleißig::A,мелень путыця,harnic
784,fleißig::A,мелень путыця,sârguincios
785,geizig::A,скупой,calic
786,geizig::A,скупой,zgârcit
787,klug::A,превей,isteț
788,klug::A,превей,deștept
789,geschickt::A,маштозь теезь,dibaci
790,lieb::A,вадря,drag
791,lieb::A,вадря,iubit
792,lustig::A,весёла,vesel
793,sanft::A,сэтьме,blând
794,sanft::A,сэтьме,blajin
795,hungrig::A,вачо,flămând
796,krank::A,сэредиця,bolnav
797,nackt::A,штапо,gol
798,traurig::A,нусманя,trist
799,traurig::A,нусманя,mâhnit
800,lebendig::A,эриця,viu
801,gut::A,паро,bun
802,schlecht::A,берянь,rău
803,schlecht::A,берянь,prost
804,richtig::A,виде,drept
805,richtig::A,виде,corect
806,schlimm::A,берянь,rău
807,wahr::A,алкуксонь,adevărat
808,alt::A,ташто,uzat
809,alt::A,ташто,vechi
810,neu::A,од,nou
811,ehemalig::A,икелень,fost
812,ehemalig::A,икелень,anterior
813,alt[Lebewesen]::A,сыре,bătrîn
814,jung::A,од,tânăr
815,arm::A,кажов,sărac
816,arm::A,кажов,sărman
817,reich::A,сюпав,avut
818,reich::A,сюпав,bogat
819,bekannt::A,содавикс,cunoscut
820,berühmt::A,содавикс,renumit
821,fremd::A,лия,străin
822,fremd::A,асодавикс,străin
823,verschieden::A,эрьва,diferit
824,verschieden::A,эрьва,deosebit
825,nah::A,а васолонь,apropiat
826,fern::A,умонь,departe
827,fern::A,кезэрень,departe
