,Concept_ID,fr,es
228,Silber::N,argent,plata
229,Kohle::N,charbon,carbón
230,Glas::N,verre,vidrio
231,Glas::N,verre,cristal
232,Lehm::N,glaise,barro
233,Sand::N,sable,arena
234,Mensch::N,homme,hombre
235,Mensch::N,homme,ser humano
236,Mann::N,homme,hombre
237,Frau::N,femme,mujer
238,Kind::N,enfant,niño
239,Junge::N,garçon,chico
240,Junge::N,garçon,muchacho
241,Mädchen::N,fille,chica
242,Mädchen::N,fille,muchacha
243,Mädchen::N,jeune fille,chica
244,Mädchen::N,jeune fille,muchacha
245,Familie::N,famille,familia
246,Großvater::N,grand-père,abuelo
247,Großmutter::N,grand-mère,abuela
248,Eltern::N,parents,padres
249,Vater::N,père,padre
250,Mutter::N,mère,madre
251,Sohn::N,fils,hijo
252,Tochter::N,fille,hija
253,Bruder::N,frère,hermano
254,Schwester::N,sœur,hermana
255,Onkel::N,oncle,tío
256,Tante::N,tante,tía
257,Ehemann::N,mari,esposo
258,Ehemann::N,époux,esposo
259,Ehefrau::N,femme,esposa
260,Ehefrau::N,épouse,esposa
261,Freude::N,joie,placer
262,Freude::N,joie,alegría
263,Freude::N,plaisir,placer
264,Freude::N,plaisir,alegría
265,Gelächter::N,rires,risa
266,Gelächter::N,rires,carcajada
267,Glück::N,bonheur,felicidad
268,Kummer::N,peine,pena
269,Kummer::N,chagrin,pena
270,Wunsch::N,désir,deseo
271,Lust::N,envie,ganas
272,Geist::N,esprit,mente
273,Geist::N,esprit,espíritu
274,Gedanke::N,idée,idea
275,Gedanke::N,idée,pensamiento
276,Gedanke::N,pensée,idea
277,Gedanke::N,pensée,pensamiento
278,Gedächtnis::N,mémoire,memoria
279,Verstand::N,raison,razón
280,Verstand::N,raison,entendimiento
281,Sinn::N,sens,sentido
282,Sinn::N,sens,significado
283,Grund::N,cause,causa
284,Grund::N,raison,causa
285,Wahrheit::N,vérité,verdad
286,Gespräch::N,conversation,conversación
287,Märchen::N,conte,cuento
288,Märchen::N,conte de fées,cuento
289,Erzählung::N,conte,cuento
290,Erzählung::N,conte,narración
291,Erzählung::N,narration,cuento
292,Erzählung::N,narration,narración
293,Nachricht::N,message,mensaje
294,Neuigkeit::N,nouvelle,noticia
295,Name::N,nom,nombre
296,Rätsel::N,énigme,acertijo
297,Rätsel::N,énigme,adivinanza
298,Rätsel::N,devinette,acertijo
299,Rätsel::N,devinette,adivinanza
300,Rede::N,parole,discurso
301,Rede::N,discours,discurso
302,Sprache::N,langue,lengua
303,Sprache::N,langage,lengua
304,Stimme::N,voix,voz
305,Wort::N,mot,palabra
306,Zeichen::N,signe,señal
307,Ruf::N,cri,llamada
308,Ruf::N,appel,llamada
309,Lärm::N,bruit,ruido
310,Lärm::N,bruit,barullo
311,Laut::N,son,sonido
312,Ton::N,ton,tono
313,Lied::N,chant,canción
314,Lied::N,chanson,canción
315,Ruhe::N,calme,calma
316,Ruhe::N,calme,silencio
317,Ruhe::N,tranquillité,calma
318,Ruhe::N,tranquillité,silencio
319,Leute::N,gens,gente
320,Volk::N,peuple,pueblo
321,Arbeit::N,travail,trabajo
322,Gast::N,hôte,huésped
323,Gast::N,hôte,invitado
324,Gast::N,invité,huésped
325,Gast::N,invité,invitado
326,Geschenk::N,cadeau,regalo
327,Geschenk::N,présent,regalo
328,Spiel::N,jeu,juego
329,Gesellschaft::N,compagnie,compañía
330,Hilfe::N,aide,ayuda
331,Hilfe::N,aide,socorro
332,Hilfe::N,secours,ayuda
333,Hilfe::N,secours,socorro
334,Freund::N,ami,amigo
335,Kamerad::N,copain,camarada
336,Kamerad::N,copain,compañero
337,Kamerad::N,camarade,camarada
338,Kamerad::N,camarade,compañero
339,Angelegenheit::N,affaire,asunto
340,Anzahl::N,nombre,cantidad
341,Art::N,sorte,tipo
342,Art::N,sorte,clase
343,Art::N,espèce,tipo
344,Art::N,espèce,clase
345,Stück::N,morceau,pieza
346,Teil::N,part,parte
347,Teil::N,partie,parte
348,Hälfte::N,moitié,mitad
349,Kreis::N,cercle,círculo
350,Kreuz::N,croix,cruz
351,Linie::N,ligne,línea
352,Strich::N,trait,raya
353,Strich::N,trait,trazo
354,Abstand::N,écart,distancia
355,Entfernung::N,distance,distancia
356,Gegend::N,région,región
357,Gegend::N,région,comarca
358,Gegend::N,contrée,región
359,Gegend::N,contrée,comarca
360,Platz::N,place,espacio
361,Ort::N,lieu,sitio
362,Ort::N,endroit,sitio
363,Seite::N,côté,lado
364,Seite::N,côté,costado
365,Mitte::N,milieu,medio
366,Mitte::N,milieu,centro
367,Gegenstand::N,objet,objeto
368,Sache::N,chose,cosa
369,Rand::N,bord,borde
370,Kante::N,arête,borde
371,Ecke::N,coin,esquina
372,Ecke::N,tournant,esquina
373,Spitze::N,cime,punta
374,Spitze::N,pointe,punta
375,Ende::N,bout,cabo
376,Ende::N,bout,extremo
377,Loch::N,trou,agujero
378,Loch::N,trou,abertura
379,Winkel::N,coin,ángulo
380,Winkel::N,réduit,ángulo
381,Muster::N,dessin,dibujo
382,Größe::N,grandeur,tamaño
383,Länge::N,longueur,longitud
384,Höhe::N,hauteur,altura
385,Höhe::N,hauteur,altitud
386,Höhe::N,altitude,altura
387,Höhe::N,altitude,altitud
388,Gewicht::N,poids,peso
389,Menge::N,quantité,cantidad
390,Haufen::N,tas,montón
391,Reihe::N,file,fila
392,Reihe::N,rangée,fila
393,Boot::N,canot,bote
394,Boot::N,canot,barca
395,Boot::N,bateau,bote
396,Boot::N,bateau,barca
397,Ruder::N,rame,remo
398,Ruder::N,aviron,remo
399,Schlitten::N,traîneau,trineo
400,Ski::N,ski,esquí
401,Lagerfeuer::N,feu de camp,hoguera
402,Last::N,charge,carga
403,Last::N,fardeau,carga
404,Gang::N,tour,marcha
405,Gang::N,marche,marcha
406,Schritt::N,pas,paso
407,Norden::N,nord,norte
408,Süden::N,sud,sur
409,Westen::N,ouest,oeste
410,Westen::N,occident,oeste
411,Osten::N,est,este
412,Osten::N,orient,este
413,Holz::N,bois,madera
414,Brett::N,planche,tabla
415,Platte::N,plaque,placa
416,Platte::N,plaque,plancha
417,Stütze::N,appui,sostén
418,Stütze::N,appui,soporte
419,Stütze::N,soutien,sostén
420,Stütze::N,soutien,soporte
421,Stange::N,barre,vara
422,Stange::N,barre,percha
423,Stange::N,perche,vara
424,Stange::N,perche,percha
425,Stock::N,canne,palo
426,Stock::N,canne,bastón
427,Stab::N,bâton,vara
428,Stab::N,bâton,bastón
429,Rohr::N,tube,tubo
430,Rohr::N,tuyau,tubo
431,Haus::N,maison,casa
432,Heim::N,maison,hogar
433,Ofen::N,poêle,estufa
434,Fußboden::N,plancher,suelo
435,Tisch::N,table,mesa
436,Stuhl::N,chaise,silla
437,Wiege::N,berceau,cuna
438,Bett::N,lit,cama
439,Regal::N,étagère,estantería
440,Kiste::N,caisse,caja
441,Fenster::N,fenêtre,ventana
442,Tür::N,porte,puerta
443,Tor::N,porte,puerta
444,Tor::N,portail,puerta
445,Zaun::N,clôture,valla
446,Zaun::N,clôture,cercado
447,Dach::N,toit,techo
448,Dach::N,toit,tejado
449,Leiter::N,échelle,escalera
450,Besen::N,balai,escoba
451,Spaten::N,bêche,pala
452,Schaufel::N,pelle,pala
453,Schaufel::N,pelle,paleta
454,Gabel::N,fourchette,tenedor
455,Löffel::N,cuiller,cuchara
456,Messer::N,couteau,cuchillo
457,Nagel::N,clou,clavo
458,Netz::N,filet,red
459,Haken::N,croc,gancho
460,Haken::N,croc,corchete
461,Haken::N,crochet,gancho
462,Haken::N,crochet,corchete
463,Griff::N,prise,asa
464,Griff::N,prise,mango
465,Griff::N,manche,asa
466,Griff::N,manche,mango
467,Schloss::N,serrure,cerradura
468,Bild::N,image,imagen
469,Bild::N,tableau,imagen
470,Figur::N,figure,figura
471,Puppe::N,poupée,muñeca
472,Beutel::N,sac,bolsa
473,Beutel::N,petit sac,bolsa
474,Bündel::N,paquet,haz
475,Bündel::N,faisceau,haz
476,Tasche::N,sac,bolso
477,Eimer::N,seau,cubo
478,Deckel::N,couvercle,tapa
479,Deckel::N,couvercle,tapadera
480,Geschirr::N,vaisselle,vajilla
481,Sack::N,sac,saco
482,Tasse::N,tasse,taza
483,Topf::N,pot,olla
484,Topf::N,pot,marmita
485,Topf::N,marmite,olla
486,Topf::N,marmite,marmita
487,Kessel::N,chaudron,caldera
488,Essen::N,repas,comida
489,Essen::N,manger,comida
490,Nahrung::N,nourriture,alimento
491,Speise::N,plat,plato
492,Fleisch::N,viande,carne
493,Getreide::N,blé,cereales
494,Getreide::N,céréales,cereales
495,Brei::N,purée,puré
496,Brei::N,purée,papilla
497,Brei::N,bouillie,puré
498,Brei::N,bouillie,papilla
499,Brot::N,pain,pan
500,Scheibe::N,tranche,lonja
501,Scheibe::N,tranche,rebanada
502,Fett::N,graisse,grasa
503,Butter::N,beurre,mantequilla
504,Öl::N,huile,aceite
505,Salz::N,sel,sal
506,Suppe::N,soupe,sopa
507,Suppe::N,potage,sopa
508,Honig::N,miel,miel
509,Milch::N,lait,leche
510,Tee::N,thé,té
511,Leder::N,cuir,cuero
512,Wolle::N,laine,lana
513,Stoff::N,tissu,tela
514,Stoff::N,tissu,tejido
515,Stoff::N,étoffe,tela
516,Stoff::N,étoffe,tejido
517,Nadel::N,aiguille,aguja
518,Faden::N,fil,hilo
519,Knopf::N,bouton,botón
520,Knoten::N,nœud,nudo
521,Farbe::N,peinture,pintura
522,Kleidung::N,vêtements,ropa
523,Kleidung::N,vêtements,vestidos
524,Kleidung::N,habillement,ropa
525,Kleidung::N,habillement,vestidos
526,Hemd::N,chemise,camisa
527,Kragen::N,col,cuello
528,Ärmel::N,manche,manga
529,Hose::N,pantalon,pantalón
530,Gürtel::N,ceinture,cinturón
531,Mütze::N,bonnet,gorro
532,Mütze::N,casquette,gorro
533,Schuh::N,soulier,zapato
534,Schuh::N,chaussure,zapato
535,Stiefel::N,botte,bota
536,Ring::N,bague,anillo
537,Band::N,ruban,cinta
538,Kamm::N,peigne,peine
539,Spiegel::N,glace,espejo
540,Spiegel::N,miroir,espejo
541,Riemen::N,lanière,correa
542,Riemen::N,courroie,correa
543,Schnur::N,corde,cuerda
544,Schnur::N,ficelle,cuerda
545,Leine::N,laisse,correa
546,Decke::N,couverture,manta
547,Kissen::N,oreiller,almohada
548,Tuch::N,drap,pañuelo
549,Tuch::N,fichu,pañuelo
550,Handtuch::N,serviette,toalla
551,Handtuch::N,essuie-mains,toalla
552,Kraft::N,force,fuerza
553,Stärke::N,vigueur,fuerza
554,Gesundheit::N,santé,salud
555,Krankheit::N,maladie,enfermedad
556,Schmerz::N,douleur,dolor
557,Wunde::N,plaie,llaga
558,Wunde::N,plaie,herida
559,Wunde::N,blessure,llaga
560,Wunde::N,blessure,herida
561,Fieber::N,fièvre,fiebre
562,Arznei::N,remède,medicina
563,Arznei::N,remède,medicamento
564,Arznei::N,médecine,medicina
565,Arznei::N,médecine,medicamento
566,Brücke::N,pont,puente
567,Brunnen::N,puits,pozo
568,Weide::N,pâturage,pasto
569,Pfad::N,sentier,sendero
570,Weg::N,voie,camino
571,Weg::N,chemin,camino
572,Straße::N,route,vía
573,Straße::N,route,carretera
574,Dorf::N,village,aldea
575,Dorf::N,village,pueblo
576,Stadt::N,cité,ciudad
577,Stadt::N,ville,ciudad
578,Brief::N,lettre,carta
579,Buch::N,livre,libro
580,Buchstabe::N,lettre,letra
581,Buchstabe::N,lettre,carácter
582,Buchstabe::N,caractère,letra
583,Buchstabe::N,caractère,carácter
584,Zeitung::N,journal,diario
585,Zeitung::N,journal,periódico
586,Leben::N,vie,vida
587,Tod::N,mort,muerte
588,Grab::N,tombe,tumba
589,Grab::N,tombe,sepulcro
590,Kirche::N,église,iglesia
591,Sünde::N,péché,pecado
592,Gott::N,dieu,dios
593,Arbeiter::N,ouvrier,obrero
594,Arbeiter::N,ouvrier,trabajador
595,Arbeiter::N,travailleur,obrero
596,Arbeiter::N,travailleur,trabajador
597,Chef::N,chef,jefe
598,Chef::N,patron,jefe
599,Meister::N,maître,maestro
600,Arzt::N,médecin,médico
601,Lehrer::N,professeur,profesor
602,Lehrer::N,instituteur,profesor
603,Geld::N,argent,dinero
604,Geschäft::N,affaire,negocio
605,Geschäft::N,commerce,negocio
606,Laden::N,magasin,tienda
607,Laden::N,boutique,tienda
608,Preis::N,prix,precio
609,Ware::N,marchandise,mercancía
610,Nutzen::N,profit,provecho
611,Reichtum::N,richesse,riqueza
612,Welt::N,monde,mundo
613,Land::N,pays,país
614,Staat::N,État,Estado
615,König::N,roi,rey
616,Macht::N,pouvoir,poder
617,Macht::N,pouvoir,potencia
618,Macht::N,puissance,poder
619,Macht::N,puissance,potencia
620,Grenze::N,frontière,frontera
621,Krieg::N,guerre,guerra
622,Feind::N,ennemi,enemigo
623,Gewalt::N,violence,violencia
624,Kampf::N,lutte,lucha
625,Kampf::N,lutte,combate
626,Kampf::N,combat,lucha
627,Kampf::N,combat,combate
628,Bogen[Waffe]::N,arc,arco
629,Pfeil::N,flèche,flecha
630,Gewehr::N,fusil,fusil
631,Gewehr::N,fusil,escopeta
632,Fehler::N,faute,error
633,Fehler::N,erreur,error
634,Lüge::N,mensonge,mentira
635,Schaden::N,dégât,daño
636,Schaden::N,dommage,daño
637,Unglück::N,malheur,desgracia
638,Schuld::N,faute,culpa
639,Schuld::N,culpabilité,culpa
640,Alter::N,âge,edad
641,Schluss::N,fin,fin
642,Schluss::N,fin,final
643,Zeit::N,temps,tiempo
644,Tag::N,jour,día
645,Tag::N,journée,día
646,Morgen::N,matin,mañana
647,Morgen::N,matinée,mañana
648,Mittag::N,midi,mediodía
649,Abend::N,soir,noche
650,Abend::N,soirée,noche
651,Nacht::N,nuit,noche
652,Woche::N,semaine,semana
653,Monat::N,mois,mes
654,Jahr::N,an,año
655,Jahr::N,année,año
656,Frühling::N,printemps,primavera
657,Sommer::N,été,verano
658,Herbst::N,automne,otoño
659,Winter::N,hiver,invierno
660,Januar::N,janvier,enero
661,Februar::N,février,febrero
662,März::N,mars,marzo
663,April::N,avril,abril
664,Mai::N,mai,mayo
665,Juni::N,juin,junio
666,Juli::N,juillet,julio
667,August::N,août,agosto
668,September::N,septembre,septiembre
669,Oktober::N,octobre,octubre
670,November::N,novembre,noviembre
671,Dezember::N,décembre,diciembre
672,Montag::N,lundi,lunes
673,Dienstag::N,mardi,martes
674,Mittwoch::N,mercredi,miércoles
675,Donnerstag::N,jeudi,jueves
676,Freitag::N,vendredi,viernes
677,Samstag::N,samedi,sábado
678,Sonntag::N,dimanche,domingo
679,groß::A,grand,grande
680,klein::A,petit,pequeño
681,lang::A,long,largo
682,kurz::A,court,corto
683,breit::A,large,ancho
684,schmal::A,étroit,estrecho
685,dicht::A,dense,denso
686,dick[Gegenstand]::A,épais,grueso
687,dünn::A,mince,fino
688,dünn::A,mince,delgado
689,fein::A,fin,fino
690,fein::A,fin,delicado
691,fein::A,menu,fino
692,fein::A,menu,delicado
693,fest::A,ferme,firme
694,fest::A,ferme,sólido
695,fest::A,solide,firme
696,fest::A,solide,sólido
697,flach::A,plat,plano
698,glatt::A,poli,liso
699,glatt::A,lisse,liso
700,hart::A,dur,duro
701,weich::A,mou,muelle
702,rund::A,rond,redondo
703,spitz::A,aigu,agudo
704,spitz::A,aigu,apuntado
705,spitz::A,pointu,agudo
706,spitz::A,pointu,apuntado
707,scharf::A,tranchant,agudo
708,scharf::A,tranchant,afilado
709,stumpf::A,mousse,sin filo
710,stumpf::A,émoussé,sin filo
711,schwer::A,lourd,pesado
712,schwer::A,pesant,pesado
713,schön::A,beau,bello
714,schön::A,beau,hermoso
715,heiß::A,chaud,caluroso
716,heiß::A,très chaud,caluroso
717,warm::A,chaud,cálido
718,warm::A,chaud,caliente
719,kalt::A,froid,frío
720,kühl::A,frais,fresco
721,frisch::A,frais,fresco
722,feucht::A,humide,húmedo
723,nass::A,mouillé,mojado
724,trocken::A,sec,seco
725,voll::A,plein,lleno
726,voll::A,rempli,lleno
727,leer::A,vide,vacío
728,offen::A,ouvert,abierto
729,geschlossen::A,clos,cerrado
730,geschlossen::A,fermé,cerrado
731,sauber::A,net,limpio
732,sauber::A,propre,limpio
733,schmutzig::A,sale,sucio
734,schmutzig::A,crasseux,sucio
735,roh::A,cru,crudo
736,roh::A,brut,crudo
737,reif::A,mûr,maduro
738,lecker::A,délicieux,rico
739,lecker::A,délicieux,sabroso
740,lecker::A,appétissant,rico
741,lecker::A,appétissant,sabroso
742,süß::A,doux,dulce
743,bitter::A,amer,amargo
744,sauer::A,aigre,agrio
745,hell::A,clair,claro
746,dunkel::A,sombre,oscuro
747,schwarz::A,noir,negro
748,weiß::A,blanc,blanco
749,rot::A,rouge,rojo
750,gelb::A,jaune,amarillo
751,blau::A,bleu,azul
752,grün::A,vert,verde
753,grau::A,gris,gris
754,bunt::A,multicolore,multicolor
755,billig::A,bon marché,barato
756,teuer::A,cher,caro
757,wertvoll::A,précieux,valioso
758,wertvoll::A,précieux,precioso
759,blind::A,aveugle,ciego
760,taub::A,sourd,sordo
761,kräftig::A,fort,fuerte
762,kräftig::A,vigoureux,fuerte
763,stark::A,fort,fuerte
764,stark::A,fort,vigoroso
765,stark::A,puissant,fuerte
766,stark::A,puissant,vigoroso
767,schwach::A,faible,débil
768,fett::A,gras,obeso
769,schlank::A,svelte,esbelto
770,hübsch::A,joli,mono
771,hübsch::A,joli,guapo
772,böse::A,mauvais,malo
773,dumm::A,sot,tonto
774,dumm::A,sot,estúpido
775,dumm::A,bête,tonto
776,dumm::A,bête,estúpido
777,faul::A,fainéant,vago
778,faul::A,fainéant,perezoso
779,faul::A,paresseux,vago
780,faul::A,paresseux,perezoso
781,fleißig::A,appliqué,aplicado
782,fleißig::A,appliqué,diligente
783,geizig::A,avare,avaro
784,klug::A,intelligent,sensato
785,klug::A,intelligent,inteligente
786,geschickt::A,habile,hábil
787,lieb::A,cher,querido
788,lieb::A,gentil,querido
789,lustig::A,gai,alegre
790,lustig::A,joyeux,alegre
791,sanft::A,doux,suave
792,hungrig::A,affamé,hambriento
793,krank::A,malade,enfermo
794,nackt::A,nu,desnudo
795,traurig::A,triste,triste
796,lebendig::A,vivant,vivo
797,lebendig::A,vivant,viviente
798,gut::A,bon,bueno
799,schlecht::A,mauvais,malo
800,richtig::A,juste,justo
801,richtig::A,juste,correcto
802,richtig::A,correct,justo
803,richtig::A,correct,correcto
804,schlimm::A,grave,malo
805,schlimm::A,grave,grave
806,schlimm::A,mauvais,malo
807,schlimm::A,mauvais,grave
808,wahr::A,vrai,verídico
809,wahr::A,vrai,verdadero
810,wahr::A,véritable,verídico
811,wahr::A,véritable,verdadero
812,alt::A,vieux,viejo
813,neu::A,neuf,nuevo
814,neu::A,nouveau,nuevo
815,ehemalig::A,ancien,antiguo
816,alt[Lebewesen]::A,âgé,viejo
817,alt[Lebewesen]::A,vieux,viejo
818,jung::A,jeune,joven
819,arm::A,pauvre,pobre
820,reich::A,riche,rico
821,bekannt::A,connu,conocido
822,berühmt::A,fameux,famoso
823,berühmt::A,fameux,célebre
824,berühmt::A,célèbre,famoso
825,berühmt::A,célèbre,célebre
826,fremd::A,étranger,extraño
827,verschieden::A,différent,diverso
828,verschieden::A,différent,distinto
829,verschieden::A,différent,diferente
830,nah::A,lié,cercano
831,nah::A,proche,cercano
832,fern::A,éloigné,lejano
833,fern::A,lointain,lejano
834,linker::A,gauche,izquierdo
835,rechter::A,droit,derecho
836,anderer::A,autre,otro
837,erster::A,premier,primero
838,zweiter::A,second,segundo
839,zweiter::A,deuxième,segundo
840,dritter::A,troisième,tercero
841,letzter::A,dernier,último
842,allein::ADV,seul,a solo
843,auf einmal::ADV,à la fois,de una vez
844,zusammen::ADV,ensemble,juntos
845,lange::ADV,longtemps,mucho tiempo
846,plötzlich::ADV,tout à coup,de repente
847,sofort::ADV,immédiatement,en seguida
848,später::ADV,plus tard,más tarde
849,jetzt::ADV,maintenant,ahora
850,heute::ADV,aujourd'hui,hoy
851,morgen::ADV,demain,mañana
852,bald::ADV,bientôt,pronto
853,bald::ADV,bientôt,en breve
854,dann::ADV,puis,luego
855,dann::ADV,puis,entonces
856,dann::ADV,ensuite,luego
857,dann::ADV,ensuite,entonces
858,gestern::ADV,hier,ayer
859,einst::ADV,jadis,antaño
