,Concept_ID,sah,ka
692,krank::A,ыалдьар,სნეული
693,krank::A,ыалдьар,ავადმყოფი
694,nackt::A,сыгынньах,ტიტველი
695,traurig::A,санаарҕабыллаах,მწუხარე
696,traurig::A,санаарҕабыллаах,სევდიანი
697,lebendig::A,тыыннаах,ცოცხალი
698,gut::A,үтүө,კარგი
699,gut::A,үчүгэй,კარგი
700,schlecht::A,куһаҕан,უხეირო
701,richtig::A,сөп,ნამდვილი
702,schlimm::A,сидьиҥ,ცუდი
703,schlimm::A,быдьар,ცუდი
704,wahr::A,кырдьык,სწორი
705,wahr::A,кырдьык,ჭეშმარიტი
706,alt::A,былыргы,ძველი
707,neu::A,саҥа,ახალი
708,ehemalig::A,урукку,ყოფილი
709,alt[Lebewesen]::A,кырдьаҕас,ბებერი
710,jung::A,эдэр,ნორჩი
711,jung::A,эдэр,ახალგაზრდა
712,arm::A,дьадаҥы,ღარიბი
713,reich::A,баай,მდიდარი
714,bekannt::A,билэр,ცნობილი
715,berühmt::A,аатырбыт,გამოჩენილი
716,fremd::A,атын,უცხო
717,fremd::A,атын,გარეშე
718,verschieden::A,араас,სხვაგვარი
719,nah::A,чугас,ახლო
720,fern::A,ыраах,შორი
721,fern::A,ыраах,შორეული
722,linker::A,хаҥас,მარცხენა
723,rechter::A,уҥа,მარჯვენა
724,anderer::A,атын,სხვა
725,erster::A,маҥнайгы,პირველი
726,zweiter::A,иккис,მეორე
727,dritter::A,үһүс,მესამე
728,letzter::A,тиһэх,ბოლო
729,letzter::A,тиһэх,უკანასკნელი
730,allein::ADV,соҕотох,მარტო
731,auf einmal::ADV,биирдэ,ერთდროულად
732,zusammen::ADV,холбуу,ერთად
733,lange::ADV,уһуннук,დიდხანს
734,plötzlich::ADV,эмискэ,მოულოდნელად
735,sofort::ADV,тута,ახლავე
736,später::ADV,хойут,მოგვიანებით
737,jetzt::ADV,билигин,ახლა
738,heute::ADV,бүгүн,დღეს
739,morgen::ADV,сарсын,ხვალ
740,bald::ADV,өтөр,მალე
741,dann::ADV,кэнна,მერე
742,gestern::ADV,бэҕэһээ,გუშინ
743,einst::ADV,биир төгүл,ოდესღაც
744,einst::ADV,арай биирдэ,ოდესღაც
745,damals::ADV,оччоҕо,მაშინ
746,danach::ADV,аары,მერმე
747,danach::ADV,аары,შემდეგ
748,danach::ADV,ол кэнниттэн,მერმე
749,danach::ADV,ол кэнниттэн,შემდეგ
750,vorher::ADV,урут,ადრე
751,vorher::ADV,урут,წინათ
752,zuerst::ADV,маҥнай,ჯერ
753,einmal::ADV,биирдэ,ერთხელ
754,manchmal::ADV,арыт,ხან
755,manchmal::ADV,арыт,ზოგჯერ
756,oft::ADV,чаастатык,ხშირად
757,immer::ADV,мэлдьи,მუდამ
758,immer::ADV,мэлдьи,ყოველთვის
759,niemals::ADV,хаһан да,არასდროს
760,hier::ADV,маныаха,აქ
761,hierhin::ADV,бэттэх,აქეთ
762,von hier::ADV,мантан,აქედან
763,dort::ADV,онно,იქ
764,dorthin::ADV,онно,იქით
765,geradeaus::ADV,быһа,პირდაპირ
766,geradeaus::ADV,быһаччы,პირდაპირ
767,vorwärts::ADV,инники,წინ
768,rückwärts::ADV,төттөру,უკან
769,zurück::ADV,төттөрү,უკანვე
770,unten::ADV,аллара,დაბლა
771,unten::ADV,аллара,ქვევით
772,hinab::ADV,аллара,ძირს
773,oben::ADV,үөһэ,ზემოთ
774,hinauf::ADV,өрө,ზევით
775,hinauf::ADV,үөһэ,ზევით
776,überall::ADV,бэйдиэ,ყველგან
777,nicht::ADV,буолбатах,არ
778,ein wenig::ADV,кыратык,ცოტა
779,kaum::ADV,нэһиилэ,ძლივს
780,sehr::ADV,бэрт,მეტად
781,sehr::ADV,бэрт,ძალიან
782,sehr::ADV,наһаа,მეტად
783,sehr::ADV,наһаа,ძალიან
784,so::ADV,оччо,ისე
785,so::ADV,оннук,ისე
786,noch::ADV,өссө,ჯერ
787,nur::ADV,эрэ,მხოლოდ
788,nur::ADV,сыччах,მხოლოდ
789,schon::ADV,бэлиэр,უკვე
790,wieder::ADV,эмиэ,ისევ
791,wieder::ADV,эмиэ,კიდევ
792,vergebens::ADV,таак,ამაოდ
793,vergebens::ADV,таак,ტყუილად
794,vor::PRP,иннигэр,წინ
795,hinter::PRP,кэлин,უკან
796,hinter::PRP,кэлин,მიღმა
797,unter::PRP,-ҕа,ქვეშ
798,unter::PRP,-ҕа,ქვევით
799,unter::PRP,оһох түгэҕэ,ქვეშ
800,unter::PRP,оһох түгэҕэ,ქვევით
801,durch::PRP,курдары,გავლით
802,neben::PRP,аттыгар,გვერდით
803,zwischen::PRP,ыккардынан,შუა
804,zwischen::PRP,ыккардынан,შორის
805,wegen::PRP,уҥуортан,გამო
806,wegen::PRP,уҥуортан,შედეგად
807,dies::PRN,ити,ეს
808,dies::PRN,бу,ეს
809,das::PRN,били,ეგ
810,alles::PRN,барыта,ყველაფერი
811,ich::PRN,мин,მე
812,du::PRN,эн,შენ
813,er::PRN,кнни,ის
814,er::PRN,кнни,იგი
815,wir::PRN,биһиги,ჩვენ
816,ihr::PRN,эһиги,თქვენ
817,sie::PRN,кинилэр,ისინი
818,was::FPRN,туох,რა
819,wer::FPRN,ким,ვინ
820,wo::FADV,ханна,სად
821,wohin::FADV,ханна,საით
822,wie::FADV,хайдах,როგორ
823,warum::FADV,тоҕо,რაზე
824,warum::FADV,тоҕо,რატომ
825,wieviel::FNUM,төһө,რამდენი
826,eins::NUM,биир,ერთი
827,zwei::NUM,икки,ორი
828,drei::NUM,үс,სამი
829,vier::NUM,түөрт,ოთხი
830,fünf::NUM,биэс,ხუთი
831,sechs::NUM,алта,ექვსი
832,sieben::NUM,сэттэ,შვიდი
833,acht::NUM,аҕыс,რვა
834,neun::NUM,тоҕус,ცხრა
835,zehn::NUM,уон,ათი
836,elf::NUM,уон биир,თერთმეტი
837,zwölf::NUM,уон икки,თორმეტი
838,zwanzig::NUM,сүүрбэ,ოცი
839,dreißig::NUM,отут,ოცდაათი
840,vierzig::NUM,түөрт уон,ორმოცი
841,fünfzig::NUM,биэс уон,ორმოცდაათი
842,sechzig::NUM,алта уон,სამოცი
843,siebzig::NUM,сэттэ уон,სამოცდაათი
844,achtzig::NUM,аҕыс уон,ოთხმოცი
845,neunzig::NUM,тоҕус уонус,ოთხმოცდაათი
846,hundert::NUM,сүүс,ასი
847,tausend::NUM,тыһыынча,ათასი
848,und::CNJ,да,და
849,und::CNJ,уонна,და
850,und::CNJ,итиэннэ,და
851,oder::CNJ,эбэтэр,ან
852,stehen::V,тур,დგას
853,sitzen::V,олор,ზის
854,liegen::V,сыт,აწევს
855,hängen::V,санньылый,კიდია
856,werden::V,буол,გახდება
857,passieren::V,буол,მოხდება
858,beginnen::V,саҕалан,იწყება
859,enden::V,бүт,გათავდება
860,wechseln::V,уларый,იცვლება
861,aufgehen[Sonne]::V,ой,ამოდის
862,untergehen[Sonne]::V,киир,ჩადის
863,scheinen[Sonne]::V,сырдат,ანათებს
864,donnern::V,эт,ქუხს
865,wehen::V,үр,ქრის
866,wehen::V,үр,დაუბერავს
867,strömen::V,кутулун,იღვრება
868,fließen::V,сүүр,დის
869,fließen::V,сүүр,მიედინება
870,sich drehen::V,эргий,ტრიალებს
871,schwanken::V,биэтэҥнээ,ირხევა
872,schwingen::V,эйэҥнээ,ირხევა
873,fallen::V,оҕут,დავარდება
874,brennen::V,умай,იწვის
875,rauchen::V,буруолаа,ბოლავს
876,rauchen::V,буруолаа,აბოლებს
877,regnen::V,самыырдаа,წვიმს
878,gefrieren::V,тоҥ,იყინება
879,tauen::V,ир,დნება
880,schmelzen::V,уулун,დნება
881,trocknen::V,куур,გაშრება
882,sieden::V,оргуй,დუღს
883,faulen::V,сытый,ლპება
884,verfaulen::V,сытыйан_хаал,ლპება
885,reißen::V,хайыт,დაიხევა
886,reißen::V,быһытталан,დაიხევა
887,versinken::V,тимир,ეფლობა
888,versinken::V,тимир,ჩაიძირება
889,versinken::V,батылын,ეფლობა
890,versinken::V,батылын,ჩაიძირება
891,vergehen::V,дьай,გადის
892,erscheinen::V,көһүн,გამოჩნდება
893,verschwinden::V,сүт,გააქრება
894,verschwinden::V,сүт,დაიკარგება
895,sinken::V,намтаа,დაიწევს
896,abnehmen::V,аччаа,შემცირდება
897,zunehmen::V,элбээ,გასუქდება
898,steigen::V,үрдээ,მოიმატებს
899,wachsen::V,үүн,იზრდება
900,wachsen::V,үүн,მრავლდება
901,glänzen::V,кылбай,ბრწყინავს
902,funkeln::V,күлүмнээ,კაშკაშებს
903,funkeln::V,күлүмүрдээ,კაშკაშებს
904,lärmen::V,тыаһаа,ხმაურობს
905,läuten::V,собуоннаа,დარეკავს
906,klingeln::V,линкинээ,დარეკავს
907,klirren::V,айгырат,დააწკარუნებს
908,brausen::V,сирилээ,ბობოქრობს
909,rauschen::V,суугунаа,შრიალებს
910,klingen::V,доргуй,ხმას გამოსცემს
911,bellen::V,үр,უყეფს
912,heulen::V,улуй,ღმუის
913,blasen::V,үр,დაუბერავს
914,pfeifen::V,иһиир,უსტვენს
915,schreien::V,кылан,ყვირის
916,schreien::V,хаһыытаа,ყვირის
917,stöhnen::V,ынчыктаа,კვნესის
918,zittern::V,титирээ,აძაგძაგებს
919,zittern::V,дьигиһий,აძაგძაგებს
920,leben::V,олор,ცოცხლობს
921,geboren werden::V,төрөө,იშვება
922,geboren werden::V,төрөө,იბადება
923,atmen::V,тыын,სუნთქავს
924,trinken::V,ис,სვამს
925,trinken::V,ис,დალევს
926,essen::V,аһаа,შეჭამს
927,schlucken::V,ыйыһын,ყლაპავს
928,müde werden::V,сылай,დაიქანცება
929,einschlafen::V,утуйан хаал,დაიძინებს
930,schlafen::V,утуй,სძინავს
931,schlafen::V,утуйа сыт,სძინავს
932,aufwachen::V,уһугун,გაიღვიძებს
933,aufstehen::V,тур,ადგება
934,sich erholen::V,сынньан,დაისვენებს
935,krank werden::V,ыарый,ავად გახდება
936,krank sein::V,ыарый,ავადმყოფობს
937,krank sein::V,ыарыт,ავადმყოფობს
938,schmerzen::V,ыарыт,სტკივა
939,husten::V,сөтөлүн,ახველებს
940,genesen::V,көн,მორჩება
941,sterben::V,өл,კვდება
942,umkommen::V,өл,დაიღუპება
943,umkommen::V,оҕут,დაიღუპება
944,sich bewegen::V,хамсаа,იძვრის
945,sich bewegen::V,хамсаа,მოძრაობს
946,sich rühren::V,хамсаа,გაინძრევა
947,sich erheben::V,тур,ადგება
948,sich setzen::V,олор,დაჯდება
949,hinfallen::V,оҕут,დაეცემა
950,laufen::V,хаам,დადის
951,schreiten::V,атыллаа,აბიჯებს
952,spazierengehen::V,дьаарбай,დასეირნობს
953,eilen::V,тиэтэй,მიიჩქარის
954,sich beeilen::V,ыксаа,აჩქარდება
955,sausen::V,элээр,მიქრის
956,rennen::V,сүүрэкэлээ,დარბის
957,springen::V,ой,ხტის
958,springen::V,ыстан,ხტის
959,klettern::V,ытын,ძვრება
960,schaukeln::V,эйэҥнээ,ქანაობს
961,schaukeln::V,биэрэҥнээ,ქანაობს
962,kriechen::V,сыыл,დაბობღავს
963,schwimmen::V,уһун,ცურავს
964,schwimmen::V,харбаа,ცურავს
965,tauchen::V,умус,ჩაიძირება
966,rudern::V,эрт,ნიჩაბს უსვამს
967,fahren::V,айаннаа,დადის
968,fahren::V,айаннаа,მგზავრობს
969,fliegen::V,көт,იფრენს
970,fliegen::V,көт,გაფრინდება
971,gehen::V,бар,მიდის
972,weggehen::V,бар,წამოდის
973,abfahren::V,бар,მიემგზავრება
974,anhalten::V,тохтоо,ჩერდება
975,hineingehen::V,киир,შედის
976,eintreten::V,киир,შედის
977,kommen::V,кэл,მოდის
978,ankommen::V,кэл,ჩადის
979,ankommen::V,тиий,ჩადის
980,zurückkommen::V,төнүн,დაბრუნდება
981,bleiben::V,хаал,დარჩება
982,warten::V,көһүт,ელოდება
983,erwarten::V,күүт,ელის
984,erwarten::V,күүт,დაიცდის
985,erwarten::V,көһүт,ელის
986,erwarten::V,көһүт,დაიცდის
987,suchen::V,ирдээ,ეძებს
988,suchen::V,ирдээ,მოძებნის
989,suchen::V,көрдөө,ეძებს
990,suchen::V,көрдөө,მოძებნის
991,finden::V,бул,მიაგნებს
992,finden::V,бул,გამოძებნის
993,versuchen::V,сорун,ცდის
994,versuchen::V,сорун,ცდილობს
995,vorbereiten::V,бэлэмнээ,მოამზადებს
996,lieben::V,таптаа,უყვარს
997,mögen::V,сөбүл,ეტრფის
998,lachen::V,күл,იცინის
999,rühren::V,долгут,გულს აუჩუყებს
1000,weinen::V,ытаа,ტირის
1001,schimpfen::V,үөҕүс,შეიგინება
1002,sich ärgern::V,кыыһыр,გაბრაზობს
1003,sich ärgern::V,кыйахан,გაბრაზობს
1004,sich fürchten::V,куттан,შიშობს
1005,sich fürchten::V,дьиксин,შიშობს
1006,fürchten::V,дьиксин,ფრთხილობს
1007,fürchten::V,куттан,ფრთხილობს
1008,fliehen::V,күрээ,გაიქცევა
1009,flüchten::V,күрээ,გაიქცევა
1010,sehen::V,көр,ხედავს
1011,anschauen::V,көр,ნახავს
1012,ansehen::V,көр,უყურებს
1013,hören::V,бил,ისმენს
1014,hören::V,иһит,ისმენს
1015,zuhören::V,иһит,მოისმენს
1016,probieren::V,боруобалаан көр,გასინჯავს
1017,probieren::V,амсайан көр,გასინჯავს
1018,riechen::V,сытырҕаа,ყნოსავს
1019,fühlen::V,бил,გრძნობს
1020,scheinen::V,көһүн,ეჩვენება
1021,zu sehen sein::V,көһүн,მოჩანს
1022,vernehmen::V,иһит,გაიგებს
1023,frieren::V,тоҥ,იყინება
1024,frieren::V,үлүй,იყინება
1025,tun::V,гын,აკეთებს
1026,können::V,кыай,შეიძლება
1027,wollen::V,баҕар,უნდა
1028,anfangen::V,саҕалаа,დაიწყებს
1029,beenden::V,бүтэр,ამთავრებს
1030,aufhören::V,уурай,შეწყვეტს
1031,gelingen::V,сатан,მოახერხებს
1032,geraten::V,баар буолан биэр,გამოდის
1033,geraten::V,баар буола тус,გამოდის
1034,geraten::V,буолан таҕыс,გამოდის
1035,öffnen::V,ас,გახსნის
1036,schließen::V,сап,ხურავს
1037,schließen::V,сап,დაკეტავს
1038,schließen::V,хатаа,ხურავს
1039,schließen::V,хатаа,დაკეტავს
1040,stellen::V,уур,დადგამს
1041,stellen::V,туруор,დადგამს
1042,setzen::V,туруор,დასვამს
1043,setzen::V,уур,დასვამს
1044,legen::V,уур,დადებს
1045,berühren::V,тыыт,შეახებს
1046,berühren::V,тыыт,მიაკარებს
1047,berühren::V,таарый,შეახებს
1048,berühren::V,таарый,მიაკარებს
1049,verbinden::V,кэлгий,შეაერთებს
1050,bedecken::V,бүрүй,გადააფარებს
1051,aufhängen::V,ыйаа,დაკიდებს
1052,anzünden::V,умат,დაანთებს
1053,anzünden::V,умат,მოუკიდებს
1054,aufheben::V,өрө тарт,აიღებს
1055,aufheben::V,өрө тарт,აიყვანს
1056,zurücklassen::V,бырах,დატოვებს
1057,verlieren::V,сүтэр,დაკარგავს
1058,fallen lassen::V,түһэр,გაუვარდება
1059,fallen lassen::V,мүлчү тут,გაუვარდება
1060,machen::V,оҥор,გააკეთებს
1061,machen::V,оҥор,გამოიწვევს
1062,machen::V,оҥоһун,გააკეთებს
1063,machen::V,оҥоһун,გამოიწვევს
1064,herstellen::V,оҥор,დაამზადებს
1065,bauen::V,тут,ააშენებს
1066,reparieren::V,абырахтаа,შეაკეთებს
1067,reparieren::V,абырахтаа,გაარემონტებს
1068,verbessern::V,тупсар,გამოაკეთებს
1069,verbessern::V,тупсар,გააუმჯობესებს
1070,ändern::V,уларыт,შეცვლის
1071,graben::V,хас,თხრის
1072,beugen::V,бокут,ხრის
1073,beugen::V,токурут,ხრის
1074,beugen::V,бүк баттаа,ხრის
1075,biegen::V,иэх,გაღუნავს
1076,biegen::V,өҕүлүннэр,გაღუნავს
1077,drehen::V,эргит,ატრიალებს
1078,drehen::V,эргичит,ატრიალებს
1079,wenden::V,эргилин,მოაბრუნებს
1080,umdrehen::V,түҥнэр,შეატრიალებს
1081,heben::V,көтөх,ასწევს
1082,hochheben::V,таһаар,აიყვანს
1083,ergreifen::V,тут,სტაცებს
1084,halten::V,тут,უჭირავს
1085,drücken::V,ык,დააწვება
1086,schieben::V,ас,მისწევს
1087,kratzen::V,кыһыы,მოფხანს
1088,lecken::V,салаа,ლოკავს
1089,beißen::V,ытыр,უკბენს
1090,abreißen::V,быһа тарт,გლეჯს
1091,abreißen::V,быһа тарт,მოწყვეტს
1092,abreißen::V,туура тарт,გლეჯს
1093,abreißen::V,туура тарт,მოწყვეტს
1094,abschneiden::V,быс,გაჭრის
1095,abschneiden::V,быһан ыл,გაჭრის
1096,abschneiden::V,быһа баттаа,გაჭრის
1097,binden::V,кэлгий,შეკრავს
1098,binden::V,кэлгий,გადააბამს
1099,stecken::V,батары ас,ჩაასობს
1100,brechen::V,тоһут,მოიტეხს
1101,klopfen::V,тоҥсуй,აკაკუნებს
1102,hauen::V,оҕус,ლეწავს
1103,kleben::V,силимнээ,წებავს
1104,kleben::V,силимнээ,დააწებებს
1105,reiben::V,аал,დაზელს
1106,streichen::V,сыбаа,უსვამს
1107,schleifen::V,чочуй,ლესავს
1108,schneiden::V,быс,გაჭრის
1109,rütteln::V,иэҕэҥнэт,არხევს
1110,schütteln::V,сахсый,არყევს
1111,schütteln::V,сахсый,ანძრევს
1112,schwenken::V,дайбаа,აქნევს
1113,schütten::V,кут,ღვრის
1114,schütten::V,кут,დააქცევს
1115,füllen::V,толор,გაავსებს
1116,einwickeln::V,суулаа,შეახვევს
1117,tragen::V,ит,მიიტანს
1118,schleppen::V,сос,მიათრევს
1119,ziehen::V,тарт,წევს
1120,ziehen::V,тарт,ათრევს
1121,aufbewahren::V,уур,შეინახავს
1122,aufbewahren::V,харай,შეინახავს
1123,werfen::V,бырах,ისვრის
1124,fangen::V,хап,დაიჭერს
1125,packen::V,тут,სტაცებს
1126,verstecken::V,саһыар,მალავს
1127,teilen::V,үллэр,დაყოფს
1128,schicken::V,ыыт,გაგზავნის
1129,bringen::V,аҕал,მოიტანს
1130,hinzufügen::V,эп,დაამატებს
1131,bekommen::V,ыл,ამოიღებს
1132,bekommen::V,булун,ამოიღებს
1133,erhalten::V,ыл,იღებს
1134,nehmen::V,ыл,აიღებს
1135,wählen::V,быыбардаа,გადაარჩევს
1136,auswählen::V,тал,ამოარჩევს
1137,bewahren::V,харай,ინარჩუნებს
1138,behindern::V,мэһэйдээ,აბრკოლებს
1139,behindern::V,мэһэйдээ,გააძნელებს
1140,verderben::V,буорту гын,გააფუჭებს
1141,beschädigen::V,алдьат,დააზიანებს
1142,zerbrechen::V,үлтүрүт,დაამტვრევს
1143,zerreißen::V,хайыта тарт,გახევს
1144,zerstören::V,алдьат,მოსპობს
1145,zerstören::V,алдьат,დაანგრევს
1146,verbrennen::V,уоттаа,დაწვავს
1147,geben::V,биэр,აძლევს
1148,reichen::V,аҕал,მიაწოდებს
1149,schenken::V,бэлэхтээ,აჩუქებს
1150,versprechen::V,эрэннэр,აღუთქვამს
1151,wünschen::V,баҕар,უსურვებს
1152,loben::V,хайҕаа,აქებს
1153,loben::V,хайҕаа,ამკობს
1154,küssen::V,уураа,აკოცებს
1155,wiegen::V,бигээ,არხევს
1156,zudecken::V,сап,გადახურავს
1157,zudecken::V,бүрүй,გადახურავს
1158,wecken::V,уһугуннар,გააღვიძებს
1159,zeigen::V,көрдөр,დაანახვებს
1160,führen::V,салай,მიჰყავს
1161,lehren::V,үөрэт,ასწავლის
1162,unterrichten::V,үөрэт,ასწავლის
1163,aufziehen::V,иит,აღზრდის
1164,leiten::V,салай,აწარმოებს
1165,leiten::V,салай,ხელმძღვანელობს
1166,antreiben::V,кыһай,დააჩქარებს
1167,lassen::V,күһэй,ა--ინებს
1168,einladen::V,ыҥыр,მოიპატიჟებს
1169,vereinigen::V,холбоо,შეაერთებს
1170,vereinigen::V,түм,შეაერთებს
1171,besuchen::V,сырыт,სანახავად მიდის
1172,besuchen::V,билсэ сырыт,სანახავად მიდის
1173,treffen::V,көрүс,შეხვდება
1174,sich versammeln::V,мүһүн,შეიკრიბება
1175,sich versammeln::V,түмүс,შეიკრიბება
1176,spielen::V,оонньоо,ეთამაშება
1177,singen::V,ыллаа,მღერის
1178,tanzen::V,үҥкүүлээ,ცეკვავს
1179,sich trennen::V,араҕыс,მოშორდება
1180,verlassen::V,хааллар,მიატოვებს
1181,retten::V,өрүһүй,იხსნის
1182,retten::V,өрүһүй,გადაარჩენს
1183,bewachen::V,араҥаччылаа,დარაჯობს
1184,bewachen::V,араҥаччылаа,უთვალთვალებს
1185,schützen::V,көмүскээ,დაიფარავს
1186,verteidigen::V,көмүскээ,დაიცავს
1187,sich schlagen::V,охсус,იჩხუბებს
1188,schießen::V,ытыалаа,ისვრის
1189,siegen::V,хот,გაიმარჯვებს
1190,siegen::V,кыай,გაიმარჯვებს
1191,ärgern::V,кыыһырт,აჯავრებს
1192,schlagen::V,оҕус,ცემს
1193,treten::V,тэп,პანღურს ამოჰკრავს
1194,stechen::V,кэй,სჩხვლეტს
1195,stoßen::V,кэп,დაეჯახება
1196,stoßen::V,үтүрүй,დაეჯახება
1197,stehlen::V,уор,ქურდობს
1198,stehlen::V,уор,მოიპარავს
1199,stören::V,мэһэйдээ,შეაწუხებს
1200,belästigen::V,батар,მობეზრდება
1201,verbergen::V,кистээ,დამალავს
1202,täuschen::V,албыннаа,შეცდებს
1203,betrügen::V,албыннаа,მოატყუებს
1204,töten::V,өлөр,მოკლავს
1205,wohnen::V,олор,ცხოვრობს
1206,wohnen::V,олор,ბინადრობს
1207,arbeiten::V,үлэлээ,მუშაობს
1208,sammeln::V,мус,შეკრებს
1209,sammeln::V,хомуй,შეკრებს
1210,pflücken::V,үргээ,კრეფს
1211,jagen::V,бултаа,ნადირობს
1212,fischen::V,балыктаа,თევზაობს
1213,fassen::V,тут,დააჭერს
1214,hüten::V,манаа,მწყემსავს
1215,treiben::V,үүр,მიერეკება
1216,anbinden::V,баай,მიაბამს
1217,füttern::V,аһат,აჭმევს
1218,melken::V,ыа,წველის
1219,hacken::V,кэрт,კეპავს
1220,gießen::V,сиигирт,რწყავს
1221,reifen::V,бус,მწიფდება
1222,zubereiten::V,бэлэмнээ,მოამზადებს
1223,kochen::V,буһар,მოხარშავს
1224,backen::V,буһар,გამოაცხობს
1225,braten::V,хооруй,შეწვავს
1226,braten::V,ыһаарылаа,შეწვავს
1227,braten::V,соркуойдаа,შეწვავს
1228,umrühren::V,былаа,შეურევს
1229,umrühren::V,былаа,გათქვეფს
1230,stricken::V,өр,ქსოვს
1231,nähen::V,иистэн,გაკერავს
1232,färben::V,кырааскалаа,შეღებავს
1233,reinigen::V,ыраастаа,გაწმენდს
1234,reinigen::V,ыраастаа,გასუფთავებს
1235,waschen::V,сууй,გარეცხავს
1236,abwischen::V,сот,წაშლის
1237,spülen::V,сайҕаа,გაავლებს
1238,fegen::V,сиппий,დაბლანდავს
1239,kehren::V,харбаа,დაგვის
1240,baden::V,сөтүөлээ,ბანაობს
1241,sich waschen::V,суун,იბანება
1242,ausziehen::V,уһул,გაიხდის
1243,anziehen::V,кэтэрт,ჩაიცვამს
1244,sich anziehen::V,таҥын,ჩაიცვამს
1245,kämmen::V,тараа,დავარცხნის
1246,schmücken::V,симээ,მორთავს
1247,sagen::V,диэ,იტყვის
1248,sprechen::V,эт,ლაპარაკობს
1249,sprechen::V,саҥар,ლაპარაკობს
1250,reden::V,кэпсэт,საუბრობს
1251,sich unterhalten::V,кэпсэт,ბაასობს
1252,sich unterhalten::V,кэпсэт,მუსაიფობს
1253,fragen::V,ыйыт,ჰკითხავს
1254,bitten::V,көрдөс,სთხოვს
1255,erzählen::V,кэпсээ,მოუთხრობს
1256,erzählen::V,сэһэргээ,მოუთხრობს
1257,mitteilen::V,биллэр,აუწყებს
1258,mitteilen::V,биллэр,აცნობებს
1259,nennen::V,ааттаа,უწოდებს
1260,rufen::V,ыҥыр,დაუძახებს
1261,prahlen::V,чабылан,ტრაბახობს
1262,prahlen::V,киһиргээ,ტრაბახობს
1263,übersetzen::V,тылбаастаа,გადათარგმნის
1264,denken::V,санаа,ფიქრობს
1265,denken::V,санаа,აზროვნებს
1266,denken::V,толкуйдаа,ფიქრობს
1267,denken::V,толкуйдаа,აზროვნებს
1268,glauben::V,итэҕэй,სჯერა
1269,bemerken::V,бэлиэтээ,შენიშვნავს
1270,erkennen::V,бил,გამოიცნობს
1271,begreifen::V,өйдөө,გაიგებს
1272,verstehen::V,өйдөө,გაიგონებს
1273,lernen::V,үөрэн,ისწავლის
1274,wissen::V,бил,ეცოდინება
1275,sich erinnern an::V,аҕын,მოიგონებს
1276,sich erinnern an::V,аҕын,გაიხსენებს
1277,vergessen::V,умун,ივიწყებს
1278,messen::V,кэмнээ,ზომავს
1279,messen::V,кээмэйдээ,ზომავს
1280,zählen::V,аах,ითვლის
1281,rechnen::V,аах,გაიანგარიშებს
1282,lesen::V,аах,კითხულობს
1283,malen::V,уруһуйдаа,ხატავს
1284,zeichnen::V,уруһуйдаа,ხაზავს
1285,schreiben::V,суруй,დაწერს
1286,besitzen::V,баһылаа,ექნება
1287,kaufen::V,атыылас,ყიდულობს
1288,verkaufen::V,атыылаа,გაყიდის
1289,bezahlen::V,төлөө,გადაიხდის
1290,zahlen::V,төлөө,გადაიხდის
1291,beherrschen::V,баһылаа,ფლობს
1292,ertragen::V,тулуй,მოითმენს
