,Concept_ID,da,lbe
771,das::PRN,det,кӏа
772,das::PRN,det,га
773,alles::PRN,alt,щала
774,ich::PRN,jeg,на
775,du::PRN,du,ина
776,er::PRN,han,му
777,wir::PRN,vi,жу
778,ihr::PRN,I,зу
779,sie::PRN,de,
780,was::FPRN,hvad,ци
781,wer::FPRN,hvem,цу
782,wo::FADV,hvor,чув
783,wohin::FADV,hvorhen,чун
784,wie::FADV,hvordan,цукун
785,warum::FADV,hvorfor,цан
786,wieviel::FNUM,hvor meget,циксса
787,eins::NUM,én,ца
788,zwei::NUM,to,кӏива
789,drei::NUM,tre,шамма
790,vier::NUM,fire,мукьа
791,vier::NUM,fire,мукьва
792,fünf::NUM,fem,ххюва
793,sechs::NUM,seks,ряхва
794,sieben::NUM,syv,арула
795,acht::NUM,otte,мяйва
796,neun::NUM,ni,урчӏва
797,zehn::NUM,ti,ацӏва
798,elf::NUM,elleve,ацӏния цава
799,zwölf::NUM,tolv,ацӏиия кӏива
800,zwanzig::NUM,tyve,кьува
801,dreißig::NUM,tredive,зувира
802,vierzig::NUM,fyrre,мукьцӏала
803,vierzig::NUM,fyrretyve,мукьцӏала
804,fünfzig::NUM,halvtreds,ххюцӏала
805,sechzig::NUM,tres,ряхцӏала
806,siebzig::NUM,halvfjerds,
807,achtzig::NUM,firs,мяйцӏала
808,neunzig::NUM,halvfems,урчӏцӏала
809,hundert::NUM,hundrede,ттурш
810,hundert::NUM,hundrede,ттуршва
811,tausend::NUM,tusind,азарва
812,und::CNJ,og,-гу
813,oder::CNJ,eller,я
814,oder::CNJ,eller,ягу
815,stehen::V,stå,ацӏан
816,sitzen::V,sidde,щяивкӏун икӏан
817,liegen::V,ligge,утту нвхьуну икӏан
818,hängen::V,hænge,зурчӏай тӏун
819,werden::V,blive,хьун
820,passieren::V,ske,хьун
821,passieren::V,hænde,хьун
822,beginnen::V,begynde,дайдишин
823,beginnen::V,begynde,дайдирхьуну дикӏан
824,enden::V,ende,къуртал дан
825,wechseln::V,veksle,даххана хьун
826,wechseln::V,veksle,даххана дуллан
827,aufgehen[Sonne]::V,gå op,буклай бур
828,aufgehen[Sonne]::V,stå op,буклай бур
829,untergehen[Sonne]::V,gå ned,лаглай бур
830,scheinen[Sonne]::V,skinne,битан
831,scheinen[Sonne]::V,skinne,чани буллан
832,donnern::V,tordne,тӏий бур
833,wehen::V,blæse,бишлай бур
834,strömen::V,strømme,экьинан
835,fließen::V,flyde,экьинан
836,sich drehen::V,dreje sig,гьанан
837,schwanken::V,vakle,хъюлчу тӏун
838,schwanken::V,vakle,хӏуркку тӏун
839,schwingen::V,svinge,хъюлчай тӏун
840,schwingen::V,svinge,хъюлчу тӏун
841,fallen::V,falde,багьлан
842,brennen::V,brænde,ччучлан
843,rauchen::V,ryge,пуркӏу тӏун
844,regnen::V,regne,лачӏун
845,regnen::V,regne,лачIлай дур
846,gefrieren::V,fryse,микӏ лачӏун
847,tauen::V,tø,баслан
848,schmelzen::V,smelte,баслан
849,trocknen::V,tørre,кьакьан
850,sieden::V,koge,щаран
851,faulen::V,rådne,аьллан
852,verfaulen::V,rådne,аьллан
853,verfaulen::V,rådne,аьян
854,reißen::V,briste,ххя дукан
855,versinken::V,synke,оькьлан
856,versinken::V,synke,оькьан
857,versinken::V,synke ned,оькьлан
858,versinken::V,synke ned,оькьан
859,vergehen::V,forløbe,лялиян
860,erscheinen::V,vise sig,буккан
861,erscheinen::V,vise sig,загьир хьун
862,verschwinden::V,forsvinde,бат хьун
863,verschwinden::V,forsvinde,акъа хьун
864,sinken::V,synke,чахь учин
865,abnehmen::V,aftage,чан хьун
866,abnehmen::V,aftage,ссуссукьу хьун
867,zunehmen::V,tiltage,гьарза хьун
868,steigen::V,stige,гьаз хьун
869,wachsen::V,gro,ххяххан
870,wachsen::V,vokse,ххяххан
871,glänzen::V,glinse,цӏай буккан
872,funkeln::V,tindre,цӏай-цӏай тӏун
873,lärmen::V,larme,чӏу буллан
874,lärmen::V,larme,аьлагъужа буллан
875,läuten::V,ringe,занг ришлан
876,läuten::V,ringe,занг дуллан
877,klingeln::V,ringe,занг ришлан
878,klingeln::V,ringe,занг дуллан
879,klirren::V,klirre,
880,brausen::V,bruse,никъащилан
881,rauschen::V,suse,щурщур тӏун
882,klingen::V,lyde,чӏу буклан
883,klingen::V,klinge,чӏу буклан
884,bellen::V,gø,хӏап тӏун
885,heulen::V,hyle,
886,blasen::V,blæse,уф тӏун
887,pfeifen::V,fløjte,щютӏа тӏун
888,schreien::V,skrige,чӏу бан
889,stöhnen::V,stønne,угь-къак тӏун
890,zittern::V,dirre,зурзу чин
891,zittern::V,dirre,зурзу тӏун
892,zittern::V,skælve,зурзу чин
893,zittern::V,skælve,зурзу тӏун
894,leben::V,leve,ялапар хъанан
895,geboren werden::V,fødes,ан
896,atmen::V,ånde,ссихӏ ласлан
897,atmen::V,ånde,ссихӏ бигьлан
898,trinken::V,drikke,хӏачӏан
899,trinken::V,drikke,хӏачӏлан
900,essen::V,spise,канан
901,schlucken::V,synke,кьюлтӏа тӏун
902,müde werden::V,blive træt,аьхчӏин
903,einschlafen::V,falde i søvn,шанан икӏан
904,schlafen::V,sove,шанан
905,aufwachen::V,vågne,чантӏ учин
906,aufstehen::V,stå op,бизан
907,sich erholen::V,komme sig,бигьалаган
908,krank werden::V,blive syg,къашай хьун
909,krank sein::V,være syg,къашай хъанан
910,krank sein::V,være syg,къашавай икӏан
911,schmerzen::V,smerte,цӏун
912,husten::V,hoste,хъугьу чин
913,husten::V,hoste,хъугьу тӏун
914,genesen::V,komme sig,хъин хьун
915,genesen::V,komme sig,сагъ лаган
916,sterben::V,dø,ивчӏан
917,umkommen::V,omkomme,лиллан
918,umkommen::V,omkomme,литӏлан
919,umkommen::V,omkomme,ажал биян
920,umkommen::V,omkomme,личӏи хьун
921,umkommen::V,omkomme,иакьлу хьун
922,umkommen::V,omkomme,ахир жан хъанан
923,umkommen::V,omkomme,рухӏирачӏа икӏан
924,sich bewegen::V,bevæge sig,сукку хьун
925,sich rühren::V,røre på sig,сукку хьун
926,sich erheben::V,rejse sig,бизан
927,sich setzen::V,sætte sig,щяикӏан
928,sich setzen::V,sætte sig,щябикӏан
929,laufen::V,løbe,занан
930,schreiten::V,skride,ша ласлан
931,spazierengehen::V,gå en tur,сайр буллан
932,eilen::V,ile,анавар буккан
933,sich beeilen::V,skynde sig,анавар буккан
934,sausen::V,suse,никъа щилан
935,sausen::V,suse,никъа щун
936,rennen::V,løbe,лечлан
937,rennen::V,rende,лечлан
938,springen::V,hoppe,тӏанкӏ дан
939,springen::V,springe,тӏанкӏ дан
940,klettern::V,klatre,лахълан
941,schaukeln::V,gynge,гьайжак бигьлан
942,kriechen::V,krybe,ххярк тӏун
943,schwimmen::V,svømme,гьузун
944,tauchen::V,dykke,лултту уккан
945,rudern::V,ro,бяхлан
946,rudern::V,ro,батӏлан
947,rudern::V,ro,ххялаххи дуклан
948,fahren::V,køre,гьан
949,fliegen::V,flyve,лехлан
950,gehen::V,gå,нан
951,weggehen::V,gå bort,ялагьан
952,abfahren::V,køre bort,гьан
953,anhalten::V,standse,бацӏан
954,hineingehen::V,gå ind,буххан
955,eintreten::V,træde ind,буххан
956,kommen::V,komme,учӏан
957,ankommen::V,ankomme,биян
958,ankommen::V,ankomme,бучӏан
959,zurückkommen::V,komme tilbage,зана хъун
960,zurückkommen::V,komme tilbage,зана бикӏан
961,bleiben::V,blive,личӏан
962,bleiben::V,forblive,личӏан
963,warten::V,vente,ялугьлан
964,erwarten::V,vente,ялугьлан
965,erwarten::V,afvente,ялугьлан
966,suchen::V,søge,луглан
967,finden::V,finde,лякъин
968,versuchen::V,forsøge,ххал буллан
969,vorbereiten::V,forberede,хӏадур бан
970,lieben::V,elske,эшкьи хьуиу бикӏан
971,mögen::V,holde af,ххиран бикӏан
972,mögen::V,kunne lide,ххиран бикӏан
973,lachen::V,le,хъян
974,rühren::V,røre,
975,weinen::V,græde,аьтӏун
976,schimpfen::V,skænde,дяъван
977,schimpfen::V,skænde,ссугайи агьан
978,sich ärgern::V,ærgre sig,ссибизлан
979,sich fürchten::V,være bange,ингъауслан
980,fürchten::V,være bange for,хӏучӏ тӏун
981,fliehen::V,flygte,ака бан
982,flüchten::V,flygte,лихъан
983,sehen::V,se,чӏалан
984,anschauen::V,se på,урган
985,anschauen::V,betragte,урган
986,ansehen::V,anse,буруглан
987,hören::V,høre,баллан
988,zuhören::V,høre til,вичӏи дихьлан
989,probieren::V,smage,тӏин ххал буллан
990,probieren::V,smage på,тӏин ххал буллан
991,riechen::V,lugte,ссунтӏа тӏун
992,fühlen::V,føle,дакӏнил буслан
993,scheinen::V,synes,ххан
994,scheinen::V,synes,бизан
995,scheinen::V,synes,ххан бикӏлай бикӏан
996,zu sehen sein::V,synes,
997,vernehmen::V,erfare,баян
998,frieren::V,fryse,лигьулул хъанан
999,tun::V,gøre,бан
1000,können::V,kunne,хьун
1001,wollen::V,ville,
1002,anfangen::V,begynde,дайдишин
1003,beenden::V,afslutte,къуртал бан
1004,aufhören::V,ophøre,кьабагьан
1005,aufhören::V,holde op,кьабагьан
1006,gelingen::V,lykkes,бюхъан
1007,geraten::V,blive,
1008,öffnen::V,åbne,тӏитӏин
1009,schließen::V,lukke,лакьин
1010,stellen::V,stille,дацӏан дан
1011,stellen::V,stille,бишин
1012,setzen::V,sætte,щяитан
1013,legen::V,lægge,бишин
1014,berühren::V,berøre,ка щун
1015,verbinden::V,forbinde,бахӏин
1016,verbinden::V,forbinde,дахӏин
1017,bedecken::V,dække,ялтту бущин
1018,bedecken::V,dække,ялтту бакьин
1019,bedecken::V,bedække,ялтту бущин
1020,bedecken::V,bedække,ялтту бакьин
1021,aufhängen::V,hænge,лахъан
1022,aufhängen::V,hænge op,лахъан
1023,anzünden::V,tænde,лахъан
1024,anzünden::V,antænde,лахъан
1025,aufheben::V,løfte,гьаз бан
1026,aufheben::V,tage op,гьаз бан
1027,zurücklassen::V,lade tilbage,кьаитан
1028,zurücklassen::V,lade tilbage,битан
1029,verlieren::V,miste,дакъа дан
1030,fallen lassen::V,tabe,рутан
1031,fallen lassen::V,droppe,рутан
1032,machen::V,gøre,дан
1033,herstellen::V,fremstille,яраг ишла бувиу бан
1034,bauen::V,bygge,дан
1035,reparieren::V,reparere,дакьин дан
1036,verbessern::V,rette,ххуй дан
1037,verbessern::V,forbedre,ххуй дан
1038,ändern::V,ændre,баххана бан
1039,graben::V,grave,дуклан
1040,beugen::V,bøje,лахӏан бан
1041,beugen::V,bøje,кьус бикӏан
1042,biegen::V,bøje,баччин
1043,biegen::V,bøje,лахӏан бан
1044,drehen::V,dreje,гьанан
1045,wenden::V,vende,кӏура баен бан
1046,umdrehen::V,dreje om,кӏура баен бан
1047,heben::V,hæve,гьаз бан
1048,hochheben::V,løfte,гьаз бан
1049,ergreifen::V,gribe fat i,хъап дан
1050,ergreifen::V,gribe fat i,хъап увиу угьан
1051,halten::V,holde,бугьлан
1052,drücken::V,trykke,кьюч бигьлан
1053,schieben::V,skyde,щун
1054,schieben::V,skubbe,щун
1055,kratzen::V,klø,
1056,kratzen::V,kradse,
1057,lecken::V,slikke,ланцӏа тӏун
1058,beißen::V,bide,хъапа тӏун
1059,beißen::V,bide,кьацӏа тӏун
1060,abreißen::V,rive af,буцан
1061,abschneiden::V,skære af,бухъан
1062,abschneiden::V,skære af,кьукьин
1063,binden::V,binde,бахӏин
1064,binden::V,binde,дахӏин
1065,stecken::V,stikke,
1066,brechen::V,brække,гъагъан
1067,klopfen::V,banke,кьутӏа тӏун
1068,hauen::V,hugge,рищун
1069,kleben::V,klistre,лачӏун буллан
1070,reiben::V,gnide,ссуку буллан
1071,streichen::V,smøre,дугъан
1072,streichen::V,smøre,аьгъу дан
1073,schleifen::V,slibe,
1074,schneiden::V,skære,духълан
1075,schneiden::V,skære,кьукьлан
1076,schneiden::V,klippe,духълан
1077,schneiden::V,klippe,кьукьлан
1078,rütteln::V,ruske,
1079,schütteln::V,ryste,хъюлчу буллан
1080,schwenken::V,svinge,палцӏ дуллан
1081,schütten::V,hælde,рутӏин
1082,füllen::V,fylde,буцӏин бан
1083,einwickeln::V,pakke ind,кай-кай бан
1084,tragen::V,bære,ларсун занан
1085,tragen::V,bære,ларсун ачин
1086,schleppen::V,slæbe,ххилан
1087,ziehen::V,trække,
1088,aufbewahren::V,opbevare,ядан
1089,aufbewahren::V,opbevare,ядуллан
1090,werfen::V,kaste,личин
1091,fangen::V,fange,бугьан
1092,fangen::V,fange,бугьлан
1093,packen::V,gribe,
1094,verstecken::V,gemme,ладитан
1095,verstecken::V,gemme,кьюлтӏ дан
1096,verstecken::V,gemme,дахьлаган дан
1097,teilen::V,dele,бачӏин
1098,teilen::V,dele,бутӏа бан
1099,schicken::V,sende,тӏайла буккан
1100,bringen::V,bringe,диян дан
1101,hinzufügen::V,tilføje,ххи бан
1102,bekommen::V,få,ласун
1103,erhalten::V,få,ласун
1104,nehmen::V,tage,ласун
1105,wählen::V,vælge,бувчӏин
1106,auswählen::V,udvælge,бувчӏин
1107,auswählen::V,udvælge,язи бугьан
1108,bewahren::V,bevare,ядан
1109,behindern::V,hindre,дайщишруду дуллан
1110,behindern::V,forhindre,дайщишруду дуллан
1111,verderben::V,ødelægge,зия дан
1112,beschädigen::V,beskadige,зарал буллан
1113,zerbrechen::V,brække itu,гьагъан
1114,zerbrechen::V,brække itu,гьагъан бан
1115,zerreißen::V,rive itu,ххяхха дуккан
1116,zerstören::V,ødelægge,лекьан дан
1117,verbrennen::V,brænde,ччуччин
1118,geben::V,give,дулун
1119,reichen::V,række,дулун
1120,schenken::V,forære,пишкаш дан
1121,schenken::V,forære,багъишла дан
1122,schenken::V,forære,ихӏсандалун дуллун
1123,versprechen::V,love,банна чин
1124,wünschen::V,ønske,
1125,loben::V,rose,цӏа дан
1126,küssen::V,kysse,ппай тӏун
1127,wiegen::V,vugge,гьуркку тӏун
1128,wiegen::V,vugge,гьуркку буллан
1129,wiegen::V,vugge,гьуркку бан
1130,zudecken::V,dække til,
1131,wecken::V,vække,чантӏ учин ан
1132,zeigen::V,vise,ккаккан бан
1133,führen::V,føre,буцин
1134,lehren::V,lære,лахьхьин бан
1135,lehren::V,lære,лахьхьин буллан
1136,unterrichten::V,undervise,дарс дишаван
1137,aufziehen::V,opdrage,хъуна ан
1138,aufziehen::V,opdrage,тарбия ан
1139,leiten::V,lede,каялувшиву дан
1140,antreiben::V,skynde på,
1141,lassen::V,få til at,
1142,einladen::V,indbyde,хъамалу оьвчин
1143,einladen::V,invitere,хъамалу оьвчин
1144,vereinigen::V,forene,ца бан
1145,besuchen::V,besøge,ялун уххан
1146,treffen::V,møde,хьуна бакьин
1147,sich versammeln::V,forsamles,батӏин
1148,spielen::V,lege,тӏуркӏу тӏун
1149,spielen::V,spille,тӏуркӏу тӏун
1150,singen::V,synge,балай тӏун
1151,tanzen::V,danse,къавтӏун
1152,sich trennen::V,skilles,ппив хьун
1153,verlassen::V,forlade,увккун гьан
1154,retten::V,redde,ххассал бан
1155,bewachen::V,bevogte,къарал бан
1156,schützen::V,skærme,ябан
1157,schützen::V,beskytte,ябан
1158,verteidigen::V,forsvare,буруччин
1159,sich schlagen::V,slås,биян
1160,schießen::V,skyde,битлан
1161,siegen::V,sejre,ххув хьун
1162,siegen::V,sejre,ххувшаву ласун
1163,ärgern::V,ærgre,ссибизан уллан
1164,schlagen::V,slå,рищун
1165,treten::V,sparke,
1166,stechen::V,stikke,кьутӏин
1167,stoßen::V,støde,щун
1168,stehlen::V,stjæle,дацин
1169,stören::V,forstyrre,кьючин
1170,belästigen::V,genere,бизар уллан
1171,belästigen::V,ulejlige,бизар уллан
1172,verbergen::V,skjule,лабитан
1173,verbergen::V,skjule,кӏучӏ бан
1174,täuschen::V,villede,хъяврин ан
1175,betrügen::V,bedrage,аьикьин ан
1176,töten::V,dræbe,ивчӏан
1177,wohnen::V,bo,оьрму бутлан
1178,arbeiten::V,arbejde,зун
1179,sammeln::V,samle,ттихӏин
1180,sammeln::V,samle,вив дишин
1181,pflücken::V,plukke,риттун
1182,jagen::V,jage,авли занан
1183,fischen::V,fiske,чавахъру бугьлан
1184,fassen::V,fange,бугьан
1185,hüten::V,vogte,урттуйн бакьлан
1186,treiben::V,drive,дачин дуллан
1187,treiben::V,drive,лихъан буллан
1188,anbinden::V,binde fast,бахӏин
1189,füttern::V,fodre,канаки буллан
1190,melken::V,malke,ттизин
1191,hacken::V,hakke,мюрш буллан
1192,hacken::V,hakke,мюрш бан
1193,gießen::V,hælde,щин дишин
1194,reifen::V,modne,диян
1195,zubereiten::V,tilberede,хӏадур дан
1196,zubereiten::V,tilberede,хӏадур бан
1197,kochen::V,koge,шашан
1198,kochen::V,koge,шашан дуллан
1199,backen::V,bage,бишлан
1200,backen::V,bage,шахьлан
1201,braten::V,stege,цӏарайх дуллан
1202,umrühren::V,røre om,хӏала бан
1203,stricken::V,strikke,щащлан
1204,stricken::V,strikke,щащан
1205,nähen::V,sy,дуруххан
1206,färben::V,farve,ранг щун
1207,reinigen::V,rense,марцӏ бан
1208,reinigen::V,gøre ren,марцӏ бан
1209,waschen::V,vaske,шюшин
1210,abwischen::V,tørre af,лишин
1211,spülen::V,skylle,вилаган
1212,fegen::V,feje,башин
1213,kehren::V,feje,бахьлан
1214,baden::V,bade,щинавун учӏлан
1215,sich waschen::V,vaske sig,диссун
1216,sich waschen::V,vaske sig,лажин диссун
1217,sich waschen::V,vaske sig,лажин дислан
1218,sich waschen::V,vaske sig,биссун
1219,sich waschen::V,vaske sig,чурх бислан
1220,ausziehen::V,tage af,ликкан
1221,anziehen::V,tage på,лаххан
1222,sich anziehen::V,klæde sig på,янна лаххан
1223,kämmen::V,rede,ттарал дуккан
1224,kämmen::V,frisere,ттарал дуккан
1225,schmücken::V,pynte,чӏюлу бан
1226,schmücken::V,smykke,чӏюлу бан
1227,sagen::V,sige,учин
1228,sprechen::V,snakke,гъалгъа тӏун
1229,reden::V,tale,гъалгъа тӏун
1230,reden::V,snakke,гъалгъа тӏун
1231,sich unterhalten::V,snakke sammen,гъалгъа тӏун
1232,fragen::V,spørge,цӏуххин
1233,bitten::V,bede,тавакъю буллан
1234,erzählen::V,berette,хавар бусан
1235,erzählen::V,fortælle,хавар бусан
1236,mitteilen::V,meddele,баян бан
1237,mitteilen::V,meddele,хавар бан
1238,nennen::V,nævne,цӏа дизан
1239,rufen::V,råbe,оьвтӏун
1240,prahlen::V,prale,цӏа дуллан
1241,übersetzen::V,oversætte,таржума бан
1242,denken::V,tænke,пикри буллан
1243,glauben::V,tro,вих хьун
1244,bemerken::V,bemærke,хӏисав хъун
1245,bemerken::V,lægge mærke til,хӏисав хъун
1246,erkennen::V,genkende,увчӏин
1247,begreifen::V,begribe,бувчӏин
1248,verstehen::V,forstå,
1249,lernen::V,lære,лахьлан
1250,lernen::V,lære,лахьхьин
1251,wissen::V,vide,кӏулну бикӏан
1252,wissen::V,vide,хавар бикӏан
1253,sich erinnern an::V,mindes,дакӏнин бутан
1254,sich erinnern an::V,huske på,дакӏнин бутан
1255,vergessen::V,glemme,хъама битан
1256,messen::V,måle,дуцин дуллан
1257,messen::V,måle,дуцин дан
1258,zählen::V,tælle,дуккин
1259,rechnen::V,regne,хӏисав дан
1260,lesen::V,læse,ккалан
1261,malen::V,male,сурат дуллан
1262,zeichnen::V,tegne,сурат дуллан
1263,schreiben::V,skrive,чичин
1264,schreiben::V,skrive,чичлан
1265,besitzen::V,eje,дуну икӏан
1266,besitzen::V,eje,дуну дикӏан
1267,besitzen::V,eje,заллуну икӏан
1268,besitzen::V,besidde,дуну икӏан
1269,besitzen::V,besidde,дуну дикӏан
1270,besitzen::V,besidde,заллуну икӏан
1271,kaufen::V,købe,машан ласун
1272,verkaufen::V,sælge,баххан
1273,bezahlen::V,betale,арцу дулун
1274,bezahlen::V,betale,багьа булун
1275,zahlen::V,betale,арцу дулун
1276,zahlen::V,betale,багьа булун
1277,beherrschen::V,beherske,дуну икӏан
1278,beherrschen::V,beherske,заллуну икӏан
1279,ertragen::V,tåle,бухӏан
1280,ertragen::V,udholde,бухӏан
1281,hinfallen::V,,багьан
