,Concept_ID,pl,bn
129,Zweig::N,gałąź,ডাল
130,Blatt::N,liść,পর্ণ
131,Birke::N,brzoza,ভুর্জ
132,Kiefer[Baum]::N,sosna,পাইন গাছ
133,Weide[Baum]::N,wierzba,উইলো
134,Tanne::N,jodła,দেবদারূ গাছ
135,Horn::N,róg,শিং
136,Feder::N,pióro,পালক
137,Fell::N,futro,রোম
138,Flügel::N,skrzydło,ডানা
139,Klaue::N,szpon,নখর
140,Kralle::N,pazur,নখর
141,Schwanz::N,ogon,লেজ
142,Ei::N,jajko,ডিম
143,Nest::N,gniazdo,কুলায়
144,Bau::N,nora,ডেরা
145,Tier::N,zwierzę,জন্তু
146,Herde::N,stado,ঝাঁক
147,Herde::N,trzoda,ঝাঁক
148,Kuh::N,krowa,গোরু
149,Bulle::N,byk,বৃষ
150,Pferd::N,koń,ঘোড়া
151,Schaf::N,owca,ভেড়া
152,Schwein::N,świnia,শূকর
153,Hund::N,pies,কুকুর
154,Katze::N,kot,বেড়াল
155,Katze::N,kotka,বেড়াল
156,Bär::N,niedźwiedż,ভল্লুক
157,Eichhörnchen::N,wiewiórka,কাঠবিড়াল
158,Elch::N,łóś,হরিণবিশেষ
159,Fuchs::N,lis,পাঁতিশিয়াল
160,Hase::N,zając,শশক
161,Maus::N,mysz,নেংটি ইঁদুর
162,Wolf::N,wilk,নেকড়ে
163,Vogel::N,ptak,পক্ষী
164,Schwarm::N,stado,ঝাঁক
165,Huhn::N,kura,মোরগ
166,Hahn::N,kogut,কুক্কুট
167,Gans::N,gęś,হংসী
168,Adler::N,orzeł,ইগল
169,Ente::N,kaczka,হংসী
170,Eule::N,sowa,পেচক
171,Kranich::N,żuraw,সারস
172,Krähe::N,wrona,কাক
173,Kuckuck::N,kukułka,কোকিল
174,Schwan::N,łabędż,মরাল
175,Fisch::N,ryba,মাছ
176,Barsch::N,okoń,মৎন্যবিশেষ
177,Hecht::N,szczupak,বানমাছ
178,Schlange[Tier]::N,wąż,সর্প
179,Schlange[Tier]::N,żmija,সর্প
180,Wurm::N,robak,কীট
181,Spinne::N,pająk,মাকড়সা
182,Ameise::N,mrówka,পিপীলিকা
183,Laus::N,wesz,উকুন
184,Mücke::N,komar,মশা
185,Fliege::N,mucha,মাছি
186,Schmetterling::N,motyl,প্রজাপতি
187,Beere::N,jagoda,বেরি
188,Apfel::N,jabłko,আপেল
189,Pilz::N,grzyb,ছত্রক
190,Zwiebel::N,cebula,পিয়াজ
191,Saat::N,siew,বীজ
192,Korn::N,ziarno,শস্য
193,Heu::N,siano,খড়
194,Schale::N,łupina,খোসা
195,Grube::N,dół,গর্ত
196,Grube::N,jama,গর্ত
197,Falle::N,pułapka,ফাঁদ
198,Schlinge::N,sidła,পাশ
199,Spur::N,ślad,চিহ্ন
200,Asche::N,popiół,ভস্ম
201,Dreck::N,brud,ময়লা
202,Eisen::N,żelazo,লোহা
203,Gold::N,złoto,স্বর্ণ
204,Silber::N,srebro,রৌপ্য
205,Kohle::N,węgiel,অঙ্গার
206,Glas::N,szkło,কাচ
207,Lehm::N,glina,মৃত্তিকা
208,Sand::N,piasek,বালি
209,Mensch::N,człowiek,নর
210,Mensch::N,człowiek,মানুষ
211,Mann::N,mężczyzna,মানুষ
212,Frau::N,kobieta,নারী
213,Kind::N,dziecko,বাচ্চা
214,Junge::N,chłopak,ছেলে
215,Junge::N,chłopiec,ছেলে
216,Mädchen::N,dziewczynka,মেয়ে
217,Familie::N,rodzina,পরিবার
218,Großvater::N,dziadek,মাতামহ
219,Großmutter::N,babka,মাতামহী
220,Eltern::N,rodzice,মাতাপিতা
221,Vater::N,ojciec,পিতা
222,Mutter::N,matka,মাতা
223,Sohn::N,syn,ছেলে
224,Tochter::N,córka,মেয়ে
225,Bruder::N,brat,দাদা
226,Schwester::N,siostra,বোন
227,Schwester::N,siostra,দিদি
228,Onkel::N,wuj,মামা
229,Onkel::N,stryj,মামা
230,Tante::N,ciotka,মাসী
231,Ehemann::N,mąż,স্বামী
232,Ehefrau::N,żona,পত্নী
233,Freude::N,radość,উল্লাস
234,Gelächter::N,śmiech,হাসি
235,Glück::N,szczęście,সুখ
236,Kummer::N,zmartwienie,দুঃখ
237,Wunsch::N,życzenie,আকাঙ্ক্ষা
238,Lust::N,chęć,বাসনা
239,Lust::N,ochota,বাসনা
240,Geist::N,duch,আত্না
241,Gedanke::N,myśl,চিন্তা
242,Gedächtnis::N,pamięć,স্মরণশক্তি
243,Verstand::N,rozum,মন
244,Sinn::N,zmysł,পদার্থ
245,Grund::N,powód,কারণ
246,Wahrheit::N,prawda,সত্য
247,Gespräch::N,rozmowa,কথাবার্তা
248,Märchen::N,bajka,রূপকথা
249,Erzählung::N,opowiadanie,গল্প
250,Nachricht::N,wiadomość,তথ্য
251,Neuigkeit::N,nowina,খবরাখবর
252,Name::N,imię,নাম
253,Rätsel::N,zagadka,ধাঁধা
254,Rede::N,mowa,বক্তৃতা
255,Sprache::N,język,ভাষা
256,Stimme::N,głos,স্বর
257,Wort::N,słowo,শব্দ
258,Zeichen::N,znak,প্রতীক
259,Ruf::N,wołanie,ডাক
260,Lärm::N,hałas,হৈচৈ
261,Lärm::N,zgiełk,হৈচৈ
262,Laut::N,dźwięk,ধ্বনি
263,Ton::N,ton,স্বর
264,Ton::N,dźwięk,স্বর
265,Lied::N,pieśń,গান
266,Lied::N,piosenka,গান
267,Ruhe::N,spokój,শান্তি
268,Leute::N,ludzie,প্রজাপুঞ্জ
269,Volk::N,naród,জাতি
270,Arbeit::N,praca,চাকরি
271,Arbeit::N,robota,চাকরি
272,Gast::N,gość,অতিথি
273,Geschenk::N,prezent,উপহার
274,Geschenk::N,podarunek,উপহার
275,Spiel::N,gra,খেলা
276,Spiel::N,zabawa,খেলা
277,Gesellschaft::N,towarzystwo,সঙ্গিগণ
278,Hilfe::N,pomoc,সাহায্য
279,Freund::N,przyjaciel,বন্ধু
280,Kamerad::N,kolega,সঙ্গী
281,Angelegenheit::N,sprawa,বিষয়
282,Anzahl::N,ilość,পরিমাণ
283,Art::N,rodzaj,রকম
284,Stück::N,kawałek,টুকরো
285,Teil::N,część,অংশ
286,Hälfte::N,połowa,অর্ধেক
287,Kreis::N,krąg,বৃত্ত
288,Kreuz::N,krzyż,ক্রুশ
289,Linie::N,linia,রেখা
290,Strich::N,kreska,কষি
291,Abstand::N,odstęp,ফাঁক
292,Entfernung::N,odległość,ব্যবধান
293,Gegend::N,okolica,ক্ষেত্র
294,Platz::N,miejsce,জায়গা
295,Ort::N,miejsce,স্থান
296,Seite::N,bok,পার্শ্ব
297,Seite::N,strona,পার্শ্ব
298,Mitte::N,środek,মধ্য
299,Gegenstand::N,przedmiot,জিনিস
300,Sache::N,rzecz,বস্তু
301,Rand::N,skraj,কানা
302,Rand::N,krawędź,কানা
303,Kante::N,kant,ধার
304,Kante::N,krawędź,ধার
305,Ecke::N,róg,কোণ
306,Spitze::N,ostrze,ডগা
307,Ende::N,koniec,প্রান্ত
308,Loch::N,dziura,গর্ত
309,Winkel::N,kąt,কোণ
310,Winkel::N,kącik,কোণ
311,Muster::N,wzór,নমুন্
312,Größe::N,rozmiar,আয়তন
313,Größe::N,wielkość,আয়তন
314,Länge::N,długość,দৈর্ঘ্য
315,Höhe::N,wysokość,উচ্চতা
316,Gewicht::N,ciężar,ওজন
317,Menge::N,ilość,পরিমাণ
318,Haufen::N,kupa,পুঞ্জ
319,Reihe::N,rząd,শ্রেণী
320,Reihe::N,szereg,শ্রেণী
321,Boot::N,łódź,নৌকা
322,Boot::N,łódka,নৌকা
323,Ruder::N,wiosło,দাঁড়
324,Schlitten::N,sanki,স্নেজ্-গাড়ি
325,Ski::N,narta,শী
326,Lagerfeuer::N,ognisko,অগ্নি
327,Last::N,ciężar,বোঝা
328,Last::N,brzemię,বোঝা
329,Gang::N,chód,হণ্টন
330,Schritt::N,krok,পদ
331,Norden::N,północ,উত্তরদিক্
332,Süden::N,południe,দক্ষিণদিক
333,Westen::N,zachód,পশ্চিমদিক্
334,Osten::N,wschód,পূর্বদিক
335,Holz::N,drzewo,কাঠ
336,Brett::N,deska,তক্তা
337,Platte::N,płyta,ফলক
338,Stütze::N,podpora,নাগদণ্ড
339,Stange::N,drąg,দণ্ড
340,Stange::N,żerdź,দণ্ড
341,Stock::N,kij,ছড়ি
342,Stock::N,laska,ছড়ি
343,Stab::N,pręt,যষ্টি
344,Rohr::N,rura,নল
345,Haus::N,dom,ঘর
346,Heim::N,dom,বাসা
347,Ofen::N,piec,স্টোভ্
348,Fußboden::N,podłoga,গহতল
349,Tisch::N,stół,মেজ
350,Tisch::N,stół,টেবিল
351,Stuhl::N,krzesło,চেয়ার
352,Stuhl::N,krzesło,কেদারা
353,Wiege::N,kołyska,দোলনা
354,Bett::N,łóżko,শয্যা
355,Bett::N,pościel,শয্যা
356,Regal::N,regał,তাক
357,Kiste::N,skrzynia,বাক্স
358,Fenster::N,okno,জানালা
359,Tür::N,drzwi,দ্বার
360,Tor::N,brama,দ্বার
361,Zaun::N,płot,বেড়া
362,Zaun::N,parkan,বেড়া
363,Dach::N,dach,ছাদ
364,Leiter::N,drabina,মই
365,Besen::N,miotła,গুল্মবিশেষ
366,Spaten::N,rydel,কোদাল
367,Schaufel::N,łopata,বেলচা
368,Gabel::N,widelec,কাঁটা
369,Löffel::N,łyżka,চামচ
370,Messer::N,nóż,ছুরি
371,Nagel::N,gwóźdź,পেরেক
372,Netz::N,sieć,জাল
373,Haken::N,hak,কাচি
374,Griff::N,chwyt,হাতল
375,Schloss::N,zamek,তালা
376,Bild::N,obraz,ছবি
377,Bild::N,obraz,চিত্র
378,Figur::N,figura,আকার
379,Puppe::N,lalka,পুতুল
380,Beutel::N,torba,বটুয়া
381,Bündel::N,wiązka,আঁটি
382,Tasche::N,torba,থলি
383,Eimer::N,kubeł,বাল্তি
384,Eimer::N,wiadro,বাল্তি
385,Deckel::N,przykrywka,আবরণ
386,Geschirr::N,statki,থালা-বাসন
387,Geschirr::N,naczynia,থালা-বাসন
388,Sack::N,worek,বস্তা
389,Tasse::N,filiżanka,কাপ
390,Topf::N,garnek,পাত্র
391,Kessel::N,kocioł,কেটলি
392,Essen::N,jedzenie,আহার
393,Nahrung::N,pokarm,খাদ্য
394,Nahrung::N,pożywienie,খাদ্য
395,Speise::N,potrawa,খাদ্য
396,Speise::N,jedzenie,খাদ্য
397,Fleisch::N,mięso,মাংস
398,Getreide::N,zboże,শস্য
399,Brei::N,kasza,মণ্ড
400,Brot::N,chleb,রুটি
401,Scheibe::N,kromka,ফালি
402,Fett::N,tłuszcz,মেদ
403,Butter::N,masło,মাখন
404,Öl::N,olej,তৈল
405,Salz::N,sól,নুন
406,Suppe::N,zupa,শুরুয়া
407,Honig::N,miód,মধু
408,Milch::N,mleko,দুধ
409,Tee::N,herbata,চা
410,Leder::N,skóra,পাকা চামড়া
411,Wolle::N,wełna,পশম
412,Stoff::N,tkanina,বস্ত্র
413,Stoff::N,materiał,বস্ত্র
414,Nadel::N,igła,সুচ
415,Faden::N,nić,সূত্র
416,Faden::N,nitka,সূত্র
417,Knopf::N,guzik,বোতাম
418,Knoten::N,węzeł,গিঁট
419,Farbe::N,farba,রং
420,Kleidung::N,odzież,কাপড়
421,Hemd::N,koszula,শার্ট
422,Kragen::N,kołnierz,গলবন্ধ
423,Ärmel::N,rękaw,আস্তিন্
424,Hose::N,spodnie,ট্রাউজার
425,Gürtel::N,pasek,কটিবন্ধ
426,Mütze::N,czapka,টুপি
427,Schuh::N,but,জুতো
428,Schuh::N,bucik,জুতো
429,Stiefel::N,but,বুট
430,Stiefel::N,kozak,বুট
431,Ring::N,pierścień,আংটি
432,Band::N,wstęga,ফিতা
433,Kamm::N,grzebień,চিরুনি
434,Spiegel::N,lustro,আয়না
435,Riemen::N,rzemień,চাবুক
436,Schnur::N,sznur,দড়ি
437,Leine::N,smycz,শিকল
438,Decke::N,kołdra,কম্বল
439,Kissen::N,poduszka,উপাধান
440,Tuch::N,chustka,বস্ত্র
441,Handtuch::N,ręcznik,তোয়ালে
442,Kraft::N,moc,জোর
443,Kraft::N,siła,জোর
444,Stärke::N,moc,শক্তি
445,Stärke::N,siła,শক্তি
446,Gesundheit::N,zdrowie,স্বাস্থ্য
447,Krankheit::N,choroba,অসুখ
448,Krankheit::N,choroba,ব্যামো
449,Schmerz::N,ból,যন্ত্রণা
450,Wunde::N,rana,ক্ষত
451,Fieber::N,gorączka,জ্বর
452,Arznei::N,lekarstwo,ঔষধ
453,Brücke::N,most,সেতু
454,Brunnen::N,studnia,কূপ
455,Weide::N,pastwisko,পশুচারণভূমি
456,Pfad::N,ścieżka,পথ
457,Weg::N,droga,পথ
458,Straße::N,ulica,রাস্তা
459,Dorf::N,wieś,গ্রাম
460,Stadt::N,miasto,শহর
461,Brief::N,list,চিঠি
462,Buch::N,książka,বই
463,Buchstabe::N,litera,অক্ষর
464,Zeitung::N,gazeta,সংবাদপত্র
465,Zeitung::N,dziennik,সংবাদপত্র
466,Leben::N,życie,জীবন
467,Tod::N,śmierć,মৃত্যু
468,Grab::N,grób,কবর
469,Kirche::N,kościół,গির্জা
470,Sünde::N,grzech,পাপ
471,Gott::N,bóg,দেবতা
472,Arbeiter::N,robotnik,শ্রমিক
473,Chef::N,szef,নেতা
474,Meister::N,mistrz,ব্যক্তি
475,Meister::N,majster,ব্যক্তি
476,Arzt::N,lekarz,চিকিৎসক
477,Lehrer::N,nauczyciel,অধ্যাপক
478,Geld::N,pieniądze,মুদ্রা
479,Geld::N,pieniądze,টাকাপয়সা
480,Geschäft::N,sprawa,ব্যস্ততা
481,Geschäft::N,interes,ব্যস্ততা
482,Laden::N,sklep,দোকান
483,Preis::N,cena,মূল্য
484,Ware::N,towar,পণ্যদ্রব্য
485,Nutzen::N,pożytek,সুবিধা
486,Reichtum::N,bogactwo,ধনদৌলত
487,Welt::N,świat,জগৎ
488,Land::N,kraj,খেত
489,Staat::N,państwo,রাষ্ট্র
490,König::N,król,রাজা
491,Macht::N,władza,প্রভাব
492,Grenze::N,granica,সীমা
493,Krieg::N,wojna,যুদ্ধ
494,Feind::N,wróg,শত্রু
495,Gewalt::N,władza,জোর
496,Kampf::N,bój,লড়াই
497,Kampf::N,walka,লড়াই
498,Bogen[Waffe]::N,łuk,ধনুক
499,Pfeil::N,strzała,বাণ
500,Gewehr::N,karabin,বন্দুক
501,Fehler::N,błąd,ভুল
502,Lüge::N,kłamstwo,মিথ্যা
503,Schaden::N,szkoda,ক্ষতি
504,Unglück::N,nieszczęście,দুর্ভাগ্য
505,Schuld::N,wina,অপরাধ
506,Alter::N,wiek,আয়ু
507,Schluss::N,koniec,শেষ
508,Schluss::N,zakończenie,শেষ
509,Zeit::N,czas,সময়
510,Tag::N,dzień,দিন
511,Morgen::N,ranek,সকাল
512,Morgen::N,poranek,সকাল
513,Mittag::N,południe,মধ্যাহু
514,Abend::N,wieczór,সন্ধ্যা
515,Nacht::N,noc,রাত্রি
516,Woche::N,tydzień,সপ্তাহ
517,Monat::N,miesiąc,মাস
518,Jahr::N,rok,সৌরবর্ষ
519,Frühling::N,wiosna,বসন্তকাল
520,Sommer::N,lato,গ্রীষ্মকাল
521,Herbst::N,jesień,শরংঋতু
522,Winter::N,zima,শীতকাল
523,Januar::N,styczeń,জানুয়ারী
524,Februar::N,luty,ফেব্রুয়ারী
525,März::N,marzec,মার্চ
526,April::N,kwiecień,এপ্রিল
527,Mai::N,maj,মে
528,Juni::N,czerwiec,জুন
529,Juli::N,lipiec,জুলাই
530,August::N,sierpień,অগাস্ট
531,September::N,wrzesień,সেপ্টেম্বর
532,Oktober::N,październik,অক্টোবর
533,November::N,listopad,নভেম্বর
534,Dezember::N,grudzień,ডিসেম্বর
535,Montag::N,poniedziałek,সোমবার
536,Dienstag::N,wtorek,মঙ্গলবার
537,Mittwoch::N,środa,বুধবার
538,Donnerstag::N,czwartek,বৃহম্পতিবার
539,Freitag::N,piątek,শুক্রবার
540,Samstag::N,sobota,শনিবার
541,Sonntag::N,niedziela,রবিবার
542,groß::A,duży,বৃহৎ
543,groß::A,wielki,বৃহৎ
544,klein::A,mały,ছোট
545,lang::A,długi,দীর্ঘ
546,kurz::A,krótki,খর্ব
547,kurz::A,krótki,হ্রস্ব
548,breit::A,szeroki,চওড়া
549,schmal::A,wąski,সরু
550,dicht::A,gęsty,ঘন
551,dick[Gegenstand]::A,gruby,পুরু
552,dünn::A,cienki,কৃশ
553,fein::A,drobny,সূক্ষ্ম
554,fest::A,mocny,দৃঢ়
555,fest::A,twardy,দৃঢ়
556,flach::A,płaski,সমতল
557,glatt::A,gładki,মসৃণ
558,hart::A,twardy,শক্ত
559,weich::A,miękki,নরম
560,rund::A,okrągły,গোলাকার
561,spitz::A,spiczasty,তীক্ষ্ন
562,scharf::A,ostry,শাণিত
563,stumpf::A,tępy,ভোঁতা
564,schwer::A,ciężki,ভারী
565,schön::A,ładny,সুন্দর
566,schön::A,piękny,সুন্দর
567,heiß::A,gorący,গরম
568,warm::A,ciepły,ঈষদুষ্ণ
569,kalt::A,zimny,ঠাণ্ডা
570,kühl::A,chłodny,শীতল
571,frisch::A,świeży,তাজা
572,feucht::A,wilgotny,ভিজা
573,nass::A,mokry,ভিজা
574,trocken::A,suchy,শুষ্ক
575,voll::A,pełny,পূর্ণ
576,leer::A,pusty,খালি
577,leer::A,próżny,খালি
578,offen::A,otwarty,খোলা
579,geschlossen::A,zamknięty,বন্ধ
580,sauber::A,czysty,নির্মল
581,schmutzig::A,brudny,নোংরা
582,roh::A,surowy,কাঁচা
583,reif::A,dojrzały,পাকা
584,lecker::A,smaczny,সুস্বাদ
585,süß::A,słodki,মিষ্ট
586,bitter::A,gorzki,তিক্ত
587,sauer::A,kwaśny,টক
588,hell::A,jasny,উজ্জ্বল
589,dunkel::A,ciemny,অন্ধকারময়
590,schwarz::A,czarny,কালো
591,weiß::A,biały,সাদা
592,rot::A,czerwony,লাল
593,gelb::A,żółty,হলদে
594,blau::A,błękitny,নীল
595,blau::A,niebieski,নীল
596,grün::A,zielony,সবুজ
597,grau::A,szary,ছাই-রঙা
598,bunt::A,barwny,রঙিন
599,billig::A,tani,সস্তা
600,teuer::A,drogi,আক্রা
601,wertvoll::A,cenny,মহার্ঘ
602,blind::A,ślepy,কানা
603,taub::A,głuchy,বধির
604,kräftig::A,mocny,বিশাল
605,stark::A,silny,শক্তিশালী
606,schwach::A,słaby,দুর্বল
607,fett::A,tłusty,মোটা
608,schlank::A,smukły,কৃশ
609,hübsch::A,ładny,সুন্দর
610,böse::A,zły,খারাপ
611,dumm::A,głupi,মূর্খ
612,faul::A,leniwy,শ্রমবিমুখ
613,fleißig::A,pilny,পরিশ্রমী
614,geizig::A,skąpy,ব্যয়কুণ্ঠ
615,klug::A,mądry,দক্ষ
616,geschickt::A,zręczny,পটু
617,lieb::A,miły,প্রেয়
618,lustig::A,wesoły,প্রফুল্ল
619,sanft::A,łagodny,নম্র
620,hungrig::A,głodny,ক্ষুধার্ত
621,krank::A,chory,অসুস্থ
622,nackt::A,nagi,উলঙ্গ
623,traurig::A,smutny,দুঃখিত
624,lebendig::A,żywy,জীবিত
625,gut::A,dobry,ভালো
626,schlecht::A,zły,মন্দ
627,richtig::A,słuszny,ঠিক
628,richtig::A,właściwy,ঠিক
629,schlimm::A,zły,কদর্য
630,wahr::A,prawdziwy,বাস্তব
631,alt::A,stary,পুরাতন
632,neu::A,nowy,নব
633,neu::A,nowy,নূতন
634,ehemalig::A,były,পূর্বকালীন
635,alt[Lebewesen]::A,stary,বৃদ্ধ
636,jung::A,młody,তরুণ
637,arm::A,ubogi,ক্ষুদ্র
638,arm::A,biedny,ক্ষুদ্র
639,reich::A,bogaty,ধনবান্
640,bekannt::A,znany,সুপরিচিত
641,berühmt::A,słynny,বিখ্যাত
642,fremd::A,obcy,বিদেশি
643,fremd::A,cudzy,বিদেশি
644,verschieden::A,różny,বিসদৃশ
645,nah::A,bliski,নিকটবতী
646,fern::A,daleki,দুরবতী
647,linker::A,lewy,বাম
648,rechter::A,prawy,ডান
649,rechter::A,prawy,ডাইন
650,anderer::A,inny,অন্যতর
651,erster::A,pierwszy,প্রথম
652,zweiter::A,drugi,দ্বিতীয়
653,dritter::A,trzeci,তৃতীয়
654,letzter::A,ostatni,সর্বশেষ
655,allein::ADV,sam,একক
656,auf einmal::ADV,naraz,জলদি
657,zusammen::ADV,razem,একসঙ্গে
658,lange::ADV,długo,লম্বা
659,plötzlich::ADV,nagle,হঠাৎ
660,sofort::ADV,natychmiast,মুহ্ণর্তমধ্যে
661,später::ADV,później,পশ্চাতে
662,jetzt::ADV,teraz,এখন
663,jetzt::ADV,obecnie,এখন
664,heute::ADV,dziś,আজ
665,heute::ADV,dzisiaj,আজ
666,morgen::ADV,jutro,আগামিকাল
667,bald::ADV,wkrótce,অস্পকালমধ্যে
668,dann::ADV,potem,তখন
669,gestern::ADV,wczoraj,গতকাল
670,einst::ADV,kiedyś,একবার মাত্র
671,einst::ADV,niegdyś,একবার মাত্র
672,damals::ADV,wtedy,তখন
673,damals::ADV,wówczas,তখন
674,danach::ADV,następnie,পরে
675,vorher::ADV,przedtem,আগে
676,zuerst::ADV,naprzód,আগে
677,zuerst::ADV,najpierw,আগে
678,einmal::ADV,raz,একবার
679,manchmal::ADV,czasem,কখনও কখনও
680,oft::ADV,często,ঘনঘন
681,immer::ADV,zawsze,সর্বদা
682,niemals::ADV,nigdy,কখলও নহে
683,hier::ADV,tu,এখানে
684,hier::ADV,tutaj,এখানে
685,hierhin::ADV,tu,এখানে
686,von hier::ADV,stąd,ত্রই স্তান হইতে
687,dort::ADV,tam,ওখানে
688,dorthin::ADV,tam,ওখানে
689,geradeaus::ADV,prosto,অগ্রগামী
690,vorwärts::ADV,naprzód,সন্মুখিকে
691,rückwärts::ADV,wstecz,খিরিয়া
692,zurück::ADV,z powrotem,পিঠ
693,unten::ADV,u dołu,নীচে
694,unten::ADV,na dole,নীচে
695,hinab::ADV,na_dół,নিম্নগামী
696,hinab::ADV,w_dół,নিম্নগামী
697,oben::ADV,w górze,উপরে
698,oben::ADV,na górze,উপরে
699,hinauf::ADV,w górę,উচ্চতর অংশে
700,hinauf::ADV,na górę,উচ্চতর অংশে
701,überall::ADV,wszędzie,সর্বত্র
702,nicht::ADV,nie,না
703,ein wenig::ADV,trochę,অল্প
704,kaum::ADV,ledwie,কষ্টসহকাবে
705,kaum::ADV,prawie nie,কষ্টসহকাবে
706,sehr::ADV,bardzo,খুব
707,so::ADV,tak,তত
708,noch::ADV,jeszcze,এখন পর্যস্ত
709,nur::ADV,tylko,শুধু
710,schon::ADV,już,ইতঃপুর্বে
711,wieder::ADV,znów,আবার
