,Concept_ID,ce,ab
711,hinter::PRP,тӏехьа,нхыҵ
712,unter::PRP,кIелахь,амҵа
713,unter::PRP,кIелахь,амҵан
714,durch::PRP,чекх,
715,neben::PRP,юххе,ааигуара
716,zwischen::PRP,юккъехь,абжьара
717,wegen::PRP,дуьхьа,-иззы
718,wegen::PRP,дуьхьа,-ҟнытә
719,dies::PRN,и,ари
720,dies::PRN,и,абри
721,dies::PRN,иза,ари
722,dies::PRN,иза,абри
723,das::PRN,и,Абни
724,das::PRN,и,убри
725,das::PRN,иза,Абни
726,das::PRN,иза,убри
727,alles::PRN,дерриг,зегьы
728,ich::PRN,cо,са
729,ich::PRN,cо,сара
730,du::PRN,хьо,бара
731,er::PRN,и,иара
732,er::PRN,иза,иара
733,wir::PRN,тхо,ҳара
734,wir::PRN,вай,ҳара
735,ihr::PRN,шу,шәара
736,sie::PRN,уьш,дара
737,was::FPRN,хӏун,
738,wer::FPRN,мила,дарбан
739,wo::FADV,мичaхь,иабыкуу
740,wo::FADV,мичaхь,аба-
741,wo::FADV,мичaхь,ахь-
742,wohin::FADV,мича,иабыкуу
743,wohin::FADV,мича,аба-
744,wohin::FADV,мича,ахь-
745,wie::FADV,муха,-шҕа
746,warum::FADV,хӏунда,избан
747,wieviel::FNUM,мел,заҟа
748,wieviel::FNUM,маса,заҟа
749,eins::NUM,цхьаъ,акы
750,eins::NUM,цхьаъ,аӡәы
751,zwei::NUM,шиъ,ҩба
752,drei::NUM,кхоъ,хҕа
753,vier::NUM,диъ,ҕшьба
754,fünf::NUM,пхиъ,хəба
755,sechs::NUM,ялх,фба
756,sieben::NUM,ворхӏ,Бжьба
757,acht::NUM,бархӏ,ааба
758,neun::NUM,исс,жәба
759,zehn::NUM,итт,жәаба
760,elf::NUM,цхьайтта,жәеизатәи
761,zwölf::NUM,шийтта,жәаҩа
762,zwanzig::NUM,ткъа,ҩажәа
763,dreißig::NUM,ткъе итт,ҩажәижәабатәи
764,vierzig::NUM,шовзткъа,ҩынҩажәа
765,fünfzig::NUM,шовзткъе итт,ҩынҩажәеижәаба
766,sechzig::NUM,кхузткъа,хынҩажәа
767,siebzig::NUM,кхузткъе итт,хынҩажәижәаба
768,achtzig::NUM,дезткъа,ҕшьынҩажәа
769,neunzig::NUM,дезткъе итт,ҕшьынҩажәижәаба
770,hundert::NUM,бӏе,шәкы
771,tausend::NUM,эзар,зқьы
772,und::CNJ,a,-и
773,oder::CNJ,я,ма
774,stehen::V,латта,агылазаара
775,sitzen::V,хиъна ӏан,атəара
776,sitzen::V,хиъна ӏан,атəа(заа)ра
777,liegen::V,ӏилла,аиара
778,hängen::V,кхаза,акнаҳара
779,werden::V,хила,аҟалара
780,passieren::V,хила,аҟалара
781,beginnen::V,доло,алагара
782,enden::V,дӏадерза,алгара
783,wechseln::V,хийца,аҽыҧсахра
784,aufgehen[Sonne]::V,кхета,агылара
785,aufgehen[Sonne]::V,кхета,ахашлара
786,aufgehen[Sonne]::V,кхета,аҩаҵхахара
787,untergehen[Sonne]::V,чубуза,аҭашəара
788,scheinen[Sonne]::V,серло яла,акаҧхара
789,donnern::V,къекъа,адыдра
790,wehen::V,хьекха,асра
791,strömen::V,эха,акаҭəара
792,fließen::V,охьаэха,ацара
793,sich drehen::V,хьийза,ахагьежьра
794,schwanken::V,леста,аҵысра
795,schwingen::V,лесто,ахызазара
796,schwingen::V,лесто,акьаандара
797,fallen::V,охьакхета,акаҳара
798,brennen::V,дага,абылра
799,rauchen::V,оза,ахылҵра
800,regnen::V,догlа догlу,аура
801,gefrieren::V,гӏоро,аҵаара
802,tauen::V,даша,аӡҭра
803,schmelzen::V,лала,ақəӡыҭра
804,schmelzen::V,лала,аҭəара
805,trocknen::V,дакъо,абара
806,sieden::V,кхехка,ашра
807,faulen::V,дахкадала,абаара
808,verfaulen::V,дахкадала,абаара
809,verfaulen::V,дахкадала,аилашра
810,reißen::V,хеда,аҧжəара
811,versinken::V,хичудаха,аӡааҟəрылара
812,vergehen::V,дlаэха,ацара
813,erscheinen::V,схьадала,ацəырҵра
814,erscheinen::V,ӏоттадала,ацəырҵра
815,verschwinden::V,къайладала,аҵашəкəара
816,sinken::V,лахдала,атəара
817,sinken::V,лахдала,алаҟəра
818,zunehmen::V,лакхадала,аҽырҭбаара
819,zunehmen::V,лакхадала,аиҵыҵра
820,zunehmen::V,лакхадала,арацəахара
821,steigen::V,хьаладала,азҳара
822,steigen::V,хьаладала,ашьҭыҵра
823,steigen::V,хьаладала,адухара
824,steigen::V,хьаладала,ацлара
825,wachsen::V,кхиа,азҳара
826,glänzen::V,лепа,ацыр-цырра
827,glänzen::V,лепа,ацыҩ-цыҩра
828,glänzen::V,лепа,аказказра
829,funkeln::V,къега,ашап-шапра
830,funkeln::V,къега,ацым-цымра
831,lärmen::V,гӏовгӏаян,ашьҭыбжьгара
832,lärmen::V,гӏовгӏаян,аҕьҕьаҳәа аилалара
833,läuten::V,детта,аҵəҵəасра
834,klingeln::V,дека,аҵəҵəасра
835,klirren::V,дека,ахьархьарра
836,klirren::V,дека,архьархьарра
837,brausen::V,хьаьдда даха,аилаҽҽара
838,brausen::V,хьаьдда даха,еилашуера
839,rauschen::V,леста,
840,klingen::V,дека,агара
841,klingen::V,дека,ашьҭыбжь гара
842,bellen::V,лета,ашра
843,heulen::V,угӏа,ауура
844,blasen::V,хӏуп баха,аҭəҳəара
845,pfeifen::V,шок етта,ашəшəра
846,schreien::V,мохь бетта,аҳəҳəара
847,schreien::V,мохь бетта,ахəаара
848,schreien::V,мохь бетта,аҟаара
849,stöhnen::V,узарш дан,ақьра
850,zittern::V,дега,аҵыс-ҵысра
851,leben::V,даха,аҟазаара
852,geboren werden::V,хила,Аира
853,atmen::V,садеӏа,аҕсыҕ лагаҩагара
854,trinken::V,мала,ажəра
855,essen::V,кхалла,акрыфара
856,schlucken::V,къурдбан,албаадара
857,müde werden::V,кӏаддала,ааҕсара
858,einschlafen::V,наб кхета,ацəара
859,schlafen::V,вижа,ацəазаара
860,schlafen::V,наб ян,ацəазаара
861,schlafen::V,дижина хила,ацəазаара
862,aufwachen::V,самадала,аҿыхара
863,aufstehen::V,гӏатта,Агəылҵра
864,sich erholen::V,садаӏа,аҧсшьара
865,krank werden::V,цомгуш хила,ачмазаҩхара
866,krank sein::V,цомгуш хила,аҳəарҧсарра
867,schmerzen::V,лаза,ахьра
868,schmerzen::V,ӏийжа,ахьра
869,husten::V,йовхарш етта,аимҳәара
870,genesen::V,тадала,абзиахара
871,genesen::V,тадала,аӷəӷəахара
872,sterben::V,дала,аҧсра
873,umkommen::V,хӏаллакхила,аҭахара
874,sich bewegen::V,лела,аиҭаҵра
875,sich rühren::V,меттахъхьен,ақəацара
876,sich erheben::V,хьалагlатта,аҩагылара
877,sich setzen::V,хаа,атəара
878,hinfallen::V,дожа,акаҳара
879,hinfallen::V,охьакхета,акаҳара
880,laufen::V,вада,аныҟəара
881,laufen::V,хьада,аныҟəара
882,schreiten::V,болар дан,ашьаҿа еихгара
883,schreiten::V,ког баккха,ашьаҿа еихгара
884,spazierengehen::V,доладала,анеи-ааира
885,eilen::V,сихдала,аццакра
886,sich beeilen::V,сихдала,аццакра
887,rennen::V,дада,аҩра
888,springen::V,ирхкхийсадала,аҧара
889,klettern::V,тӏедийла,ақəлара
890,schaukeln::V,техко,аҟəараҟəанҽара
891,kriechen::V,такха,аҳəазара
892,schwimmen::V,некадан,аӡсара
893,tauchen::V,чулелха,ахəӡааҵəира
894,rudern::V,дига лело,аҵшьра
895,rudern::V,кема лело,аҵшьра
896,fahren::V,хахка,акала
897,fliegen::V,тӏемадала,аҧырра
898,gehen::V,лeла,аиҭаҵра
899,weggehen::V,дӏадаха,ацара
900,abfahren::V,дӏадаха,адəықəлара
901,abfahren::V,дӏадаха,ацара
902,anhalten::V,саца,ааныргылара
903,hineingehen::V,чудала,аҭалара
904,eintreten::V,чудала,аҩналара
905,kommen::V,кхача,аара
906,kommen::V,кхача,ааира
907,kommen::V,дӏакхача,аара
908,kommen::V,дӏакхача,ааира
909,kommen::V,схьакхача,аара
910,kommen::V,схьакхача,ааира
911,ankommen::V,кхача,ааира
912,ankommen::V,кхача,аара
913,ankommen::V,кхача,анеира
914,ankommen::V,схьакхача,ааира
915,ankommen::V,схьакхача,аара
916,ankommen::V,схьакхача,анеира
917,zurückkommen::V,юхада,азыхынҳəра
918,bleiben::V,диса,аанхара
919,bleiben::V,диса,анхара
920,bleiben::V,диса,аангылара
921,warten::V,хьежа,азҧшзаара
922,warten::V,cобар дан,азҧшзаара
923,erwarten::V,хьоьжуш ӏан,азҧшра
924,suchen::V,леха,ашьҭазаара
925,finden::V,каро,аҧшаара
926,versuchen::V,дан хьажа,аҽазкра
927,vorbereiten::V,кечъян,армазеира
928,lieben::V,деза,абзиабара
929,mögen::V,безамхила,агəаҧхара
930,lachen::V,дела,аччара
931,rühren::V,хьедан,арҵəуара
932,weinen::V,делха,аҵəуара
933,schimpfen::V,чехо,ацəҳара
934,sich ärgern::V,оьгӏазъэха,агəаара
935,sich fürchten::V,кхера,аӡыӡара
936,fürchten::V,кхера,ацəшəара
937,fliehen::V,дӏадада,абналара
938,fliehen::V,дӏадада,ацəцара
939,flüchten::V,дӏадада,абналара
940,flüchten::V,дӏадада,ацəцара
941,sehen::V,ган,абара
942,anschauen::V,хьажа,ахəаҧшра
943,anschauen::V,хьежа,ахəаҧшра
944,ansehen::V,хьовса,ахəаҧшра
945,hören::V,хаза,аҳара
946,zuhören::V,ладогӏа,азыӡырҩра
947,probieren::V,хьажа,аҧышəара
948,riechen::V,хьожа яха,афыҩра
949,fühlen::V,хаадала,анырра
950,fühlen::V,хаадала,ацәакырра
951,scheinen::V,мотта,шәа
952,scheinen::V,мотта,аацәырҵа
953,zu sehen sein::V,гуш хила,
954,vernehmen::V,бартхатта,аҳара
955,frieren::V,гӏоро,ашəра
956,frieren::V,гӏоро,аҵаара
957,tun::V,дан,аҟаҵара
958,können::V,дадала,алшара
959,wollen::V,тӏергӏа,аҭахра
960,anfangen::V,доло,алагара
961,beenden::V,довла,алгара
962,aufhören::V,саца,аҟəыҵра
963,gelingen::V,кадала,аура
964,gelingen::V,кадала,аманшəалахара
965,gelingen::V,кадала,алҵра
966,geraten::V,хила,нзаарын
967,öffnen::V,дӏаделла,аартра
968,öffnen::V,схьаделла,аартра
969,schließen::V,къовла,аркра
970,schließen::V,дӏачӏагӏа,аркра
971,stellen::V,хlотто,аргылара
972,setzen::V,дийгӏа,артəара
973,legen::V,охьадилла,ақəҵара
974,berühren::V,хьедан,акьысра
975,berühren::V,хьедан,алакьысра
976,verbinden::V,вовшахтаса,аҿаҳəара
977,bedecken::V,тилла,ақəршəра
978,bedecken::V,тӏетаса,ақəршəра
979,aufhängen::V,хьалаолла,акнаҳара
980,anzünden::V,лато,аркра
981,aufheben::V,айа,ашьҭыхра
982,zurücklassen::V,дита,аныжьра
983,verlieren::V,дайа,ацəыӡра
984,fallen lassen::V,охьадожо,ацəкаҳара
985,machen::V,дан,ачаҧара
986,herstellen::V,дан,аиҵдара
987,bauen::V,гӏишлоян,аргылара
988,reparieren::V,тадан,арҽеира
989,verbessern::V,нисдан,аиҕьтəра
990,ändern::V,хийца,аҧсахра
991,graben::V,ахка,ажра
992,beugen::V,сатто,арҟəра
993,beugen::V,сатто,архəара
994,biegen::V,сатто,арҟəра
995,biegen::V,сатто,архəара
996,drehen::V,хьовзо,аргьежьра
997,umdrehen::V,хьовзo,аарҳәра
998,heben::V,айа,аҩахара
999,heben::V,айа,араҳара
1000,heben::V,хьалаайа,аҩахара
1001,heben::V,хьалаайа,араҳара
1002,hochheben::V,хьалаайа,ахагалара
1003,hochheben::V,хьалаайа,ашьҭҳəара
1004,ergreifen::V,дӏалаца,
1005,halten::V,латто,акра
1006,drücken::V,тӏетаӏо,ақəрӷəӷəара
1007,schieben::V,татта,аҵгəара
1008,schieben::V,татта,агəара
1009,kratzen::V,мӏараш тийса,ацəҟьара
1010,lecken::V,мотт хьекха,арбзара
1011,beißen::V,катoха,ацҳара
1012,abreißen::V,схьадаккха,амжəара
1013,abschneiden::V,кхада,ахҵəара
1014,abschneiden::V,кхада,аҿахҵəара
1015,binden::V,дӏадехка,аҿаҳəара
1016,binden::V,вовшахтаса,аҿаҳəара
1017,stecken::V,чудахийта,алаҵара
1018,brechen::V,кагдан,аҧҵəара
1019,klopfen::V,детта,асра
1020,hauen::V,етта,ақəкшара
1021,kleben::V,тӏелато,аҷабра
1022,reiben::V,хьекхо,арҟəыҷра
1023,streichen::V,тlехьакха,ахьшьра
1024,schleifen::V,ирдан,ахра
1025,schneiden::V,ларга,аҧҟара
1026,rütteln::V,лесто,арҵысра
1027,schütteln::V,лесто,аршəшəара
1028,schwenken::V,лесто,аҟьара
1029,schütten::V,дотта,аҭаҭəара
1030,füllen::V,дуза,арҭəра
1031,einwickeln::V,хьарчо,алаҳəара
1032,tragen::V,дахьа,аҩагара
1033,schleppen::V,ийзо,арҳəазара
1034,ziehen::V,озо,ахара
1035,aufbewahren::V,ӏалашдан,аҵəахра
1036,werfen::V,кхосса,аршəра
1037,fangen::V,леца,акра
1038,packen::V,леца,анкра
1039,packen::V,леца,аҵкаара
1040,verstecken::V,къайладаккха,аҵəахра
1041,teilen::V,декъа,ашара
1042,schicken::V,дӏадахьийта,ашьҭра
1043,bringen::V,дан,аагара
1044,hinzufügen::V,тӏетоха,ацҵара
1045,bekommen::V,даккха,аҧшаара
1046,bekommen::V,даккха,архиара
1047,bekommen::V,даккха,аура
1048,erhalten::V,даккха,аиура
1049,nehmen::V,схьаэца,агара
1050,wählen::V,харжа,алҧшаара
1051,auswählen::V,харжа,алхра
1052,bewahren::V,lалашдан,
1053,behindern::V,новкъарло ян,аҧырхагахара
1054,verderben::V,талхо,алгара
1055,verderben::V,талхо,абжьыхра
1056,verderben::V,талхо,аҧхасҭатəра
1057,beschädigen::V,дохо,аҧхасҭатəра
1058,zerbrechen::V,дохо,аҧҽра
1059,zerbrechen::V,кагдан,аҧҽра
1060,zerreißen::V,хадо,аҧжəара
1061,zerstören::V,дохо,аилаҧыххаара
1062,zerstören::V,кагдан,аилаҧыххаара
1063,verbrennen::V,даго,абылра
1064,geben::V,яла,аҭара
1065,reichen::V,дӏадала,аҭара
1066,reichen::V,дӏакховдо,аҭара
1067,schenken::V,совгӏат дан,аҩгара
1068,versprechen::V,ваӏда дан,ақəргəыӷра
1069,wünschen::V,лаа,
1070,loben::V,хасто,арҽхəара
1071,küssen::V,оба яккха,агəӡра
1072,wiegen::V,тахка,
1073,zudecken::V,тӏетаса,аҵахҩара
1074,zudecken::V,тӏетаса,ақəршəра
1075,wecken::V,самадаккха,арҿыхара
1076,zeigen::V,гайта,арбара
1077,führen::V,дига,аныҟəгара
1078,lehren::V,ӏамо,арҵара
1079,unterrichten::V,хьеха,арҧхьара
1080,aufziehen::V,кхио,ааӡара
1081,leiten::V,урхалла дан,ахагылазаара
1082,antreiben::V,сихдан,арццакра
1083,lassen::V,-йта,арҟаҵара
1084,einladen::V,кхайкха,ааҕхьара
1085,einladen::V,кхайкха,анаҧхьара
1086,vereinigen::V,цхьаьнатоха,аилаҵара
1087,besuchen::V,хьажахIотта,абара
1088,treffen::V,дуьхьалкхета,аҧылара
1089,sich versammeln::V,гулдан,аизара
1090,spielen::V,ловза,ахəмарра
1091,singen::V,лакха,ашəаҳəара
1092,tanzen::V,хелхадала,акəашара
1093,sich trennen::V,къаста,аилыҵра
1094,verlassen::V,дита,акажьра
1095,retten::V,кӏелхьардаккха,Аиқəрхара
1096,bewachen::V,ха дан,ахьчара
1097,schützen::V,лардан,ацəыхьчара
1098,verteidigen::V,лардан,ахьчара
1099,sich schlagen::V,етта,аисра
1100,schießen::V,детта,ахысра
1101,siegen::V,тола,аиааира
1102,ärgern::V,оьгӏаздахийта,аргəаара
1103,schlagen::V,тоха,асра
1104,schlagen::V,тоха,аҭасра
1105,treten::V,мийра тоха,
1106,stechen::V,ӏотта,алакшара
1107,stechen::V,къовзо,алакшара
1108,stoßen::V,татта,агəҭасра
1109,stehlen::V,лачкъо,аӡара
1110,stören::V,новкъарло ян,аҧырхагахара
1111,belästigen::V,сагатдан,аргəамҵра
1112,verbergen::V,къайладаккха,аӡара
1113,täuschen::V,ӏexo,ажьара
1114,betrügen::V,ледан,ажьара
1115,töten::V,ден,ашьра
1116,wohnen::V,даха,анхара
1117,arbeiten::V,къахьега,аусура
1118,sammeln::V,гулдан,аҟəшəара
1119,pflücken::V,даха,аҿыршəара
1120,pflücken::V,даха,аҿыхра
1121,jagen::V,талла,ашəарыцара
1122,fischen::V,чӏерий леца,аҧсыӡ икуеит
1123,fassen::V,лаца,акра
1124,fassen::V,схьалаца,акра
1125,hüten::V,лардан,арҳəра
1126,hüten::V,лардан,ахьчара
1127,treiben::V,лахка,акацара
1128,anbinden::V,дӏадехка,адҳəалара
1129,füttern::V,хӏума яла,акырҿаҵара
1130,melken::V,оза,ахьара
1131,gießen::V,хи тоха,аҵаҭəара
1132,reifen::V,хьекъа,ашəра
1133,reifen::V,хьекъа,аҟалара
1134,zubereiten::V,кечъян,ацура
1135,zubereiten::V,кхача бан,ацура
1136,kochen::V,кхача бан,ажəра
1137,backen::V,датта,аӡра
1138,braten::V,кхарза,аӡра
1139,umrühren::V,кего,аилрыхра
1140,nähen::V,тега,аӡахра
1141,färben::V,басардан,ашəра
1142,reinigen::V,цӏандан,арыцқьара
1143,waschen::V,йила,аӡәӡәара
1144,waschen::V,йитта,аӡәӡәара
1145,waschen::V,дӏадайа,аӡәӡәара
1146,abwischen::V,дӏадайа,арбара
1147,spülen::V,хи кхарза,аҭыршара
1148,fegen::V,нуй хьакха,аҧссара
1149,kehren::V,нуй хьакха,
1150,baden::V,лийча,аҽыкəабара
1151,sich waschen::V,юьхь йила,аҽыӡəӡəара
1152,ausziehen::V,духар дӏадаккха,ашəыхра
1153,sich anziehen::V,духа,аҽеилаҳəара
1154,kämmen::V,ехк хьакха,аҳəара
1155,schmücken::V,хаздан,арҧшӡара
1156,sagen::V,ала,аҳəара
1157,sprechen::V,баха,ацəажəара
1158,sprechen::V,мотт бийца,ацəажəара
1159,reden::V,къамел дан,ацəажəара
1160,reden::V,къамел дан,аицәажәара
1161,sich unterhalten::V,къамел дан,аицәажәара
1162,fragen::V,хатта,азҵаара
1163,bitten::V,деха,аҳəара
1164,erzählen::V,дийца,аҳəара
1165,mitteilen::V,хаам бан,азыцҳара
1166,nennen::V,цӏе яккха,ахьӡҵара
1167,rufen::V,кхайкха,азҿыҭра
1168,prahlen::V,куралла ян,аҽхəара
1169,prahlen::V,дозалла дан,аҽхəара
1170,übersetzen::V,гоч дан,аиҭагара
1171,denken::V,ойла ян,азхəыцра
1172,glauben::V,теша,ахаҵара
1173,bemerken::V,ган,агəаҭара
1174,erkennen::V,довза,адырра
1175,begreifen::V,кхета,аилкаара
1176,verstehen::V,кхета,аҳара
1177,lernen::V,деша,аҵара
1178,wissen::V,хаа,адырра
1179,sich erinnern an::V,дагадан,агəаларшəара
1180,vergessen::V,дицдала,ахашҭра
1181,messen::V,дуста,ашəара
1182,zählen::V,дагардан,аҧхьаӡара
1183,rechnen::V,лара,аҳасабра
1184,lesen::V,еша,аҧхьара
1185,malen::V,сурт дилла,
1186,zeichnen::V,сурт дилла,
1187,schreiben::V,яздан,
1188,besitzen::V,доладан,амазаара
1189,kaufen::V,эца,Аахəара
1190,verkaufen::V,дохка,аҭира
1191,bezahlen::V,мах бала,ахҭынҵара
1192,bezahlen::V,мах бала,ашəара
1193,zahlen::V,мах бала,ашəара
1194,beherrschen::V,собаре хила,
1195,ertragen::V,лан,ачҳара
1196,ertragen::V,сатоха,ачҳара
1197,ertragen::V,садетта,ачҳара
1198,Schlinge::N,,аҟəараҟəантə
1199,Art::N,,ахкы
1200,Entfernung::N,,абжьара
1201,Griff::N,,амаа
1202,Figur::N,,афигура
1203,Bogen[Waffe]::N,,ахыц
1204,so::ADV,,ас
1205,so::ADV,,абас
1206,abnehmen::V,,ацӡаара
1207,abnehmen::V,,аиҵалара
1208,sausen::V,,аҧырра
1209,sausen::V,,иҭрысны
1210,sausen::V,,ишьҭҟьаны ацара
1211,hacken::V,,аҟəаҟəара
1212,stricken::V,,аҧара
1213,anziehen::V,,ашəҵара
