,Concept_ID,sq,da
829,stehen::V,rri,stå
830,sitzen::V,rri,sidde
831,liegen::V,rri shtrirë,ligge
832,hängen::V,varem,hænge
833,werden::V,bëhem,blive
834,passieren::V,ndodh,ske
835,passieren::V,ndodh,hænde
836,beginnen::V,filloj,begynde
837,enden::V,përfundoj,ende
838,wechseln::V,ndërroj,veksle
839,aufgehen[Sonne]::V,hapem,gå op
840,aufgehen[Sonne]::V,hapem,stå op
841,untergehen[Sonne]::V,hyj,gå ned
842,untergehen[Sonne]::V,perëndoj,gå ned
843,scheinen[Sonne]::V,ndriçoj,skinne
844,donnern::V,gjëmoj,tordne
845,donnern::V,bubulloj,tordne
846,wehen::V,fryj,blæse
847,strömen::V,derdh,strømme
848,fließen::V,rrjedh,flyde
849,sich drehen::V,rrotullohem,dreje sig
850,schwanken::V,dyzoj,vakle
851,schwingen::V,dridhem,svinge
852,fallen::V,bie,falde
853,brennen::V,digjem,brænde
854,rauchen::V,nxjerr tym,ryge
855,regnen::V,bie shi,regne
856,gefrieren::V,ngrij,fryse
857,tauen::V,shkrij,tø
858,schmelzen::V,shkrij,smelte
859,trocknen::V,thaj,tørre
860,sieden::V,ziej,koge
861,faulen::V,kalbem,rådne
862,faulen::V,prishem,rådne
863,verfaulen::V,kalbem,rådne
864,reißen::V,grisem,briste
865,reißen::V,shqyhem,briste
866,versinken::V,humboj,synke
867,versinken::V,humboj,synke ned
868,vergehen::V,kaloj,forløbe
869,erscheinen::V,dukem,vise sig
870,verschwinden::V,zhdukem,forsvinde
871,sinken::V,ulem,synke
872,abnehmen::V,pakësohem,aftage
873,abnehmen::V,zvogëlohem,aftage
874,zunehmen::V,shtohem,tiltage
875,steigen::V,rritem,stige
876,wachsen::V,rritem,gro
877,wachsen::V,rritem,vokse
878,glänzen::V,vezulloj,glinse
879,funkeln::V,xixoj,tindre
880,funkeln::V,xixëlloj,tindre
881,lärmen::V,oshtij,larme
882,lärmen::V,zhurmoj,larme
883,läuten::V,bie,ringe
884,klingeln::V,i bie ziles,ringe
885,klirren::V,kërcëlloj,klirre
886,brausen::V,gjëmoj,bruse
887,rauschen::V,fëshfërij,suse
888,klingen::V,tingëlloj,lyde
889,klingen::V,tingëlloj,klinge
890,bellen::V,leh,gø
891,heulen::V,ulërij,hyle
892,blasen::V,fryj,blæse
893,pfeifen::V,fishkëllej,fløjte
894,schreien::V,bërtas,skrige
895,stöhnen::V,rënkoj,stønne
896,zittern::V,trembem,dirre
897,zittern::V,trembem,skælve
898,leben::V,rroj,leve
899,leben::V,jetoj,leve
900,geboren werden::V,lind,fødes
901,atmen::V,marr frymë,ånde
902,trinken::V,pi,drikke
903,essen::V,ha,spise
904,schlucken::V,gëlltis,synke
905,schlucken::V,kapërdij,synke
906,müde werden::V,lodhem,blive træt
907,einschlafen::V,bie të fle,falde i søvn
908,schlafen::V,fle,sove
909,aufwachen::V,zgjohem,vågne
910,aufstehen::V,çohem,stå op
911,aufstehen::V,ngrihem,stå op
912,sich erholen::V,qetësohem,komme sig
913,sich erholen::V,shtendosem,komme sig
914,krank werden::V,bie i sëmurë,blive syg
915,krank sein::V,jam i sëmurë,være syg
916,schmerzen::V,dhemb,smerte
917,husten::V,kollitem,hoste
918,genesen::V,shërohem,komme sig
919,sterben::V,vdes,dø
920,umkommen::V,vdes,omkomme
921,umkommen::V,mbaroj,omkomme
922,sich bewegen::V,shkundem,bevæge sig
923,sich rühren::V,lëviz,røre på sig
924,sich erheben::V,ngrihem,rejse sig
925,sich setzen::V,ulem,sætte sig
926,hinfallen::V,gremisem,
927,laufen::V,eci,løbe
928,schreiten::V,çapem,skride
929,spazierengehen::V,shëtis,gå en tur
930,eilen::V,ngas,ile
931,sich beeilen::V,nxitoj,skynde sig
932,sausen::V,eci shpejt,suse
933,rennen::V,vrapoj,løbe
934,rennen::V,vrapoj,rende
935,springen::V,kërcej,hoppe
936,springen::V,kërcej,springe
937,klettern::V,hipi,klatre
938,schaukeln::V,kolovitem,gynge
939,kriechen::V,zvarritem,krybe
940,schwimmen::V,notoj,svømme
941,tauchen::V,zhytem,dykke
942,rudern::V,vozis,ro
943,fahren::V,shkoj,køre
944,fliegen::V,fluturoj,flyve
945,gehen::V,eci,gå
946,gehen::V,shkoj,gå
947,weggehen::V,vete,gå bort
948,abfahren::V,nisem,køre bort
949,anhalten::V,ndalem,standse
950,hineingehen::V,futem,gå ind
951,eintreten::V,hyj,træde ind
952,kommen::V,vij,komme
953,ankommen::V,arrij,ankomme
954,ankommen::V,mbërrij,ankomme
955,zurückkommen::V,kthehem,komme tilbage
956,bleiben::V,mbetem,blive
957,bleiben::V,mbetem,forblive
958,bleiben::V,qëndroj,blive
959,bleiben::V,qëndroj,forblive
960,warten::V,pres,vente
961,erwarten::V,pres,vente
962,erwarten::V,pres,afvente
963,suchen::V,kërkoj,søge
964,finden::V,gjej,finde
965,versuchen::V,mundohem,forsøge
966,vorbereiten::V,përgatis,forberede
967,lieben::V,dashuroj,elske
968,mögen::V,dua,holde af
969,mögen::V,dua,kunne lide
970,lachen::V,qesh,le
971,rühren::V,mallëngjej,røre
972,weinen::V,qaj,græde
973,schimpfen::V,shaj,skænde
974,sich ärgern::V,bëhem verem,ærgre sig
975,sich fürchten::V,kam frikë,være bange
976,sich fürchten::V,frikësohem,være bange
977,fürchten::V,kam frikë nga,være bange for
978,fliehen::V,arratisem,flygte
979,flüchten::V,iki,flygte
980,sehen::V,shoh,se
981,anschauen::V,shikoj,se på
982,anschauen::V,shikoj,betragte
983,ansehen::V,shikoj,anse
984,hören::V,dëgjoj,høre
985,zuhören::V,veshtoj,høre til
986,probieren::V,provoj,smage
987,probieren::V,provoj,smage på
988,riechen::V,nuhas,lugte
989,fühlen::V,ndiej,føle
990,scheinen::V,ndriçoj,synes
991,zu sehen sein::V,dukem,synes
992,vernehmen::V,dëgjoj,erfare
993,frieren::V,mërdhij,fryse
994,tun::V,bëj,gøre
995,können::V,mund,kunne
996,wollen::V,dua,ville
997,wollen::V,dëshiroj,ville
998,anfangen::V,filloj,begynde
999,beenden::V,kryej,afslutte
1000,beenden::V,mbaroj,afslutte
1001,aufhören::V,pushoj,ophøre
1002,aufhören::V,pushoj,holde op
1003,gelingen::V,më shkon mbarë,lykkes
1004,geraten::V,del,blive
1005,öffnen::V,hap,åbne
1006,schließen::V,mbyll,lukke
1007,stellen::V,vë,stille
1008,setzen::V,vë,sætte
1009,legen::V,vë,lægge
1010,berühren::V,rrok,berøre
1011,verbinden::V,bashkoj,forbinde
1012,bedecken::V,mbuloj,dække
1013,bedecken::V,mbuloj,bedække
1014,aufhängen::V,var,hænge
1015,aufhängen::V,var,hænge op
1016,anzünden::V,ndez,tænde
1017,anzünden::V,ndez,antænde
1018,aufheben::V,ngre,løfte
1019,aufheben::V,ngre,tage op
1020,zurücklassen::V,lë pas,lade tilbage
1021,verlieren::V,humb,miste
1022,fallen lassen::V,lëshoj,tabe
1023,fallen lassen::V,lëshoj,droppe
1024,machen::V,bëj,gøre
1025,herstellen::V,prodhoj,fremstille
1026,bauen::V,ndërtoj,bygge
1027,reparieren::V,ndreq,reparere
1028,reparieren::V,meremetoj,reparere
1029,verbessern::V,përmirësoj,rette
1030,verbessern::V,përmirësoj,forbedre
1031,ändern::V,ndërroj,ændre
1032,graben::V,gërmoj,grave
1033,beugen::V,kërrus,bøje
1034,biegen::V,përkul,bøje
1035,drehen::V,dredh,dreje
1036,drehen::V,rrotulloj,dreje
1037,wenden::V,kthej,vende
1038,umdrehen::V,kthej,dreje om
1039,heben::V,ngre,hæve
1040,hochheben::V,ngre,løfte
1041,ergreifen::V,rrëmbej,gribe fat i
1042,halten::V,mbaj,holde
1043,drücken::V,shtyp,trykke
1044,schieben::V,shtyj,skyde
1045,schieben::V,shtyj,skubbe
1046,kratzen::V,kruaj,klø
1047,kratzen::V,kruaj,kradse
1048,kratzen::V,gërvisht,klø
1049,kratzen::V,gërvisht,kradse
1050,lecken::V,lëpij,slikke
1051,beißen::V,kafshoj,bide
1052,abreißen::V,shkëpus,rive af
1053,abschneiden::V,cungoj,skære af
1054,binden::V,lidh,binde
1055,stecken::V,fus,stikke
1056,stecken::V,ngul,stikke
1057,brechen::V,thyej,brække
1058,klopfen::V,trokas,banke
1059,hauen::V,godas,hugge
1060,kleben::V,ngjis,klistre
1061,reiben::V,fërkoj,gnide
1062,streichen::V,lyej,smøre
1063,schleifen::V,mpreh,slibe
1064,schneiden::V,pres,skære
1065,schneiden::V,pres,klippe
1066,rütteln::V,shkund,ruske
1067,schütteln::V,lëkund,ryste
1068,schwenken::V,valëvit,svinge
1069,schütten::V,mbush,hælde
1070,füllen::V,mbush,fylde
1071,einwickeln::V,mbështjell,pakke ind
1072,tragen::V,mbaj,bære
1073,tragen::V,mbart,bære
1074,schleppen::V,heq,slæbe
1075,schleppen::V,zhgërryej,slæbe
1076,ziehen::V,tërheq,trække
1077,aufbewahren::V,ruaj,opbevare
1078,werfen::V,hedh,kaste
1079,fangen::V,kap,fange
1080,packen::V,rrëmbej,gribe
1081,verstecken::V,fsheh,gemme
1082,teilen::V,ndaj,dele
1083,schicken::V,dërgoj,sende
1084,bringen::V,sjell,bringe
1085,hinzufügen::V,shtoj,tilføje
1086,bekommen::V,kap,få
1087,erhalten::V,marr,få
1088,nehmen::V,marr,tage
1089,wählen::V,zgjedh,vælge
1090,auswählen::V,përzgjedh,udvælge
1091,bewahren::V,ruaj,bevare
1092,behindern::V,pengoj,hindre
1093,behindern::V,pengoj,forhindre
1094,verderben::V,prish,ødelægge
1095,beschädigen::V,dëmtoj,beskadige
1096,zerbrechen::V,thyej,brække itu
1097,zerreißen::V,çjerr,rive itu
1098,zerreißen::V,zheloj,rive itu
1099,zerstören::V,prish,ødelægge
1100,zerstören::V,shkatërroj,ødelægge
1101,verbrennen::V,djeg,brænde
1102,geben::V,jap,give
1103,reichen::V,jap,række
1104,schenken::V,fal,forære
1105,schenken::V,dhuroj,forære
1106,versprechen::V,premtoj,love
1107,wünschen::V,uroj,ønske
1108,loben::V,lëvdoj,rose
1109,loben::V,lavdëroj,rose
1110,küssen::V,puth,kysse
1111,wiegen::V,tund,vugge
1112,zudecken::V,mbuloj,dække til
1113,wecken::V,zgjoj,vække
1114,zeigen::V,dëftej,vise
1115,führen::V,çoj,føre
1116,lehren::V,arsej,lære
1117,unterrichten::V,arsimoj,undervise
1118,aufziehen::V,rris,opdrage
1119,leiten::V,udhëheq,lede
1120,antreiben::V,nxis,skynde på
1121,lassen::V,detyroj,få til at
1122,einladen::V,ftoj,indbyde
1123,einladen::V,ftoj,invitere
1124,vereinigen::V,bashkoj,forene
1125,besuchen::V,vizitoj,besøge
1126,treffen::V,ndesh,møde
1127,sich versammeln::V,tubohem,forsamles
1128,spielen::V,loz,lege
1129,spielen::V,loz,spille
1130,spielen::V,luaj,lege
1131,spielen::V,luaj,spille
1132,singen::V,këndoj,synge
1133,tanzen::V,kërcej,danse
1134,tanzen::V,vallëzoj,danse
1135,sich trennen::V,ndahem,skilles
1136,verlassen::V,braktis,forlade
1137,retten::V,shpëtoj,redde
1138,bewachen::V,ruaj,bevogte
1139,schützen::V,ruaj,skærme
1140,schützen::V,ruaj,beskytte
1141,schützen::V,mbroj,skærme
1142,schützen::V,mbroj,beskytte
1143,verteidigen::V,mbroj,forsvare
1144,sich schlagen::V,zihem,slås
1145,schießen::V,shtie,skyde
1146,siegen::V,fitoj,sejre
1147,siegen::V,ngadhënjej,sejre
1148,ärgern::V,zemëroj,ærgre
1149,schlagen::V,rrah,slå
1150,schlagen::V,godas,slå
1151,treten::V,shtyj,sparke
1152,treten::V,shtyj më këmbë,sparke
1153,stechen::V,ther,stikke
1154,stechen::V,shpoj,stikke
1155,stoßen::V,shtyj,støde
1156,stehlen::V,vjedh,stjæle
1157,stören::V,pengoj,forstyrre
1158,belästigen::V,bezdis,genere
1159,belästigen::V,bezdis,ulejlige
1160,verbergen::V,fsheh,skjule
1161,täuschen::V,mashtroj,villede
1162,betrügen::V,kobis,bedrage
1163,töten::V,vras,dræbe
1164,wohnen::V,banoj,bo
1165,arbeiten::V,punoj,arbejde
1166,arbeiten::V,vardoj,arbejde
1167,sammeln::V,mbledh,samle
1168,sammeln::V,grumbulloj,samle
1169,pflücken::V,vjel,plukke
1170,pflücken::V,mbledh,plukke
1171,jagen::V,gjuaj,jage
1172,fischen::V,peshkoj,fiske
1173,fischen::V,gjuaj peshk,fiske
1174,fassen::V,zë,fange
1175,hüten::V,kullos,vogte
1176,treiben::V,vë përpara,drive
1177,anbinden::V,lidh,binde fast
1178,füttern::V,grazhdoj,fodre
1179,melken::V,mjel,malke
1180,hacken::V,grij,hakke
1181,gießen::V,ujis,hælde
1182,reifen::V,piqem,modne
1183,zubereiten::V,gatuaj,tilberede
1184,kochen::V,ziej,koge
1185,backen::V,pjek,bage
1186,backen::V,furroj,bage
1187,braten::V,fërgoj,stege
1188,braten::V,tiganis,stege
1189,umrühren::V,trazoj,røre om
1190,stricken::V,thur,strikke
1191,nähen::V,qep,sy
1192,färben::V,ngjyej,farve
1193,färben::V,bojatis,farve
1194,reinigen::V,qëroj,rense
1195,reinigen::V,qëroj,gøre ren
1196,reinigen::V,pastroj,rense
1197,reinigen::V,pastroj,gøre ren
1198,waschen::V,laj,vaske
1199,waschen::V,finjos,vaske
1200,abwischen::V,fshij,tørre af
1201,spülen::V,kulloj,skylle
1202,fegen::V,fshij,feje
1203,kehren::V,fshij,feje
1204,baden::V,lahem,bade
1205,sich waschen::V,lahem,vaske sig
1206,ausziehen::V,heq,tage af
1207,ausziehen::V,zbath,tage af
1208,anziehen::V,vesh,tage på
1209,anziehen::V,mbath,tage på
1210,sich anziehen::V,vishem,klæde sig på
1211,kämmen::V,kreh,rede
1212,kämmen::V,kreh,frisere
1213,schmücken::V,hijeshoj,pynte
1214,schmücken::V,hijeshoj,smykke
1215,sagen::V,them,sige
1216,sprechen::V,flas,snakke
1217,reden::V,fjalos,tale
1218,reden::V,fjalos,snakke
1219,reden::V,fjalëtoj,tale
1220,reden::V,fjalëtoj,snakke
1221,sich unterhalten::V,bisedoj,snakke sammen
1222,fragen::V,pyes,spørge
1223,bitten::V,lus,bede
1224,bitten::V,lutem,bede
1225,erzählen::V,rrëfej,berette
1226,erzählen::V,rrëfej,fortælle
1227,mitteilen::V,kumtoj,meddele
1228,nennen::V,quaj,nævne
1229,rufen::V,thërras,råbe
1230,prahlen::V,mburrem,prale
1231,prahlen::V,kapardisem,prale
1232,übersetzen::V,përkthej,oversætte
1233,denken::V,mendoj,tænke
1234,glauben::V,besoj,tro
1235,bemerken::V,vërej,bemærke
1236,bemerken::V,vërej,lægge mærke til
1237,erkennen::V,njoh,genkende
1238,erkennen::V,shquaj,genkende
1239,begreifen::V,marr vesh,begribe
1240,verstehen::V,marr vesh,forstå
1241,lernen::V,mësoj,lære
1242,wissen::V,di,vide
1243,sich erinnern an::V,kujtoj,mindes
1244,sich erinnern an::V,kujtoj,huske på
1245,vergessen::V,harroj,glemme
1246,messen::V,mas,måle
1247,zählen::V,njeh,tælle
1248,rechnen::V,llogaris,regne
1249,lesen::V,lexoj,læse
1250,lesen::V,këndoj,læse
1251,malen::V,lyej,male
1252,zeichnen::V,vizatoj,tegne
1253,schreiben::V,shkruaj,skrive
1254,besitzen::V,kam,eje
1255,besitzen::V,kam,besidde
1256,kaufen::V,blej,købe
1257,verkaufen::V,shes,sælge
1258,bezahlen::V,paguaj,betale
1259,zahlen::V,paguaj,betale
1260,beherrschen::V,zotëroj,beherske
1261,ertragen::V,duroj,tåle
1262,ertragen::V,duroj,udholde
