,Concept_ID,pl,cv
727,sanft::A,łagodny,ачаш
728,hungrig::A,głodny,выҫӑ
729,krank::A,chory,чирлӗ
730,nackt::A,nagi,ҫара
731,traurig::A,smutny,салхуллӑ
732,lebendig::A,żywy,чӗрӗ
733,gut::A,dobry,аван
734,gut::A,dobry,лайӑх
735,schlecht::A,zły,япӑх
736,schlecht::A,zły,начар
737,richtig::A,słuszny,тӗрӗс
738,richtig::A,właściwy,тӗрӗс
739,schlimm::A,zły,йӗрӗнчӗк
740,wahr::A,prawdziwy,чӑн
741,alt::A,stary,кивӗ
742,neu::A,nowy,ҫӗнӗ
743,ehemalig::A,były,пулнӑ
744,alt[Lebewesen]::A,stary,ватӑ
745,jung::A,młody,яш
746,jung::A,młody,ҫамрӑк
747,arm::A,ubogi,чухӑн
748,arm::A,biedny,чухӑн
749,reich::A,bogaty,пуян
750,bekannt::A,znany,пӗлӗш
751,berühmt::A,słynny,чаплӑ
752,fremd::A,obcy,ют
753,fremd::A,cudzy,ют
754,verschieden::A,różny,расна
755,nah::A,bliski,ҫывӑх
756,nah::A,bliski,ҫывӑхри
757,fern::A,daleki,инҫе
758,fern::A,daleki,аякри
759,linker::A,lewy,сулахай
760,rechter::A,prawy,сылтӑм
761,anderer::A,inny,урӑх
762,erster::A,pierwszy,пӗрремӗш
763,zweiter::A,drugi,иккӗмӗш
764,dritter::A,trzeci,виҫҫӗмӗш
765,letzter::A,ostatni,юлашки
766,allein::ADV,sam,пӗччен
767,auf einmal::ADV,naraz,кӗмӗрккен
768,zusammen::ADV,razem,пӗрле
769,lange::ADV,długo,вӑрах
770,plötzlich::ADV,nagle,сасартӑк
771,sofort::ADV,natychmiast,тӳрех
772,später::ADV,później,кайран
773,jetzt::ADV,teraz,халь
774,jetzt::ADV,teraz,халӗ
775,jetzt::ADV,obecnie,халь
776,jetzt::ADV,obecnie,халӗ
777,heute::ADV,dziś,паян
778,heute::ADV,dzisiaj,паян
779,morgen::ADV,jutro,ыран
780,bald::ADV,wkrótce,халех
781,bald::ADV,wkrótce,кӗҫех
782,dann::ADV,potem,унтан
783,gestern::ADV,wczoraj,ӗнер
784,einst::ADV,kiedyś,пӗррехинче
785,einst::ADV,niegdyś,пӗррехинче
786,damals::ADV,wtedy,ун чухне
787,damals::ADV,wtedy,апла пулсан
788,damals::ADV,wówczas,ун чухне
789,damals::ADV,wówczas,апла пулсан
790,danach::ADV,następnie,унтан
791,vorher::ADV,przedtem,малтан
792,zuerst::ADV,naprzód,пирвай
793,zuerst::ADV,najpierw,пирвай
794,einmal::ADV,raz,пӗррехинче
795,manchmal::ADV,czasem,хӑш чухне
796,oft::ADV,często,тӑтӑш
797,immer::ADV,zawsze,ялан
798,niemals::ADV,nigdy,нихӑҫан та
799,hier::ADV,tu,кунта
800,hier::ADV,tutaj,кунта
801,hierhin::ADV,tu,кунта
802,von hier::ADV,stąd,кунтан
803,dort::ADV,tam,унта
804,dort::ADV,tam,ҫавӑнта
805,dorthin::ADV,tam,унта
806,dorthin::ADV,tam,ҫавӑнта
807,geradeaus::ADV,prosto,тикӗс
808,vorwärts::ADV,naprzód,малалла
809,rückwärts::ADV,wstecz,хыҫала
810,zurück::ADV,z powrotem,каялла
811,unten::ADV,u dołu,аялта
812,unten::ADV,na dole,аялта
813,hinab::ADV,na_dół,аялта
814,hinab::ADV,w_dół,аялта
815,oben::ADV,w górze,ҫӳлте
816,oben::ADV,na górze,ҫӳлте
817,hinauf::ADV,w górę,ҫӳле
818,hinauf::ADV,na górę,ҫӳле
819,überall::ADV,wszędzie,таҫта та
820,überall::ADV,wszędzie,пур ҫӗрте те
821,überall::ADV,wszędzie,кирек ӑҫта та
822,nicht::ADV,nie,мар
823,ein wenig::ADV,trochę,пӑртак
824,kaum::ADV,ledwie,аран
825,kaum::ADV,prawie nie,аран
826,sehr::ADV,bardzo,питӗ
827,so::ADV,tak,апла
828,noch::ADV,jeszcze,татах
829,nur::ADV,tylko,ҫех
830,schon::ADV,już,ӗнтӗ
831,wieder::ADV,znów,каллех
832,wieder::ADV,znowu,каллех
833,vergebens::ADV,na próżno,харам
834,vor::PRP,przed,умӗнче
835,hinter::PRP,za,кайра
836,unter::PRP,pod,айне
837,unter::PRP,pod,айӗпе
838,unter::PRP,pod,айӗнче
839,unter::PRP,pod,ҫитеспе
840,durch::PRP,przez,витӗр
841,neben::PRP,obok,патӗнче
842,zwischen::PRP,między,хушшинче
843,wegen::PRP,z powodu,пула
844,wegen::PRP,z powodu,пирки
845,dies::PRN,to,ку
846,dies::PRN,to,ҫак
847,das::PRN,to,ҫав
848,alles::PRN,wszystko,пурте
849,alles::PRN,wszystko,йӑлт
850,ich::PRN,ja,эп
851,du::PRN,ty,эс
852,er::PRN,on,вӑл
853,wir::PRN,my,эпир
854,ihr::PRN,wy,эсир
855,sie::PRN,oni,вӗсем
856,was::FPRN,co,мӗн
857,was::FPRN,co,мӗскер
858,was::FPRN,co,мӗн те пулин
859,wer::FPRN,kto,кам
860,wo::FADV,gdzie,ӑҫта
861,wohin::FADV,dokąd,ӑҫта
862,wie::FADV,jak,епле
863,wie::FADV,jak,мӗнле
864,warum::FADV,dlaczego,ма
865,warum::FADV,dlaczego,мӗншӗн
866,wieviel::FNUM,ile,миҫе
867,eins::NUM,jeden,пӗр
868,eins::NUM,jeden,пӗрре
869,zwei::NUM,dwa,ик
870,zwei::NUM,dwa,икӗ
871,zwei::NUM,dwa,иккӗ
872,drei::NUM,trzy,виҫ
873,drei::NUM,trzy,виҫӗ
874,drei::NUM,trzy,виҫҫӗ
875,vier::NUM,cztery,тӑват
876,fünf::NUM,pięć,пилӗк
877,fünf::NUM,pięć,пиллӗк
878,sechs::NUM,sześć,улт
879,sechs::NUM,sześć,ултӑ
880,sechs::NUM,sześć,улттӑ
881,sieben::NUM,siedem,ҫич
882,sieben::NUM,siedem,ҫичӗ
883,sieben::NUM,siedem,ҫиччӗ
884,acht::NUM,osiem,сакӑр
885,acht::NUM,osiem,саккӑр
886,neun::NUM,dziewięć,тӑхӑр
887,neun::NUM,dziewięć,тӑххӑр
888,zehn::NUM,dziesięć,вунӑ
889,zehn::NUM,dziesięć,вуннӑ
890,elf::NUM,jedenaście,вун пӗр
891,zwölf::NUM,dwanaście,вун ик
892,zwölf::NUM,dwanaście,вун икӗ
893,zwölf::NUM,dwanaście,вун иккӗ
894,zwanzig::NUM,dwadzieścia,ҫирӗм
895,dreißig::NUM,trzydzieści,вӑтӑр
896,vierzig::NUM,czterdzieści,хӗрӗх
897,fünfzig::NUM,pięćdziesiąt,аллӑ
898,sechzig::NUM,sześćdziesiąt,утмӑл
899,siebzig::NUM,siedemdziesiąt,ҫитмӗл
900,achtzig::NUM,osiemdziesiąt,сакӑр вунӑ
901,achtzig::NUM,osiemdziesiąt,сакӑр вуннӑ
902,neunzig::NUM,dziewięćdziesiąt,тӑхӑр вун
903,neunzig::NUM,dziewięćdziesiąt,тӑхӑр вунӑ
904,neunzig::NUM,dziewięćdziesiąt,тӑхӑр вуннӑ
905,hundert::NUM,sto,ҫӗр
906,tausend::NUM,tysiąc,пин
907,und::CNJ,i,та
908,oder::CNJ,lub,е
909,oder::CNJ,albo,е
910,stehen::V,stać,тӑр
911,sitzen::V,siedzieć,лар
912,liegen::V,leżeć,вырт
913,hängen::V,wisieć,усӑнса тӑр
914,hängen::V,wisieć,ҫакӑнса тӑр
915,werden::V,zostać,пул
916,werden::V,stać się,пул
917,passieren::V,dziać się,пул
918,passieren::V,zdarzyć się,пул
919,beginnen::V,zacząć się,пуҫлан
920,enden::V,kończyć się,пӗт
921,enden::V,kończyć się,вӗҫлен
922,wechseln::V,zmienić się,улшӑн
923,aufgehen[Sonne]::V,wzejść,тух
924,untergehen[Sonne]::V,zajść,анса лар
925,scheinen[Sonne]::V,świecić,пӑх
926,donnern::V,grzmieć,кӗмсӗртет
927,donnern::V,grzmieć,авӑт
928,wehen::V,wiać,варкӑш
929,strömen::V,płynąć,тӑкӑн
930,strömen::V,lać się,тӑкӑн
931,fließen::V,ciec,юх
932,fließen::V,płynąć,юх
933,sich drehen::V,obracać się,ҫаврӑн
934,schwanken::V,chwiać się,чӳхен
935,schwingen::V,wahać się,суллан
936,fallen::V,padać,кип
937,fallen::V,padać,тӳр кип
938,fallen::V,padać,татӑлса ан
939,brennen::V,palić się,ҫун
940,rauchen::V,dymić,мӑкӑрлан
941,rauchen::V,dymić,тӗтӗм кӑлар
942,rauchen::V,dymić się,мӑкӑрлан
943,rauchen::V,dymić się,тӗтӗм кӑлар
944,regnen::V,padać,ҫумӑр ҫӑвать
945,gefrieren::V,zamarznąć,шӑн
946,tauen::V,tajać,ирӗл
947,schmelzen::V,topnieć,ирӗл
948,trocknen::V,schnąć,тип
949,sieden::V,wrzeć,вӗре
950,sieden::V,kipieć,вӗре
951,faulen::V,gnić,ҫӗр
952,verfaulen::V,zgnić,ҫӗр
953,reißen::V,urywać się,ҫурӑл
954,versinken::V,tonąć,пут
955,vergehen::V,przechodzić,ирт
956,erscheinen::V,zjawiać się,курӑн
957,erscheinen::V,zjawiać się,курӑнса кай
958,verschwinden::V,zniknąć,ҫухал
959,sinken::V,spadać,чак
960,abnehmen::V,spadać,чак
961,zunehmen::V,wzrosnąć,пысӑклан
962,steigen::V,wzrastać,ҫӗклен
963,wachsen::V,rosnąć,ӳс
964,glänzen::V,błyszczeć,ҫиҫ
965,funkeln::V,zabłyszczeć,ялкӑш
966,funkeln::V,zabłyszczeć,йӑлтӑртат
967,lärmen::V,hałasować,шавла
968,läuten::V,dzwonić,шӑнкӑравла
969,klingeln::V,dzwonić,шӑнкӑравла
970,klirren::V,brzęczeć,калтлат
971,klirren::V,brzęczeć,шӑнкӑлтат
972,brausen::V,huczeć,ахӑр
973,rauschen::V,szumieć,вашӑлтат
974,rauschen::V,szumieć,чашӑлтат
975,rauschen::V,szeleścić,вашӑлтат
976,rauschen::V,szeleścić,чашӑлтат
977,klingen::V,brzmieć,янӑра
978,klingen::V,dźwięczeć,янӑра
979,bellen::V,szczekać,вӗр
980,heulen::V,wyć,ула
981,blasen::V,dmuchnąć,вӗр
982,pfeifen::V,gwizdać,шӑхӑр
983,schreien::V,krzyczeć,кӑшкӑр
984,stöhnen::V,stękać,йынӑш
985,zittern::V,drżeć,чӗтре
986,leben::V,żyć,пурӑн
987,geboren werden::V,urodzić się,ҫурал
988,atmen::V,oddychać,сывла
989,trinken::V,pić,ӗҫ
990,essen::V,jeść,ҫи
991,schlucken::V,połknąć,ҫӑт
992,müde werden::V,zmęczyć się,ӗшен
993,einschlafen::V,zasnąć,ыйха пут
994,einschlafen::V,zasnąć,ҫывӑрса кай
995,schlafen::V,spać,ҫывӑр
996,aufwachen::V,obudzić się,вӑран
997,aufstehen::V,wstać,тӑр
998,sich erholen::V,wypoczywać,кан
999,krank werden::V,zachorować,чирле
1000,krank sein::V,chorować,чирле
1001,schmerzen::V,boleć,сур
1002,schmerzen::V,boleć,ырат
1003,husten::V,kaszlać,ӳсӗр
1004,genesen::V,wyzdrowieć,сывал
1005,genesen::V,wyzdrowieć,тӳрлен
1006,sterben::V,umrzeć,вил
1007,umkommen::V,zginąć,вил
1008,sich bewegen::V,poruszać się,куҫ
1009,sich rühren::V,ruszyć się,хускал
1010,sich erheben::V,podnieść się,тӑр
1011,sich setzen::V,usiąść,лар
1012,hinfallen::V,upaść,ӳк
1013,laufen::V,chodzić,ут
1014,schreiten::V,kroczyć,ут
1015,spazierengehen::V,iść na spacer,уҫӑлса ҫӳре
1016,spazierengehen::V,iść na spacer,уткаласа ҫӳре
1017,eilen::V,pospieszać,васка
1018,eilen::V,pospieszać,хыпалан
1019,sich beeilen::V,pospieszyć się,васка
1020,sich beeilen::V,pospieszyć się,хыпалан
1021,sausen::V,pędzić,ыткӑн
1022,sausen::V,pędzić,вӗҫтер
1023,rennen::V,biec,чуп
1024,rennen::V,biegać,чуп
1025,springen::V,skakać,сик
1026,klettern::V,wspinać się,улӑх
1027,schaukeln::V,huśtać,йӳрӗн
1028,schaukeln::V,kołysać,йӳрӗн
1029,kriechen::V,pełzać,шу
1030,kriechen::V,pełzać,упален
1031,kriechen::V,czołgać się,шу
1032,kriechen::V,czołgać się,упален
1033,schwimmen::V,pływać,иш
1034,tauchen::V,zanurzać się,чӑм
1035,rudern::V,wiosłować,авӑс
1036,fahren::V,jechać,пыр
1037,fliegen::V,latać,вӗҫ
1038,fliegen::V,lecieć,вӗҫ
1039,gehen::V,iść,кай
1040,weggehen::V,odejść,кай
1041,abfahren::V,odjechać,тапран
1042,anhalten::V,zatrzymać się,чарӑн
1043,hineingehen::V,wchodzić,кӗр
1044,eintreten::V,wejść,кӗр
1045,eintreten::V,nastąpić,кӗр
1046,kommen::V,przyjść,кил
1047,ankommen::V,przybyć,ҫит
1048,zurückkommen::V,wrócić,таврӑн
1049,zurückkommen::V,wrócić,каялла кил
1050,bleiben::V,zostać,юл
1051,warten::V,czekać,кӗт
1052,erwarten::V,oczekiwać,кӗт
1053,suchen::V,szukać,шыра
1054,finden::V,znaleźć,туп
1055,versuchen::V,próbować,пикен
1056,vorbereiten::V,przygotować,хатӗрле
1057,lieben::V,kochać,юрат
1058,mögen::V,lubić,кӑмӑлла
1059,mögen::V,lubić,килӗштер
1060,lachen::V,śmiać się,кул
1061,lachen::V,śmiać się,ахӑлтат
1062,rühren::V,wzruszyć,ҫулӑх
1063,weinen::V,płakać,йӗр
1064,weinen::V,płakać,макӑр
1065,schimpfen::V,kląć,вӑрҫ
1066,schimpfen::V,kląć,ятлаҫ
1067,sich ärgern::V,gniewać się,ҫиллен
1068,sich fürchten::V,bać się,шиклен
1069,fürchten::V,bać się,хӑра
1070,fliehen::V,uciekać,тар
1071,flüchten::V,uciec,чупса тар
1072,sehen::V,widzieć,кур
1073,sehen::V,zobaczyć,кур
1074,anschauen::V,oglądać,пӑхса ил
1075,ansehen::V,popatrzeć na,пӑх
1076,hören::V,słyszeć,илт
1077,zuhören::V,słuchać,итле
1078,zuhören::V,słuchać,тӑнла
1079,probieren::V,kosztować,астив
1080,riechen::V,wąchać,шӑршла
1081,fühlen::V,czuć,туй
1082,fühlen::V,czuć,сис
1083,fühlen::V,odczuwać,туй
1084,fühlen::V,odczuwać,сис
1085,scheinen::V,wydawać się,туйӑн
1086,zu sehen sein::V,widnieć,курӑн
1087,vernehmen::V,usłyszeć,пӑл
1088,frieren::V,marznąć,йӳтен
1089,tun::V,czynić,ту
1090,können::V,móc,пултар
1091,können::V,umieć,пултар
1092,wollen::V,chcieć,те
1093,anfangen::V,zacząć,пуҫла
1094,beenden::V,zakończyć,пӗтер
1095,aufhören::V,przestać,пӑрах
1096,gelingen::V,udać się,ӑн
1097,geraten::V,udać się,пул
1098,öffnen::V,otworzyć,уҫ
1099,schließen::V,zamknąć,хуп
1100,stellen::V,postawić,ларт
1101,stellen::V,postawić,тӑрат
1102,setzen::V,posadzić,ларт
1103,legen::V,kłaść,хур
1104,berühren::V,dotykać,перӗн
1105,verbinden::V,łączyć,сып
1106,bedecken::V,przykryć,вит
1107,aufhängen::V,powiesić,ҫак
1108,anzünden::V,zapalić,ҫут
1109,aufheben::V,podnieść,ҫӗкле
1110,zurücklassen::V,zostawić,манса хӑвар
1111,verlieren::V,zgubić,ҫӗтер
1112,fallen lassen::V,upuścić,ӳкер
1113,machen::V,zrobić,ту
1114,herstellen::V,wytworzyć,ӑстала
1115,bauen::V,budować,ту
1116,reparieren::V,naprawiać,юса
1117,verbessern::V,ulepszyć,лайӑхлат
1118,ändern::V,zmienić,улӑштар
1119,graben::V,kopać,чав
1120,graben::V,kopać,чакала
1121,beugen::V,zagiąć,кукӑрт
1122,biegen::V,zgiąć,ав
1123,biegen::V,zgiąć,кукӑрт
1124,drehen::V,obracać,ҫавӑр
1125,wenden::V,obrocić,ӳпӗнтер
1126,umdrehen::V,obrocić,ҫавӑр
1127,heben::V,podnosić,хӑпарт
1128,hochheben::V,podnieść,йӑт
1129,ergreifen::V,chwycić,тыт
1130,halten::V,trzymać,тыт
1131,drücken::V,naciskać,пус
1132,schieben::V,pchać,тӗк
1133,schieben::V,pchać,тӗрт
1134,schieben::V,posuwać,тӗк
1135,schieben::V,posuwać,тӗрт
1136,kratzen::V,drapać,хыр
1137,lecken::V,lizać,ҫула
1138,beißen::V,kąsać,ҫырт
1139,beißen::V,kąsać,хып
1140,abreißen::V,oderwać,тат
1141,abschneiden::V,odciąć,кас
1142,binden::V,wiązać,ҫых
1143,stecken::V,wetknąć,чик
1144,brechen::V,złamać,хуҫ
1145,klopfen::V,pukać,такка
1146,klopfen::V,stukać,такка
1147,hauen::V,bić,шакка
1148,kleben::V,kleić,ҫыпӑҫтар
1149,reiben::V,trzeć,сӑтӑр
1150,streichen::V,smarować,сӗр
1151,schleifen::V,ostrzyć,хӑйра
1152,schneiden::V,ciąć,кас
1153,schneiden::V,krajać,кас
1154,rütteln::V,trząść,лӑка
1155,rütteln::V,trząść,силлентер
1156,schütteln::V,trząść,лӑка
1157,schütteln::V,trząść,силлентер
1158,schwenken::V,machać,сулла
1159,schütten::V,nasypać,тултар
1160,füllen::V,napełnić,тултар
1161,einwickeln::V,zawinąć,чӗрке
1162,tragen::V,nieść,ҫӗкле
1163,schleppen::V,wlec,сӗтӗр
1164,ziehen::V,ciągnąć,тӑс
1165,aufbewahren::V,przechowywać,усра
1166,werfen::V,rzucać,пӑрах
1167,fangen::V,łowić,тыт
1168,packen::V,chwycić,тыт
1169,verstecken::V,ukryć,пытарса хур
1170,verstecken::V,schować,пытарса хур
1171,teilen::V,podzielić,уйӑр
1172,teilen::V,podzielić,пайла
1173,schicken::V,posyłać,яр
1174,bringen::V,przynieść,кӳр
1175,hinzufügen::V,dodać,хуш
1176,bekommen::V,dostać,ил
1177,bekommen::V,dostać,туян
1178,erhalten::V,otrzymać,ил
1179,erhalten::V,otrzymać,туян
1180,nehmen::V,wziąć,ил
1181,wählen::V,wybrać,суйла
1182,auswählen::V,wybrać,суйла
1183,bewahren::V,zachować,упра
1184,behindern::V,utrudnić,кансӗрле
1185,behindern::V,utrudnić,чӑрмантар
1186,behindern::V,przeszkadzać,кансӗрле
1187,behindern::V,przeszkadzać,чӑрмантар
1188,verderben::V,zepsuć,пӑс
1189,beschädigen::V,uszkodzić,пӑс
1190,zerbrechen::V,złamać,ват
1191,zerbrechen::V,złamać,ҫӗмӗр
1192,zerreißen::V,drzeć,ҫур
1193,zerreißen::V,rozdzierać,ҫур
1194,zerstören::V,zniszczyć,иш
1195,verbrennen::V,spalić,ҫунтар
1196,geben::V,dać,пар
1197,reichen::V,podać,пар
1198,schenken::V,darować,парнеле
1199,versprechen::V,obiecać,тума пул
1200,versprechen::V,obiecać,сӑмах пар
1201,wünschen::V,życzyć,сун
1202,loben::V,chwalić,ырла
1203,küssen::V,całować,чуп ту
1204,wiegen::V,kołysać,сиктер
1205,wiegen::V,kołysać,силле
1206,zudecken::V,przykryć,вит
1207,wecken::V,zbudzić,вӑрат
1208,zeigen::V,pokazać,кӑтарт
1209,führen::V,wieść,илсе пыр
1210,führen::V,wieść,ҫавӑтса пыр
1211,führen::V,prowadzić,илсе пыр
1212,führen::V,prowadzić,ҫавӑтса пыр
1213,lehren::V,uczyć,вёрент
1214,unterrichten::V,nauczać,вёрент
1215,aufziehen::V,wychować,вӗрент
1216,leiten::V,kierować,тытса пыр
1217,antreiben::V,popędzić,васкат
1218,lassen::V,zostawić,пусахла
1219,lassen::V,zostawić,хуш
1220,einladen::V,zaprosić,чӗн
1221,vereinigen::V,zjednoczyć,пӗрлештер
1222,besuchen::V,odwiedzić,ҫит
1223,besuchen::V,odwiedzić,кӗрсе кур
1224,treffen::V,trafić,тӗл пул
1225,treffen::V,spotkać,тӗл пул
1226,sich versammeln::V,zebrać się,пуҫтарӑн
1227,sich versammeln::V,zgromadzić się,пуҫтарӑн
1228,spielen::V,grać,выля
1229,spielen::V,bawić się,выля
1230,singen::V,śpiewać,юрла
1231,tanzen::V,pląsać,ташла
1232,tanzen::V,tańczyć,ташла
1233,sich trennen::V,rozstać się,уйрӑл
1234,verlassen::V,opuścić,хӑвар
1235,retten::V,ocalić,ҫӑл
1236,retten::V,uratować,ҫӑл
1237,bewachen::V,pilnować,хуралла
1238,schützen::V,ochronić,сыхла
1239,verteidigen::V,bronić,хӳтӗле
1240,sich schlagen::V,pobić się,ҫапӑҫ
1241,schießen::V,strzelać,пер
1242,siegen::V,zwycziężyć,ҫӗн
1243,siegen::V,zwycziężyć,ҫӗнтер
1244,ärgern::V,gniewać,тарӑхтар
1245,ärgern::V,gniewać,ҫиллентер
1246,schlagen::V,bić,ҫап
1247,schlagen::V,uderzyć,ҫап
1248,treten::V,kopnąć,тап
1249,stechen::V,ukłuć,чик
1250,stoßen::V,popchnąć,чыш
1251,stehlen::V,ukraść,вӑрла
1252,stören::V,zakłócić,кансӗрле
1253,stören::V,przeszkodzić,кансӗрле
1254,belästigen::V,dokuczać,аптӑрат
1255,belästigen::V,dokuczać,хупла
1256,verbergen::V,ukryć,пытар
1257,täuschen::V,łudzić,суй
1258,betrügen::V,oszukać,ултала
1259,töten::V,zabić,вӗлер
1260,wohnen::V,mieszkać,чуна пар
1261,wohnen::V,mieszkać,парӑнса тӑр
1262,arbeiten::V,pracować,ӗҫле
1263,sammeln::V,zebrać,пух
1264,pflücken::V,zerwać,тат
1265,jagen::V,polować,сунара ҫӳре
1266,fischen::V,łowić ryby,пулӑ тыт
1267,fassen::V,złapać,тыт
1268,hüten::V,paść,кӗт
1269,treiben::V,pędzić,хӑвала
1270,anbinden::V,przywiązać,кӑкар
1271,füttern::V,karmić,ҫитер
1272,melken::V,doić,су
1273,hacken::V,rąbać,вакла
1274,gießen::V,lać,шӑвар
1275,gießen::V,podlać,шӑвар
1276,reifen::V,dojrzeć,пиҫ
1277,zubereiten::V,przyrządzić,пӗҫер
1278,kochen::V,gotować,пӗҫер
1279,backen::V,piec,пӗҫер
1280,braten::V,piec,ӑшала
1281,braten::V,smażyć,ӑшала
1282,umrühren::V,przemieszać,хутӑштар
1283,stricken::V,dziać,ҫых
1284,nähen::V,szyć,ҫӗле
1285,färben::V,pofarbować,пӗвет
1286,reinigen::V,oczyścić,тасат
1287,waschen::V,prać,ҫу
1288,abwischen::V,obetrzeć,шӑл
1289,spülen::V,płukać,чӳхе
1290,fegen::V,zamiatać,шӑл
1291,kehren::V,zamieść,шӑл
1292,baden::V,kąpać się,шыва кӗр
1293,sich waschen::V,myć się,ҫӑвӑн
1294,ausziehen::V,zdjąć,салан
1295,anziehen::V,włożyć,тӑхӑн
1296,sich anziehen::V,ubrać się,тӑхӑн
1297,kämmen::V,uczesać,тура
1298,schmücken::V,ozdabiać,илемлет
1299,sagen::V,powiedzieć,те
1300,sprechen::V,mówić,кала
1301,reden::V,mówić,сӑмахла
1302,reden::V,mówić,калаҫ
1303,sich unterhalten::V,rozmawiać,пупле
1304,fragen::V,zapytać,ыйт
1305,bitten::V,prosić,ыйт
1306,erzählen::V,opowiedzieć,каласа пар
1307,mitteilen::V,zawiadomić o,пӗлтер
1308,mitteilen::V,zawiadomić o,хыпарла
1309,nennen::V,nazwać,те
1310,nennen::V,nazwać,чӗн
1311,rufen::V,wołać,чӗн
1312,prahlen::V,chełpić się,мухтан
1313,prahlen::V,chełpić się,вӗҫкӗнлен
1314,übersetzen::V,tłumaczyć,куҫар
1315,denken::V,myśleć,шухӑшла
1316,glauben::V,sądzić,ӗнен
1317,glauben::V,wierzyć,ӗнен
1318,bemerken::V,zauważyć,асӑрха
1319,erkennen::V,poznać,палла
1320,begreifen::V,zrozumieć,ӑнлан
1321,verstehen::V,rozumieć,пӗл
1322,verstehen::V,dosłyszeć,пӗл
1323,lernen::V,uczyć się,вӗрен
1324,wissen::V,wiedzieć,пӗл
1325,wissen::V,wiedzieć,ӑнкар
1326,sich erinnern an::V,przypomnieć sobie,аса ил
1327,vergessen::V,zapomnieć,ман
1328,vergessen::V,zapomnieć,манса кай
1329,messen::V,mierzyć,виҫ
1330,zählen::V,liczyć,шутла
1331,rechnen::V,rachować,шутла
1332,lesen::V,czytać,вула
1333,malen::V,malować,ӳкер
1334,zeichnen::V,rysować,ӳкер
1335,schreiben::V,pisać,ҫыр
1336,besitzen::V,posiadać,тыт
1337,kaufen::V,kupić,ил
1338,kaufen::V,kupić,туян
1339,verkaufen::V,sprzedać,сут
1340,bezahlen::V,zapłacić,тӳле
1341,zahlen::V,płacić,тӳле
1342,beherrschen::V,opanować,тыт
1343,ertragen::V,znieść,тӳс
