,Concept_ID,bn,tt
483,Arzt::N,চিকিৎসক,врач
484,Arzt::N,চিকিৎসক,табиб
485,Lehrer::N,অধ্যাপক,укытучы
486,Lehrer::N,অধ্যাপক,мөгаллим
487,Geld::N,মুদ্রা,акча
488,Geld::N,টাকাপয়সা,акча
489,Geschäft::N,ব্যস্ততা,эш
490,Laden::N,দোকান,кибет
491,Laden::N,দোকান,магазин
492,Preis::N,মূল্য,бәя
493,Preis::N,মূল্য,бәһа
494,Ware::N,পণ্যদ্রব্য,товар
495,Nutzen::N,সুবিধা,файда
496,Reichtum::N,ধনদৌলত,байлык
497,Welt::N,জগৎ,дөнья
498,Land::N,খেত,ил
499,Staat::N,রাষ্ট্র,дәүләт
500,König::N,রাজা,патша
501,Macht::N,প্রভাব,хакимият
502,Grenze::N,সীমা,чик
503,Krieg::N,যুদ্ধ,сугыш
504,Feind::N,শত্রু,дошман
505,Gewalt::N,জোর,көчләү
506,Kampf::N,লড়াই,көрәш
507,Bogen[Waffe]::N,ধনুক,җәя
508,Pfeil::N,বাণ,ук
509,Gewehr::N,বন্দুক,мылтык
510,Fehler::N,ভুল,хата
511,Lüge::N,মিথ্যা,ялган
512,Schaden::N,ক্ষতি,зыян
513,Schaden::N,ক্ষতি,зарар
514,Unglück::N,দুর্ভাগ্য,бәла
515,Schuld::N,অপরাধ,гаеп
516,Alter::N,আয়ু,яшь
517,Schluss::N,শেষ,ахыр
518,Zeit::N,সময়,заман
519,Tag::N,দিন,көн
520,Morgen::N,সকাল,иртә
521,Mittag::N,মধ্যাহু,өйлә
522,Abend::N,সন্ধ্যা,кич
523,Nacht::N,রাত্রি,төн
524,Woche::N,সপ্তাহ,атна
525,Monat::N,মাস,ай
526,Jahr::N,সৌরবর্ষ,ел
527,Frühling::N,বসন্তকাল,яз
528,Sommer::N,গ্রীষ্মকাল,җәй
529,Herbst::N,শরংঋতু,көз
530,Winter::N,শীতকাল,кыш
531,Januar::N,জানুয়ারী,гыйнвар
532,Februar::N,ফেব্রুয়ারী,февраль
533,März::N,মার্চ,март
534,April::N,এপ্রিল,апрель
535,Mai::N,মে,май
536,Juni::N,জুন,июнь
537,Juli::N,জুলাই,июль
538,August::N,অগাস্ট,август
539,September::N,সেপ্টেম্বর,сентябрь
540,Oktober::N,অক্টোবর,октябрь
541,November::N,নভেম্বর,ноябрь
542,Dezember::N,ডিসেম্বর,декабрь
543,Montag::N,সোমবার,дүшәмбе
544,Dienstag::N,মঙ্গলবার,сишәмбе
545,Mittwoch::N,বুধবার,чәршәмбе
546,Donnerstag::N,বৃহম্পতিবার,атнакич
547,Donnerstag::N,বৃহম্পতিবার,пәнҗешәмбе
548,Freitag::N,শুক্রবার,җомга
549,Samstag::N,শনিবার,шимбә
550,Sonntag::N,রবিবার,якшәмбе
551,groß::A,বৃহৎ,зур
552,klein::A,ছোট,кечкенә
553,lang::A,দীর্ঘ,озын
554,kurz::A,খর্ব,кыска
555,kurz::A,হ্রস্ব,кыска
556,breit::A,চওড়া,киң
557,schmal::A,সরু,кысык
558,dicht::A,ঘন,куе
559,dick[Gegenstand]::A,পুরু,калын
560,dünn::A,কৃশ,нечкә
561,fein::A,সূক্ষ্ম,нәзакәтле
562,fest::A,দৃঢ়,нык
563,flach::A,সমতল,яссы
564,flach::A,সমতল,ялпак
565,glatt::A,মসৃণ,шома
566,hart::A,শক্ত,каты
567,weich::A,নরম,йомшак
568,rund::A,গোলাকার,түгәрәк
569,spitz::A,তীক্ষ্ন,очлы
570,scharf::A,শাণিত,үткен
571,stumpf::A,ভোঁতা,үтмәс
572,schwer::A,ভারী,салмак
573,schön::A,সুন্দর,гүзәл
574,heiß::A,গরম,эссе
575,warm::A,ঈষদুষ্ণ,җылы
576,kalt::A,ঠাণ্ডা,суык
577,kalt::A,ঠাণ্ডা,салкын
578,kühl::A,শীতল,салкынча
579,frisch::A,তাজা,салкынча
580,feucht::A,ভিজা,юеш
581,nass::A,ভিজা,дымлы
582,trocken::A,শুষ্ক,коры
583,voll::A,পূর্ণ,тулы
584,leer::A,খালি,буш
585,offen::A,খোলা,ачык
586,geschlossen::A,বন্ধ,йомык
587,sauber::A,নির্মল,пакь
588,sauber::A,নির্মল,чиста
589,schmutzig::A,নোংরা,керле
590,schmutzig::A,নোংরা,пычрак
591,roh::A,কাঁচা,чи
592,reif::A,পাকা,өлгергән
593,lecker::A,সুস্বাদ,тәмле
594,süß::A,মিষ্ট,татлы
595,bitter::A,তিক্ত,ачы
596,sauer::A,টক,әче
597,hell::A,উজ্জ্বল,якты
598,dunkel::A,অন্ধকারময়,кара
599,schwarz::A,কালো,кара
600,weiß::A,সাদা,ак
601,rot::A,লাল,кызыл
602,gelb::A,হলদে,сары
603,blau::A,নীল,күк
604,grün::A,সবুজ,яшел
605,grau::A,ছাই-রঙা,соры
606,bunt::A,রঙিন,чуар
607,billig::A,সস্তা,арзан
608,teuer::A,আক্রা,хаклы
609,wertvoll::A,মহার্ঘ,кыйммәтле
610,blind::A,কানা,сукыр
611,blind::A,কানা,күзсез
612,taub::A,বধির,чукрак
613,taub::A,বধির,саңгырау
614,kräftig::A,বিশাল,егәрле
615,stark::A,শক্তিশালী,нык
616,stark::A,শক্তিশালী,базык
617,schwach::A,দুর্বল,зәгыйфь
618,fett::A,মোটা,симез
619,schlank::A,কৃশ,нәзек
620,hübsch::A,সুন্দর,чибәр
621,böse::A,খারাপ,усал
622,dumm::A,মূর্খ,акылсыз
623,faul::A,শ্রমবিমুখ,ялкау
624,faul::A,শ্রমবিমুখ,иренчәк
625,fleißig::A,পরিশ্রমী,тырыш
626,fleißig::A,পরিশ্রমী,тырышучан
627,geizig::A,ব্যয়কুণ্ঠ,саран
628,klug::A,দক্ষ,акыллы
629,geschickt::A,পটু,маһир
630,lieb::A,প্রেয়,сөекле
631,lustig::A,প্রফুল্ল,күңелле
632,sanft::A,নম্র,басынкы
633,hungrig::A,ক্ষুধার্ত,ач
634,krank::A,অসুস্থ,чирле
635,krank::A,অসুস্থ,сырхау
636,nackt::A,উলঙ্গ,шәрә
637,traurig::A,দুঃখিত,ямансу
638,lebendig::A,জীবিত,тере
639,gut::A,ভালো,яхшы
640,schlecht::A,মন্দ,начар
641,richtig::A,ঠিক,дөрес
642,schlimm::A,কদর্য,әшәкә
643,wahr::A,বাস্তব,чып-чын
644,alt::A,পুরাতন,иске
645,neu::A,নব,яңа
646,neu::A,নূতন,яңа
647,ehemalig::A,পূর্বকালীন,элекке
648,alt[Lebewesen]::A,বৃদ্ধ,карт
649,jung::A,তরুণ,яшь
650,arm::A,ক্ষুদ্র,фәкыйрь
651,reich::A,ধনবান্,бай
652,bekannt::A,সুপরিচিত,таныш
653,berühmt::A,বিখ্যাত,атаклы
654,fremd::A,বিদেশি,ят
655,verschieden::A,বিসদৃশ,төрле
656,nah::A,নিকটবতী,якын
657,fern::A,দুরবতী,ерак
658,linker::A,বাম,сул
659,rechter::A,ডান,уң
660,rechter::A,ডাইন,уң
661,anderer::A,অন্যতর,бүтән
662,erster::A,প্রথম,беренче
663,zweiter::A,দ্বিতীয়,икенче
664,dritter::A,তৃতীয়,өченче
665,letzter::A,সর্বশেষ,ахыргы
666,allein::ADV,একক,ялгыз
667,auf einmal::ADV,জলদি,бердән
668,zusammen::ADV,একসঙ্গে,бергә
669,lange::ADV,লম্বা,озак
670,plötzlich::ADV,হঠাৎ,искәрмәстән
671,sofort::ADV,মুহ্ণর্তমধ্যে,хәзер
672,später::ADV,পশ্চাতে,соңрак
673,jetzt::ADV,এখন,хәзер
674,heute::ADV,আজ,бүген
675,morgen::ADV,আগামিকাল,иртәгә
676,bald::ADV,অস্পকালমধ্যে,тиздән
677,dann::ADV,তখন,аннары
678,gestern::ADV,গতকাল,кичә
679,einst::ADV,একবার মাত্র,берчак
680,damals::ADV,তখন,ул вакытта
681,damals::ADV,তখন,ул чакта
682,danach::ADV,পরে,да
683,vorher::ADV,আগে,элек
684,zuerst::ADV,আগে,башта
685,einmal::ADV,একবার,бер
686,einmal::ADV,একবার,бер мәртәбә
687,manchmal::ADV,কখনও কখনও,кайчакта
688,oft::ADV,ঘনঘন,еш
689,immer::ADV,সর্বদা,һәркайчан
690,niemals::ADV,কখলও নহে,hичбер вакыт
691,hier::ADV,এখানে,монда
692,hier::ADV,এখানে,биредә
693,hierhin::ADV,এখানে,монда
694,von hier::ADV,ত্রই স্তান হইতে,моннан
695,dort::ADV,ওখানে,анда
696,dorthin::ADV,ওখানে,тегеләй
697,geradeaus::ADV,অগ্রগামী,турыдан-туры
698,vorwärts::ADV,সন্মুখিকে,алга
699,rückwärts::ADV,খিরিয়া,кире
700,zurück::ADV,পিঠ,кире
701,unten::ADV,নীচে,түбәндә
702,hinab::ADV,নিম্নগামী,аска
703,oben::ADV,উপরে,өстә
704,oben::ADV,উপরে,югарыда
705,hinauf::ADV,উচ্চতর অংশে,өскә
706,überall::ADV,সর্বত্র,hәркайда
707,nicht::ADV,না,түгел
708,ein wenig::ADV,অল্প,бераз
709,kaum::ADV,কষ্টসহকাবে,көчкә
710,sehr::ADV,খুব,бик
