,Concept_ID,cv,ka
655,dünn::A,ҫинҫе,წვრილი
656,dünn::A,ҫӳхе,წვრილი
657,fein::A,тарай,თხელი
658,fein::A,вӗлтӗрти,თხელი
659,fest::A,тӗреклӗ,მყარი
660,flach::A,лаптак,ბრტყელი
661,glatt::A,такӑр,გლუ
662,hart::A,хытӑ,მაგარი
663,weich::A,ҫемҫе,რბილი
664,rund::A,ҫавра,მრგვალი
665,spitz::A,шӗвӗр,წვეტიანი
666,scharf::A,ҫивӗч,მჭრელი
667,stumpf::A,мӑка,ბლაგვი
668,stumpf::A,пуклак,ბლაგვი
669,stumpf::A,тӗрӗнчӗк,ბლაგვი
670,stumpf::A,ӑнкарусӑр,ბლაგვი
671,schwer::A,йывӑр,მძიმე
672,schön::A,илемлӗ,ლამაზი
673,heiß::A,вӗри,ცხელი
674,warm::A,ӑшӑ,თბილი
675,kalt::A,сивӗ,ცივი
676,kühl::A,уҫӑ,გრილი
677,frisch::A,уҫӑ,სუფთა
678,feucht::A,йӗпе,ნოტიო
679,nass::A,нӳрӗ,სველი
680,trocken::A,типӗ,მშრალი
681,voll::A,тулли,სავსე
682,leer::A,пушӑ,ცარიელი
683,offen::A,уҫӑ,ღია
684,offen::A,уҫӑ,გაშლილი
685,geschlossen::A,хупӑ,დახურული
686,sauber::A,таса,სუფთა
687,sauber::A,таса,წმინდა
688,schmutzig::A,пылчӑклӑ,ტალახიანი
689,schmutzig::A,вараланчӑк,ტალახიანი
690,roh::A,чӗрӗ,უმი
691,reif::A,пулнӑ,მწიფე
692,reif::A,пиҫӗхнӗ,მწიფე
693,reif::A,аталаннӑ,მწიფე
694,reif::A,пиҫсе ҫитнӗ,მწიფე
695,lecker::A,тутлӑ,გემრიელი
696,lecker::A,техӗмлӗ,გემრიელი
697,süß::A,пылак,ტკბილი
698,bitter::A,йӳҫӗ,მწარე
699,sauer::A,йӳҫӗ,მჟავე
700,sauer::A,йӳҫек,მჟავე
701,sauer::A,кӑвасак,მჟავე
702,hell::A,ҫутӑ,ნათელი
703,dunkel::A,тӗттӗм,ბნელი
704,schwarz::A,хура,შავი
705,weiß::A,шурӑ,თეთრი
706,rot::A,хӗрлӗ,წითელი
707,gelb::A,сарӑ,ყვითელი
708,blau::A,кӑвак,ლურჯი
709,blau::A,кӑвак,ცისფერი
710,grün::A,симӗс,მწვანე
711,grün::A,пиҫмен,მწვანე
712,grün::A,ӑс пухман,მწვანე
713,grau::A,кӑвак,რუხი
714,grau::A,кӑвак,ნაცრისფერი
715,bunt::A,чӑпар,ჭრელი
716,bunt::A,чӑпар,ფერადი
717,billig::A,йӳнӗ,იაფი
718,teuer::A,хаклӑ,ძვირი
719,wertvoll::A,паха,ღირსიანი
720,blind::A,суккӑр,ბრმა
721,taub::A,хӑлхасӑр,ყრუ
722,kräftig::A,хӑватлӑ,ძალავანი
723,stark::A,вирлӗ,ძლიერი
724,stark::A,вирлӗ,ღონიერი
725,schwach::A,халсӑр,სუსტი
726,fett::A,самӑр,სქელი
727,fett::A,мӑнтӑр,სქელი
728,schlank::A,йӑрӑс,გამხდარი
729,schlank::A,яштака,გამხდარი
730,hübsch::A,хитре,ეშხიანი
731,hübsch::A,хитре,მშვენიერი
732,böse::A,усал,ავი
733,böse::A,усал,ბოროტი
734,dumm::A,ухмах,ბოთე
735,dumm::A,ухмах,სულელი
736,faul::A,наян,ზანტი
737,faul::A,наян,ზარმაცი
738,faul::A,юлхав,ზანტი
739,faul::A,юлхав,ზარმაცი
740,faul::A,ӳркенчӗк,ზანტი
741,faul::A,ӳркенчӗк,ზარმაცი
742,fleißig::A,хастар,ბეჯითი
743,fleißig::A,хастар,მუყაითი
744,geizig::A,хытӑ,ძუნწი
745,klug::A,ӑслӑ,ჭკვიანი
746,geschickt::A,ӑста,მარჯვე
747,geschickt::A,ӑста,გაწაფული
748,lieb::A,савнӑ,სატრფიალო
749,lustig::A,хаваслӑ,მხიარული
750,sanft::A,ачаш,ალერსიანი
751,sanft::A,ачаш,გრძნობიერი
752,hungrig::A,выҫӑ,მშიერი
753,krank::A,чирлӗ,სნეული
754,krank::A,чирлӗ,ავადმყოფი
755,nackt::A,ҫара,ტიტველი
756,traurig::A,салхуллӑ,მწუხარე
757,traurig::A,салхуллӑ,სევდიანი
758,lebendig::A,чӗрӗ,ცოცხალი
759,gut::A,аван,კარგი
760,gut::A,лайӑх,კარგი
761,schlecht::A,япӑх,უხეირო
762,schlecht::A,начар,უხეირო
763,richtig::A,тӗрӗс,ნამდვილი
764,schlimm::A,йӗрӗнчӗк,ცუდი
765,wahr::A,чӑн,სწორი
766,wahr::A,чӑн,ჭეშმარიტი
767,alt::A,кивӗ,ძველი
768,neu::A,ҫӗнӗ,ახალი
769,ehemalig::A,пулнӑ,ყოფილი
770,alt[Lebewesen]::A,ватӑ,ბებერი
771,jung::A,яш,ნორჩი
772,jung::A,яш,ახალგაზრდა
773,jung::A,ҫамрӑк,ნორჩი
774,jung::A,ҫамрӑк,ახალგაზრდა
775,arm::A,чухӑн,ღარიბი
776,reich::A,пуян,მდიდარი
777,bekannt::A,пӗлӗш,ცნობილი
778,berühmt::A,чаплӑ,გამოჩენილი
779,fremd::A,ют,უცხო
780,fremd::A,ют,გარეშე
781,verschieden::A,расна,სხვაგვარი
782,nah::A,ҫывӑх,ახლო
783,nah::A,ҫывӑхри,ახლო
784,fern::A,инҫе,შორი
785,fern::A,инҫе,შორეული
786,fern::A,аякри,შორი
787,fern::A,аякри,შორეული
788,linker::A,сулахай,მარცხენა
789,rechter::A,сылтӑм,მარჯვენა
790,anderer::A,урӑх,სხვა
791,erster::A,пӗрремӗш,პირველი
792,zweiter::A,иккӗмӗш,მეორე
793,dritter::A,виҫҫӗмӗш,მესამე
794,letzter::A,юлашки,ბოლო
795,letzter::A,юлашки,უკანასკნელი
796,allein::ADV,пӗччен,მარტო
797,auf einmal::ADV,кӗмӗрккен,ერთდროულად
798,zusammen::ADV,пӗрле,ერთად
799,lange::ADV,вӑрах,დიდხანს
800,plötzlich::ADV,сасартӑк,მოულოდნელად
801,sofort::ADV,тӳрех,ახლავე
802,später::ADV,кайран,მოგვიანებით
803,jetzt::ADV,халь,ახლა
804,jetzt::ADV,халӗ,ახლა
805,heute::ADV,паян,დღეს
806,morgen::ADV,ыран,ხვალ
807,bald::ADV,халех,მალე
808,bald::ADV,кӗҫех,მალე
809,dann::ADV,унтан,მერე
810,gestern::ADV,ӗнер,გუშინ
811,einst::ADV,пӗррехинче,ოდესღაც
812,damals::ADV,ун чухне,მაშინ
813,damals::ADV,апла пулсан,მაშინ
814,danach::ADV,унтан,მერმე
815,danach::ADV,унтан,შემდეგ
816,vorher::ADV,малтан,ადრე
817,vorher::ADV,малтан,წინათ
818,zuerst::ADV,пирвай,ჯერ
819,einmal::ADV,пӗррехинче,ერთხელ
820,manchmal::ADV,хӑш чухне,ხან
821,manchmal::ADV,хӑш чухне,ზოგჯერ
822,oft::ADV,тӑтӑш,ხშირად
823,immer::ADV,ялан,მუდამ
824,immer::ADV,ялан,ყოველთვის
825,niemals::ADV,нихӑҫан та,არასდროს
826,hier::ADV,кунта,აქ
827,hierhin::ADV,кунта,აქეთ
828,von hier::ADV,кунтан,აქედან
829,dort::ADV,унта,იქ
830,dort::ADV,ҫавӑнта,იქ
831,dorthin::ADV,унта,იქით
832,dorthin::ADV,ҫавӑнта,იქით
833,geradeaus::ADV,тикӗс,პირდაპირ
834,vorwärts::ADV,малалла,წინ
835,rückwärts::ADV,хыҫала,უკან
836,zurück::ADV,каялла,უკანვე
837,unten::ADV,аялта,დაბლა
838,unten::ADV,аялта,ქვევით
839,hinab::ADV,аялта,ძირს
840,oben::ADV,ҫӳлте,ზემოთ
841,hinauf::ADV,ҫӳле,ზევით
842,überall::ADV,таҫта та,ყველგან
843,überall::ADV,пур ҫӗрте те,ყველგან
844,überall::ADV,кирек ӑҫта та,ყველგან
845,nicht::ADV,мар,არ
846,ein wenig::ADV,пӑртак,ცოტა
847,kaum::ADV,аран,ძლივს
848,sehr::ADV,питӗ,მეტად
849,sehr::ADV,питӗ,ძალიან
850,so::ADV,апла,ისე
851,noch::ADV,татах,ჯერ
852,nur::ADV,ҫех,მხოლოდ
853,schon::ADV,ӗнтӗ,უკვე
854,wieder::ADV,каллех,ისევ
855,wieder::ADV,каллех,კიდევ
856,vergebens::ADV,харам,ამაოდ
857,vergebens::ADV,харам,ტყუილად
858,vor::PRP,умӗнче,წინ
859,hinter::PRP,кайра,უკან
860,hinter::PRP,кайра,მიღმა
861,unter::PRP,айне,ქვეშ
862,unter::PRP,айне,ქვევით
863,unter::PRP,айӗпе,ქვეშ
864,unter::PRP,айӗпе,ქვევით
865,unter::PRP,айӗнче,ქვეშ
866,unter::PRP,айӗнче,ქვევით
867,unter::PRP,ҫитеспе,ქვეშ
868,unter::PRP,ҫитеспе,ქვევით
869,durch::PRP,витӗр,გავლით
870,neben::PRP,патӗнче,გვერდით
871,zwischen::PRP,хушшинче,შუა
872,zwischen::PRP,хушшинче,შორის
873,wegen::PRP,пула,გამო
874,wegen::PRP,пула,შედეგად
875,wegen::PRP,пирки,გამო
876,wegen::PRP,пирки,შედეგად
877,dies::PRN,ку,ეს
878,dies::PRN,ҫак,ეს
879,das::PRN,ҫав,ეგ
880,alles::PRN,пурте,ყველაფერი
881,alles::PRN,йӑлт,ყველაფერი
882,ich::PRN,эп,მე
883,du::PRN,эс,შენ
884,er::PRN,вӑл,ის
885,er::PRN,вӑл,იგი
886,wir::PRN,эпир,ჩვენ
887,ihr::PRN,эсир,თქვენ
888,sie::PRN,вӗсем,ისინი
889,was::FPRN,мӗн,რა
890,was::FPRN,мӗскер,რა
891,was::FPRN,мӗн те пулин,რა
892,wer::FPRN,кам,ვინ
893,wo::FADV,ӑҫта,სად
894,wohin::FADV,ӑҫта,საით
895,wie::FADV,епле,როგორ
896,wie::FADV,мӗнле,როგორ
897,warum::FADV,ма,რაზე
898,warum::FADV,ма,რატომ
899,warum::FADV,мӗншӗн,რაზე
900,warum::FADV,мӗншӗн,რატომ
901,wieviel::FNUM,миҫе,რამდენი
902,eins::NUM,пӗр,ერთი
903,eins::NUM,пӗрре,ერთი
904,zwei::NUM,ик,ორი
905,zwei::NUM,икӗ,ორი
906,zwei::NUM,иккӗ,ორი
907,drei::NUM,виҫ,სამი
908,drei::NUM,виҫӗ,სამი
909,drei::NUM,виҫҫӗ,სამი
910,vier::NUM,тӑват,ოთხი
911,fünf::NUM,пилӗк,ხუთი
912,fünf::NUM,пиллӗк,ხუთი
913,sechs::NUM,улт,ექვსი
914,sechs::NUM,ултӑ,ექვსი
915,sechs::NUM,улттӑ,ექვსი
916,sieben::NUM,ҫич,შვიდი
917,sieben::NUM,ҫичӗ,შვიდი
918,sieben::NUM,ҫиччӗ,შვიდი
919,acht::NUM,сакӑр,რვა
920,acht::NUM,саккӑр,რვა
921,neun::NUM,тӑхӑр,ცხრა
922,neun::NUM,тӑххӑр,ცხრა
923,zehn::NUM,вунӑ,ათი
924,zehn::NUM,вуннӑ,ათი
925,elf::NUM,вун пӗр,თერთმეტი
926,zwölf::NUM,вун ик,თორმეტი
927,zwölf::NUM,вун икӗ,თორმეტი
928,zwölf::NUM,вун иккӗ,თორმეტი
929,zwanzig::NUM,ҫирӗм,ოცი
930,dreißig::NUM,вӑтӑр,ოცდაათი
931,vierzig::NUM,хӗрӗх,ორმოცი
932,fünfzig::NUM,аллӑ,ორმოცდაათი
933,sechzig::NUM,утмӑл,სამოცი
934,siebzig::NUM,ҫитмӗл,სამოცდაათი
935,achtzig::NUM,сакӑр вунӑ,ოთხმოცი
936,achtzig::NUM,сакӑр вуннӑ,ოთხმოცი
937,neunzig::NUM,тӑхӑр вун,ოთხმოცდაათი
938,neunzig::NUM,тӑхӑр вунӑ,ოთხმოცდაათი
939,neunzig::NUM,тӑхӑр вуннӑ,ოთხმოცდაათი
940,hundert::NUM,ҫӗр,ასი
941,tausend::NUM,пин,ათასი
942,und::CNJ,та,და
943,oder::CNJ,е,ან
944,stehen::V,тӑр,დგას
945,sitzen::V,лар,ზის
946,liegen::V,вырт,აწევს
947,hängen::V,усӑнса тӑр,კიდია
948,hängen::V,ҫакӑнса тӑр,კიდია
949,werden::V,пул,გახდება
950,passieren::V,пул,მოხდება
951,beginnen::V,пуҫлан,იწყება
952,enden::V,пӗт,გათავდება
953,enden::V,вӗҫлен,გათავდება
954,wechseln::V,улшӑн,იცვლება
955,aufgehen[Sonne]::V,тух,ამოდის
956,untergehen[Sonne]::V,анса лар,ჩადის
957,scheinen[Sonne]::V,пӑх,ანათებს
958,donnern::V,кӗмсӗртет,ქუხს
959,donnern::V,авӑт,ქუხს
960,wehen::V,варкӑш,ქრის
961,wehen::V,варкӑш,დაუბერავს
962,strömen::V,тӑкӑн,იღვრება
963,fließen::V,юх,დის
964,fließen::V,юх,მიედინება
965,sich drehen::V,ҫаврӑн,ტრიალებს
966,schwanken::V,чӳхен,ირხევა
967,schwingen::V,суллан,ირხევა
968,fallen::V,кип,დავარდება
969,fallen::V,тӳр кип,დავარდება
970,fallen::V,татӑлса ан,დავარდება
971,brennen::V,ҫун,იწვის
972,rauchen::V,мӑкӑрлан,ბოლავს
973,rauchen::V,мӑкӑрлан,აბოლებს
974,rauchen::V,тӗтӗм кӑлар,ბოლავს
975,rauchen::V,тӗтӗм кӑлар,აბოლებს
976,regnen::V,ҫумӑр ҫӑвать,წვიმს
977,gefrieren::V,шӑн,იყინება
978,tauen::V,ирӗл,დნება
979,schmelzen::V,ирӗл,დნება
980,trocknen::V,тип,გაშრება
981,sieden::V,вӗре,დუღს
982,faulen::V,ҫӗр,ლპება
983,verfaulen::V,ҫӗр,ლპება
984,reißen::V,ҫурӑл,დაიხევა
985,versinken::V,пут,ეფლობა
986,versinken::V,пут,ჩაიძირება
987,vergehen::V,ирт,გადის
988,erscheinen::V,курӑн,გამოჩნდება
989,erscheinen::V,курӑнса кай,გამოჩნდება
990,verschwinden::V,ҫухал,გააქრება
991,verschwinden::V,ҫухал,დაიკარგება
992,sinken::V,чак,დაიწევს
993,abnehmen::V,чак,შემცირდება
994,zunehmen::V,пысӑклан,გასუქდება
995,steigen::V,ҫӗклен,მოიმატებს
996,wachsen::V,ӳс,იზრდება
997,wachsen::V,ӳс,მრავლდება
998,glänzen::V,ҫиҫ,ბრწყინავს
999,funkeln::V,ялкӑш,კაშკაშებს
1000,funkeln::V,йӑлтӑртат,კაშკაშებს
1001,lärmen::V,шавла,ხმაურობს
1002,läuten::V,шӑнкӑравла,დარეკავს
1003,klingeln::V,шӑнкӑравла,დარეკავს
1004,klirren::V,калтлат,დააწკარუნებს
1005,klirren::V,шӑнкӑлтат,დააწკარუნებს
1006,brausen::V,ахӑр,ბობოქრობს
1007,rauschen::V,вашӑлтат,შრიალებს
1008,rauschen::V,чашӑлтат,შრიალებს
1009,klingen::V,янӑра,ხმას გამოსცემს
1010,bellen::V,вӗр,უყეფს
1011,heulen::V,ула,ღმუის
1012,blasen::V,вӗр,დაუბერავს
1013,pfeifen::V,шӑхӑр,უსტვენს
1014,schreien::V,кӑшкӑр,ყვირის
1015,stöhnen::V,йынӑш,კვნესის
1016,zittern::V,чӗтре,აძაგძაგებს
1017,leben::V,пурӑн,ცოცხლობს
1018,geboren werden::V,ҫурал,იშვება
1019,geboren werden::V,ҫурал,იბადება
1020,atmen::V,сывла,სუნთქავს
1021,trinken::V,ӗҫ,სვამს
1022,trinken::V,ӗҫ,დალევს
1023,essen::V,ҫи,შეჭამს
1024,schlucken::V,ҫӑт,ყლაპავს
1025,müde werden::V,ӗшен,დაიქანცება
1026,einschlafen::V,ыйха пут,დაიძინებს
1027,einschlafen::V,ҫывӑрса кай,დაიძინებს
1028,schlafen::V,ҫывӑр,სძინავს
1029,aufwachen::V,вӑран,გაიღვიძებს
1030,aufstehen::V,тӑр,ადგება
1031,sich erholen::V,кан,დაისვენებს
1032,krank werden::V,чирле,ავად გახდება
1033,krank sein::V,чирле,ავადმყოფობს
1034,schmerzen::V,сур,სტკივა
1035,schmerzen::V,ырат,სტკივა
1036,husten::V,ӳсӗр,ახველებს
1037,genesen::V,сывал,მორჩება
1038,genesen::V,тӳрлен,მორჩება
1039,sterben::V,вил,კვდება
1040,umkommen::V,вил,დაიღუპება
1041,sich bewegen::V,куҫ,იძვრის
1042,sich bewegen::V,куҫ,მოძრაობს
1043,sich rühren::V,хускал,გაინძრევა
1044,sich erheben::V,тӑр,ადგება
1045,sich setzen::V,лар,დაჯდება
1046,hinfallen::V,ӳк,დაეცემა
1047,laufen::V,ут,დადის
1048,schreiten::V,ут,აბიჯებს
1049,spazierengehen::V,уҫӑлса ҫӳре,დასეირნობს
1050,spazierengehen::V,уткаласа ҫӳре,დასეირნობს
1051,eilen::V,васка,მიიჩქარის
1052,eilen::V,хыпалан,მიიჩქარის
1053,sich beeilen::V,васка,აჩქარდება
1054,sich beeilen::V,хыпалан,აჩქარდება
1055,sausen::V,ыткӑн,მიქრის
1056,sausen::V,вӗҫтер,მიქრის
1057,rennen::V,чуп,დარბის
1058,springen::V,сик,ხტის
1059,klettern::V,улӑх,ძვრება
1060,schaukeln::V,йӳрӗн,ქანაობს
1061,kriechen::V,шу,დაბობღავს
1062,kriechen::V,упален,დაბობღავს
1063,schwimmen::V,иш,ცურავს
1064,tauchen::V,чӑм,ჩაიძირება
1065,rudern::V,авӑс,ნიჩაბს უსვამს
1066,fahren::V,пыр,დადის
1067,fahren::V,пыр,მგზავრობს
1068,fliegen::V,вӗҫ,იფრენს
1069,fliegen::V,вӗҫ,გაფრინდება
1070,gehen::V,кай,მიდის
1071,weggehen::V,кай,წამოდის
1072,abfahren::V,тапран,მიემგზავრება
1073,anhalten::V,чарӑн,ჩერდება
1074,hineingehen::V,кӗр,შედის
1075,eintreten::V,кӗр,შედის
1076,kommen::V,кил,მოდის
1077,ankommen::V,ҫит,ჩადის
1078,zurückkommen::V,таврӑн,დაბრუნდება
1079,zurückkommen::V,каялла кил,დაბრუნდება
1080,bleiben::V,юл,დარჩება
1081,warten::V,кӗт,ელოდება
1082,erwarten::V,кӗт,ელის
1083,erwarten::V,кӗт,დაიცდის
1084,suchen::V,шыра,ეძებს
1085,suchen::V,шыра,მოძებნის
1086,finden::V,туп,მიაგნებს
1087,finden::V,туп,გამოძებნის
1088,versuchen::V,пикен,ცდის
1089,versuchen::V,пикен,ცდილობს
1090,vorbereiten::V,хатӗрле,მოამზადებს
1091,lieben::V,юрат,უყვარს
1092,mögen::V,кӑмӑлла,ეტრფის
1093,mögen::V,килӗштер,ეტრფის
1094,lachen::V,кул,იცინის
1095,lachen::V,ахӑлтат,იცინის
1096,rühren::V,ҫулӑх,გულს აუჩუყებს
1097,weinen::V,йӗр,ტირის
1098,weinen::V,макӑр,ტირის
1099,schimpfen::V,вӑрҫ,შეიგინება
1100,schimpfen::V,ятлаҫ,შეიგინება
1101,sich ärgern::V,ҫиллен,გაბრაზობს
1102,sich fürchten::V,шиклен,შიშობს
1103,fürchten::V,хӑра,ფრთხილობს
1104,fliehen::V,тар,გაიქცევა
1105,flüchten::V,чупса тар,გაიქცევა
1106,sehen::V,кур,ხედავს
1107,anschauen::V,пӑхса ил,ნახავს
1108,ansehen::V,пӑх,უყურებს
1109,hören::V,илт,ისმენს
1110,zuhören::V,итле,მოისმენს
1111,zuhören::V,тӑнла,მოისმენს
1112,probieren::V,астив,გასინჯავს
1113,riechen::V,шӑршла,ყნოსავს
1114,fühlen::V,туй,გრძნობს
1115,fühlen::V,сис,გრძნობს
1116,scheinen::V,туйӑн,ეჩვენება
1117,zu sehen sein::V,курӑн,მოჩანს
1118,vernehmen::V,пӑл,გაიგებს
1119,frieren::V,йӳтен,იყინება
1120,tun::V,ту,აკეთებს
1121,können::V,пултар,შეიძლება
1122,wollen::V,те,უნდა
1123,anfangen::V,пуҫла,დაიწყებს
1124,beenden::V,пӗтер,ამთავრებს
1125,aufhören::V,пӑрах,შეწყვეტს
1126,gelingen::V,ӑн,მოახერხებს
1127,geraten::V,пул,გამოდის
1128,öffnen::V,уҫ,გახსნის
1129,schließen::V,хуп,ხურავს
1130,schließen::V,хуп,დაკეტავს
1131,stellen::V,ларт,დადგამს
1132,stellen::V,тӑрат,დადგამს
1133,setzen::V,ларт,დასვამს
1134,legen::V,хур,დადებს
1135,berühren::V,перӗн,შეახებს
1136,berühren::V,перӗн,მიაკარებს
1137,verbinden::V,сып,შეაერთებს
1138,bedecken::V,вит,გადააფარებს
1139,aufhängen::V,ҫак,დაკიდებს
1140,anzünden::V,ҫут,დაანთებს
1141,anzünden::V,ҫут,მოუკიდებს
1142,aufheben::V,ҫӗкле,აიღებს
1143,aufheben::V,ҫӗкле,აიყვანს
1144,zurücklassen::V,манса хӑвар,დატოვებს
1145,verlieren::V,ҫӗтер,დაკარგავს
1146,fallen lassen::V,ӳкер,გაუვარდება
1147,machen::V,ту,გააკეთებს
1148,machen::V,ту,გამოიწვევს
1149,herstellen::V,ӑстала,დაამზადებს
1150,bauen::V,ту,ააშენებს
1151,reparieren::V,юса,შეაკეთებს
1152,reparieren::V,юса,გაარემონტებს
1153,verbessern::V,лайӑхлат,გამოაკეთებს
1154,verbessern::V,лайӑхлат,გააუმჯობესებს
1155,ändern::V,улӑштар,შეცვლის
1156,graben::V,чав,თხრის
1157,graben::V,чакала,თხრის
1158,beugen::V,кукӑрт,ხრის
1159,biegen::V,ав,გაღუნავს
1160,biegen::V,кукӑрт,გაღუნავს
1161,drehen::V,ҫавӑр,ატრიალებს
1162,wenden::V,ӳпӗнтер,მოაბრუნებს
1163,umdrehen::V,ҫавӑр,შეატრიალებს
1164,heben::V,хӑпарт,ასწევს
1165,hochheben::V,йӑт,აიყვანს
1166,ergreifen::V,тыт,სტაცებს
1167,halten::V,тыт,უჭირავს
1168,drücken::V,пус,დააწვება
1169,schieben::V,тӗк,მისწევს
1170,schieben::V,тӗрт,მისწევს
1171,kratzen::V,хыр,მოფხანს
1172,lecken::V,ҫула,ლოკავს
1173,beißen::V,ҫырт,უკბენს
1174,beißen::V,хып,უკბენს
1175,abreißen::V,тат,გლეჯს
1176,abreißen::V,тат,მოწყვეტს
1177,abschneiden::V,кас,გაჭრის
1178,binden::V,ҫых,შეკრავს
1179,binden::V,ҫых,გადააბამს
1180,stecken::V,чик,ჩაასობს
1181,brechen::V,хуҫ,მოიტეხს
1182,klopfen::V,такка,აკაკუნებს
1183,hauen::V,шакка,ლეწავს
1184,kleben::V,ҫыпӑҫтар,წებავს
1185,kleben::V,ҫыпӑҫтар,დააწებებს
1186,reiben::V,сӑтӑр,დაზელს
1187,streichen::V,сӗр,უსვამს
1188,schleifen::V,хӑйра,ლესავს
1189,schneiden::V,кас,გაჭრის
1190,rütteln::V,лӑка,არხევს
1191,rütteln::V,силлентер,არხევს
1192,schütteln::V,лӑка,არყევს
1193,schütteln::V,лӑка,ანძრევს
1194,schütteln::V,силлентер,არყევს
1195,schütteln::V,силлентер,ანძრევს
1196,schwenken::V,сулла,აქნევს
1197,schütten::V,тултар,ღვრის
1198,schütten::V,тултар,დააქცევს
1199,füllen::V,тултар,გაავსებს
1200,einwickeln::V,чӗрке,შეახვევს
1201,tragen::V,ҫӗкле,მიიტანს
1202,schleppen::V,сӗтӗр,მიათრევს
1203,ziehen::V,тӑс,წევს
1204,ziehen::V,тӑс,ათრევს
1205,aufbewahren::V,усра,შეინახავს
1206,werfen::V,пӑрах,ისვრის
1207,fangen::V,тыт,დაიჭერს
1208,packen::V,тыт,სტაცებს
1209,verstecken::V,пытарса хур,მალავს
1210,teilen::V,уйӑр,დაყოფს
1211,teilen::V,пайла,დაყოფს
1212,schicken::V,яр,გაგზავნის
1213,bringen::V,кӳр,მოიტანს
1214,hinzufügen::V,хуш,დაამატებს
1215,bekommen::V,ил,ამოიღებს
1216,bekommen::V,туян,ამოიღებს
1217,erhalten::V,ил,იღებს
1218,erhalten::V,туян,იღებს
1219,nehmen::V,ил,აიღებს
1220,wählen::V,суйла,გადაარჩევს
1221,auswählen::V,суйла,ამოარჩევს
1222,bewahren::V,упра,ინარჩუნებს
1223,behindern::V,кансӗрле,აბრკოლებს
1224,behindern::V,кансӗрле,გააძნელებს
1225,behindern::V,чӑрмантар,აბრკოლებს
1226,behindern::V,чӑрмантар,გააძნელებს
1227,verderben::V,пӑс,გააფუჭებს
1228,beschädigen::V,пӑс,დააზიანებს
1229,zerbrechen::V,ват,დაამტვრევს
1230,zerbrechen::V,ҫӗмӗр,დაამტვრევს
1231,zerreißen::V,ҫур,გახევს
1232,zerstören::V,иш,მოსპობს
1233,zerstören::V,иш,დაანგრევს
1234,verbrennen::V,ҫунтар,დაწვავს
1235,geben::V,пар,აძლევს
1236,reichen::V,пар,მიაწოდებს
1237,schenken::V,парнеле,აჩუქებს
1238,versprechen::V,тума пул,აღუთქვამს
1239,versprechen::V,сӑмах пар,აღუთქვამს
1240,wünschen::V,сун,უსურვებს
1241,loben::V,ырла,აქებს
1242,loben::V,ырла,ამკობს
1243,küssen::V,чуп ту,აკოცებს
1244,wiegen::V,сиктер,არხევს
1245,wiegen::V,силле,არხევს
1246,zudecken::V,вит,გადახურავს
1247,wecken::V,вӑрат,გააღვიძებს
1248,zeigen::V,кӑтарт,დაანახვებს
1249,führen::V,илсе пыр,მიჰყავს
1250,führen::V,ҫавӑтса пыр,მიჰყავს
1251,lehren::V,вёрент,ასწავლის
1252,unterrichten::V,вёрент,ასწავლის
1253,aufziehen::V,вӗрент,აღზრდის
1254,leiten::V,тытса пыр,აწარმოებს
1255,leiten::V,тытса пыр,ხელმძღვანელობს
1256,antreiben::V,васкат,დააჩქარებს
1257,lassen::V,пусахла,ა--ინებს
1258,lassen::V,хуш,ა--ინებს
1259,einladen::V,чӗн,მოიპატიჟებს
1260,vereinigen::V,пӗрлештер,შეაერთებს
1261,besuchen::V,ҫит,სანახავად მიდის
1262,besuchen::V,кӗрсе кур,სანახავად მიდის
1263,treffen::V,тӗл пул,შეხვდება
1264,sich versammeln::V,пуҫтарӑн,შეიკრიბება
1265,spielen::V,выля,ეთამაშება
1266,singen::V,юрла,მღერის
1267,tanzen::V,ташла,ცეკვავს
1268,sich trennen::V,уйрӑл,მოშორდება
1269,verlassen::V,хӑвар,მიატოვებს
1270,retten::V,ҫӑл,იხსნის
1271,retten::V,ҫӑл,გადაარჩენს
1272,bewachen::V,хуралла,დარაჯობს
1273,bewachen::V,хуралла,უთვალთვალებს
1274,schützen::V,сыхла,დაიფარავს
1275,verteidigen::V,хӳтӗле,დაიცავს
1276,sich schlagen::V,ҫапӑҫ,იჩხუბებს
1277,schießen::V,пер,ისვრის
1278,siegen::V,ҫӗн,გაიმარჯვებს
1279,siegen::V,ҫӗнтер,გაიმარჯვებს
1280,ärgern::V,тарӑхтар,აჯავრებს
1281,ärgern::V,ҫиллентер,აჯავრებს
1282,schlagen::V,ҫап,ცემს
1283,treten::V,тап,პანღურს ამოჰკრავს
1284,stechen::V,чик,სჩხვლეტს
1285,stoßen::V,чыш,დაეჯახება
1286,stehlen::V,вӑрла,ქურდობს
1287,stehlen::V,вӑрла,მოიპარავს
1288,stören::V,кансӗрле,შეაწუხებს
1289,belästigen::V,аптӑрат,მობეზრდება
1290,belästigen::V,хупла,მობეზრდება
1291,verbergen::V,пытар,დამალავს
1292,täuschen::V,суй,შეცდებს
1293,betrügen::V,ултала,მოატყუებს
1294,töten::V,вӗлер,მოკლავს
1295,wohnen::V,чуна пар,ცხოვრობს
1296,wohnen::V,чуна пар,ბინადრობს
1297,wohnen::V,парӑнса тӑр,ცხოვრობს
1298,wohnen::V,парӑнса тӑр,ბინადრობს
1299,arbeiten::V,ӗҫле,მუშაობს
1300,sammeln::V,пух,შეკრებს
