,Concept_ID,hy,he
97,Schmutz::N,կեղտ,לכלוך
98,See::N,լիճ,אגם
99,Sumpf::N,ճահիճ,בצה
100,Moor::N,ճահիճ,בצה
101,Wiese::N,մարգագետին,מרעה
102,Wald::N,անտառ,יער
103,Hügel::N,բլուր,תל
104,Anhöhe::N,բարձունք,מעלה
105,Berg::N,լեռ,הר
106,Gipfel::N,գագաթ,פסגה
107,Gipfel::N,կատար,פסגה
108,Höhle::N,քարայր,מערה
109,Abhang::N,լանջ,מדרון
110,Abhang::N,լանջ,שפוע
111,Abhang::N,զառիվայր,מדרון
112,Abhang::N,զառիվայր,שפוע
113,Quelle::N,աղբյուր,מעין
114,Bach::N,վտակ,נחל
115,Fluss::N,գետ,נהר
116,Ufer::N,ծովափ,גדה
117,Küste::N,ափ,חוף
118,Küste::N,ծովափ,חוף
119,Festland::N,ցամաք,יבשה
120,Meer::N,ծով,ים
121,Bucht::N,հաչիւն,מפרץ
122,Insel::N,վղզի,אי
123,Blume::N,ծաղիկ,פרח
124,Gras::N,խոտ,דשא
125,Wurzel::N,արմատ,שרש
126,Baum::N,ծառ,עץ
127,Stamm::N,իրան,גזע
128,Rinde::N,կեղեւ,קלפת עץ
129,Rinde::N,հաչոց,קלפת עץ
130,Ast::N,ճյուղ,ענף
131,Zweig::N,ճյուղ,ענף
132,Blatt::N,տերեւ,עלה
133,Birke::N,ցարասի,שדר
134,Kiefer[Baum]::N,սոճի,ארן
135,Weide[Baum]::N,ուռենի,ערבה
136,Tanne::N,եղեւին,אשוח
137,Feder::N,փետուր,נוצה
138,Fell::N,մորթի,פרוה
139,Flügel::N,թեւ,כנף
140,Klaue::N,չանչ,טלף
141,Kralle::N,ճանկ,טפר
142,Schwanz::N,պոչ,זנב
143,Ei::N,ձու,ביצה
144,Nest::N,բույն,קן
145,Bau::N,որջ,מחלה
146,Bau::N,բայոց,מחלה
147,Tier::N,կենդանի,חיה
148,Herde::N,հոտ,עדר
149,Kuh::N,կով,פרה
150,Bulle::N,ցուլ,פר
151,Pferd::N,ձի,סוס
152,Schaf::N,ոչխար,כבשה
153,Schwein::N,խոզ,חזיר
154,Hund::N,շուն,כלב
155,Katze::N,կատու,חתול
156,Bär::N,արջ,דב
157,Eichhörnchen::N,սկյուռ,סנאי
158,Elch::N,հիւսիսային եղջերու,דישון
159,Fuchs::N,աղվես,שועל
160,Hase::N,նապաստակ,ארנב
161,Maus::N,մուկ,עכבר
162,Wolf::N,գայլ,זאב
163,Vogel::N,թռչուն,צפור
164,Schwarm::N,երամ,נחיל
165,Schwarm::N,երամ,להקה
166,Huhn::N,հավ,תרנגלת
167,Hahn::N,աքաղաղ,תרנגול
168,Gans::N,սագ,אוז
169,Adler::N,արծիվ,עיט
170,Ente::N,բադ,ברוז
171,Eule::N,բու,ינשוף
172,Kranich::N,կռունկ,עגור
173,Kranich::N,կռունկ,כרוכיה
174,Krähe::N,ագռավ,עורב
175,Kuckuck::N,կուկու,קוקיה
176,Schwan::N,կարապ,ברבור
177,Fisch::N,ձուկ,דג
178,Barsch::N,պերկես,אוקונוס
179,Hecht::N,գայլաձուկ,זאב הים
180,Schlange[Tier]::N,օձ,נחש
181,Wurm::N,որդ,תולעת
182,Wurm::N,ճիճու,תולעת
183,Spinne::N,սարդ,עכביש
184,Ameise::N,միջյուն,נמלה
185,Laus::N,ոջիլ,כנה
186,Mücke::N,մժղուկ,יתוש
187,Fliege::N,ճանճ,זבוב
188,Schmetterling::N,թիթեռ,פרפר
189,Beere::N,հատապտուղ,ענבה
190,Apfel::N,խնձոր,תפוח
191,Pilz::N,սունկ,פטריה
192,Zwiebel::N,սոխ,בצל
193,Saat::N,սերմ,זרעים
194,Korn::N,հատիկ,גרעין
195,Heu::N,խոտ,חציר
196,Schale::N,կեղեւ,קלפה
197,Grube::N,փոս,בור
198,Grube::N,փոս,שוחה
199,Falle::N,ծուղակ,מלכדת
200,Schlinge::N,խեղդան,לולאה
201,Spur::N,հետք,עקבה
202,Asche::N,մոխիր,אפר
203,Dreck::N,աղտ,זהמה
204,Eisen::N,երկաթ,ברזל
205,Gold::N,ոսկի,זהב
206,Silber::N,արծաթ,כסף
207,Kohle::N,քարածուխ,פחם
208,Glas::N,ապակի,זכוכית
209,Lehm::N,կավ,חרסית
210,Sand::N,ավազ,חול
211,Mensch::N,մարդ,אדם
212,Mann::N,մարդ,איש
213,Mann::N,մարդ,גבר
214,Mann::N,տղամարդ,איש
215,Mann::N,տղամարդ,גבר
216,Frau::N,կին,אשה
217,Frau::N,կին,גברת
218,Kind::N,զավակ,ילד
219,Junge::N,տղա,ילד
220,Mädchen::N,աղջիկ,נערה
221,Familie::N,ընտանիք,משפחה
222,Großvater::N,պապ,סבא
223,Großmutter::N,տատ,סבתא
224,Eltern::N,ծնողներ,הורים
225,Vater::N,հայր,אב
226,Mutter::N,մայր,אם
227,Sohn::N,որդի,בן
228,Tochter::N,աղջիկ,בת
229,Tochter::N,դուստր,בת
230,Bruder::N,եղբայր,אח
231,Schwester::N,քույր,אחות
232,Onkel::N,քեռի,דוד
233,Onkel::N,հորեղբայր,דוד
234,Tante::N,մորաքույր,דודה
235,Ehemann::N,մարդ,איש
236,Ehemann::N,մարդ,בעל
237,Ehemann::N,ամուսին,איש
238,Ehemann::N,ամուսին,בעל
239,Ehefrau::N,կին ամուսին,אשה
240,Freude::N,ուրախություն,שמחה
241,Gelächter::N,ծիծաղ,צחוק
242,Glück::N,երջանկություն,אשר
243,Kummer::N,վիշտ,יגון
244,Kummer::N,վիշտ,עגמה
245,Wunsch::N,ցանկություն,אחול
246,Wunsch::N,ցանկություն,משאלה
247,Lust::N,փափագ,חשק
248,Lust::N,փափագ,תשוקה
249,Lust::N,իղձ,חשק
250,Lust::N,իղձ,תשוקה
251,Geist::N,ոգի,רוח
252,Gedanke::N,միտք,מחשבה
253,Gedächtnis::N,հիշողություն,זכרון
254,Verstand::N,խելք,שכל
255,Sinn::N,իմաստ,מובן
256,Sinn::N,իմաստ,משמעות
257,Grund::N,պատճառ,סבה
258,Wahrheit::N,ճշմարտություն,אמת
259,Gespräch::N,զրույց,דיון
260,Märchen::N,պայիկի պատմություն,אגדה
261,Erzählung::N,պատմվածք,ספור
262,Erzählung::N,պատմություն,ספור
263,Nachricht::N,հաղորդագրություն,ידיעה
264,Neuigkeit::N,լուր,חדשה
265,Neuigkeit::N,նորություն,חדשה
266,Name::N,անուն,שם
267,Rätsel::N,բարդ խնդիր,תעלומה
268,Rede::N,ճառ,נאום
269,Rede::N,ելույթ,נאום
270,Sprache::N,լեզու,לשון
271,Stimme::N,ձայն,קול
272,Wort::N,բառ,מלה
273,Zeichen::N,նշան,סימן
274,Ruf::N,կոչ,קריאה
275,Ruf::N,կանչ,קריאה
276,Lärm::N,աղմուկ,רעש
277,Laut::N,հնչյուն,הגה
278,Laut::N,ձայն,הגה
279,Ton::N,տոն,צליל
280,Lied::N,երգ,שיר
281,Ruhe::N,անդորրություն,שלוה
282,Leute::N,մարդիկ,אנשים
283,Volk::N,ազգ,עם
284,Arbeit::N,գործ,עבודה
285,Arbeit::N,աշխատանք,עבודה
286,Gast::N,հյուր,אורח
287,Geschenk::N,նվեր,מתנה
288,Spiel::N,խաղ,משחק
289,Gesellschaft::N,ընկերություն,חברה
290,Hilfe::N,օգնությթուն,עזרה
291,Freund::N,ընկեր,חבר
292,Freund::N,ընկեր,ידיד
293,Freund::N,բարեկամ,חבר
294,Freund::N,բարեկամ,ידיד
295,Kamerad::N,ուղեկից,רע
296,Angelegenheit::N,բան,ענין
297,Angelegenheit::N,գործ,ענין
298,Anzahl::N,քանակ,מספר
299,Anzahl::N,գումար,מספר
300,Art::N,տեսակ,סוג
301,Stück::N,կտոր,חתיכה
302,Teil::N,մաս,פרק
303,Hälfte::N,կես,חצי
304,Kreis::N,շիջանակ,מעגל
305,Kreuz::N,խաչ,צלב
306,Linie::N,գիծ,קו
307,Strich::N,գիծ,קו קצר
308,Abstand::N,անջրպետ,מרחק
309,Entfernung::N,հեռավորություն,מרחק
310,Gegend::N,շրջան,נוף
311,Platz::N,տարածություն,שטח
312,Ort::N,տեղ,אתר
313,Ort::N,տեղ,מקום
314,Ort::N,վայր,אתר
315,Ort::N,վայր,מקום
316,Seite::N,կողմ,צד
317,Mitte::N,մեջտեղ,אמצע
318,Gegenstand::N,առարկա,אוביקט
319,Sache::N,բան,דבר
320,Rand::N,վերջք,פרור
321,Kante::N,եզր,קצה
322,Ecke::N,անկյուն,פנה
323,Spitze::N,ծայր,קצה
324,Ende::N,ծայր,סוף
325,Loch::N,անցք,חר
326,Winkel::N,անկյուն,פנה
327,Muster::N,օրինակ,תבנית
328,Größe::N,մեծություն,גדל
329,Länge::N,երկարություն,ארך
330,Höhe::N,բարձրություն,קומה
331,Höhe::N,բարձրություն,גבה
332,Gewicht::N,կշիռ,משקל
333,Menge::N,քանակ,כמות
334,Haufen::N,դեզ,ערמה
335,Haufen::N,կույտ,ערמה
336,Reihe::N,շարք,רצף
337,Reihe::N,կարգ,רצף
338,Boot::N,նավակ,סירה
339,Ruder::N,թի,משוט
340,Ruder::N,թիակ,משוט
341,Schlitten::N,բալխիր,מזחלת
342,Ski::N,դահուկ,מגלשים
343,Lagerfeuer::N,բացօդեայ կրակ,מדורה
344,Last::N,բեռ,משא
345,Gang::N,զբոսանք,הליכה
346,Schritt::N,քայլ,צעד
347,Norden::N,հյուսիս,צפון
348,Süden::N,հարավ,דרום
349,Westen::N,արեւմուտք,מערב
350,Osten::N,արեւելք,מזרח
351,Holz::N,փայտ,עץ
352,Brett::N,տախտակ,קרש
353,Platte::N,թիթեղ,לוח
354,Stütze::N,նեցուկ,משען
355,Stange::N,ձող,מוט
356,Stock::N,փայտ,מקל
357,Stab::N,ցուպ,מוט
358,Stab::N,գավազան,מוט
359,Rohr::N,խողովակ,צנור
360,Haus::N,տուն,בית
361,Heim::N,տուն,בית
362,Ofen::N,վառարան,תנור
363,Fußboden::N,հատակ,רצפה
364,Tisch::N,սեղան,שלחן
365,Stuhl::N,աթոռ,כסא
366,Wiege::N,օրորոց,ערש
367,Bett::N,անկողին,מטה
368,Regal::N,դարակ,מדף
369,Kiste::N,տուփ,תבה
370,Kiste::N,տուփ,ארגז
371,Fenster::N,պատուհան,חלון
372,Tür::N,դուռ,דלת
373,Tor::N,դարպաս,שער
374,Zaun::N,ցանկապատ,גדר
375,Dach::N,տանիք,גג
376,Dach::N,կտուր,גג
377,Leiter::N,սանդուղք,סלם
378,Besen::N,ավել,מטאטא
379,Spaten::N,բահ,את
380,Schaufel::N,թի,את
381,Gabel::N,պատառաքաղ,מזלג
382,Löffel::N,գդալ,כף
383,Messer::N,դանակ,סכין
384,Nagel::N,մեխ,מסמר
385,Netz::N,ցանց,רשת
386,Haken::N,կարթ,וו
387,Haken::N,կարթ,קרס
388,Griff::N,կոթ,ידית
389,Griff::N,բռնակ,ידית
390,Schloss::N,կողպեք,מנעול
391,Bild::N,նկար,תמונה
392,Bild::N,պատկեր,תמונה
393,Figur::N,քանդակ,פסל
394,Figur::N,պատկեր,פסל
395,Puppe::N,տիկնիկ,בבה
396,Beutel::N,տոպրակ,שק
397,Bündel::N,կապոց,צרור
398,Tasche::N,պայուսակ,שקית
399,Eimer::N,դույլ,דלי
400,Deckel::N,կափարիչ,מכסה
401,Geschirr::N,ամանեղեն,כלים
402,Sack::N,պարկ,שק
403,Sack::N,տոպրակ,שק
404,Tasse::N,թաս,ספל
405,Tasse::N,գավաթ,ספל
406,Topf::N,անոթ,סיר
407,Kessel::N,կաթսա,קנקן
408,Essen::N,կերակուր,אכל
409,Essen::N,կերակուր,ארוחה
410,Nahrung::N,ուտելիք,הזנה
411,Nahrung::N,ուտելիք,תזונה
412,Speise::N,խորտիկ,מאכל
413,Speise::N,խորտիկ,ארוחה
414,Speise::N,կերակուր,מאכל
415,Speise::N,կերակուր,ארוחה
416,Fleisch::N,միս,בשר
417,Getreide::N,հացահատիկ,דגן
418,Brei::N,լանդակ,מחית
419,Brot::N,հաց,לחם
420,Scheibe::N,կտոր,עגול
421,Scheibe::N,կտոր,פרוסה
422,Scheibe::N,պատառ,עגול
423,Scheibe::N,պատառ,פרוסה
424,Fett::N,ճարպ,שמן
425,Butter::N,կարագ,חמאה
426,Öl::N,ձեթ,שמן
427,Salz::N,աղ,מלח
428,Suppe::N,սուպ,מרק
429,Suppe::N,ապուր,מרק
430,Honig::N,մեղր,דבש
431,Milch::N,կաթ,חלב
432,Tee::N,թեյ,תה
433,Leder::N,կաշի,עור
434,Wolle::N,բուրդ,צמר
435,Stoff::N,գործվածք,בד
436,Stoff::N,գործվածք,אריג
437,Nadel::N,ասեղ,מחט
438,Faden::N,թել,חוט
439,Knopf::N,կոճակ,כפתור
440,Knoten::N,հանգույց,קשר
441,Farbe::N,ներկ,צבע
442,Kleidung::N,հագուստ,בגדים
443,Hemd::N,վերնաշապիկ,חלצה
444,Kragen::N,օձիք,צוארון
445,Ärmel::N,թեւք,שרוול
446,Hose::N,շալվար,מכנסים
447,Gürtel::N,գոտի,חגורה
448,Mütze::N,կեպի,כובע
449,Schuh::N,կոշիկ,נעל
450,Stiefel::N,երկարաճիթ կոշիկ,מגף
451,Ring::N,զնգալ,טבעת
452,Band::N,ժապավեն,סרט
453,Kamm::N,սանր,מסרק
454,Spiegel::N,հայելի,מראה
455,Riemen::N,փոկ,רצועה
456,Schnur::N,լար,חבל
457,Leine::N,փոկ,מושכות
458,Decke::N,վերմակ,שמיכה
459,Kissen::N,բարձ,כרית
460,Tuch::N,թաշկինակ,צעיף
461,Handtuch::N,սրբիչ,מגבת
462,Kraft::N,ուժ,כוח
463,Stärke::N,պնդություն,און
464,Stärke::N,ամրություն,און
465,Gesundheit::N,առողջություն,בריאות
466,Krankheit::N,ախտ,מחלה
467,Krankheit::N,հիվանդություն,מחלה
468,Schmerz::N,ցավ,כאב
469,Schmerz::N,տանջանք,כאב
470,Wunde::N,վերք,פציעה
471,Fieber::N,տենդ,חם
472,Arznei::N,դեղ,תרופה
473,Brücke::N,կամուրջ,גשר
474,Brunnen::N,հոր,באר
475,Brunnen::N,ջրհոր,באר
476,Weide::N,արոտավայր,אחו
477,Weide::N,արոտավայր,מרעה
478,Pfad::N,արահետ,שביל
479,Pfad::N,արահետ,מדרכה
480,Weg::N,ուղի,דרך
481,Straße::N,ճանապարհ,כביש
482,Dorf::N,գյուղ,כפר
483,Stadt::N,քաղաք,עיר
484,Brief::N,նամակ,מכתב
485,Buch::N,գիրք,ספר
486,Buchstabe::N,տառ,אות
487,Buchstabe::N,գիր,אות
488,Zeitung::N,լրագիր,עתון
489,Leben::N,կյանք,חיים
490,Tod::N,մահ,מות
491,Grab::N,գերեզման,קבר
492,Kirche::N,եկեղեցի,כנסיה
493,Sünde::N,մեղք,חטא
494,Gott::N,աստված,אל
495,Arbeiter::N,բանվոր,פועל
496,Arbeiter::N,աշխատող,פועל
497,Chef::N,տեր,ראש
498,Chef::N,տեր,מנהל
499,Meister::N,վարպետ,ממחה
500,Arzt::N,բժիշկ,רופא
501,Lehrer::N,ուսուցիչ,מורה
502,Geld::N,փող,כסף
503,Geschäft::N,գործ,עסקה
504,Geschäft::N,աշխատանք,עסקה
505,Laden::N,կրպակ,חנות
506,Laden::N,խանութ,חנות
507,Preis::N,գին,מחיר
508,Ware::N,ապրանք,סחורה
509,Nutzen::N,օգուտ,תועלת
510,Reichtum::N,հարստություն,עשר
511,Welt::N,աշխարհ,עולם
512,Land::N,երկիր,ארץ
513,Staat::N,պետություն,מדינה
514,König::N,արքա,מלך
515,König::N,թագավոր,מלך
516,Macht::N,իշխանություն,כוח
517,Grenze::N,սահման,גבול
518,Krieg::N,պատերազմ,מלחמה
519,Feind::N,թշնամի,אויב
520,Gewalt::N,բռնություն,אלימות
521,Gewalt::N,սաստկություն,אלימות
522,Kampf::N,մարտ,קרב
523,Kampf::N,մարտ,לחימה
524,Bogen[Waffe]::N,աղեղ,קשת
525,Pfeil::N,նետ,חץ
526,Gewehr::N,հրացան,רובה
527,Fehler::N,սխալ,טעות
528,Lüge::N,սուտ,שקר
529,Schaden::N,վնաս,נזק
530,Unglück::N,դժբախտություն,מזל רע
531,Schuld::N,պակասություն,אשמה
532,Alter::N,հասակ,גיל
533,Schluss::N,վերջ,סיום
534,Schluss::N,վախճան,סיום
535,Zeit::N,ժամանակ,זמן
536,Tag::N,օր,יום
537,Morgen::N,առավոտ,בקר
538,Mittag::N,կեսօր,צהרים
539,Abend::N,երեկո,ערב
540,Nacht::N,գիշեր,לילה
541,Woche::N,շաբաթ,שבוע
542,Monat::N,ամիս,חדש
543,Jahr::N,տարի,שנה
544,Frühling::N,գարուն,אביב
545,Sommer::N,ամառ,קיץ
546,Herbst::N,աշուն,סתו
547,Winter::N,ձմեռ,חרף
548,Januar::N,հունվար,ינואר
549,Februar::N,փետրվար,פברואר
550,März::N,մարտ,מרץ
551,April::N,ապրիլ,אפריל
552,Mai::N,մայիս,מאי
553,Juni::N,հունիս,יוני
554,Juli::N,հուլիս,יולי
555,August::N,օգոստոս,אוגוסט
556,September::N,սեպտեմբեր,ספטמבר
557,Oktober::N,հոկտեմբեր,אוקטובר
558,November::N,նոյեմբեր,נובמבר
559,Dezember::N,դեկտեմբեր,דצמבר
560,Montag::N,երկուշաբթի,יום שני
561,Dienstag::N,երեքշաբթի,יום שלישי
562,Mittwoch::N,չորեքշաբթի,יום רביעי
563,Donnerstag::N,հինգշաբթի,יום חמישי
564,Freitag::N,ուրբաթ,יום ששי
565,Samstag::N,շաբաթ,יום שבת
566,Sonntag::N,կիրակի,יום ראשון
567,groß::A,մեծ,גדול
568,groß::A,խոշոր,גדול
569,klein::A,պստիկ,קטן
570,klein::A,փոքրիկ,קטן
571,lang::A,երկար,ארך
572,kurz::A,կարճ,קצר
573,breit::A,լայն,רחב
574,schmal::A,նեղ,צר
575,dicht::A,խիտ,צפוף
576,dick[Gegenstand]::A,հաստ,עבה
577,dünn::A,բարակ,דק
578,fein::A,նուրբ,מעדן
579,fest::A,ամուր,מוצק
580,fest::A,պինդ,מוצק
581,flach::A,տափակ,שטוח
582,glatt::A,հարթ,חלק
583,hart::A,կարծր,קשיח
584,weich::A,մեղմ,רך
585,weich::A,փափուկ,רך
586,rund::A,կլոր,עגל
587,spitz::A,սրածայր,חד
588,scharf::A,սուր,חד
589,stumpf::A,գուլ,קהה
590,schwer::A,ծանր,כבד
591,schön::A,սիրուն,יפה
592,schön::A,գեղեցիկ,יפה
593,heiß::A,թեժ,חם
594,warm::A,տաք,חם
595,warm::A,ջերմ,חם
596,kalt::A,ցուրտ,קר
597,kühl::A,զով,צונן
598,frisch::A,թարմ,טרי
599,feucht::A,ղոնավ,לח
600,nass::A,թաց,רטוב
601,trocken::A,ցամաք,יבש
602,voll::A,լի,מלא
603,voll::A,լիքը,מלא
604,leer::A,դատարկ,ריק
605,offen::A,բաց,פתוח
606,geschlossen::A,գոց,סגור
607,sauber::A,մաքուր,נקי
608,schmutzig::A,կեղտոտ,מלכלך
609,roh::A,հում,חי
610,reif::A,հասած,בשל
611,reif::A,հասուն,בשל
612,lecker::A,համեղ,טעים
613,süß::A,անուշ,מתוק
614,bitter::A,կծու,מר
615,sauer::A,թթու,חמוץ
616,sauer::A,թթված,חמוץ
617,hell::A,պայծառ,בהיר
618,hell::A,խելամիտ,בהיר
619,dunkel::A,մութ,עמום
620,schwarz::A,սեւ,שחר
621,weiß::A,սպիտակ,לבן
622,rot::A,կարմիր,אדם
623,gelb::A,դեղին,צהב
624,blau::A,կապույտ,כחל
625,grün::A,կանաչ,ירק
626,grau::A,գորշ,אפר
627,bunt::A,գոյնզգոյն,צבעוני
628,billig::A,էժան,זול
629,teuer::A,թանկ,יקר
630,wertvoll::A,թանկարժեք,יקר ערך
631,blind::A,կույր,עור
632,taub::A,խուլ,חרש
633,kräftig::A,հզոր,חסן
634,stark::A,ուժեղ,חזק
635,schwach::A,տկար,חלש
636,schwach::A,թույլ,חלש
637,fett::A,գեր,שמן
638,schlank::A,նիհար,רזה
639,hübsch::A,գրավիչ,יפה תאר
640,hübsch::A,սիրունիկ,יפה תאר
641,böse::A,չար,רשע
642,dumm::A,հիմար,טפש
643,faul::A,ծույլ,עצלן
644,fleißig::A,ջանասեր,חרוץ
645,fleißig::A,փութաջան,חרוץ
646,geizig::A,ագահ,קמצן
647,geizig::A,կծծի,קמצן
648,klug::A,խելոք,נבון
649,klug::A,խելոք,פקח
650,klug::A,ընդունակ,נבון
651,klug::A,ընդունակ,פקח
652,geschickt::A,ճարտար,מימן
653,lieb::A,սիրելի,יקר
654,lieb::A,սիրելի,אהוב
655,lustig::A,զվարթ,עליז
656,sanft::A,հեզ,עדין
657,hungrig::A,քաղցած,רעב
658,krank::A,հիվանդ,חולה
659,nackt::A,մերկ,ערום
660,traurig::A,տխուր,עצוב
661,lebendig::A,կենդանի,חי
662,gut::A,լավ,טוב
663,schlecht::A,վատ,גרוע
664,richtig::A,ձիշտ,נכון
665,schlimm::A,լղրճուկ,רע
666,wahr::A,ճիշտ,אמתי
667,wahr::A,իրական,אמתי
668,alt::A,հին,ישן
669,neu::A,նոր,חדש
670,ehemalig::A,նախկին,לשעבר
671,alt[Lebewesen]::A,ծեր,זקן
672,alt[Lebewesen]::A,պառավ,זקן
673,jung::A,մատաղ,צעיר
674,arm::A,աղքատ,עני
675,reich::A,հարուստ,עשיר
676,bekannt::A,ծանոթ,ידוע
677,berühmt::A,հայտնի,מפרסם
678,berühmt::A,հռչակավոր,מפרסם
679,fremd::A,օտար,זר
680,verschieden::A,տարբեր,שונה
681,nah::A,մոտ,קרוב
682,nah::A,մերձ,קרוב
683,fern::A,հեռավոր,רחוק
684,linker::A,ձախ,שמאלי
685,rechter::A,աջ,ימין
686,anderer::A,այլ,אחר
687,anderer::A,ուրիշ,אחר
688,erster::A,առաջին,ראשון
689,zweiter::A,երկրորդ,שני
690,dritter::A,երրորդ,שלישי
691,letzter::A,վերջին,אחרון
692,allein::ADV,միայնակ,לבד
693,auf einmal::ADV,միասնաբար,בו-זמנית
694,zusammen::ADV,միասին,ביחד
695,zusammen::ADV,իրար հետ,ביחד
696,lange::ADV,երկար ժամանակ,הרבה זמן
697,plötzlich::ADV,հանկարծ,לפתע
698,plötzlich::ADV,հանկարծ,פתאום
699,sofort::ADV,իսկույն,מיד
700,später::ADV,ավելի ուշ,לאחר זמן
701,später::ADV,ավելի ուշ,יותר מאחר
702,später::ADV,հետո,לאחר זמן
703,später::ADV,հետո,יותר מאחר
704,jetzt::ADV,այժմ,עכשיו
705,heute::ADV,այսօր,היום
706,morgen::ADV,վաղը,מחר
707,bald::ADV,շուտով,בקרוב
708,dann::ADV,ապա,אחר-כך
709,dann::ADV,հետո,אחר-כך
710,gestern::ADV,երեկ,אתמול
711,einst::ADV,հին ատեն,לפנים
712,damals::ADV,ատէնին,אז
713,danach::ADV,ապա,אחר-כך
714,danach::ADV,այն ժամանակ,אחר-כך
715,vorher::ADV,առաջ,לפני זה
716,zuerst::ADV,նախ,קדם
717,einmal::ADV,մի անգամ,פעם
718,manchmal::ADV,երբեմն,לפעמים
719,oft::ADV,հաճախ,לעתים קרובות
720,immer::ADV,միշտ,תמיד
721,niemals::ADV,երբեք,אף פעם
722,hier::ADV,այստեղ,כאן
723,hierhin::ADV,այստեղ,פה
724,von hier::ADV,այդտեղից,מפה
725,dort::ADV,այնտեղ,שם
726,dorthin::ADV,այնտեղ,שם
727,geradeaus::ADV,ուղիղ,ישר
728,vorwärts::ADV,առաջ,קדימה
729,rückwärts::ADV,դեպի ետ,לאחור
730,zurück::ADV,ետ,בחזרה
731,zurück::ADV,ետ,אחורנית
732,unten::ADV,ներքեւում,למטה
733,hinab::ADV,ներքեւ,למטה
734,oben::ADV,վերեւում,מעל
735,oben::ADV,վերեւում,למעלה
736,hinauf::ADV,վերեւ,למעלה
737,überall::ADV,ամենուր,בכל מקום
738,nicht::ADV,չէ,לא
739,ein wenig::ADV,մի քիչ,קצת
740,kaum::ADV,հազիվ,בקשי
741,sehr::ADV,շատ,מאוד
742,so::ADV,այդպես,כך
743,so::ADV,այդպես,ככה
744,noch::ADV,դեռ,עוד
