,Concept_ID,az,kl
742,klug::A,ağıllı,qarasagippoq
743,geschickt::A,bacarıqlı,
744,lieb::A,əziz,akisooq
745,lieb::A,sevimli,akisooq
746,lustig::A,məzəli,piikulavoq
747,lustig::A,gülməli,piikulavoq
748,sanft::A,mülayim,isumagippoq
749,hungrig::A,ac,kaappoq
750,hungrig::A,ac,perlilerpoq
751,krank::A,xəstə,napparsimavoq
752,nackt::A,çılpaq,
753,traurig::A,qəmgin,aliasuppoq
754,traurig::A,kədərli,aliasuppoq
755,lebendig::A,canlı,uumavoq
756,gut::A,yaxşı,ajunngilaq
757,schlecht::A,pis,sualuppoq
758,richtig::A,doğru,iluarpoq
759,schlimm::A,fəna,amiilaarnarpoq
760,wahr::A,gərçək,ilumoorpoq
761,alt::A,əski,pisoqaq
762,alt::A,köhnə,pisoqaq
763,neu::A,yeni,nutaavoq
764,ehemalig::A,əvvəlki,
765,alt[Lebewesen]::A,qoca,utoqqaq
766,jung::A,gənc,inuusuppoq
767,jung::A,gənc,kingulliarsuk
768,arm::A,kasıb,piillasoq
769,arm::A,kasıb,piitsuuvoq
770,arm::A,yoxsul,piillasoq
771,arm::A,yoxsul,piitsuuvoq
772,reich::A,zəngin,pisuuvoq
773,bekannt::A,tanış,
774,berühmt::A,məşhur,tusaamasaq
775,fremd::A,yad,ajasoornarpoq
776,verschieden::A,dürlü,allatut
777,verschieden::A,dürlü,tamalaat
778,nah::A,yaxın,qanippoq
779,fern::A,uzaq,ungasippoq
780,linker::A,sol,saamerleq
781,rechter::A,sağ,innarluissut
782,anderer::A,başqa,
783,erster::A,birinci,siulleq
784,zweiter::A,ikinci,qataatsup tullia
785,dritter::A,üçüncü,pingajorarterut
786,letzter::A,sonuncu,kingulleq
787,letzter::A,axırıncı,kingulleq
788,allein::ADV,tək,kisimiippoq
789,allein::ADV,yalqız,kisimiippoq
790,auf einmal::ADV,birdən,tassanngaannaq
791,zusammen::ADV,birlikdə,attaasa
792,zusammen::ADV,birlikdə,attarmik
793,lange::ADV,uzun,akuni
794,plötzlich::ADV,qəfildən,tassanngaannaq
795,sofort::ADV,həmən,erniinnaq
796,sofort::ADV,dərhal,erniinnaq
797,später::ADV,sonra,kingorna
798,jetzt::ADV,indi,maanna
799,jetzt::ADV,indi,massakkut
800,heute::ADV,bugün,ullumi
801,morgen::ADV,sabah,aqagu
802,bald::ADV,yaxında,erniinnaq
803,bald::ADV,tezliklə,erniinnaq
804,dann::ADV,onda,taava
805,gestern::ADV,dünən,ippassaq
806,einst::ADV,əvvəllər,ataatsimik
807,einst::ADV,əvvəllər,ilaanni
808,damals::ADV,o vaxt,taamani
809,damals::ADV,o vaxt,taamanikkut
810,damals::ADV,o vaxt,taassumuunakkut
811,danach::ADV,sonra,taava
812,vorher::ADV,qabaqcadan,siornagut
813,zuerst::ADV,əvvəl,
814,einmal::ADV,bir dəfə,ilaanni
815,einmal::ADV,bir dəfə,ataatsimik
816,manchmal::ADV,hərdənbir,qaqutigu
817,manchmal::ADV,hərdənbir,qaqutigut
818,oft::ADV,tez-tez,akulikitsumik
819,oft::ADV,çox vaxt,akulikitsumik
820,immer::ADV,daimi,tamatigut
821,immer::ADV,həmişə,tamatigut
822,niemals::ADV,əsla,
823,niemals::ADV,heç bir zaman,
824,hier::ADV,bura,maani
825,hier::ADV,burada,maani
826,hierhin::ADV,buraya,maani
827,von hier::ADV,buradan,
828,dort::ADV,ora,
829,dort::ADV,orada,
830,dorthin::ADV,oraya,ikuuna
831,geradeaus::ADV,düz,narlumut
832,vorwärts::ADV,irəli,pilangavoc
833,rückwärts::ADV,geri,kingumut
834,rückwärts::ADV,geri,tunumut or tunummut
835,zurück::ADV,geriyə,kingumut
836,zurück::ADV,geriyə,tunumut or tunummut
837,unten::ADV,aşağıda,kana
838,hinab::ADV,aşağı,qiviu
839,oben::ADV,yuxarıda,
840,hinauf::ADV,yuxarı,
841,überall::ADV,hər yerdə,tamaginni
842,überall::ADV,hər yerdə,tamani tamaani
843,nicht::ADV,-ma-,
844,ein wenig::ADV,bir az,
845,kaum::ADV,güclə,qaqutigorsuaq
846,sehr::ADV,çox,assut
847,so::ADV,belə,
848,noch::ADV,hələ,qeratavoq
849,nur::ADV,yalnız,
850,schon::ADV,artıq,taava-una
851,wieder::ADV,yenə,kingumut
852,vergebens::ADV,boş yerə,angiluk
853,vor::PRP,önündə,
854,hinter::PRP,arxasında,
855,unter::PRP,altında,
856,durch::PRP,içindən,
857,neben::PRP,yanında,
858,zwischen::PRP,arasında,
859,wegen::PRP,üçün,
860,wegen::PRP,ötəri,
861,dies::PRN,bu,manna
862,dies::PRN,bu,matuma
863,das::PRN,o,ua
864,alles::PRN,hər şey,
865,ich::PRN,mən,uanga
866,du::PRN,sən,illit
867,er::PRN,o,una
868,wir::PRN,biz,uagut
869,ihr::PRN,siz,ilissi
870,sie::PRN,onlar,uku
871,was::FPRN,nə,aat?
872,wer::FPRN,kim,kikkut
873,wo::FADV,harada,sumi
874,wohin::FADV,haraya,sumut
875,wie::FADV,necə,qanoq
876,warum::FADV,niyə,sooq
877,warum::FADV,nə üçün,sooq
878,wieviel::FNUM,neçə,qassit
879,wieviel::FNUM,neçə,qanoq atsigisumik?
880,wieviel::FNUM,nə qədər,qassit
881,wieviel::FNUM,nə qədər,qanoq atsigisumik?
882,eins::NUM,bir,ataaseq
883,zwei::NUM,iki,marluk
884,drei::NUM,üç,pingasut
885,vier::NUM,dörd,sisamat
886,vier::NUM,dörd,qajuusat
887,fünf::NUM,beş,tallimat
888,sechs::NUM,altı,arfineq
889,sechs::NUM,altı,arfinillit
890,sieben::NUM,yeddi,arfineq-marluk
891,acht::NUM,səkkiz,arfineq pingasut
892,neun::NUM,doqquz,qulingiluat
893,neun::NUM,doqquz,arfineq sisamat
894,zehn::NUM,on,qulit
895,elf::NUM,on bir,aqqaneq
896,zwölf::NUM,on iki,aqqaneq-marluk
897,zwanzig::NUM,iyirmi,tyve
898,dreißig::NUM,otuz,tredive
899,dreißig::NUM,otuz,pingasunik qulillit
900,vierzig::NUM,qırx,fyrre
901,fünfzig::NUM,əlli,halvtreds
902,fünfzig::NUM,əlli,tallimanik qulillit
903,sechzig::NUM,altmış,tres
904,siebzig::NUM,yetmiş,halvfjerds
905,achtzig::NUM,səksən,firs
906,neunzig::NUM,doxsan,halvfems
907,hundert::NUM,yüz,et hundrede
908,tausend::NUM,min,et tusinde
909,und::CNJ,və,aamma
910,oder::CNJ,ya,imalluunnit
911,stehen::V,durmaq,sikingavoq
912,sitzen::V,oturmaq,ingippoq
913,liegen::V,uzanmaq,nalavoq
914,liegen::V,uzanmaq,aqupivoq
915,hängen::V,asılmaq,nivinngarpaa
916,werden::V,olmaq,pinngorpoq
917,passieren::V,olmaq,pivoq
918,passieren::V,baş vermək,pivoq
919,beginnen::V,başlamaq,aallarnerpaa
920,enden::V,bitmək,naggaserpaa
921,wechseln::V,dəyişmək,immikkut ilivoq
922,aufgehen[Sonne]::V,doğmaq,
923,untergehen[Sonne]::V,batmaq,ilioqqaasoq
924,scheinen[Sonne]::V,parlamaq,qinnorpoq
925,scheinen[Sonne]::V,parlamaq,qinngorpoq
926,donnern::V,guruldamaq,kalleq
927,wehen::V,əsmək,timmivoq
928,strömen::V,axmaq,
929,fließen::V,axmaq,
930,sich drehen::V,dönmək,ipippaa
931,schwanken::V,yellənmək,aalavoq
932,schwingen::V,yellənmək,issakajaat or issakatsiaarut
933,fallen::V,düşmek,quasivaa
934,brennen::V,yanmaq,seerpoq
935,brennen::V,yanmaq,uuppaa
936,rauchen::V,tüstüləmək,pujoorpoq
937,regnen::V,yağmaq,siallerpoq
938,gefrieren::V,donmaq,qiulerpoq
939,tauen::V,ərimək,aappoq
940,schmelzen::V,ərimək,aappoq
941,schmelzen::V,ərimək,aatsippaa
942,trocknen::V,qurumaq,panerserpaa
943,sieden::V,qaynamaq,qalappoq
944,faulen::V,çürümək,
945,verfaulen::V,çürümək,
946,reißen::V,yırtılmaq,qulli
947,reißen::V,yırtılmaq,alittorpaa
948,reißen::V,yırtılmaq,kimillanneq
949,versinken::V,batmaq,kivivaa
950,versinken::V,batmaq,apparpoq
951,vergehen::V,ötmək,qaangerpaa
952,vergehen::V,ötmək,sarsuppoq
953,erscheinen::V,görünmək,takutippoq
954,verschwinden::V,yox olmaq,
955,sinken::V,enmək,kivivaa
956,sinken::V,enmək,apparpoq
957,abnehmen::V,azalmaq,ikillipput
958,zunehmen::V,artmaq,allisippaa
959,steigen::V,yüksəlmək,allisippaa
960,wachsen::V,böyümək,allivoq
961,glänzen::V,parlamaq,qinngorpoq
962,glänzen::V,parlamaq,qinnorpoq
963,funkeln::V,parıldamaq,uisorilavoq
964,lärmen::V,səs-küy etmək,
965,läuten::V,çalmaq,avilualaarpoq
966,klingeln::V,zəng etmək,aviluarpoq
967,klingeln::V,zəng etmək,aviluarpaluppoq
968,klirren::V,cingildəmək,
969,brausen::V,gurlamaq,ittuk
970,brausen::V,gurlamaq,ittuppoq
971,brausen::V,gurlamaq,ittuppaluppoq
972,rauschen::V,xışıldamaq,
973,klingen::V,səslənmək,
974,bellen::V,hürmək,qiluppoq
975,heulen::V,ulamaq,maarpoq
976,heulen::V,ulamaq,maalavoq
977,heulen::V,ulamaq,miaggoorpoq
978,blasen::V,üfləmək,aporneq
979,pfeifen::V,fit vermek,siggartartitsivoq
980,pfeifen::V,fit vermek,siorsulavoq
981,schreien::V,bağırmaq,suaarpoq
982,schreien::V,qışqırmaq,suaarpoq
983,stöhnen::V,inləmək,nipiliorpoq
984,stöhnen::V,inləmək,nipilliorpoq
985,zittern::V,titrəmək,qarsulivik
986,leben::V,yaşamaq,inuuvoq
987,geboren werden::V,doğmaq,inuuvoq
988,geboren werden::V,doğmaq,inunngorpoq
989,atmen::V,nəfəs almaq,anersaarpoq
990,trinken::V,içmek,imerpoq
991,essen::V,yemək,tamorpoq
992,schlucken::V,udmaq,tuluarnaq
993,müde werden::V,yorulmaq,
994,einschlafen::V,yuxuya getmək,sinippoq
995,schlafen::V,uyumaq,sinik
996,aufwachen::V,oyanmaq,iterpoq
997,aufwachen::V,oyanmaq,eqqumavoq
998,aufstehen::V,yuxudan durmaq,makippoq
999,sich erholen::V,dincəlmək,qasuerserpoq
1000,krank werden::V,xəstə olmaq,
1001,krank sein::V,azarlanmaq,
1002,krank sein::V,xəstələnmək,
1003,schmerzen::V,ağrimaq,anneraa
1004,schmerzen::V,ağrimaq,annernarpoq
1005,husten::V,öksürmək,quersorpoq
1006,genesen::V,sağalmaq,ajunngissivoq
1007,genesen::V,sağalmaq,ilisimmarpoq
1008,genesen::V,sağalmaq,ilorrippoq
1009,sterben::V,ölmək,toquvoq
1010,sterben::V,vəfat etmək,toquvoq
1011,umkommen::V,həlak olmaq,
1012,sich bewegen::V,hərəkət etmək,ingerlavoq
1013,sich rühren::V,tərpənmək,
1014,sich erheben::V,qalxmaq,
1015,sich setzen::V,oturmaq,ingippoq
1016,hinfallen::V,yıxılmaq,
1017,laufen::V,yerimək,arpappoq
1018,schreiten::V,addım atmaq,ingerlavoq
1019,spazierengehen::V,gəzmək,utertakajaarpoq
1020,spazierengehen::V,gəzmək,utertakattajaarpoq
1021,eilen::V,atılmaq,qaa qaa
1022,eilen::V,atılmaq,qiilasaarpoq
1023,eilen::V,atılmaq,ingerlasaarpaa
1024,sich beeilen::V,tələsmək,tuaviorpoq
1025,sausen::V,çırpmaq,uiguut
1026,rennen::V,qaçmaq,igivoq
1027,springen::V,sıçramaq,upernassaq
1028,klettern::V,dırmanmaq,pilaakkeerpoq
1029,schaukeln::V,sallanmaq,aalavoq
1030,kriechen::V,sürünmək,
1031,schwimmen::V,üzmek,naluppoq
1032,tauchen::V,dalmaq,allorpoq
1033,rudern::V,avarlamaq,ipuppaa
1034,fahren::V,sürmək,qimusserpoq
1035,fliegen::V,uçmaq,timmivoq
1036,gehen::V,getmək,
1037,weggehen::V,getmək,piiarpoq
1038,abfahren::V,yola düşmək,
1039,anhalten::V,saxlamaq,unitsippaa
1040,hineingehen::V,girmək,timaappaa
1041,eintreten::V,girmək,allattorpaa
1042,eintreten::V,daxil olmaq,allattorpaa
1043,kommen::V,gəlmək,qaa-
1044,kommen::V,gəlmək,pivaa
1045,ankommen::V,gəlib çatmaq,tikippoq
1046,zurückkommen::V,qayıtmaq,angerlarpoq
1047,bleiben::V,qalmaq,uninngavoq
1048,warten::V,gözləmək,paavoq
1049,warten::V,gözləmək,utaqqivoq
1050,erwarten::V,bəkləmək,
1051,suchen::V,aramaq,nivivaa
1052,suchen::V,axtarmaq,nivivaa
1053,finden::V,tapmaq,nanivaa
1054,versuchen::V,çalışmaq,uuppaa
1055,versuchen::V,çalışmaq,ussersarpaa
1056,vorbereiten::V,hazırlamaq,piareersarpaa
1057,lieben::V,sevmək,asavaa
1058,mögen::V,xoşlamaq,akaaraa
1059,lachen::V,gülmək,
1060,rühren::V,həyəcanlandırmaq,qeerlerpaa
1061,weinen::V,ağlamaq,qiavoq
1062,schimpfen::V,küfr etmək,qatimaarpoq
1063,sich ärgern::V,acıqlanmaq,ugguutigaa
1064,sich fürchten::V,qorxmaq,eqqanaarpoq
1065,fürchten::V,qorxmaq,ersigaa
1066,fliehen::V,qaçmaq,qimaavoq
1067,flüchten::V,qaçmaq,allikarfigaa
1068,sehen::V,görmək,isigaa
1069,anschauen::V,baxmaq,
1070,ansehen::V,baxmaq,alaatsinaappaa
1071,hören::V,duymaq,tusarpaa
1072,hören::V,eşitmək,tusarpaa
1073,zuhören::V,dinləmək,naalappoq
1074,probieren::V,dadına baxmaq,
1075,riechen::V,qoxlamaq,tipippoq
1076,fühlen::V,duymaq,misigaa
1077,scheinen::V,görünmək,takutippoq
1078,zu sehen sein::V,görünmək,
1079,vernehmen::V,eşitmək,
1080,frieren::V,üşümək,qiiavoq
1081,tun::V,etmək,iliorpoq
1082,können::V,bilmək,
1083,können::V,bacarmaq,
1084,wollen::V,istəmək,piumavaa
1085,anfangen::V,başlamaq,pilerpoq
1086,beenden::V,bitirmək,naggaserpaa
1087,aufhören::V,bitmək,naammatsippaa
1088,aufhören::V,qurtarmaq,naammatsippaa
1089,gelingen::V,müvəffəq olmaq,
1090,geraten::V,düşmək,
1091,öffnen::V,açmaq,ammarpaa
1092,schließen::V,qapamaq,matuaa
1093,stellen::V,qoymaq,ilivaa
1094,stellen::V,qoymaq,iliorarpai
1095,stellen::V,qoymaq,ilioqqarpai
1096,setzen::V,oturtmaq,iliorarpai
1097,setzen::V,oturtmaq,ilioqqarpai
1098,legen::V,qoymaq,ilivaa
1099,berühren::V,toxunmaq,attorpaa
1100,verbinden::V,bağlamaq,taperserpaa
1101,bedecken::V,örtmək,iikkerpaa
1102,bedecken::V,örtmək,iikkersorpaa
1103,aufhängen::V,asmaq,inivaa
1104,aufhängen::V,asmaq,iniorarpai
1105,anzünden::V,yandırmaq,saggaavoq
1106,aufheben::V,qaldırmaq,allisippaa
1107,zurücklassen::V,buraxmaq,aallarpoq
1108,verlieren::V,itirmək,annaavaa
1109,fallen lassen::V,düşürmək,nakkaavaa
1110,machen::V,etmək,iliorpoq
1111,herstellen::V,istehsal etmək,anillatsippaa
1112,bauen::V,tikmək,marrarterpaa
1113,reparieren::V,təmir etmək,iluarsaappaa
1114,verbessern::V,düzəltmək,naqqippaa
1115,ändern::V,dəyişdirmək,
1116,graben::V,qazımaq,assappaa
1117,beugen::V,əymək,qappappoq
1118,biegen::V,bükmək,qappappoq
1119,drehen::V,döndərmək,
1120,wenden::V,çevirmək,assappaa
1121,wenden::V,çevirmək,assakarpoq
1122,umdrehen::V,çevirmək,assakartippaa
1123,heben::V,qaldırmaq,kivippaa
1124,hochheben::V,qaldırmaq,kissumiarpaa
1125,ergreifen::V,tutmaq,isaappaa
1126,ergreifen::V,tutmaq,isaguppaa
1127,halten::V,saxlamaq,minarpaa
1128,drücken::V,sıxmaq,naqittaat
1129,schieben::V,sürmək,
1130,kratzen::V,qaşımaq,qitsuppaa
1131,lecken::V,yalamaq,aluppaa
1132,beißen::V,dişləmək,kiivaa
1133,abreißen::V,qoparmaq,aqqarpaa
1134,abreißen::V,qoparmaq,isaterpaa
1135,abschneiden::V,ayırmaq,kipivaa
1136,binden::V,bağlamaq,kakkersarpaa
1137,stecken::V,soxmaq,kussunneq
1138,brechen::V,qırmaq,nallorpaa
1139,klopfen::V,sındırmaq,pattappaa
1140,hauen::V,vurmaq,aqivaa
1141,kleben::V,apışdırmaq,qaappoq
1142,reiben::V,ovmaq,tagiarpaa
1143,reiben::V,ovmaq,tangiarpaa
1144,streichen::V,sürtmək,erlerpoq
1145,schleifen::V,bülövləmək,sequppaa
1146,schneiden::V,kəsmək,uullivoq
1147,rütteln::V,sirkələmək,
1148,schütteln::V,çalxalamaq,aalavoq
1149,schwenken::V,yelləmək,issarpoq
1150,schütten::V,tökmək,
1151,füllen::V,doldurmaq,immerpaa
1152,einwickeln::V,sarımaq,immoqquserpaa
1153,tragen::V,daşımaq,maqippaa
1154,tragen::V,daşımaq,assartorpoq
1155,schleppen::V,sürükləmək,assartorpoq
1156,ziehen::V,çəkmək,kalippaa
1157,ziehen::V,çəkmək,kalissarpoq
1158,aufbewahren::V,gizlətmək,toqqorpaa
1159,werfen::V,atmaq,kuivaa
1160,fangen::V,tutmaq,anguaa
1161,packen::V,yaxalamaq,
1162,verstecken::V,gizlətmək,anngigaa
1163,teilen::V,bölmək,agguut
1164,teilen::V,bölmək,agguusersorpaa
1165,schicken::V,yollamaq,nassiuppaa
1166,schicken::V,göndərmək,nassiuppaa
1167,bringen::V,gətirmək,aggiuppaa
1168,bringen::V,gətirmək,nassataraa
1169,hinzufügen::V,əlavə etmək,
1170,bekommen::V,almaq,tiguaa
1171,bekommen::V,əldə etmək,tiguaa
1172,erhalten::V,almaq,tiguaa
1173,nehmen::V,almaq,pivoq
1174,nehmen::V,almaq,tiguaa
1175,wählen::V,seçmək,
1176,auswählen::V,arımaq,
1177,bewahren::V,qorumaq,sukkunik simerserpaa
1178,behindern::V,mane olmaq,
1179,verderben::V,pozmaq,asiutippaa
1180,verderben::V,pozmaq,piuneerunnerit
1181,beschädigen::V,zədələmək,
1182,zerbrechen::V,qırmaq,ukuvoq
1183,zerbrechen::V,sındırmaq,ukuvoq
1184,zerreißen::V,yırtmaq,tisavaa
1185,zerreißen::V,yırtmaq,alittorpaa
1186,zerstören::V,dağıtmaq,aserorpaa
1187,verbrennen::V,yandırmaq,seerpoq
1188,geben::V,vermək,pivoq
1189,reichen::V,uzatmaq,
1190,schenken::V,vermək,
1191,versprechen::V,vəd vermək,neriorsorpaa
1192,wünschen::V,arzulamaq,kissaat
1193,loben::V,tərifləmək,nersorpaa
1194,loben::V,tərifləmək,nersornaat
1195,küssen::V,öpmək,kunippaa
1196,küssen::V,öpmək,kunissorpaa
1197,wiegen::V,tərpətmək,
1198,zudecken::V,örtmək,majorpaa
1199,wecken::V,oyatmaq,itersarpaa
1200,zeigen::V,göstərmək,tikkuuppaa
1201,führen::V,rəhbərlik etmək,tasissiuppaa
1202,führen::V,rəhbərlik etmək,ilitsersorpaa
1203,führen::V,rəhbərlik etmək,tasissersuuppaa
1204,lehren::V,öyrətmək,ilinniartippaa
1205,unterrichten::V,öyrətmək,ajoqerpaa
1206,unterrichten::V,öyrətmək,ajoqersorpaa
1207,unterrichten::V,öyrətmək,ilinniartitsivoq
1208,unterrichten::V,dərs vermək,ajoqerpaa
1209,unterrichten::V,dərs vermək,ajoqersorpaa
1210,unterrichten::V,dərs vermək,ilinniartitsivoq
1211,aufziehen::V,tərbiyə etmək,inororsarpaa
1212,leiten::V,idarə etmək,iluatsippaa
1213,antreiben::V,bizləmək,ikusimmippaa
1214,lassen::V,-tırmaq,
1215,einladen::V,dəvət etmək,qaaqquaa
1216,einladen::V,dəvət etmək,qaasarpaa
1217,vereinigen::V,birləşdirmək,taperserpaa
1218,besuchen::V,baş çəkmək,tikeraarpaa
1219,besuchen::V,ziyarət etmək,tikeraarpaa
1220,treffen::V,rastlaşmaq,aporappaa
1221,treffen::V,rast gəlmək,aporappaa
1222,sich versammeln::V,toplanmaq,majorpoq
1223,spielen::V,oynamaq,pinnguarpoq
1224,singen::V,oxumaq,erinarsorpoq
1225,tanzen::V,oynamaq,qitippoq
1226,tanzen::V,rəqs etmək,qitippoq
1227,sich trennen::V,ayrılmaq,immikkoortippaa
1228,verlassen::V,tərk etmək,
1229,retten::V,xilas etmək,annaappaa
1230,bewachen::V,gözətmək,
1231,schützen::V,qorumaq,eriagaa
1232,schützen::V,qorumaq,pineqartaalivaa
1233,verteidigen::V,qorumaq,
1234,sich schlagen::V,döyüşmək,
1235,schießen::V,atmaq,aallaavaa
1236,schießen::V,atmaq,piseriuppaa
1237,schießen::V,atəş açmaq,aallaavaa
1238,schießen::V,atəş açmaq,piseriuppaa
1239,siegen::V,yenmək,
1240,ärgern::V,acışdırmaq,ninngassarpaa
1241,ärgern::V,acışdırmaq,ninngassaarpaa
1242,schlagen::V,döymək,unatarpaa
1243,treten::V,təpmək,tukerpoq
1244,stechen::V,soxmaq,iguppaa
1245,stechen::V,soxmaq,qasilippoq
1246,stoßen::V,itələmək,ikuserpaa
1247,stoßen::V,itələmək,ikusimmippaa
1248,stehlen::V,çalmaq,tillippaa
1249,stehlen::V,oğurlamaq,tillippaa
1250,stören::V,pozmaq,akornuserpaa
1251,belästigen::V,narahat etmək,
1252,verbergen::V,gizləmək,anngigaa
1253,täuschen::V,aldatmaq,
1254,betrügen::V,aldatmaq,peqquserluttuliorfigaa
1255,töten::V,öldürmək,maappaa
1256,töten::V,öldürmək,toquppaa
1257,wohnen::V,yaşamaq,najugaqarpoq
1258,arbeiten::V,işləmək,sulivoq
1259,arbeiten::V,çalışmaq,sulivoq
1260,sammeln::V,yığmaq,katersorpai
1261,sammeln::V,toplamaq,katersorpai
1262,pflücken::V,qoparmaq,
1263,jagen::V,ovlamaq,piniarpoq
1264,fischen::V,balıq tutmaq,aalisarpoq
1265,fassen::V,tutmaq,
1266,hüten::V,güdmək,
1267,treiben::V,haylamaq,
1268,anbinden::V,bağlamaq,qilerut
1269,anbinden::V,bağlamaq,qilersorpaa
1270,anbinden::V,bağlamaq,ungerlatserpaa
1271,füttern::V,bəsləmək,nerlerpaa
1272,melken::V,sağmaq,
1273,hacken::V,yarmaq,
1274,gießen::V,sulamaq,imerterpaa
1275,reifen::V,dəymək,
1276,zubereiten::V,bişirmək,
1277,kochen::V,qaynatmaq,igavoq
1278,backen::V,bişirmək,
1279,braten::V,qızartmaq,siappaa
1280,umrühren::V,qarışdırmaq,qeerlerpaa
1281,stricken::V,hörmək,
1282,nähen::V,tikmək,
1283,färben::V,boyamaq,misuppaa
1284,reinigen::V,təmizləmək,sanniarpaa
1285,waschen::V,yumaq,asappaa
1286,abwischen::V,silmək,saligarpaa
1287,abwischen::V,silmək,saligartorpaa
1288,spülen::V,çalxamaq,
1289,fegen::V,süpürmək,sanngiarpaa
1290,kehren::V,süpürmək,
1291,baden::V,çimmək,uffarpoq
1292,sich waschen::V,yuyunmaq,uffarpoq
1293,ausziehen::V,soyunmaq,annoraajarpaa
1294,anziehen::V,geymək,ativaa
1295,anziehen::V,geymək,atitippaa
1296,sich anziehen::V,geyinmək,atisalersorpoq
1297,kämmen::V,daramaq,
1298,schmücken::V,bəzəmək,
1299,sagen::V,demək,oqarpoq
1300,sagen::V,söymek,oqarpoq
1301,sprechen::V,danışmaq,oqaluttarpoq
1302,reden::V,danışmaq,oqaluppoq
1303,sich unterhalten::V,söhbət etmək,
1304,fragen::V,soruşmaq,aperaa
1305,bitten::V,diləmək,aperaa
1306,bitten::V,diləmək,qinnuigaa
1307,bitten::V,xahiş etmək,aperaa
1308,bitten::V,xahiş etmək,qinnuigaa
1309,erzählen::V,bəhs etmək,oqaluttuaraa
1310,mitteilen::V,bildirmək,oqalualaarpoq
1311,nennen::V,adlandırmaq,
1312,rufen::V,çağırmaq,qaaqquaa
1313,prahlen::V,öyünmək,oqqartuvoq
1314,prahlen::V,öyünmək,oqallortuvoq
1315,übersetzen::V,tərcümə etmək,ikaarpoq
1316,übersetzen::V,tərcümə etmək,nutserpaa
1317,denken::V,düşünmək,isumaqarpoq
1318,denken::V,fikirləşmək,isumaqarpoq
1319,glauben::V,inanmaq,upperaa
1320,glauben::V,inanmaq,isumaqarpoq
1321,bemerken::V,qeyd etmək,
1322,erkennen::V,tanımaq,ilisaraa
1323,begreifen::V,anlamaq,
1324,verstehen::V,duymaq,paasivaa
1325,lernen::V,öyrənmək,ilinniarpoq
1326,wissen::V,bilmək,nalunngilaa
1327,sich erinnern an::V,xatırlamaq,eqqaavaa
1328,vergessen::V,unutmaq,puiorpaa
1329,messen::V,ölçmək,ussersarpaa
1330,zählen::V,saymaq,kisitsivoq
1331,rechnen::V,hesablamaq,kisitsivoq
1332,lesen::V,oxumaq,atuarpoq
1333,malen::V,şəkil çəkmək,qalipappaa
1334,zeichnen::V,cızmaq,
1335,schreiben::V,yazmaq,allappoq
1336,besitzen::V,yiyələnmək,
1337,besitzen::V,malik olmaq,
1338,kaufen::V,satın almaq,pisiaraa
1339,verkaufen::V,satmaq,akigaa
1340,bezahlen::V,ödəmək,akilerpaa
1341,zahlen::V,ödəmək,
1342,beherrschen::V,idarə etmək,inappaa
1343,ertragen::V,dözmək,ernertaaraa
