,Concept_ID,br,ga
807,überall::ADV,dre-holl,i ngach áit
808,überall::ADV,dre-holl,ar fud na háite
809,nicht::ADV,ne ... ket,ní
810,nicht::ADV,ne ... ket,cha
811,ein wenig::ADV,un tammig,beagán
812,kaum::ADV,a-boan,ar éigean
813,sehr::ADV,-tre,an-
814,sehr::ADV,-kenañ,an-
815,so::ADV,evel-se,chomh
816,so::ADV,evel-se,mar sin
817,noch::ADV,c'hoazh,fós
818,noch::ADV,c'hoazh,go fóill
819,nur::ADV,hepken,amháin
820,nur::ADV,hepken,níl ach
821,schon::ADV,dija,cheana
822,schon::ADV,dija,cheana féin
823,wieder::ADV,adarre,arís
824,wieder::ADV,adarre,athuair
825,vor::PRP,dirak,ar thosach
826,hinter::PRP,a-drek,laistiar de
827,hinter::PRP,a-drek,taobh thiar de
828,hinter::PRP,a-dreñv,laistiar de
829,hinter::PRP,a-dreñv,taobh thiar de
830,unter::PRP,dindan,faoi
831,durch::PRP,dre,trí
832,neben::PRP,e-kichen,taobh le
833,neben::PRP,e-kichen,in aice le
834,zwischen::PRP,etre,idir
835,wegen::PRP,abalamour da,de bharr
836,wegen::PRP,abalamour da,mar gheall ar
837,dies::PRN,hemañ,seo
838,das::PRN,se,sin
839,das::PRN,hennezh,sin
840,alles::PRN,pep tra,gach rud
841,ich::PRN,me,mé
842,ich::PRN,me,mise
843,du::PRN,te,tú
844,du::PRN,te,tusa
845,er::PRN,eñ,sé
846,er::PRN,eñ,seisean
847,wir::PRN,ni,sinn
848,ihr::PRN,c'hwi,sibh
849,ihr::PRN,c'hwi,sibhse
850,sie::PRN,int,siad
851,sie::PRN,int,siadsan
852,was::FPRN,petra,cad
853,was::FPRN,petra,céard
854,wer::FPRN,piv,cé
855,wo::FADV,pelec'h,cá
856,wo::FADV,pelec'h,cén áit
857,wohin::FADV,da belec'h,cá
858,wohin::FADV,da belec'h,cén áit
859,wie::FADV,penaos,conas
860,wie::FADV,penaos,cén chaoi
861,warum::FADV,perak,cén fáth
862,warum::FADV,perak,cad chuige
863,wieviel::FNUM,pet,cá mhéad
864,eins::NUM,unan,aon
865,zwei::NUM,daou,dhá
866,drei::NUM,tri,trí
867,vier::NUM,pevar,ceathair
868,fünf::NUM,pemp,cúig
869,sechs::NUM,c'hwec'h,sé
870,sieben::NUM,seizh,seacht
871,acht::NUM,eizh,ocht
872,neun::NUM,nav,naoi
873,zehn::NUM,dek,deich
874,elf::NUM,unnek,aon déag
875,zwölf::NUM,daouzek,dó dhéag
876,zwanzig::NUM,ugent,fiche
877,dreißig::NUM,tregont,tríocha
878,vierzig::NUM,daou-ugent,daichead
879,vierzig::NUM,daou-ugent,ceathracha
880,fünfzig::NUM,hanter-kant,caoga
881,sechzig::NUM,tri-ugent,seasca
882,siebzig::NUM,dek ha tri-ugent,seachtó
883,achtzig::NUM,pevar-ugent,ochtó
884,neunzig::NUM,dek ha pevar-ugent,nócha
885,hundert::NUM,kant,céad
886,tausend::NUM,mil,míle
887,und::CNJ,ha,agus
888,oder::CNJ,pe,nó
889,stehen::V,bezañ a-sav,seas
890,sitzen::V,azezañ,suigh
891,sitzen::V,bezañ en e goazez,suigh
892,liegen::V,bezañ en e c'hourvez,luigh
893,hängen::V,krougañ,tá crochta
894,werden::V,dazonet,éirigh
895,passieren::V,c'hoarvezout,tarlaigh
896,beginnen::V,stagañ,tosaigh
897,enden::V,achuiñ,críochnaigh
898,wechseln::V,cheñch,athraigh
899,aufgehen[Sonne]::V,dirouzañ,éirigh
900,scheinen[Sonne]::V,lugernañ,taitin
901,scheinen[Sonne]::V,lugernañ,soilsigh
902,donnern::V,taranal,tá toirneach ann
903,wehen::V,c'hwezhañ,séid
904,strömen::V,deredek,sil
905,fließen::V,redek,rith
906,fließen::V,redek,snigh
907,sich drehen::V,troiñ,cas
908,sich drehen::V,troiñ,imrothlaigh
909,schwanken::V,trantellat,luasc
910,schwingen::V,froumal,luasc
911,fallen::V,kouezhañ,tit
912,brennen::V,deviñ,dóigh
913,rauchen::V,divogedañ,plúch toite
914,regnen::V,glavañ,báistigh
915,regnen::V,glavañ,tá ag cur báistí
916,gefrieren::V,reviñ,sioc
917,gefrieren::V,reviñ,reoigh
918,tauen::V,diskornañ,leáigh
919,tauen::V,diskornañ,coscair
920,schmelzen::V,teuziñ,leáigh
921,trocknen::V,sec'hañ,triomaigh
922,sieden::V,berviñ,fiuch
923,sieden::V,berviñ,beirigh
924,faulen::V,breinañ,lobh
925,faulen::V,breinañ,dreoigh
926,verfaulen::V,breinañ,lobh
927,verfaulen::V,breinañ,feoigh
928,reißen::V,darnaouiñ,bris
929,versinken::V,sodellañ,téigh síos
930,vergehen::V,tremen,téigh thart
931,erscheinen::V,donet war-wel,tar
932,verschwinden::V,monet diwar wel,imigh
933,sinken::V,en em izelat,tit
934,sinken::V,en em izelat,ísligh
935,abnehmen::V,nebeutaat,maolaigh
936,abnehmen::V,nebeutaat,laghdaigh
937,zunehmen::V,kreskiñ,méadaigh
938,steigen::V,sevel,éirigh
939,wachsen::V,kreskiñ,fás
940,glänzen::V,lugernañ,lonraigh
941,funkeln::V,elieniñ,drithligh
942,lärmen::V,rabotat,tóg callán
943,klirren::V,diridignat,cling
944,klirren::V,sterlinkañ,cling
945,brausen::V,gwegal,búir
946,rauschen::V,trouzal,tá ag siosarnach
947,klingen::V,seniñ,tá glór ag
948,bellen::V,harzhal,amhastraigh
949,heulen::V,yudal,glam
950,blasen::V,c'hwezhañ,séid
951,pfeifen::V,c'hwitellat,lig fead
952,schreien::V,huchal,béic
953,schreien::V,huchal,glaoigh
954,stöhnen::V,hirvoudiñ,lig cnead
955,zittern::V,krenañ,crith
956,zittern::V,krenañ,creathnaigh
957,leben::V,bevañ,mair
958,geboren werden::V,genel,rugadh
959,atmen::V,tennañ e anal,análaigh
960,trinken::V,evañ,ól
961,essen::V,debriñ,ith
962,schlucken::V,lonkañ,slog
963,müde werden::V,skuizhañ,tuirsigh
964,einschlafen::V,menel kousket,tit ina chodladh
965,schlafen::V,kousket,codail
966,aufwachen::V,dihuniñ,múscail
967,aufstehen::V,sevel,éirigh
968,sich erholen::V,diskuizhañ,lig scíth
969,krank werden::V,klañviñ,éirigh tinn
970,krank sein::V,bezañ klañv,tá tinn
971,schmerzen::V,skourjezañ,tá pian i
972,husten::V,pasaat,déan casacht
973,husten::V,peudal,déan casacht
974,genesen::V,pareañ,téarnaigh
975,sterben::V,mervel,éag
976,sterben::V,mervel,faigh bás
977,umkommen::V,perisañ,caill
978,sich bewegen::V,bouljal,bog
979,sich bewegen::V,bouljal,gluais
980,sich rühren::V,fiñval,corraigh
981,sich erheben::V,sevel,seas suas
982,sich setzen::V,azezañ,suigh
983,sich setzen::V,mont en e goazez,suigh
984,hinfallen::V,kouezhañ,tit
985,laufen::V,redek,siúil
986,schreiten::V,kerzhet,siúil
987,spazierengehen::V,pourmen,téigh ag spaisteoireacht
988,eilen::V,hastañ,deifrigh
989,eilen::V,hastañ,brostaigh
990,sich beeilen::V,hastañ,deifrigh
991,sich beeilen::V,hastañ,déan deifir
992,sausen::V,karzhañ,luathaigh
993,rennen::V,redek,rith
994,springen::V,lammat,léim
995,klettern::V,krimpat,dreap
996,schaukeln::V,brañsellat,téigh ar an maide corrach
997,kriechen::V,skrampañ,snámh
998,schwimmen::V,neuial,snámh
999,tauchen::V,splujañ,tum
1000,rudern::V,roeñvat,iomair
1001,rudern::V,roeñvat,rámhaigh
1002,fahren::V,kas,tiomáin
1003,fahren::V,bleniañ,tiomáin
1004,fliegen::V,nijal,eitil
1005,gehen::V,mont,téigh
1006,weggehen::V,mont kuit,imigh
1007,abfahren::V,mont kuit,imigh
1008,anhalten::V,chom a-sav,stad
1009,hineingehen::V,monet e-barzh,téigh isteach
1010,eintreten::V,monet e-barzh,téigh isteach
1011,kommen::V,dont,tar
1012,ankommen::V,erruout,tar
1013,zurückkommen::V,addonet,fill
1014,bleiben::V,chom,fan
1015,warten::V,gortoz,fan
1016,erwarten::V,gortoz,tá ag súil le
1017,erwarten::V,gortoz,tá ag dréim le
1018,suchen::V,klask,lorg
1019,finden::V,kavout,faigh
1020,finden::V,kavout,aimsigh
1021,versuchen::V,klask,triail
1022,vorbereiten::V,aozañ,réitigh
1023,lieben::V,karout,gráigh
1024,mögen::V,karout,taitin le
1025,mögen::V,karout,is maith le
1026,lachen::V,c'hoarzin,gáir
1027,rühren::V,tenerañ,téigh i bhfeidhm ar
1028,weinen::V,gouelañ,goil
1029,weinen::V,gouelañ,caoin
1030,schimpfen::V,krozal,tá ag clamhsán
1031,sich ärgern::V,fachañ,tá corraithe
1032,sich ärgern::V,en em fachañ,tá corraithe
1033,fliehen::V,tec'het,teith
1034,flüchten::V,tuzañ,éalaigh
1035,sehen::V,gwelet,feic
1036,anschauen::V,sellout ouzh,dearc
1037,anschauen::V,sellout ouzh,féach ar
1038,ansehen::V,sellout ouzh,breathnaigh
1039,hören::V,klevet,cluin
1040,zuhören::V,selaou,éist
1041,probieren::V,blasa,bliais
1042,riechen::V,klevet,bolaigh
1043,fühlen::V,santout,braith
1044,fühlen::V,santout,mothaigh
1045,scheinen::V,diskouez bezañ,tá an chuma ar
1046,zu sehen sein::V,bezañ gwelus,tá le feiceáil
1047,vernehmen::V,merzhañ,clois
1048,frieren::V,anoued,tá fuar
1049,tun::V,ober,déan
1050,können::V,gouzout,féad
1051,können::V,gouzout,is féidir le
1052,wollen::V,fellout da,tá ag iarraidh
1053,wollen::V,kaout c'hoant da,tá ag iarraidh
1054,anfangen::V,kregiñ,tosaigh
1055,anfangen::V,kregiñ,cuir tús le
1056,beenden::V,achuiñ,críochnaigh
1057,beenden::V,achuiñ,cuir deireadh le
1058,aufhören::V,paouez,stad
1059,öffnen::V,digeriñ,oscail
1060,schließen::V,serriñ,dún
1061,schließen::V,serriñ,iaigh
1062,stellen::V,lakaat,cuir
1063,setzen::V,lakaat,cuir
1064,setzen::V,lakaat,socraigh
1065,legen::V,lakaat,cuir
1066,berühren::V,touch,teagmhaigh le
1067,verbinden::V,eren,ceangail
1068,bedecken::V,goloiñ,clúdaigh
1069,bedecken::V,goloiñ,cumhdaigh
1070,aufhängen::V,istribilhañ,croch
1071,anzünden::V,alumiñ,las
1072,anzünden::V,alumiñ,adhain
1073,anzünden::V,c'hwezzañ,las
1074,anzünden::V,c'hwezzañ,adhain
1075,aufheben::V,dastum,tóg
1076,aufheben::V,dastum,ardaigh
1077,zurücklassen::V,lezel,fág
1078,verlieren::V,koll,caill
1079,fallen lassen::V,laoskel,lig uait
1080,fallen lassen::V,laoskel,caith uait
1081,fallen lassen::V,lezel da gouezhel,lig uait
1082,fallen lassen::V,lezel da gouezhel,caith uait
1083,machen::V,ober,déan
1084,machen::V,ober,réitigh
1085,herstellen::V,fardañ,táirg
1086,bauen::V,sevel,tóg
1087,reparieren::V,adaozañ,deisigh
1088,verbessern::V,gwellaat,feabhsaigh
1089,ändern::V,cheñch,athraigh
1090,graben::V,kleuzañ,tochail
1091,beugen::V,plegañ,crom
1092,biegen::V,krommañ,lúb
1093,drehen::V,treiñ,cas
1094,wenden::V,treiñ,tiontaigh
1095,umdrehen::V,treiñ,iompaigh
1096,umdrehen::V,treiñ,tiontaigh
1097,heben::V,sevel,ardaigh
1098,hochheben::V,sevel,tóg
1099,ergreifen::V,kemer,beir ar
1100,halten::V,dalc'hen,coimeád
1101,halten::V,dalc'hen,coinnigh
1102,drücken::V,bountañ,brúigh
1103,schieben::V,poulzañ,brúigh
1104,kratzen::V,skrabat,scríob
1105,lecken::V,lipat,ligh
1106,lecken::V,lipat,leadhb
1107,beißen::V,kregiñ,bain greim as
1108,abreißen::V,diframmañ,stróic
1109,abreißen::V,diframmañ,tarraing
1110,abschneiden::V,troc'hañ,scoith
1111,binden::V,stagañ,ceangail
1112,stecken::V,sankañ,sáigh
1113,brechen::V,darnaouiñ,bris
1114,klopfen::V,skoiñ,cnag
1115,hauen::V,dornañ,buail
1116,kleben::V,pegañ,gliúáil
1117,reiben::V,taravat,cuimil
1118,reiben::V,trekiñ,cuimil
1119,streichen::V,toazañ,leath
1120,schleifen::V,lemmañ,líomh
1121,schneiden::V,troc'hañ,gearr
1122,rütteln::V,tordorosañ,croith
1123,schütteln::V,hejañ,croith
1124,schütten::V,diskargañ,doirt
1125,füllen::V,kargañ,líon
1126,einwickeln::V,gronnañ,cuach
1127,einwickeln::V,gronnañ,clúdaigh
1128,tragen::V,dougen,iompair
1129,schleppen::V,stlejal,tarraing
1130,ziehen::V,sachañ,tarraing
1131,aufbewahren::V,miret,coinnigh
1132,werfen::V,teuler,caith
1133,fangen::V,tapañ,ceap
1134,packen::V,krapat,beir ar
1135,verstecken::V,kuzhat,folaigh
1136,verstecken::V,kuzhat,cuir i bhfolach
1137,teilen::V,rannañ,roinn
1138,schicken::V,kas,seol
1139,bringen::V,degas,beir
1140,bringen::V,degas,tabhair
1141,hinzufügen::V,lakat ouzhpenn,cuir le
1142,bekommen::V,kaout,faigh
1143,erhalten::V,kaout,faigh
1144,nehmen::V,kemer,tóg
1145,nehmen::V,kemer,glac
1146,wählen::V,choaz,pioc
1147,wählen::V,choaz,roghnaigh
1148,auswählen::V,dibab,roghnaigh
1149,bewahren::V,mirout,caomhnaigh
1150,behindern::V,diaezañ,cuir bac ar
1151,verderben::V,lovrañ,mill
1152,beschädigen::V,gwallegañ,loit
1153,beschädigen::V,gwallegañ,déan damáiste do
1154,zerbrechen::V,torriñ,bris
1155,zerreißen::V,diroegiñ,stiall
1156,zerstören::V,distrujañ,mill
1157,zerstören::V,distrujañ,scrios
1158,verbrennen::V,deviñ,las
1159,verbrennen::V,deviñ,dóigh
1160,geben::V,reiñ,tabhair
1161,schenken::V,donezonañ,bronn
1162,schenken::V,donezonañ,tabhair
1163,versprechen::V,prometiñ,geall
1164,wünschen::V,hetiñ,guigh
1165,loben::V,feurmiñ,mol
1166,küssen::V,pokat,póg
1167,wiegen::V,pouezañ,bog
1168,wiegen::V,pouezañ,luasc
1169,zudecken::V,goloiñ,clúdaigh
1170,wecken::V,dihuniñ,dúisigh
1171,zeigen::V,diskouez,taispeáin
1172,führen::V,kas,treoraigh
1173,lehren::V,deskiñ,múin
1174,lehren::V,deskiñ,teagasc
1175,unterrichten::V,kelenn,múin
1176,unterrichten::V,kelenn,teagasc
1177,leiten::V,bleinañ,tá i gceannas ar
1178,antreiben::V,poulzañ,gríosaigh
1179,lassen::V,leuskel,cuir ag
1180,einladen::V,pediñ,cuir cuireadh ar
1181,vereinigen::V,unisañ,aontaigh
1182,besuchen::V,gweladenniñ,tabhair cuairt ar
1183,treffen::V,kejal,cas ar
1184,treffen::V,kejal,buail le
1185,treffen::V,ankontrañ,cas ar
1186,treffen::V,ankontrañ,buail le
1187,sich versammeln::V,bodennañ,bailigh
1188,sich versammeln::V,bodennañ,cruinnigh
1189,spielen::V,c'hoari,imir
1190,spielen::V,c'hoari,tá ag spraoi
1191,singen::V,kanañ,can
1192,tanzen::V,dañsal,rinc
1193,tanzen::V,dañsal,damhsaigh
1194,sich trennen::V,dispartiañ,scar
1195,verlassen::V,lezel,fág
1196,retten::V,saveteiñ,tarrtháil
1197,bewachen::V,mesa,cosain
1198,bewachen::V,mesa,gardáil
1199,schützen::V,diwall,cosain
1200,verteidigen::V,difenn,cosain
1201,sich schlagen::V,lopañ,tá ag bruíon
1202,siegen::V,trec'hiñ,bain
1203,siegen::V,trec'hiñ,buaigh
1204,ärgern::V,hegasiñ,cuir isteach ar
1205,schlagen::V,skeiñ,buail
1206,treten::V,botaouiñ,ciceáil
1207,stechen::V,pikat,sáigh
1208,stoßen::V,stokañ,brúigh
1209,stoßen::V,stokañ,soncáil
1210,stehlen::V,laerezh,goid
1211,stören::V,direnkañ,cuir isteach ar
1212,belästigen::V,dregasiñ,cuir as do
1213,verbergen::V,skoachañ,ceil
1214,täuschen::V,tromplañ,cuir dallamullóg ar
1215,betrügen::V,lorbañ,déan calaois ar
1216,töten::V,lazhañ,maraigh
1217,wohnen::V,bezañ o chom,cuir faoi
1218,wohnen::V,bezañ o chom,tá ina chónaí
1219,arbeiten::V,labourat,oibrigh
1220,sammeln::V,dastum,bailigh
1221,sammeln::V,dastum,cruinnigh
1222,pflücken::V,kuntuilhañ,pioc
1223,jagen::V,chaseal,seilg
1224,fischen::V,pesketa,iasc
1225,fassen::V,pakañ,beir ar
1226,hüten::V,geota,aoirigh
1227,anbinden::V,stagañ,ceangail
1228,füttern::V,boueta,cothaigh
1229,füttern::V,boueta,beathaigh
1230,melken::V,goro,bligh
1231,melken::V,goro,crúigh
1232,hacken::V,difrakal,gearr
1233,gießen::V,dourañ,uiscigh
1234,reifen::V,azviñ,aibigh
1235,zubereiten::V,keginañ,cócaráil
1236,kochen::V,poazhañ,bruith
1237,kochen::V,poazhañ,beirigh
1238,backen::V,fritañ,bácáil
1239,braten::V,rostañ,róst
1240,braten::V,rostañ,frioch
1241,stricken::V,stammañ,cniotáil
1242,nähen::V,gwriat,fuaigh
1243,färben::V,livañ,dathaigh
1244,reinigen::V,naetañ,glan
1245,waschen::V,gwalc'hiñ,nigh
1246,abwischen::V,torchañ,glan
1247,spülen::V,disgwalc'hiñ,sruthlaigh
1248,fegen::V,skubañ,scuab
1249,kehren::V,skubañ,scuab
1250,baden::V,kouronkañ,folc
1251,sich waschen::V,en em walc'hiñ,nigh é féin
1252,sich anziehen::V,gwiskañ,gléas é féin
1253,kämmen::V,kribat,cíor
1254,schmücken::V,kinklañ,maisigh
1255,sagen::V,larêt,abair
1256,sagen::V,lavaret,abair
1257,sprechen::V,komz,labhair
1258,reden::V,kaozeal,caintigh
1259,sich unterhalten::V,balbotal,caintigh
1260,sich unterhalten::V,balbotal,tá ag comhrá
1261,fragen::V,goulenn,fiafraigh
1262,fragen::V,goulenn,cuir ceist
1263,bitten::V,goulenn,iarr
1264,erzählen::V,kontañ,inis
1265,erzählen::V,kontañ,eachtraigh
1266,mitteilen::V,kemenn,aithris
1267,mitteilen::V,kemenn,cuir in iúl
1268,nennen::V,anviñ,ainmnigh
1269,rufen::V,gelver,glaoigh
1270,prahlen::V,fougeal,maígh
1271,übersetzen::V,treiñ,aistrigh
1272,denken::V,soñjal,síl
1273,denken::V,soñjal,ceap
1274,glauben::V,krediñ,creid
1275,bemerken::V,apresevañ,tabhair faoi deara
1276,erkennen::V,anavout,aithin
1277,begreifen::V,meizañ,tuig
1278,verstehen::V,kompren,tuig
1279,lernen::V,deskiñ,foghlaim
1280,wissen::V,gouzout,tá a fhios ag
1281,sich erinnern an::V,kaout soñj e,cuimhnigh ar
1282,sich erinnern an::V,kaout soñj e,is cuimhne ar
1283,vergessen::V,ankouaat,dearmad
1284,messen::V,muzuliañ,tomhais
1285,zählen::V,kontañ,cuntais
1286,rechnen::V,jedañ,ríomh
1287,rechnen::V,jedañ,áirigh
1288,lesen::V,lenn,léigh
1289,malen::V,livañ,péinteáil
1290,zeichnen::V,tresañ,línigh
1291,zeichnen::V,tresañ,tarraing
1292,schreiben::V,skrivañ,scríobh
1293,besitzen::V,kaout,is le
1294,kaufen::V,prenañ,ceannaigh
1295,verkaufen::V,gwerzhañ,díol
1296,bezahlen::V,paeañ,íoc as
1297,zahlen::V,paeañ,íoc
1298,beherrschen::V,mestroniañ,rialaigh
1299,ertragen::V,anduriñ,seas
1300,ertragen::V,anduriñ,fulaing
1301,ertragen::V,anduriñ,foighnigh
1302,Grube::N,,poll
1303,Spur::N,,rian
1304,Lehm::N,,cré
1305,Laut::N,,fuaim
1306,Winkel::N,,cúinne
1307,Winkel::N,,uillinn
1308,Lagerfeuer::N,,tine champa
1309,vergebens::ADV,,amú
1310,vergebens::ADV,,in aisce
1311,untergehen[Sonne]::V,,fuin
1312,untergehen[Sonne]::V,,téigh faoi
1313,läuten::V,,buail
1314,klingeln::V,,buail
1315,sich fürchten::V,,tá eagla ar
1316,fürchten::V,,tá eagla ar
1317,gelingen::V,,éirigh le
1318,geraten::V,,tá deireadh ar
1319,schwenken::V,,luasc
1320,reichen::V,,sín
1321,reichen::V,,cuir
1322,aufziehen::V,,tóg
1323,schießen::V,,caith
1324,schießen::V,,scaoil
1325,treiben::V,,seol
1326,treiben::V,,tiomáin
1327,umrühren::V,,measc
1328,ausziehen::V,,bain de
1329,anziehen::V,,cuir ar
