,Concept_ID,de,ja
191,Glas::N,Glas,ガラス
192,Lehm::N,Lehm,ローム
193,Sand::N,Sand,砂
194,Mensch::N,Mensch,人
195,Mann::N,Mann,男
196,Mann::N,Mann,男性
197,Frau::N,Frau,女
198,Frau::N,Frau,女性
199,Kind::N,Kind,子
200,Kind::N,Kind,子供
201,Junge::N,Junge,男の子
202,Mädchen::N,Mädchen,女の子
203,Familie::N,Familie,家族
204,Großvater::N,Großvater,祖父
205,Großvater::N,Großvater,おじいさん
206,Großmutter::N,Großmutter,祖母
207,Großmutter::N,Großmutter,おばあさん
208,Eltern::N,Eltern,親
209,Eltern::N,Eltern,両親
210,Vater::N,Vater,父
211,Vater::N,Vater,お父さん
212,Mutter::N,Mutter,母
213,Mutter::N,Mutter,お母さん
214,Sohn::N,Sohn,息子
215,Sohn::N,Sohn,息子さん
216,Tochter::N,Tochter,娘
217,Tochter::N,Tochter,お嬢さん
218,Bruder::N,Bruder,弟
219,Schwester::N,Schwester,妹
220,Onkel::N,Onkel,伯父
221,Onkel::N,Onkel,伯父さん
222,Tante::N,Tante,叔母
223,Tante::N,Tante,叔母さん
224,Ehemann::N,Ehemann,夫
225,Ehemann::N,Ehemann,主人
226,Ehefrau::N,Ehefrau,妻
227,Ehefrau::N,Ehefrau,奥さん
228,Freude::N,Freude,喜び
229,Gelächter::N,Gelächter,笑い
230,Glück::N,Glück,幸せ
231,Kummer::N,Kummer,悩み
232,Wunsch::N,Wunsch,希望
233,Lust::N,Lust,気
234,Geist::N,Geist,精神
235,Gedanke::N,Gedanke,考え
236,Gedächtnis::N,Gedächtnis,記憶
237,Verstand::N,Verstand,理解力
238,Sinn::N,Sinn,意味
239,Grund::N,Grund,理由
240,Wahrheit::N,Wahrheit,真実
241,Gespräch::N,Gespräch,会話
242,Märchen::N,Märchen,童話
243,Erzählung::N,Erzählung,物語
244,Nachricht::N,Nachricht,報告
245,Neuigkeit::N,Neuigkeit,ニュース
246,Name::N,Name,名前
247,Rätsel::N,Rätsel,謎
248,Rede::N,Rede,演説
249,Sprache::N,Sprache,言語
250,Stimme::N,Stimme,声
251,Wort::N,Wort,言葉
252,Zeichen::N,Zeichen,記号
253,Ruf::N,Ruf,呼び声
254,Lärm::N,Lärm,騒音
255,Laut::N,Laut,音
256,Ton::N,Ton,音
257,Lied::N,Lied,歌
258,Ruhe::N,Ruhe,静けさ
259,Leute::N,Leute,人々
260,Volk::N,Volk,民族
261,Arbeit::N,Arbeit,仕事
262,Gast::N,Gast,客
263,Geschenk::N,Geschenk,贈り物
264,Spiel::N,Spiel,遊び
265,Gesellschaft::N,Gesellschaft,社会
266,Hilfe::N,Hilfe,援助
267,Freund::N,Freund,友達
268,Kamerad::N,Kamerad,同志
269,Angelegenheit::N,Angelegenheit,件
270,Anzahl::N,Anzahl,数
271,Art::N,Art,種類
272,Stück::N,Stück,部分
273,Teil::N,Teil,部分
274,Hälfte::N,Hälfte,半分
275,Kreis::N,Kreis,円
276,Kreuz::N,Kreuz,十字
277,Linie::N,Linie,線
278,Strich::N,Strich,線
279,Abstand::N,Abstand,距離
280,Entfernung::N,Entfernung,距離
281,Gegend::N,Gegend,辺
282,Gegend::N,Gegend,地域
283,Platz::N,Platz,ゆとり
284,Ort::N,Ort,所
285,Ort::N,Ort,場所
286,Seite::N,Seite,横
287,Mitte::N,Mitte,真ん中
288,Gegenstand::N,Gegenstand,物件
289,Sache::N,Sache,物
290,Rand::N,Rand,端
291,Kante::N,Kante,縁
292,Ecke::N,Ecke,角
293,Spitze::N,Spitze,先頭
294,Ende::N,Ende,端
295,Loch::N,Loch,穴
296,Winkel::N,Winkel,片隅
297,Muster::N,Muster,模様
298,Größe::N,Größe,大きさ
299,Länge::N,Länge,長さ
300,Höhe::N,Höhe,高さ
301,Gewicht::N,Gewicht,重さ
302,Menge::N,Menge,量
303,Haufen::N,Haufen,堆積
304,Reihe::N,Reihe,並び
305,Boot::N,Boot,ボート
306,Ruder::N,Ruder,オール
307,Schlitten::N,Schlitten,そり
308,Ski::N,Ski,スキー
309,Lagerfeuer::N,Lagerfeuer,篝火
310,Last::N,Last,荷物
311,Gang::N,Gang,歩み
312,Schritt::N,Schritt,歩
313,Norden::N,Norden,北
314,Süden::N,Süden,南
315,Westen::N,Westen,西
316,Osten::N,Osten,東
317,Holz::N,Holz,木
318,Holz::N,Holz,木材
319,Brett::N,Brett,板
320,Platte::N,Platte,盤
321,Stütze::N,Stütze,支柱
322,Stange::N,Stange,棒
323,Stock::N,Stock,杖
324,Stab::N,Stab,棒
325,Rohr::N,Rohr,管
326,Haus::N,Haus,家
327,Heim::N,Heim,家
328,Ofen::N,Ofen,ストーブ
329,Fußboden::N,Fußboden,床
330,Tisch::N,Tisch,机
331,Stuhl::N,Stuhl,椅子
332,Wiege::N,Wiege,揺籃
333,Bett::N,Bett,ベッド
334,Regal::N,Regal,棚
335,Kiste::N,Kiste,箱
336,Fenster::N,Fenster,窓
337,Tür::N,Tür,戸
338,Tür::N,Tür,ドア
339,Tor::N,Tor,門
340,Zaun::N,Zaun,垣根
341,Dach::N,Dach,屋根
342,Leiter::N,Leiter,梯子
343,Besen::N,Besen,ほうき
344,Spaten::N,Spaten,スコップ
345,Schaufel::N,Schaufel,シャベル
346,Gabel::N,Gabel,フォーク
347,Löffel::N,Löffel,スプーン
348,Messer::N,Messer,ナイフ
349,Nagel::N,Nagel,釘
350,Netz::N,Netz,網
351,Haken::N,Haken,鉤
352,Haken::N,Haken,フック
353,Griff::N,Griff,取っ手
354,Schloss::N,Schloss,錠
355,Bild::N,Bild,絵
356,Figur::N,Figur,像
357,Puppe::N,Puppe,人形
358,Beutel::N,Beutel,袋
359,Bündel::N,Bündel,束
360,Bündel::N,Bündel,包み
361,Tasche::N,Tasche,かばん
362,Eimer::N,Eimer,バケツ
363,Deckel::N,Deckel,蓋
364,Geschirr::N,Geschirr,食器
365,Sack::N,Sack,袋
366,Tasse::N,Tasse,カップ
367,Topf::N,Topf,鍋
368,Kessel::N,Kessel,釜
369,Essen::N,Essen,食事
370,Nahrung::N,Nahrung,食物
371,Speise::N,Speise,料理
372,Fleisch::N,Fleisch,肉
373,Getreide::N,Getreide,麦
374,Getreide::N,Getreide,穀物
375,Brei::N,Brei,粥
376,Brot::N,Brot,パン
377,Scheibe::N,Scheibe,枚
378,Scheibe::N,Scheibe,切れ
379,Fett::N,Fett,脂肪
380,Butter::N,Butter,バター
381,Öl::N,Öl,油
382,Salz::N,Salz,塩
383,Suppe::N,Suppe,スープ
384,Honig::N,Honig,蜂蜜
385,Milch::N,Milch,牛乳
386,Tee::N,Tee,茶
387,Tee::N,Tee,お茶
388,Leder::N,Leder,革
389,Wolle::N,Wolle,毛糸
390,Stoff::N,Stoff,布
391,Nadel::N,Nadel,針
392,Faden::N,Faden,糸
393,Knopf::N,Knopf,ボタン
394,Knoten::N,Knoten,結び目
395,Farbe::N,Farbe,ペンキ
396,Kleidung::N,Kleidung,衣服
397,Hemd::N,Hemd,シャツ
398,Kragen::N,Kragen,襟
399,Ärmel::N,Ärmel,袖
400,Hose::N,Hose,ズボン
401,Gürtel::N,Gürtel,帯
402,Gürtel::N,Gürtel,ベルト
403,Mütze::N,Mütze,帽子
404,Schuh::N,Schuh,靴
405,Stiefel::N,Stiefel,ブーツ
406,Ring::N,Ring,輪
407,Band::N,Band,リボン
408,Kamm::N,Kamm,櫛
409,Spiegel::N,Spiegel,鏡
410,Riemen::N,Riemen,緒
411,Schnur::N,Schnur,紐
412,Leine::N,Leine,綱
413,Decke::N,Decke,掛け布団
414,Kissen::N,Kissen,枕
415,Tuch::N,Tuch,スカーフ
416,Handtuch::N,Handtuch,タオル
417,Kraft::N,Kraft,力
418,Stärke::N,Stärke,強さ
419,Gesundheit::N,Gesundheit,健康
420,Krankheit::N,Krankheit,病気
421,Schmerz::N,Schmerz,痛み
422,Wunde::N,Wunde,傷
423,Fieber::N,Fieber,熱
424,Arznei::N,Arznei,薬
425,Brücke::N,Brücke,橋
426,Brunnen::N,Brunnen,井戸
427,Weide::N,Weide,牧場
428,Pfad::N,Pfad,小路
429,Weg::N,Weg,道
430,Straße::N,Straße,街道
431,Dorf::N,Dorf,村
432,Stadt::N,Stadt,町
433,Stadt::N,Stadt,都市
434,Brief::N,Brief,手紙
435,Buch::N,Buch,本
436,Buchstabe::N,Buchstabe,文字
437,Zeitung::N,Zeitung,新聞
438,Leben::N,Leben,生活
439,Tod::N,Tod,死
440,Grab::N,Grab,墓
441,Kirche::N,Kirche,教会
442,Sünde::N,Sünde,罪
443,Gott::N,Gott,神
444,Arbeiter::N,Arbeiter,労働者
445,Chef::N,Chef,上司
446,Meister::N,Meister,達人
447,Meister::N,Meister,マイスター
448,Arzt::N,Arzt,医者
449,Lehrer::N,Lehrer,先生
450,Geld::N,Geld,金
451,Geschäft::N,Geschäft,取り引き
452,Laden::N,Laden,店
453,Preis::N,Preis,値段
454,Ware::N,Ware,商品
455,Nutzen::N,Nutzen,利益
456,Reichtum::N,Reichtum,豊かさ
457,Welt::N,Welt,世界
458,Land::N,Land,国
459,Staat::N,Staat,国家
460,König::N,König,国王
461,Macht::N,Macht,権力
462,Grenze::N,Grenze,国境
463,Krieg::N,Krieg,戦争
464,Feind::N,Feind,敵
465,Gewalt::N,Gewalt,暴力
466,Kampf::N,Kampf,戦い
467,Bogen[Waffe]::N,Bogen,弓
468,Pfeil::N,Pfeil,矢
469,Gewehr::N,Gewehr,銃
470,Fehler::N,Fehler,間違い
471,Lüge::N,Lüge,嘘
472,Schaden::N,Schaden,損害
473,Unglück::N,Unglück,不幸
474,Schuld::N,Schuld,罪
475,Alter::N,Alter,年
476,Alter::N,Alter,年齢
477,Schluss::N,Schluss,終わり
478,Zeit::N,Zeit,時
479,Zeit::N,Zeit,時間
480,Tag::N,Tag,日
481,Morgen::N,Morgen,朝
482,Mittag::N,Mittag,昼
483,Abend::N,Abend,晩
484,Abend::N,Abend,夕方
485,Nacht::N,Nacht,夜
486,Woche::N,Woche,週
487,Monat::N,Monat,月
488,Jahr::N,Jahr,年
489,Frühling::N,Frühling,春
490,Sommer::N,Sommer,夏
491,Herbst::N,Herbst,秋
492,Winter::N,Winter,冬
493,Januar::N,Januar,一月
494,Februar::N,Februar,二月
495,März::N,März,三月
496,April::N,April,四月
497,Mai::N,Mai,五月
498,Juni::N,Juni,六月
499,Juli::N,Juli,七月
500,August::N,August,八月
501,September::N,September,九月
502,Oktober::N,Oktober,十月
503,November::N,November,十一月
504,Dezember::N,Dezember,十二月
505,Montag::N,Montag,月曜日
506,Dienstag::N,Dienstag,火曜日
507,Mittwoch::N,Mittwoch,水曜日
508,Donnerstag::N,Donnerstag,木曜日
509,Freitag::N,Freitag,金曜日
510,Samstag::N,Samstag,土曜日
511,Sonntag::N,Sonntag,日曜日
512,groß::A,groß,大きい
513,klein::A,klein,小さい
514,lang::A,lang,長い
515,kurz::A,kurz,短い
516,breit::A,breit,広い
517,schmal::A,schmal,狭い
518,dicht::A,dicht,密な
519,dick[Gegenstand]::A,dick,厚い
520,dünn::A,dünn,薄い
521,fein::A,fein,細い
522,fest::A,fest,硬い
523,flach::A,flach,平らな
524,glatt::A,glatt,滑らかな
525,hart::A,hart,堅い
526,weich::A,weich,柔らかい
527,rund::A,rund,丸い
528,spitz::A,spitz,尖った
529,scharf::A,scharf,鋭い
530,stumpf::A,stumpf,鈍い
531,schwer::A,schwer,重い
532,schön::A,schön,綺麗な
533,heiß::A,heiß,熱い
534,warm::A,warm,温かい
535,kalt::A,kalt,寒い
536,kalt::A,kalt,冷たい
537,kühl::A,kühl,涼しい
538,frisch::A,frisch,ひんやりした
539,feucht::A,feucht,湿った
540,nass::A,nass,濡れた
541,trocken::A,trocken,乾いた
542,voll::A,voll,いっぱいの
543,leer::A,leer,空の
544,offen::A,offen,開いた
545,geschlossen::A,geschlossen,閉まった
546,sauber::A,sauber,清潔な
547,schmutzig::A,schmutzig,汚い
548,roh::A,roh,生の
549,reif::A,reif,熟した
550,lecker::A,lecker,美味しい
551,süß::A,süß,甘い
552,bitter::A,bitter,苦い
553,sauer::A,sauer,酸っぱい
554,hell::A,hell,明るい
555,dunkel::A,dunkel,暗い
556,schwarz::A,schwarz,黒い
557,weiß::A,weiß,白い
558,rot::A,rot,赤い
559,gelb::A,gelb,黄色い
560,blau::A,blau,青い
561,grün::A,grün,緑の
562,grau::A,grau,灰色の
563,bunt::A,bunt,色取り取りの
564,billig::A,billig,安い
565,teuer::A,teuer,高い
566,wertvoll::A,wertvoll,貴重な
567,blind::A,blind,盲目の
568,taub::A,taub,耳が聞こえない
569,kräftig::A,kräftig,強力な
570,stark::A,stark,強い
571,schwach::A,schwach,弱い
572,fett::A,fett,太った
573,schlank::A,schlank,ほっそりした
574,hübsch::A,hübsch,素敵な
575,böse::A,böse,悪い
576,dumm::A,dumm,馬鹿な
577,faul::A,faul,怠惰な
578,fleißig::A,fleißig,勤勉な
579,geizig::A,geizig,けちな
580,klug::A,klug,賢い
581,klug::A,klug,頭のいい
582,geschickt::A,geschickt,器用な
583,lieb::A,lieb,愛らしい
584,lustig::A,lustig,楽しい
585,sanft::A,sanft,温和な
586,hungrig::A,hungrig,空腹の
587,krank::A,krank,病気の
588,nackt::A,nackt,裸の
589,traurig::A,traurig,悲しい
590,lebendig::A,lebendig,生きた
591,gut::A,gut,良い
592,schlecht::A,schlecht,悪い
593,schlecht::A,schlecht,駄目な
594,richtig::A,richtig,正しい
595,schlimm::A,schlimm,ひどい
596,wahr::A,wahr,本当の
597,alt::A,alt,古い
598,neu::A,neu,新しい
599,ehemalig::A,ehemalig,以前の
600,alt[Lebewesen]::A,alt,年を取った
601,jung::A,jung,若い
602,arm::A,arm,貧乏な
603,reich::A,reich,裕福な
604,bekannt::A,bekannt,有名な
605,berühmt::A,berühmt,有名な
606,fremd::A,fremd,見知らぬ
607,verschieden::A,verschieden,色々な
608,nah::A,nah,近い
609,fern::A,fern,遠い
610,linker::A,linker,左の
611,rechter::A,rechter,右の
612,anderer::A,anderer,別の
613,erster::A,erster,一番目
614,zweiter::A,zweiter,二番目
615,dritter::A,dritter,三番目
616,letzter::A,letzter,最後の
617,allein::ADV,allein,一人で
618,auf einmal::ADV,auf einmal,同時に
619,zusammen::ADV,zusammen,一緒に
620,lange::ADV,lange,長い間
621,plötzlich::ADV,plötzlich,急に
622,sofort::ADV,sofort,すぐに
623,später::ADV,später,後で
624,jetzt::ADV,jetzt,今
625,heute::ADV,heute,今日
626,morgen::ADV,morgen,明日
627,bald::ADV,bald,間もなく
628,dann::ADV,dann,それから
629,gestern::ADV,gestern,昨日
630,einst::ADV,einst,過去に
631,damals::ADV,damals,あの時
632,danach::ADV,danach,その後で
633,vorher::ADV,vorher,以前に
634,zuerst::ADV,zuerst,まず
635,zuerst::ADV,zuerst,最初に
636,einmal::ADV,einmal,一回
637,manchmal::ADV,manchmal,時々
638,oft::ADV,oft,よく
639,immer::ADV,immer,いつも
640,niemals::ADV,niemals,一度も...ない
641,hier::ADV,hier,こちら
642,hierhin::ADV,hierhin,ここへ
643,hierhin::ADV,hierhin,こちらへ
644,von hier::ADV,von hier,ここから
645,dort::ADV,dort,そちら
646,dorthin::ADV,dorthin,そこへ
647,dorthin::ADV,dorthin,そちらへ
648,geradeaus::ADV,geradeaus,真っ直ぐに
649,vorwärts::ADV,vorwärts,前へ
650,rückwärts::ADV,rückwärts,後ろへ
651,zurück::ADV,zurück,後ろへ
652,unten::ADV,unten,下に
653,hinab::ADV,hinab,下へ
654,oben::ADV,oben,上に
655,hinauf::ADV,hinauf,上へ
656,überall::ADV,überall,どこでも
657,nicht::ADV,nicht,ない
658,ein wenig::ADV,ein wenig,少し
659,ein wenig::ADV,ein wenig,ちょっと
660,kaum::ADV,kaum,ほとんど～ない
661,sehr::ADV,sehr,とても
662,so::ADV,so,こう
663,noch::ADV,noch,まだ
664,nur::ADV,nur,～だけ
665,schon::ADV,schon,もう
666,wieder::ADV,wieder,再び
667,vergebens::ADV,vergebens,無駄に
668,vor::PRP,vor,前に
669,hinter::PRP,hinter,後ろに
670,unter::PRP,unter,下に
671,durch::PRP,durch,通して
672,neben::PRP,neben,横に
673,zwischen::PRP,zwischen,間に
674,wegen::PRP,wegen,為に
675,wegen::PRP,wegen,せいで
676,dies::PRN,dies,これ
677,das::PRN,das,それ
678,alles::PRN,alles,全部
679,ich::PRN,ich,私
680,du::PRN,du,あなた
681,er::PRN,er,彼
682,wir::PRN,wir,私達
683,ihr::PRN,ihr,あなた達
684,sie::PRN,sie,彼ら
685,was::FPRN,was,何
686,wer::FPRN,wer,誰
687,wer::FPRN,wer,どなた
688,wo::FADV,wo,どこ
689,wo::FADV,wo,どこに
690,wohin::FADV,wohin,どこへ
691,wie::FADV,wie,どう
692,warum::FADV,warum,何故
693,warum::FADV,warum,どうして
694,wieviel::FNUM,wieviel,どのくらい
695,eins::NUM,eins,一
696,zwei::NUM,zwei,二
697,zwei::NUM,zwei,二つ
698,drei::NUM,drei,三
699,drei::NUM,drei,三つ
700,vier::NUM,vier,四
701,vier::NUM,vier,四つ
702,fünf::NUM,fünf,五
703,fünf::NUM,fünf,五つ
704,sechs::NUM,sechs,六
705,sechs::NUM,sechs,六つ
706,sieben::NUM,sieben,七
707,sieben::NUM,sieben,七つ
708,acht::NUM,acht,八
709,acht::NUM,acht,八つ
710,neun::NUM,neun,九
711,neun::NUM,neun,九つ
712,zehn::NUM,zehn,十
713,elf::NUM,elf,十一
714,zwölf::NUM,zwölf,十二
715,zwanzig::NUM,zwanzig,二十
716,dreißig::NUM,dreißig,三十
717,vierzig::NUM,vierzig,四十
718,fünfzig::NUM,fünfzig,五十
719,sechzig::NUM,sechzig,六十
720,siebzig::NUM,siebzig,七十
721,achtzig::NUM,achtzig,八十
722,neunzig::NUM,neunzig,九十
723,hundert::NUM,hundert,百
724,tausend::NUM,tausend,千
725,und::CNJ,und,-と
726,und::CNJ,und,そして
727,oder::CNJ,oder,或いは
728,stehen::V,stehen,立っている
729,sitzen::V,sitzen,座っている
730,liegen::V,liegen,横になっている
731,hängen::V,hängen,掛かっている
732,werden::V,werden,なる
733,passieren::V,passieren,起こる
734,beginnen::V,beginnen,始まる
735,enden::V,enden,終わる
736,wechseln::V,wechseln,変わる
737,aufgehen[Sonne]::V,aufgehen,出る
738,untergehen[Sonne]::V,untergehen,沈む
739,scheinen[Sonne]::V,scheinen,輝く
740,donnern::V,donnern,雷が鳴る
741,wehen::V,wehen,吹く
742,strömen::V,strömen,流れる
743,fließen::V,fließen,流れる
744,sich drehen::V,sich drehen,回転する
745,schwanken::V,schwanken,揺れる
746,schwingen::V,schwingen,振動する
747,fallen::V,fallen,落ちる
748,brennen::V,brennen,燃える
749,rauchen::V,rauchen,煙を出す
750,regnen::V,regnen,雨が降る
751,gefrieren::V,gefrieren,凍る
752,tauen::V,tauen,溶ける
753,schmelzen::V,schmelzen,溶ける
754,trocknen::V,trocknen,乾く
755,sieden::V,sieden,沸く
756,faulen::V,faulen,腐る
757,verfaulen::V,verfaulen,朽ちる
758,reißen::V,reißen,切れる
759,versinken::V,versinken,沈む
760,vergehen::V,vergehen,経つ
761,erscheinen::V,erscheinen,現れる
762,verschwinden::V,verschwinden,消える
763,sinken::V,sinken,下がる
764,abnehmen::V,abnehmen,減る
765,zunehmen::V,zunehmen,増える
766,steigen::V,steigen,上がる
767,wachsen::V,wachsen,伸びる
768,glänzen::V,glänzen,輝く
769,funkeln::V,funkeln,ぴかぴか光る
770,lärmen::V,lärmen,騒ぐ
771,läuten::V,läuten,鳴る
772,klingeln::V,klingeln,鳴る
773,klirren::V,klirren,がらんがらんと鳴る
774,brausen::V,brausen,逆巻く
775,rauschen::V,rauschen,戦ぐ
776,klingen::V,klingen,鳴る
777,bellen::V,bellen,吠える
778,heulen::V,heulen,きゃんきゃん鳴く
779,blasen::V,blasen,吹く
780,pfeifen::V,pfeifen,口笛を吹く
781,schreien::V,schreien,叫ぶ
782,stöhnen::V,stöhnen,うめく
783,zittern::V,zittern,震える
784,leben::V,leben,生きている
785,geboren werden::V,geboren werden,生まれる
786,atmen::V,atmen,呼吸する
787,trinken::V,trinken,飲む
788,essen::V,essen,食べる
789,schlucken::V,schlucken,飲み込む
790,müde werden::V,müde werden,眠くなる
791,einschlafen::V,einschlafen,寝付く
792,schlafen::V,schlafen,眠る
793,aufwachen::V,aufwachen,目が覚める
794,aufstehen::V,aufstehen,起きる
795,sich erholen::V,sich erholen,休養する
796,krank werden::V,krank werden,病気になる
797,krank sein::V,krank sein,病気である
798,schmerzen::V,schmerzen,痛む
799,husten::V,husten,咳をする
800,genesen::V,genesen,元気になる
801,sterben::V,sterben,死ぬ
802,sterben::V,sterben,亡くなる
803,umkommen::V,umkommen,死亡する
804,sich bewegen::V,sich bewegen,移動する
805,sich rühren::V,sich rühren,動く
806,sich erheben::V,sich erheben,立ち上がる
807,sich setzen::V,sich setzen,座る
808,hinfallen::V,hinfallen,転ぶ
809,laufen::V,laufen,歩く
810,schreiten::V,schreiten,跨ぐ
811,spazierengehen::V,spazierengehen,散歩する
812,eilen::V,eilen,急ぐ
813,sich beeilen::V,sich beeilen,焦る
814,sausen::V,sausen,疾駆する
815,rennen::V,rennen,走る
816,springen::V,springen,跳ぶ
