,Concept_ID,br,tt
802,tauen::V,diskornañ,эретү
803,schmelzen::V,teuziñ,эрү
804,schmelzen::V,teuziñ,эретү
805,trocknen::V,sec'hañ,кибү
806,sieden::V,berviñ,ургылу
807,faulen::V,breinañ,черү
808,verfaulen::V,breinañ,черү
809,reißen::V,darnaouiñ,өзелү
810,versinken::V,sodellañ,бату
811,vergehen::V,tremen,авышу
812,erscheinen::V,donet war-wel,пәйда булу
813,verschwinden::V,monet diwar wel,югалу
814,verschwinden::V,monet diwar wel,юк булу
815,sinken::V,en em izelat,кимү
816,sinken::V,en em izelat,кайту
817,abnehmen::V,nebeutaat,азаю
818,zunehmen::V,kreskiñ,арту
819,zunehmen::V,kreskiñ,күбәю
820,zunehmen::V,kreskiñ,ишәю
821,steigen::V,sevel,үсү
822,wachsen::V,kreskiñ,үсү
823,glänzen::V,lugernañ,ялкылдау
824,funkeln::V,elieniñ,ялтырау
825,lärmen::V,rabotat,шаулау
826,klirren::V,diridignat,чылтырау
827,klirren::V,sterlinkañ,чылтырау
828,brausen::V,gwegal,давыллау
829,brausen::V,gwegal,дулау
830,rauschen::V,trouzal,кыштырдау
831,klingen::V,seniñ,ишетелү
832,bellen::V,harzhal,өрү
833,heulen::V,yudal,улау
834,blasen::V,c'hwezhañ,өрү
835,pfeifen::V,c'hwitellat,сызгырту
836,schreien::V,huchal,кычкыру
837,stöhnen::V,hirvoudiñ,ыңгырашу
838,zittern::V,krenañ,калтырау
839,zittern::V,krenañ,калтырану
840,leben::V,bevañ,яшәү
841,leben::V,bevañ,гомер итү
842,geboren werden::V,genel,туу
843,atmen::V,tennañ e anal,сулау
844,trinken::V,evañ,эчү
845,essen::V,debriñ,ашау
846,schlucken::V,lonkañ,йоту
847,müde werden::V,skuizhañ,ялыгу
848,müde werden::V,skuizhañ,йөгенү
849,einschlafen::V,menel kousket,йокыга китү
850,schlafen::V,kousket,йоклау
851,aufwachen::V,dihuniñ,уяну
852,aufstehen::V,sevel,тору
853,sich erholen::V,diskuizhañ,ял алу
854,sich erholen::V,diskuizhañ,истирахәт итү
855,krank werden::V,klañviñ,чирләү
856,krank sein::V,bezañ klañv,чирләү
857,schmerzen::V,skourjezañ,авырту
858,husten::V,pasaat,ютәлләү
859,husten::V,peudal,ютәлләү
860,genesen::V,pareañ,савыгу
861,genesen::V,pareañ,сәламәтләнү
862,sterben::V,mervel,үлү
863,sterben::V,mervel,дөнья кую
864,sterben::V,mervel,вафат булу
865,umkommen::V,perisañ,үлү
866,sich bewegen::V,bouljal,йөрү
867,sich rühren::V,fiñval,кыймылдау
868,sich erheben::V,sevel,басу
869,sich setzen::V,azezañ,утыру
870,sich setzen::V,mont en e goazez,утыру
871,hinfallen::V,kouezhañ,егылу
872,laufen::V,redek,җәяүләү
873,schreiten::V,kerzhet,атлау
874,spazierengehen::V,pourmen,йөрү
875,spazierengehen::V,pourmen,йөргенү
876,eilen::V,hastañ,ашыгу
877,sich beeilen::V,hastañ,ашыгу
878,sich beeilen::V,hastañ,кызулау
879,sausen::V,karzhañ,җилдерү
880,rennen::V,redek,йөгерү
881,springen::V,lammat,сикерү
882,klettern::V,krimpat,үрмәләү
883,schaukeln::V,brañsellat,атыну
884,kriechen::V,skrampañ,шуышу
885,kriechen::V,skrampañ,үрмәләү
886,schwimmen::V,neuial,йөзү
887,tauchen::V,splujañ,чуму
888,rudern::V,roeñvat,ишү
889,fahren::V,kas,бару
890,fahren::V,bleniañ,бару
891,fliegen::V,nijal,очу
892,gehen::V,mont,йөрү
893,weggehen::V,mont kuit,китү
894,abfahren::V,mont kuit,кузгалу
895,anhalten::V,chom a-sav,тукталу
896,hineingehen::V,monet e-barzh,инү
897,eintreten::V,monet e-barzh,инү
898,kommen::V,dont,килү
899,ankommen::V,erruout,бару
900,zurückkommen::V,addonet,кире кайту
901,bleiben::V,chom,калу
902,warten::V,gortoz,көтү
903,erwarten::V,gortoz,көтү
904,suchen::V,klask,эзләү
905,finden::V,kavout,табу
906,versuchen::V,klask,маташу
907,vorbereiten::V,aozañ,хәзерләү
908,lieben::V,karout,сөю
909,lieben::V,karout,ярату
910,mögen::V,karout,өнәү
911,lachen::V,c'hoarzin,көлү
912,rühren::V,tenerañ,дулкынландыру
913,weinen::V,gouelañ,елау
914,schimpfen::V,krozal,сүгү
915,schimpfen::V,krozal,сүгенү
916,sich ärgern::V,fachañ,ачулану
917,sich ärgern::V,en em fachañ,ачулану
918,fliehen::V,tec'het,арка бирү
919,flüchten::V,tuzañ,качу
920,sehen::V,gwelet,күрү
921,anschauen::V,sellout ouzh,карау
922,ansehen::V,sellout ouzh,карау
923,ansehen::V,sellout ouzh,күзәтү
924,hören::V,klevet,ишетү
925,zuhören::V,selaou,тыңлау
926,probieren::V,blasa,тату
927,riechen::V,klevet,иснәү
928,fühlen::V,santout,тою
929,fühlen::V,santout,сизү
930,scheinen::V,diskouez bezañ,күренү
931,zu sehen sein::V,bezañ gwelus,күренү
932,vernehmen::V,merzhañ,ишетү
933,frieren::V,anoued,өшү
934,frieren::V,anoued,күшегү
935,tun::V,ober,итү
936,können::V,gouzout,алу
937,wollen::V,fellout da,теләү
938,wollen::V,kaout c'hoant da,теләү
939,anfangen::V,kregiñ,керешү
940,beenden::V,achuiñ,бетерү
941,beenden::V,achuiñ,тәмамлау
942,aufhören::V,paouez,бетү
943,öffnen::V,digeriñ,ачу
944,schließen::V,serriñ,ябу
945,stellen::V,lakaat,кую
946,setzen::V,lakaat,утырту
947,legen::V,lakaat,яткыру
948,berühren::V,touch,тию
949,verbinden::V,eren,ялгау
950,bedecken::V,goloiñ,өрту
951,bedecken::V,goloiñ,каплау
952,bedecken::V,goloiñ,томалау
953,aufhängen::V,istribilhañ,асу
954,anzünden::V,alumiñ,кабызу
955,anzünden::V,c'hwezzañ,кабызу
956,aufheben::V,dastum,күтәрү
957,zurücklassen::V,lezel,калдыру
958,verlieren::V,koll,югалту
959,fallen lassen::V,laoskel,төшерү
960,fallen lassen::V,lezel da gouezhel,төшерү
961,machen::V,ober,ясау
962,machen::V,ober,эшләү
963,herstellen::V,fardañ,ясау
964,bauen::V,sevel,кору
965,reparieren::V,adaozañ,төзәтү
966,verbessern::V,gwellaat,яхшырту
967,ändern::V,cheñch,үзгәртү
968,graben::V,kleuzañ,казу
969,beugen::V,plegañ,ию
970,biegen::V,krommañ,бөгү
971,drehen::V,treiñ,бору
972,drehen::V,treiñ,бөтерү
973,wenden::V,treiñ,бору
974,umdrehen::V,treiñ,түнтәрү
975,heben::V,sevel,күтәрү
976,hochheben::V,sevel,күтәрү
977,ergreifen::V,kemer,эләктерү
978,halten::V,dalc'hen,тоту
979,drücken::V,bountañ,кысу
980,schieben::V,poulzañ,кузгату
981,kratzen::V,skrabat,тырнау
982,lecken::V,lipat,ялау
983,beißen::V,kregiñ,тешләү
984,abreißen::V,diframmañ,өзү
985,abschneiden::V,troc'hañ,кыю
986,abschneiden::V,troc'hañ,кисү
987,binden::V,stagañ,бәйләү
988,stecken::V,sankañ,төртү
989,stecken::V,sankañ,тыгу
990,brechen::V,darnaouiñ,сындыру
991,klopfen::V,skoiñ,шаку
992,klopfen::V,skoiñ,шакылдау
993,hauen::V,dornañ,кыйнау
994,kleben::V,pegañ,ябыштыру
995,reiben::V,taravat,ышку
996,reiben::V,trekiñ,ышку
997,streichen::V,toazañ,ягу
998,schleifen::V,lemmañ,кайрау
999,schneiden::V,troc'hañ,кисү
1000,rütteln::V,tordorosañ,селкетү
1001,schütteln::V,hejañ,селкетү
1002,schütten::V,diskargañ,кою
1003,füllen::V,kargañ,тутыру
1004,einwickeln::V,gronnañ,төрү
1005,tragen::V,dougen,ташу
1006,schleppen::V,stlejal,сөйрәү
1007,schleppen::V,stlejal,өстерәү
1008,ziehen::V,sachañ,тарту
1009,aufbewahren::V,miret,саклау
1010,werfen::V,teuler,ыргыту
1011,fangen::V,tapañ,тоту
1012,packen::V,krapat,эләктерү
1013,verstecken::V,kuzhat,яшерү
1014,teilen::V,rannañ,бүлү
1015,schicken::V,kas,җибәрү
1016,bringen::V,degas,китерү
1017,hinzufügen::V,lakat ouzhpenn,өстәү
1018,bekommen::V,kaout,алу
1019,erhalten::V,kaout,алу
1020,nehmen::V,kemer,алу
1021,wählen::V,choaz,сайлау
1022,auswählen::V,dibab,сайлау
1023,bewahren::V,mirout,саклау
1024,behindern::V,diaezañ,комачаулау
1025,verderben::V,lovrañ,бозу
1026,beschädigen::V,gwallegañ,бозу
1027,zerbrechen::V,torriñ,вату
1028,zerreißen::V,diroegiñ,өзү
1029,zerreißen::V,diroegiñ,ерту
1030,zerstören::V,distrujañ,җимерү
1031,verbrennen::V,deviñ,яндыру
1032,verbrennen::V,deviñ,көйдерү
1033,geben::V,reiñ,бирү
1034,schenken::V,donezonañ,бүләкләү
1035,versprechen::V,prometiñ,вәгъдә бирү
1036,wünschen::V,hetiñ,котлау
1037,loben::V,feurmiñ,мактау
1038,küssen::V,pokat,үбү
1039,wiegen::V,pouezañ,тирбәтү
1040,zudecken::V,goloiñ,ябу
1041,zudecken::V,goloiñ,бөркәү
1042,wecken::V,dihuniñ,уяту
1043,zeigen::V,diskouez,күрсәтү
1044,führen::V,kas,йөртү
1045,lehren::V,deskiñ,өйрәтү
1046,unterrichten::V,kelenn,укыту
1047,leiten::V,bleinañ,җитәкләү
1048,antreiben::V,poulzañ,куалау
1049,antreiben::V,poulzañ,әйдәләү
1050,antreiben::V,poulzañ,ашыктыру
1051,lassen::V,leuskel,мәҗбүр итү
1052,einladen::V,pediñ,чакыру
1053,vereinigen::V,unisañ,берләштерү
1054,besuchen::V,gweladenniñ,керешү
1055,treffen::V,kejal,очрату
1056,treffen::V,ankontrañ,очрату
1057,sich versammeln::V,bodennañ,җыелышу
1058,spielen::V,c'hoari,уйнау
1059,singen::V,kanañ,җырлау
1060,tanzen::V,dañsal,бию
1061,sich trennen::V,dispartiañ,аерылу
1062,sich trennen::V,dispartiañ,ташлашу
1063,verlassen::V,lezel,ташлау
1064,verlassen::V,lezel,калдыру
1065,retten::V,saveteiñ,коткару
1066,bewachen::V,mesa,каравыллау
1067,schützen::V,diwall,ышыклау
1068,verteidigen::V,difenn,яклау
1069,verteidigen::V,difenn,саклау
1070,sich schlagen::V,lopañ,сугышу
1071,siegen::V,trec'hiñ,җиңү
1072,ärgern::V,hegasiñ,ачуландыру
1073,schlagen::V,skeiñ,ору
1074,schlagen::V,skeiñ,бәрү
1075,schlagen::V,skeiñ,тукмау
1076,treten::V,botaouiñ,тибү
1077,stechen::V,pikat,кадау
1078,stoßen::V,stokañ,этү
1079,stehlen::V,laerezh,урлау
1080,stören::V,direnkañ,комачаулау
1081,belästigen::V,dregasiñ,борчу
1082,belästigen::V,dregasiñ,билмазалау
1083,verbergen::V,skoachañ,яшерү
1084,täuschen::V,tromplañ,алдату
1085,betrügen::V,lorbañ,хәрәмләшү
1086,töten::V,lazhañ,үтерү
1087,wohnen::V,bezañ o chom,яшәү
1088,arbeiten::V,labourat,эшләү
1089,sammeln::V,dastum,туплау
1090,pflücken::V,kuntuilhañ,өзү
1091,jagen::V,chaseal,аулау
1092,fischen::V,pesketa,балык тоту
1093,fassen::V,pakañ,тоту
1094,hüten::V,geota,көтү
1095,anbinden::V,stagañ,бәйләү
1096,füttern::V,boueta,туйдыру
1097,melken::V,goro,саву
1098,hacken::V,difrakal,чабу
1099,gießen::V,dourañ,сугару
1100,reifen::V,azviñ,җитешү
1101,zubereiten::V,keginañ,пешеренү
1102,kochen::V,poazhañ,пешерү
1103,kochen::V,poazhañ,кайнату
1104,backen::V,fritañ,пешерү
1105,braten::V,rostañ,куыру
1106,braten::V,rostañ,кыздыру
1107,stricken::V,stammañ,бәйләү
1108,nähen::V,gwriat,тегү
1109,färben::V,livañ,ману
1110,reinigen::V,naetañ,чистарту
1111,waschen::V,gwalc'hiñ,юу
1112,abwischen::V,torchañ,сөртү
1113,spülen::V,disgwalc'hiñ,чайкау
1114,fegen::V,skubañ,себерү
1115,kehren::V,skubañ,себерү
1116,baden::V,kouronkañ,коену
1117,sich waschen::V,en em walc'hiñ,юыну
1118,sich anziehen::V,gwiskañ,киенү
1119,kämmen::V,kribat,тарау
1120,schmücken::V,kinklañ,бизәү
1121,schmücken::V,kinklañ,бизәкләү
1122,sagen::V,larêt,дию
1123,sagen::V,larêt,әйтү
1124,sagen::V,lavaret,дию
1125,sagen::V,lavaret,әйтү
1126,sprechen::V,komz,сөйләү
1127,sprechen::V,komz,сөйләшү
1128,reden::V,kaozeal,сөйләү
1129,sich unterhalten::V,balbotal,сөйләшү
1130,fragen::V,goulenn,сорау
1131,fragen::V,goulenn,сорашу
1132,bitten::V,goulenn,үтенү
1133,erzählen::V,kontañ,сөйләү
1134,mitteilen::V,kemenn,белдерү
1135,nennen::V,anviñ,дию
1136,rufen::V,gelver,дәшү
1137,prahlen::V,fougeal,мактану
1138,prahlen::V,fougeal,шапырыну
1139,übersetzen::V,treiñ,күчерү
1140,denken::V,soñjal,уйлау
1141,glauben::V,krediñ,инану
1142,bemerken::V,apresevañ,искәрү
1143,erkennen::V,anavout,тану
1144,begreifen::V,meizañ,аңлау
1145,begreifen::V,meizañ,төшенү
1146,verstehen::V,kompren,аңлау
1147,verstehen::V,kompren,төшенү
1148,lernen::V,deskiñ,уку
1149,lernen::V,deskiñ,өйрәнү
1150,wissen::V,gouzout,белү
1151,sich erinnern an::V,kaout soñj e,хәтерләү
1152,vergessen::V,ankouaat,оныту
1153,messen::V,muzuliañ,үлчәү
1154,zählen::V,kontañ,санау
1155,rechnen::V,jedañ,исәпләү
1156,lesen::V,lenn,уку
1157,malen::V,livañ,рәсем ясау
1158,malen::V,livañ,сурәт ясау
1159,malen::V,livañ,сурәтләү
1160,zeichnen::V,tresañ,язу-сызу
1161,zeichnen::V,tresañ,сурәт ясау
1162,schreiben::V,skrivañ,язу
1163,besitzen::V,kaout,биләү
1164,kaufen::V,prenañ,алу
1165,verkaufen::V,gwerzhañ,сату
1166,bezahlen::V,paeañ,түләү
1167,zahlen::V,paeañ,түләү
1168,beherrschen::V,mestroniañ,ия булу
1169,ertragen::V,anduriñ,чыдау
1170,Grube::N,,баз
1171,Grube::N,,чокыр
1172,Spur::N,,эз
1173,Lehm::N,,балчык
1174,Laut::N,,аваз
1175,Winkel::N,,почмак
1176,Lagerfeuer::N,,костёр
1177,vergebens::ADV,,юкка
1178,untergehen[Sonne]::V,,бату
1179,läuten::V,,шалтырату
1180,klingeln::V,,шалтырату
1181,sich fürchten::V,,курку
1182,fürchten::V,,калтырау
1183,fürchten::V,,калтырану
1184,gelingen::V,,уңу
1185,geraten::V,,сабышу
1186,schwenken::V,,болгау
1187,reichen::V,,тапшыру
1188,aufziehen::V,,асрау
1189,schießen::V,,ату
1190,treiben::V,,куалау
1191,umrühren::V,,бутау
1192,umrühren::V,,болгату
1193,ausziehen::V,,чишенү
1194,anziehen::V,,кию
