,Concept_ID,lez,sl
201,Schale::N,пириш,lupína
202,Schale::N,хъуьруьш,lupína
203,Grube::N,фур,jáma
204,Falle::N,ракьар,pást
205,Schlinge::N,гьалкъа,zánka
206,Schlinge::N,гьалкъа,pêtlja
207,Spur::N,гел,sléd
208,Asche::N,руьхъ,pepél
209,Dreck::N,чирк,bláto
210,Dreck::N,кьуруш,bláto
211,Eisen::N,ракь,želézo
212,Gold::N,алтун,zlató
213,Silber::N,гимиш,srebró
214,Kohle::N,цӏивин,ógel
215,Glas::N,шуьше,stêklo
216,Lehm::N,ччеб,ílo
217,Sand::N,къум,pések
218,Mensch::N,инсан,člôvek
219,Mann::N,итим,móž
220,Mann::N,итим,môški
221,Frau::N,паб,gospá
222,Frau::N,паб,žénska
223,Frau::N,дишегьли,gospá
224,Frau::N,дишегьли,žénska
225,Kind::N,аял,déte
226,Kind::N,аял,otròk
227,Junge::N,гада,fànt
228,Junge::N,гада,déček
229,Mädchen::N,руш,deklè
230,Mädchen::N,руш,déklica
231,Familie::N,хзан,družína
232,Familie::N,килфет,družína
233,Großvater::N,чӏехи буба,dèd
234,Großvater::N,чӏехи буба,dédek
235,Großmutter::N,чӏехи диде,bábica
236,Eltern::N,диде-буба,stárši
237,Vater::N,буба,ôče
238,Mutter::N,диде,máma
239,Sohn::N,хва,sín
240,Tochter::N,руш,hčí
241,Tochter::N,руш,hčérka
242,Bruder::N,стха,bràt
243,Schwester::N,вах,sêstra
244,Onkel::N,ими,újec
245,Onkel::N,ими,stríc
246,Onkel::N,халу,újec
247,Onkel::N,халу,stríc
248,Tante::N,эме,têta
249,Tante::N,эме,strína
250,Tante::N,хала,têta
251,Tante::N,хала,strína
252,Ehemann::N,гъуьл,móž
253,Ehemann::N,гъуьл,sopróg
254,Ehefrau::N,паб,žêna
255,Ehefrau::N,паб,sopróga
256,Freude::N,шадвал,rádost
257,Freude::N,шадвал,vesêlje
258,Gelächter::N,хъвер,sméh
259,Gelächter::N,хъвер,grohòt
260,Glück::N,бахт,sréča
261,Kummer::N,дерт,gorjé
262,Kummer::N,хажалат,gorjé
263,Wunsch::N,мурад,žêlja
264,Lust::N,гьевес,poželênje
265,Geist::N,руьгь,dúša
266,Gedanke::N,фикир,mísel
267,Verstand::N,акьул,
268,Sinn::N,мана,pomèn
269,Sinn::N,мана,smísel
270,Grund::N,себеб,vzròk
271,Wahrheit::N,керчек,resníca
272,Wahrheit::N,гьакъикъат,resníca
273,Gespräch::N,ихтилат,pogóvor
274,Märchen::N,мах,právljica
275,Erzählung::N,кьиса,povést
276,Nachricht::N,хабар,sporočílo
277,Neuigkeit::N,цӏийи хабар,novóst
278,Name::N,тӏвар,imé
279,Rätsel::N,мискӏал,ugánka
280,Rede::N,рахун,góvor
281,Sprache::N,чӏал,jêzik
282,Stimme::N,ван,glás
283,Wort::N,гаф,beséda
284,Zeichen::N,ишара,znák
285,Ruf::N,эвер,klíc
286,Lärm::N,ван-сес,hrúp
287,Lärm::N,ван-сес,trúšč
288,Laut::N,ван,glás
289,Laut::N,сес,glás
290,Ton::N,ван-сес,tón
291,Lied::N,мани,pésem
292,Ruhe::N,ласвал,pokòj
293,Ruhe::N,фаракъат,pokòj
294,Ruhe::N,асайиш,pokòj
295,Leute::N,инсанар,ljudjé
296,Volk::N,халкь,národ
297,Arbeit::N,кӏвалах,délo
298,Gast::N,мугьман,gòst
299,Geschenk::N,савкьат,darílo
300,Spiel::N,къугъун,ígra
301,Gesellschaft::N,жемят,drúžba
302,Gesellschaft::N,общество,drúžba
303,Hilfe::N,куьмек,pomóč
304,Freund::N,дуст,prijátelj
305,Kamerad::N,яр-дуст,továriš
306,Angelegenheit::N,кар,zadéva
307,Anzahl::N,сан,števílo
308,Anzahl::N,кьадар,števílo
309,Art::N,жуьре,vŕsta
310,Stück::N,кӏус,kós
311,Teil::N,пай,dél
312,Hälfte::N,зур,polovíca
313,Hälfte::N,зур пай,polovíca
314,Kreis::N,круг,króg
315,Kreis::N,круг,kolobár
316,Kreis::N,чкаяр,króg
317,Kreis::N,чкаяр,kolobár
318,Kreis::N,элкъвей цӏар,króg
319,Kreis::N,элкъвей цӏар,kolobár
320,Kreuz::N,хаш,kríž
321,Linie::N,цӏар,próga
322,Strich::N,цӏар,čŕta
323,Abstand::N,ара,preslédek
324,Entfernung::N,мензил,oddáljenost
325,Gegend::N,чка,kràj
326,Gegend::N,чка,dežêla
327,Platz::N,ара,prôstor
328,Ort::N,чка,mésto
329,Seite::N,пад,bòk
330,Seite::N,пад,strán
331,Mitte::N,юкь,sredína
332,Gegenstand::N,затӏ,prédmet
333,Sache::N,шей,réč
334,Sache::N,шей,stvár
335,Sache::N,затӏ,réč
336,Sache::N,затӏ,stvár
337,Rand::N,къерех,kràj
338,Kante::N,син,rób
339,Ecke::N,пӏипӏ,vogál
340,Spitze::N,кӏвенкӏв,óst
341,Ende::N,кьил,kônec
342,Loch::N,тӏеквен,lúknja
343,Winkel::N,пӏипӏ,kót
344,Muster::N,гишир,vzórec
345,Größe::N,кьадар,veličína
346,Länge::N,яргъивал,dolžína
347,Höhe::N,кьакьанвал,vršína
348,Gewicht::N,заланвал,téža
349,Menge::N,кьадар,količína
350,Haufen::N,хара,kùp
351,Haufen::N,хара,kopíca
352,Reihe::N,жерге,níz
353,Reihe::N,жерге,vŕsta
354,Boot::N,луьткве,čóln
355,Ruder::N,кьусу,vêslo
356,Schlitten::N,гъелерар,saní
357,Lagerfeuer::N,цӏай,táborni ôgenj
358,Last::N,заланвал,tôvor
359,Gang::N,ериш,hòd
360,Schritt::N,къадам,korák
361,Norden::N,кефер,séver
362,Norden::N,кефер пад,séver
363,Süden::N,кьибле,júg
364,Westen::N,рагъакӏидай пад,zapàd
365,Osten::N,рагъэкъечӏдай пад,vzhòd
366,Holz::N,кӏарас,lés
367,Brett::N,кьул,deskà
368,Brett::N,тахта,deskà
369,Stütze::N,даях,opóra
370,Stütze::N,даях,zaslómba
371,Stange::N,юрк,gréd
372,Stock::N,лаш,pálica
373,Stab::N,юрк,pálica
374,Rohr::N,турба,cév
375,Haus::N,ужагъ,híša
376,Heim::N,кӏвал,dóm
377,Ofen::N,пич,péč
378,Fußboden::N,кӏвалин ччил,pòd
379,Tisch::N,стол,míza
380,Stuhl::N,стул,stòl
381,Wiege::N,кьеб,zíbel
382,Bett::N,тахт,póstelja
383,Regal::N,кьацӏ,políca
384,Kiste::N,ящик,zabòj
385,Fenster::N,дакӏар,ôkno
386,Tür::N,рак,vráta
387,Tor::N,варар,velíka vráta
388,Zaun::N,пару,ográja
389,Dach::N,къав,stréha
390,Leiter::N,гурар,léstev
391,Besen::N,таран кул,mêtla
392,Spaten::N,ппер,lopáta
393,Schaufel::N,хекендаз,lopáta
394,Gabel::N,шиш,vílice
395,Löffel::N,тӏур,žlíca
396,Messer::N,чукӏул,nòž
397,Nagel::N,мих,žebèlj
398,Netz::N,чил,mréža
399,Haken::N,къармах,kljúka
400,Griff::N,ттум,ročáj
401,Griff::N,ттум,oprijèm
402,Schloss::N,куьлег,ključávnica
403,Bild::N,шикил,slíka
404,Bild::N,суьрет,slíka
405,Figur::N,фигура,figúra
406,Figur::N,фигура,postáva
407,Puppe::N,нини,lútka
408,Beutel::N,тагъар,môšnja
409,Bündel::N,галгам,cúla
410,Bündel::N,галгам,svéženj
411,Tasche::N,чанта,tórba
412,Tasche::N,чанта,tobôlec
413,Eimer::N,ведре,vêdro
414,Deckel::N,кьил,pokròv
415,Deckel::N,кьил,poklópec
416,Deckel::N,къалпагъ,pokròv
417,Deckel::N,къалпагъ,poklópec
418,Geschirr::N,къаб-къажах,posóda
419,Sack::N,чувал,vréča
420,Tasse::N,сукӏра,skodélica
421,Topf::N,къажгъан,lônec
422,Kessel::N,къажгъан,kôtel
423,Essen::N,тӏуьн,hrána
424,Nahrung::N,тӏуьн,živílo
425,Speise::N,хуьрек,jéd
426,Fleisch::N,як,mesó
427,Getreide::N,техил,žíto
428,Brei::N,хапӏа,káša
429,Brei::N,хешил,káša
430,Brot::N,фу,krùh
431,Scheibe::N,чӏук,réženj
432,Fett::N,ягълу,mást
433,Fett::N,ягълу,maščôba
434,Butter::N,гъери,máslo
435,Öl::N,ягълу,ólje
436,Salz::N,кьел,sól
437,Suppe::N,суп,júha
438,Suppe::N,шурпа,júha
439,Honig::N,вирт,méd
440,Milch::N,нек,mléko
441,Tee::N,чай,čáj
442,Leder::N,тумаж,úsnje
443,Wolle::N,йис,vólna
444,Stoff::N,парча,blagó
445,Nadel::N,раб,ígla
446,Faden::N,гъал,nít
447,Knopf::N,дуьгме,gúmb
448,Knoten::N,тӏвал,vôzel
449,Farbe::N,ранг,bárva
450,Kleidung::N,партал,obléka
451,Hemd::N,перем,srájca
452,Kragen::N,хев,ovrátnik
453,Ärmel::N,хел,rokáv
454,Hose::N,шалвар,hláče
455,Gürtel::N,чӏул,pás
456,Mütze::N,бармак,kápa
457,Mütze::N,бармак,čépica
458,Mütze::N,бапӏах,kápa
459,Mütze::N,бапӏах,čépica
460,Schuh::N,ботинка,čévelj
461,Stiefel::N,чекме,škórenj
462,Ring::N,тупӏал,pŕstan
463,Band::N,тасма,trák
464,Kamm::N,регъ,glavník
465,Spiegel::N,гуьзгуь,zrcálo
466,Spiegel::N,гуьзгуь,ogledálo
467,Riemen::N,къайиш,jêrmen
468,Schnur::N,еб,vŕvca
469,Decke::N,яргъан,odéja
470,Kissen::N,хъуьцуьган,blazína
471,Tuch::N,шал,pŕt
472,Tuch::N,шал,rúta
473,Handtuch::N,дасмал,brisáča
474,Kraft::N,гуж,síla
475,Stärke::N,къуват,jákost
476,Gesundheit::N,сагъвал,zdrávje
477,Krankheit::N,тӏал,bolézen
478,Schmerz::N,тӏал,ból
479,Schmerz::N,тӏал,bolečína
480,Schmerz::N,тӏарвал,ból
481,Schmerz::N,тӏарвал,bolečína
482,Wunde::N,хер,rána
483,Fieber::N,ифин,vročína
484,Arznei::N,дарман,lék
485,Arznei::N,дарман,zdravílo
486,Brücke::N,муьгъ,móst
487,Brunnen::N,къуй,vodnják
488,Weide::N,уьруьш,páša
489,Pfad::N,рехъ,stezà
490,Weg::N,рехъ,pót
491,Straße::N,рехъ,césta
492,Dorf::N,хуьр,vás
493,Stadt::N,шегьер,mésto
494,Brief::N,кагъаз,písmo
495,Buch::N,улуб,knjíga
496,Buchstabe::N,гьарф,čŕka
497,Zeitung::N,газета,čásnik
498,Leben::N,уьмуьр,življênje
499,Tod::N,кьиникь,smŕt
500,Grab::N,сур,gròb
501,Kirche::N,килиса,cérkev
502,Sünde::N,гунагь,gréh
503,Gott::N,аллагь,bóg
504,Arbeiter::N,фяле,délavec
505,Chef::N,гьаким,šéf
506,Meister::N,устӏар,mójster
507,Arzt::N,доктор,zdravník
508,Lehrer::N,муаллим,učítelj
509,Geld::N,пул,denár
510,Laden::N,магазин,trgovína
511,Preis::N,къимет,céna
512,Ware::N,мал,róba
513,Ware::N,товар,róba
514,Nutzen::N,хийир,príd
515,Nutzen::N,менфят,príd
516,Reichtum::N,девлет,bogástvo
517,Welt::N,дуьнья,svét
518,Land::N,уьлкве,dežêla
519,Staat::N,пачагьлугъ,držáva
520,Staat::N,государство,držáva
521,König::N,пачагь,králj
522,Macht::N,власть,oblást
523,Grenze::N,сергьят,mêja
524,Krieg::N,дяве,vôjna
525,Feind::N,душман,sovrážnik
526,Gewalt::N,гуж,nasílje
527,Kampf::N,женг,bòj
528,Kampf::N,женг,bórba
529,Bogen[Waffe]::N,чӏемерук,lók
530,Pfeil::N,хьел,puščíca
531,Gewehr::N,тфенг,púška
532,Fehler::N,гъалатӏ,zmóta
533,Lüge::N,ттаб,láž
534,Schaden::N,зиян,okvára
535,Schaden::N,зарар,okvára
536,Unglück::N,бала,nesréča
537,Unglück::N,бедбахтвал,nesréča
538,Schuld::N,тахсир,krívda
539,Alter::N,яш,dôba
540,Schluss::N,эхир,kônec
541,Zeit::N,вяде,čàs
542,Tag::N,югъ,dán
543,Morgen::N,пакама,jútro
544,Mittag::N,нисин,póldan
545,Abend::N,няни,večér
546,Nacht::N,йиф,nóč
547,Woche::N,гьафте,téden
548,Monat::N,варз,mésec
549,Jahr::N,йис,léto
550,Frühling::N,гатфар,pomlád
551,Sommer::N,гад,polétje
552,Herbst::N,зул,jesén
553,Winter::N,кьуьд,zíma
554,Januar::N,январь,jánuar
555,Februar::N,февраль,fébruar
556,März::N,март,márec
557,April::N,апрель,apríl
558,Mai::N,май,máj
559,Juni::N,июнь,júnij
560,Juli::N,июль,júlij
561,August::N,август,avgúst
562,September::N,сентябрь,septêmber
563,Oktober::N,октябрь,október
564,November::N,ноябрь,novêmber
565,Dezember::N,декабрь,decémber
566,Montag::N,ислен,ponedéljek
567,Dienstag::N,саласа,tôrek
568,Mittwoch::N,арбе,sréda
569,Donnerstag::N,хемис югъ,četŕtek
570,Freitag::N,жуьмя,pétek
571,Freitag::N,жуьмя югъ,pétek
572,Samstag::N,киш,sobóta
573,Sonntag::N,гьяд,nedélja
574,groß::A,еке,vêlik
575,groß::A,чӏехи,vêlik
576,klein::A,гъвечӏи,májhen
577,lang::A,яргъи,dólg
578,kurz::A,куьруь,krátek
579,breit::A,гьяркьуь,širòk
580,schmal::A,гуьтӏуь,ózek
581,dicht::A,къалин,góst
582,dünn::A,кьелечӏ,tánek
583,fein::A,шуькӏуь,drôben
584,fest::A,кӏеви,tŕden
585,flach::A,кьулу,plán
586,flach::A,кьулу,plòsk
587,glatt::A,цӏалцӏам,gládek
588,hart::A,кӏеви,tŕd
589,weich::A,хъуьтуьл,mehák
590,rund::A,элкъвей,okrógel
591,spitz::A,хци,šílast
592,scharf::A,хци,óster
593,stumpf::A,къуьруь,tóp
594,stumpf::A,къуьруь,skŕhan
595,schwer::A,залан,têžek
596,schön::A,иер,lép
597,schön::A,иер,krásen
598,heiß::A,кудай,vròč
599,warm::A,чими,tôpel
600,kalt::A,мекьи,mŕzel
601,kalt::A,мекьи,hláden
602,kühl::A,къайи,hláden
603,frisch::A,таза,svéž
604,frisch::A,михьи,svéž
605,feucht::A,ламу,vlážen
606,nass::A,кьежей,móker
607,trocken::A,кьуру,súh
608,voll::A,ацӏай,póln
609,leer::A,буш,prázen
610,leer::A,ичӏи,prázen
611,offen::A,ахъа,odpŕt
612,geschlossen::A,кӏеви,zapŕt
613,sauber::A,михьи,číst
614,sauber::A,михьи,líčen
615,schmutzig::A,чиркин,umázan
616,schmutzig::A,кьацӏай,umázan
617,roh::A,чиг,suròv
618,roh::A,ицӏи,suròv
619,reif::A,дигмиш хьайи,zrèl
620,lecker::A,дадлу,okúsen
621,süß::A,ширин,sládek
622,bitter::A,туькьуьл,grenák
623,sauer::A,цуру,kísel
624,hell::A,экуь,svetèl
625,dunkel::A,мичӏи,temèn
626,schwarz::A,чӏулав,čŕn
627,weiß::A,лацу,bél
628,rot::A,яру,rdèč
629,gelb::A,хъипи,žólt
630,gelb::A,хъипи,rumèn
631,blau::A,вили,móder
632,grün::A,къацу,zelèn
633,grau::A,рехи,sív
634,bunt::A,цӏару,písan
635,bunt::A,яру-цӏару,písan
636,billig::A,ужуз,pocéni
637,teuer::A,багьа,drág
638,wertvoll::A,масан,dragocén
639,blind::A,буьркьуь,slép
640,taub::A,биши,glúh
641,kräftig::A,гужлу,močán
642,stark::A,къуватлу,ják
643,schwach::A,такьатсуз,šíbek
644,fett::A,куьк,dêbel
645,schlank::A,шумал,vítek
646,hübsch::A,гуьрчег,lép
647,böse::A,пис,zèl
648,böse::A,пис,hudôben
649,dumm::A,ахмакь,glúp
650,dumm::A,ахмакь,bédast
651,faul::A,тенпел,lén
652,fleißig::A,сяй ийидай,marljív
653,fleißig::A,сяйи ийидай,marljív
654,geizig::A,мискьи,škŕt
655,klug::A,акьуллу,pámeten
656,geschickt::A,магьир,spréten
657,lieb::A,играми,míl
658,lieb::A,играми,ljúb
659,lustig::A,шад,vesél
660,sanft::A,назик,láhek
661,sanft::A,милайим,láhek
662,hungrig::A,гишин,láčen
663,krank::A,кефсуз,bolán
664,nackt::A,кьецӏил,nág
665,traurig::A,пашман,túžen
666,lebendig::A,ччан алай,žív
667,gut::A,хъсан,dóber
668,gut::A,вижевай,dóber
669,schlecht::A,пис,malopríden
670,richtig::A,дуьз,pravílen
671,schlimm::A,нифретлу,húd
672,wahr::A,гьакъикъи,resníčen
673,alt::A,эски,stàr
674,alt::A,куьгьне,stàr
675,neu::A,цӏийи,nòv
676,ehemalig::A,виликан,nekdánji
677,alt[Lebewesen]::A,кьуьзуь,stàr
678,jung::A,жегьил,mlád
679,arm::A,кесиб,ubóg
680,arm::A,кесиб,réven
681,reich::A,девлетлу,bogàt
682,bekannt::A,чидай,znán
683,berühmt::A,машгьур,sláven
684,berühmt::A,машгьур,znamenít
685,fremd::A,ччара,túj
686,verschieden::A,жуьреба-жуьре,razlíčen
687,nah::A,мукьвал,blížnji
688,fern::A,яргъал,dáleč
689,linker::A,чапла,lévi
690,rechter::A,эрчӏи,désni
691,anderer::A,маса,drúgi
692,anderer::A,муькуь,drúgi
693,erster::A,сад лагьай,pŕvi
694,zweiter::A,кьвед лагьай,drúgi
695,dritter::A,пуд лагьай,trétji
696,letzter::A,эхиримжи,poslédnji
697,allein::ADV,кьилди,sám
698,zusammen::ADV,санал,skúpaj
699,lange::ADV,яргъалди,dólgo
700,plötzlich::ADV,садлагьана,náglo
701,plötzlich::ADV,садлагьана,nenádoma
702,sofort::ADV,гьасятда,prècej
703,später::ADV,гуьгъуьнлай,poznêje
704,jetzt::ADV,гила,zdàj
705,heute::ADV,къе,dánes
706,morgen::ADV,пака,jútri
707,bald::ADV,мукьва,kmálu
708,bald::ADV,мукьвара,kmálu
709,dann::ADV,ахпа,nató
710,gestern::ADV,накь,včéraj
711,einst::ADV,садра,nékdaj
712,damals::ADV,а чӏавуз,tedàj
713,damals::ADV,а чӏавуз,takràt
714,danach::ADV,ахпа,potèm
715,vorher::ADV,вилик,poprèj
716,zuerst::ADV,сифте,spŕva
717,einmal::ADV,садра,ênkrat
718,manchmal::ADV,гагь-гагь,včásih
719,oft::ADV,гзаф вахтара,pogósto
720,immer::ADV,гьамиша,védno
721,immer::ADV,гьамиша,zméraj
722,niemals::ADV,са чӏавузни,nikdàr
723,niemals::ADV,са вахтундани,nikdàr
724,hier::ADV,ина,tù
725,hier::ADV,ина,túkaj
726,hierhin::ADV,иниз,sèmkaj
727,von hier::ADV,инай,od tú
728,dort::ADV,ана,tàm
729,dorthin::ADV,аниз,tjà
730,geradeaus::ADV,дуьз,rávno napréj
731,vorwärts::ADV,вилик,napréj
732,vorwärts::ADV,виликди,napréj
733,rückwärts::ADV,кьулухъ,zádaj
734,unten::ADV,агъада,dôli
735,unten::ADV,агъада,spôdaj
736,hinab::ADV,агъуз,dôl
737,oben::ADV,винел,gôri
738,oben::ADV,винел,zgôraj
739,hinauf::ADV,виниз,gôr
740,überall::ADV,вирина,povsód
741,nicht::ADV,ваъ,ne
742,ein wenig::ADV,са тӏимил,málo
743,kaum::ADV,жизви,kómaj
744,sehr::ADV,лап,zeló
745,so::ADV,икӏ,takó
746,noch::ADV,гьеле,še
747,nur::ADV,анжах,samó
748,schon::ADV,хъувуна,žè
749,schon::ADV,мадни дардиз,žè
750,schon::ADV,мадни гуьтӏуьз,žè
751,schon::ADV,мадни гуьтӏуь я,žè
752,vergebens::ADV,нагьакь,zamàn
753,vergebens::ADV,нагьакь,zastónj
754,vergebens::ADV,нагьакьа,zamàn
755,vergebens::ADV,нагьакьа,zastónj
756,vor::PRP,вилик,pred
757,hinter::PRP,кьулухъ,za
758,unter::PRP,кӏаник,pod
759,durch::PRP,арадай,skózi
760,durch::PRP,-кай хкатна,skózi
761,neben::PRP,патав,kràj
762,neben::PRP,патав,póleg
763,neben::PRP,мукьув,kràj
764,neben::PRP,мукьув,póleg
765,zwischen::PRP,ара,med
766,zwischen::PRP,ара,izmed
767,zwischen::PRP,арада,med
768,zwischen::PRP,арада,izmed
769,wegen::PRP,гъиляй,zarádi
770,dies::PRN,и,tó
771,dies::PRN,им,tó
772,das::PRN,а,tó
773,das::PRN,ам,tó
774,alles::PRN,вири,vsè
775,alles::PRN,михьиз,vsè
776,ich::PRN,за,jàz
777,ich::PRN,зун,jàz
778,du::PRN,вун,tí
779,er::PRN,ам,òn
780,er::PRN,гьа,òn
781,wir::PRN,чун,mí
782,ihr::PRN,куьн,ví
783,sie::PRN,абур,ôni
784,was::FPRN,вуч,káj
785,wer::FPRN,вуж,kdó
786,wo::FADV,гьина,kjé
787,wohin::FADV,гьиниз,kám
788,wie::FADV,гьикӏ,kakó
789,warum::FADV,вучиз,zakáj
