,Concept_ID,ru,ar
817,zunehmen::V,увеличиваться,ازداد
818,steigen::V,подниматься,صعد
819,steigen::V,подниматься,ارتفع
820,wachsen::V,расти,نما
821,wachsen::V,расти,نبت
822,glänzen::V,блестеть,لمع
823,funkeln::V,сверкать,تلألأ
824,lärmen::V,шуметь,ضج
825,lärmen::V,шуметь,صخب
826,läuten::V,звонить,قرع
827,klingeln::V,звонить,دق
828,klirren::V,звякать,قعقع
829,brausen::V,бушевать,عج
830,rauschen::V,шелестеть,حف
831,klingen::V,звучать,رن
832,bellen::V,лаять,نبح
833,heulen::V,выть,عوى
834,blasen::V,дунуть,نفخ
835,pfeifen::V,свистеть,صفر
836,schreien::V,кричать,صرخ
837,stöhnen::V,стонать,أن
838,zittern::V,дрожать,ارتعش
839,leben::V,жить,عاش
840,geboren werden::V,родиться,ولد
841,atmen::V,дышать,تنفس
842,trinken::V,пить,شرب
843,essen::V,есть,أكل
844,essen::V,кушать,أكل
845,schlucken::V,глотать,جرع
846,müde werden::V,устать,تعب
847,einschlafen::V,заснуть,نام
848,schlafen::V,спать,نام
849,aufwachen::V,проснуться,استيقظ
850,aufstehen::V,встать,قام
851,sich erholen::V,отдыхать,استجم
852,krank werden::V,заболеть,مرض
853,krank sein::V,болеть,مرض
854,schmerzen::V,болеть,آلم
855,husten::V,кашлять,كح
856,husten::V,кашлять,سعل
857,genesen::V,поправиться,نقه
858,sterben::V,умереть,مات
859,umkommen::V,погибнуть,هلك
860,sich bewegen::V,двигаться,تحرك
861,sich rühren::V,шевельнуться,تحرك
862,sich erheben::V,встать,قام
863,sich setzen::V,сесть,جلس
864,hinfallen::V,упасть,وقع
865,laufen::V,ходить,مشى
866,schreiten::V,шагать,خطا
867,spazierengehen::V,гулять,تنزه
868,eilen::V,спешить,عجل
869,sich beeilen::V,торопиться,استعجل
870,sausen::V,мчаться,أسرع
871,rennen::V,бегать,عدا
872,rennen::V,бегать,ركض
873,springen::V,прыгать,قفز
874,klettern::V,лазать,تسلق
875,schaukeln::V,раскачиваться,تأرجح
876,kriechen::V,ползать,دب
877,kriechen::V,ползать,زحف
878,schwimmen::V,плавать,سبح
879,tauchen::V,нырять,غطس
880,rudern::V,грести,جذف
881,fahren::V,ехать,ركب
882,fahren::V,ехать,سافر
883,fliegen::V,летать,طار
884,gehen::V,идти,سار
885,gehen::V,идти,ذهب
886,weggehen::V,уйти,ذهب
887,weggehen::V,уйти,انصرف
888,abfahren::V,отправиться,رحل
889,anhalten::V,остановиться,توقف
890,hineingehen::V,входить,دخل
891,eintreten::V,войти,دخل
892,kommen::V,прийти,أتى
893,kommen::V,прийти,جاء
894,ankommen::V,прибыть,وصل
895,zurückkommen::V,возвратиться,عاد
896,zurückkommen::V,возвратиться,رجع
897,bleiben::V,остаться,مكث
898,warten::V,ждать,انتظر
899,erwarten::V,ожидать,ترقب
900,erwarten::V,ожидать,انتظر
901,suchen::V,искать,بحث
902,finden::V,найти,وجد
903,versuchen::V,пытаться,حاول
904,vorbereiten::V,подготовить,أعد
905,vorbereiten::V,подготовить,حضر
906,lieben::V,любить,أحب
907,mögen::V,любить,أحب
908,lachen::V,смеяться,ضحك
909,rühren::V,растрогать,أثر
910,weinen::V,плакать,بكى
911,schimpfen::V,ругаться,سب
912,schimpfen::V,ругаться,شتم
913,sich ärgern::V,сердиться,زعل
914,sich fürchten::V,бояться,هاب
915,fürchten::V,бояться,خاف
916,fürchten::V,бояться,خشي
917,fliehen::V,убегать,هرب
918,flüchten::V,убежать,فر
919,sehen::V,видеть,رأى
920,anschauen::V,посмотреть,نظر
921,ansehen::V,смотреть,نظر
922,hören::V,слышать,سمع
923,zuhören::V,слушать,أصغى
924,probieren::V,пробовать,ذاق
925,riechen::V,нюхать,شم
926,riechen::V,нюхать,استنشق
927,fühlen::V,чувствовать,شعر
928,scheinen::V,казаться,ظهر
929,zu sehen sein::V,виднеться,ظهر
930,vernehmen::V,услышать,سمع
931,frieren::V,мерзнуть,بردان
932,tun::V,делать,فعل
933,können::V,мочь,قدر
934,können::V,мочь,استطاع
935,können::V,уметь,قدر
936,können::V,уметь,استطاع
937,wollen::V,хотеть,شاء
938,wollen::V,хотеть,أراد
939,anfangen::V,начать,بدأ
940,beenden::V,закончить,أنهى
941,aufhören::V,перестать,توقف
942,aufhören::V,перестать,انقطع
943,gelingen::V,удаться,نجح
944,geraten::V,оказаться,طلع
945,öffnen::V,открыть,فتح
946,schließen::V,закрыть,أغلق
947,stellen::V,поставить,وضع
948,stellen::V,поставить,أقام
949,setzen::V,посадить,أجلس
950,legen::V,класть,وضع
951,berühren::V,трогать,مس
952,berühren::V,трогать,لمس
953,verbinden::V,связать,ربط
954,verbinden::V,связать,وصل
955,bedecken::V,покрыть,غطى
956,aufhängen::V,повесить,علق
957,anzünden::V,зажечь,أوقد
958,aufheben::V,поднять,لقط
959,zurücklassen::V,оставить,ترك
960,verlieren::V,потерять,فقد
961,fallen lassen::V,уронить,أسقط
962,machen::V,сделать,فعل
963,herstellen::V,изготовить,صنع
964,herstellen::V,изготовить,أنتج
965,bauen::V,строить,بنى
966,bauen::V,строить,شيد
967,reparieren::V,чинить,صلح
968,verbessern::V,улучшить,صحح
969,ändern::V,изменить,غير
970,graben::V,копать,حفر
971,beugen::V,согнуть,ثنى
972,beugen::V,согнуть,أحنى
973,biegen::V,погнуть,لوى
974,drehen::V,вертеть,أدار
975,drehen::V,вертеть,دور
976,wenden::V,повернуть,قلب
977,umdrehen::V,перевернуть,قلب
978,heben::V,поднимать,رفع
979,hochheben::V,поднять,رفع
980,ergreifen::V,схватить,مسك
981,halten::V,держать,مسك
982,drücken::V,нажимать,ضغط
983,schieben::V,толкать,حرك
984,kratzen::V,скрести,خدش
985,lecken::V,лизать,لعق
986,beißen::V,кусать,عض
987,abreißen::V,оторвать,قلع
988,abschneiden::V,отрезать,قطع
989,binden::V,вязать,ربط
990,stecken::V,воткнуть,دس
991,brechen::V,сломать,كسر
992,klopfen::V,стучать,طرق
993,hauen::V,бить,ضرب
994,kleben::V,клеить,ألصق
995,reiben::V,тереть,حك
996,streichen::V,намазать,نشر
997,schleifen::V,точить,سن
998,schneiden::V,резать,قطع
999,rütteln::V,шатать,رج
1000,schütteln::V,трясти,هز
1001,schwenken::V,махать,لوح
1002,schütten::V,налить,صب
1003,füllen::V,наполнить,ملأ
1004,einwickeln::V,завернуть,لف
1005,tragen::V,нести,حمل
1006,schleppen::V,тащить,سحب
1007,ziehen::V,тянуть,سحب
1008,aufbewahren::V,хранить,حفظ
1009,werfen::V,бросать,رمى
1010,werfen::V,бросать,ألقى
1011,fangen::V,ловить,التقط
1012,packen::V,схватить,مسك
1013,verstecken::V,спрятать,خبأ
1014,teilen::V,разделить,قسم
1015,schicken::V,посылать,بعث
1016,schicken::V,посылать,أرسل
1017,bringen::V,принести,جلب
1018,hinzufügen::V,добавить,أضاف
1019,bekommen::V,достать,حصل
1020,erhalten::V,получить,استلم
1021,nehmen::V,взять,أخذ
1022,wählen::V,выбрать,اختار
1023,auswählen::V,отобрать,انتقى
1024,bewahren::V,сохранить,حافظ
1025,behindern::V,препятствовать,عاق
1026,verderben::V,испортить,أفسد
1027,beschädigen::V,повредить,أضر
1028,zerbrechen::V,разбить,كسر
1029,zerreißen::V,разорвать,مزق
1030,zerstören::V,разрушить,دمر
1031,verbrennen::V,сжечь,حرق
1032,geben::V,дать,أعطى
1033,reichen::V,передать,ناول
1034,schenken::V,дарить,وهب
1035,versprechen::V,обещать,وعد
1036,wünschen::V,желать,تمنى
1037,loben::V,хвалить,مدح
1038,küssen::V,целовать,قبل
1039,wiegen::V,качать,هدهد
1040,zudecken::V,накрыть,غطى
1041,wecken::V,разбудить,أيقظ
1042,zeigen::V,показать,أرى
1043,führen::V,вести,دل
1044,lehren::V,учить,علم
1045,unterrichten::V,преподавать,علم
1046,aufziehen::V,воспитать,ربى
1047,leiten::V,руководить,دل
1048,leiten::V,руководить,أدار
1049,antreiben::V,подгонять,حث
1050,lassen::V,заставить,حدا
1051,einladen::V,пригласить,دعا
1052,vereinigen::V,объединить,وحد
1053,besuchen::V,посетить,زار
1054,treffen::V,встретить,قابل
1055,sich versammeln::V,собраться,اجتمع
1056,spielen::V,играть,لعب
1057,singen::V,петь,غنى
1058,tanzen::V,плясать,رقص
1059,tanzen::V,танцевать,رقص
1060,sich trennen::V,расстаться,افترق
1061,verlassen::V,покинуть,ترك
1062,retten::V,спасти,نجى
1063,retten::V,спасти,أنقذ
1064,bewachen::V,охранять,حرس
1065,schützen::V,уберегать,حمى
1066,verteidigen::V,защитить,دافع
1067,sich schlagen::V,драться,تضارب
1068,schießen::V,стрелять,أطلق
1069,siegen::V,победить,انتصر
1070,ärgern::V,сердить,أزعل
1071,schlagen::V,ударить,ضرب
1072,treten::V,пинать,رفس
1073,stechen::V,уколоть,شك
1074,stoßen::V,толкнуть,دفع
1075,stehlen::V,украсть,سرق
1076,stören::V,помешать,ضايق
1077,belästigen::V,надоедать,أزعج
1078,verbergen::V,скрыть,كتم
1079,täuschen::V,обмануть,خدع
1080,betrügen::V,смошенничать,غش
1081,töten::V,убить,قتل
1082,wohnen::V,проживать,سكن
1083,arbeiten::V,работать,عمل
1084,arbeiten::V,работать,اشتغل
1085,sammeln::V,собрать,جمع
1086,pflücken::V,рвать,جنى
1087,pflücken::V,рвать,قطف
1088,pflücken::V,срывать,جنى
1089,pflücken::V,срывать,قطف
1090,jagen::V,охотиться,صاد
1091,fischen::V,рыбачить,اصطاد
1092,fassen::V,поймать,قبض
1093,hüten::V,пасти,رعى
1094,treiben::V,гнать,ساق
1095,anbinden::V,привязать,ربط
1096,füttern::V,кормить,علف
1097,melken::V,доить,حلب
1098,hacken::V,рубить,فرم
1099,gießen::V,полить,سقى
1100,reifen::V,созреть,نضج
1101,zubereiten::V,приготовить,حضر
1102,kochen::V,варить,طبخ
1103,backen::V,печь,خبز
1104,braten::V,жарить,قلى
1105,braten::V,жарить,حمر
1106,umrühren::V,перемешать,قلب
1107,stricken::V,вязать,حاك
1108,nähen::V,шить,خاط
1109,färben::V,покрасить,صبغ
1110,färben::V,покрасить,لون
1111,reinigen::V,очистить,نظف
1112,waschen::V,стирать,غسل
1113,abwischen::V,вытереть,مسح
1114,spülen::V,полоскать,شطف
1115,fegen::V,подметать,كنس
1116,kehren::V,мести,كنس
1117,baden::V,купаться,استحم
1118,sich waschen::V,мыться,اغتسل
1119,ausziehen::V,снять,خلع
1120,anziehen::V,надеть,لبس
1121,sich anziehen::V,одеться,اكتسى
1122,kämmen::V,причесать,مشط
1123,schmücken::V,украсить,زين
1124,sagen::V,сказать,قال
1125,sprechen::V,говорить,تكلم
1126,reden::V,разговаривать,تكلم
1127,sich unterhalten::V,беседовать,تحادث
1128,fragen::V,спросить,سأل
1129,bitten::V,просить,رجا
1130,erzählen::V,рассказать,حكي
1131,mitteilen::V,сообщить,بلغ
1132,nennen::V,назвать,سمى
1133,rufen::V,звать,نادى
1134,prahlen::V,хвастаться,فشر
1135,prahlen::V,хвастаться,تفاخر
1136,übersetzen::V,перевести,ترجم
1137,denken::V,думать,فكر
1138,glauben::V,верить,اعتقد
1139,bemerken::V,заметить,لاحظ
1140,erkennen::V,узнать,عرف
1141,begreifen::V,понять,فهم
1142,begreifen::V,понять,أدرك
1143,begreifen::V,постичь,فهم
1144,begreifen::V,постичь,أدرك
1145,verstehen::V,услышать,فهم
1146,lernen::V,учиться,درس
1147,wissen::V,знать,علم
1148,sich erinnern an::V,вспомнить,تذكر
1149,vergessen::V,забыть,نسي
1150,messen::V,мерить,قاس
1151,zählen::V,считать,عد
1152,zählen::V,считать,أحصى
1153,rechnen::V,считать,حسب
1154,lesen::V,читать,قرأ
1155,malen::V,рисовать,صور
1156,zeichnen::V,рисовать,رسم
1157,schreiben::V,писать,كتب
1158,besitzen::V,иметь,حاز
1159,besitzen::V,иметь,ملك
1160,kaufen::V,купить,اشترى
1161,verkaufen::V,продать,باع
1162,bezahlen::V,заплатить,دفع
1163,zahlen::V,платить,سدد
1164,beherrschen::V,владеть,حكم
1165,ertragen::V,вытерпеть,أطاق
1166,ertragen::V,вытерпеть,تحمل
