,Concept_ID,kv,vep
795,werden::V,лоны,lindä
796,werden::V,лоны,tehtas
797,passieren::V,аркмыны,ozaitas
798,beginnen::V,петны,augotadas
799,enden::V,-сь,loptas
800,enden::V,бырны,loptas
801,wechseln::V,вежсьыны,vajehtadas
802,aufgehen[Sonne]::V,петавны,nousta
803,untergehen[Sonne]::V,пуксьыны,lasktas
804,scheinen[Sonne]::V,югьявны,paštta
805,donnern::V,гымавны,juraita
806,wehen::V,пӧлявны,dölta
807,wehen::V,пӧлявны,puhuda
808,strömen::V,киссьыны,valadas
809,fließen::V,визывтны,valuda
810,sich drehen::V,бергавны,punotas
811,schwanken::V,кӧвьясьны,čibuda
812,schwingen::V,дюттясьны,čibuda
813,fallen::V,усьны,langeta
814,brennen::V,сотчыны,pallada
815,rauchen::V,тшынасьны,savustada
816,regnen::V,зэрны,vihmda
817,gefrieren::V,гегдыны,jäduda
818,gefrieren::V,гегдыны,kül'mdä
819,tauen::V,сывны,sulada
820,schmelzen::V,сывны,sulada
821,trocknen::V,косьмыны,kuida
822,trocknen::V,косьмыны,kuivehtuda
823,sieden::V,пизьны,kehuda
824,faulen::V,нёльзьыны,hapata
825,faulen::V,нёльзьыны,traudäs
826,verfaulen::V,тӧрмыны,hapata
827,verfaulen::V,сiсьмыны,hapata
828,reißen::V,косясьны,rebita
829,versinken::V,вӧйны,upota
830,vergehen::V,мунны,mända
831,erscheinen::V,мыччисьны,ozutadas
832,verschwinden::V,ӧшны,hajeta
833,sinken::V,ямны,väheta
834,sinken::V,ямны,lasktas
835,abnehmen::V,ямны,peneta
836,zunehmen::V,паськавны,ližaduda
837,steigen::V,лэбтiсьны,nousta
838,wachsen::V,быдмыны,kazda
839,glänzen::V,свиттявны,loštta
840,funkeln::V,югйовтлыны,hoštta
841,funkeln::V,югйӧв-керны,hoštta
842,lärmen::V,чавзыны,robaita
843,läuten::V,диньгыны,judaita
844,klingeln::V,силькӧтны,kelotada
845,klirren::V,жольӧтны,biraita
846,brausen::V,гуасьны,bruncta
847,rauschen::V,кышӧтны,šobaita
848,klingen::V,горавны,heläita
849,bellen::V,увтны,nutta
850,bellen::V,вувтны,nutta
851,heulen::V,уннявны,ulaita
852,blasen::V,пӧлявны,puhuda
853,pfeifen::V,пиксыны,pistta
854,pfeifen::V,пиксыны,vihelta
855,schreien::V,айзыны,kirkta
856,schreien::V,айзыны,kidastada
857,stöhnen::V,ойзыны,ohkta
858,stöhnen::V,ойзыны,voivotada
859,stöhnen::V,ружтыны,ohkta
860,stöhnen::V,ружтыны,voivotada
861,zittern::V,легьявны,säraita
862,leben::V,овны,eläda
863,geboren werden::V,шогмыны,sünduda
864,atmen::V,лолавны,henktä
865,trinken::V,юны,joda
866,essen::V,сёйны,söda
867,schlucken::V,ньылавны,lainata
868,müde werden::V,мыдзны,väzuda
869,müde werden::V,мыдзны,šuštuda
870,einschlafen::V,ланьтны,uinota
871,schlafen::V,узьны,magata
872,schlafen::V,узьны,nukkuda
873,aufwachen::V,саймыны,heraštuda
874,aufwachen::V,пальмыны,heraštuda
875,aufstehen::V,сувтны,nousta
876,sich erholen::V,шоччисьлыны,lebaitas
877,krank werden::V,моржитны,läžegata
878,krank sein::V,шогавны,läžuda
879,krank sein::V,визьӧтны,läžuda
880,schmerzen::V,висьны,kibištada
881,husten::V,кашляйтны,rügda
882,genesen::V,бурдны,tervehtuda
883,sterben::V,кувны,kolda
884,umkommen::V,вийсьыны,kolda
885,sich bewegen::V,локны,likkuda
886,sich bewegen::V,ветлӧтны,likkuda
887,sich rühren::V,вӧрзьӧтчыны,likahtada
888,sich rühren::V,вӧрзьӧтчыны,kubahtada
889,sich erheben::V,сувтны,nousta
890,sich setzen::V,пуксьыны,išttas
891,hinfallen::V,пӧрласьны,langeta
892,laufen::V,мунны,kävuda
893,schreiten::V,тальччавны,astta
894,schreiten::V,тальччавны,haškta
895,spazierengehen::V,котрасьны,kävelta
896,eilen::V,тэрмасьны,kiruhtada
897,sich beeilen::V,тэрмасьны,kiruhtada
898,sausen::V,вирдавны-котӧртны,fun'urta
899,springen::V,чеччавны,hüptä
900,klettern::V,кышасьны,libuda
901,schaukeln::V,чурликасьны,čibuda
902,kriechen::V,кыскасьны-мунны,ličtas
903,schwimmen::V,вартчыны,ujuda
904,tauchen::V,сунгисьны ваӧ,čukautas
905,rudern::V,сынны,souta
906,fahren::V,мунны,ajada
907,fahren::V,мунны,ajelda
908,fliegen::V,лэбавны,leta
909,gehen::V,мунны,mända
910,gehen::V,мунны,kävuda
911,weggehen::V,мунны,päzda
912,weggehen::V,мунны,lähtta
913,abfahren::V,иньдӧтчыны,tönduda
914,abfahren::V,мунны,tönduda
915,anhalten::V,сувтны,seižutadas
916,hineingehen::V,пырны,mända südäimehe
917,eintreten::V,пырны,tulda
918,kommen::V,локны,tulda
919,ankommen::V,локны,tulda
920,zurückkommen::V,бертны,pörtas
921,zurückkommen::V,панӧвтсьыны,pörtas
922,bleiben::V,кольччыны,jäda
923,warten::V,видзчисьны,varastada
924,erwarten::V,видзчисьны,varastada
925,suchen::V,кошшыны,ectä
926,finden::V,адззыны,löuta
927,versuchen::V,пондыны,ladida
928,versuchen::V,пондыны,rohkaita
929,versuchen::V,пондӧтны,ladida
930,versuchen::V,пондӧтны,rohkaita
931,vorbereiten::V,лӧсьӧтны,vaumita
932,lieben::V,милуйтны,armastada
933,mögen::V,радейтны,navedida
934,lachen::V,серавны,nagrda
935,rühren::V,сьӧлӧм вӧрзьӧтны,likutada
936,weinen::V,горзыны,itkta
937,schimpfen::V,видчыны,laidas
938,schimpfen::V,видчыны,pačatada
939,sich ärgern::V,лёкавны,rändüda
940,sich fürchten::V,повны,varaita
941,fürchten::V,повны,varaita
942,fliehen::V,пышшыны,pageta
943,flüchten::V,пышшыны,pageta
944,flüchten::V,пышшыны,joksta
945,sehen::V,адззыны,nähta
946,anschauen::V,видзӧтны,kacta
947,ansehen::V,видзӧтны,kacta
948,hören::V,кывны,kulda
949,zuhören::V,кывзыны,kundeltas
950,probieren::V,пешлыны,mujada
951,riechen::V,дукавны,rižada
952,fühlen::V,кывны,mujada
953,scheinen::V,декуйтчыны,näguda
954,zu sehen sein::V,тыдавны,näguda
955,vernehmen::V,тӧдмавны,kulištada
956,frieren::V,гегдыны,kül'mdä
957,tun::V,керны,tehta
958,können::V,вермыны,voida
959,können::V,вермыны,mahtta
960,wollen::V,мӧдны,himoita
961,wollen::V,мӧдны,tahtoida
962,anfangen::V,петны,zavottä
963,anfangen::V,петны,augotada
964,beenden::V,ештӧтны,loptä
965,beenden::V,керыштны,loptä
966,aufhören::V,дугдыны,loptas
967,gelingen::V,шогмыны,lähtta
968,gelingen::V,шогмыны,tehtas
969,geraten::V,мыччисьны,tulda
970,öffnen::V,осьтны,avaita
971,schließen::V,пӧднавны,saubata
972,stellen::V,сувтӧтны,panda
973,stellen::V,сувтӧтны,seižutada
974,setzen::V,пуксьӧтны,ištutada
975,legen::V,пуктыны,panda
976,berühren::V,вӧрзьӧтны,koskta
977,berühren::V,вӧрзьӧтны,käziduda
978,verbinden::V,йитны,ühtenzoitta
979,bedecken::V,вевттьыны,katta
980,bedecken::V,вевттьыны,peitta
981,aufhängen::V,ӧшӧтны,riputada
982,anzünden::V,ӧзтыны,sütutada
983,aufheben::V,лэбтыны,leta
984,zurücklassen::V,кольны,jätta
985,verlieren::V,ӧштыны,kadotada
986,fallen lassen::V,уськӧтны,kirbotada
987,machen::V,керны,säta
988,machen::V,керны,tehta
989,herstellen::V,вӧчны,tehta
990,bauen::V,строитны,leta
991,bauen::V,строитны,sauda
992,reparieren::V,вочны,koheta
993,verbessern::V,бурсьӧтны,paremboita
994,ändern::V,вежны,vajehtada
995,graben::V,гарйыны,kaida
996,graben::V,гарйыны,čongoida
997,beugen::V,кусіньтны,koverta
998,biegen::V,чукыльтыштны,painda
999,drehen::V,бергӧтны,punotada
1000,wenden::V,бергӧтны,käta
1001,wenden::V,бергӧтны,kärauta
1002,umdrehen::V,бергӧтны,käta
1003,heben::V,лэбтыны,leta
1004,hochheben::V,лэбтыны,libutada
1005,ergreifen::V,кватитны,tabata
1006,halten::V,видзны,pidada
1007,drücken::V,личкыны,painda
1008,schieben::V,тойлавны,žigutada
1009,kratzen::V,шаркӧтны,künstä
1010,lecken::V,нювны,nolda
1011,beißen::V,йирны,purda
1012,beißen::V,йирны,hambastada
1013,abreißen::V,орӧтны,ratketa
1014,abschneiden::V,шӧрыштны,čapata
1015,abschneiden::V,шӧрыштны,leikata
1016,abschneiden::V,вундыштны,čapata
1017,abschneiden::V,вундыштны,leikata
1018,binden::V,гӧрдззыны,sidoda
1019,stecken::V,мӧртны,čokaita
1020,brechen::V,жугдыны,katkaita
1021,klopfen::V,зукӧтны,kolkotada
1022,hauen::V,желльыны,löda
1023,kleben::V,лякӧтны,klejata
1024,reiben::V,зыртны,hosta
1025,reiben::V,зыртны,törkita
1026,reiben::V,зыртны,jorotada
1027,streichen::V,мавтны,voita
1028,schleifen::V,кыскыны,hijoida
1029,schleifen::V,кыскыны,teravzoitta
1030,schneiden::V,вундавны,leikata
1031,rütteln::V,шатлавны,heilutada
1032,schütteln::V,зыбӧтны,pudištada
1033,schwenken::V,ӧвтны,maihutada
1034,schwenken::V,макайтны,maihutada
1035,schütten::V,кисьтны,valada
1036,füllen::V,тыртны,täutta
1037,füllen::V,тырсьӧтны,täutta
1038,einwickeln::V,тубны,kärdä
1039,tragen::V,новйӧтны,kantta
1040,tragen::V,новйӧтны,kandišta
1041,schleppen::V,кыскыны,vedätada
1042,ziehen::V,кыскыны,vedada
1043,aufbewahren::V,видзны,kaita
1044,werfen::V,шентывлыны,čuta
1045,werfen::V,шентывлыны,tactä
1046,fangen::V,кутны,püta
1047,packen::V,кутасьны,tabata
1048,packen::V,кватитны,tabata
1049,verstecken::V,дзебны,peitta
1050,teilen::V,торйӧтны,jagada
1051,schicken::V,иньдыны,oigeta
1052,bringen::V,вайны,veda
1053,hinzufügen::V,содтыны,ližata
1054,bekommen::V,получитны,sada
1055,erhalten::V,получитны,sada
1056,nehmen::V,босьтны,otta
1057,wählen::V,бӧрйыны,valita
1058,auswählen::V,бӧрйыны,valita
1059,bewahren::V,видзны,kaita
1060,behindern::V,падтыны,telustada
1061,verderben::V,изводавны,travida
1062,beschädigen::V,паздыны,satatada
1063,zerbrechen::V,паздыны,mureta
1064,zerreißen::V,косявны,rebitada
1065,zerstören::V,паздыны,mureta
1066,verbrennen::V,сотны,poltta
1067,geben::V,сетны,antta
1068,reichen::V,сетны,antta
1069,schenken::V,козьнавны,lahjoita
1070,versprechen::V,кӧсйыны,toivotada
1071,wünschen::V,бурсьыны,toivotada
1072,loben::V,ошкыны,kitta
1073,küssen::V,окавны,tervehtada
1074,wiegen::V,тюттьӧтны,likutada
1075,zudecken::V,вевттьыны,katta
1076,wecken::V,саймӧтны,noustatada
1077,zeigen::V,мыччавны,ozutada
1078,führen::V,нуӧтны,astutada
1079,lehren::V,велӧтны,opeta
1080,unterrichten::V,велӧтны,opeta
1081,aufziehen::V,быдтыны,kazvatada
1082,leiten::V,юравны,ohjata
1083,leiten::V,веськӧтлыны,ohjata
1084,antreiben::V,тэрмӧтны,rigehtoitta
1085,lassen::V,-ӧтыны,käskta
1086,einladen::V,корны,kucta
1087,vereinigen::V,ӧтувтны,ühtenzoitta
1088,vereinigen::V,ӧтлаавны,ühtenzoitta
1089,besuchen::V,пыравлыны,rižada
1090,treffen::V,пантавны,vastata
1091,sich versammeln::V,ӧксьыны,kägeta
1092,sich versammeln::V,ӧксьыны,sätas
1093,spielen::V,орсны,väta
1094,singen::V,сьывны,pajatada
1095,tanzen::V,йӧктыны,kargaita
1096,sich trennen::V,торьясьны,erigata
1097,verlassen::V,кольны,jätta
1098,retten::V,мынтны,päzutada
1099,bewachen::V,смекайтны,varjoita
1100,schützen::V,дорйыны,kaita
1101,verteidigen::V,дорйыны,kaita
1102,sich schlagen::V,тышкасьны,torata
1103,schießen::V,лыйны,ampta
1104,siegen::V,вермыны,vägestada
1105,ärgern::V,лӧгӧтны,verdutada
1106,ärgern::V,лӧгӧтны,rändütada
1107,schlagen::V,базнитны,löda
1108,schlagen::V,базнитны,iškta
1109,treten::V,чужьявны,peksta
1110,treten::V,чужьявны,topsta
1111,stechen::V,бытшкыны,pystiä
1112,stoßen::V,тапкыны,iškta
1113,stoßen::V,тапкыны,pudištada
1114,stoßen::V,тойыштны,iškta
1115,stoßen::V,тойыштны,pudištada
1116,stehlen::V,гусявны,vargastada
1117,stören::V,костіавны,keskustada
1118,belästigen::V,назыляйтны,tartuteldas
1119,verbergen::V,дзебны,katelda
1120,täuschen::V,бӧбӧтны,manitada
1121,täuschen::V,пӧрьявны,manitada
1122,betrügen::V,муклачитны,manitada
1123,töten::V,вийны,rikta
1124,töten::V,вийны,surmita
1125,wohnen::V,овны,eläda
1126,arbeiten::V,уджавны,rata
1127,sammeln::V,ӧктыны,kogota
1128,pflücken::V,судзлавны,poimda
1129,jagen::V,вӧравны,mecata
1130,fischen::V,чериавны,kalatada
1131,fassen::V,кутны,tabata
1132,hüten::V,вердны,paimeta
1133,hüten::V,йирсьӧтны,paimeta
1134,treiben::V,вашӧтны,ajada
1135,anbinden::V,кӧртавны,küttestada
1136,anbinden::V,кӧртавны,sidoda
1137,füttern::V,вердны,sötta
1138,melken::V,высьтыны,lüpsta
1139,melken::V,чилькӧтны,lüpsta
1140,hacken::V,керавны,sauda
1141,gießen::V,киськавны,valada
1142,reifen::V,кисьмыны,küpseta
1143,zubereiten::V,лӧсьӧтны,vaumištada
1144,kochen::V,пуны,keitta
1145,backen::V,пӧжавны,paštta
1146,braten::V,жаритны,žarda
1147,umrühren::V,соравны,segoitada
1148,stricken::V,домавны,kudoda
1149,nähen::V,вурны,ombelta
1150,färben::V,краситны,mujutada
1151,reinigen::V,весӧтны,puhtastada
1152,waschen::V,пеславны,pesta
1153,abwischen::V,чышкыны,pühktä
1154,spülen::V,гывьявны,huhtoida
1155,fegen::V,чышкыны,pühkta
1156,kehren::V,чышкыны,uhoita
1157,baden::V,купайтчыны ,kül'ptäs
1158,sich waschen::V,миссьыны,pestas
1159,ausziehen::V,гыжтӧтны,riičta
1160,ausziehen::V,гыжтӧтны,rušta
1161,ausziehen::V,пӧрччавны,riičta
1162,ausziehen::V,пӧрччавны,rušta
1163,anziehen::V,пасьтавны,panda päle
1164,anziehen::V,пасьтавны,panda kädehe
1165,anziehen::V,пасьтавны,panda jaugha
1166,sich anziehen::V,пасьтасьны,sobdas
1167,kämmen::V,сынавны,harjata
1168,schmücken::V,баситны,čomitada
1169,sagen::V,висьтавны,sanuda
1170,sprechen::V,шуны,pagišta
1171,reden::V,баитны,pagišta
1172,sich unterhalten::V,сёрнитны,lodaita
1173,fragen::V,юавны,küzuda
1174,bitten::V,корны,pakita
1175,erzählen::V,висьтавны,sanuda
1176,erzählen::V,висьтавны,starinoita
1177,mitteilen::V,висьтавны,tedotada
1178,nennen::V,нимтны,nimitada
1179,rufen::V,китсавны,kucta
1180,rufen::V,корны,kucta
1181,rufen::V,чукӧстны,kucta
1182,prahlen::V,ошшасьны,kittäs
1183,übersetzen::V,вуджӧтны,käta
1184,denken::V,чайтны,meletada
1185,glauben::V,веритны,uskta
1186,bemerken::V,казявны,homaita
1187,erkennen::V,тӧдсавны,tundištada
1188,begreifen::V,вежӧртны,tabata
1189,verstehen::V,кывны,el'geta
1190,verstehen::V,кывны,toimetada
1191,lernen::V,велӧтчыны,opetas
1192,wissen::V,тӧдны,teta
1193,sich erinnern an::V,касьтывны,johtutada
1194,vergessen::V,вунӧтны,unohtada
1195,messen::V,меряйтны,märita
1196,zählen::V,лыддьыны,lugeda
1197,rechnen::V,лыддьыны,lugeda
1198,lesen::V,лыддьӧтны,lugeda
1199,zeichnen::V,гижмавны,pirta
1200,schreiben::V,гижны,kirjutada
1201,besitzen::V,лоны,omištada
1202,kaufen::V,небны,ostta
1203,verkaufen::V,вузавны,möda
1204,bezahlen::V,вештыны,maksta
1205,zahlen::V,вештыны,maksta
1206,ertragen::V,терпитны,tirpta
1207,Insel::N,,sar'
1208,Menge::N,,äjüz'
1209,Gewalt::N,,vägivald
1210,Alter::N,,igä
1211,richtig::A,,oiged
1212,wahr::A,,todesine
1213,berühmt::A,,tetab
1214,allein::ADV,,üksnäze
1215,rennen::V,,joksta
1216,malen::V,,pirta
1217,beherrschen::V,,valdoita
