,Concept_ID,nl,udm
819,hinauf::ADV,naar boven,выллань
820,überall::ADV,alom,котькытын
821,überall::ADV,alom,пасьтана
822,überall::ADV,overal,котькытын
823,überall::ADV,overal,пасьтана
824,nicht::ADV,niet,уз
825,ein wenig::ADV,wat,ичи
826,ein wenig::ADV,wat,ӧжыт
827,ein wenig::ADV,wat,огшап
828,kaum::ADV,amper,муртса
829,kaum::ADV,nauwelijks,муртса
830,sehr::ADV,erg,туж
831,sehr::ADV,erg,лекос
832,sehr::ADV,zeer,туж
833,sehr::ADV,zeer,лекос
834,so::ADV,zo,озьы
835,so::ADV,zo,тазьы
836,noch::ADV,nog,на
837,nur::ADV,maar,гинэ
838,nur::ADV,alleen,гинэ
839,schon::ADV,al,ни
840,schon::ADV,al,ини
841,schon::ADV,reeds,ни
842,schon::ADV,reeds,ини
843,wieder::ADV,weer,нош
844,wieder::ADV,weer,кайта
845,wieder::ADV,terug,нош
846,wieder::ADV,terug,кайта
847,vergebens::ADV,vergeefs,юнме
848,vergebens::ADV,tevergeefs,юнме
849,vor::PRP,voor,азьын
850,hinter::PRP,achter,берын
851,hinter::PRP,achter,бӧрсьы
852,unter::PRP,onder,улын
853,unter::PRP,beneden,улын
854,durch::PRP,door,пыр
855,durch::PRP,door,пыртӥ
856,neben::PRP,naast,бордын
857,zwischen::PRP,tussen,вискын
858,wegen::PRP,wegens,сэрен
859,wegen::PRP,vanwege,сэрен
860,dies::PRN,dit,та
861,das::PRN,dat,со
862,alles::PRN,alles,ваньмыз
863,ich::PRN,ik,мон
864,du::PRN,je,тон
865,du::PRN,jij,тон
866,er::PRN,hij,со
867,wir::PRN,we,ми
868,wir::PRN,wij,ми
869,ihr::PRN,jullie,тӥ
870,sie::PRN,ze,соос
871,sie::PRN,zij,соос
872,was::FPRN,wat,ма
873,wer::FPRN,wie,кин
874,wo::FADV,waar,кытын
875,wohin::FADV,waarheen,кытчы
876,wie::FADV,hoe,кызьы
877,warum::FADV,waarom,малы
878,wieviel::FNUM,hoeveel,кӧня
879,eins::NUM,één,одӥг
880,zwei::NUM,twee,кык
881,drei::NUM,drie,куинь
882,vier::NUM,vier,ньыль
883,fünf::NUM,vijf,вить
884,sechs::NUM,zes,куать
885,sieben::NUM,zeven,сизьым
886,acht::NUM,acht,тямыс
887,neun::NUM,negen,укмыс
888,zehn::NUM,tien,дас
889,elf::NUM,elf,дас одӥг
890,zwölf::NUM,twaalf,дас кык
891,zwanzig::NUM,twintig,кызь
892,dreißig::NUM,dertig,куамын
893,vierzig::NUM,veertig,ньыльдон
894,fünfzig::NUM,vijftig,витьтон
895,sechzig::NUM,zestig,куатьтон
896,siebzig::NUM,zeventig,сизьымдон
897,achtzig::NUM,tachtig,тямыстон
898,neunzig::NUM,negentig,укмыстон
899,hundert::NUM,honderd,сю
900,tausend::NUM,duizend,сюрс
901,und::CNJ,en,и
902,und::CNJ,en,но
903,oder::CNJ,of,яке
904,stehen::V,staan,сылыны
905,sitzen::V,zitten,пукыны
906,liegen::V,liggen,кылльыны
907,hängen::V,hangen,ошкыса улыны
908,werden::V,worden,луыны
909,passieren::V,gebeuren,луыны
910,beginnen::V,beginnen,кутскыны
911,enden::V,eindigen,бырыны
912,wechseln::V,wijzigen,воштӥськыны
913,wechseln::V,veranderen,воштӥськыны
914,aufgehen[Sonne]::V,opgaan,ӝужаны
915,untergehen[Sonne]::V,ondergaan,пуксьыны
916,scheinen[Sonne]::V,schijnen,пиштыны
917,scheinen[Sonne]::V,schijnen,чиляны
918,donnern::V,donderen,гудыръяны
919,wehen::V,waaien,пелляськыны
920,strömen::V,stromen,киськыны
921,strömen::V,stromen,исьтӥськыны
922,fließen::V,vloeien,бызьыны
923,sich drehen::V,draaien,берганы
924,sich drehen::V,zich draaien,берганы
925,schwanken::V,wankelen,вошъяськыны
926,schwingen::V,zwieren,шонаськыны
927,fallen::V,vallen,усьыны
928,brennen::V,branden,ӝуаны
929,rauchen::V,roken,ӵындыны
930,regnen::V,regenen,зорыны
931,gefrieren::V,bevriezen,кынмыны
932,tauen::V,dooien,шунаны
933,schmelzen::V,smelten,шунаны
934,trocknen::V,drogen,куасьмыны
935,sieden::V,koken,пӧзьыны
936,sieden::V,zieden,пӧзьыны
937,faulen::V,rotten,сисьмыны
938,verfaulen::V,verrotten,сисьмыны
939,reißen::V,scheuren,кеськыны
940,versinken::V,verzinken,выйыны
941,vergehen::V,vergaan,ортчыны
942,erscheinen::V,opdagen,адскыны
943,erscheinen::V,verschijnen,адскыны
944,verschwinden::V,verdwijnen,бырыны
945,sinken::V,zinken,усьыны
946,abnehmen::V,afnemen,синыны
947,abnehmen::V,verminderen,синыны
948,zunehmen::V,toenemen,йылыны
949,steigen::V,stijgen,лӧпкыны
950,steigen::V,omhooggaan,лӧпкыны
951,wachsen::V,groeien,будыны
952,glänzen::V,glanzen,чиляны
953,glänzen::V,glanzen,пиштыны
954,glänzen::V,schitteren,чиляны
955,glänzen::V,schitteren,пиштыны
956,funkeln::V,fonkelen,чилекъяны
957,lärmen::V,lawaai maken,уретыны
958,lärmen::V,lawaai maken,ӵашетыны
959,läuten::V,luiden,жингыртыны
960,klingeln::V,bellen,жингыртыны
961,klirren::V,rinkelen,жильккетыны
962,brausen::V,bruisen,лекъяськыны
963,rauschen::V,ruisen,ӵашетыны
964,klingen::V,klinken,кылӥськыны
965,bellen::V,blaffen,утыны
966,heulen::V,huilen,вузыны
967,blasen::V,blazen,пельтыны
968,pfeifen::V,fluiten,шуланы
969,schreien::V,gillen,черекъяны
970,schreien::V,gillen,кесяськыны
971,schreien::V,schreeuwen,черекъяны
972,schreien::V,schreeuwen,кесяськыны
973,stöhnen::V,steunen,ӝуштыны
974,zittern::V,beven,дырекъяны
975,zittern::V,beven,куалекъяны
976,zittern::V,sidderen,дырекъяны
977,zittern::V,sidderen,куалекъяны
978,leben::V,leven,улыны
979,geboren werden::V,geboren worden,вордӥськыны
980,atmen::V,ademen,шоканы
981,trinken::V,drinken,юыны
982,essen::V,eten,сиыны
983,schlucken::V,slikken,ньылыны
984,müde werden::V,moe worden,жадьыны
985,einschlafen::V,inslapen,умме усьыны
986,schlafen::V,slapen,кӧлыны
987,aufwachen::V,ontwaken,сайканы
988,aufwachen::V,wakker worden,сайканы
989,aufstehen::V,opstaan,султыны
990,sich erholen::V,zich ontspannen,шутэтскыны
991,krank werden::V,ziek worden,висьыны
992,krank sein::V,ziek zijn,висьыны
993,schmerzen::V,pijn doen,висьыны
994,husten::V,hoesten,кызыны
995,genesen::V,genezen,юнматскыны
996,genesen::V,genezen,бурмытскылыны
997,sterben::V,sterven,кулыны
998,sterben::V,overlijden,кулыны
999,umkommen::V,omkomen,бырыны
1000,sich bewegen::V,zich bewegen,вырыны
1001,sich rühren::V,zich verroeren,вырӟыны
1002,sich rühren::V,zich verroeren,вырӟылыны
1003,sich erheben::V,oprijzen,султыны
1004,sich erheben::V,verrijzen,султыны
1005,sich setzen::V,gaan zitten,пуксьыны
1006,hinfallen::V,vallen,усьыны
1007,hinfallen::V,neervallen,усьыны
1008,laufen::V,lopen,мыныны
1009,schreiten::V,stappen,вамышъяны
1010,schreiten::V,schrijden,вамышъяны
1011,spazierengehen::V,gaan wandelen,мыныны
1012,spazierengehen::V,gaan wandelen,ветлыны
1013,eilen::V,ijlen,дыртыны
1014,eilen::V,haasten,дыртыны
1015,sich beeilen::V,zich haasten,дыртыны
1016,sausen::V,stuiven,туж ӝог мыныны
1017,rennen::V,rennen,бызьылыны
1018,springen::V,springen,тэтчаны
1019,klettern::V,klimmen,тубаны
1020,klettern::V,klauteren,тубаны
1021,schaukeln::V,schommelen,лэйканы
1022,schaukeln::V,schommelen,шонаськыны
1023,kriechen::V,kruipen,нюж ветлыны
1024,schwimmen::V,zwemmen,уяны
1025,tauchen::V,duiken,зумылыны
1026,rudern::V,roeien,полсаны
1027,fahren::V,rijden,ветлыны
1028,fliegen::V,vliegen,лобаны
1029,gehen::V,gaan,мыныны
1030,weggehen::V,weggaan,кошкыны
1031,abfahren::V,vertrekken,кошкыны
1032,anhalten::V,stoppen,дугдыны
1033,anhalten::V,stilhouden,дугдыны
1034,hineingehen::V,ingaan,пырыны
1035,hineingehen::V,binnengaan,пырыны
1036,eintreten::V,binnenkomen,пырыны
1037,kommen::V,komen,вуыны
1038,kommen::V,komen,лыктыны
1039,ankommen::V,aankomen,вуыны
1040,zurückkommen::V,terugkomen,берытскыны
1041,bleiben::V,blijven,кыльыны
1042,warten::V,wachten,витьыны
1043,erwarten::V,verwachten,витьыны
1044,erwarten::V,verwachten,возьманы
1045,suchen::V,zoeken,утчаны
1046,finden::V,vinden,шедьтыны
1047,versuchen::V,proberen,турттыны
1048,versuchen::V,beproeven,турттыны
1049,vorbereiten::V,voorbereiden,дасяны
1050,lieben::V,houden van,гажаны
1051,mögen::V,lusten,яратыны
1052,mögen::V,houden van,яратыны
1053,lachen::V,lachen,серекъяны
1054,rühren::V,roeren,сюлме йӧтыны
1055,weinen::V,huilen,бӧрдыны
1056,weinen::V,schreien,бӧрдыны
1057,schimpfen::V,kijven,даллашыны
1058,schimpfen::V,schelden,даллашыны
1059,sich ärgern::V,zich ergeren,лекъяськыны
1060,sich fürchten::V,bang zijn,кышканы
1061,sich fürchten::V,bang zijn,курданы
1062,fürchten::V,vrezen,курданы
1063,fürchten::V,vrezen,кышканы
1064,fliehen::V,vluchten,пегӟыны
1065,flüchten::V,ontsnappen,пегӟыны
1066,flüchten::V,ontkomen,пегӟыны
1067,sehen::V,zien,адӟыны
1068,anschauen::V,aankijken,учкыны
1069,ansehen::V,aanzien,учкыны
1070,ansehen::V,bekijken,учкыны
1071,hören::V,horen,кылыны
1072,zuhören::V,luisteren,кылзыны
1073,probieren::V,proeven,веръяны
1074,riechen::V,ruiken,зынъяны
1075,fühlen::V,voelen,шӧдыны
1076,scheinen::V,lijken,адскыны
1077,zu sehen sein::V,te zien zijn,адӟиськыны
1078,vernehmen::V,vernemen,кылыны
1079,frieren::V,het koud hebben,кынмыны
1080,tun::V,doen,карыны
1081,können::V,kunnen,быгатыны
1082,wollen::V,willen,потыны
1083,anfangen::V,beginnen,кутскыны
1084,anfangen::V,aanvangen,кутскыны
1085,beenden::V,beëindigen,быдтыны
1086,beenden::V,beëindigen,быдэстыны
1087,aufhören::V,ophouden,дугдыны
1088,gelingen::V,lukken,быгатыны
1089,gelingen::V,lukken,луыны
1090,gelingen::V,gelukken,быгатыны
1091,gelingen::V,gelukken,луыны
1092,geraten::V,uitvallen,лэсяны
1093,öffnen::V,openen,усьтыны
1094,öffnen::V,opendoen,усьтыны
1095,schließen::V,sluiten,пытсаны
1096,schließen::V,dichtdoen,пытсаны
1097,stellen::V,stellen,пуктыны
1098,stellen::V,plaatsen,пуктыны
1099,setzen::V,zetten,пуктыны
1100,setzen::V,plaatsen,пуктыны
1101,legen::V,leggen,поныны
1102,berühren::V,aanraken,исаны
1103,verbinden::V,verbinden,герӟаны
1104,bedecken::V,bedekken,пытсаны
1105,aufhängen::V,ophangen,ошыны
1106,anzünden::V,aansteken,ӝуатыны
1107,aufheben::V,oprapen,ӝутыны
1108,zurücklassen::V,achterlaten,кельтыны
1109,verlieren::V,verliezen,ыштыны
1110,fallen lassen::V,laten vallen,уськытыны
1111,machen::V,maken,лэсьтыны
1112,herstellen::V,produceren,лэсьтыны
1113,herstellen::V,voortbrengen,лэсьтыны
1114,bauen::V,bouwen,пуктыны
1115,reparieren::V,repareren,тупатыны
1116,reparieren::V,herstellen,тупатыны
1117,verbessern::V,verbeteren,умоятыны
1118,ändern::V,wijzigen,воштыны
1119,ändern::V,veranderen,воштыны
1120,graben::V,graven,копаны
1121,beugen::V,buigen,губыртыны
1122,biegen::V,buigen,куасаны
1123,drehen::V,draaien,бергатыны
1124,wenden::V,keren,берыктыны
1125,wenden::V,wenden,берыктыны
1126,umdrehen::V,omdraaien,берыктыны
1127,heben::V,heffen,ӝутыны
1128,heben::V,optillen,ӝутыны
1129,hochheben::V,tillen,ӝутъяны
1130,ergreifen::V,pakken,кутыны
1131,ergreifen::V,pakken,кырмыны
1132,ergreifen::V,grijpen,кутыны
1133,ergreifen::V,grijpen,кырмыны
1134,halten::V,houden,возьыны
1135,drücken::V,drukken,зӥбыны
1136,drücken::V,drukken,пачкатыны
1137,schieben::V,duwen,донганы
1138,schieben::V,schuiven,донганы
1139,kratzen::V,krassen,вуштыны
1140,lecken::V,likken,нюлыны
1141,beißen::V,bijten,куртчыны
1142,abreißen::V,afrukken,ишкалтыны
1143,abreißen::V,afscheuren,ишкалтыны
1144,abschneiden::V,afsnijden,шорыны
1145,abschneiden::V,afsnijden,вандыны
1146,binden::V,binden,керттыны
1147,stecken::V,steken,мертчытыны
1148,brechen::V,breken,тӥяны
1149,klopfen::V,kloppen,йыганы
1150,klopfen::V,kloppen,шарккетыны
1151,hauen::V,houwen,жугыны
1152,hauen::V,houwen,тышканы
1153,kleben::V,plakken,лякыны
1154,reiben::V,wrijven,зыраны
1155,reiben::V,wrijven,вуштыны
1156,streichen::V,smeren,зыраны
1157,schleifen::V,slijpen,шерыны
1158,schneiden::V,snijden,вандыны
1159,rütteln::V,schudden,зуркатыны
1160,schütteln::V,schudden,куалекъятыны
1161,schwenken::V,wuiven,шонаны
1162,schwenken::V,zwaaien,шонаны
1163,schütten::V,gieten,лэзьыны
1164,schütten::V,storten,лэзьыны
1165,füllen::V,vullen,тырмытыны
1166,einwickeln::V,inwikkelen,биньыны
1167,tragen::V,dragen,нуыны
1168,schleppen::V,slepen,кыскыны
1169,ziehen::V,trekken,кыскыны
1170,aufbewahren::V,bewaren,возьыны
1171,werfen::V,gooien,куяны
1172,werfen::V,gooien,лэзяны
1173,fangen::V,vangen,кутыны
1174,packen::V,pakken,кутыны
1175,packen::V,pakken,кырмыны
1176,packen::V,vastpakken,кутыны
1177,packen::V,vastpakken,кырмыны
1178,verstecken::V,verstoppen,ватыны
1179,teilen::V,delen,люкыны
1180,schicken::V,sturen,ыстыны
1181,bringen::V,brengen,вайыны
1182,hinzufügen::V,toevoegen,ватсаны
1183,bekommen::V,verkrijgen,басьтыны
1184,erhalten::V,krijgen,басьтыны
1185,nehmen::V,nemen,кутыны
1186,nehmen::V,nemen,басьтыны
1187,wählen::V,kiezen,бырйыны
1188,wählen::V,verkiezen,бырйыны
1189,auswählen::V,uitkiezen,бырйыны
1190,bewahren::V,bewaren,возьыны
1191,behindern::V,hinderen,могӟытыны
1192,verderben::V,bederven,сӧрыны
1193,beschädigen::V,beschadigen,урод лэсьтыны
1194,zerbrechen::V,breken,сӧрыны
1195,zerbrechen::V,stukbreken,сӧрыны
1196,zerreißen::V,scheuren,кесяны
1197,zerreißen::V,verscheuren,кесяны
1198,zerstören::V,vernielen,куашкатыны
1199,verbrennen::V,branden,сутыны
1200,verbrennen::V,verbranden,сутыны
1201,geben::V,geven,сётыны
1202,reichen::V,reiken,сётыны
1203,reichen::V,aanreiken,сётыны
1204,schenken::V,schenken,кузьманы
1205,versprechen::V,beloven,кыл сётыны
1206,wünschen::V,wensen,сӥзьыны
1207,loben::V,loven,ушъяны
1208,loben::V,prijzen,ушъяны
1209,küssen::V,kussen,чупаны
1210,wiegen::V,wiegen,веттаны
1211,wiegen::V,wiegen,лэйкатыны
1212,zudecken::V,toedekken,шобыртыны
1213,wecken::V,wekken,сайкатыны
1214,zeigen::V,tonen,возьматыны
1215,zeigen::V,wijzen,возьматыны
1216,führen::V,voeren,нуыны
1217,lehren::V,leren,дышетыны
1218,unterrichten::V,onderwijzen,дышетыны
1219,aufziehen::V,grootbrengen,будэтыны
1220,leiten::V,leiden,кивалтыны
1221,antreiben::V,aandrijven,дыртытыны
1222,lassen::V,laten,-ытыны
1223,einladen::V,uitnodigen,ӧтьыны
1224,vereinigen::V,verenigen,огазеяны
1225,besuchen::V,bezoeken,адӟыськыны
1226,treffen::V,treffen,пумитаны
1227,treffen::V,ontmoeten,пумитаны
1228,sich versammeln::V,zich verzamelen,люкаськыны
1229,spielen::V,spelen,шудыны
1230,singen::V,zingen,кырӟаны
1231,tanzen::V,dansen,эктыны
1232,sich trennen::V,van elkaar gaan,люкиськыны
1233,verlassen::V,verlaten,куштыны
1234,retten::V,redden,утьыны
1235,bewachen::V,bewaken,возьманы
1236,schützen::V,beschermen,утялтыны
1237,verteidigen::V,verdedigen,возьманы
1238,sich schlagen::V,knokken,жугиськыны
1239,schießen::V,schieten,ыбылӥськны
1240,siegen::V,overwinnen,вормыны
1241,ärgern::V,ergeren,вожпоттыны
1242,schlagen::V,slaan,жуккыны
1243,treten::V,trappen,лёганы
1244,treten::V,schoppen,лёганы
1245,stechen::V,steken,бышкалтыны
1246,stechen::V,prikken,бышкалтыны
1247,stoßen::V,stoten,донгыны
1248,stehlen::V,stelen,вораны
1249,stehlen::V,stelen,лушканы
1250,stören::V,storen,люкетыны
1251,stören::V,verstoren,люкетыны
1252,belästigen::V,lastig vallen,акыльтыны
1253,belästigen::V,lastig vallen,вукылмыны
1254,verbergen::V,verbergen,ватыны
1255,täuschen::V,misleiden,алданы
1256,betrügen::V,bedriegen,пӧяны
1257,töten::V,doden,виыны
1258,wohnen::V,wonen,улыны
1259,arbeiten::V,werken,ужаны
1260,sammeln::V,inzamelen,бичаны
1261,sammeln::V,verzamelen,бичаны
1262,pflücken::V,plukken,ишкыны
1263,jagen::V,jagen,пӧйшураны
1264,fischen::V,vissen,чорыганы
1265,fassen::V,vangen,кутыны
1266,hüten::V,hoeden,возьманы
1267,treiben::V,drijven,улляны
1268,anbinden::V,vastbinden,думыны
1269,füttern::V,voeren,сюдыны
1270,melken::V,melken,кыскыны
1271,hacken::V,hakken,кораны
1272,gießen::V,gieten,киськаны
1273,reifen::V,rijpen,вуыны
1274,reifen::V,rijpen,кисьманы
1275,zubereiten::V,klaarmaken,лесьтыны
1276,zubereiten::V,toebereiden,лесьтыны
1277,kochen::V,koken,пӧзьтыны
1278,backen::V,bakken,пыжыны
1279,braten::V,braden,пыжыны
1280,umrühren::V,omroeren,сураны
1281,stricken::V,breien,керттыны
1282,nähen::V,naaien,вурыны
1283,färben::V,verven,буяны
1284,färben::V,kleuren,буяны
1285,reinigen::V,reinigen,сузяны
1286,waschen::V,wassen,мисьтаськыны
1287,abwischen::V,afvegen,ӵушылыны
1288,spülen::V,spoelen,гылъяны
1289,spülen::V,afwassen,гылъяны
1290,fegen::V,vegen,ӵужыны
1291,kehren::V,vegen,ӵужыны
1292,baden::V,baden,пыласькыны
1293,sich waschen::V,zich wassen,пыласькыны
1294,ausziehen::V,uittrekken,кыльыны
1295,anziehen::V,aantrekken,дӥсяны
1296,sich anziehen::V,zich aankleden,дӥсьяськыны
1297,kämmen::V,kammen,сынаны
1298,schmücken::V,tooien,чеберъяны
1299,sagen::V,zeggen,шуыны
1300,sagen::V,zeggen,вераны
1301,sprechen::V,spreken,вераськыны
1302,reden::V,praten,вераськыны
1303,sich unterhalten::V,zich onderhouden,вераськыны
1304,fragen::V,vragen,юаны
1305,bitten::V,vragen,курыны
1306,bitten::V,verzoeken,курыны
1307,erzählen::V,vertellen,вераны
1308,erzählen::V,vertellen,мадьыны
1309,mitteilen::V,meedelen,ивортыны
1310,nennen::V,noemen,шуыны
1311,rufen::V,roepen,ӧтьыны
1312,prahlen::V,pralen,ушъяськыны
1313,übersetzen::V,vertalen,берыктыны
1314,denken::V,denken,малпаны
1315,glauben::V,geloven,оскыны
1316,bemerken::V,bemerken,адӟыны
1317,erkennen::V,herkennen,тодыны
1318,begreifen::V,begrijpen,валаны
1319,verstehen::V,verstaan,валаны
1320,lernen::V,leren,дышетскыны
1321,wissen::V,weten,тодыны
1322,sich erinnern an::V,zich herinneren aan,тодэ вайыны
1323,vergessen::V,vergeten,вунэтыны
1324,messen::V,meten,мертаны
1325,zählen::V,tellen,лыдъяны
1326,rechnen::V,rekenen,лыдъяны
1327,lesen::V,lezen,лыдӟыны
1328,malen::V,schilderen,суреданы
1329,zeichnen::V,tekenen,суреданы
1330,schreiben::V,schrijven,гожъяны
1331,besitzen::V,bezitten,луыны
1332,kaufen::V,kopen,басьтыны
1333,verkaufen::V,verkopen,вузаны
1334,bezahlen::V,betalen,тырыны
1335,zahlen::V,betalen,тырыны
1336,beherrschen::V,beheersen,кузёяськыны
1337,ertragen::V,verdragen,чиданы
