,Concept_ID,br,ml
632,von hier::ADV,alemañ,ഇവിടെനിന്ന്
633,dort::ADV,aze,അവിടെ
634,dort::ADV,ahont,അവിടെ
635,dorthin::ADV,di,അവിടേക്ക്
636,dorthin::ADV,aze,അവിടേക്ക്
637,dorthin::ADV,ahont,അവിടേക്ക്
638,geradeaus::ADV,war-eeun,മുമ്പിൽ
639,geradeaus::ADV,war-eeun,മുമന്നോട്ട്
640,vorwärts::ADV,war-raok,മുന്നോട്ട്
641,rückwärts::ADV,war-lerc'h,തലതിരിച്ച്
642,zurück::ADV,war-dreñv,പുറകിലേക്ക്
643,unten::ADV,en traoñ,താഴെ
644,hinab::ADV,a-izel,താഴേക്ക്
645,oben::ADV,en nec'h,മുകളിൽ
646,hinauf::ADV,e-krec'h,മുകളിൽ
647,überall::ADV,dre-holl,എല്ലായിടത്തും
648,nicht::ADV,ne ... ket,ഇല്ല
649,ein wenig::ADV,un tammig,കുറച്ച്
650,kaum::ADV,a-boan,കഷ്ടിച്ച്
651,sehr::ADV,-tre,വളരെ
652,sehr::ADV,-kenañ,വളരെ
653,so::ADV,evel-se,അങ്ങനെ
654,noch::ADV,c'hoazh,ഇപ്പോഴും
655,nur::ADV,hepken,മാത്രം
656,schon::ADV,dija,നേരത്തേ തന്നെ
657,wieder::ADV,adarre,വീണ്ടും
658,vor::PRP,dirak,മുമ്പിൽ
659,hinter::PRP,a-drek,പുറകിൽ
660,hinter::PRP,a-dreñv,പുറകിൽ
661,unter::PRP,dindan,കീഴിൽ
662,durch::PRP,dre,ഉള്ളിലൂടെ
663,neben::PRP,e-kichen,അടുത്ത്
664,zwischen::PRP,etre,ഇടയ്ക്ക്
665,wegen::PRP,abalamour da,നിമിത്തം
666,dies::PRN,hemañ,ഇത്
667,das::PRN,se,അത്
668,das::PRN,hennezh,അത്
669,alles::PRN,pep tra,എല്ലാം
670,ich::PRN,me,ഞാൻ
671,du::PRN,te,നിങ്ങൾ
672,er::PRN,eñ,അദ്ദേഹം
673,er::PRN,eñ,അയാൾ
674,er::PRN,eñ,അവൻ
675,er::PRN,eñ,അവർ
676,er::PRN,eñ,അവൾ
677,wir::PRN,ni,നമ്മൾ
678,ihr::PRN,c'hwi,നിങ്ങൾ
679,sie::PRN,int,അവർ
680,was::FPRN,petra,എന്ത്
681,wer::FPRN,piv,ആര്
682,wo::FADV,pelec'h,എവിടെ
683,wohin::FADV,da belec'h,എവിടേക്ക്
684,wie::FADV,penaos,എങ്ങനെ
685,warum::FADV,perak,എന്തുകൊണ്ട്
686,wieviel::FNUM,pet,എത്ര
687,eins::NUM,unan,ഒന്ന്
688,zwei::NUM,daou,രണ്ട്
689,drei::NUM,tri,മൂന്ന്
690,vier::NUM,pevar,നാല്
691,fünf::NUM,pemp,അഞ്ച്
692,sechs::NUM,c'hwec'h,ആറ്
693,sieben::NUM,seizh,ഏഴ്
694,acht::NUM,eizh,എട്ട്
695,neun::NUM,nav,ഒമ്പത്
696,zehn::NUM,dek,പത്ത്
697,elf::NUM,unnek,പതിനൊന്ന്
698,zwölf::NUM,daouzek,പന്ത്രണ്ട്
699,zwanzig::NUM,ugent,ഇരുപത്
700,dreißig::NUM,tregont,മുപ്പത്
701,vierzig::NUM,daou-ugent,നാൽപ്പത്
702,fünfzig::NUM,hanter-kant,അൻപത്
703,sechzig::NUM,tri-ugent,അറുപത്
704,siebzig::NUM,dek ha tri-ugent,എഴുപത്
705,achtzig::NUM,pevar-ugent,എൺപത്
706,neunzig::NUM,dek ha pevar-ugent,തൊണ്ണൂറ്
707,hundert::NUM,kant,നൂറ്
708,tausend::NUM,mil,ആയിരം
709,und::CNJ,ha,ഉം
710,oder::CNJ,pe,അഥവാ
711,stehen::V,bezañ a-sav,നിൽക്കുക
712,sitzen::V,azezañ,ഇരിക്കുക
713,sitzen::V,bezañ en e goazez,ഇരിക്കുക
714,liegen::V,bezañ en e c'hourvez,കിടക്കുക
715,hängen::V,krougañ,തൂങ്ങുക
716,werden::V,dazonet,ആയിത്തീരുക
717,passieren::V,c'hoarvezout,സംഭവിക്കുക
718,beginnen::V,stagañ,ആരംഭിക്കുക
719,enden::V,achuiñ,അവസാനിപ്പിക്കുക
720,wechseln::V,cheñch,മാറ്റുക
721,aufgehen[Sonne]::V,dirouzañ,ഉയരുക
722,scheinen[Sonne]::V,lugernañ,പ്രകാശിക്കുക
723,donnern::V,taranal,ഇടിവെട്ടുക
724,wehen::V,c'hwezhañ,വീശുക
725,strömen::V,deredek,ഒഴുകുക
726,fließen::V,redek,ഒഴുകുക
727,sich drehen::V,troiñ,ചുറ്റുക
728,sich drehen::V,troiñ,കറക്കുക
729,schwanken::V,trantellat,ഇരുവശത്തേയ്ക്കും_ആടുക
730,schwingen::V,froumal,ആടുക
731,fallen::V,kouezhañ,വീഴുക
732,brennen::V,deviñ,കത്തുക
733,rauchen::V,divogedañ,പുകയുക
734,regnen::V,glavañ,മഴ_പെയ്യുക
735,gefrieren::V,reviñ,തണത്ത്_മരവിക്കുക
736,tauen::V,diskornañ,അലിയുക
737,schmelzen::V,teuziñ,ഉരുകുക
738,trocknen::V,sec'hañ,വരളുക
739,sieden::V,berviñ,തിളപ്പിക്കുക
740,faulen::V,breinañ,ചീയുക
741,verfaulen::V,breinañ,അഴുകുക
742,reißen::V,darnaouiñ,ശബ്ദത്തോടെ_മുറിയുക
743,versinken::V,sodellañ,മുക്കുക
744,vergehen::V,tremen,കടന്നുപോകുക
745,erscheinen::V,donet war-wel,പ്രത്യക്ഷപ്പെടുക
746,verschwinden::V,monet diwar wel,അദൃശ്യമാകുക
747,sinken::V,en em izelat,താഴുക
748,abnehmen::V,nebeutaat,കുറിയുക
749,zunehmen::V,kreskiñ,വർദ്ധിക്കുക
750,steigen::V,sevel,ഉയരുക
751,wachsen::V,kreskiñ,വളരുക
752,glänzen::V,lugernañ,മിന്നുക
753,funkeln::V,elieniñ,തിളങ്ങുക
754,lärmen::V,rabotat,ശബ്ദമുണ്ടാക്കുക
755,klirren::V,diridignat,കിലുക്കുക
756,klirren::V,sterlinkañ,കിലുക്കുക
757,brausen::V,gwegal,മുഴങ്ങുക
758,rauschen::V,trouzal,അനങ്ങുക
759,klingen::V,seniñ,മുഴക്കുക
760,bellen::V,harzhal,കുരയ്ക്കുക
761,heulen::V,yudal,ഓരിയിടുക
762,blasen::V,c'hwezhañ,ഊതുക
763,pfeifen::V,c'hwitellat,വിസിലടിക്കുക
764,schreien::V,huchal,ആക്രോശിക്കുക
765,stöhnen::V,hirvoudiñ,അരക്കം
766,stöhnen::V,hirvoudiñ,ആർത്തനാദം
767,zittern::V,krenañ,വിറയ്ക്കുക
768,leben::V,bevañ,താമസിക്കുക
769,geboren werden::V,genel,ജനിക്കുക
770,atmen::V,tennañ e anal,ശ്വസിക്കുക
771,trinken::V,evañ,കുടിക്കുക
772,essen::V,debriñ,കഴിക്കുക
773,schlucken::V,lonkañ,വിഴുങ്ങുക
774,müde werden::V,skuizhañ,ക്ഷീണിക്കുക
775,einschlafen::V,menel kousket,നിദ്രിക്കുക
776,schlafen::V,kousket,ഉറങ്ങുക
777,aufwachen::V,dihuniñ,ഉണരുക
778,aufstehen::V,sevel,എഴുന്നേൽക്കുക
779,sich erholen::V,diskuizhañ,വിശ്രമിക്കുക
780,krank werden::V,klañviñ,ദീനംപിടിക്കുക
781,krank sein::V,bezañ klañv,രോഗികളാകുക
782,schmerzen::V,skourjezañ,വേദനിക്കുക
783,husten::V,pasaat,ചുമയ്ക്കുക
784,husten::V,peudal,ചുമയ്ക്കുക
785,genesen::V,pareañ,സുഖപ്പെടുക
786,sterben::V,mervel,മരിക്കുക
787,umkommen::V,perisañ,മരിക്കുക
788,sich bewegen::V,bouljal,സ്ഥലം_മാറുക
789,sich rühren::V,fiñval,ചലിക്കുക
790,sich erheben::V,sevel,നിൽക്കുക
791,sich setzen::V,azezañ,ഇരിക്കുക
792,sich setzen::V,mont en e goazez,ഇരിക്കുക
793,hinfallen::V,kouezhañ,വീഴുക
794,laufen::V,redek,നടക്കുക
795,schreiten::V,kerzhet,നടക്കുക
796,spazierengehen::V,pourmen,ഉലാത്തുക
797,eilen::V,hastañ,പാഞ്ഞെത്തുക
798,sich beeilen::V,hastañ,തിരിക്കുകൂട്ടുക
799,sich beeilen::V,hastañ,തിടുക്കം_കാട്ടുക
800,sausen::V,karzhañ,കുതിക്കുക
801,rennen::V,redek,ഓടുക
802,springen::V,lammat,ചാടുക
803,klettern::V,krimpat,കയറുക
804,schaukeln::V,brañsellat,ഇളകുക
805,kriechen::V,skrampañ,പതുങ്ങികയറുക
806,schwimmen::V,neuial,നീന്തുക
807,tauchen::V,splujañ,വെള്ളത്തിലേക്ക് ചാടുക
808,rudern::V,roeñvat,തുഴയുക
809,fahren::V,kas,വാഹനം ഓടിക്കുക
810,fahren::V,bleniañ,വാഹനം ഓടിക്കുക
811,fliegen::V,nijal,പറക്കുക
812,gehen::V,mont,പോകുക
813,weggehen::V,mont kuit,വിടുക
814,abfahren::V,mont kuit,പുറപ്പെടുക
815,anhalten::V,chom a-sav,നിർത്തുക
816,hineingehen::V,monet e-barzh,പ്രവേശിക്കുക
817,eintreten::V,monet e-barzh,പ്രവേശിക്കുക
818,kommen::V,dont,വരുക
819,ankommen::V,erruout,എത്തിച്ചേരുക
820,zurückkommen::V,addonet,തിരിച്ചു വരുക
821,bleiben::V,chom,തുടരുക
822,warten::V,gortoz,കാത്തിരിക്കുക
823,erwarten::V,gortoz,പ്രതീക്ഷിക്കുക
824,suchen::V,klask,തിരയുക
825,finden::V,kavout,കണ്ടെത്തുക
826,versuchen::V,klask,ശ്രമിക്കുക
827,vorbereiten::V,aozañ,തയ്യാറെടുക്കുക
828,lieben::V,karout,സ്നേഹിക്കുക
829,mögen::V,karout,ഇഷ്ടപ്പെടുക
830,lachen::V,c'hoarzin,ചിരിക്കുക
831,rühren::V,tenerañ,ഹൃദയം സ്പർശിക്കുക
832,weinen::V,gouelañ,തേങ്ങുക
833,schimpfen::V,krozal,പിറുപിറുക്കുക
834,sich ärgern::V,fachañ,കോപിക്കുക
835,sich ärgern::V,en em fachañ,കോപിക്കുക
836,fliehen::V,tec'het,രക്ഷപ്പെടുക
837,flüchten::V,tuzañ,രക്ഷപ്പെടുക
838,sehen::V,gwelet,കാണുക
839,anschauen::V,sellout ouzh,നോക്കുക
840,ansehen::V,sellout ouzh,നോക്കുക
841,hören::V,klevet,കേൾക്കുക
842,zuhören::V,selaou,ശ്രദ്ധിക്കുക
843,probieren::V,blasa,രുചിയുള്ളതായി_തോന്നുക
844,riechen::V,klevet,മണത്തു_നോക്കുക
845,fühlen::V,santout,സ്പർശിച്ചറിയുക
846,scheinen::V,diskouez bezañ,കാണപ്പെടുക
847,zu sehen sein::V,bezañ gwelus,വെളിച്ചപ്പെടുക
848,vernehmen::V,merzhañ,കേൾക്കുക
849,frieren::V,anoued,വിറയ്ക്കുക
850,tun::V,ober,ചെയ്യുക
851,können::V,gouzout,കഴിയുക
852,wollen::V,fellout da,വേണുക
853,wollen::V,kaout c'hoant da,വേണുക
854,anfangen::V,kregiñ,തുടങ്ങുക
855,beenden::V,achuiñ,പൂർത്തിയാക്കുക
856,aufhören::V,paouez,നിർത്തുക
857,öffnen::V,digeriñ,തുറക്കുക
858,schließen::V,serriñ,അടയ്ക്കുക
859,stellen::V,lakaat,വയ്ക്കുക
860,setzen::V,lakaat,വയ്ക്കുക
861,legen::V,lakaat,ഇടുക
862,berühren::V,touch,തൊടുക
863,verbinden::V,eren,ഘടിപ്പിക്കുക
864,bedecken::V,goloiñ,മുടുക
865,aufhängen::V,istribilhañ,കെട്ടിതൂക്കുക
866,anzünden::V,alumiñ,കത്തിക്കുക
867,anzünden::V,c'hwezzañ,കത്തിക്കുക
868,aufheben::V,dastum,പെറുക്കിയെടുക്കുക
869,zurücklassen::V,lezel,വച്ചുപോരുക
870,verlieren::V,koll,നഷ്ടപ്പെടുക
871,fallen lassen::V,laoskel,വീഴ്ത്തുക
872,fallen lassen::V,lezel da gouezhel,വീഴ്ത്തുക
873,machen::V,ober,ഉണ്ടാക്കുക
874,herstellen::V,fardañ,ഉൽപാദിപ്പിക്കുക
875,bauen::V,sevel,നിർമ്മിക്കുക
876,reparieren::V,adaozañ,നന്നാക്കുക
877,verbessern::V,gwellaat,മെച്ചപ്പെടുക
878,ändern::V,cheñch,മാറ്റംവരുത്തുക
879,graben::V,kleuzañ,കുഴിക്കുക
880,beugen::V,plegañ,വണങ്ങുക
881,biegen::V,krommañ,കുനിയുക
882,drehen::V,treiñ,തിരിക്കുക
883,wenden::V,treiñ,തിരിയുക
884,umdrehen::V,treiñ,തിരിയുക
885,heben::V,sevel,ഉയർത്തുക
886,hochheben::V,sevel,ഉയർത്തുക
887,ergreifen::V,kemer,ബലമായി_പിടിക്കുക
888,halten::V,dalc'hen,പിടിക്കുക
889,drücken::V,bountañ,അമർത്തുക
890,schieben::V,poulzañ,തള്ളുക
891,kratzen::V,skrabat,ചുരണ്ടുക
892,lecken::V,lipat,നക്കുക
893,beißen::V,kregiñ,കടിക്കുക
894,abreißen::V,diframmañ,കീറിക്കളയുക
895,abschneiden::V,troc'hañ,മുറിച്ചുമാറ്റുക
896,binden::V,stagañ,കെട്ടുക
897,stecken::V,sankañ,തുളയ്ക്കുക
898,brechen::V,darnaouiñ,ഉടയുക
899,klopfen::V,skoiñ,തട്ടുക
900,hauen::V,dornañ,അടിക്കുക
901,kleben::V,pegañ,ഒട്ടിക്കുക
902,reiben::V,taravat,തിരുമ്മിത്തുടയ്ക്കുക
903,reiben::V,trekiñ,തിരുമ്മിത്തുടയ്ക്കുക
904,streichen::V,toazañ,പടർത്തുക
905,schleifen::V,lemmañ,പൊടിക്കുക
906,schneiden::V,troc'hañ,മുറിക്കുക
907,rütteln::V,tordorosañ,മുട്ടുക
908,schütteln::V,hejañ,കുലുക്കുക
909,schütten::V,diskargañ,ഒഴിക്കുക
910,füllen::V,kargañ,നിറയ്ക്കുക
911,einwickeln::V,gronnañ,പൊതിയുക
912,tragen::V,dougen,വഹിക്കുക
913,schleppen::V,stlejal,വലിച്ചിഴയ്ക്കുക
914,ziehen::V,sachañ,വലിക്കുക
915,aufbewahren::V,miret,വയ്ക്കുക
916,werfen::V,teuler,എറിയുക
917,fangen::V,tapañ,പിടിക്കുക
918,packen::V,krapat,തട്ടിപ്പറിക്കുക
919,verstecken::V,kuzhat,മറയ്ക്കുക
920,teilen::V,rannañ,വിഭജിക്കുക
921,schicken::V,kas,അയയ്ക്കുക
922,bringen::V,degas,കൊണ്ടുവരുക
923,hinzufügen::V,lakat ouzhpenn,കൂട്ടുക
924,bekommen::V,kaout,കിട്ടുക
925,erhalten::V,kaout,സ്വീകരിക്കുക
926,nehmen::V,kemer,എടുക്കുക
927,wählen::V,choaz,തിരഞ്ഞെടുക്കുക
928,auswählen::V,dibab,തിരഞ്ഞെടുക്കുക
929,bewahren::V,mirout,പുലർത്തുക
930,behindern::V,diaezañ,തടയിടുക
931,verderben::V,lovrañ,നശിപ്പിക്കുക
932,beschädigen::V,gwallegañ,ക്ഷതമേൽപ്പിക്കുക
933,zerbrechen::V,torriñ,ഉടയുക
934,zerreißen::V,diroegiñ,കീറുക
935,zerstören::V,distrujañ,നശിപ്പിക്കുക
936,verbrennen::V,deviñ,കത്തിനശിക്കുക
937,verbrennen::V,deviñ,കത്തിച്ചുകളയുക
938,geben::V,reiñ,കൊടുക്കുക
939,geben::V,reiñ,തരുക
940,schenken::V,donezonañ,സമ്മാനം കൊടുക്കുക
941,versprechen::V,prometiñ,വാഗ്ദാനം_നൽകുക
942,wünschen::V,hetiñ,ആഗ്രഹിക്കുക
943,loben::V,feurmiñ,പുകഴ്ത്തുക
944,küssen::V,pokat,ഉമ്മവയ്ക്കുക
945,wiegen::V,pouezañ,ഇളകുക
946,zudecken::V,goloiñ,മുടുക
947,wecken::V,dihuniñ,ഉണർത്തുക
948,zeigen::V,diskouez,കാണിക്കുക
949,führen::V,kas,നടത്തുക
950,lehren::V,deskiñ,പഠിപ്പിക്കുക
951,unterrichten::V,kelenn,പരിശീലിപ്പിക്കുക
952,leiten::V,bleinañ,നയിക്കുക
953,antreiben::V,poulzañ,പ്രേരിപ്പിക്കുക
954,lassen::V,leuskel,അനുവദിക്കുക
955,einladen::V,pediñ,ക്ഷണിക്കുക
956,vereinigen::V,unisañ,കൂടിച്ചേരുക
957,besuchen::V,gweladenniñ,സന്ദർശിക്കുക
958,treffen::V,kejal,തമ്മിൽ കാണുക
959,treffen::V,ankontrañ,തമ്മിൽ കാണുക
960,sich versammeln::V,bodennañ,സംയോജിപ്പിക്കുക
961,spielen::V,c'hoari,കളിക്കുക
962,singen::V,kanañ,പാടുക
963,tanzen::V,dañsal,നൃത്തം ചെയ്യുക
964,sich trennen::V,dispartiañ,നേർപെടുത്തുക
965,verlassen::V,lezel,പിൻവാങ്ങുക
966,retten::V,saveteiñ,രക്ഷിക്കുക
967,bewachen::V,mesa,കാവൽനിൽക്കുക
968,schützen::V,diwall,പരിരക്ഷിക്കുക
969,verteidigen::V,difenn,പ്രതിരോധിക്കുക
970,sich schlagen::V,lopañ,കലഹിക്കുക
971,siegen::V,trec'hiñ,വിജയിക്കുക
972,ärgern::V,hegasiñ,വിഷമിപ്പിക്കുക
973,schlagen::V,skeiñ,അടിക്കുക
974,treten::V,botaouiñ,തൊഴിക്കുക
975,stechen::V,pikat,കുത്തുക
976,stoßen::V,stokañ,തള്ളുക
977,stehlen::V,laerezh,മോഷ്ടിക്കുക
978,stören::V,direnkañ,ശല്യപ്പെടുത്തുക
979,belästigen::V,dregasiñ,മെനക്കെടുക
980,verbergen::V,skoachañ,മറയ്ക്കുക
981,verbergen::V,skoachañ,ഒളിക്കുക
982,täuschen::V,tromplañ,കബളിപ്പിക്കുക
983,betrügen::V,lorbañ,ചതിക്കുക
984,töten::V,lazhañ,കൊല്ലുക
985,wohnen::V,bezañ o chom,താമസിക്കുക
986,arbeiten::V,labourat,ജോലിചെയ്യുക
987,sammeln::V,dastum,സഞ്ചയിക്കുക
988,pflücken::V,kuntuilhañ,പറിച്ചെടുക്കുക
989,jagen::V,chaseal,വേട്ടയാടുക
990,fischen::V,pesketa,മീൻ പിടിക്കുക
991,fassen::V,pakañ,പിടിക്കുക
992,hüten::V,geota,ചേർക്കുക
993,anbinden::V,stagañ,കെട്ടിയിടുക
994,füttern::V,boueta,തീറ്റുക
995,melken::V,goro,പാലുകറക്കുക
996,hacken::V,difrakal,വെട്ടിമുറിക്കുക
997,gießen::V,dourañ,നനയ്ക്കുക
998,reifen::V,azviñ,പാകമാകുക
999,zubereiten::V,keginañ,പാചകം_ചെയ്യുക
1000,kochen::V,poazhañ,വേവിക്കുക
1001,backen::V,fritañ,ബേക്ക് ചെയ്യുക
1002,braten::V,rostañ,പോരിക്കുക
1003,stricken::V,stammañ,മെടയുക
1004,nähen::V,gwriat,തുന്നുക
1005,färben::V,livañ,ചായം പൂശുക
1006,reinigen::V,naetañ,വൃത്തിയാക്കുക
1007,waschen::V,gwalc'hiñ,കഴുകുക
1008,abwischen::V,torchañ,തുടയ്ക്കുക
1009,spülen::V,disgwalc'hiñ,കഴുകുക
1010,fegen::V,skubañ,അടിച്ചുവാരുക
1011,kehren::V,skubañ,അടിച്ചുവാരുക
1012,baden::V,kouronkañ,നീന്തിത്തുടിക്കുക
1013,sich waschen::V,en em walc'hiñ,കഴുകുക
1014,sich anziehen::V,gwiskañ,ധരിച്ച നേടുകയുക
1015,kämmen::V,kribat,മുടിചീകുക
1016,schmücken::V,kinklañ,അലങ്കരിക്കുക
1017,sagen::V,larêt,പറയുക
1018,sagen::V,lavaret,പറയുക
1019,sprechen::V,komz,സംസാരിക്കുക
1020,reden::V,kaozeal,സംസാരിക്കുക
1021,sich unterhalten::V,balbotal,നർമ്മസല്ലാപം നടത്തുക
1022,fragen::V,goulenn,ചോദിക്കുക
1023,bitten::V,goulenn,അപേക്ഷിക്കുക
1024,erzählen::V,kontañ,പറയുക
1025,mitteilen::V,kemenn,അറിയിക്കുക
1026,nennen::V,anviñ,പേരിടുക
1027,rufen::V,gelver,വിളിക്കുക
1028,prahlen::V,fougeal,പൊങ്ങച്ചം പറയുക
1029,übersetzen::V,treiñ,പരിഭാഷപ്പെടുത്തുക
1030,denken::V,soñjal,ചിന്തിക്കുക
1031,glauben::V,krediñ,വിശ്വസിക്കുക
1032,bemerken::V,apresevañ,ശ്രദ്ധിക്കുക
1033,erkennen::V,anavout,തിരിചറിയുക
1034,begreifen::V,meizañ,കൈപ്പിടിയിലാക്കുക
1035,verstehen::V,kompren,മനസ്സിലാക്കുക
1036,lernen::V,deskiñ,പഠിക്കുക
1037,wissen::V,gouzout,അറിയുക
1038,sich erinnern an::V,kaout soñj e,ഓർമിക്കുക
1039,vergessen::V,ankouaat,മറക്കുക
1040,messen::V,muzuliañ,അളക്കുക
1041,zählen::V,kontañ,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1042,rechnen::V,jedañ,ഗണിക്കുക
1043,lesen::V,lenn,വായിക്കുക
1044,malen::V,livañ,ചിത്രം വരയ്ക്കുക
1045,zeichnen::V,tresañ,വരയ്ക്കുക
1046,schreiben::V,skrivañ,എഴുതുക
1047,besitzen::V,kaout,സ്വന്തമാക്കുക
1048,kaufen::V,prenañ,വാങ്ങുക
1049,verkaufen::V,gwerzhañ,വിൽക്കുക
1050,bezahlen::V,paeañ,പരിഹാരം ചെയ്യുക
1051,zahlen::V,paeañ,പണം അടയ്ക്കുക
1052,beherrschen::V,mestroniañ,ഭരിക്കുക
1053,ertragen::V,anduriñ,താങ്ങുക
1054,Grube::N,,കുഴി
1055,Spur::N,,ചുവട്
1056,Lehm::N,,കളിമണ്ണ്
1057,Laut::N,,ശബ്ദം
1058,Winkel::N,,കോൺ
1059,Lagerfeuer::N,,തീ
1060,vergebens::ADV,,വിഫല
1061,untergehen[Sonne]::V,,അടുക്കി_വയ്ക്കുക
1062,läuten::V,,മണിമുഴങ്ങുക
1063,klingeln::V,,ചിലമ്പുക
1064,sich fürchten::V,,പേടിക്കുക
1065,fürchten::V,,പേടിക്കുക
1066,gelingen::V,,വിജയിക്കുക
1067,geraten::V,,പരിണമിക്കുക
1068,schwenken::V,,ആടുക
1069,reichen::V,,കൈമാറുക
1070,aufziehen::V,,വളർത്തിക്കൊണ്ടുവരുക
1071,schießen::V,,വെടിവെക്കുക
1072,treiben::V,,വാഹനം_ഓടിക്കുക
1073,umrühren::V,,ഇളക്കുക
1074,ausziehen::V,,ഇഴുക്കുക
1075,anziehen::V,,ഉടുക്കുക
