,Concept_ID,fr,vep
136,Ufer::N,rivage,rand
137,Küste::N,côte,randišt
138,Festland::N,terre ferme,kuivma
139,Meer::N,mer,meri
140,Bucht::N,baie,laht
141,Insel::N,île,sar'
142,Blume::N,fleur,änik
143,Gras::N,herbe,hein
144,Wurzel::N,racine,jur'
145,Baum::N,arbre,pu
146,Stamm::N,tronc,tüvi
147,Rinde::N,écorce,kor'
148,Ast::N,branche,oks
149,Zweig::N,rameau,oks
150,Zweig::N,rameau,barb
151,Blatt::N,feuille,lehtez
152,Birke::N,bouleau,koiv
153,Kiefer[Baum]::N,pin,pedai
154,Weide[Baum]::N,saule,raid
155,Tanne::N,sapin,kuz'
156,Horn::N,corne,sar'v
157,Feder::N,plume,höuneh
158,Fell::N,peau,nahk
159,Flügel::N,aile,suug
160,Klaue::N,serre,künz'
161,Kralle::N,ongle,künz'
162,Kralle::N,griffe,künz'
163,Schwanz::N,queue,händ
164,Ei::N,œuf,muna
165,Nest::N,nid,peza
166,Bau::N,terrier,uru
167,Tier::N,animal,živat
168,Herde::N,troupeau,kogo
169,Kuh::N,vache,lehm
170,Bulle::N,taureau,härg
171,Pferd::N,cheval,hebo
172,Schaf::N,mouton,lambaz
173,Schwein::N,porc,siga
174,Schwein::N,cochon,siga
175,Hund::N,chien,koir
176,Katze::N,chat,kaži
177,Bär::N,ours,kondi
178,Eichhörnchen::N,écureuil,orav
179,Elch::N,élan,hirb'
180,Fuchs::N,renard,reboi
181,Hase::N,lièvre,jäniš
182,Maus::N,souris,hir'
183,Wolf::N,loup,händikaz
184,Vogel::N,oiseau,lind
185,Schwarm::N,nuée,parveh
186,Schwarm::N,volée,parveh
187,Huhn::N,poule,kana
188,Hahn::N,coq,kukoi
189,Gans::N,oie,hanh'
190,Adler::N,aigle,orl
191,Ente::N,canard,sorz
192,Eule::N,hibou,hir'pulo
193,Kranich::N,grue,kurg
194,Krähe::N,corneille,variš
195,Kuckuck::N,coucou,kägi
196,Schwan::N,cygne,joucen
197,Fisch::N,poisson,kala
198,Barsch::N,perche,ahven
199,Hecht::N,brochet,haug'
200,Schlange[Tier]::N,serpent,kü
201,Schlange[Tier]::N,serpent,mado
202,Wurm::N,ver,mado
203,Spinne::N,araignée,hämähouk
204,Ameise::N,fourmi,murahaine
205,Laus::N,pou,täi
206,Mücke::N,moucheron,säs'k
207,Fliege::N,mouche,kärbhaine
208,Schmetterling::N,papillon,lipkaine
209,Beere::N,baie,marj
210,Apfel::N,pomme,jablok
211,Pilz::N,champignon,sen'
212,Pilz::N,champignon,babuk
213,Zwiebel::N,oignon,lauk
214,Saat::N,semence,semned
215,Korn::N,grain,jüvä
216,Korn::N,grain,vill'
217,Heu::N,foin,hein
218,Schale::N,pelure,kor'
219,Grube::N,fosse,kop
220,Falle::N,piège,rida
221,Schlinge::N,lacs,rihm
222,Spur::N,trace,jäl'g
223,Asche::N,cendre,tuhk
224,Dreck::N,crotte,redu
225,Dreck::N,crotte,pačak
226,Eisen::N,fer,raud
227,Gold::N,or,kuld
228,Silber::N,argent,hobed
229,Kohle::N,charbon,hil'
230,Glas::N,verre,stökol
231,Lehm::N,glaise,savi
232,Sand::N,sable,lete
233,Mensch::N,homme,mez'
234,Mensch::N,homme,ristit
235,Mann::N,homme,mez'
236,Frau::N,femme,naine
237,Kind::N,enfant,laps'
238,Junge::N,garçon,poig
239,Junge::N,garçon,prihaine
240,Mädchen::N,fille,neičukaine
241,Mädchen::N,jeune fille,neičukaine
242,Familie::N,famille,kanz
243,Familie::N,famille,pereh
244,Großvater::N,grand-père,ded
245,Großmutter::N,grand-mère,bab
246,Eltern::N,parents,vanhembad
247,Eltern::N,parents,kazvatajad
248,Vater::N,père,tat
249,Mutter::N,mère,mam
250,Sohn::N,fils,poig
251,Tochter::N,fille,tütär
252,Bruder::N,frère,veik
253,Bruder::N,frère,vell'
254,Schwester::N,sœur,čiža
255,Schwester::N,sœur,sizar
256,Onkel::N,oncle,däd'
257,Tante::N,tante,tädi
258,Ehemann::N,mari,mužik
259,Ehemann::N,époux,mužik
260,Ehefrau::N,femme,ak
261,Ehefrau::N,épouse,ak
262,Freude::N,joie,ilo
263,Freude::N,joie,ihastuz
264,Freude::N,plaisir,ilo
265,Freude::N,plaisir,ihastuz
266,Gelächter::N,rires,nagr
267,Glück::N,bonheur,oza
268,Kummer::N,peine,gor'a
269,Kummer::N,chagrin,gor'a
270,Wunsch::N,désir,taht
271,Lust::N,envie,himo
272,Geist::N,esprit,heng
273,Gedanke::N,idée,meletuz
274,Gedanke::N,pensée,meletuz
275,Gedächtnis::N,mémoire,mušt
276,Verstand::N,raison,mel'
277,Sinn::N,sens,jüvä
278,Grund::N,cause,sü
279,Grund::N,raison,sü
280,Wahrheit::N,vérité,tozi
281,Gespräch::N,conversation,lodu
282,Gespräch::N,conversation,pagin
283,Märchen::N,conte,sarn
284,Märchen::N,conte de fées,sarn
285,Erzählung::N,conte,sanutez
286,Erzählung::N,narration,sanutez
287,Nachricht::N,message,tedotuz
288,Neuigkeit::N,nouvelle,uzištuz
289,Name::N,nom,nimi
290,Rätsel::N,énigme,ozoitez
291,Rätsel::N,devinette,ozoitez
292,Rede::N,parole,pagin
293,Rede::N,parole,sanad
294,Rede::N,discours,pagin
295,Rede::N,discours,sanad
296,Sprache::N,langue,kel'
297,Sprache::N,langage,kel'
298,Stimme::N,voix,än'
299,Wort::N,mot,sana
300,Zeichen::N,signe,znam
301,Ruf::N,cri,kida
302,Ruf::N,cri,kucund
303,Ruf::N,appel,kida
304,Ruf::N,appel,kucund
305,Lärm::N,bruit,judu
306,Laut::N,son,kulund
307,Ton::N,ton,kulund
308,Lied::N,chant,pajo
309,Lied::N,chanson,pajo
310,Ruhe::N,calme,lebu
311,Ruhe::N,tranquillité,lebu
312,Leute::N,gens,rahvaz
313,Volk::N,peuple,rahvaz
314,Arbeit::N,travail,tö
315,Arbeit::N,travail,rad
316,Gast::N,hôte,adiv
317,Gast::N,invité,adiv
318,Geschenk::N,cadeau,lahj
319,Geschenk::N,présent,lahj
320,Spiel::N,jeu,vänd
321,Gesellschaft::N,compagnie,sebr
322,Hilfe::N,aide,abu
323,Hilfe::N,secours,abu
324,Freund::N,ami,sebranik
325,Kamerad::N,copain,sebranik
326,Kamerad::N,camarade,sebranik
327,Angelegenheit::N,affaire,azj
328,Anzahl::N,nombre,lugu
329,Art::N,sorte,rod
330,Art::N,sorte,rodsugu
331,Art::N,espèce,rod
332,Art::N,espèce,rodsugu
333,Stück::N,morceau,pala
334,Stück::N,morceau,supal
335,Teil::N,part,pala
336,Teil::N,partie,pala
337,Hälfte::N,moitié,pol'
338,Kreis::N,cercle,ümbruz
339,Kreis::N,cercle,kehkruz
340,Kreuz::N,croix,rist
341,Linie::N,ligne,pird
342,Strich::N,trait,pird
343,Abstand::N,écart,keskust
344,Entfernung::N,distance,matk
345,Gegend::N,région,taho
346,Gegend::N,contrée,taho
347,Platz::N,place,avaruz'
348,Ort::N,lieu,koht
349,Ort::N,endroit,koht
350,Seite::N,côté,pol'
351,Seite::N,côté,kül'g
352,Mitte::N,milieu,kesk
353,Gegenstand::N,objet,kalu
354,Sache::N,chose,azj
355,Rand::N,bord,röun
356,Kante::N,arête,röun
357,Ecke::N,coin,saum
358,Ecke::N,tournant,saum
359,Spitze::N,cime,agjaine
360,Spitze::N,pointe,agjaine
361,Ende::N,bout,agj
362,Loch::N,trou,reig
363,Winkel::N,coin,čoga
364,Winkel::N,coin,saum
365,Winkel::N,réduit,čoga
366,Winkel::N,réduit,saum
367,Muster::N,dessin,kirjam
368,Größe::N,grandeur,suruz'
369,Länge::N,longueur,piduz
370,Höhe::N,hauteur,korktuz'
371,Höhe::N,altitude,korktuz'
372,Gewicht::N,poids,jügu
373,Gewicht::N,poids,vedäduz
374,Menge::N,quantité,äjüz'
375,Haufen::N,tas,kogo
376,Reihe::N,file,rivi
377,Reihe::N,rangée,rivi
378,Boot::N,canot,veneh
379,Boot::N,bateau,veneh
380,Ruder::N,rame,air
381,Ruder::N,aviron,air
382,Schlitten::N,traîneau,regi
383,Schlitten::N,traîneau,regut
384,Ski::N,ski,suks'
385,Lagerfeuer::N,feu de camp,nodj
386,Lagerfeuer::N,feu de camp,pažag
387,Last::N,charge,jüguz
388,Last::N,fardeau,jüguz
389,Gang::N,tour,astund
390,Gang::N,marche,astund
391,Schritt::N,pas,hašk
392,Norden::N,nord,pohjoine
393,Süden::N,sud,suvi
394,Westen::N,ouest,päivlaskm
395,Westen::N,occident,päivlaskm
396,Osten::N,est,päivnouzm
397,Osten::N,orient,päivnouzm
398,Holz::N,bois,pu
399,Brett::N,planche,laud
400,Platte::N,plaque,keitim
401,Stütze::N,appui,tugi
402,Stütze::N,soutien,tugi
403,Stange::N,barre,arz'
404,Stange::N,perche,arz'
405,Stock::N,canne,kalu
406,Stab::N,bâton,seibaz
407,Rohr::N,tube,torv
408,Rohr::N,tuyau,torv
409,Haus::N,maison,pert'
410,Heim::N,maison,kodi
411,Ofen::N,poêle,päč
412,Fußboden::N,plancher,lava
413,Tisch::N,table,laud
414,Tisch::N,table,stal'c
415,Stuhl::N,chaise,ištim
416,Wiege::N,berceau,kätte
417,Bett::N,lit,sija
418,Bett::N,lit,magaduzsija
419,Regal::N,étagère,palič
420,Kiste::N,caisse,mülütim
421,Fenster::N,fenêtre,ikun
422,Tür::N,porte,uks'
423,Tor::N,porte,verai
424,Tor::N,portail,verai
425,Zaun::N,clôture,aid
426,Dach::N,toit,katuz
427,Leiter::N,échelle,pordhad
428,Besen::N,balai,lud
429,Besen::N,balai,vast
430,Spaten::N,bêche,labid
431,Schaufel::N,pelle,labid
432,Gabel::N,fourchette,hangoine
433,Löffel::N,cuiller,luzik
434,Messer::N,couteau,veič
435,Nagel::N,clou,nagl
436,Netz::N,filet,verk
437,Haken::N,croc,kouk
438,Haken::N,crochet,kouk
439,Griff::N,prise,kägä
440,Griff::N,prise,varz'
441,Griff::N,manche,kägä
442,Griff::N,manche,varz'
443,Schloss::N,serrure,lukkol
444,Bild::N,image,kuva
445,Bild::N,tableau,kuva
446,Figur::N,figure,figur
447,Puppe::N,poupée,tätüine
448,Beutel::N,sac,havad
449,Beutel::N,petit sac,havad
450,Bündel::N,paquet,toppaz
451,Bündel::N,paquet,käč
452,Bündel::N,faisceau,toppaz
453,Bündel::N,faisceau,käč
454,Tasche::N,sac,sumk
455,Eimer::N,seau,vädr
456,Deckel::N,couvercle,katuz
457,Geschirr::N,vaisselle,astii
458,Sack::N,sac,havad
459,Tasse::N,tasse,čašk
460,Topf::N,pot,pada
461,Topf::N,marmite,pada
462,Kessel::N,chaudron,katil
463,Essen::N,repas,sönd
464,Essen::N,manger,sönd
465,Nahrung::N,nourriture,söm
466,Speise::N,plat,sömine
467,Fleisch::N,viande,liha
468,Getreide::N,blé,vill'
469,Getreide::N,céréales,vill'
470,Brei::N,purée,pudr
471,Brei::N,bouillie,pudr
472,Brot::N,pain,leib
473,Scheibe::N,tranche,bibaleh
474,Scheibe::N,tranche,šlik
475,Fett::N,graisse,razv
476,Butter::N,beurre,voi
477,Öl::N,huile,voi
478,Salz::N,sel,sol
479,Suppe::N,soupe,lem'
480,Suppe::N,soupe,keitoz
481,Suppe::N,potage,lem'
482,Suppe::N,potage,keitoz
483,Honig::N,miel,mezi
484,Milch::N,lait,maid
485,Tee::N,thé,čai
486,Leder::N,cuir,nahk
487,Wolle::N,laine,vill
488,Stoff::N,tissu,kangaz
489,Stoff::N,étoffe,kangaz
490,Nadel::N,aiguille,negl
491,Faden::N,fil,nit'
492,Knopf::N,bouton,nübl'
493,Knoten::N,nœud,sol'm
494,Farbe::N,peinture,muju
495,Kleidung::N,vêtements,sobad
496,Kleidung::N,habillement,sobad
497,Hemd::N,chemise,paid
498,Kragen::N,col,kagluz
499,Ärmel::N,manche,hijam
500,Hose::N,pantalon,štanad
501,Gürtel::N,ceinture,vö
502,Mütze::N,bonnet,šapuk
503,Mütze::N,casquette,šapuk
504,Schuh::N,soulier,keng'
505,Schuh::N,chaussure,keng'
506,Stiefel::N,botte,sapug
507,Ring::N,bague,rengaz
508,Band::N,ruban,lentaine
509,Kamm::N,peigne,suga
510,Spiegel::N,glace,zerkol
511,Spiegel::N,miroir,zerkol
512,Riemen::N,lanière,vö
513,Riemen::N,courroie,vö
514,Schnur::N,corde,nor
515,Schnur::N,ficelle,nor
516,Leine::N,laisse,talutimnor
517,Decke::N,couverture,sijakatuz
518,Kissen::N,oreiller,pöluz
519,Tuch::N,drap,paik
520,Tuch::N,fichu,paik
521,Handtuch::N,serviette,käzipaik
522,Handtuch::N,essuie-mains,käzipaik
523,Kraft::N,force,vägi
524,Stärke::N,vigueur,vahvuz'
525,Gesundheit::N,santé,tervhuz
526,Krankheit::N,maladie,läžund
527,Schmerz::N,douleur,kibu
528,Wunde::N,plaie,čapatez
529,Wunde::N,blessure,čapatez
530,Fieber::N,fièvre,säru
531,Arznei::N,remède,zel'l'
532,Arznei::N,médecine,zel'l'
533,Brücke::N,pont,sild
534,Brunnen::N,puits,kaiv
535,Weide::N,pâturage,omaluine
536,Pfad::N,sentier,tehut
537,Weg::N,voie,te
538,Weg::N,chemin,te
539,Straße::N,route,te
540,Dorf::N,village,külä
541,Stadt::N,cité,lidn
542,Stadt::N,ville,lidn
543,Brief::N,lettre,kirjeine
544,Buch::N,livre,kirj
545,Buchstabe::N,lettre,kirjam
546,Buchstabe::N,caractère,kirjam
547,Zeitung::N,journal,lehtez
548,Leben::N,vie,elo
549,Tod::N,mort,surm
550,Grab::N,tombe,kaum
551,Kirche::N,église,jumalanpert'
552,Sünde::N,péché,grähk
553,Gott::N,dieu,jumal
554,Arbeiter::N,ouvrier,radnik
555,Arbeiter::N,travailleur,radnik
556,Chef::N,chef,pämez'
557,Chef::N,patron,pämez'
558,Meister::N,maître,mastar
559,Arzt::N,médecin,lekar'
560,Lehrer::N,professeur,opendai
561,Lehrer::N,instituteur,opendai
562,Geld::N,argent,rahad
563,Geschäft::N,affaire,biznes
564,Geschäft::N,commerce,biznes
565,Laden::N,magasin,lauk
566,Laden::N,boutique,lauk
567,Preis::N,prix,arv
568,Ware::N,marchandise,tavar
569,Nutzen::N,profit,liža
570,Reichtum::N,richesse,kodielo
571,Reichtum::N,richesse,kal'huz'
572,Welt::N,monde,mail'm
573,Land::N,pays,ma
574,Staat::N,État,valdkund
575,König::N,roi,kunigaz
576,Macht::N,pouvoir,vald
577,Macht::N,puissance,vald
578,Grenze::N,frontière,röun
579,Krieg::N,guerre,soda
580,Feind::N,ennemi,vihanik
581,Feind::N,ennemi,vastustai
582,Gewalt::N,violence,vägivald
583,Kampf::N,lutte,tora
584,Kampf::N,combat,tora
585,Bogen[Waffe]::N,arc,taug
586,Pfeil::N,flèche,nol
587,Gewehr::N,fusil,oružj
588,Fehler::N,faute,viga
589,Fehler::N,erreur,viga
590,Lüge::N,mensonge,kelastuz
591,Schaden::N,dégât,pahuz'
592,Schaden::N,dommage,pahuz'
593,Unglück::N,malheur,bed
594,Unglück::N,malheur,gor'a
595,Schuld::N,faute,värhuz'
596,Schuld::N,culpabilité,värhuz'
597,Alter::N,âge,igä
598,Schluss::N,fin,lop
599,Zeit::N,temps,aig
600,Tag::N,jour,päiv
601,Tag::N,journée,päiv
602,Morgen::N,matin,homendez
603,Morgen::N,matinée,homendez
604,Mittag::N,midi,keskpäiv
605,Abend::N,soir,eht
606,Abend::N,soirée,eht
607,Nacht::N,nuit,ö
608,Woche::N,semaine,nedal'
609,Monat::N,mois,ku
610,Jahr::N,an,voz'
611,Jahr::N,année,voz'
612,Frühling::N,printemps,keväz'
613,Sommer::N,été,keza
614,Herbst::N,automne,sügüz'
615,Winter::N,hiver,tal'v
616,Januar::N,janvier,viluku
617,Februar::N,février,uhoku
618,März::N,mars,keväz'ku
619,April::N,avril,sulaku
620,Mai::N,mai,semendku
621,Juni::N,juin,kezaku
622,Juli::N,juillet,heinku
623,August::N,août,eloku
624,September::N,septembre,sügüz'ku
625,Oktober::N,octobre,reduku
626,November::N,novembre,kül'mku
627,Dezember::N,décembre,tal'vku
628,Montag::N,lundi,ezmärg
629,Dienstag::N,mardi,tožnarg
630,Mittwoch::N,mercredi,koumanz'päiv
631,Donnerstag::N,jeudi,nellänz'päiv
632,Freitag::N,vendredi,pätnič
633,Freitag::N,vendredi,videnz'päiv
634,Samstag::N,samedi,sobat
635,Sonntag::N,dimanche,pühäpäiv
636,groß::A,grand,sur'
637,groß::A,grand,järed
638,klein::A,petit,pen'
639,klein::A,petit,pičuine
640,lang::A,long,pit'k
641,kurz::A,court,lühüd
642,breit::A,large,leved
643,schmal::A,étroit,kaid
644,dicht::A,dense,tihed
645,dick[Gegenstand]::A,épais,paks
646,dünn::A,mince,hoik
647,fein::A,fin,hen
648,fein::A,menu,hen
649,fest::A,ferme,luja
650,fest::A,ferme,ninev
651,fest::A,solide,luja
652,fest::A,solide,ninev
653,flach::A,plat,lapak
654,glatt::A,poli,siled
655,glatt::A,lisse,siled
656,hart::A,dur,kova
657,weich::A,mou,pehmed
658,rund::A,rond,kehker
659,spitz::A,aigu,nügu
660,spitz::A,aigu,terav
661,spitz::A,pointu,nügu
662,spitz::A,pointu,terav
663,scharf::A,tranchant,terav
664,stumpf::A,mousse,tül'c
665,stumpf::A,émoussé,tül'c
666,schwer::A,lourd,jüged
667,schwer::A,pesant,jüged
668,schön::A,beau,čoma
669,heiß::A,chaud,räk
670,heiß::A,très chaud,räk
671,warm::A,chaud,läm'
672,kalt::A,froid,vilu
673,kühl::A,frais,raibak
674,kühl::A,frais,viluhk
675,frisch::A,frais,lahed
676,feucht::A,humide,neps
677,feucht::A,humide,toreh
678,nass::A,mouillé,märg
679,trocken::A,sec,kuiv
680,voll::A,plein,täuz'
681,voll::A,rempli,täuz'
682,leer::A,vide,joudai
683,offen::A,ouvert,avoin
684,offen::A,ouvert,avol'jaine
685,geschlossen::A,clos,saubaline
686,geschlossen::A,fermé,saubaline
687,sauber::A,net,puhtaz
688,sauber::A,propre,puhtaz
689,schmutzig::A,sale,redukaz
690,schmutzig::A,crasseux,redukaz
691,roh::A,cru,rohk
692,roh::A,cru,toreh
693,roh::A,brut,rohk
694,roh::A,brut,toreh
695,reif::A,mûr,küps
696,lecker::A,délicieux,magukaz
697,lecker::A,appétissant,magukaz
698,süß::A,doux,maged
699,bitter::A,amer,karged
700,sauer::A,aigre,muiged
701,hell::A,clair,kirkas
702,hell::A,clair,valgei
703,dunkel::A,sombre,pimed
704,schwarz::A,noir,must
705,weiß::A,blanc,vauged
706,rot::A,rouge,rusked
707,gelb::A,jaune,pakuine
708,blau::A,bleu,sinine
709,grün::A,vert,vihand
710,grau::A,gris,hahk
711,bunt::A,multicolore,kirjav
712,billig::A,bon marché,odav
713,teuer::A,cher,kalliž
714,wertvoll::A,précieux,arvokas
715,blind::A,aveugle,soged
716,taub::A,sourd,kurdiž
717,kräftig::A,fort,vägev
718,kräftig::A,vigoureux,vägev
719,stark::A,fort,vahv
720,stark::A,fort,vägekaz
721,stark::A,puissant,vahv
722,stark::A,puissant,vägekaz
723,schwach::A,faible,väll'
724,fett::A,gras,razvakaz
725,schlank::A,svelte,kapos
726,hübsch::A,joli,čoma
727,böse::A,mauvais,äred
728,böse::A,mauvais,käred
729,dumm::A,sot,el'getoi
730,dumm::A,bête,el'getoi
731,faul::A,fainéant,lašk
732,faul::A,paresseux,lašk
733,fleißig::A,appliqué,radonnavedii
734,geizig::A,avare,ažlak
735,klug::A,intelligent,melev
736,klug::A,intelligent,melekaz
737,geschickt::A,habile,mahtokaz
738,lieb::A,cher,izo
739,lieb::A,cher,sula
740,lieb::A,gentil,izo
741,lieb::A,gentil,sula
742,lustig::A,gai,ilokaz
743,lustig::A,joyeux,ilokaz
744,sanft::A,doux,laskav
745,hungrig::A,affamé,näl'ghine
746,krank::A,malade,läžui
747,nackt::A,nu,alastoi
748,traurig::A,triste,opalahine
749,lebendig::A,vivant,eläb
750,gut::A,bon,hüvä
751,schlecht::A,mauvais,huba
752,richtig::A,juste,oiged
753,richtig::A,correct,oiged
754,schlimm::A,grave,paha
755,schlimm::A,mauvais,paha
756,wahr::A,vrai,todesine
757,wahr::A,véritable,todesine
758,alt::A,vieux,vanh
759,neu::A,neuf,uz'
760,neu::A,nouveau,uz'
761,ehemalig::A,ancien,edeline
762,alt[Lebewesen]::A,âgé,ravaz
763,alt[Lebewesen]::A,vieux,ravaz
764,jung::A,jeune,nor'
765,arm::A,pauvre,gol'l'
766,reich::A,riche,elokaz
767,bekannt::A,connu,tutab
768,berühmt::A,fameux,tetab
769,berühmt::A,célèbre,tetab
770,fremd::A,étranger,veraz
771,verschieden::A,différent,erazvuitte
772,nah::A,lié,läheline
773,nah::A,proche,läheline
774,fern::A,éloigné,edahaine
775,fern::A,lointain,edahaine
776,linker::A,gauche,hura
777,rechter::A,droit,oiged
778,anderer::A,autre,toine
779,erster::A,premier,ezmäine
780,zweiter::A,second,toine
781,zweiter::A,deuxième,toine
782,dritter::A,troisième,koumanz'
783,letzter::A,dernier,jäl'gmäine
784,allein::ADV,seul,üksnäze
785,auf einmal::ADV,à la fois,ühten aigan
786,zusammen::ADV,ensemble,ühtes
787,lange::ADV,longtemps,hätken
788,plötzlich::ADV,tout à coup,äkkid
789,sofort::ADV,immédiatement,kerdalaz
790,später::ADV,plus tard,möhemba
791,jetzt::ADV,maintenant,nügüd'
792,heute::ADV,aujourd'hui,tämbei
793,morgen::ADV,demain,homen
794,bald::ADV,bientôt,pigai
795,dann::ADV,puis,sid'
796,dann::ADV,ensuite,sid'
797,gestern::ADV,hier,eglai
798,einst::ADV,jadis,ende
799,einst::ADV,jadis,kerdan
800,einst::ADV,autrefois,ende
801,einst::ADV,autrefois,kerdan
802,damals::ADV,alors,siloi
803,damals::ADV,à l'époque,siloi
804,danach::ADV,après,sid'
805,danach::ADV,ensuite,sid'
806,vorher::ADV,auparavant,ende
807,zuerst::ADV,d'abord,ezmäi
808,zuerst::ADV,premièrement,ezmäi
809,einmal::ADV,une fois,kerdan
810,manchmal::ADV,parfois,erašti
811,manchmal::ADV,quelquefois,erašti
812,oft::ADV,souvent,paksus
813,immer::ADV,toujours,kaiken
814,niemals::ADV,ne ... jamais,ei nikonz
815,hier::ADV,ici,täs
816,hier::ADV,ici,tägä
817,hierhin::ADV,par ici,tänna
818,von hier::ADV,d'ici,täspäi
819,von hier::ADV,d'ici,sid'päi
820,dort::ADV,là,sigä
821,dort::ADV,là-bas,sigä
822,dorthin::ADV,y,sinna
823,dorthin::ADV,y,nakkale
824,dorthin::ADV,par là,sinna
825,dorthin::ADV,par là,nakkale
826,geradeaus::ADV,tout droit,kohtha
827,vorwärts::ADV,en avant,edehe
828,rückwärts::ADV,en arrière,sel'gin
829,zurück::ADV,de retour,tagaze
830,unten::ADV,en bas,alahan
831,unten::ADV,au-dessous,alahan
832,hinab::ADV,en bas,alaz
833,hinab::ADV,en bas,alahaks
834,hinab::ADV,vers le bas,alaz
835,hinab::ADV,vers le bas,alahaks
836,oben::ADV,dessus,ülähän
837,oben::ADV,en haut,ülähän
838,hinauf::ADV,en haut,ülez
839,hinauf::ADV,en haut,ülähäks
840,hinauf::ADV,vers le haut,ülez
