,Concept_ID,nl,ca
862,zwei::NUM,twee,dos
863,drei::NUM,drie,tres
864,vier::NUM,vier,quatre
865,fünf::NUM,vijf,cinc
866,sechs::NUM,zes,sis
867,sieben::NUM,zeven,set
868,acht::NUM,acht,vuit
869,neun::NUM,negen,nou
870,zehn::NUM,tien,deu
871,elf::NUM,elf,onze
872,zwölf::NUM,twaalf,dotze
873,zwanzig::NUM,twintig,vint
874,dreißig::NUM,dertig,trenta
875,vierzig::NUM,veertig,quaranta
876,fünfzig::NUM,vijftig,cinquanta
877,sechzig::NUM,zestig,seixanta
878,siebzig::NUM,zeventig,setanta
879,achtzig::NUM,tachtig,vuitanta
880,neunzig::NUM,negentig,noranta
881,hundert::NUM,honderd,cent
882,tausend::NUM,duizend,mil
883,und::CNJ,en,i
884,oder::CNJ,of,o
885,stehen::V,staan,estar de peu
886,sitzen::V,zitten,seure
887,liegen::V,liggen,jeure
888,hängen::V,hangen,penjar
889,werden::V,worden,fer-se
890,werden::V,worden,posar-se
891,passieren::V,gebeuren,succeir
892,beginnen::V,beginnen,iniciar-se
893,enden::V,eindigen,acabar-se
894,enden::V,eindigen,terminar-se
895,wechseln::V,wijzigen,canviar
896,wechseln::V,veranderen,canviar
897,aufgehen[Sonne]::V,opgaan,sortir
898,untergehen[Sonne]::V,ondergaan,posar-se
899,scheinen[Sonne]::V,schijnen,brillar
900,donnern::V,donderen,tronar
901,wehen::V,waaien,bufar
902,strömen::V,stromen,afluir
903,fließen::V,vloeien,fluir
904,sich drehen::V,draaien,girar
905,sich drehen::V,zich draaien,girar
906,schwanken::V,wankelen,vacil·lar
907,schwingen::V,zwieren,oscil·lar
908,fallen::V,vallen,caure
909,fallen::V,vallen,tombar
910,brennen::V,branden,cremar
911,rauchen::V,roken,fumejar
912,regnen::V,regenen,ploure
913,gefrieren::V,bevriezen,gelar-se
914,tauen::V,dooien,fondre's
915,schmelzen::V,smelten,fondre's
916,trocknen::V,drogen,assecar-se
917,sieden::V,koken,bullir
918,sieden::V,zieden,bullir
919,faulen::V,rotten,podrir-se
920,verfaulen::V,verrotten,podrir-se
921,reißen::V,scheuren,trencar-se
922,versinken::V,verzinken,enfonsar-se
923,vergehen::V,vergaan,passar
924,erscheinen::V,opdagen,aparèixer
925,erscheinen::V,verschijnen,aparèixer
926,verschwinden::V,verdwijnen,desaparèixer
927,sinken::V,zinken,baixar
928,sinken::V,zinken,descendir
929,abnehmen::V,afnemen,decréixer
930,abnehmen::V,verminderen,decréixer
931,zunehmen::V,toenemen,augmentar
932,steigen::V,stijgen,pujar
933,steigen::V,omhooggaan,pujar
934,wachsen::V,groeien,créixer
935,glänzen::V,glanzen,brillar
936,glänzen::V,glanzen,resplendir
937,glänzen::V,schitteren,brillar
938,glänzen::V,schitteren,resplendir
939,funkeln::V,fonkelen,espurnejar
940,lärmen::V,lawaai maken,fer soroll
941,läuten::V,luiden,sonar
942,klingeln::V,bellen,trucar
943,klirren::V,rinkelen,dringar
944,brausen::V,bruisen,rugir
945,rauschen::V,ruisen,murmurar
946,klingen::V,klinken,sonar
947,bellen::V,blaffen,lladrar
948,heulen::V,huilen,udolar
949,blasen::V,blazen,bufar
950,pfeifen::V,fluiten,xiular
951,schreien::V,gillen,cridar
952,schreien::V,schreeuwen,cridar
953,stöhnen::V,steunen,gemegar
954,zittern::V,beven,tremolar
955,zittern::V,sidderen,tremolar
956,leben::V,leven,vīure
957,geboren werden::V,geboren worden,néixer
958,atmen::V,ademen,respirar
959,trinken::V,drinken,beure
960,essen::V,eten,menjar
961,schlucken::V,slikken,empassar-se
962,müde werden::V,moe worden,cansar-se
963,einschlafen::V,inslapen,adormir-se
964,schlafen::V,slapen,dormir
965,aufwachen::V,ontwaken,despertar-se
966,aufwachen::V,wakker worden,despertar-se
967,aufstehen::V,opstaan,llevar-se
968,sich erholen::V,zich ontspannen,descansar
969,krank werden::V,ziek worden,posar-se malalt
970,krank sein::V,ziek zijn,estar malalt
971,schmerzen::V,pijn doen,doldre
972,husten::V,hoesten,tossir
973,genesen::V,genezen,recuperar-se
974,sterben::V,sterven,morir
975,sterben::V,overlijden,morir
976,umkommen::V,omkomen,perir
977,sich bewegen::V,zich bewegen,moure's
978,sich rühren::V,zich verroeren,moure's
979,sich erheben::V,oprijzen,aixecar-se
980,sich erheben::V,verrijzen,aixecar-se
981,sich setzen::V,gaan zitten,asseure's
982,hinfallen::V,vallen,caure's
983,hinfallen::V,neervallen,caure's
984,laufen::V,lopen,caminar
985,schreiten::V,stappen,procedir
986,schreiten::V,schrijden,procedir
987,spazierengehen::V,gaan wandelen,passejar
988,eilen::V,ijlen,anar corrent
989,eilen::V,haasten,anar corrent
990,sich beeilen::V,zich haasten,afanyar-se
991,sausen::V,stuiven,córrer
992,rennen::V,rennen,córrer
993,springen::V,springen,saltar
994,klettern::V,klimmen,escalar
995,klettern::V,klauteren,escalar
996,schaukeln::V,schommelen,gronxar-se
997,schaukeln::V,schommelen,balancejar-se
998,kriechen::V,kruipen,reptar
999,kriechen::V,kruipen,arrossegar-se
1000,schwimmen::V,zwemmen,nadar
1001,tauchen::V,duiken,bussejar
1002,tauchen::V,duiken,submergir-se
1003,rudern::V,roeien,remar
1004,fahren::V,rijden,anar
1005,fliegen::V,vliegen,volar
1006,gehen::V,gaan,caminar
1007,weggehen::V,weggaan,anar-se'n
1008,abfahren::V,vertrekken,partir
1009,anhalten::V,stoppen,aturar-se
1010,anhalten::V,stilhouden,aturar-se
1011,hineingehen::V,ingaan,entrar
1012,hineingehen::V,binnengaan,entrar
1013,eintreten::V,binnenkomen,entrar
1014,kommen::V,komen,venir
1015,ankommen::V,aankomen,arribar
1016,zurückkommen::V,terugkomen,tornar
1017,bleiben::V,blijven,quedar-se
1018,warten::V,wachten,esperar
1019,erwarten::V,verwachten,esperar
1020,suchen::V,zoeken,buscar
1021,finden::V,vinden,trobar
1022,versuchen::V,proberen,intentar
1023,versuchen::V,beproeven,intentar
1024,vorbereiten::V,voorbereiden,preparar
1025,lieben::V,houden van,estimar
1026,mögen::V,lusten,agradar a
1027,mögen::V,houden van,agradar a
1028,lachen::V,lachen,riure
1029,rühren::V,roeren,commoure
1030,rühren::V,roeren,emocionar
1031,weinen::V,huilen,plorar
1032,weinen::V,schreien,plorar
1033,schimpfen::V,kijven,renyar
1034,schimpfen::V,schelden,renyar
1035,sich ärgern::V,zich ergeren,enfadar-se
1036,sich fürchten::V,bang zijn,tenir por
1037,fürchten::V,vrezen,témer
1038,fliehen::V,vluchten,fugir
1039,flüchten::V,ontsnappen,refugiar-se
1040,flüchten::V,ontkomen,refugiar-se
1041,sehen::V,zien,veure
1042,anschauen::V,aankijken,mirar
1043,ansehen::V,aanzien,mirar
1044,ansehen::V,bekijken,mirar
1045,hören::V,horen,oir
1046,zuhören::V,luisteren,escoltar
1047,probieren::V,proeven,provar
1048,riechen::V,ruiken,olorar
1049,fühlen::V,voelen,sentīr
1050,scheinen::V,lijken,semblar
1051,zu sehen sein::V,te zien zijn,poder-se veure
1052,vernehmen::V,vernemen,percebre
1053,frieren::V,het koud hebben,tenir fred
1054,tun::V,doen,fer
1055,können::V,kunnen,poder
1056,wollen::V,willen,voler
1057,anfangen::V,beginnen,iniciar
1058,anfangen::V,aanvangen,iniciar
1059,beenden::V,beëindigen,acabar
1060,aufhören::V,ophouden,deixar
1061,gelingen::V,lukken,sortir bé
1062,gelingen::V,gelukken,sortir bé
1063,geraten::V,uitvallen,sortir
1064,öffnen::V,openen,obrir
1065,öffnen::V,opendoen,obrir
1066,schließen::V,sluiten,tancar
1067,schließen::V,dichtdoen,tancar
1068,stellen::V,stellen,posar
1069,stellen::V,stellen,col·locar
1070,stellen::V,plaatsen,posar
1071,stellen::V,plaatsen,col·locar
1072,setzen::V,zetten,assentar
1073,setzen::V,plaatsen,assentar
1074,legen::V,leggen,posar
1075,berühren::V,aanraken,tocar
1076,verbinden::V,verbinden,unir
1077,verbinden::V,verbinden,connectar
1078,bedecken::V,bedekken,tapar
1079,bedecken::V,bedekken,cobrir
1080,aufhängen::V,ophangen,penjar
1081,anzünden::V,aansteken,encendre
1082,aufheben::V,oprapen,aixecar
1083,zurücklassen::V,achterlaten,deixar
1084,verlieren::V,verliezen,pērdre
1085,fallen lassen::V,laten vallen,deixar caure
1086,machen::V,maken,fer
1087,herstellen::V,produceren,producir
1088,herstellen::V,voortbrengen,producir
1089,bauen::V,bouwen,construir
1090,reparieren::V,repareren,reparar
1091,reparieren::V,herstellen,reparar
1092,verbessern::V,verbeteren,millorar
1093,ändern::V,wijzigen,canviar
1094,ändern::V,veranderen,canviar
1095,graben::V,graven,cavar
1096,beugen::V,buigen,doblegar
1097,biegen::V,buigen,corbar
1098,biegen::V,buigen,arquejar
1099,drehen::V,draaien,girar
1100,wenden::V,keren,girar
1101,wenden::V,wenden,girar
1102,umdrehen::V,omdraaien,voltar
1103,heben::V,heffen,pujar
1104,heben::V,heffen,aixecar
1105,heben::V,optillen,pujar
1106,heben::V,optillen,aixecar
1107,hochheben::V,tillen,aixecar
1108,ergreifen::V,pakken,agafar
1109,ergreifen::V,grijpen,agafar
1110,halten::V,houden,mantenir
1111,drücken::V,drukken,prémer
1112,drücken::V,drukken,estrènyer
1113,schieben::V,duwen,empènyer
1114,schieben::V,schuiven,empènyer
1115,kratzen::V,krassen,raspar
1116,lecken::V,likken,llepar
1117,beißen::V,bijten,mossegar
1118,abreißen::V,afrukken,arrencar
1119,abreißen::V,afscheuren,arrencar
1120,abschneiden::V,afsnijden,tallar
1121,binden::V,binden,lligar
1122,stecken::V,steken,ficar
1123,brechen::V,breken,trencar
1124,klopfen::V,kloppen,trucar
1125,hauen::V,houwen,picar
1126,hauen::V,houwen,colpejar
1127,kleben::V,plakken,enganxar
1128,reiben::V,wrijven,fregar
1129,streichen::V,smeren,untar
1130,schleifen::V,slijpen,afilar
1131,schleifen::V,slijpen,esmolar
1132,schneiden::V,snijden,tallar
1133,rütteln::V,schudden,sacsejar
1134,schütteln::V,schudden,agitar
1135,schütteln::V,schudden,sacsejar
1136,schwenken::V,wuiven,agitar
1137,schwenken::V,zwaaien,agitar
1138,schütten::V,gieten,abocar
1139,schütten::V,storten,abocar
1140,füllen::V,vullen,omplir
1141,einwickeln::V,inwikkelen,embolicar
1142,tragen::V,dragen,dur
1143,tragen::V,dragen,portar
1144,schleppen::V,slepen,arrossegar
1145,ziehen::V,trekken,tirar
1146,ziehen::V,trekken,estirar
1147,aufbewahren::V,bewaren,conservar
1148,werfen::V,gooien,llançar
1149,fangen::V,vangen,agafar
1150,fangen::V,vangen,atrapar
1151,packen::V,pakken,engrapar
1152,packen::V,vastpakken,engrapar
1153,verstecken::V,verstoppen,amagar
1154,teilen::V,delen,dividir
1155,schicken::V,sturen,enviar
1156,bringen::V,brengen,portar
1157,hinzufügen::V,toevoegen,afegir
1158,bekommen::V,verkrijgen,obtenir
1159,erhalten::V,krijgen,rebre
1160,nehmen::V,nemen,prendre
1161,wählen::V,kiezen,triar
1162,wählen::V,kiezen,elegir
1163,wählen::V,verkiezen,triar
1164,wählen::V,verkiezen,elegir
1165,auswählen::V,uitkiezen,escollir
1166,auswählen::V,uitkiezen,seleccionar
1167,bewahren::V,bewaren,conservar
1168,behindern::V,hinderen,impedir
1169,behindern::V,hinderen,obstaculitzar
1170,verderben::V,bederven,espatllar
1171,beschädigen::V,beschadigen,danyar
1172,beschädigen::V,beschadigen,destrossar
1173,zerbrechen::V,breken,trencar
1174,zerbrechen::V,stukbreken,trencar
1175,zerreißen::V,scheuren,estripar
1176,zerreißen::V,verscheuren,estripar
1177,zerstören::V,vernielen,destruir
1178,verbrennen::V,branden,cremar
1179,verbrennen::V,verbranden,cremar
1180,geben::V,geven,donar
1181,reichen::V,reiken,passar
1182,reichen::V,aanreiken,passar
1183,schenken::V,schenken,regalar
1184,versprechen::V,beloven,prometre
1185,wünschen::V,wensen,desitjar
1186,loben::V,loven,elogiar
1187,loben::V,prijzen,elogiar
1188,küssen::V,kussen,fer un petó a
1189,wiegen::V,wiegen,bressolar
1190,zudecken::V,toedekken,tapar
1191,zudecken::V,toedekken,cobrir
1192,wecken::V,wekken,despertar
1193,zeigen::V,tonen,mostrar
1194,zeigen::V,tonen,ensenyar
1195,zeigen::V,wijzen,mostrar
1196,zeigen::V,wijzen,ensenyar
1197,führen::V,voeren,guiar
1198,führen::V,voeren,conduir
1199,lehren::V,leren,ensenyar
1200,unterrichten::V,onderwijzen,ensenyar
1201,aufziehen::V,grootbrengen,criar
1202,leiten::V,leiden,dirigir
1203,antreiben::V,aandrijven,impel·lir
1204,lassen::V,laten,fer
1205,einladen::V,uitnodigen,invitar
1206,einladen::V,uitnodigen,convidar
1207,vereinigen::V,verenigen,unir
1208,besuchen::V,bezoeken,visitar
1209,besuchen::V,bezoeken,anar a veure
1210,treffen::V,treffen,trobar
1211,treffen::V,ontmoeten,trobar
1212,sich versammeln::V,zich verzamelen,reunir-se
1213,spielen::V,spelen,jugar
1214,singen::V,zingen,cantār
1215,tanzen::V,dansen,ballar
1216,sich trennen::V,van elkaar gaan,separar-se
1217,verlassen::V,verlaten,deixar
1218,verlassen::V,verlaten,abandonar
1219,retten::V,redden,salvar
1220,bewachen::V,bewaken,vigilar
1221,schützen::V,beschermen,protegir
1222,verteidigen::V,verdedigen,defensar
1223,sich schlagen::V,knokken,barallar-se
1224,schießen::V,schieten,tirar
1225,schießen::V,schieten,disparar
1226,siegen::V,overwinnen,vèncer
1227,ärgern::V,ergeren,enfadar
1228,schlagen::V,slaan,pegar
1229,schlagen::V,slaan,colpejar
1230,treten::V,trappen,donar un cop de peu a
1231,treten::V,schoppen,donar un cop de peu a
1232,stechen::V,steken,punxar
1233,stechen::V,steken,apunyalar
1234,stechen::V,prikken,punxar
1235,stechen::V,prikken,apunyalar
1236,stoßen::V,stoten,empènyer
1237,stehlen::V,stelen,robar
1238,stören::V,storen,molestar
1239,stören::V,verstoren,molestar
1240,belästigen::V,lastig vallen,importunar
1241,verbergen::V,verbergen,amagar
1242,verbergen::V,verbergen,ocultar
1243,täuschen::V,misleiden,enganyar
1244,betrügen::V,bedriegen,estafar
1245,töten::V,doden,matar
1246,wohnen::V,wonen,vīure
1247,wohnen::V,wonen,habitar
1248,arbeiten::V,werken,treballar
1249,sammeln::V,inzamelen,col·leccionar
1250,sammeln::V,verzamelen,col·leccionar
1251,pflücken::V,plukken,collir
1252,jagen::V,jagen,caçar
1253,fischen::V,vissen,pescar
1254,fassen::V,vangen,atrapar
1255,hüten::V,hoeden,pasturar
1256,treiben::V,drijven,arriar
1257,anbinden::V,vastbinden,lligar
1258,füttern::V,voeren,donar menjar a
1259,melken::V,melken,munyir
1260,hacken::V,hakken,picar
1261,hacken::V,hakken,tallar
1262,gießen::V,gieten,regar
1263,reifen::V,rijpen,madurar
1264,zubereiten::V,klaarmaken,preparar
1265,zubereiten::V,toebereiden,preparar
1266,kochen::V,koken,coure
1267,backen::V,bakken,coure al forn
1268,braten::V,braden,rostir
1269,umrühren::V,omroeren,remenar
1270,stricken::V,breien,tricotar
1271,stricken::V,breien,fer punt de mitja
1272,nähen::V,naaien,cosir
1273,färben::V,verven,tenyir
1274,färben::V,kleuren,tenyir
1275,reinigen::V,reinigen,netejar
1276,waschen::V,wassen,rentār
1277,abwischen::V,afvegen,eixugar
1278,spülen::V,spoelen,esbandir
1279,spülen::V,afwassen,esbandir
1280,fegen::V,vegen,escombrar
1281,kehren::V,vegen,escombrar
1282,baden::V,baden,banyar-se
1283,sich waschen::V,zich wassen,rentār-se
1284,ausziehen::V,uittrekken,treure's
1285,anziehen::V,aantrekken,posar-se
1286,sich anziehen::V,zich aankleden,vestir-se
1287,kämmen::V,kammen,pentinar
1288,schmücken::V,tooien,adornar
1289,sagen::V,zeggen,dir
1290,sprechen::V,spreken,parlar
1291,reden::V,praten,parlar
1292,sich unterhalten::V,zich onderhouden,conversar
1293,fragen::V,vragen,preguntar
1294,bitten::V,vragen,demanar
1295,bitten::V,verzoeken,demanar
1296,erzählen::V,vertellen,contar
1297,erzählen::V,vertellen,explicar
1298,mitteilen::V,meedelen,comunicar
1299,nennen::V,noemen,nomenar
1300,rufen::V,roepen,cridar
1301,prahlen::V,pralen,lloar-se
1302,prahlen::V,pralen,jactar-se
1303,übersetzen::V,vertalen,traduir
1304,denken::V,denken,pensar
1305,glauben::V,geloven,creure
1306,bemerken::V,bemerken,notar
1307,erkennen::V,herkennen,reconèixer
1308,begreifen::V,begrijpen,comprendre
1309,verstehen::V,verstaan,entendre
1310,lernen::V,leren,aprendre
1311,wissen::V,weten,saber
1312,sich erinnern an::V,zich herinneren aan,recordar
1313,vergessen::V,vergeten,oblidar
1314,messen::V,meten,mesurar
1315,zählen::V,tellen,comptar
1316,rechnen::V,rekenen,calcular
1317,lesen::V,lezen,llegir
1318,malen::V,schilderen,pintar
1319,zeichnen::V,tekenen,dibuixar
1320,schreiben::V,schrijven,escrīure
1321,besitzen::V,bezitten,posseir
1322,kaufen::V,kopen,comprar
1323,verkaufen::V,verkopen,vendre
1324,bezahlen::V,betalen,pagar
1325,zahlen::V,betalen,pagar per
1326,beherrschen::V,beheersen,dominar
1327,ertragen::V,verdragen,aguantar
