,Concept_ID,da,lt
821,er::PRN,han,jis
822,wir::PRN,vi,mes
823,ihr::PRN,I,jūs
824,sie::PRN,de,ji
825,sie::PRN,de,jos
826,was::FPRN,hvad,kas
827,wer::FPRN,hvem,kas
828,wo::FADV,hvor,kur
829,wohin::FADV,hvorhen,kur
830,wohin::FADV,hvorhen,kur link
831,wie::FADV,hvordan,kaip
832,warum::FADV,hvorfor,kod̃ėl
833,warum::FADV,hvorfor,dėl ko
834,wieviel::FNUM,hvor meget,kiek
835,eins::NUM,én,vienas
836,zwei::NUM,to,du
837,drei::NUM,tre,trys
838,vier::NUM,fire,keturi
839,fünf::NUM,fem,penki
840,sechs::NUM,seks,šeši
841,sieben::NUM,syv,septyni
842,acht::NUM,otte,aštuoni
843,neun::NUM,ni,devyni
844,zehn::NUM,ti,dešimt
845,elf::NUM,elleve,vienuolika
846,zwölf::NUM,tolv,dvylika
847,zwanzig::NUM,tyve,dvidešimt
848,dreißig::NUM,tredive,trisdešimt
849,vierzig::NUM,fyrre,keturiasdešimt
850,vierzig::NUM,fyrretyve,keturiasdešimt
851,fünfzig::NUM,halvtreds,penkiasdešimt
852,sechzig::NUM,tres,šešiasdešimt
853,siebzig::NUM,halvfjerds,septyniasdešimt
854,achtzig::NUM,firs,aštuoniasdešimt
855,neunzig::NUM,halvfems,devyniasdešimt
856,hundert::NUM,hundrede,šimtas
857,tausend::NUM,tusind,tūkstantis
858,und::CNJ,og,ĩr
859,oder::CNJ,eller,ar
860,oder::CNJ,eller,arba
861,stehen::V,stå,stovėti
862,sitzen::V,sidde,sėdėti
863,liegen::V,ligge,gulėti
864,hängen::V,hænge,kyboti
865,hängen::V,hænge,kabėti
866,werden::V,blive,taptis
867,werden::V,blive,darytis
868,passieren::V,ske,atsitikti
869,passieren::V,ske,pasitaikyti
870,passieren::V,hænde,atsitikti
871,passieren::V,hænde,pasitaikyti
872,beginnen::V,begynde,prasid́ėti
873,enden::V,ende,baigtis
874,wechseln::V,veksle,keistis
875,wechseln::V,veksle,pasikeisti
876,aufgehen[Sonne]::V,gå op,tekėti
877,aufgehen[Sonne]::V,gå op,patekėti
878,aufgehen[Sonne]::V,stå op,tekėti
879,aufgehen[Sonne]::V,stå op,patekėti
880,untergehen[Sonne]::V,gå ned,leistis
881,untergehen[Sonne]::V,gå ned,nusileisti
882,scheinen[Sonne]::V,skinne,šviesti
883,donnern::V,tordne,griausti
884,donnern::V,tordne,griaudėti
885,wehen::V,blæse,pūsti
886,strömen::V,strømme,lietis
887,strömen::V,strømme,plūsti
888,fließen::V,flyde,tekėti
889,sich drehen::V,dreje sig,suktis
890,sich drehen::V,dreje sig,pasisukti
891,schwanken::V,vakle,svyruoti
892,schwingen::V,svinge,suptis
893,fallen::V,falde,pulti
894,fallen::V,falde,kristi
895,brennen::V,brænde,degti
896,rauchen::V,ryge,rūkyti
897,regnen::V,regne,lyti
898,gefrieren::V,fryse,užšalti
899,tauen::V,tø,tirpti
900,schmelzen::V,smelte,lydytis
901,trocknen::V,tørre,džiūti
902,sieden::V,koge,virti
903,faulen::V,rådne,pūti
904,verfaulen::V,rådne,švinkti
905,reißen::V,briste,plyšti
906,reißen::V,briste,trūkti
907,versinken::V,synke,skę̃sti
908,versinken::V,synke,grimzti
909,versinken::V,synke ned,skę̃sti
910,versinken::V,synke ned,grimzti
911,vergehen::V,forløbe,praeiti
912,erscheinen::V,vise sig,pasirodyti
913,verschwinden::V,forsvinde,dingti
914,verschwinden::V,forsvinde,išnykti
915,verschwinden::V,forsvinde,pranykti
916,sinken::V,synke,kristi
917,abnehmen::V,aftage,mažėti
918,abnehmen::V,aftage,silpnėti
919,zunehmen::V,tiltage,didėti
920,zunehmen::V,tiltage,padaugėti
921,steigen::V,stige,kilti
922,wachsen::V,gro,augti
923,wachsen::V,vokse,augti
924,glänzen::V,glinse,blizgėti
925,funkeln::V,tindre,žibėti
926,lärmen::V,larme,triukšmauti
927,läuten::V,ringe,skambinti
928,klingeln::V,ringe,skambinti
929,klirren::V,klirre,žvangėti
930,brausen::V,bruse,šniokšti
931,rauschen::V,suse,ošti
932,rauschen::V,suse,šlamėti
933,klingen::V,lyde,skardėti
934,klingen::V,klinge,skardėti
935,bellen::V,gø,loti
936,heulen::V,hyle,kaukti
937,heulen::V,hyle,staugti
938,blasen::V,blæse,pūsti
939,pfeifen::V,fløjte,švilpti
940,pfeifen::V,fløjte,švilpauti
941,schreien::V,skrige,šaukti
942,stöhnen::V,stønne,dejuoti
943,stöhnen::V,stønne,aimanuoti
944,zittern::V,dirre,virpėti
945,zittern::V,skælve,virpėti
946,leben::V,leve,gyventi
947,geboren werden::V,fødes,gimti
948,atmen::V,ånde,alsuoti
949,atmen::V,ånde,kvėpuoti
950,trinken::V,drikke,gerti
951,essen::V,spise,valgyti
952,schlucken::V,synke,praryti
953,müde werden::V,blive træt,nuvargti
954,müde werden::V,blive træt,privargti
955,einschlafen::V,falde i søvn,užmigti
956,schlafen::V,sove,miegoti
957,aufwachen::V,vågne,pabusti
958,aufstehen::V,stå op,keltis
959,aufstehen::V,stå op,atsikelti
960,sich erholen::V,komme sig,pailsėti
961,sich erholen::V,komme sig,poilsiauti
962,krank werden::V,blive syg,susirgti
963,krank sein::V,være syg,sirgti
964,schmerzen::V,smerte,sopėti
965,schmerzen::V,smerte,skaudėti
966,husten::V,hoste,kosėti
967,genesen::V,komme sig,sveikti
968,genesen::V,komme sig,taisytis
969,sterben::V,dø,mirti
970,sterben::V,dø,numirti
971,umkommen::V,omkomme,žūti
972,sich bewegen::V,bevæge sig,judėti
973,sich bewegen::V,bevæge sig,pasijudinti
974,sich rühren::V,røre på sig,krutėti
975,sich erheben::V,rejse sig,pakilti
976,sich erheben::V,rejse sig,atsikelti
977,sich setzen::V,sætte sig,sėstis
978,sich setzen::V,sætte sig,atsisėsti
979,laufen::V,løbe,eiti
980,schreiten::V,skride,žengti
981,schreiten::V,skride,žingsniuoti
982,spazierengehen::V,gå en tur,pasivaikščioti
983,eilen::V,ile,skubėti
984,sich beeilen::V,skynde sig,paskub́ėti
985,sich beeilen::V,skynde sig,pasiskubinti
986,sausen::V,suse,dumti
987,sausen::V,suse,lėkti
988,rennen::V,løbe,bėgti
989,rennen::V,rende,bėgti
990,springen::V,hoppe,šokti
991,springen::V,springe,šokti
992,klettern::V,klatre,kopti
993,schaukeln::V,gynge,supti
994,schaukeln::V,gynge,linguoti
995,kriechen::V,krybe,ropoti
996,kriechen::V,krybe,šliaužti
997,schwimmen::V,svømme,plaukti
998,tauchen::V,dykke,nerti
999,rudern::V,ro,irtis
1000,rudern::V,ro,irkluoti
1001,fahren::V,køre,važiuoti
1002,fahren::V,køre,važinėti
1003,fliegen::V,flyve,lėkti
1004,fliegen::V,flyve,skristi
1005,gehen::V,gå,eiti
1006,weggehen::V,gå bort,išeiti
1007,abfahren::V,køre bort,išvykti
1008,abfahren::V,køre bort,išvažiuoti
1009,anhalten::V,standse,sustoti
1010,hineingehen::V,gå ind,įeiti
1011,eintreten::V,træde ind,įžengti
1012,kommen::V,komme,ateiti
1013,ankommen::V,ankomme,ateiti
1014,zurückkommen::V,komme tilbage,grį̃žti
1015,zurückkommen::V,komme tilbage,sugrį̃žti
1016,bleiben::V,blive,likti
1017,bleiben::V,blive,pasilikti
1018,bleiben::V,forblive,likti
1019,bleiben::V,forblive,pasilikti
1020,warten::V,vente,laukti
1021,erwarten::V,vente,laukti
1022,erwarten::V,afvente,laukti
1023,suchen::V,søge,ieškoti
1024,finden::V,finde,rasti
1025,finden::V,finde,surasti
1026,versuchen::V,forsøge,mėginti
1027,vorbereiten::V,forberede,rengti
1028,lieben::V,elske,myĺėti
1029,mögen::V,holde af,ḿėgti
1030,mögen::V,holde af,patikti
1031,mögen::V,kunne lide,ḿėgti
1032,mögen::V,kunne lide,patikti
1033,lachen::V,le,juoktis
1034,rühren::V,røre,jaudinti
1035,rühren::V,røre,graudinti
1036,weinen::V,græde,verkti
1037,schimpfen::V,skænde,bartis
1038,sich ärgern::V,ærgre sig,pykti
1039,sich ärgern::V,ærgre sig,apmaudauti
1040,sich fürchten::V,være bange,bijoti
1041,sich fürchten::V,være bange,baimintis
1042,fürchten::V,være bange for,bijoti
1043,fürchten::V,være bange for,baimintis
1044,fliehen::V,flygte,bėgti
1045,fliehen::V,flygte,sprukti
1046,flüchten::V,flygte,pabėgti
1047,sehen::V,se,žiūŕėti
1048,anschauen::V,se på,žiūŕėti
1049,anschauen::V,betragte,žiūŕėti
1050,ansehen::V,anse,žiūrėti į
1051,ansehen::V,anse,pažiūrėti į
1052,hören::V,høre,girdėti
1053,zuhören::V,høre til,klausytis
1054,probieren::V,smage,ragauti
1055,probieren::V,smage,paragauti
1056,probieren::V,smage på,ragauti
1057,probieren::V,smage på,paragauti
1058,riechen::V,lugte,uosti
1059,riechen::V,lugte,užuosti
1060,fühlen::V,føle,justi
1061,fühlen::V,føle,jausti
1062,fühlen::V,føle,pajusti
1063,scheinen::V,synes,rodytis
1064,scheinen::V,synes,atrodyti
1065,zu sehen sein::V,synes,pasirodyti
1066,vernehmen::V,erfare,išgirsti
1067,frieren::V,fryse,šalti
1068,tun::V,gøre,daryti
1069,können::V,kunne,galėti
1070,können::V,kunne,pajėgti
1071,wollen::V,ville,norėti
1072,anfangen::V,begynde,pradėti
1073,anfangen::V,begynde,prasid́ėti
1074,beenden::V,afslutte,baigti
1075,beenden::V,afslutte,užbaigti
1076,aufhören::V,ophøre,liautis
1077,aufhören::V,holde op,liautis
1078,gelingen::V,lykkes,pavykti
1079,gelingen::V,lykkes,pasisekti
1080,geraten::V,blive,nusisekti
1081,öffnen::V,åbne,atverti
1082,öffnen::V,åbne,atidaryti
1083,schließen::V,lukke,uždaryti
1084,stellen::V,stille,statyti
1085,stellen::V,stille,pastatyti
1086,setzen::V,sætte,sodinti
1087,setzen::V,sætte,pasodinti
1088,legen::V,lægge,dėti
1089,legen::V,lægge,pad́ėti
1090,berühren::V,berøre,liesti
1091,berühren::V,berøre,paliesti
1092,verbinden::V,forbinde,jungti
1093,verbinden::V,forbinde,surišti
1094,bedecken::V,dække,uždengti
1095,bedecken::V,bedække,uždengti
1096,aufhängen::V,hænge,pakarti
1097,aufhängen::V,hænge,pakabinti
1098,aufhängen::V,hænge op,pakarti
1099,aufhängen::V,hænge op,pakabinti
1100,anzünden::V,tænde,padegti
1101,anzünden::V,antænde,padegti
1102,aufheben::V,løfte,pakelti
1103,aufheben::V,tage op,pakelti
1104,zurücklassen::V,lade tilbage,palikti
1105,verlieren::V,miste,pamesti
1106,fallen lassen::V,tabe,atsisakyti
1107,fallen lassen::V,droppe,atsisakyti
1108,machen::V,gøre,dirbti
1109,herstellen::V,fremstille,gaminti
1110,bauen::V,bygge,statyti
1111,bauen::V,bygge,pastatyti
1112,reparieren::V,reparere,taisyti
1113,reparieren::V,reparere,remontuoti
1114,verbessern::V,rette,gerinti
1115,verbessern::V,rette,ištaisyti
1116,verbessern::V,forbedre,gerinti
1117,verbessern::V,forbedre,ištaisyti
1118,ändern::V,ændre,keisti
1119,ändern::V,ændre,pakeisti
1120,graben::V,grave,kasti
1121,beugen::V,bøje,lenkti
1122,beugen::V,bøje,palenkti
1123,biegen::V,bøje,lenkti
1124,biegen::V,bøje,palenkti
1125,drehen::V,dreje,sukti
1126,wenden::V,vende,kreipti
1127,wenden::V,vende,pakreipti
1128,umdrehen::V,dreje om,sukti
1129,umdrehen::V,dreje om,apversti
1130,heben::V,hæve,kelti
1131,heben::V,hæve,pakelti
1132,hochheben::V,løfte,pakelti
1133,ergreifen::V,gribe fat i,čiupti
1134,ergreifen::V,gribe fat i,griebti
1135,halten::V,holde,laikyti
1136,halten::V,holde,palaikyti
1137,drücken::V,trykke,spausti
1138,schieben::V,skyde,stumti
1139,schieben::V,skubbe,stumti
1140,kratzen::V,klø,kasyti
1141,kratzen::V,klø,grandyti
1142,kratzen::V,kradse,kasyti
1143,kratzen::V,kradse,grandyti
1144,lecken::V,slikke,laižyti
1145,beißen::V,bide,kandžioti
1146,abreißen::V,rive af,nuplėšti
1147,abschneiden::V,skære af,atpjauti
1148,abschneiden::V,skære af,atkirpti
1149,binden::V,binde,rišti
1150,binden::V,binde,surišti
1151,stecken::V,stikke,kišti
1152,stecken::V,stikke,įkišti
1153,brechen::V,brække,lūžti
1154,brechen::V,brække,laužyti
1155,klopfen::V,banke,belsti
1156,klopfen::V,banke,barbenti
1157,hauen::V,hugge,mušti
1158,kleben::V,klistre,lipdyti
1159,kleben::V,klistre,klijuoti
1160,reiben::V,gnide,trinti
1161,reiben::V,gnide,tarkuoti
1162,streichen::V,smøre,tepti
1163,streichen::V,smøre,užtepti
1164,schleifen::V,slibe,galą́sti
1165,schneiden::V,skære,pjauti
1166,schneiden::V,skære,kirpti
1167,schneiden::V,klippe,pjauti
1168,schneiden::V,klippe,kirpti
1169,rütteln::V,ruske,purtyti
1170,schütteln::V,ryste,purtyti
1171,schwenken::V,svinge,mojuoti
1172,schütten::V,hælde,pilti
1173,schütten::V,hælde,berti
1174,füllen::V,fylde,pildyti
1175,füllen::V,fylde,pripildyti
1176,einwickeln::V,pakke ind,įvynioti
1177,einwickeln::V,pakke ind,suvynioti
1178,tragen::V,bære,nešti
1179,tragen::V,bære,nešioti
1180,schleppen::V,slæbe,vilkti
1181,ziehen::V,trække,tempti
1182,aufbewahren::V,opbevare,laikyti
1183,werfen::V,kaste,mesti
1184,werfen::V,kaste,sviesti
1185,fangen::V,fange,sugauti
1186,packen::V,gribe,čiupti
1187,packen::V,gribe,griebti
1188,verstecken::V,gemme,slėpti
1189,verstecken::V,gemme,slapstyti
1190,teilen::V,dele,dalyti
1191,teilen::V,dele,padalyti
1192,schicken::V,sende,sių̃sti
1193,schicken::V,sende,pasių̃sti
1194,bringen::V,bringe,atnešti
1195,hinzufügen::V,tilføje,pridėti
1196,bekommen::V,få,gauti
1197,erhalten::V,få,gauti
1198,nehmen::V,tage,paimti
1199,wählen::V,vælge,rinkti
1200,wählen::V,vælge,išsirinkti
1201,auswählen::V,udvælge,išrinkti
1202,bewahren::V,bevare,išsaugoti
1203,behindern::V,hindre,trukdyti
1204,behindern::V,forhindre,trukdyti
1205,verderben::V,ødelægge,sugadinti
1206,beschädigen::V,beskadige,žaloti
1207,beschädigen::V,beskadige,gadinti
1208,zerbrechen::V,brække itu,sukulti
1209,zerbrechen::V,brække itu,sudaužyti
1210,zerreißen::V,rive itu,perplėšti
1211,zerreißen::V,rive itu,suplėšyti
1212,zerstören::V,ødelægge,suardyti
1213,zerstören::V,ødelægge,sugriauti
1214,verbrennen::V,brænde,deginti
1215,verbrennen::V,brænde,sudeginti
1216,geben::V,give,duoti
1217,geben::V,give,paduoti
1218,reichen::V,række,paduoti
1219,schenken::V,forære,dovanoti
1220,versprechen::V,love,žadėti
1221,versprechen::V,love,pažadėti
1222,wünschen::V,ønske,norėti
1223,wünschen::V,ønske,linḱėti
1224,loben::V,rose,girti
1225,loben::V,rose,pagirti
1226,küssen::V,kysse,bučiuoti
1227,wiegen::V,vugge,supti
1228,zudecken::V,dække til,užkloti
1229,zudecken::V,dække til,uždengti
1230,wecken::V,vække,žadinti
1231,zeigen::V,vise,rodyti
1232,führen::V,føre,vesti
1233,führen::V,føre,vadovauti
1234,lehren::V,lære,mokyti
1235,lehren::V,lære,išmokyti
1236,unterrichten::V,undervise,dėstyti
1237,aufziehen::V,opdrage,išauginti
1238,leiten::V,lede,valdyti
1239,leiten::V,lede,vadovauti
1240,antreiben::V,skynde på,uiti
1241,antreiben::V,skynde på,raginti
1242,antreiben::V,skynde på,skubinti
1243,lassen::V,få til at,paliepti
1244,einladen::V,indbyde,kviesti
1245,einladen::V,indbyde,pakviesti
1246,einladen::V,invitere,kviesti
1247,einladen::V,invitere,pakviesti
1248,vereinigen::V,forene,sujungti
1249,vereinigen::V,forene,suvienyti
1250,besuchen::V,besøge,lankyti
1251,besuchen::V,besøge,aplankyti
1252,treffen::V,møde,sutikti
1253,treffen::V,møde,pasitikti
1254,sich versammeln::V,forsamles,susirinkti
1255,spielen::V,lege,groti
1256,spielen::V,lege,žaisti
1257,spielen::V,spille,groti
1258,spielen::V,spille,žaisti
1259,singen::V,synge,dainuoti
1260,tanzen::V,danse,šokti
1261,sich trennen::V,skilles,skirtis
1262,sich trennen::V,skilles,išsiskirti
1263,verlassen::V,forlade,palikti
1264,retten::V,redde,gelbėti
1265,bewachen::V,bevogte,sergėti
1266,schützen::V,skærme,ginti
1267,schützen::V,skærme,apginti
1268,schützen::V,beskytte,ginti
1269,schützen::V,beskytte,apginti
1270,verteidigen::V,forsvare,ginti
1271,verteidigen::V,forsvare,apginti
1272,sich schlagen::V,slås,muštis
1273,schießen::V,skyde,šauti
1274,schießen::V,skyde,šaudyti
1275,siegen::V,sejre,nugalėti
1276,ärgern::V,ærgre,pykinti
1277,schlagen::V,slå,mušti
1278,schlagen::V,slå,smogti
1279,schlagen::V,slå,trenkti
1280,treten::V,sparke,mygti
1281,stechen::V,stikke,gelti
1282,stechen::V,stikke,smeigti
1283,stoßen::V,støde,stumti
1284,stoßen::V,støde,pastumti
1285,stehlen::V,stjæle,vogti
1286,stören::V,forstyrre,trikdyti
1287,belästigen::V,genere,apsunkinti
1288,belästigen::V,ulejlige,apsunkinti
1289,verbergen::V,skjule,slėpti
1290,verbergen::V,skjule,paslėpti
1291,täuschen::V,villede,klaidinti
1292,betrügen::V,bedrage,apgauti
1293,töten::V,dræbe,žudyti
1294,töten::V,dræbe,nužudyti
1295,wohnen::V,bo,gyventi
1296,arbeiten::V,arbejde,dirbti
1297,arbeiten::V,arbejde,triūsti
1298,sammeln::V,samle,rinkti
1299,pflücken::V,plukke,skinti
1300,pflücken::V,plukke,raškyti
1301,jagen::V,jage,medžioti
1302,fischen::V,fiske,žvejoti
1303,fassen::V,fange,sučiupti
1304,hüten::V,vogte,ganyti
1305,treiben::V,drive,ginti
1306,anbinden::V,binde fast,pririšti
1307,füttern::V,fodre,šerti
1308,melken::V,malke,melžti
1309,hacken::V,hakke,kapoti
1310,gießen::V,hælde,lieti
1311,gießen::V,hælde,laistyti
1312,reifen::V,modne,nokti
1313,reifen::V,modne,sirpti
1314,zubereiten::V,tilberede,ruošti
1315,zubereiten::V,tilberede,gaminti
1316,kochen::V,koge,virti
1317,kochen::V,koge,virinti
1318,backen::V,bage,kepti
1319,braten::V,stege,kepti
1320,braten::V,stege,kepinti
1321,umrühren::V,røre om,maišyti
1322,umrühren::V,røre om,pamaišyti
1323,stricken::V,strikke,megzti
1324,nähen::V,sy,siūti
1325,färben::V,farve,dažyti
1326,färben::V,farve,nudažyti
1327,reinigen::V,rense,valyti
1328,reinigen::V,rense,švarinti
1329,reinigen::V,gøre ren,valyti
1330,reinigen::V,gøre ren,švarinti
1331,waschen::V,vaske,plauti
1332,waschen::V,vaske,mazgoti
1333,waschen::V,vaske,skalbti
1334,abwischen::V,tørre af,nušluostyti
1335,spülen::V,skylle,plauti
1336,spülen::V,skylle,skalauti
1337,fegen::V,feje,šluoti
1338,kehren::V,feje,šluoti
1339,baden::V,bade,maudytis
1340,sich waschen::V,vaske sig,praustis
1341,ausziehen::V,tage af,numauti
1342,ausziehen::V,tage af,nuvilkti
1343,anziehen::V,tage på,mauti
1344,anziehen::V,tage på,apsivilkti
1345,sich anziehen::V,klæde sig på,rengtis
1346,sich anziehen::V,klæde sig på,apsirengti
1347,kämmen::V,rede,šukuoti
1348,kämmen::V,frisere,šukuoti
1349,schmücken::V,pynte,puošti
1350,schmücken::V,pynte,dabinti
1351,schmücken::V,pynte,gražinti
1352,schmücken::V,smykke,puošti
1353,schmücken::V,smykke,dabinti
1354,schmücken::V,smykke,gražinti
1355,sagen::V,sige,tarti
1356,sprechen::V,snakke,kalbėti
1357,reden::V,tale,šnekėti
1358,reden::V,snakke,šnekėti
1359,sich unterhalten::V,snakke sammen,kalbėtis
1360,sich unterhalten::V,snakke sammen,šnekučiuotis
1361,fragen::V,spørge,klausti
1362,bitten::V,bede,prašyti
1363,erzählen::V,berette,pasakoti
1364,erzählen::V,fortælle,pasakoti
1365,mitteilen::V,meddele,skelbti
1366,mitteilen::V,meddele,pranešti
1367,nennen::V,nævne,vadinti
1368,nennen::V,nævne,vardyti
1369,rufen::V,råbe,šaukti
1370,rufen::V,råbe,kviesti
1371,prahlen::V,prale,girtis
1372,übersetzen::V,oversætte,versti
1373,übersetzen::V,oversætte,išversti
1374,denken::V,tænke,galvoti
1375,glauben::V,tro,manyti
1376,glauben::V,tro,tikėti
1377,bemerken::V,bemærke,pamatyti
1378,bemerken::V,bemærke,pastebėti
1379,bemerken::V,lægge mærke til,pamatyti
1380,bemerken::V,lægge mærke til,pastebėti
1381,erkennen::V,genkende,pažinti
1382,erkennen::V,genkende,atpažinti
1383,begreifen::V,begribe,suvokti
1384,verstehen::V,forstå,suprasti
1385,lernen::V,lære,mokytis
1386,wissen::V,vide,žinoti
1387,sich erinnern an::V,mindes,prisiminti
1388,sich erinnern an::V,huske på,prisiminti
1389,vergessen::V,glemme,užmiršti
1390,messen::V,måle,matuoti
1391,zählen::V,tælle,skaičiuoti
1392,rechnen::V,regne,skaičiuoti
1393,lesen::V,læse,skaityti
1394,malen::V,male,tapyti
1395,zeichnen::V,tegne,piešti
1396,zeichnen::V,tegne,žymėti
1397,zeichnen::V,tegne,braižyti
1398,schreiben::V,skrive,rašyti
1399,besitzen::V,eje,turėti
1400,besitzen::V,besidde,turėti
1401,kaufen::V,købe,pirkti
1402,verkaufen::V,sælge,parduoti
1403,bezahlen::V,betale,apmokėti
1404,zahlen::V,betale,mokėti
1405,beherrschen::V,beherske,valdyti
1406,ertragen::V,tåle,kę̃sti
1407,ertragen::V,tåle,pakelti
1408,ertragen::V,tåle,iškę̃sti
1409,ertragen::V,udholde,kę̃sti
1410,ertragen::V,udholde,pakelti
1411,ertragen::V,udholde,iškę̃sti
1412,hinfallen::V,,parkristi
1413,hinfallen::V,,pargriūti
