,Concept_ID,av,ku
750,dies::PRN,гьеб,ev
751,das::PRN,доб,ev
752,ich::PRN,дун,ez
753,du::PRN,дуца,tu
754,er::PRN,доб,wî
755,wir::PRN,ниж,êm
756,ihr::PRN,нуж,hûn
757,sie::PRN,дол,we
758,sie::PRN,эл,we
759,was::FPRN,щиб,çi
760,wer::FPRN,щиб,ki
761,wo::FADV,киб,li ku dere
762,wo::FADV,кибехун,li ku dere
763,wohin::FADV,кибехун,li ku dere
764,wie::FADV,кин,çawa
765,warum::FADV,щай,çima
766,wieviel::FNUM,кигӏан,çend
767,eins::NUM,цо,yek
768,zwei::NUM,кӏиго,didu
769,drei::NUM,лъабго,sisê
770,vier::NUM,ункъо,çar
771,fünf::NUM,щуго,penç
772,sechs::NUM,анлъго,şeş
773,sieben::NUM,анкьго,heft
774,acht::NUM,микьго,heşt
775,neun::NUM,ичӏго,neh
776,zehn::NUM,анцӏго,deh
777,elf::NUM,анцӏила цо,yazdeh
778,zwölf::NUM,кӏиго-анцӏила,diwazdeh
779,zwanzig::NUM,къого,bîst
780,dreißig::NUM,лъеберго,sih
781,vierzig::NUM,кӏикъого,çil
782,fünfzig::NUM,кӏикъо́ялда анцӏго,pençi
783,sechzig::NUM,лъабкъого,şêst
784,siebzig::NUM,лъабкъо́ялда анцӏго,heftê
785,achtzig::NUM,ункъого,heştê
786,neunzig::NUM,ункъоялда а́нцӏила,nod
787,hundert::NUM,нусго,sêd
788,tausend::NUM,азарго,hezar
789,und::CNJ,ва,û
790,und::CNJ,-ги,û
791,oder::CNJ,ялъуни,an
792,oder::CNJ,ялъуни,yan
793,stehen::V,бахъунчӏезе,sekinîn
794,sitzen::V,гӏодов чӏезе,rûniştin
795,liegen::V,бегизе,paldan
796,hängen::V,базе,darve kirin
797,werden::V,бахъине,bûn
798,passieren::V,лъугьине,hatin holê
799,passieren::V,лъугьине,hatin serê kesî
800,passieren::V,лъугьа-бахъине,hatin holê
801,passieren::V,лъугьа-бахъине,hatin serê kesî
802,beginnen::V,байбихьизе,li dest pêkirin
803,enden::V,лъугӏизе,xalas bû
804,wechseln::V,хиса-басизе,guherandin
805,wechseln::V,хиса-басизе,dêgiş kirin
806,wechseln::V,хисизе,guherandin
807,wechseln::V,хисизе,dêgiş kirin
808,aufgehen[Sonne]::V,баккизе,hilatin
809,untergehen[Sonne]::V,щинкӏизе,çun ava
810,scheinen[Sonne]::V,къалъ-къалъизе,şewk de
811,donnern::V,гъугъазе,gire-gir
812,wehen::V,пуйзе,ba le de
813,strömen::V,чвахизе,xwe girtin
814,fließen::V,чвахизе,herikîn
815,sich drehen::V,сверизе,xwe zivirandin
816,schwanken::V,хьвагӏезе,hejandin
817,schwanken::V,багъа-бачаризе,hejandin
818,schwingen::V,щвартӏезе,libakirin
819,fallen::V,бортизе,ketin
820,brennen::V,рекӏине,şewitîn
821,rauchen::V,кӏкӏуй буризе,kişandin
822,regnen::V,базе,bahran tê
823,gefrieren::V,гӏу́низе,qefilandin
824,tauen::V,биаризе,helandin
825,schmelzen::V,биине,helandin
826,trocknen::V,бакъвазе,zuwabûn
827,sieden::V,гьалдезе,kelîn
828,faulen::V,махӏцине,xerabûn
829,verfaulen::V,туризе,xerabûn
830,reißen::V,бихъизе,jêkirin
831,versinken::V,гъанкъизе,xerq bûn
832,vergehen::V,базе,derbas bûn
833,vergehen::V,бахъизе,derbas bûn
834,vergehen::V,ине,derbas bûn
835,erscheinen::V,баккизе,peyda bûn
836,verschwinden::V,къине,wendabûn
837,verschwinden::V,билизе,wendabûn
838,sinken::V,гӏодо́бе ккезе,noq bûn
839,abnehmen::V,тӏаса камизе,kêm bûn
840,zunehmen::V,гӏемерлъизе,qelew bûn
841,steigen::V,бахине,hildan
842,wachsen::V,кӏодолъизе,mezin bûn
843,glänzen::V,цӏвакизе,biriqîn
844,funkeln::V,паркъезе,çikisîn
845,lärmen::V,хъудизе,guşîn
846,lärmen::V,чӏиргъдизе,guşîn
847,läuten::V,кьабизе,lê de
848,klingeln::V,кьабизе,sîl dan
849,klingeln::V,кьабизе,ringerin
850,klirren::V,зваргъизе,zingzing hat
851,brausen::V,гьалаглъизе,guşîn
852,rauschen::V,шуршудизе,guşîn
853,klingen::V,бахъине,deng pe ketin
854,bellen::V,гъанчдезе,kewtîn
855,heulen::V,рурудизе,ûrîn
856,blasen::V,гьохьизе,puf kirin
857,pfeifen::V,гьещтӏезе,fîkandin
858,schreien::V,ахӏизе,qîrîn
859,schreien::V,ахӏдезе,qîrîn
860,stöhnen::V,зигардизе,nalîn
861,zittern::V,дарран,hejîn
862,zittern::V,гьаргьадизе,hejîn
863,leben::V,бетӏербахъизе,jihîn
864,geboren werden::V,лъугьине,hatin dinyê
865,geboren werden::V,лъугьине,bûn
866,atmen::V,хӏухьел биччазе,hilmijîn
867,trinken::V,гьекъезе,vexwarin
868,essen::V,квине,xwarin
869,essen::V,кваназе,xwarin
870,schlucken::V,кӏкӏвине,daqulbandin
871,schlucken::V,къулчӏизе,daqulbandin
872,müde werden::V,сваказе,betilîln
873,müde werden::V,сваказе,qerimîn
874,einschlafen::V,кьижизе,razan
875,einschlafen::V,гъапуллъизе,razan
876,schlafen::V,кьижизе,razan
877,schlafen::V,кьижизе,razandin
878,aufwachen::V,бигьине,şiyarbûn
879,aufstehen::V,бахъине,rabûn
880,aufstehen::V,тӏадебахъине,rabûn
881,sich erholen::V,хьи бахъизе,baş bûn
882,sich erholen::V,хӏалхьи гьабизе,baş bûn
883,krank werden::V,унтизе,nexweş kêt
884,krank sein::V,унтизе,nexweş bû
885,schmerzen::V,унтизе,êşandin
886,husten::V,хъегӏизе,kuxin
887,genesen::V,лъилъизе,baş bûn
888,sterben::V,хвезе,mirin
889,umkommen::V,гьалаглъизе,mirin
890,sich bewegen::V,багъаризе,leqîn
891,sich bewegen::V,багъаргъизе,leqîn
892,sich rühren::V,багъаризе,leqîn
893,sich erheben::V,тӏадебахъине,rabûn
894,sich erheben::V,бахъине,rabûn
895,sich setzen::V,гӏодов чӏезе,runiştin
896,hinfallen::V,щапизе,kêtin
897,laufen::V,хьвадизе,meşîn
898,schreiten::V,чӏезе,meşkirin
899,spazierengehen::V,тира-сверизе,gerandin
900,eilen::V,ракӏхӏалакине,lezandin
901,eilen::V,дуризе,lezandin
902,sich beeilen::V,дуризе,zûkirin
903,sich beeilen::V,гӏедегӏизе,zûkirin
904,sausen::V,тӏуризе,fîzîn
905,rennen::V,бекеризе,baz dan
906,springen::V,кӏанцӏизе,hilpekîn
907,klettern::V,хархадизе,hilperikîn
908,schaukeln::V,гьерщезе,lorandin
909,kriechen::V,хъурщизе,xuşandin
910,schwimmen::V,лъедезе,avjenîn
911,tauchen::V,букъардизе,qutxuyardin
912,tauchen::V,букъардизе,noqîn
913,rudern::V,хазе,qaîq ajotin
914,fahren::V,ине,ajotin
915,fliegen::V,боржине,firîn
916,gehen::V,ине,çûn
917,weggehen::V,ине,çûn
918,abfahren::V,къокъине,çûyin
919,anhalten::V,чӏезе,rawestîn
920,anhalten::V,тархъизе,rawestîn
921,anhalten::V,лъалхъизе,rawestîn
922,hineingehen::V,тӏаделъугьине,ketin hundir
923,eintreten::V,лъугьине,têketin
924,kommen::V,бачӏине,hatin
925,ankommen::V,щвезе,gihan
926,ankommen::V,щвезе,gihîştin
927,ankommen::V,тӏадебачӏине,gihan
928,ankommen::V,тӏадебачӏине,gihîştin
929,zurückkommen::V,тадбуссине,vegerandin
930,zurückkommen::V,тӏадбуссине,vegerandin
931,bleiben::V,чӏезе,sekinîn
932,bleiben::V,хутӏизе,sekinîn
933,warten::V,чӏезе,payîn
934,erwarten::V,балагьизе,payîn
935,suchen::V,балагьизе,lêgerîn
936,finden::V,батизе,peyda kirin
937,versuchen::V,хӏалбихьизе,çeribandin
938,vorbereiten::V,хӏадурлъизабизе,amade kirin
939,lieben::V,балай бегьизе,hez kirin
940,mögen::V,бокьизе,dil kirin
941,lachen::V,белъизе,kenîn
942,weinen::V,гӏодизе,girîn
943,schimpfen::V,гъанчдезе,pevçûn
944,sich ärgern::V,вагъизе,enirîn
945,sich ärgern::V,ццида́хине,enirîn
946,sich fürchten::V,хӏинкъизе,tirsîn
947,fürchten::V,беркъазе,tirsin
948,fürchten::V,хӏинкъа-къазе,tirsin
949,fliehen::V,лъутизе,bazdan
950,flüchten::V,лъутизе,revîn
951,sehen::V,бихьизе,dîtin
952,anschauen::V,бертӏамизе,sêr kirin
953,anschauen::V,балагьизе,sêr kirin
954,ansehen::V,бала-гъалагьизе,hesibandin
955,hören::V,рагӏизе,guhdar jirin
956,zuhören::V,гӏенеккизе,guhdarî kirin
957,probieren::V,кӏалдиб хъва́зе,tehm kirin
958,probieren::V,чӏамизе,tehm kirin
959,riechen::V,су́нтӏизе,bihn kirin
960,fühlen::V,чӏвазе,hîs kirin
961,zu sehen sein::V,бихьизе,diyar bûn
962,vernehmen::V,рагӏизе,bihîstin
963,frieren::V,цӏорозе,qerişîn
964,tun::V,гьабизе,kirin
965,können::V,кӏвезе,karin
966,können::V,лъазе,karin
967,wollen::V,бокьизе,xwestîn
968,anfangen::V,байбихьизе,dest pêkirin
969,beenden::V,тӏубазабизе,xelas kirin
970,beenden::V,лъугӏизабизе,xelas kirin
971,aufhören::V,бахъизе,xelas kirin
972,gelingen::V,бахъизе,çe bûn
973,geraten::V,бахъизе,qewîmîn
974,öffnen::V,рагьизе,vekirin
975,schließen::V,къазе,girtin
976,stellen::V,чӏвазе,danîn
977,setzen::V,рекӏинабизе,rûniştin
978,setzen::V,гӏодор чӏезаризе,rûniştin
979,legen::V,лъезе,danîn
980,legen::V,лъезе,razandin
981,berühren::V,хъвазе,lêketin
982,verbinden::V,хьухьине,anîn pê
983,verbinden::V,бухьине,anîn pê
984,bedecken::V,кквезе,sergirtin
985,aufhängen::V,базе,aliqandin
986,anzünden::V,бакизе,pêxistin
987,anzünden::V,рекӏинабизе,pêxistin
988,zurücklassen::V,тезе,hiştin
989,zurücklassen::V,тезе,vehiştin
990,verlieren::V,билизабизе,wendakirin
991,fallen lassen::V,бортизабизе,xistin bixe
992,fallen lassen::V,бортизабизе,xistin
993,machen::V,гьабизе,kirin
994,machen::V,гьабизе,çêkirin
995,herstellen::V,гьабизе,çê kirin
996,herstellen::V,гьабизе,peyda kirin
997,herstellen::V,хӏадурлъизабизе,çê kirin
998,herstellen::V,хӏадурлъизабизе,peyda kirin
999,bauen::V,базе,lêkirin
1000,bauen::V,гьабизе,lêkirin
1001,reparieren::V,къачӏазе,veherînerîn
1002,verbessern::V,лъикӏлъизабизе,sererastkirin
1003,ändern::V,хисизабизе,degiş kirin
1004,graben::V,бухъизе,kolandin
1005,beugen::V,хьетӏизабизе,tewîn
1006,beugen::V,хьетӏизабизе,xwar kirin
1007,biegen::V,гьетӏизабизе,tewandin
1008,biegen::V,гьетӏизабизе,xwarkirin
1009,drehen::V,тиризабизе,fitilandin
1010,drehen::V,свердизабизе,fitilandin
1011,wenden::V,бегизе,zivîrin
1012,umdrehen::V,бегизе,vegerandin
1013,umdrehen::V,бега-битӏизе,vegerandin
1014,heben::V,борхизе,hildan
1015,hochheben::V,борхалъизабизе,hildan
1016,hochheben::V,борхизе,hildan
1017,ergreifen::V,кквезе,dest avêtin
1018,halten::V,кквезе,hîştin
1019,halten::V,кквезе,sekinîn
1020,drücken::V,къазе,pêl kirin
1021,drücken::V,къанцӏу́зе,pêl kirin
1022,drücken::V,къвал ба́зе,pêl kirin
1023,schieben::V,хъилдизе,damdan
1024,kratzen::V,хачазе,xurandin
1025,lecken::V,чӏикӏизе,alastin
1026,beißen::V,хӏанчӏизе,gez kirin
1027,beißen::V,хӏанчӏизабизе,gez kirin
1028,abreißen::V,тӏезе,hilşandin
1029,abreißen::V,тӏезабизе,hilşandin
1030,abschneiden::V,къотӏизе,jêkirin
1031,binden::V,бухьине,girêdan
1032,stecken::V,къазабизе,têxistin
1033,brechen::V,бекизе,şikandin
1034,klopfen::V,дванкезе,kutandin
1035,hauen::V,базе,li dan
1036,kleben::V,бацӏцӏине,zeliqîn
1037,kleben::V,бацӏцӏине,şirêz kirin
1038,reiben::V,хачазе,firikandin
1039,streichen::V,бахине,bax dan
1040,streichen::V,жужазе,bax dan
1041,schleifen::V,лъухьизе,çarkirin
1042,schneiden::V,къотӏизе,jêkirin
1043,rütteln::V,багъа-бачаризабизе,hejandin
1044,schütteln::V,кӏобокӏизе,daweşîn
1045,schwenken::V,гьесадизе,têwdan
1046,schwenken::V,хьвагӏезабизе,têwdan
1047,schütten::V,тӏезе,rijandin
1048,füllen::V,цӏезабизе,dagirtin
1049,einwickeln::V,жемизе,pêçandin
1050,tragen::V,баччизе,kişandin
1051,tragen::V,баччизе,rajtin
1052,schleppen::V,бехъерхъизе,kişandin
1053,ziehen::V,цӏазе,kişandin
1054,aufbewahren::V,цӏунизе,hilandin
1055,werfen::V,рехизе,avêtin
1056,fangen::V,кквезе,sem kirin
1057,fangen::V,кквезе,girtin
1058,packen::V,кквезе,pê girtin
1059,verstecken::V,бахчизе,hîlanin
1060,teilen::V,бикьизе,parvekirin
1061,schicken::V,битӏизе,şandin
1062,bringen::V,баччизе,anîn
1063,bringen::V,баччизе,birin
1064,hinzufügen::V,жубазе,dan ser
1065,hinzufügen::V,жубазе,li tiştekî zêde kirin
1066,bekommen::V,щвезе,standin
1067,erhalten::V,щвезе,standin
1068,erhalten::V,босизе,standin
1069,nehmen::V,босизе,girtin
1070,wählen::V,бищизе,ray dan
1071,auswählen::V,тӏасабищизе,bijartin
1072,bewahren::V,цӏунизе,rê li ber girtin
1073,bewahren::V,цӏунизе,lê xwedî derketin
1074,behindern::V,квекӏен гьабизе,bara wi
1075,verderben::V,хвезабизе,heram bûn
1076,beschädigen::V,галгъазабизе,xerab kirin
1077,zerbrechen::V,щущазабизе,şikênandin
1078,zerbrechen::V,щущазабизе,perçe kirin
1079,zerreißen::V,бихъизе,qelişandin
1080,zerstören::V,биххизабизе,hilşandin
1081,verbrennen::V,бухӏизе,şewitandin
1082,geben::V,кьезе,dan
1083,geben::V,кьезе,dayin
1084,reichen::V,кьезе,besbûn
1085,reichen::V,кьезе,têrkirin
1086,schenken::V,кьезе,diyarî kirin
1087,versprechen::V,назру гьабизе,soz dan
1088,wünschen::V,бокьизе,dil kirin
1089,loben::V,беццизе,pesinandin
1090,loben::V,бецца-бекъизе,pesinandin
1091,küssen::V,баизе,maçkirin
1092,wiegen::V,чӏучӏадизабизе,lorandin
1093,wiegen::V,чӏучӏадизабизе,wezinandin
1094,zudecken::V,тӏадбигъине,nixumandin
1095,wecken::V,бигьинабизе,bixwe hesandin
1096,zeigen::V,бихьизабизе,şanîdan
1097,führen::V,бачине,raber kirin
1098,lehren::V,малъизе,hîn kirin
1099,lehren::V,цӏализабизе,hîn kirin
1100,unterrichten::V,цӏализабизе,ders dan
1101,aufziehen::V,гӏезабизе,mesinkirin
1102,leiten::V,нухмалъи гьабизе,rêberî kirin
1103,antreiben::V,гӏедегӏизабизе,bezandin
1104,einladen::V,ахӏизе,dawet kirin
1105,einladen::V,тӏадеахӏизе,dawet kirin
1106,vereinigen::V,цолъизабизе,bi yek kirin
1107,besuchen::V,баккизе,mêvan bûn
1108,besuchen::V,хьвадизе,mêvan bûn
1109,treffen::V,дандчӏвазе,rast hatin
1110,sich versammeln::V,данделъизе,li hev çivîn
1111,sich versammeln::V,бакӏаризе,li hev çivîn
1112,spielen::V,басандизе,listin
1113,singen::V,ахӏизе,stran
1114,tanzen::V,кьурдизе,reqisîn
1115,sich trennen::V,батӏалъизе,hew berdan
1116,verlassen::V,тезе,tanê hişt
1117,verlassen::V,тезе,bêkes
1118,verlassen::V,рехунтезе,tanê hişt
1119,verlassen::V,рехунтезе,bêkes
1120,retten::V,хвасар гьабизе,rihakirin
1121,retten::V,хвасарлъизабизе,rihakirin
1122,bewachen::V,цӏунизе,raçavkirin
1123,schützen::V,цӏунизе,hemet kirin
1124,verteidigen::V,цӏунизе,paraztin
1125,sich schlagen::V,багъизе,li hev bezîn
1126,schießen::V,речӏчӏизе,agir kirin
1127,siegen::V,бергьине,biser ketin
1128,ärgern::V,вагъизавизе,xeyirandin
1129,schlagen::V,кьабизе,lêdan
1130,schlagen::V,кьабизе,lêxistin
1131,treten::V,мал тункизе,têlekirin
1132,stechen::V,къазабизе,têrekirin
1133,stoßen::V,тункизе,lêketin
1134,stoßen::V,хъилдизе,lêketin
1135,stehlen::V,щинкӏизабизе,dizîn
1136,stehlen::V,щинкӏизабизе,dizî birin
1137,stören::V,квекӏен гьабизе,aciz kirin
1138,stören::V,татубахъи гьабизе,aciz kirin
1139,belästigen::V,рахӏатхвезабизе,li tela yeki ketin
1140,verbergen::V,бахчизе,veşartin
1141,verbergen::V,бахчизе,kemîndanîn
1142,verbergen::V,балъго тезе,veşartin
1143,verbergen::V,балъго тезе,kemîndanîn
1144,täuschen::V,божуда рекӏкӏ гьабизе,xapandin
1145,täuschen::V,божуда рекӏкӏ гьабизе,lê zexeli kirin
1146,täuschen::V,гуккизе,xapandin
1147,täuschen::V,гуккизе,lê zexeli kirin
1148,betrügen::V,хӏилла гьабизе,xapandin
1149,betrügen::V,сандирахълъи гьабизе,xapandin
1150,töten::V,чӏвазе,kûştin
1151,wohnen::V,яшав гьабизе,rûniştin
1152,arbeiten::V,хӏалтӏизе,kar kirin
1153,arbeiten::V,хӏалтӏизе,şêxulin
1154,sammeln::V,бакӏаризе,komkirin
1155,pflücken::V,бетӏизе,çinîn
1156,jagen::V,чан гьабизе,nêçîr kirin
1157,fischen::V,ччугӏа кквезе,masî girtin
1158,fassen::V,кквезе,pê girtin
1159,fassen::V,кквезе,sêm kirin
1160,hüten::V,кваназабизе,hei jê man
1161,treiben::V,гъезе,bêherandin
1162,anbinden::V,бухьине,tewilandin
1163,füttern::V,кваназабизе,xwarine dan lê
1164,melken::V,бечӏчӏизе,dotin
1165,hacken::V,чӏвазе,kolandin
1166,gießen::V,лъалъазе,av dan
1167,reifen::V,барщизе,kemilîn
1168,zubereiten::V,бежа-белъине,çe kirin
1169,kochen::V,белъине,xwarin çe kirin
1170,kochen::V,белъине,kelandin
1171,backen::V,базе,pijandin
1172,braten::V,бежизе,qelandin
1173,braten::V,бежизе,sor kirin
1174,umrühren::V,багъаризе,têvdan
1175,stricken::V,хьухьине,hûnan
1176,nähen::V,букъизе,kêl kirin
1177,färben::V,кьер гьабизе,boyax kirin
1178,reinigen::V,бацӏцӏине,paqijkirin
1179,waschen::V,чуризе,şuştin
1180,abwischen::V,бацӏцӏине,pakîj kirin
1181,spülen::V,хулизе,şuştin
1182,fegen::V,лъухьизе,maliştin
1183,kehren::V,лъухьизе,maliştin
1184,baden::V,чордезе,serîşûştin
1185,ausziehen::V,бахъизе,jê kirin
1186,anziehen::V,ретӏине,pê kirin
1187,sich anziehen::V,ретӏине,xwe kirin
1188,kämmen::V,хазе,şeh kirin
1189,schmücken::V,чӏухӏизабизе,xemilandin
1190,sagen::V,бицине,gotin
1191,sagen::V,бицине,peyivîn
1192,sprechen::V,бицине,peyivîn
1193,reden::V,гаргадизе,axaftin
1194,sich unterhalten::V,гаргадизе,hev biştaxilin
1195,fragen::V,цӏехезе,pirsîn
1196,fragen::V,цӏехезе,pirs kirin
1197,fragen::V,гьикъизе,pirsîn
1198,fragen::V,гьикъизе,pirs kirin
1199,bitten::V,гьаризе,tika kirin
1200,erzählen::V,бицине,behs kirin
1201,mitteilen::V,лъазабизе,vegotin
1202,nennen::V,цӏар лъезе,bi nav kirin
1203,rufen::V,ахӏизе,bakirin
1204,prahlen::V,беццаризе,pesnê xwe dan
1205,übersetzen::V,буссинабизе,qulibandin
1206,übersetzen::V,буссинабизе,derbas kirin
1207,denken::V,ургъизе,fikirîn
1208,glauben::V,божизе,bawer bûn
1209,bemerken::V,берречӏчӏизе,bala xwe dan
1210,bemerken::V,берречӏчӏизе,çac lê ketin
1211,erkennen::V,лъазе,pêhesîn
1212,erkennen::V,батӏаго бахъизе,pêhesîn
1213,begreifen::V,бичӏчӏизе,fêmkirin
1214,lernen::V,цӏализе,halmandin
1215,lernen::V,цӏализе,fêrbun
1216,wissen::V,лъазе,zanîn
1217,sich erinnern an::V,ракӏалде щвезе,bir bûn
1218,vergessen::V,кӏочене,ji bir kirin
1219,messen::V,борцине,pê kanîn
1220,zählen::V,рикӏкӏине,hejmardin
1221,rechnen::V,рикӏкӏине,hesibandin
1222,lesen::V,цӏализе,xwendin
1223,malen::V,бахъизе,rengandin
1224,malen::V,бахъизе,boyax kirin
1225,zeichnen::V,бахъизе,işaret kirin
1226,schreiben::V,хъвазе,nivîsandin
1227,besitzen::V,щвезе,hebûn
1228,besitzen::V,бу́кӏине,hebûn
1229,kaufen::V,босизе,kirîn
1230,verkaufen::V,бичизе,firotin
1231,bezahlen::V,кьезе,pere dan
1232,zahlen::V,кьезе,pere dan
1233,zahlen::V,кьезе,dayin
1234,ertragen::V,баччизе,bihêzkirin
1235,Auge::N,,çav
1236,Sehne::N,,reh
1237,Funke::N,,çirûşk
1238,Moor::N,,mafêl
1239,Elch::N,,pazkovî
1240,Beere::N,,hirç
1241,Gedächtnis::N,,aqil
1242,Ton::N,,awaz
1243,Winkel::N,,kurnîşk
1244,Menge::N,,qas
1245,Stütze::N,,destek
1246,Figur::N,,figûr
1247,Schuh::N,,şêkal
1248,Schnur::N,,doxin
1249,Leine::N,,şirît
1250,Geschäft::N,,firoşgeh
1251,voll::A,,tijî
1252,lange::ADV,,dirêj
1253,später::ADV,,paşiyê
1254,nicht::ADV,,ne
1255,nicht::ADV,,nîn
1256,nicht::ADV,,tine
1257,schon::ADV,,hew
1258,durch::PRP,,kura
1259,alles::PRN,,hemû
1260,rühren::V,,hêjan
1261,scheinen::V,,xoyer kir
1262,aufheben::V,,hildan
1263,lassen::V,,berdan
1264,lassen::V,,hiştin
1265,sich waschen::V,,serîşûştin
1266,verstehen::V,,fêmkirin
1267,beherrschen::V,,zebt kirin
1268,beherrschen::V,,hukim kirin
