,Concept_ID,lez,mhr
311,Hälfte::N,зур пай,пе́ле
312,Kreis::N,круг,ты́ртыш
313,Kreis::N,чкаяр,ты́ртыш
314,Kreis::N,элкъвей цӏар,ты́ртыш
315,Kreuz::N,хаш,ыре́с
316,Linie::N,цӏар,ли́ний
317,Strich::N,цӏар,коре́ш
318,Abstand::N,ара,кокла́
319,Entfernung::N,мензил,тора́
320,Entfernung::N,мензил,ку́жыт
321,Gegend::N,чка,кунде́м
322,Platz::N,ара,ку́мдык
323,Ort::N,чка,вер
324,Ort::N,чка,о́лмо
325,Seite::N,пад,ӧ́рдыж
326,Mitte::N,юкь,покше́л
327,Gegenstand::N,затӏ,наста́
328,Sache::N,шей,наста́
329,Sache::N,затӏ,наста́
330,Rand::N,къерех,тӱр
331,Kante::N,син,тӱр
332,Ecke::N,пӏипӏ,лук
333,Spitze::N,кӏвенкӏв,вуй
334,Ende::N,кьил,муча́ш
335,Loch::N,тӏеквен,рож
336,Winkel::N,пӏипӏ,лук
337,Muster::N,гишир,пеза́к
338,Muster::N,гишир,узо́р
339,Muster::N,гишир,ӱ́лгӧ
340,Größe::N,кьадар,кӱ́кшыт
341,Länge::N,яргъивал,ку́тыш
342,Höhe::N,кьакьанвал,кӱ́кшыт
343,Gewicht::N,заланвал,не́лыт
344,Menge::N,кьадар,чот
345,Haufen::N,хара,кы́шыл
346,Reihe::N,жерге,рада́м
347,Boot::N,луьткве,пуш
348,Ruder::N,кьусу,эшка́к
349,Schlitten::N,гъелерар,тер
350,Schlitten::N,гъелерар,изде́р
351,Lagerfeuer::N,цӏай,туло́то
352,Last::N,заланвал,нӧ́лтыш
353,Gang::N,ериш,ошкылма́ш
354,Schritt::N,къадам,о́шкыл
355,Norden::N,кефер,йӱдйыма́л
356,Norden::N,кефер пад,йӱдйыма́л
357,Süden::N,кьибле,кечывалве́л
358,Westen::N,рагъакӏидай пад,касве́л
359,Osten::N,рагъэкъечӏдай пад,эрве́л
360,Holz::N,кӏарас,пу
361,Brett::N,кьул,оҥа́
362,Brett::N,тахта,оҥа́
363,Stütze::N,даях,чара́к
364,Stange::N,юрк,лома́ш
365,Stock::N,лаш,тоя́
366,Stab::N,юрк,вара́
367,Stab::N,юрк,кашта́
368,Rohr::N,турба,пуч
369,Haus::N,ужагъ,пӧрт
370,Heim::N,кӏвал,мӧ́ҥгӧ
371,Ofen::N,пич,комака́
372,Fußboden::N,кӏвалин ччил,кӱва́р
373,Tisch::N,стол,ӱсте́л
374,Stuhl::N,стул,пӱке́н
375,Wiege::N,кьеб,шепка́
376,Bett::N,тахт,ва́кшыш
377,Regal::N,кьацӏ,шӧ́рлык
378,Kiste::N,ящик,шо́ндык
379,Kiste::N,ящик,я́шлык
380,Fenster::N,дакӏар,окна́
381,Tür::N,рак,омса́
382,Tor::N,варар,капка́
383,Zaun::N,пару,сава́р
384,Dach::N,къав,леве́дыш
385,Leiter::N,гурар,тошка́лтыш
386,Besen::N,таран кул,ӱштерво́штыр
387,Spaten::N,ппер,ко́льмо
388,Schaufel::N,хекендаз,сово́к
389,Schaufel::N,хекендаз,су́ско
390,Gabel::N,шиш,ви́лке
391,Löffel::N,тӏур,па́не
392,Löffel::N,тӏур,совла́
393,Messer::N,чукӏул,кӱ́зӧ
394,Nagel::N,мих,пуда́
395,Netz::N,чил,вапш
396,Haken::N,къармах,са́гыле
397,Griff::N,ттум,кыл
398,Schloss::N,куьлег,кӧгӧ́н
399,Bild::N,шикил,сӱре́т
400,Bild::N,суьрет,сӱре́т
401,Figur::N,фигура,фигу́р
402,Puppe::N,нини,курча́к
403,Beutel::N,тагъар,меша́к
404,Bündel::N,галгам,арша́ш
405,Tasche::N,чанта,сумка́
406,Eimer::N,ведре,ведра́
407,Deckel::N,кьил,ко́мдыш
408,Deckel::N,къалпагъ,ко́мдыш
409,Geschirr::N,къаб-къажах,а́те
410,Sack::N,чувал,куль
411,Sack::N,чувал,меша́к
412,Tasse::N,сукӏра,чу́кыр
413,Tasse::N,сукӏра,чашка́
414,Topf::N,къажгъан,ми́ске
415,Kessel::N,къажгъан,под
416,Essen::N,тӏуьн,ко́чкыш
417,Nahrung::N,тӏуьн,ку́рго
418,Speise::N,хуьрек,ко́чкыш
419,Fleisch::N,як,шыл
420,Getreide::N,техил,шу́рно
421,Brei::N,хапӏа,пу́чымыш
422,Brei::N,хешил,пу́чымыш
423,Brot::N,фу,ки́нде
424,Scheibe::N,чӏук,ка́тыш
425,Fett::N,ягълу,коя́
426,Butter::N,гъери,ӱй
427,Öl::N,ягълу,ӱй
428,Salz::N,кьел,шинча́л
429,Suppe::N,суп,шӱр
430,Suppe::N,шурпа,шӱр
431,Honig::N,вирт,мӱй
432,Milch::N,нек,шӧр
433,Tee::N,чай,чай
434,Leder::N,тумаж,сура́н
435,Leder::N,тумаж,шӱ́штӧ
436,Wolle::N,йис,пун
437,Stoff::N,парча,куэ́м
438,Stoff::N,парча,посто́
439,Nadel::N,раб,и́ме
440,Faden::N,гъал,шӱ́ртӧ
441,Knopf::N,дуьгме,по́лдыш
442,Knoten::N,тӏвал,пышке́м
443,Farbe::N,ранг,чия́
444,Kleidung::N,партал,чие́м
445,Kleidung::N,партал,вурге́м
446,Hemd::N,перем,ту́выр
447,Kragen::N,хев,сога́
448,Ärmel::N,хел,шокш
449,Hose::N,шалвар,йола́ш
450,Gürtel::N,чӏул,ӱ́штӧ
451,Mütze::N,бармак,упш
452,Mütze::N,бапӏах,упш
453,Schuh::N,ботинка,боти́нке
454,Stiefel::N,чекме,кем
455,Ring::N,тупӏал,шерга́ш
456,Band::N,тасма,тасма́
457,Band::N,тасма,ле́нте
458,Kamm::N,регъ,шерге́
459,Spiegel::N,гуьзгуь,вошто́нчыш
460,Riemen::N,къайиш,кӱзанӱ́штӧ
461,Schnur::N,еб,кере́м
462,Schnur::N,еб,кандыра́
463,Decke::N,яргъан,леве́дыш
464,Decke::N,яргъан,одея́л
465,Kissen::N,хъуьцуьган,кӱ́пчык
466,Tuch::N,шал,шо́выч
467,Handtuch::N,дасмал,со́лык
468,Kraft::N,гуж,вий
469,Kraft::N,гуж,куа́т
470,Stärke::N,къуват,куа́т
471,Stärke::N,къуват,карма́н
472,Gesundheit::N,сагъвал,таза́лык
473,Krankheit::N,тӏал,чер
474,Schmerz::N,тӏал,ко́рштыш
475,Schmerz::N,тӏарвал,ко́рштыш
476,Wunde::N,хер,су́сыр
477,Fieber::N,ифин,йӱштыму́ж
478,Fieber::N,ифин,лихора́дке
479,Arznei::N,дарман,эм
480,Brücke::N,муьгъ,кӱва́р
481,Brunnen::N,къуй,вӱдвыне́м
482,Weide::N,уьруьш,нурше́р
483,Pfad::N,рехъ,йолго́рно
484,Pfad::N,рехъ,сокма́к
485,Weg::N,рехъ,ко́рно
486,Straße::N,рехъ,ко́рно
487,Dorf::N,хуьр,ял
488,Stadt::N,шегьер,ола́
489,Brief::N,кагъаз,се́рыш
490,Buch::N,улуб,книга́
491,Buchstabe::N,гьарф,буква́
492,Zeitung::N,газета,газе́т
493,Leben::N,уьмуьр,и́лыш
494,Tod::N,кьиникь,колыма́ш
495,Grab::N,сур,шӱга́р
496,Kirche::N,килиса,че́рке
497,Sünde::N,гунагь,су́лык
498,Gott::N,аллагь,ю́мо
499,Arbeiter::N,фяле,паша́зе
500,Chef::N,гьаким,тӧра́
501,Meister::N,устӏар,маста́р
502,Arzt::N,доктор,врач
503,Lehrer::N,муаллим,ту́ныктышо
504,Geld::N,пул,окса́
505,Laden::N,магазин,ке́выт
506,Preis::N,къимет,ак
507,Ware::N,мал,сату́
508,Ware::N,товар,сату́
509,Nutzen::N,хийир,пайда́
510,Nutzen::N,менфят,пайда́
511,Reichtum::N,девлет,поя́нлык
512,Welt::N,дуьнья,тӱня́
513,Land::N,уьлкве,эл
514,Staat::N,пачагьлугъ,кугыжа́ныш
515,Staat::N,государство,кугыжа́ныш
516,König::N,пачагь,кугыжа́
517,Macht::N,власть,власть
518,Grenze::N,сергьят,грани́ца
519,Krieg::N,дяве,сар
520,Feind::N,душман,тушма́н
521,Gewalt::N,гуж,виешлыма́ш
522,Kampf::N,женг,кредалма́ш
523,Bogen[Waffe]::N,чӏемерук,юҥе́ж
524,Pfeil::N,хьел,пикш
525,Gewehr::N,тфенг,пыча́л
526,Fehler::N,гъалатӏ,йо́ҥылыш
527,Lüge::N,ттаб,шоя́к
528,Schaden::N,зиян,зия́н
529,Schaden::N,зарар,зия́н
530,Unglück::N,бала,эҥге́к
531,Unglück::N,бедбахтвал,эҥге́к
532,Schuld::N,тахсир,тита́к
533,Schuld::N,тахсир,йола́
534,Alter::N,яш,ийго́т
535,Schluss::N,эхир,муча́ш
536,Zeit::N,вяде,жап
537,Zeit::N,вяде,па́гыт
538,Tag::N,югъ,ке́че
539,Morgen::N,пакама,эр
540,Mittag::N,нисин,кечыва́л
541,Abend::N,няни,кас
542,Nacht::N,йиф,йӱд
543,Woche::N,гьафте,арня́
544,Monat::N,варз,ты́лзе
545,Jahr::N,йис,ий
546,Frühling::N,гатфар,шо́шо
547,Sommer::N,гад,кеҥе́ж
548,Herbst::N,зул,шы́же
549,Winter::N,кьуьд,те́ле
550,Januar::N,январь,шоркыйол
551,Januar::N,январь,идалыкву́й
552,Januar::N,январь,янва́рь
553,Februar::N,февраль,пургыж
554,Februar::N,февраль,февра́ль
555,März::N,март,ӱярня
556,März::N,март,март
557,April::N,апрель,апре́ль
558,Mai::N,май,ага
559,Mai::N,май,май
560,Juni::N,июнь,пеледыш
561,Juni::N,июнь,ию́нь
562,Juli::N,июль,сӱрем
563,Juli::N,июль,ию́ль
564,August::N,август,сорла
565,August::N,август,агарма́н
566,August::N,август,а́вгуст
567,September::N,сентябрь,идым
568,September::N,сентябрь,сентя́брь
569,Oktober::N,октябрь,шыжа
570,Oktober::N,октябрь,октя́брь
571,November::N,ноябрь,кылме тылзе
572,November::N,ноябрь,ноя́брь
573,Dezember::N,декабрь,дека́брь
574,Montag::N,ислен,шо́чмо
575,Dienstag::N,саласа,ку́шкыжмо
576,Mittwoch::N,арбе,вӱрге́че
577,Donnerstag::N,хемис югъ,изарня́
578,Freitag::N,жуьмя,кугарня́
579,Freitag::N,жуьмя югъ,кугарня́
580,Samstag::N,киш,шуматке́че
581,Sonntag::N,гьяд,рушарня́
582,groß::A,еке,кугу́
583,groß::A,чӏехи,кугу́
584,klein::A,гъвечӏи,изи́
585,lang::A,яргъи,кужу́
586,kurz::A,куьруь,кӱ́чык
587,breit::A,гьяркьуь,кумда́
588,schmal::A,гуьтӏуь,а́ҥысыр
589,dicht::A,къалин,ну́гыдо
590,dünn::A,кьелечӏ,ви́чкыж
591,fein::A,шуькӏуь,ты́гыде
592,fest::A,кӏеви,чо́ткыдо
593,flach::A,кьулу,лапка́
594,glatt::A,цӏалцӏам,яклака́
595,hart::A,кӏеви,пе́ҥгыде
596,weich::A,хъуьтуьл,пу́шкыдо
597,rund::A,элкъвей,йырге́шке
598,spitz::A,хци,коша́р
599,scharf::A,хци,пӱ́сӧ
600,stumpf::A,къуьруь,токма́к
601,schwer::A,залан,не́ле
602,schön::A,иер,сы́лне
603,heiß::A,кудай,шо́кшо
604,warm::A,чими,ле́ве
605,kalt::A,мекьи,йӱ́штӧ
606,kühl::A,къайи,юа́лге
607,kühl::A,къайи,южгата́
608,frisch::A,таза,свежа́
609,frisch::A,михьи,свежа́
610,feucht::A,ламу,вӱ́дыжгӧ
611,nass::A,кьежей,нӧ́рӧ
612,trocken::A,кьуру,ку́кшо
613,voll::A,ацӏай,тич
614,leer::A,буш,яра́
615,leer::A,ичӏи,яра́
616,offen::A,ахъа,виш
617,geschlossen::A,кӏеви,пе́тырыме
618,geschlossen::A,кӏеви,тӱ́чмӧ
619,sauber::A,михьи,ару́
620,sauber::A,михьи,янда́р
621,schmutzig::A,чиркин,лавыра́н
622,schmutzig::A,чиркин,ла́выргыше
623,schmutzig::A,кьацӏай,лавыра́н
624,schmutzig::A,кьацӏай,ла́выргыше
625,roh::A,чиг,кӱ́чымӧ
626,roh::A,ицӏи,кӱ́чымӧ
627,reif::A,дигмиш хьайи,лӧза́
628,lecker::A,дадлу,ту́тло
629,süß::A,ширин,ше́ре
630,bitter::A,туькьуьл,ко́чо
631,sauer::A,цуру,шо́по
632,hell::A,экуь,во́лгыдо
633,dunkel::A,мичӏи,пычке́мыш
634,schwarz::A,чӏулав,шола́
635,weiß::A,лацу,ош
636,rot::A,яру,йошка́р
637,gelb::A,хъипи,сар
638,blau::A,вили,ка́нде
639,grün::A,къацу,ужа́р
640,grau::A,рехи,сур
641,bunt::A,цӏару,олача́
642,bunt::A,яру-цӏару,олача́
643,billig::A,ужуз,шу́лдо
644,teuer::A,багьа,ше́рге
645,wertvoll::A,масан,шергака́н
646,blind::A,буьркьуь,со́кыр
647,taub::A,биши,соҥгыра́
648,kräftig::A,гужлу,куа́тле
649,stark::A,къуватлу,вия́н
650,schwach::A,такьатсуз,а́лдыме
651,fett::A,куьк,коя́
652,schlank::A,шумал,йоштката́
653,schlank::A,шумал,яжу́
654,hübsch::A,гуьрчег,чеве́р
655,böse::A,пис,шы́де
656,dumm::A,ахмакь,аҥыра́
657,faul::A,тенпел,його
658,fleißig::A,сяй ийидай,ты́ршыше
659,fleißig::A,сяйи ийидай,ты́ршыше
660,geizig::A,мискьи,чаҥга́
661,klug::A,акьуллу,уша́н
662,geschickt::A,магьир,уста́
663,lieb::A,играми,ала́л
664,lustig::A,шад,весела́
665,sanft::A,назик,ны́жылге
666,sanft::A,милайим,ны́жылге
667,hungrig::A,гишин,шу́жышо
668,krank::A,кефсуз,че́рле
669,nackt::A,кьецӏил,чарама́т
670,traurig::A,пашман,ойга́н
671,lebendig::A,ччан алай,и́лыше
672,gut::A,хъсан,сай
673,gut::A,вижевай,сай
674,schlecht::A,пис,уда́
675,schlecht::A,пис,шӱ́кшӧ
676,richtig::A,дуьз,чы́нле
677,schlimm::A,нифретлу,аля́к
678,schlimm::A,нифретлу,тыра́н
679,wahr::A,гьакъикъи,чы́нле
680,wahr::A,гьакъикъи,настоя́щий
681,alt::A,эски,то́што
682,alt::A,куьгьне,то́што
683,neu::A,цӏийи,у
684,ehemalig::A,виликан,о́нчычсо
685,ehemalig::A,виликан,онда́кысе
686,alt[Lebewesen]::A,кьуьзуь,шо́нто
687,jung::A,жегьил,са́мырык
688,arm::A,кесиб,нужна́
689,reich::A,девлетлу,поя́н
690,bekannt::A,чидай,па́лыме
691,berühmt::A,машгьур,лӱ́млӧ
692,fremd::A,ччара,йот
693,verschieden::A,жуьреба-жуьре,тӱ́рлӧ
694,nah::A,мукьвал,ли́шыл
695,fern::A,яргъал,тора́
696,fern::A,яргъал,мӱ́ндыр
697,linker::A,чапла,шола́
698,rechter::A,эрчӏи,пурла́
699,anderer::A,маса,вес
700,anderer::A,маса,мо́ло
701,anderer::A,муькуь,вес
702,anderer::A,муькуь,мо́ло
703,erster::A,сад лагьай,и́кымше
704,zweiter::A,кьвед лагьай,ко́кымшо
705,dritter::A,пуд лагьай,ку́мшо
706,letzter::A,эхиримжи,пыта́ртыш
707,allein::ADV,кьилди,шкет
708,zusammen::ADV,санал,пырля́
709,lange::ADV,яргъалди,кужу́н
710,plötzlich::ADV,садлагьана,кенета́
711,sofort::ADV,гьасятда,кызыта́к
712,später::ADV,гуьгъуьнлай,варара́к
713,jetzt::ADV,гила,ы́нде
714,jetzt::ADV,гила,кы́зыт
715,heute::ADV,къе,та́че
716,morgen::ADV,пака,эрла́
717,bald::ADV,мукьва,вашке́
718,bald::ADV,мукьвара,вашке́
719,dann::ADV,ахпа,вара́
720,gestern::ADV,накь,теҥге́че
721,einst::ADV,садра,икана́
