,Concept_ID,ga,ku
814,immer::ADV,i gcónaí,daîm
815,niemals::ADV,riamh,tu çar
816,hier::ADV,anseo,li vir
817,hierhin::ADV,anseo,vir
818,von hier::ADV,an áit seo,ji vir
819,dort::ADV,ann,li wê derê
820,dort::ADV,ansin,li wê derê
821,dorthin::ADV,ann,wêda
822,dorthin::ADV,ansin,wêda
823,geradeaus::ADV,ar aghaidh,rastê rast
824,rückwärts::ADV,siar,paşpê
825,zurück::ADV,ar ais,paşdo
826,zurück::ADV,ar ais,paşvê
827,unten::ADV,thíos,jêrî
828,hinab::ADV,síos,berjêr
829,oben::ADV,thuas,banî
830,hinauf::ADV,suas,banî
831,überall::ADV,i ngach áit,li her derê
832,überall::ADV,ar fud na háite,li her derê
833,nicht::ADV,ní,ne
834,nicht::ADV,ní,nîn
835,nicht::ADV,ní,tine
836,nicht::ADV,cha,ne
837,nicht::ADV,cha,nîn
838,nicht::ADV,cha,tine
839,ein wenig::ADV,beagán,hebkî
840,kaum::ADV,ar éigean,tema
841,kaum::ADV,ar éigean,himangi
842,sehr::ADV,an-,gelek
843,so::ADV,chomh,weha
844,so::ADV,mar sin,weha
845,noch::ADV,fós,hêj
846,noch::ADV,fós,dîsa
847,noch::ADV,go fóill,hêj
848,noch::ADV,go fóill,dîsa
849,nur::ADV,amháin,tenê
850,nur::ADV,amháin,bes
851,nur::ADV,níl ach,tenê
852,nur::ADV,níl ach,bes
853,schon::ADV,cheana,hew
854,schon::ADV,cheana féin,hew
855,wieder::ADV,arís,jar din
856,wieder::ADV,arís,dîsa
857,wieder::ADV,athuair,jar din
858,wieder::ADV,athuair,dîsa
859,vergebens::ADV,amú,deya çun
860,vergebens::ADV,amú,îfleh bûn
861,vergebens::ADV,in aisce,deya çun
862,vergebens::ADV,in aisce,îfleh bûn
863,vor::PRP,ar thosach,li ber
864,hinter::PRP,laistiar de,li pişt
865,hinter::PRP,taobh thiar de,li pişt
866,unter::PRP,faoi,li bin
867,durch::PRP,trí,kura
868,neben::PRP,taobh le,li ba
869,neben::PRP,in aice le,li ba
870,zwischen::PRP,idir,nabeyne
871,zwischen::PRP,idir,di nav...da
872,wegen::PRP,de bharr,ji bo
873,wegen::PRP,de bharr,ji ber
874,wegen::PRP,mar gheall ar,ji bo
875,wegen::PRP,mar gheall ar,ji ber
876,dies::PRN,seo,ev
877,das::PRN,sin,ev
878,alles::PRN,gach rud,hemû
879,ich::PRN,mé,ez
880,ich::PRN,mise,ez
881,du::PRN,tú,tu
882,du::PRN,tusa,tu
883,er::PRN,sé,wî
884,er::PRN,seisean,wî
885,wir::PRN,sinn,êm
886,ihr::PRN,sibh,hûn
887,ihr::PRN,sibhse,hûn
888,sie::PRN,siad,we
889,sie::PRN,siadsan,we
890,was::FPRN,cad,çi
891,was::FPRN,céard,çi
892,wer::FPRN,cé,ki
893,wo::FADV,cá,li ku dere
894,wo::FADV,cén áit,li ku dere
895,wohin::FADV,cá,li ku dere
896,wohin::FADV,cén áit,li ku dere
897,wie::FADV,conas,çawa
898,wie::FADV,cén chaoi,çawa
899,warum::FADV,cén fáth,çima
900,warum::FADV,cad chuige,çima
901,wieviel::FNUM,cá mhéad,çend
902,eins::NUM,aon,yek
903,zwei::NUM,dhá,didu
904,drei::NUM,trí,sisê
905,vier::NUM,ceathair,çar
906,fünf::NUM,cúig,penç
907,sechs::NUM,sé,şeş
908,sieben::NUM,seacht,heft
909,acht::NUM,ocht,heşt
910,neun::NUM,naoi,neh
911,zehn::NUM,deich,deh
912,elf::NUM,aon déag,yazdeh
913,zwölf::NUM,dó dhéag,diwazdeh
914,zwanzig::NUM,fiche,bîst
915,dreißig::NUM,tríocha,sih
916,vierzig::NUM,daichead,çil
917,vierzig::NUM,ceathracha,çil
918,fünfzig::NUM,caoga,pençi
919,sechzig::NUM,seasca,şêst
920,siebzig::NUM,seachtó,heftê
921,achtzig::NUM,ochtó,heştê
922,neunzig::NUM,nócha,nod
923,hundert::NUM,céad,sêd
924,tausend::NUM,míle,hezar
925,und::CNJ,agus,û
926,oder::CNJ,nó,an
927,oder::CNJ,nó,yan
928,stehen::V,seas,sekinîn
929,sitzen::V,suigh,rûniştin
930,liegen::V,luigh,paldan
931,hängen::V,tá crochta,darve kirin
932,werden::V,éirigh,bûn
933,passieren::V,tarlaigh,hatin holê
934,passieren::V,tarlaigh,hatin serê kesî
935,beginnen::V,tosaigh,li dest pêkirin
936,enden::V,críochnaigh,xalas bû
937,wechseln::V,athraigh,guherandin
938,wechseln::V,athraigh,dêgiş kirin
939,aufgehen[Sonne]::V,éirigh,hilatin
940,untergehen[Sonne]::V,fuin,çun ava
941,untergehen[Sonne]::V,téigh faoi,çun ava
942,scheinen[Sonne]::V,taitin,şewk de
943,scheinen[Sonne]::V,soilsigh,şewk de
944,donnern::V,tá toirneach ann,gire-gir
945,wehen::V,séid,ba le de
946,strömen::V,sil,xwe girtin
947,fließen::V,rith,herikîn
948,fließen::V,snigh,herikîn
949,sich drehen::V,cas,xwe zivirandin
950,sich drehen::V,imrothlaigh,xwe zivirandin
951,schwanken::V,luasc,hejandin
952,schwingen::V,luasc,libakirin
953,fallen::V,tit,ketin
954,brennen::V,dóigh,şewitîn
955,rauchen::V,plúch toite,kişandin
956,regnen::V,báistigh,bahran tê
957,regnen::V,tá ag cur báistí,bahran tê
958,gefrieren::V,sioc,qefilandin
959,gefrieren::V,reoigh,qefilandin
960,tauen::V,leáigh,helandin
961,tauen::V,coscair,helandin
962,schmelzen::V,leáigh,helandin
963,trocknen::V,triomaigh,zuwabûn
964,sieden::V,fiuch,kelîn
965,sieden::V,beirigh,kelîn
966,faulen::V,lobh,xerabûn
967,faulen::V,dreoigh,xerabûn
968,verfaulen::V,lobh,xerabûn
969,verfaulen::V,feoigh,xerabûn
970,reißen::V,bris,jêkirin
971,versinken::V,téigh síos,xerq bûn
972,vergehen::V,téigh thart,derbas bûn
973,erscheinen::V,tar,peyda bûn
974,verschwinden::V,imigh,wendabûn
975,sinken::V,tit,noq bûn
976,sinken::V,ísligh,noq bûn
977,abnehmen::V,maolaigh,kêm bûn
978,abnehmen::V,laghdaigh,kêm bûn
979,zunehmen::V,méadaigh,qelew bûn
980,steigen::V,éirigh,hildan
981,wachsen::V,fás,mezin bûn
982,glänzen::V,lonraigh,biriqîn
983,funkeln::V,drithligh,çikisîn
984,lärmen::V,tóg callán,guşîn
985,läuten::V,buail,lê de
986,klingeln::V,buail,sîl dan
987,klingeln::V,buail,ringerin
988,klirren::V,cling,zingzing hat
989,brausen::V,búir,guşîn
990,rauschen::V,tá ag siosarnach,guşîn
991,klingen::V,tá glór ag,deng pe ketin
992,bellen::V,amhastraigh,kewtîn
993,heulen::V,glam,ûrîn
994,blasen::V,séid,puf kirin
995,pfeifen::V,lig fead,fîkandin
996,schreien::V,béic,qîrîn
997,schreien::V,glaoigh,qîrîn
998,stöhnen::V,lig cnead,nalîn
999,zittern::V,crith,hejîn
1000,zittern::V,creathnaigh,hejîn
1001,leben::V,mair,jihîn
1002,geboren werden::V,rugadh,hatin dinyê
1003,geboren werden::V,rugadh,bûn
1004,atmen::V,análaigh,hilmijîn
1005,trinken::V,ól,vexwarin
1006,essen::V,ith,xwarin
1007,schlucken::V,slog,daqulbandin
1008,müde werden::V,tuirsigh,betilîln
1009,müde werden::V,tuirsigh,qerimîn
1010,einschlafen::V,tit ina chodladh,razan
1011,schlafen::V,codail,razan
1012,schlafen::V,codail,razandin
1013,aufwachen::V,múscail,şiyarbûn
1014,aufstehen::V,éirigh,rabûn
1015,sich erholen::V,lig scíth,baş bûn
1016,krank werden::V,éirigh tinn,nexweş kêt
1017,krank sein::V,tá tinn,nexweş bû
1018,schmerzen::V,tá pian i,êşandin
1019,husten::V,déan casacht,kuxin
1020,genesen::V,téarnaigh,baş bûn
1021,sterben::V,éag,mirin
1022,sterben::V,faigh bás,mirin
1023,umkommen::V,caill,mirin
1024,sich bewegen::V,bog,leqîn
1025,sich bewegen::V,gluais,leqîn
1026,sich rühren::V,corraigh,leqîn
1027,sich erheben::V,seas suas,rabûn
1028,sich setzen::V,suigh,runiştin
1029,hinfallen::V,tit,kêtin
1030,laufen::V,siúil,meşîn
1031,schreiten::V,siúil,meşkirin
1032,spazierengehen::V,téigh ag spaisteoireacht,gerandin
1033,eilen::V,deifrigh,lezandin
1034,eilen::V,brostaigh,lezandin
1035,sich beeilen::V,deifrigh,zûkirin
1036,sich beeilen::V,déan deifir,zûkirin
1037,sausen::V,luathaigh,fîzîn
1038,rennen::V,rith,baz dan
1039,springen::V,léim,hilpekîn
1040,klettern::V,dreap,hilperikîn
1041,schaukeln::V,téigh ar an maide corrach,lorandin
1042,kriechen::V,snámh,xuşandin
1043,schwimmen::V,snámh,avjenîn
1044,tauchen::V,tum,qutxuyardin
1045,tauchen::V,tum,noqîn
1046,rudern::V,iomair,qaîq ajotin
1047,rudern::V,rámhaigh,qaîq ajotin
1048,fahren::V,tiomáin,ajotin
1049,fliegen::V,eitil,firîn
1050,gehen::V,téigh,çûn
1051,weggehen::V,imigh,çûn
1052,abfahren::V,imigh,çûyin
1053,anhalten::V,stad,rawestîn
1054,hineingehen::V,téigh isteach,ketin hundir
1055,eintreten::V,téigh isteach,têketin
1056,kommen::V,tar,hatin
1057,ankommen::V,tar,gihan
1058,ankommen::V,tar,gihîştin
1059,zurückkommen::V,fill,vegerandin
1060,bleiben::V,fan,sekinîn
1061,warten::V,fan,payîn
1062,erwarten::V,tá ag súil le,payîn
1063,erwarten::V,tá ag dréim le,payîn
1064,suchen::V,lorg,lêgerîn
1065,finden::V,faigh,peyda kirin
1066,finden::V,aimsigh,peyda kirin
1067,versuchen::V,triail,çeribandin
1068,vorbereiten::V,réitigh,amade kirin
1069,lieben::V,gráigh,hez kirin
1070,mögen::V,taitin le,dil kirin
1071,mögen::V,is maith le,dil kirin
1072,lachen::V,gáir,kenîn
1073,rühren::V,téigh i bhfeidhm ar,hêjan
1074,weinen::V,goil,girîn
1075,weinen::V,caoin,girîn
1076,schimpfen::V,tá ag clamhsán,pevçûn
1077,sich ärgern::V,tá corraithe,enirîn
1078,sich fürchten::V,tá eagla ar,tirsîn
1079,fürchten::V,tá eagla ar,tirsin
1080,fliehen::V,teith,bazdan
1081,flüchten::V,éalaigh,revîn
1082,sehen::V,feic,dîtin
1083,anschauen::V,dearc,sêr kirin
1084,anschauen::V,féach ar,sêr kirin
1085,ansehen::V,breathnaigh,hesibandin
1086,hören::V,cluin,guhdar jirin
1087,zuhören::V,éist,guhdarî kirin
1088,probieren::V,bliais,tehm kirin
1089,riechen::V,bolaigh,bihn kirin
1090,fühlen::V,braith,hîs kirin
1091,fühlen::V,mothaigh,hîs kirin
1092,scheinen::V,tá an chuma ar,xoyer kir
1093,zu sehen sein::V,tá le feiceáil,diyar bûn
1094,vernehmen::V,clois,bihîstin
1095,frieren::V,tá fuar,qerişîn
1096,tun::V,déan,kirin
1097,können::V,féad,karin
1098,können::V,is féidir le,karin
1099,wollen::V,tá ag iarraidh,xwestîn
1100,anfangen::V,tosaigh,dest pêkirin
1101,anfangen::V,cuir tús le,dest pêkirin
1102,beenden::V,críochnaigh,xelas kirin
1103,beenden::V,cuir deireadh le,xelas kirin
1104,aufhören::V,stad,xelas kirin
1105,gelingen::V,éirigh le,çe bûn
1106,geraten::V,tá deireadh ar,qewîmîn
1107,öffnen::V,oscail,vekirin
1108,schließen::V,dún,girtin
1109,schließen::V,iaigh,girtin
1110,stellen::V,cuir,danîn
1111,setzen::V,cuir,rûniştin
1112,setzen::V,socraigh,rûniştin
1113,legen::V,cuir,danîn
1114,legen::V,cuir,razandin
1115,berühren::V,teagmhaigh le,lêketin
1116,verbinden::V,ceangail,anîn pê
1117,bedecken::V,clúdaigh,sergirtin
1118,bedecken::V,cumhdaigh,sergirtin
1119,aufhängen::V,croch,aliqandin
1120,anzünden::V,las,pêxistin
1121,anzünden::V,adhain,pêxistin
1122,aufheben::V,tóg,hildan
1123,aufheben::V,ardaigh,hildan
1124,zurücklassen::V,fág,hiştin
1125,zurücklassen::V,fág,vehiştin
1126,verlieren::V,caill,wendakirin
1127,fallen lassen::V,lig uait,xistin bixe
1128,fallen lassen::V,lig uait,xistin
1129,fallen lassen::V,caith uait,xistin bixe
1130,fallen lassen::V,caith uait,xistin
1131,machen::V,déan,kirin
1132,machen::V,déan,çêkirin
1133,machen::V,réitigh,kirin
1134,machen::V,réitigh,çêkirin
1135,herstellen::V,táirg,çê kirin
1136,herstellen::V,táirg,peyda kirin
1137,bauen::V,tóg,lêkirin
1138,reparieren::V,deisigh,veherînerîn
1139,verbessern::V,feabhsaigh,sererastkirin
1140,ändern::V,athraigh,degiş kirin
1141,graben::V,tochail,kolandin
1142,beugen::V,crom,tewîn
1143,beugen::V,crom,xwar kirin
1144,biegen::V,lúb,tewandin
1145,biegen::V,lúb,xwarkirin
1146,drehen::V,cas,fitilandin
1147,wenden::V,tiontaigh,zivîrin
1148,umdrehen::V,iompaigh,vegerandin
1149,umdrehen::V,tiontaigh,vegerandin
1150,heben::V,ardaigh,hildan
1151,hochheben::V,tóg,hildan
1152,ergreifen::V,beir ar,dest avêtin
1153,halten::V,coimeád,hîştin
1154,halten::V,coimeád,sekinîn
1155,halten::V,coinnigh,hîştin
1156,halten::V,coinnigh,sekinîn
1157,drücken::V,brúigh,pêl kirin
1158,schieben::V,brúigh,damdan
1159,kratzen::V,scríob,xurandin
1160,lecken::V,ligh,alastin
1161,lecken::V,leadhb,alastin
1162,beißen::V,bain greim as,gez kirin
1163,abreißen::V,stróic,hilşandin
1164,abreißen::V,tarraing,hilşandin
1165,abschneiden::V,scoith,jêkirin
1166,binden::V,ceangail,girêdan
1167,stecken::V,sáigh,têxistin
1168,brechen::V,bris,şikandin
1169,klopfen::V,cnag,kutandin
1170,hauen::V,buail,li dan
1171,kleben::V,gliúáil,zeliqîn
1172,kleben::V,gliúáil,şirêz kirin
1173,reiben::V,cuimil,firikandin
1174,streichen::V,leath,bax dan
1175,schleifen::V,líomh,çarkirin
1176,schneiden::V,gearr,jêkirin
1177,rütteln::V,croith,hejandin
1178,schütteln::V,croith,daweşîn
1179,schwenken::V,luasc,têwdan
1180,schütten::V,doirt,rijandin
1181,füllen::V,líon,dagirtin
1182,einwickeln::V,cuach,pêçandin
1183,einwickeln::V,clúdaigh,pêçandin
1184,tragen::V,iompair,kişandin
1185,tragen::V,iompair,rajtin
1186,schleppen::V,tarraing,kişandin
1187,ziehen::V,tarraing,kişandin
1188,aufbewahren::V,coinnigh,hilandin
1189,werfen::V,caith,avêtin
1190,fangen::V,ceap,sem kirin
1191,fangen::V,ceap,girtin
1192,packen::V,beir ar,pê girtin
1193,verstecken::V,folaigh,hîlanin
1194,verstecken::V,cuir i bhfolach,hîlanin
1195,teilen::V,roinn,parvekirin
1196,schicken::V,seol,şandin
1197,bringen::V,beir,anîn
1198,bringen::V,beir,birin
1199,bringen::V,tabhair,anîn
1200,bringen::V,tabhair,birin
1201,hinzufügen::V,cuir le,dan ser
1202,hinzufügen::V,cuir le,li tiştekî zêde kirin
1203,bekommen::V,faigh,standin
1204,erhalten::V,faigh,standin
1205,nehmen::V,tóg,girtin
1206,nehmen::V,glac,girtin
1207,wählen::V,pioc,ray dan
1208,wählen::V,roghnaigh,ray dan
1209,auswählen::V,roghnaigh,bijartin
1210,bewahren::V,caomhnaigh,rê li ber girtin
1211,bewahren::V,caomhnaigh,lê xwedî derketin
1212,behindern::V,cuir bac ar,bara wi
1213,verderben::V,mill,heram bûn
1214,beschädigen::V,loit,xerab kirin
1215,beschädigen::V,déan damáiste do,xerab kirin
1216,zerbrechen::V,bris,şikênandin
1217,zerbrechen::V,bris,perçe kirin
1218,zerreißen::V,stiall,qelişandin
1219,zerstören::V,mill,hilşandin
1220,zerstören::V,scrios,hilşandin
1221,verbrennen::V,las,şewitandin
1222,verbrennen::V,dóigh,şewitandin
1223,geben::V,tabhair,dan
1224,geben::V,tabhair,dayin
1225,reichen::V,sín,besbûn
1226,reichen::V,sín,têrkirin
1227,reichen::V,cuir,besbûn
1228,reichen::V,cuir,têrkirin
1229,schenken::V,bronn,diyarî kirin
1230,schenken::V,tabhair,diyarî kirin
1231,versprechen::V,geall,soz dan
1232,wünschen::V,guigh,dil kirin
1233,loben::V,mol,pesinandin
1234,küssen::V,póg,maçkirin
1235,wiegen::V,bog,lorandin
1236,wiegen::V,bog,wezinandin
1237,wiegen::V,luasc,lorandin
1238,wiegen::V,luasc,wezinandin
1239,zudecken::V,clúdaigh,nixumandin
1240,wecken::V,dúisigh,bixwe hesandin
1241,zeigen::V,taispeáin,şanîdan
1242,führen::V,treoraigh,raber kirin
1243,lehren::V,múin,hîn kirin
1244,lehren::V,teagasc,hîn kirin
1245,unterrichten::V,múin,ders dan
1246,unterrichten::V,teagasc,ders dan
1247,aufziehen::V,tóg,mesinkirin
1248,leiten::V,tá i gceannas ar,rêberî kirin
1249,antreiben::V,gríosaigh,bezandin
1250,lassen::V,cuir ag,berdan
1251,lassen::V,cuir ag,hiştin
1252,einladen::V,cuir cuireadh ar,dawet kirin
1253,vereinigen::V,aontaigh,bi yek kirin
1254,besuchen::V,tabhair cuairt ar,mêvan bûn
1255,treffen::V,cas ar,rast hatin
1256,treffen::V,buail le,rast hatin
1257,sich versammeln::V,bailigh,li hev çivîn
1258,sich versammeln::V,cruinnigh,li hev çivîn
1259,spielen::V,imir,listin
1260,spielen::V,tá ag spraoi,listin
1261,singen::V,can,stran
1262,tanzen::V,rinc,reqisîn
1263,tanzen::V,damhsaigh,reqisîn
1264,sich trennen::V,scar,hew berdan
1265,verlassen::V,fág,tanê hişt
1266,verlassen::V,fág,bêkes
1267,retten::V,tarrtháil,rihakirin
1268,bewachen::V,cosain,raçavkirin
1269,bewachen::V,gardáil,raçavkirin
1270,schützen::V,cosain,hemet kirin
1271,verteidigen::V,cosain,paraztin
1272,sich schlagen::V,tá ag bruíon,li hev bezîn
1273,schießen::V,caith,agir kirin
1274,schießen::V,scaoil,agir kirin
1275,siegen::V,bain,biser ketin
1276,siegen::V,buaigh,biser ketin
1277,ärgern::V,cuir isteach ar,xeyirandin
1278,schlagen::V,buail,lêdan
1279,schlagen::V,buail,lêxistin
1280,treten::V,ciceáil,têlekirin
1281,stechen::V,sáigh,têrekirin
1282,stoßen::V,brúigh,lêketin
1283,stoßen::V,soncáil,lêketin
1284,stehlen::V,goid,dizîn
1285,stehlen::V,goid,dizî birin
1286,stören::V,cuir isteach ar,aciz kirin
1287,belästigen::V,cuir as do,li tela yeki ketin
1288,verbergen::V,ceil,veşartin
1289,verbergen::V,ceil,kemîndanîn
1290,täuschen::V,cuir dallamullóg ar,xapandin
1291,täuschen::V,cuir dallamullóg ar,lê zexeli kirin
1292,betrügen::V,déan calaois ar,xapandin
1293,töten::V,maraigh,kûştin
1294,wohnen::V,cuir faoi,rûniştin
1295,wohnen::V,tá ina chónaí,rûniştin
1296,arbeiten::V,oibrigh,kar kirin
1297,arbeiten::V,oibrigh,şêxulin
1298,sammeln::V,bailigh,komkirin
1299,sammeln::V,cruinnigh,komkirin
1300,pflücken::V,pioc,çinîn
1301,jagen::V,seilg,nêçîr kirin
1302,fischen::V,iasc,masî girtin
1303,fassen::V,beir ar,pê girtin
1304,fassen::V,beir ar,sêm kirin
1305,hüten::V,aoirigh,hei jê man
1306,treiben::V,seol,bêherandin
1307,treiben::V,tiomáin,bêherandin
1308,anbinden::V,ceangail,tewilandin
1309,füttern::V,cothaigh,xwarine dan lê
1310,füttern::V,beathaigh,xwarine dan lê
1311,melken::V,bligh,dotin
1312,melken::V,crúigh,dotin
1313,hacken::V,gearr,kolandin
1314,gießen::V,uiscigh,av dan
1315,reifen::V,aibigh,kemilîn
1316,zubereiten::V,cócaráil,çe kirin
1317,kochen::V,bruith,xwarin çe kirin
1318,kochen::V,bruith,kelandin
1319,kochen::V,beirigh,xwarin çe kirin
1320,kochen::V,beirigh,kelandin
1321,backen::V,bácáil,pijandin
1322,braten::V,róst,qelandin
1323,braten::V,róst,sor kirin
1324,braten::V,frioch,qelandin
1325,braten::V,frioch,sor kirin
1326,umrühren::V,measc,têvdan
1327,stricken::V,cniotáil,hûnan
1328,nähen::V,fuaigh,kêl kirin
1329,färben::V,dathaigh,boyax kirin
1330,reinigen::V,glan,paqijkirin
1331,waschen::V,nigh,şuştin
1332,abwischen::V,glan,pakîj kirin
1333,spülen::V,sruthlaigh,şuştin
1334,fegen::V,scuab,maliştin
1335,kehren::V,scuab,maliştin
1336,baden::V,folc,serîşûştin
1337,sich waschen::V,nigh é féin,serîşûştin
1338,ausziehen::V,bain de,jê kirin
1339,anziehen::V,cuir ar,pê kirin
1340,sich anziehen::V,gléas é féin,xwe kirin
1341,kämmen::V,cíor,şeh kirin
1342,schmücken::V,maisigh,xemilandin
1343,sagen::V,abair,gotin
1344,sagen::V,abair,peyivîn
1345,sprechen::V,labhair,peyivîn
1346,reden::V,caintigh,axaftin
1347,sich unterhalten::V,caintigh,hev biştaxilin
1348,sich unterhalten::V,tá ag comhrá,hev biştaxilin
1349,fragen::V,fiafraigh,pirsîn
1350,fragen::V,fiafraigh,pirs kirin
1351,fragen::V,cuir ceist,pirsîn
1352,fragen::V,cuir ceist,pirs kirin
1353,bitten::V,iarr,tika kirin
1354,erzählen::V,inis,behs kirin
1355,erzählen::V,eachtraigh,behs kirin
1356,mitteilen::V,aithris,vegotin
1357,mitteilen::V,cuir in iúl,vegotin
1358,nennen::V,ainmnigh,bi nav kirin
1359,rufen::V,glaoigh,bakirin
1360,prahlen::V,maígh,pesnê xwe dan
1361,übersetzen::V,aistrigh,qulibandin
1362,übersetzen::V,aistrigh,derbas kirin
1363,denken::V,síl,fikirîn
1364,denken::V,ceap,fikirîn
1365,glauben::V,creid,bawer bûn
1366,bemerken::V,tabhair faoi deara,bala xwe dan
1367,bemerken::V,tabhair faoi deara,çac lê ketin
1368,erkennen::V,aithin,pêhesîn
1369,begreifen::V,tuig,fêmkirin
1370,verstehen::V,tuig,fêmkirin
1371,lernen::V,foghlaim,halmandin
1372,lernen::V,foghlaim,fêrbun
1373,wissen::V,tá a fhios ag,zanîn
1374,sich erinnern an::V,cuimhnigh ar,bir bûn
1375,sich erinnern an::V,is cuimhne ar,bir bûn
1376,vergessen::V,dearmad,ji bir kirin
1377,messen::V,tomhais,pê kanîn
1378,zählen::V,cuntais,hejmardin
1379,rechnen::V,ríomh,hesibandin
1380,rechnen::V,áirigh,hesibandin
1381,lesen::V,léigh,xwendin
1382,malen::V,péinteáil,rengandin
1383,malen::V,péinteáil,boyax kirin
1384,zeichnen::V,línigh,işaret kirin
1385,zeichnen::V,tarraing,işaret kirin
1386,schreiben::V,scríobh,nivîsandin
1387,besitzen::V,is le,hebûn
1388,kaufen::V,ceannaigh,kirîn
1389,verkaufen::V,díol,firotin
1390,bezahlen::V,íoc as,pere dan
1391,zahlen::V,íoc,pere dan
1392,zahlen::V,íoc,dayin
1393,beherrschen::V,rialaigh,zebt kirin
1394,beherrschen::V,rialaigh,hukim kirin
1395,ertragen::V,seas,bihêzkirin
1396,ertragen::V,fulaing,bihêzkirin
1397,ertragen::V,foighnigh,bihêzkirin
1398,Ader::N,,reh
1399,vorwärts::ADV,,ber bi pêş
