,Concept_ID,ca,ja
863,bellen::V,lladrar,吠える
864,heulen::V,udolar,きゃんきゃん鳴く
865,blasen::V,bufar,吹く
866,pfeifen::V,xiular,口笛を吹く
867,schreien::V,cridar,叫ぶ
868,stöhnen::V,gemegar,うめく
869,zittern::V,tremolar,震える
870,leben::V,vīure,生きている
871,geboren werden::V,néixer,生まれる
872,atmen::V,respirar,呼吸する
873,trinken::V,beure,飲む
874,essen::V,menjar,食べる
875,schlucken::V,empassar-se,飲み込む
876,müde werden::V,cansar-se,眠くなる
877,einschlafen::V,adormir-se,寝付く
878,schlafen::V,dormir,眠る
879,aufwachen::V,despertar-se,目が覚める
880,aufstehen::V,llevar-se,起きる
881,sich erholen::V,descansar,休養する
882,krank werden::V,posar-se malalt,病気になる
883,krank sein::V,estar malalt,病気である
884,schmerzen::V,doldre,痛む
885,husten::V,tossir,咳をする
886,genesen::V,recuperar-se,元気になる
887,sterben::V,morir,死ぬ
888,sterben::V,morir,亡くなる
889,umkommen::V,perir,死亡する
890,sich bewegen::V,moure's,移動する
891,sich rühren::V,moure's,動く
892,sich erheben::V,aixecar-se,立ち上がる
893,sich setzen::V,asseure's,座る
894,hinfallen::V,caure's,転ぶ
895,laufen::V,caminar,歩く
896,schreiten::V,procedir,跨ぐ
897,spazierengehen::V,passejar,散歩する
898,eilen::V,anar corrent,急ぐ
899,sich beeilen::V,afanyar-se,焦る
900,sausen::V,córrer,疾駆する
901,rennen::V,córrer,走る
902,springen::V,saltar,跳ぶ
903,klettern::V,escalar,よじ登る
904,schaukeln::V,gronxar-se,ぶらんこに乗る
905,schaukeln::V,balancejar-se,ぶらんこに乗る
906,kriechen::V,reptar,這う
907,kriechen::V,arrossegar-se,這う
908,schwimmen::V,nadar,泳ぐ
909,tauchen::V,bussejar,潜る
910,tauchen::V,submergir-se,潜る
911,rudern::V,remar,漕ぐ
912,fahren::V,anar,行く
913,fahren::V,anar,乗車する
914,fliegen::V,volar,飛ぶ
915,gehen::V,caminar,行く
916,weggehen::V,anar-se'n,立ち去る
917,abfahren::V,partir,出発する
918,anhalten::V,aturar-se,止まる
919,hineingehen::V,entrar,入る
920,eintreten::V,entrar,中に入る
921,kommen::V,venir,来る
922,ankommen::V,arribar,着く
923,ankommen::V,arribar,到着する
924,zurückkommen::V,tornar,帰る
925,bleiben::V,quedar-se,留まる
926,warten::V,esperar,待つ
927,erwarten::V,esperar,期待する
928,suchen::V,buscar,探る
929,finden::V,trobar,見つける
930,versuchen::V,intentar,試す
931,vorbereiten::V,preparar,準備する
932,lieben::V,estimar,愛する
933,mögen::V,agradar a,好きである
934,lachen::V,riure,笑う
935,rühren::V,commoure,感情を動かす
936,rühren::V,emocionar,感情を動かす
937,weinen::V,plorar,泣く
938,schimpfen::V,renyar,叱る
939,sich ärgern::V,enfadar-se,怒る
940,sich ärgern::V,enfadar-se,腹を立てる
941,sich fürchten::V,tenir por,怖がる
942,fürchten::V,témer,恐れる
943,fliehen::V,fugir,逃げる
944,flüchten::V,refugiar-se,逃亡する
945,sehen::V,veure,見る
946,anschauen::V,mirar,眺める
947,ansehen::V,mirar,見る
948,hören::V,oir,聞く
949,zuhören::V,escoltar,聴く
950,probieren::V,provar,食べてみる
951,riechen::V,olorar,気取る
952,fühlen::V,sentīr,感じる
953,scheinen::V,semblar,ように見える
954,zu sehen sein::V,poder-se veure,見える
955,vernehmen::V,percebre,承る
956,frieren::V,tenir fred,寒気がする
957,tun::V,fer,する
958,können::V,poder,出来る
959,wollen::V,voler,-たい
960,anfangen::V,iniciar,始める
961,beenden::V,acabar,終える
962,aufhören::V,deixar,止める
963,gelingen::V,sortir bé,成功する
964,geraten::V,sortir,当たる
965,öffnen::V,obrir,開く
966,öffnen::V,obrir,開ける
967,schließen::V,tancar,閉める
968,stellen::V,posar,置く
969,stellen::V,posar,据える
970,stellen::V,col·locar,置く
971,stellen::V,col·locar,据える
972,setzen::V,assentar,座らせる
973,legen::V,posar,置く
974,berühren::V,tocar,触る
975,berühren::V,tocar,触れる
976,verbinden::V,unir,結びつける
977,verbinden::V,connectar,結びつける
978,bedecken::V,tapar,覆う
979,bedecken::V,cobrir,覆う
980,aufhängen::V,penjar,掛ける
981,anzünden::V,encendre,燃やす
982,anzünden::V,encendre,火をつける
983,aufheben::V,aixecar,拾う
984,zurücklassen::V,deixar,残す
985,verlieren::V,pērdre,無くす
986,fallen lassen::V,deixar caure,落とす
987,machen::V,fer,作る
988,herstellen::V,producir,製造する
989,bauen::V,construir,建設する
990,reparieren::V,reparar,直す
991,reparieren::V,reparar,修理する
992,verbessern::V,millorar,改良する
993,ändern::V,canviar,変える
994,graben::V,cavar,掘る
995,beugen::V,doblegar,折る
996,biegen::V,corbar,曲げる
997,biegen::V,arquejar,曲げる
998,drehen::V,girar,回す
999,wenden::V,girar,裏返す
1000,umdrehen::V,voltar,裏返す
1001,heben::V,pujar,挙げる
1002,heben::V,aixecar,挙げる
1003,hochheben::V,aixecar,持ち上げる
1004,ergreifen::V,agafar,取り上げる
1005,halten::V,mantenir,持つ
1006,drücken::V,prémer,押す
1007,drücken::V,estrènyer,押す
1008,schieben::V,empènyer,ずらす
1009,kratzen::V,raspar,引っ掻く
1010,lecken::V,llepar,なめる
1011,beißen::V,mossegar,噛む
1012,abreißen::V,arrencar,剝ぎ取る
1013,abschneiden::V,tallar,切り取る
1014,binden::V,lligar,縛る
1015,stecken::V,ficar,差し込む
1016,brechen::V,trencar,破る
1017,klopfen::V,trucar,とんとん叩く
1018,hauen::V,picar,叩く
1019,hauen::V,colpejar,叩く
1020,kleben::V,enganxar,貼る
1021,kleben::V,enganxar,くっ付ける
1022,reiben::V,fregar,擦る
1023,streichen::V,untar,塗る
1024,schleifen::V,afilar,研ぐ
1025,schleifen::V,esmolar,研ぐ
1026,schneiden::V,tallar,切る
1027,rütteln::V,sacsejar,揺さぶる
1028,schütteln::V,agitar,振る
1029,schütteln::V,agitar,揺さぶる
1030,schütteln::V,sacsejar,振る
1031,schütteln::V,sacsejar,揺さぶる
1032,schwenken::V,agitar,振る
1033,schütten::V,abocar,注ぐ
1034,füllen::V,omplir,いっぱいにする
1035,einwickeln::V,embolicar,包む
1036,tragen::V,dur,運ぶ
1037,tragen::V,portar,運ぶ
1038,schleppen::V,arrossegar,引きずる
1039,ziehen::V,tirar,引く
1040,ziehen::V,estirar,引く
1041,aufbewahren::V,conservar,預かる
1042,werfen::V,llançar,投げる
1043,fangen::V,agafar,受ける
1044,fangen::V,atrapar,受ける
1045,packen::V,engrapar,掴む
1046,verstecken::V,amagar,隠す
1047,teilen::V,dividir,分ける
1048,schicken::V,enviar,送る
1049,bringen::V,portar,持って行く
1050,hinzufügen::V,afegir,加える
1051,bekommen::V,obtenir,得る
1052,erhalten::V,rebre,受ける
1053,nehmen::V,prendre,取る
1054,wählen::V,triar,選ぶ
1055,wählen::V,elegir,選ぶ
1056,auswählen::V,escollir,選ぶ
1057,auswählen::V,seleccionar,選ぶ
1058,bewahren::V,conservar,保存する
1059,behindern::V,impedir,妨害する
1060,behindern::V,obstaculitzar,妨害する
1061,verderben::V,espatllar,台無しにする
1062,beschädigen::V,danyar,損傷する
1063,beschädigen::V,destrossar,損傷する
1064,zerbrechen::V,trencar,割る
1065,zerreißen::V,estripar,引き裂く
1066,zerstören::V,destruir,破壊する
1067,verbrennen::V,cremar,焼く
1068,geben::V,donar,上げる
1069,reichen::V,passar,渡す
1070,schenken::V,regalar,贈る
1071,versprechen::V,prometre,約束する
1072,wünschen::V,desitjar,望む
1073,loben::V,elogiar,褒める
1074,küssen::V,fer un petó a,キスする
1075,wiegen::V,bressolar,揺する
1076,zudecken::V,tapar,覆う
1077,zudecken::V,cobrir,覆う
1078,wecken::V,despertar,起こす
1079,zeigen::V,mostrar,見せる
1080,zeigen::V,ensenyar,見せる
1081,führen::V,guiar,案内する
1082,führen::V,conduir,案内する
1083,lehren::V,ensenyar,教える
1084,unterrichten::V,ensenyar,通知する
1085,aufziehen::V,criar,育てる
1086,leiten::V,dirigir,導く
1087,antreiben::V,impel·lir,励ます
1088,lassen::V,fer,～させる
1089,einladen::V,invitar,誘う
1090,einladen::V,invitar,招待する
1091,einladen::V,convidar,誘う
1092,einladen::V,convidar,招待する
1093,vereinigen::V,unir,一つにする
1094,besuchen::V,visitar,訪ねる
1095,besuchen::V,anar a veure,訪ねる
1096,treffen::V,trobar,出会う
1097,sich versammeln::V,reunir-se,集まる
1098,spielen::V,jugar,遊ぶ
1099,singen::V,cantār,歌う
1100,tanzen::V,ballar,踊る
1101,sich trennen::V,separar-se,別れる
1102,verlassen::V,deixar,別れる
1103,verlassen::V,abandonar,別れる
1104,retten::V,salvar,救う
1105,retten::V,salvar,助ける
1106,bewachen::V,vigilar,見張る
1107,bewachen::V,vigilar,軽微する
1108,schützen::V,protegir,保護する
1109,verteidigen::V,defensar,守る
1110,sich schlagen::V,barallar-se,殴る
1111,schießen::V,tirar,撃つ
1112,schießen::V,disparar,撃つ
1113,siegen::V,vèncer,勝つ
1114,ärgern::V,enfadar,怒らせる
1115,schlagen::V,pegar,殴る
1116,schlagen::V,colpejar,殴る
1117,treten::V,donar un cop de peu a,蹴る
1118,stechen::V,punxar,突く
1119,stechen::V,apunyalar,突く
1120,stoßen::V,empènyer,突く
1121,stehlen::V,robar,盗る
1122,stören::V,molestar,構う
1123,belästigen::V,importunar,邪魔する
1124,verbergen::V,amagar,隠す
1125,verbergen::V,ocultar,隠す
1126,täuschen::V,enganyar,だます
1127,betrügen::V,estafar,だます
1128,töten::V,matar,殺す
1129,wohnen::V,vīure,住む
1130,wohnen::V,habitar,住む
1131,arbeiten::V,treballar,働く
1132,sammeln::V,col·leccionar,集める
1133,sammeln::V,col·leccionar,収集する
1134,pflücken::V,collir,摘む
1135,jagen::V,caçar,狩りをする
1136,fischen::V,pescar,釣る
1137,fassen::V,atrapar,捕る
1138,hüten::V,pasturar,放牧する
1139,treiben::V,arriar,追う
1140,anbinden::V,lligar,繋ぐ
1141,füttern::V,donar menjar a,餌をやる
1142,melken::V,munyir,搾乳する
1143,hacken::V,picar,刻む
1144,hacken::V,tallar,刻む
1145,gießen::V,regar,水をやる
1146,reifen::V,madurar,熟す
1147,zubereiten::V,preparar,調理する
1148,kochen::V,coure,煮る
1149,backen::V,coure al forn,焼く
1150,braten::V,rostir,焼く
1151,braten::V,rostir,炒める
1152,umrühren::V,remenar,混ぜる
1153,stricken::V,tricotar,編む
1154,stricken::V,fer punt de mitja,編む
1155,nähen::V,cosir,縫う
1156,färben::V,tenyir,染める
1157,reinigen::V,netejar,掃除する
1158,waschen::V,rentār,洗う
1159,waschen::V,rentār,洗濯する
1160,abwischen::V,eixugar,拭く
1161,spülen::V,esbandir,洗う
1162,spülen::V,esbandir,すすぐ
1163,fegen::V,escombrar,掃除する
1164,kehren::V,escombrar,掃く
1165,baden::V,banyar-se,入浴する
1166,sich waschen::V,rentār-se,洗う
1167,ausziehen::V,treure's,脱ぐ
1168,anziehen::V,posar-se,着る
1169,sich anziehen::V,vestir-se,着る
1170,kämmen::V,pentinar,梳く
1171,schmücken::V,adornar,飾る
1172,sagen::V,dir,言う
1173,sprechen::V,parlar,話す
1174,reden::V,parlar,話す
1175,sich unterhalten::V,conversar,話をする
1176,fragen::V,preguntar,聞く
1177,bitten::V,demanar,頼む
1178,bitten::V,demanar,お願いする
1179,erzählen::V,contar,物語る
1180,erzählen::V,explicar,物語る
1181,mitteilen::V,comunicar,伝える
1182,nennen::V,nomenar,名づける
1183,rufen::V,cridar,呼ぶ
1184,prahlen::V,lloar-se,自慢する
1185,prahlen::V,jactar-se,自慢する
1186,übersetzen::V,traduir,訳す
1187,denken::V,pensar,考える
1188,glauben::V,creure,信じる
1189,bemerken::V,notar,気が付く
1190,erkennen::V,reconèixer,認識する
1191,begreifen::V,comprendre,分かる
1192,verstehen::V,entendre,聞き取る
1193,lernen::V,aprendre,学ぶ
1194,lernen::V,aprendre,勉強する
1195,wissen::V,saber,知っている
1196,sich erinnern an::V,recordar,思い出す
1197,vergessen::V,oblidar,忘れる
1198,messen::V,mesurar,計る
1199,messen::V,mesurar,測定する
1200,zählen::V,comptar,数える
1201,rechnen::V,calcular,計算する
1202,lesen::V,llegir,読む
1203,malen::V,pintar,描く
1204,zeichnen::V,dibuixar,写生する
1205,schreiben::V,escrīure,書く
1206,besitzen::V,posseir,所持する
1207,kaufen::V,comprar,買う
1208,verkaufen::V,vendre,売る
1209,bezahlen::V,pagar,払う
1210,zahlen::V,pagar per,支払う
1211,beherrschen::V,dominar,支配する
1212,ertragen::V,aguantar,耐える
