,Concept_ID,mdf,ab
716,fern::A,куна́рдонь,ахара
717,linker::A,кержи,арма
718,rechter::A,види,арҕьа
719,anderer::A,лия,даҽа
720,anderer::A,лия,даҽакы
721,erster::A,васенце,актәи
722,zweiter::A,омбоце,аҩбатəи
723,dritter::A,колмоце,ахҕатәи
724,letzter::A,ме́кольце,аҵыхəтəантəи
725,allein::ADV,ськамонза,мацара
726,auf einmal::ADV,вихцок,зныкала
727,auf einmal::ADV,вихцок,зныкҟьара
728,zusammen::ADV,марс,аиц...
729,zusammen::ADV,ма́рса,аиц...
730,lange::ADV,кува́тьс,акыраамҭа
731,plötzlich::ADV,а́пак учт,иаалырҟьаны
732,sofort::ADV,тяникиге,иаразнакҵәҟьа
733,später::ADV,ме́ле,уажəшьҭаншəа
734,jetzt::ADV,тяни,уажәы
735,heute::ADV,тячи,иахьа
736,morgen::ADV,ва́нды,уаҵәы
737,bald::ADV,курок,иласны
738,dann::ADV,меле,нас
739,dann::ADV,сяда меле,нас
740,gestern::ADV,ися́к,иацы
741,einst::ADV,весть,зны
742,einst::ADV,мзя́рда-бди,зны
743,damals::ADV,эста,усҟан
744,danach::ADV,меле,нас
745,vorher::ADV,инголи,уаанӡа
746,zuerst::ADV,ва́сенда,азнаказы
747,zuerst::ADV,ва́сенда,аҧхьа
748,einmal::ADV,весть,зны
749,manchmal::ADV,лия́ста,зны-зынла
750,manchmal::ADV,ко́ста-ко́ста,зны-зынла
751,oft::ADV,си́деста,лассы-лассы
752,immer::ADV,фалу,енагь
753,immer::ADV,фалу,еснагь
754,immer::ADV,най,енагь
755,immer::ADV,най,еснагь
756,niemals::ADV,аф мзя́рдонга,ианакəызаалак
757,hier::ADV,тяса,ара
758,hier::ADV,тяса,абра
759,hier::ADV,тяса,араҟа
760,hierhin::ADV,сей,ара
761,hierhin::ADV,сей,араҟа
762,hierhin::ADV,тяза,ара
763,hierhin::ADV,тяза,араҟа
764,von hier::ADV,тя́ста,арантә
765,dort::ADV,тоса,уа
766,dorthin::ADV,тов,уахь
767,dorthin::ADV,тов,анахь
768,dorthin::ADV,тоза,уахь
769,dorthin::ADV,тоза,анахь
770,geradeaus::ADV,ви́деста,ишиашоу
771,vorwärts::ADV,и́нголи,ҕхьаҟа
772,rückwärts::ADV,ме́ки,шьҭахьла
773,zurück::ADV,ме́ки,шьҭахьҟа
774,unten::ADV,ала,лбаа
775,hinab::ADV,алу,алада
776,oben::ADV,вяре,хыхь
777,hinauf::ADV,вяри,аҩада
778,überall::ADV,се́мбе ва́стова,зегьынцьара
779,nicht::ADV,аф,-м
780,ein wenig::ADV,аф лама,ҕыҭк
781,kaum::ADV,а́ньцек,аарлаҳәа
782,kaum::ADV,а́ньцек,афергьҳәа
783,sehr::ADV,пяк,даара
784,so::ADV,ста́не,ас
785,so::ADV,ста́не,абас
786,noch::ADV,нинге,макьана
787,nur::ADV,аньцек,заҵәык
788,schon::ADV,ни,уажәшьҭа
789,schon::ADV,ни,аиҳа ипоу
790,wieder::ADV,та́га,ҿыц
791,wieder::ADV,та́га,дырҩегь
792,wieder::ADV,та́га,дырҩегьых
793,vergebens::ADV,стак,баша
794,vor::PRP,инголе,аҕхьа
795,hinter::PRP,фтала,нхыҵ
796,hinter::PRP,мельге,нхыҵ
797,unter::PRP,ала,амҵа
798,unter::PRP,ала,амҵан
799,durch::PRP,пачк,
800,neben::PRP,ваксса,ааигуара
801,zwischen::PRP,ёткса,абжьара
802,wegen::PRP,сюнеда,-иззы
803,wegen::PRP,сюнеда,-ҟнытә
804,dies::PRN,тя,ари
805,dies::PRN,тя,абри
806,das::PRN,ся,Абни
807,das::PRN,ся,убри
808,das::PRN,тона,Абни
809,das::PRN,тона,убри
810,alles::PRN,сембе,зегьы
811,ich::PRN,мон,са
812,ich::PRN,мон,сара
813,du::PRN,тон,бара
814,er::PRN,сон,иара
815,wir::PRN,минь,ҳара
816,ihr::PRN,тинь,шәара
817,sie::PRN,синь,дара
818,was::FPRN,мезе,
819,wer::FPRN,кие,дарбан
820,wo::FADV,коса,иабыкуу
821,wo::FADV,коса,аба-
822,wo::FADV,коса,ахь-
823,wohin::FADV,ков,иабыкуу
824,wohin::FADV,ков,аба-
825,wohin::FADV,ков,ахь-
826,wohin::FADV,коза,иабыкуу
827,wohin::FADV,коза,аба-
828,wohin::FADV,коза,ахь-
829,wie::FADV,ко́да,-шҕа
830,warum::FADV,мес,избан
831,wieviel::FNUM,мзя́ра,заҟа
832,eins::NUM,фкя,акы
833,eins::NUM,фкя,аӡәы
834,zwei::NUM,кафта,ҩба
835,drei::NUM,колма,хҕа
836,vier::NUM,ниле,ҕшьба
837,fünf::NUM,вете,хəба
838,sechs::NUM,кота,фба
839,sieben::NUM,сисем,Бжьба
840,acht::NUM,кафкса,ааба
841,neun::NUM,ве́йхкса,жәба
842,zehn::NUM,кемонь,жәаба
843,elf::NUM,кефкие,жәеизатәи
844,zwölf::NUM,кемгафтува,жәаҩа
845,zwanzig::NUM,комсь,ҩажәа
846,dreißig::NUM,колмогемонь,ҩажәижәабатәи
847,vierzig::NUM,нильге́монь,ҩынҩажәа
848,fünfzig::NUM,ве́дьгемонь,ҩынҩажәеижәаба
849,sechzig::NUM,ко́дгемонь,хынҩажәа
850,siebzig::NUM,сизьге́монь,хынҩажәижәаба
851,achtzig::NUM,ка́фксогемонь,ҕшьынҩажәа
852,neunzig::NUM,ве́йхксогемонь,ҕшьынҩажәижәаба
853,hundert::NUM,сяда,шәкы
854,tausend::NUM,тёжянь,зқьы
855,und::CNJ,и,-и
856,und::CNJ,дъ,-и
857,oder::CNJ,или,ма
858,oder::CNJ,али,ма
859,stehen::V,а́щемс стя́да,агылазаара
860,sitzen::V,ащемс озада,атəара
861,sitzen::V,ащемс озада,атəа(заа)ра
862,liegen::V,ма́дозь а́щемс,аиара
863,hängen::V,нюрьгомс,акнаҳара
864,werden::V,арамс,аҟалара
865,werden::V,тиевомс,аҟалара
866,passieren::V,лисэмс,аҟалара
867,passieren::V,эвондамс,аҟалара
868,beginnen::V,ушедомс,алагара
869,enden::V,лоткамс,алгара
870,wechseln::V,по́лафнемс,аҽыҧсахра
871,aufgehen[Sonne]::V,стямс,агылара
872,aufgehen[Sonne]::V,стямс,ахашлара
873,aufgehen[Sonne]::V,стямс,аҩаҵхахара
874,aufgehen[Sonne]::V,лисемс,агылара
875,aufgehen[Sonne]::V,лисемс,ахашлара
876,aufgehen[Sonne]::V,лисемс,аҩаҵхахара
877,untergehen[Sonne]::V,валгомс,аҭашəара
878,scheinen[Sonne]::V,ва́лдоптомс,акаҧхара
879,donnern::V,торамс,адыдра
880,wehen::V,уфа́мс,асра
881,strömen::V,шудемс,акаҭəара
882,fließen::V,шудемс,ацара
883,sich drehen::V,шаромс,ахагьежьра
884,schwanken::V,якамс,аҵысра
885,schwingen::V,люксемс,ахызазара
886,schwingen::V,люксемс,акьаандара
887,schwingen::V,нюрьсемс,ахызазара
888,schwingen::V,нюрьсемс,акьаандара
889,fallen::V,прамс,акаҳара
890,fallen::V,прашендомс,акаҳара
891,brennen::V,паломс,абылра
892,rauchen::V,качадомс,ахылҵра
893,regnen::V,пиземс,аура
894,gefrieren::V,эйндамс,аҵаара
895,gefrieren::V,кельмомс,аҵаара
896,tauen::V,соламс,аӡҭра
897,schmelzen::V,соламс,ақəӡыҭра
898,schmelzen::V,соламс,аҭəара
899,trocknen::V,коськомс,абара
900,sieden::V,лакамс,ашра
901,faulen::V,наксадомс,абаара
902,verfaulen::V,наксадомс,абаара
903,verfaulen::V,наксадомс,аилашра
904,reißen::V,сязевомс,аҧжəара
905,versinken::V,ваямс,аӡааҟəрылара
906,vergehen::V,ётамс,ацара
907,erscheinen::V,эвондамс,ацəырҵра
908,verschwinden::V,юма́мс,аҵашəкəара
909,sinken::V,валгомс,атəара
910,sinken::V,валгомс,алаҟəра
911,abnehmen::V,киремс,ацӡаара
912,abnehmen::V,киремс,аиҵалара
913,zunehmen::V,ламокстомс,аҽырҭбаара
914,zunehmen::V,ламокстомс,аиҵыҵра
915,zunehmen::V,ламокстомс,арацəахара
916,zunehmen::V,рашнемс,аҽырҭбаара
917,zunehmen::V,рашнемс,аиҵыҵра
918,zunehmen::V,рашнемс,арацəахара
919,steigen::V,кеподемс,азҳара
920,steigen::V,кеподемс,ашьҭыҵра
921,steigen::V,кеподемс,адухара
922,steigen::V,кеподемс,ацлара
923,wachsen::V,касомс,азҳара
924,glänzen::V,цинзелдомс,ацыр-цырра
925,glänzen::V,цинзелдомс,ацыҩ-цыҩра
926,glänzen::V,цинзелдомс,аказказра
927,glänzen::V,цифордомс,ацыр-цырра
928,glänzen::V,цифордомс,ацыҩ-цыҩра
929,glänzen::V,цифордомс,аказказра
930,funkeln::V,ци́фтордомс,ашап-шапра
931,funkeln::V,ци́фтордомс,ацым-цымра
932,lärmen::V,жалнамс,ашьҭыбжьгара
933,lärmen::V,жалнамс,аҕьҕьаҳәа аилалара
934,läuten::V,гайфтемс,аҵəҵəасра
935,klingeln::V,гайфтемс,аҵəҵəасра
936,klirren::V,ка́нзеркшнемс,ахьархьарра
937,klirren::V,ка́нзеркшнемс,архьархьарра
938,brausen::V,жоледемс,аилаҽҽара
939,brausen::V,жоледемс,еилашуера
940,rauschen::V,вжнамс,
941,rauschen::V,гамнамс,
942,klingen::V,кайгомс,агара
943,klingen::V,кайгомс,ашьҭыбжь гара
944,bellen::V,ува́мс,ашра
945,heulen::V,сувомс,ауура
946,heulen::V,урнамс,ауура
947,blasen::V,уфа́мс,аҭəҳəара
948,pfeifen::V,вяшкомс,ашəшəра
949,schreien::V,пешкодомс,аҳəҳəара
950,schreien::V,пешкодомс,ахəаара
951,schreien::V,пешкодомс,аҟаара
952,stöhnen::V,куфцемс,ақьра
953,zittern::V,таромс,аҵыс-ҵысра
954,leben::V,эрямс,аҟазаара
955,geboren werden::V,шачемс,Аира
956,atmen::V,ажнамс,аҕсыҕ лагаҩагара
957,trinken::V,симомс,ажəра
958,essen::V,ярхцамс,акрыфара
959,schlucken::V,нилемс,албаадара
960,müde werden::V,сиземс,ааҕсара
961,einschlafen::V,матодовомс,ацəара
962,schlafen::V,удомс,ацəазаара
963,aufwachen::V,съргоземс,аҿыхара
964,aufstehen::V,стямс,Агəылҵра
965,sich erholen::V,ваймосемс,аҧсшьара
966,krank werden::V,сярядькстомс,ачмазаҩхара
967,krank sein::V,сярядемс,аҳəарҧсарра
968,schmerzen::V,сярядемс,ахьра
969,husten::V,козомс,аимҳәара
970,genesen::V,пъ́чкамс,абзиахара
971,genesen::V,пъ́чкамс,аӷəӷəахара
972,sterben::V,куломс,аҧсра
973,umkommen::V,юма́мс,аҭахара
974,sich bewegen::V,шаштомс,аиҭаҵра
975,sich rühren::V,сърхка́мс,ақəацара
976,sich erheben::V,стямс,аҩагылара
977,sich setzen::V,озамс,атəара
978,hinfallen::V,прамс,акаҳара
979,hinfallen::V,сяворемс,акаҳара
980,laufen::V,якамс,аныҟəара
981,schreiten::V,молемс,ашьаҿа еихгара
982,schreiten::V,аськолямс,ашьаҿа еихгара
983,spazierengehen::V,якамс,анеи-ааира
984,eilen::V,эряскодомс,аццакра
985,sich beeilen::V,эряскодомс,аццакра
986,sausen::V,лиемс,аҧырра
987,sausen::V,лиемс,иҭрысны
988,sausen::V,лиемс,ишьҭҟьаны ацара
989,rennen::V,арнемс,аҩра
990,springen::V,комотнемс,аҧара
991,klettern::V,ку́цемс,ақəлара
992,schaukeln::V,нюрямс,аҟəараҟəанҽара
993,kriechen::V,шаштомс комада,аҳəазара
994,schwimmen::V,уемс,аӡсара
995,tauchen::V,юпиемс,ахəӡааҵəира
996,tauchen::V,чёпафнемс,ахəӡааҵəира
997,rudern::V,па́немс ве́неж,аҵшьра
998,fahren::V,ардомс,акала
999,fliegen::V,лиемс,аҧырра
1000,gehen::V,молемс,аиҭаҵра
1001,weggehen::V,тумс,ацара
1002,abfahren::V,тумс,адəықəлара
1003,abfahren::V,тумс,ацара
1004,anhalten::V,лоткамс,ааныргылара
1005,hineingehen::V,сува́мс,аҭалара
1006,eintreten::V,сува́мс,аҩналара
1007,kommen::V,самс,аара
1008,kommen::V,самс,ааира
1009,ankommen::V,самс,ааира
1010,ankommen::V,самс,аара
1011,ankommen::V,самс,анеира
1012,ankommen::V,пачкодемс,ааира
1013,ankommen::V,пачкодемс,аара
1014,ankommen::V,пачкодемс,анеира
1015,zurückkommen::V,мърдамс,азыхынҳəра
1016,bleiben::V,иля́домс,аанхара
1017,bleiben::V,иля́домс,анхара
1018,bleiben::V,иля́домс,аангылара
1019,warten::V,учемс,азҧшзаара
1020,erwarten::V,учемс,азҧшра
1021,suchen::V,вешемс,ашьҭазаара
1022,finden::V,мумс,аҧшаара
1023,versuchen::V,варчсемс,аҽазкра
1024,vorbereiten::V,анокламс,армазеира
1025,lieben::V,кельгомс,абзиабара
1026,mögen::V,кельгомс,агəаҧхара
1027,lachen::V,рахамс,аччара
1028,lachen::V,рахсемс,аччара
1029,rühren::V,токамс седи,арҵəуара
1030,weinen::V,авардемс,аҵəуара
1031,schimpfen::V,сюцемс,ацəҳара
1032,sich ärgern::V,кяжиямс,агəаара
1033,sich fürchten::V,пелемс,аӡыӡара
1034,fürchten::V,пелемс,ацəшəара
1035,fliehen::V,ворьгодемс,абналара
1036,fliehen::V,ворьгодемс,ацəцара
1037,flüchten::V,ша́домс,абналара
1038,flüchten::V,ша́домс,ацəцара
1039,flüchten::V,во́рьгодемс,абналара
1040,flüchten::V,во́рьгодемс,ацəцара
1041,sehen::V,няемс,абара
1042,anschauen::V,ваномс,ахəаҧшра
1043,ansehen::V,ваномс,ахəаҧшра
1044,hören::V,марямс,аҳара
1045,zuhören::V,ку́лхдоньомс,азыӡырҩра
1046,probieren::V,варжамс,аҧышəара
1047,riechen::V,никса́мс,афыҩра
1048,fühlen::V,марямс,анырра
1049,fühlen::V,марямс,ацәакырра
1050,scheinen::V,ня́евомс,шәа
1051,scheinen::V,ня́евомс,аацәырҵа
1052,zu sehen sein::V,ня́евомс,
1053,vernehmen::V,марямс,аҳара
1054,frieren::V,паломс,ашəра
1055,frieren::V,паломс,аҵаара
1056,frieren::V,кельмомс,ашəра
1057,frieren::V,кельмомс,аҵаара
1058,tun::V,тиемс,аҟаҵара
1059,können::V,маштомс,алшара
1060,wollen::V,-не-,аҭахра
1061,anfangen::V,ушедомс,алагара
1062,beenden::V,аде́ламс,алгара
1063,aufhören::V,лоткамс,аҟəыҵра
1064,gelingen::V,удалакшнемс,аура
1065,gelingen::V,удалакшнемс,аманшəалахара
1066,gelingen::V,удалакшнемс,алҵра
1067,geraten::V,лисемс,нзаарын
1068,öffnen::V,панжемс,аартра
1069,schließen::V,сёлгомс,аркра
1070,stellen::V,путомс,аргылара
1071,setzen::V,озафнемс,артəара
1072,setzen::V,озавтнемс,артəара
1073,legen::V,путомс,ақəҵара
1074,berühren::V,токамс,акьысра
1075,berühren::V,токамс,алакьысра
1076,verbinden::V,сотомс,аҿаҳəара
1077,bedecken::V,комачамс,ақəршəра
1078,bedecken::V,вельхтямс,ақəршəра
1079,aufhängen::V,повфтамс,акнаҳара
1080,anzünden::V,крьвя́стемс,аркра
1081,aufheben::V,кеподемс,ашьҭыхра
1082,aufheben::V,касфтомс,ашьҭыхра
1083,zurücklassen::V,ка́домс,аныжьра
1084,verlieren::V,юма́фтомс,ацəыӡра
1085,fallen lassen::V,прафтомс,ацəкаҳара
1086,machen::V,тиемс,ачаҧара
1087,herstellen::V,анокламс,аиҵдара
1088,bauen::V,путомс,аргылара
1089,reparieren::V,петемс,арҽеира
1090,verbessern::V,цебярьгофтомс,аиҕьтəра
1091,ändern::V,полафтомс,аҧсахра
1092,graben::V,шу́вомс,ажра
1093,graben::V,та́ргамс,ажра
1094,beugen::V,мяндемс,арҟəра
1095,beugen::V,мяндемс,архəара
1096,biegen::V,комафтомс,арҟəра
1097,biegen::V,комафтомс,архəара
1098,drehen::V,шо́вамс,аргьежьра
1099,drehen::V,ша́рфнемс,аргьежьра
1100,wenden::V,ша́рфтомс,
1101,umdrehen::V,шарфтомс,аарҳәра
1102,heben::V,ке́подемс,аҩахара
1103,heben::V,ке́подемс,араҳара
1104,hochheben::V,ке́подемс,ахагалара
1105,hochheben::V,ке́подемс,ашьҭҳəара
1106,hochheben::V,ка́сфтомс,ахагалара
1107,hochheben::V,ка́сфтомс,ашьҭҳəара
1108,ergreifen::V,фатямс,
1109,halten::V,кирдемс,акра
1110,drücken::V,люпшта́мс,ақəрӷəӷəара
1111,schieben::V,шашфтомс,аҵгəара
1112,schieben::V,шашфтомс,агəара
1113,kratzen::V,а́нгорямс,ацəҟьара
1114,kratzen::V,киськоря́мс,ацəҟьара
1115,lecken::V,нолсемс,арбзара
1116,beißen::V,сускомс,ацҳара
1117,abreißen::V,сяземс,амжəара
1118,abschneiden::V,керомс,ахҵəара
1119,abschneiden::V,керомс,аҿахҵəара
1120,binden::V,сотомс,аҿаҳəара
1121,stecken::V,сялгомс,алаҵара
1122,brechen::V,си́ннемс,аҧҵəара
1123,brechen::V,ка́лафтомс,аҧҵəара
1124,klopfen::V,чакамс,асра
1125,klopfen::V,чакиемс,асра
1126,hauen::V,шавомс,ақəкшара
1127,hauen::V,пиксомс,ақəкшара
1128,kleben::V,пе́тфнемс,аҷабра
1129,reiben::V,шо́вамс,арҟəыҷра
1130,streichen::V,вадемс,ахьшьра
1131,schleifen::V,шо́вамс,ахра
1132,schneiden::V,керомс,аҧҟара
1133,rütteln::V,та́рфтомс,арҵысра
1134,schütteln::V,шука́демс,аршəшəара
1135,schwenken::V,яфодемс,аҟьара
1136,schütten::V,каямс,аҭаҭəара
1137,schütten::V,нюрьхтя́мс,аҭаҭəара
1138,füllen::V,пяшкодемс,арҭəра
1139,einwickeln::V,тапардамс,алаҳəара
1140,tragen::V,кандомс,аҩагара
1141,schleppen::V,ускомс,арҳəазара
1142,ziehen::V,ускомс,ахара
1143,aufbewahren::V,ванфтомс,аҵəахра
1144,werfen::V,ёрямс,аршəра
1145,fangen::V,кунда́мс,акра
1146,packen::V,фатямс,анкра
1147,packen::V,фатямс,аҵкаара
1148,verstecken::V,кяшемс,аҵəахра
1149,teilen::V,явомс,ашара
1150,schicken::V,кучемс,ашьҭра
1151,bringen::V,кандомс,аагара
1152,bringen::V,пачфтемс,аагара
1153,hinzufügen::V,пу́томс та́га,ацҵара
1154,hinzufügen::V,ма́ксомс та́га,ацҵара
1155,bekommen::V,сявомс,аҧшаара
1156,bekommen::V,сявомс,архиара
1157,bekommen::V,сявомс,аура
1158,erhalten::V,сявомс,аиура
1159,nehmen::V,сявомс,агара
1160,wählen::V,ко́чкамс,алҧшаара
1161,auswählen::V,кочкамс,алхра
1162,bewahren::V,ванфтомс,
1163,behindern::V,шорямс,аҧырхагахара
1164,verderben::V,коламс,алгара
1165,verderben::V,коламс,абжьыхра
1166,verderben::V,коламс,аҧхасҭатəра
1167,verderben::V,гастямс,алгара
1168,verderben::V,гастямс,абжьыхра
1169,verderben::V,гастямс,аҧхасҭатəра
1170,beschädigen::V,тиендемс зиян,аҧхасҭатəра
1171,zerbrechen::V,тапамс,аҧҽра
1172,zerreißen::V,сяземс,аҧжəара
1173,zerstören::V,ка́лафтомс,аилаҧыххаара
1174,verbrennen::V,пълхта́мс,абылра
1175,geben::V,ма́ксомс,аҭара
1176,reichen::V,максомс,аҭара
1177,schenken::V,каземс,аҩгара
1178,versprechen::V,ма́ксомс вал,ақəргəыӷра
1179,wünschen::V,арьсемс,
1180,loben::V,шна́мс,арҽхəара
1181,küssen::V,палсемс,агəӡра
1182,wiegen::V,нюря́фтомс,
1183,zudecken::V,вельхтямс,аҵахҩара
1184,zudecken::V,вельхтямс,ақəршəра
1185,wecken::V,стя́фтомс,арҿыхара
1186,wecken::V,съ́ргозьфтемс,арҿыхара
1187,zeigen::V,няфтемс,арбара
1188,führen::V,вятемс,аныҟəгара
1189,lehren::V,тонафтомс,арҵара
1190,unterrichten::V,тонафтомс,арҧхьара
1191,aufziehen::V,касфтомс,ааӡара
1192,leiten::V,вятемс,ахагылазаара
1193,antreiben::V,вятемс,арццакра
1194,lassen::V,кошардомс,арҟаҵара
1195,einladen::V,тердемс,ааҕхьара
1196,einladen::V,тердемс,анаҧхьара
1197,einladen::V,серьгядемс,ааҕхьара
1198,einladen::V,серьгядемс,анаҧхьара
1199,vereinigen::V,пуроптомс,аилаҵара
1200,vereinigen::V,кочкамс марса,аилаҵара
1201,besuchen::V,варжамс,абара
1202,treffen::V,васьфтомс,аҧылара
1203,sich versammeln::V,кочкавомс,аизара
1204,spielen::V,налхксемс,ахəмарра
1205,singen::V,морамс,ашəаҳəара
1206,tanzen::V,кштимс,акəашара
1207,sich trennen::V,явомс,аилыҵра
1208,verlassen::V,кадондомс,акажьра
1209,retten::V,идемс,Аиқəрхара
1210,retten::V,араламс,Аиқəрхара
1211,bewachen::V,ваномс,ахьчара
1212,schützen::V,а́раламс,ацəыхьчара
1213,verteidigen::V,а́раламс,ахьчара
1214,sich schlagen::V,тюремс,аисра
1215,schießen::V,ляцемс,ахысра
1216,siegen::V,сяськомс,аиааира
1217,ärgern::V,кяжияфтомс,аргəаара
1218,schlagen::V,токамс,асра
1219,schlagen::V,токамс,аҭасра
1220,treten::V,тапамс,
1221,stechen::V,пупамс,алакшара
1222,stechen::V,сялгомс,алакшара
1223,stoßen::V,тостядемс,агəҭасра
1224,stehlen::V,саламс,аӡара
1225,stören::V,шорсемс,аҧырхагахара
1226,belästigen::V,токсамс,аргəамҵра
1227,belästigen::V,аф кадомс ваймама,аргəамҵра
1228,verbergen::V,кяшемс,аӡара
1229,täuschen::V,васькафтомс,ажьара
1230,täuschen::V,кяльготнемс,ажьара
1231,betrügen::V,васькафнемс,ажьара
1232,töten::V,шавомс,ашьра
1233,töten::V,аде́ламс,ашьра
1234,wohnen::V,эрямс,анхара
1235,arbeiten::V,покодемс,аусура
1236,sammeln::V,кочкамс,аҟəшəара
1237,sammeln::V,пу́роптомс,аҟəшəара
1238,pflücken::V,фатнемс,аҿыршəара
1239,pflücken::V,фатнемс,аҿыхра
1240,pflücken::V,нотфнемс,аҿыршəара
1241,pflücken::V,нотфнемс,аҿыхра
1242,jagen::V,кунда́мс,ашəарыцара
1243,fischen::V,калонь кунда́мс,аҧсыӡ икуеит
1244,fassen::V,кунда́мс,акра
1245,hüten::V,ваномс,арҳəра
1246,hüten::V,ваномс,ахьчара
1247,treiben::V,панемс,акацара
1248,anbinden::V,сотомс,адҳəалара
1249,füttern::V,трямс,акырҿаҵара
1250,füttern::V,а́ндомс,акырҿаҵара
1251,melken::V,потямс,ахьара
1252,hacken::V,лазондомс,аҟəаҟəара
1253,gießen::V,валомс,аҵаҭəара
1254,reifen::V,кенеремс,ашəра
1255,reifen::V,кенеремс,аҟалара
1256,zubereiten::V,анокламс,ацура
1257,kochen::V,пидемс,ажəра
1258,backen::V,пидемс,аӡра
1259,braten::V,пуштомс,аӡра
1260,umrühren::V,шорямс,аилрыхра
1261,stricken::V,кодамс,аҧара
1262,nähen::V,стамс,аӡахра
1263,färben::V,а́рхтомс,ашəра
1264,reinigen::V,ва́ткамс,арыцқьара
1265,reinigen::V,а́роптомс,арыцқьара
1266,waschen::V,муськомс,аӡәӡәара
1267,abwischen::V,нардамс,арбара
1268,spülen::V,оргалдомс,аҭыршара
1269,fegen::V,тяемс,аҧссара
1270,kehren::V,тяемс,
1271,baden::V,э́шелямс,аҽыкəабара
1272,sich waschen::V,штамс,аҽыӡəӡəара
1273,ausziehen::V,кайсефтемс,ашəыхра
1274,anziehen::V,ща́фтомс,ашəҵара
1275,sich anziehen::V,щамс,аҽеилаҳəара
1276,kämmen::V,се́ендемс,аҳəара
1277,schmücken::V,на́ряжамс,арҧшӡара
1278,schmücken::V,ма́зоптомс,арҧшӡара
1279,sagen::V,азомс,аҳəара
1280,sagen::V,мярьгомс,аҳəара
1281,sprechen::V,корхтамс,ацəажəара
1282,reden::V,корхнемс,ацəажəара
1283,reden::V,корхнемс,аицәажәара
1284,sich unterhalten::V,корхнемс,аицәажәара
1285,fragen::V,ки́зефтемс,азҵаара
1286,bitten::V,а́намс,аҳəара
1287,bitten::V,ве́шемс,аҳəара
1288,erzählen::V,а́зондомс,аҳəара
1289,mitteilen::V,азомс,азыцҳара
1290,nennen::V,лемдемс,ахьӡҵара
1291,nennen::V,путомс лем,ахьӡҵара
1292,rufen::V,серьгядемс,азҿыҭра
1293,prahlen::V,шна́фтомс пря́,аҽхəара
1294,übersetzen::V,ётафтомс,аиҭагара
1295,denken::V,арьсемс,азхəыцра
1296,glauben::V,кемамс,ахаҵара
1297,bemerken::V,ня́емс,агəаҭара
1298,erkennen::V,содамс,адырра
1299,begreifen::V,сатомс,аилкаара
1300,verstehen::V,шарьхкодемс,аҳара
1301,lernen::V,тонафнемс,аҵара
1302,wissen::V,со́дамс,адырра
1303,sich erinnern an::V,лятфтамс,агəаларшəара
1304,vergessen::V,юкстамс,ахашҭра
1305,messen::V,ункснемс,ашəара
1306,zählen::V,лу́вомс,аҧхьаӡара
1307,zählen::V,а́рьсемс,аҧхьаӡара
1308,rechnen::V,лувомс,аҳасабра
1309,lesen::V,лувомс,аҧхьара
1310,lesen::V,морафтомс,аҧхьара
1311,malen::V,рисова́ндамс,
1312,zeichnen::V,рисова́ндамс,
1313,schreiben::V,сёрмадомс,
1314,besitzen::V,улемс азоркс,амазаара
1315,kaufen::V,рамамс,Аахəара
1316,verkaufen::V,мимс,аҭира
1317,bezahlen::V,пандомс,ахҭынҵара
1318,bezahlen::V,пандомс,ашəара
1319,zahlen::V,па́ндомс,ашəара
1320,beherrschen::V,азорондамс,
1321,ertragen::V,кирдемс,ачҳара
1322,Netz::N,,акаҭа
