,Concept_ID,hr,vep
834,dann::ADV,zatim,sid'
835,gestern::ADV,juče,eglai
836,gestern::ADV,jučer,eglai
837,einst::ADV,negda,ende
838,einst::ADV,negda,kerdan
839,einst::ADV,nekada,ende
840,einst::ADV,nekada,kerdan
841,damals::ADV,tada,siloi
842,damals::ADV,onda,siloi
843,danach::ADV,poslije,sid'
844,danach::ADV,nakon toga,sid'
845,vorher::ADV,prije,ende
846,vorher::ADV,prije toga,ende
847,zuerst::ADV,prvo,ezmäi
848,zuerst::ADV,najprije,ezmäi
849,einmal::ADV,jednom,kerdan
850,einmal::ADV,jedanput,kerdan
851,manchmal::ADV,katkad,erašti
852,manchmal::ADV,katkada,erašti
853,oft::ADV,često,paksus
854,immer::ADV,vazda,kaiken
855,immer::ADV,uvijek,kaiken
856,niemals::ADV,nikad,ei nikonz
857,niemals::ADV,nikada,ei nikonz
858,hier::ADV,tu,täs
859,hier::ADV,tu,tägä
860,hier::ADV,ovdje,täs
861,hier::ADV,ovdje,tägä
862,hierhin::ADV,amo,tänna
863,hierhin::ADV,ovamo,tänna
864,von hier::ADV,odavde,täspäi
865,von hier::ADV,odavde,sid'päi
866,dort::ADV,ondje,sigä
867,dorthin::ADV,onamo,sinna
868,dorthin::ADV,onamo,nakkale
869,geradeaus::ADV,ravno,kohtha
870,vorwärts::ADV,naprijed,edehe
871,rückwärts::ADV,natrag,sel'gin
872,zurück::ADV,nazad,tagaze
873,zurück::ADV,natrag,tagaze
874,unten::ADV,dolje,alahan
875,hinab::ADV,nizbrdo,alaz
876,hinab::ADV,nizbrdo,alahaks
877,oben::ADV,gore,ülähän
878,hinauf::ADV,uzbrdo,ülez
879,hinauf::ADV,uzbrdo,ülähäks
880,überall::ADV,svuda,kaikjal
881,überall::ADV,svagdje,kaikjal
882,nicht::ADV,ne,ei
883,ein wenig::ADV,malo,vähän
884,kaum::ADV,tek,habi
885,kaum::ADV,jedva,habi
886,sehr::ADV,jako,lujas
887,sehr::ADV,veoma,lujas
888,so::ADV,tako,muga
889,so::ADV,tako,ninga
890,so::ADV,ovako,muga
891,so::ADV,ovako,ninga
892,noch::ADV,još,völ
893,nur::ADV,samo,järg
894,nur::ADV,samo,vaiše
895,schon::ADV,već,jo
896,wieder::ADV,opet,möst
897,wieder::ADV,ponovo,möst
898,vergebens::ADV,uzalud,uhtei
899,vergebens::ADV,zabadava,uhtei
900,vor::PRP,pred,edes
901,vor::PRP,ispred,edes
902,hinter::PRP,za,taga
903,hinter::PRP,iza,taga
904,unter::PRP,pod,al
905,unter::PRP,ispod,al
906,durch::PRP,po,läbi
907,durch::PRP,po,kal't
908,durch::PRP,kroz,läbi
909,durch::PRP,kroz,kal't
910,neben::PRP,kraj,rindal
911,neben::PRP,pored,rindal
912,neben::PRP,pokraj,rindal
913,zwischen::PRP,među,keskes
914,zwischen::PRP,između,keskes
915,wegen::PRP,radi,tagut
916,wegen::PRP,zbog,tagut
917,dies::PRN,ovo,nece
918,das::PRN,to,se
919,das::PRN,ono,se
920,alles::PRN,sve,kaik
921,ich::PRN,ja,minä
922,du::PRN,ti,sinä
923,er::PRN,on,hän
924,wir::PRN,mi,mö
925,ihr::PRN,vi,tö
926,sie::PRN,oni,hö
927,was::FPRN,što,mi
928,wer::FPRN,tko,ken
929,wo::FADV,gdje,kus
930,wohin::FADV,kuda,kuna
931,wohin::FADV,kamo,kuna
932,wie::FADV,kako,kut
933,wie::FADV,kako,mit'
934,warum::FADV,zašto,mikš
935,wieviel::FNUM,koliko,äjak
936,wieviel::FNUM,koliko,kuverz'
937,eins::NUM,jedan,üks'
938,zwei::NUM,dva,kaks'
939,drei::NUM,tri,koume
940,vier::NUM,četiri,nel'l'
941,fünf::NUM,pet,viž
942,sechs::NUM,šest,kuz'
943,sieben::NUM,sedam,seičeme
944,acht::NUM,osam,kahesa
945,neun::NUM,devet,ühesa
946,zehn::NUM,deset,kümne
947,elf::NUM,jedanaest,üks'toštkümne
948,zwölf::NUM,dvanaest,kaks'toštkümne
949,zwanzig::NUM,dvadeset,kaks'kümne
950,dreißig::NUM,trideset,koumekümne
951,vierzig::NUM,četrdeset,nel'l'kümne
952,fünfzig::NUM,pedeset,vižkümne
953,sechzig::NUM,šezdeset,kuz'kümne
954,siebzig::NUM,sedamdeset,seičemekümne
955,achtzig::NUM,osamdeset,kahesakümne
956,neunzig::NUM,devetdeset,ühesakümne
957,hundert::NUM,sto,sada
958,tausend::NUM,tisuća,tuha
959,und::CNJ,i,i
960,und::CNJ,i,da
961,und::CNJ,te,i
962,und::CNJ,te,da
963,oder::CNJ,ili,vai
964,stehen::V,stajati,seišta
965,sitzen::V,sjediti,ištta
966,liegen::V,ležati,venuda
967,hängen::V,visiti,ripta
968,werden::V,postati,lindä
969,werden::V,postati,tehtas
970,werden::V,činiti se,lindä
971,werden::V,činiti se,tehtas
972,passieren::V,desiti se,ozaitas
973,passieren::V,dogoditi se,ozaitas
974,beginnen::V,početi,augotadas
975,enden::V,prestati,loptas
976,enden::V,svršiti se,loptas
977,wechseln::V,mijenjati se,vajehtadas
978,aufgehen[Sonne]::V,izići,nousta
979,untergehen[Sonne]::V,zaći,lasktas
980,scheinen[Sonne]::V,sijati,paštta
981,donnern::V,grmjeti,juraita
982,wehen::V,duhati,dölta
983,wehen::V,duhati,puhuda
984,strömen::V,strujati,valadas
985,fließen::V,teći,valuda
986,sich drehen::V,obrtati se,punotas
987,sich drehen::V,vrtjeti se,punotas
988,schwanken::V,teturati,čibuda
989,schwanken::V,kolebati se,čibuda
990,schwingen::V,njihati,čibuda
991,schwingen::V,titrati,čibuda
992,fallen::V,padati,langeta
993,brennen::V,gorjeti,pallada
994,rauchen::V,dimiti se,savustada
995,regnen::V,kišiti,vihmda
996,regnen::V,daždjeti,vihmda
997,gefrieren::V,smrznuti se,jäduda
998,gefrieren::V,smrznuti se,kül'mdä
999,tauen::V,kopnjeti,sulada
1000,tauen::V,kraviti se,sulada
1001,schmelzen::V,topiti se,sulada
1002,trocknen::V,sušiti se,kuida
1003,trocknen::V,sušiti se,kuivehtuda
1004,sieden::V,kipjeti,kehuda
1005,sieden::V,ključati,kehuda
1006,faulen::V,gnjiti,hapata
1007,faulen::V,gnjiti,traudäs
1008,verfaulen::V,sagnjiti,hapata
1009,reißen::V,otrgnuti se,rebita
1010,versinken::V,tonuti,upota
1011,versinken::V,propasti,upota
1012,vergehen::V,prolaziti,mända
1013,erscheinen::V,pojaviti se,ozutadas
1014,verschwinden::V,nestati,hajeta
1015,verschwinden::V,izgubiti se,hajeta
1016,sinken::V,trgnuti,väheta
1017,sinken::V,trgnuti,lasktas
1018,sinken::V,spustiti se,väheta
1019,sinken::V,spustiti se,lasktas
1020,abnehmen::V,opasti,peneta
1021,zunehmen::V,povećati se,ližaduda
1022,steigen::V,uzići,nousta
1023,steigen::V,nadoći,nousta
1024,wachsen::V,rasti,kazda
1025,glänzen::V,blistati,loštta
1026,glänzen::V,sjati se,loštta
1027,funkeln::V,svjetlucati,hoštta
1028,lärmen::V,bučati,robaita
1029,lärmen::V,galamiti,robaita
1030,läuten::V,zvoniti,judaita
1031,klingeln::V,zvoniti,kelotada
1032,klirren::V,zvečati,biraita
1033,brausen::V,hujati,bruncta
1034,rauschen::V,šumiti,šobaita
1035,rauschen::V,šuškati,šobaita
1036,klingen::V,zvučati,heläita
1037,bellen::V,lajati,nutta
1038,heulen::V,zavijati,ulaita
1039,blasen::V,puhati,puhuda
1040,pfeifen::V,fućkati,pistta
1041,pfeifen::V,fućkati,vihelta
1042,schreien::V,vikati,kirkta
1043,schreien::V,vikati,kidastada
1044,schreien::V,kričati,kirkta
1045,schreien::V,kričati,kidastada
1046,stöhnen::V,stenjati,ohkta
1047,stöhnen::V,stenjati,voivotada
1048,zittern::V,drhtati,säraita
1049,zittern::V,trepetati,säraita
1050,leben::V,živjeti,eläda
1051,geboren werden::V,roditi se,sünduda
1052,atmen::V,disati,henktä
1053,trinken::V,piti,joda
1054,essen::V,jesti,söda
1055,schlucken::V,gutati,lainata
1056,müde werden::V,umoriti se,väzuda
1057,müde werden::V,umoriti se,šuštuda
1058,einschlafen::V,usnuti,uinota
1059,einschlafen::V,zaspati,uinota
1060,schlafen::V,spati,magata
1061,schlafen::V,spati,nukkuda
1062,aufwachen::V,probuditi se,heraštuda
1063,aufstehen::V,ustati,nousta
1064,sich erholen::V,odmoriti se,lebaitas
1065,krank werden::V,oboljeti se,läžegata
1066,krank werden::V,razboljeti se,läžegata
1067,krank sein::V,bolovati,läžuda
1068,schmerzen::V,boljeti,kibištada
1069,husten::V,kašljati,rügda
1070,genesen::V,ozdraviti,tervehtuda
1071,genesen::V,oporaviti se,tervehtuda
1072,sterben::V,umrijeti,kolda
1073,umkommen::V,skapati,kolda
1074,sich bewegen::V,gibati se,likkuda
1075,sich bewegen::V,kretati se,likkuda
1076,sich rühren::V,maknuti se,likahtada
1077,sich rühren::V,maknuti se,kubahtada
1078,sich erheben::V,dići se,nousta
1079,sich setzen::V,sjesti,išttas
1080,hinfallen::V,pasti,langeta
1081,laufen::V,hodati,kävuda
1082,schreiten::V,stupati,astta
1083,schreiten::V,stupati,haškta
1084,spazierengehen::V,šetati se,kävelta
1085,eilen::V,hitati,kiruhtada
1086,sich beeilen::V,požuriti se,kiruhtada
1087,sausen::V,juriti,fun'urta
1088,rennen::V,trčati,joksta
1089,springen::V,skakati,hüptä
1090,klettern::V,popeti se,libuda
1091,klettern::V,penjati se,libuda
1092,schaukeln::V,ljuljati se,čibuda
1093,kriechen::V,puzati,ličtas
1094,kriechen::V,gmizati,ličtas
1095,schwimmen::V,plivati,ujuda
1096,tauchen::V,roniti,čukautas
1097,tauchen::V,gnjuriti,čukautas
1098,rudern::V,veslati,souta
1099,fahren::V,voziti se,ajada
1100,fahren::V,voziti se,ajelda
1101,fliegen::V,letjeti,leta
1102,fliegen::V,lijetati,leta
1103,gehen::V,ići,mända
1104,gehen::V,ići,kävuda
1105,weggehen::V,otići,päzda
1106,weggehen::V,otići,lähtta
1107,abfahren::V,krenuti,tönduda
1108,abfahren::V,otputovati,tönduda
1109,anhalten::V,stati,seižutadas
1110,anhalten::V,zaustaviti,seižutadas
1111,hineingehen::V,ulaziti,mända südäimehe
1112,eintreten::V,ući,tulda
1113,kommen::V,doći,tulda
1114,ankommen::V,stići,tulda
1115,zurückkommen::V,vratiti se,pörtas
1116,zurückkommen::V,povratiti se,pörtas
1117,bleiben::V,ostati,jäda
1118,warten::V,čekati,varastada
1119,erwarten::V,očekivati,varastada
1120,suchen::V,tražiti,ectä
1121,finden::V,naći,löuta
1122,versuchen::V,pokušati,ladida
1123,versuchen::V,pokušati,rohkaita
1124,vorbereiten::V,spremiti,vaumita
1125,vorbereiten::V,pripremiti,vaumita
1126,lieben::V,voljeti,armastada
1127,mögen::V,voljeti,navedida
1128,lachen::V,smijati se,nagrda
1129,rühren::V,taknuti,likutada
1130,weinen::V,plakati,itkta
1131,schimpfen::V,psovati,laidas
1132,schimpfen::V,psovati,pačatada
1133,sich ärgern::V,ljutiti se,rändüda
1134,sich fürchten::V,bojati se,varaita
1135,fürchten::V,bojati se,varaita
1136,fliehen::V,pobjeći,pageta
1137,flüchten::V,utjeći,pageta
1138,flüchten::V,utjeći,joksta
1139,sehen::V,vidjeti,nähta
1140,anschauen::V,ogledati,kacta
1141,ansehen::V,gledati,kacta
1142,hören::V,čuti,kulda
1143,zuhören::V,slušati,kundeltas
1144,probieren::V,probati,mujada
1145,riechen::V,osjećati miris,rižada
1146,fühlen::V,osjećati,mujada
1147,scheinen::V,činiti se,näguda
1148,zu sehen sein::V,biti vidljiv,näguda
1149,vernehmen::V,saznati,kulištada
1150,frieren::V,zima je,kül'mdä
1151,tun::V,raditi,tehta
1152,können::V,moći,voida
1153,können::V,moći,mahtta
1154,wollen::V,htjeti,himoita
1155,wollen::V,htjeti,tahtoida
1156,anfangen::V,početi,zavottä
1157,anfangen::V,početi,augotada
1158,beenden::V,svršiti,loptä
1159,beenden::V,dovršiti,loptä
1160,aufhören::V,prestati,loptas
1161,gelingen::V,uspjeti,lähtta
1162,gelingen::V,uspjeti,tehtas
1163,geraten::V,desiti se,tulda
1164,öffnen::V,otvoriti,avaita
1165,schließen::V,zatvoriti,saubata
1166,stellen::V,metnuti,panda
1167,stellen::V,metnuti,seižutada
1168,stellen::V,postaviti,panda
1169,stellen::V,postaviti,seižutada
1170,setzen::V,posaditi,ištutada
1171,legen::V,polagati,panda
1172,berühren::V,doticati,koskta
1173,berühren::V,doticati,käziduda
1174,berühren::V,dodirivati,koskta
1175,berühren::V,dodirivati,käziduda
1176,verbinden::V,spojiti,ühtenzoitta
1177,verbinden::V,zavezati,ühtenzoitta
1178,bedecken::V,pokriti,katta
1179,bedecken::V,pokriti,peitta
1180,aufhängen::V,objesiti,riputada
1181,anzünden::V,upaliti,sütutada
1182,anzünden::V,zapaliti,sütutada
1183,aufheben::V,podići,leta
1184,aufheben::V,podignuti,leta
1185,zurücklassen::V,ostaviti,jätta
1186,zurücklassen::V,pustiti natrag,jätta
1187,verlieren::V,izgubiti,kadotada
1188,fallen lassen::V,ispustiti,kirbotada
1189,machen::V,uraditi,säta
1190,machen::V,uraditi,tehta
1191,machen::V,načiniti,säta
1192,machen::V,načiniti,tehta
1193,machen::V,napraviti,säta
1194,machen::V,napraviti,tehta
1195,herstellen::V,proizvesti,tehta
1196,bauen::V,graditi,leta
1197,bauen::V,graditi,sauda
1198,reparieren::V,popraviti,koheta
1199,verbessern::V,poboljšati,paremboita
1200,ändern::V,promijeniti,vajehtada
1201,graben::V,kopati,kaida
1202,graben::V,kopati,čongoida
1203,graben::V,kopkati,kaida
1204,graben::V,kopkati,čongoida
1205,beugen::V,saviti,koverta
1206,biegen::V,saviti,painda
1207,biegen::V,sagnuti,painda
1208,drehen::V,vrtjeti,punotada
1209,wenden::V,obrnuti,käta
1210,wenden::V,obrnuti,kärauta
1211,umdrehen::V,okrenuti,käta
1212,umdrehen::V,prevŕnuti,käta
1213,heben::V,dizati,leta
1214,hochheben::V,dignuti,libutada
1215,ergreifen::V,uhvatiti,tabata
1216,ergreifen::V,prihvatiti,tabata
1217,halten::V,držati,pidada
1218,drücken::V,pritiskivati,painda
1219,schieben::V,gurati,žigutada
1220,kratzen::V,česati,künstä
1221,kratzen::V,grepsti,künstä
1222,lecken::V,lizati,nolda
1223,beißen::V,ujesti,purda
1224,beißen::V,ujesti,hambastada
1225,beißen::V,gristi,purda
1226,beißen::V,gristi,hambastada
1227,abreißen::V,otkinuti,ratketa
1228,abschneiden::V,odrezati,čapata
1229,abschneiden::V,odrezati,leikata
1230,binden::V,vezati,sidoda
1231,stecken::V,turiti,čokaita
1232,brechen::V,slomiti,katkaita
1233,klopfen::V,lupati,kolkotada
1234,klopfen::V,kucati,kolkotada
1235,hauen::V,tući,löda
1236,hauen::V,udarati,löda
1237,kleben::V,lijepiti,klejata
1238,reiben::V,trti,hosta
1239,reiben::V,trti,törkita
1240,reiben::V,trti,jorotada
1241,streichen::V,namazati,voita
1242,schleifen::V,brusiti,hijoida
1243,schleifen::V,brusiti,teravzoitta
1244,schneiden::V,rezati,leikata
1245,rütteln::V,drmati,heilutada
1246,schütteln::V,tresti,pudištada
1247,schwenken::V,mahati,maihutada
1248,schütten::V,sipati,valada
1249,schütten::V,lijevati,valada
1250,füllen::V,napuniti,täutta
1251,einwickeln::V,umotati,kärdä
1252,einwickeln::V,zamotati,kärdä
1253,tragen::V,nositi,kantta
1254,tragen::V,nositi,kandišta
1255,schleppen::V,tegliti,vedätada
1256,ziehen::V,vući,vedada
1257,aufbewahren::V,čuvati,kaita
1258,werfen::V,bacati,čuta
1259,werfen::V,bacati,tactä
1260,fangen::V,loviti,püta
1261,fangen::V,hvatati,püta
1262,packen::V,ščepati,tabata
1263,packen::V,zgrabiti,tabata
1264,verstecken::V,sakriti,peitta
1265,teilen::V,podijeliti,jagada
1266,schicken::V,slati,oigeta
1267,bringen::V,donijeti,veda
1268,hinzufügen::V,dodati,ližata
1269,hinzufügen::V,pridati,ližata
1270,bekommen::V,dobiti,sada
1271,erhalten::V,primiti,sada
1272,nehmen::V,uzeti,otta
1273,wählen::V,izabrati,valita
1274,auswählen::V,odabrati,valita
1275,bewahren::V,sačuvati,kaita
1276,behindern::V,smetati,telustada
1277,verderben::V,pokvariti,travida
1278,beschädigen::V,oštetiti,satatada
1279,zerbrechen::V,razbiti,mureta
1280,zerbrechen::V,prelomiti,mureta
1281,zerreißen::V,poderati,rebitada
1282,zerreißen::V,rastrgnuti,rebitada
1283,zerstören::V,razoriti,mureta
1284,zerstören::V,razrušiti,mureta
1285,verbrennen::V,spaliti,poltta
1286,verbrennen::V,sagorjeti,poltta
1287,geben::V,dati,antta
1288,reichen::V,pružiti,antta
1289,schenken::V,darivati,lahjoita
1290,versprechen::V,obećati,toivotada
1291,wünschen::V,željeti,toivotada
1292,loben::V,hvaliti,kitta
1293,küssen::V,ljubiti,tervehtada
1294,wiegen::V,njihati,likutada
1295,wiegen::V,ljuljati,likutada
1296,zudecken::V,pokriti,katta
1297,wecken::V,probuditi,noustatada
1298,zeigen::V,pokazati,ozutada
1299,führen::V,voditi,astutada
1300,lehren::V,učiti,opeta
1301,unterrichten::V,poučiti,opeta
1302,aufziehen::V,uzgajati,kazvatada
1303,leiten::V,upravljati,ohjata
1304,antreiben::V,natjeravati,rigehtoitta
1305,lassen::V,dati,käskta
1306,einladen::V,pozvati,kucta
1307,vereinigen::V,ujediniti,ühtenzoitta
1308,besuchen::V,posjetiti,rižada
1309,treffen::V,sresti,vastata
1310,sich versammeln::V,okupiti se,kägeta
1311,sich versammeln::V,okupiti se,sätas
1312,spielen::V,igrati se,väta
1313,singen::V,pjevati,pajatada
1314,tanzen::V,plesati,kargaita
1315,sich trennen::V,razići se,erigata
1316,verlassen::V,ostaviti,jätta
1317,verlassen::V,napustiti,jätta
1318,retten::V,spasiti,päzutada
1319,bewachen::V,čuvati,varjoita
1320,bewachen::V,stražariti,varjoita
1321,schützen::V,čuvati,kaita
1322,verteidigen::V,obraniti,kaita
1323,sich schlagen::V,biti se,torata
1324,sich schlagen::V,udariti se,torata
1325,schießen::V,pucati,ampta
1326,schießen::V,strijeljati,ampta
1327,siegen::V,pobijediti,vägestada
1328,ärgern::V,ljutiti,verdutada
1329,ärgern::V,ljutiti,rändütada
1330,schlagen::V,biti,löda
1331,schlagen::V,biti,iškta
1332,schlagen::V,udariti,löda
1333,schlagen::V,udariti,iškta
1334,treten::V,šutnuti,peksta
1335,treten::V,šutnuti,topsta
1336,stechen::V,ubosti,pystiä
1337,stoßen::V,gurnuti,iškta
1338,stoßen::V,gurnuti,pudištada
1339,stehlen::V,ukrasti,vargastada
1340,stören::V,smetati,keskustada
1341,belästigen::V,smetati,tartuteldas
1342,belästigen::V,dosaditi,tartuteldas
1343,verbergen::V,skriti,katelda
1344,täuschen::V,obmanuti,manitada
1345,betrügen::V,prevarati,manitada
1346,töten::V,ubiti,rikta
1347,töten::V,ubiti,surmita
1348,wohnen::V,stanovati,eläda
1349,arbeiten::V,raditi,rata
1350,sammeln::V,sabrati,kogota
1351,pflücken::V,ubrati,poimda
1352,jagen::V,loviti,mecata
1353,fischen::V,ribati,kalatada
1354,fischen::V,loviti ribu,kalatada
1355,fassen::V,uloviti,tabata
1356,hüten::V,pasti,paimeta
1357,treiben::V,goniti,ajada
1358,anbinden::V,privezati,küttestada
1359,anbinden::V,privezati,sidoda
1360,füttern::V,hraniti,sötta
1361,melken::V,musti,lüpsta
1362,hacken::V,sjeckati,sauda
1363,gießen::V,politi,valada
1364,reifen::V,sazreti,küpseta
1365,zubereiten::V,prigotoviti,vaumištada
1366,kochen::V,kuhati,keitta
1367,backen::V,peći,paštta
1368,braten::V,peći,žarda
1369,braten::V,pržiti,žarda
1370,umrühren::V,promiješati,segoitada
1371,stricken::V,plesti,kudoda
1372,nähen::V,šiti,ombelta
1373,färben::V,obojiti,mujutada
1374,reinigen::V,očistiti,puhtastada
1375,reinigen::V,počistiti,puhtastada
1376,waschen::V,prati,pesta
1377,abwischen::V,otrti,pühktä
1378,spülen::V,isprati,huhtoida
1379,spülen::V,oplakati,huhtoida
1380,fegen::V,mesti,pühkta
1381,fegen::V,pomesti,pühkta
1382,kehren::V,mesti,uhoita
1383,baden::V,kupati se,kül'ptäs
1384,sich waschen::V,umiti se,pestas
1385,sich waschen::V,prati se,pestas
1386,ausziehen::V,svući,riičta
1387,ausziehen::V,svući,rušta
1388,anziehen::V,obući,panda päle
1389,anziehen::V,obući,panda kädehe
1390,anziehen::V,obući,panda jaugha
1391,sich anziehen::V,obući se,sobdas
1392,kämmen::V,češljati,harjata
1393,schmücken::V,uresiti,čomitada
1394,schmücken::V,nakititi,čomitada
1395,sagen::V,reći,sanuda
1396,sagen::V,kazati,sanuda
1397,sprechen::V,govoriti,pagišta
1398,reden::V,govoriti,pagišta
1399,reden::V,besjediti,pagišta
1400,sich unterhalten::V,razgovarati se,lodaita
1401,fragen::V,pitati,küzuda
1402,bitten::V,moliti,pakita
1403,erzählen::V,ispričati,sanuda
1404,erzählen::V,ispričati,starinoita
1405,erzählen::V,pripovjediti,sanuda
1406,erzählen::V,pripovjediti,starinoita
1407,mitteilen::V,saopćiti,tedotada
1408,nennen::V,nazvati,nimitada
1409,rufen::V,zvati,kucta
1410,rufen::V,dozvati,kucta
1411,prahlen::V,hvalisati se,kittäs
1412,übersetzen::V,prevesti,käta
1413,denken::V,misliti,meletada
1414,glauben::V,vjerovati,uskta
1415,bemerken::V,zapaziti,homaita
1416,bemerken::V,primijetiti,homaita
1417,erkennen::V,prepoznati,tundištada
1418,begreifen::V,pojmiti,tabata
1419,begreifen::V,shvatiti,tabata
1420,verstehen::V,razabrati,el'geta
1421,verstehen::V,razabrati,toimetada
1422,lernen::V,učiti se,opetas
1423,wissen::V,znati,teta
1424,sich erinnern an::V,sjetiti se,johtutada
1425,vergessen::V,zaboraviti,unohtada
1426,messen::V,mjeriti,märita
1427,zählen::V,brojiti,lugeda
1428,rechnen::V,računati,lugeda
1429,lesen::V,čitati,lugeda
1430,malen::V,slikati,pirta
1431,zeichnen::V,crtati,pirta
1432,schreiben::V,pisati,kirjutada
1433,besitzen::V,imati,omištada
1434,besitzen::V,posjedovati,omištada
1435,kaufen::V,kupiti,ostta
1436,verkaufen::V,prodati,möda
1437,verkaufen::V,raspačati,möda
1438,bezahlen::V,platiti,maksta
1439,zahlen::V,plaćati,maksta
1440,beherrschen::V,vladati,valdoita
1441,beherrschen::V,gospodariti,valdoita
1442,ertragen::V,trpjeti,tirpta
1443,ertragen::V,podnijeti,tirpta
1444,Gehirn::N,,aivod
