,Concept_ID,fi,te
695,dann::ADV,sitten,అప్పుడు
696,gestern::ADV,eilen,నిన్నటి దినము
697,einst::ADV,aikanaan,పూర్వమొకప్పుడు
698,damals::ADV,silloin,అప్పుడు
699,damals::ADV,siihen aikaan,అప్పుడు
700,danach::ADV,sen jälkeen,అప్పుడు
701,vorher::ADV,ennen,ఎదుట
702,zuerst::ADV,ensin,మొదటిలో
703,zuerst::ADV,ensiksi,మొదటిలో
704,einmal::ADV,kerran,ఒకసారి
705,manchmal::ADV,joskus,అప్పటప్పటికి
706,oft::ADV,usein,తఱచుగా
707,immer::ADV,aina,ఎల్లప్పుడు
708,niemals::ADV,ei koskaan,ఎప్పుడునులేదు
709,hier::ADV,tässä,ఇక్కడ
710,hier::ADV,täällä,ఇక్కడ
711,hierhin::ADV,tähän,ఇక్కడకు
712,von hier::ADV,tästä,ఇక్కడనుండి
713,von hier::ADV,täältä,ఇక్కడనుండి
714,dort::ADV,siinä,అక్కడ
715,dort::ADV,siellä,అక్కడ
716,dorthin::ADV,sinne,అక్కడికి
717,dorthin::ADV,tuonne,అక్కడికి
718,geradeaus::ADV,suoraan,సూటిగా
719,vorwärts::ADV,eteenpäin,ముందుకు
720,rückwärts::ADV,taaksepäin,వెనుకకు
721,zurück::ADV,takaisin,వెనుకభాగము
722,unten::ADV,alhaalla,క్రింద
723,hinab::ADV,alas,కిందికి
724,oben::ADV,ylhäällä,మీద
725,hinauf::ADV,ylös,పైకి
726,überall::ADV,kaikkialla,అంతటా
727,nicht::ADV,ei,కాదు
728,ein wenig::ADV,vähän,కొంచెము
729,kaum::ADV,tuskin,చాలిచాలక
730,sehr::ADV,kovin,చాల
731,sehr::ADV,oikein,చాల
732,so::ADV,näin,ఆలాగున
733,noch::ADV,vielä,ఇప్పటికిని
734,nur::ADV,vain,మాత్రము
735,nur::ADV,ainoastaan,మాత్రము
736,schon::ADV,jo,ఇదివఱకే
737,wieder::ADV,taas,తిరిగి
738,wieder::ADV,jälleen,తిరిగి
739,vergebens::ADV,turhaan,నిష్ఫలముగా
740,vor::PRP,edessä,ముందు
741,hinter::PRP,takana,వెనుక
742,unter::PRP,alla,క్రింద
743,durch::PRP,läpi,ద్వారా
744,durch::PRP,kautta,ద్వారా
745,neben::PRP,vieressä,దగ్గెర
746,zwischen::PRP,välillä,మధ్య
747,wegen::PRP,takia,కారణంగా
748,wegen::PRP,vuoksi,కారణంగా
749,dies::PRN,tämä,ఇది
750,das::PRN,se,అది
751,alles::PRN,kaikki,సకలము
752,ich::PRN,minä,నేను
753,du::PRN,sinä,నీవు
754,er::PRN,hän,అతడు
755,wir::PRN,me,మనము
756,ihr::PRN,te,మీరు
757,sie::PRN,he,వారు
758,was::FPRN,mikä,ఏమి
759,wer::FPRN,ken,ఎవడు
760,wer::FPRN,kuka,ఎవడు
761,wo::FADV,missä,ఎక్కడ
762,wohin::FADV,mihin,ఎందుకు
763,wie::FADV,miten,ఎట్టు
764,wie::FADV,kuinka,ఎట్టు
765,warum::FADV,miksi,ఏల
766,wieviel::FNUM,paljonko,ఎంత
767,wieviel::FNUM,kuinka paljon,ఎంత
768,eins::NUM,yksi,ఒకటి
769,zwei::NUM,kaksi,రెండు
770,drei::NUM,kolme,మూడు
771,vier::NUM,neljä,నాలుగు
772,fünf::NUM,viisi,అయిదు
773,sechs::NUM,kuusi,ఆఱు
774,sieben::NUM,seitsemän,ఏరు
775,acht::NUM,kahdeksan,ఎనిమదు
776,neun::NUM,yhdeksän,తొమ్మిది
777,zehn::NUM,kymmenen,పది
778,elf::NUM,yksitoista,పదునొకొండు
779,zwölf::NUM,kaksitoista,పండ్రండు
780,zwanzig::NUM,kaksikymmentä,ఇరుపది
781,dreißig::NUM,kolmekymmentä,ముప్పది
782,vierzig::NUM,neljäkymmentä,నలువది
783,fünfzig::NUM,viisikymmentä,ఏబది
784,sechzig::NUM,kuusikymmentä,అరుపది
785,siebzig::NUM,seitsemänkymmentä,డెబ్బది
786,achtzig::NUM,kahdeksankymmentä,ఎనుబది
787,neunzig::NUM,yhdeksänkymmentä,తొంబది
788,hundert::NUM,sata,నూఱు
789,tausend::NUM,tuhat,వేయి
790,und::CNJ,ja,మఱియు
791,oder::CNJ,tai,లేక
792,stehen::V,seisoa,నిలుచు
793,sitzen::V,istua,కూర్చుండు
794,liegen::V,maata,పండుకొనుట
795,hängen::V,riippua,వ్రేలాడదీయు
796,werden::V,tulla,అగు
797,werden::V,joutua,అగు
798,passieren::V,sattua,సంభవించు
799,passieren::V,tapahtua,సంభవించు
800,beginnen::V,alkaa,ఆరంభించు
801,enden::V,loppua,తీరుట
802,enden::V,päättyä,తీరుట
803,wechseln::V,vaihtua,మార్చు
804,wechseln::V,vaihdella,మార్చు
805,aufgehen[Sonne]::V,nousta,ఉదయించు
806,untergehen[Sonne]::V,laskea,అస్తమించు
807,scheinen[Sonne]::V,paistaa,ప్రకాశించు
808,donnern::V,jyristä,ఉరుముట
809,wehen::V,tuulla,దురద్పప్టము
810,wehen::V,puhaltaa,దురద్పప్టము
811,strömen::V,virrata,పారుట
812,fließen::V,valua,ప్రవహించు
813,fließen::V,juosta,ప్రవహించు
814,sich drehen::V,pyöriä,తిరుగు
815,schwanken::V,horjua,ఆడించుట
816,schwingen::V,heilua,ఊగుట
817,schwingen::V,värähdellä,ఊగుట
818,fallen::V,pudota,పడు
819,fallen::V,langeta,పడు
820,brennen::V,palaa,కాలుట
821,rauchen::V,savuta,పొగసుట
822,regnen::V,sataa,కురిపించుట
823,gefrieren::V,jäätyä,గడ్డకట్టు
824,tauen::V,sulaa,కరగు
825,schmelzen::V,sulaa,కరగు
826,trocknen::V,kuivua,యెండుట
827,sieden::V,kiehua,ఉడుకు
828,faulen::V,mädätä,క్రుళ్లు
829,verfaulen::V,mädätä,క్షిణించు
830,verfaulen::V,mädäntyä,క్షిణించు
831,reißen::V,revetä,చించు
832,versinken::V,upota,మునుగు
833,versinken::V,vajota,మునుగు
834,vergehen::V,kulua,సంభవించు
835,erscheinen::V,ilmestyä,కనబడు
836,verschwinden::V,kadota,అదృశ్యమగు
837,sinken::V,vajota,ముణుగుట
838,abnehmen::V,vähetä,తగ్గు
839,zunehmen::V,kasvaa,పెరుగుట
840,zunehmen::V,lisääntyä,పెరుగుట
841,steigen::V,nousta,లేచు
842,wachsen::V,kasvaa,పెరుగు
843,glänzen::V,kiiltää,ప్రకాశించు
844,funkeln::V,kipinöidä,ప్రకాశించు
845,lärmen::V,meluta,అరుచుట
846,läuten::V,soida,మేళవించుట
847,klingeln::V,soida,వాయించుట
848,klirren::V,kalista,ఘంటానాదము
849,brausen::V,kohista,గర్జించు
850,rauschen::V,kohista,చటచటమనుట
851,klingen::V,soida,ధ్వనించుట
852,bellen::V,haukkua,అఱచు
853,heulen::V,ulvoa,కూయు
854,blasen::V,puhaltaa,దురద్పప్టము
855,pfeifen::V,viheltää,ఈలవేయు
856,schreien::V,kirkua,అఱచు
857,stöhnen::V,voihkia,మూలుగు
858,zittern::V,vapista,వణకు
859,leben::V,elää,జీవించుట
860,geboren werden::V,syntyä,పుట్టుట
861,atmen::V,hengittää,ఉపిరి తీయు
862,trinken::V,juoda,త్రాగు
863,essen::V,syödä,తిను
864,schlucken::V,niellä,మ్రింగు
865,müde werden::V,uupua,అలయు
866,einschlafen::V,uinahtaa,నిద్రించు
867,schlafen::V,maata,నిద్రురించు
868,schlafen::V,nukkua,నిద్రురించు
869,aufwachen::V,herätä,మేలుకొను
870,aufstehen::V,nousta,లేచు
871,aufstehen::V,nousta ylös,లేచు
872,sich erholen::V,levätä,నడ్డి వాల్చు
873,krank werden::V,sairastua,జబ్బుపడు
874,krank sein::V,potea,జబ్బు చేయు
875,krank sein::V,sairastaa,జబ్బు చేయు
876,schmerzen::V,särkeä,నొచ్చుట
877,schmerzen::V,kivistää,నొచ్చుట
878,husten::V,yskiä,దగ్గుట
879,genesen::V,toipua,కుదురుట
880,sterben::V,kuolla,మరణించు
881,umkommen::V,saada surmansa,నశించు
882,umkommen::V,kuolla,నశించు
883,sich bewegen::V,liikkua,కదలు
884,sich rühren::V,liikahtaa,కదలు
885,sich erheben::V,nousta,లేచు
886,sich setzen::V,istuutua,కూర్చుణ్డు
887,hinfallen::V,kaatua,దొర్లు
888,laufen::V,kävellä,నడచు
889,schreiten::V,astua,అడుగుపెట్టుట
890,schreiten::V,astella,అడుగుపెట్టుట
891,spazierengehen::V,kävellä,పచారు చేయు
892,eilen::V,kiirehtiä,తొందరపడు
893,sich beeilen::V,kiirehtiä,త్వరపెట్టు
894,sich beeilen::V,olla kiireissään,త్వరపెట్టు
895,sausen::V,rynnätä,విసరికొట్టు
896,sausen::V,viilettää,విసరికొట్టు
897,rennen::V,juosta,పరుగెత్తు
898,springen::V,hypätä,దుముకు
899,klettern::V,kiivetä,ఎక్కు
900,schaukeln::V,kiikkua,ఉయ్యాల ఊగు 
901,kriechen::V,ryömiä,ప్రాకు
902,schwimmen::V,uida,ఈదు
903,tauchen::V,sukeltaa,మునుగు
904,rudern::V,soutaa,తెడ్లతోఁగడపు
905,fahren::V,ajaa,నడపు
906,fahren::V,kulkea,నడపు
907,fliegen::V,lentää,ఎగురు
908,gehen::V,käydä,పోవు
909,weggehen::V,lähteä,బయలుదేరు
910,weggehen::V,poistua,బయలుదేరు
911,abfahren::V,lähteä,విడిచిపోవు
912,anhalten::V,pysähtyä,నిలుపు
913,anhalten::V,seisahtua,నిలుపు
914,hineingehen::V,mennä sisään,ప్రవేశించు
915,eintreten::V,astua sisään,ప్రవేశించు
916,kommen::V,tulla,వచ్చు
917,ankommen::V,saapua,వచ్చి చేరు
918,zurückkommen::V,palata,తిరిగీవచ్చుట
919,bleiben::V,jäädä,ఉండు
920,bleiben::V,viipyä,ఉండు
921,warten::V,odottaa,కనిపెట్టు
922,erwarten::V,odottaa,నిరిక్షించు
923,suchen::V,etsiä,వెదకు
924,finden::V,löytää,కనుగొను
925,versuchen::V,yrittää,ప్రయత్నించు
926,vorbereiten::V,valmistaa,తయారుచేయు
927,lieben::V,pitää,ప్రేమించు
928,lieben::V,rakastaa,ప్రేమించు
929,mögen::V,pitää,ఇష్టపడు
930,mögen::V,tykätä,ఇష్టపడు
931,lachen::V,nauraa,నవ్వు
932,rühren::V,liikuttaa,గుండె తాకు
933,weinen::V,itkeä,వీడ్చు
934,schimpfen::V,haukkua,గొణుగు
935,sich ärgern::V,suuttua,అలుగు
936,sich fürchten::V,pelätä,భయపడు
937,fürchten::V,pelätä,భయపడు
938,fliehen::V,paeta,పాఱిపోపు
939,flüchten::V,paeta,తప్పించుకొను
940,sehen::V,nähdä,చూచు
941,anschauen::V,katsoa,చూచు
942,ansehen::V,katsoa,కాచియుండు
943,hören::V,kuulla,విను
944,zuhören::V,kuunnella,విను
945,probieren::V,maistaa,చవిచూచుట
946,riechen::V,haistaa,వాసనచూచు
947,fühlen::V,tuntea,స్పర్శించుట
948,scheinen::V,tuntua,కనబడు
949,zu sehen sein::V,näkyä,చూవు
950,vernehmen::V,kuulla,విను
951,frieren::V,palella,చలికి వడకు
952,tun::V,tehdä,చేయు
953,können::V,osata,గల
954,wollen::V,tahtoa,కోరు
955,anfangen::V,ruveta,ఆరంభించు
956,anfangen::V,aloittaa,ఆరంభించు
957,beenden::V,lopettaa,ముగించు
958,aufhören::V,loppua,నిలుపు
959,gelingen::V,onnistua,గెలుపాందు
960,geraten::V,sujua,వెలువడు
961,geraten::V,joutua,వెలువడు
962,öffnen::V,avata,తెఱచు
963,öffnen::V,aukaista,తెఱచు
964,schließen::V,sulkea,మూయు
965,stellen::V,panna,ఉంచు
966,stellen::V,asettaa,ఉంచు
967,setzen::V,panna,ఉంచు
968,setzen::V,istuttaa,ఉంచు
969,legen::V,panna,పెట్టు
970,legen::V,asettaa,పెట్టు
971,berühren::V,koskea,తాకు
972,berühren::V,koskettaa,తాకు
973,verbinden::V,liittää,చేర్చుట
974,verbinden::V,yhdistää,చేర్చుట
975,bedecken::V,kattaa,మూయు
976,bedecken::V,peittää,మూయు
977,aufhängen::V,ripustaa,వ్రేలాడదీయు
978,anzünden::V,sytyttää,వెలిగించు
979,aufheben::V,ylös nostaa,సేకరించు
980,aufheben::V,nostaa,సేకరించు
981,zurücklassen::V,jättää,విడుచు
982,verlieren::V,kadottaa,పోగొట్టుకొను
983,fallen lassen::V,pudottaa,జాఱవిడుచు
984,machen::V,tehdä,చేయు
985,herstellen::V,tuottaa,ఉత్పత్తిచేయు
986,herstellen::V,valmistaa,ఉత్పత్తిచేయు
987,bauen::V,rakentaa,నిర్మించు
988,reparieren::V,korjata,సరిచేయు
989,verbessern::V,parantaa,వృద్ధి చేయు
990,ändern::V,muuttaa,మార్చు
991,graben::V,kaivaa,త్రవ్వు
992,beugen::V,taivuttaa,వంచు
993,biegen::V,taivuttaa,వంచు
994,drehen::V,kääntää,నూలువడుకు
995,wenden::V,kääntää,త్రిప్పు
996,umdrehen::V,kääntää,త్రిప్పు
997,heben::V,nostaa,ఎత్తు
998,heben::V,kohottaa,ఎత్తు
999,hochheben::V,nostaa,ఎత్తు
1000,ergreifen::V,tarttua,వశపఱచుకొను
1001,halten::V,pitää,ఉంచు
1002,drücken::V,painaa,అణచు
1003,drücken::V,puristaa,అణచు
1004,schieben::V,työntää,నొక్కు
1005,kratzen::V,raapia,గోకు
1006,lecken::V,nuolla,నాకు
1007,beißen::V,purra,కఱచు
1008,abreißen::V,repiä,తెగతెంచు
1009,abschneiden::V,leikata poikki,తెగకొట్టు
1010,abschneiden::V,leikata,తెగకొట్టు
1011,binden::V,sitoa,కట్టు
1012,stecken::V,pistää,తగులుకొనివుండుట
1013,brechen::V,murtaa,పగులగొట్టు
1014,klopfen::V,koputtaa,కొట్టు
1015,klopfen::V,kolkuttaa,కొట్టు
1016,hauen::V,lyödä,కొట్టు
1017,kleben::V,liimata,అంటుకొను
1018,reiben::V,hieroa,రాచు
1019,reiben::V,hangata,రాచు
1020,streichen::V,sivellä,వ్యాపింపజేయు
1021,schleifen::V,hioa,రాచు
1022,schneiden::V,leikata,కోయు
1023,rütteln::V,ravistaa,కుదిలించుట
1024,schütteln::V,pudistaa,కదల్చు
1025,schwenken::V,heiluttaa,ఊచుట
1026,schütten::V,kaataa,పోయు
1027,füllen::V,täyttää,నింపు
1028,einwickeln::V,kääriä,చుట్టు
1029,tragen::V,kantaa,మోయు
1030,schleppen::V,raahata,ఈడ్చు
1031,ziehen::V,vetää,ఈడ్చు
1032,aufbewahren::V,säilyttää,కాపాడు
1033,werfen::V,viskata,విసరు
1034,fangen::V,napata,పట్టుకొను
1035,fangen::V,ottaa kiinni,పట్టుకొను
1036,packen::V,tarttua,పట్టుకొను
1037,verstecken::V,kätkeä,దాచు
1038,verstecken::V,piilottaa,దాచు
1039,teilen::V,jakaa,భాగించు
1040,schicken::V,lähettää,పంపు
1041,bringen::V,viedä,తెచ్చు
1042,hinzufügen::V,lisätä,చేర్చు
1043,bekommen::V,saada,సంపాదించు
1044,erhalten::V,saada,పుచ్చుకొను
1045,nehmen::V,ottaa,తీసికొను
1046,wählen::V,valita,ఇష్టపడు
1047,auswählen::V,valikoida,ఏరుకొను
1048,bewahren::V,säilyttää,భద్రపఱుచు
1049,behindern::V,estää,అడ్డగించుట
1050,verderben::V,pilata,చెఱచు
1051,verderben::V,turmella,చెఱచు
1052,beschädigen::V,vioittaa,చెరుపుట
1053,beschädigen::V,vahingoittaa,చెరుపుట
1054,zerbrechen::V,rikkoa,పగులగొట్టు
1055,zerreißen::V,repiä rikki,చించు
1056,zerreißen::V,repiä palasiksi,చించు
1057,zerstören::V,hävittää,వాశనము చేయు
1058,verbrennen::V,polttaa,కాల్చు
1059,geben::V,antaa,ఇచ్చు
1060,reichen::V,ojentaa,అందుకొనుట
1061,schenken::V,lahjoittaa,అర్పించు
1062,versprechen::V,luvata,వాగ్దత్తము చేయు
1063,wünschen::V,toivottaa,కోరు
1064,loben::V,ylistää,స్తుతించు
1065,küssen::V,suudella,ముద్దుపెట్టుకొను
1066,wiegen::V,tuudittaa,ఊచుట
1067,wiegen::V,keinuttaa,ఊచుట
1068,zudecken::V,peittää,మూయు
1069,wecken::V,herättää,నిద్రపలేపుట
1070,zeigen::V,näyttää,చూవు
1071,zeigen::V,osoittaa,చూవు
1072,führen::V,johdattaa,దారిచూపు
1073,lehren::V,opettaa,బోధించు
1074,unterrichten::V,opettaa,నేర్పు
1075,aufziehen::V,kasvattaa,పెంచు
1076,leiten::V,johtaa,తీసుకపోవుట
1077,antreiben::V,hoputtaa,ప్రేరేపించు
1078,lassen::V,antaa,అనుమతించు
1079,einladen::V,kutsua,ఆహ్వానించు
1080,vereinigen::V,yhdistää,కూడుట
1081,besuchen::V,vierailla,పోయి చూచు
1082,treffen::V,tavata,కలియు
1083,sich versammeln::V,kokoontua,కూర్చు
1084,spielen::V,pelata,ఆట లాడు
1085,spielen::V,leikkiä,ఆట లాడు
1086,singen::V,laulaa,పాడు
1087,tanzen::V,tanssia,నృత్యముచేయు
1088,sich trennen::V,erota,ఎడబాయుట
1089,verlassen::V,jättää,విడుచు
1090,retten::V,pelastaa,తప్పించుట
1091,bewachen::V,vartioida,కాపాడు
1092,schützen::V,suojella,రక్షించు
1093,verteidigen::V,puolustaa,రక్షించు
1094,sich schlagen::V,tapella,జగడమాడు
1095,schießen::V,ampua,కాల్చు
1096,siegen::V,voittaa,గెలుచు
1097,ärgern::V,ärsyttää,పీడించుట
1098,schlagen::V,lyödä,కొట్టు
1099,treten::V,potkaista,తన్ను
1100,stechen::V,pistää,కుట్టు
1101,stoßen::V,sysätä,గెంటు
1102,stoßen::V,työntää,గెంటు
1103,stehlen::V,varastaa,దొంగిలించు
1104,stören::V,häiritä,కలతపఱచు
1105,belästigen::V,häiritä,పీడించు
1106,verbergen::V,kätkeä,దాచు
1107,täuschen::V,harhauttaa,మోసము చేయు
1108,betrügen::V,pettää,మోసపుచ్చు
1109,betrügen::V,petkuttaa,మోసపుచ్చు
1110,töten::V,tappaa,చంపు
1111,wohnen::V,asua,నివసించు
1112,arbeiten::V,tehdä työtä,పనిచేయు
1113,arbeiten::V,työskennellä,పనిచేయు
1114,sammeln::V,koota,ప్రోగుచేయు
1115,sammeln::V,kerätä,ప్రోగుచేయు
1116,pflücken::V,poimia,యేరుట
1117,jagen::V,metsästää,వేటాడు
1118,fischen::V,kalastaa,వెదకు
1119,fassen::V,pyydystää,పట్టుకొమ
1120,fassen::V,saalistaa,పట్టుకొమ
1121,hüten::V,paimentaa,మందచేరుట
1122,treiben::V,ajaa,నడపు
1123,anbinden::V,kytkeä,కట్టు
1124,füttern::V,ruokkia,భోజనము పెట్టు
1125,melken::V,lypsää,పాలు పితుకు
1126,hacken::V,hakata,నఱకు
1127,gießen::V,kastella,నీళ్ళుకట్టుట
1128,reifen::V,kypsyä,పండుట
1129,zubereiten::V,valmistaa,వండు
1130,kochen::V,keittää,వండు
1131,backen::V,leipoa,రొట్టెకాల్చు
1132,braten::V,paistaa,వేపు
1133,umrühren::V,hämmentää,కదులుట
1134,stricken::V,kutoa,అల్లు
1135,stricken::V,neuloa,అల్లు
1136,nähen::V,ommella,కుట్టు
1137,färben::V,värjätä,రంగు వేయు
1138,färben::V,värittää,రంగు వేయు
1139,reinigen::V,puhdistaa,శుభ్రము చేయు
1140,waschen::V,pestä,కడుగు
1141,abwischen::V,pyyhkiä,తుడుచు
1142,spülen::V,huuhtoa,నీటిలో జడించు
1143,fegen::V,pyyhkäistä,ఊడ్చు
1144,kehren::V,lakaista,ఊడ్చు
1145,baden::V,kylpeä,స్నానము చేయు
1146,sich waschen::V,peseytyä,కడుగు
1147,ausziehen::V,riisua,విప్పు
1148,anziehen::V,pukea ylleen,ధరించు
1149,sich anziehen::V,pukeutua,బట్టలు వేసుకొను
1150,sich anziehen::V,pukeutua,తొడుగుకొను
1151,kämmen::V,kammata,దువ్వుట
1152,schmücken::V,koristaa,అలంకరించు
1153,schmücken::V,kaunistaa,అలంకరించు
1154,sagen::V,sanoa,చెప్పు
1155,sprechen::V,puhua,చెప్పు
1156,reden::V,keskustella,మాటలాడు
1157,sich unterhalten::V,jutella,ముచ్చటలాడు
1158,fragen::V,kysyä,ప్రశ్నించు
1159,bitten::V,pyytää,కోరు
1160,erzählen::V,kertoa,చెప్పు
1161,mitteilen::V,ilmoittaa,తెలియజేయు
1162,nennen::V,kutsua,పేరు వెట్టు
1163,nennen::V,nimittää,పేరు వెట్టు
1164,rufen::V,kutsua,పిలుచు
1165,prahlen::V,kerskailla,జల్లి
1166,übersetzen::V,kääntää,తర్జుమాచేయు
1167,denken::V,miettiä,ఆలోచించు
1168,denken::V,ajatella,ఆలోచించు
1169,glauben::V,uskoa,నమ్ము
1170,bemerken::V,huomata,గుర్తించు
1171,erkennen::V,tunnistaa,గుర్తించు
1172,begreifen::V,ymmärtää,గ్రహించు
1173,verstehen::V,ymmärtää,గ్రహించు
1174,lernen::V,oppia,నేర్చు కొను
1175,wissen::V,tietää,తెలిసికొను
1176,sich erinnern an::V,muistaa,జ్ఞాపకముంచుకొను
1177,vergessen::V,unohtaa,మఱచిపోవు
1178,messen::V,mitata,కొలుచుట
1179,zählen::V,laskea,లెక్కపెట్టు
1180,rechnen::V,laskea,లెక్కపెట్టు
1181,lesen::V,lukea,చదువు
1182,malen::V,maalata,పూనుట
1183,zeichnen::V,piirtää,వ్రాసుట
1184,zeichnen::V,piirustaa,వ్రాసుట
1185,schreiben::V,kirjoittaa,వ్రాయు
1186,besitzen::V,omistaa,కలిగియుండు
1187,kaufen::V,ostaa,కొను
1188,verkaufen::V,myydä,అమ్ము
1189,bezahlen::V,maksaa,చెల్లించు
1190,zahlen::V,maksaa,చెల్లించు
1191,beherrschen::V,hallita,ఏలు
1192,ertragen::V,kestää,భరించు
