,Concept_ID,ar,ce
776,dreißig::NUM,ثلاثون,ткъе итт
777,vierzig::NUM,أربعون,шовзткъа
778,fünfzig::NUM,خمسون,шовзткъе итт
779,sechzig::NUM,ستون,кхузткъа
780,siebzig::NUM,سبعون,кхузткъе итт
781,achtzig::NUM,ثمانون,дезткъа
782,neunzig::NUM,تسعون,дезткъе итт
783,hundert::NUM,مئة,бӏе
784,tausend::NUM,ألف,эзар
785,und::CNJ,و,a
786,oder::CNJ,أو,я
787,stehen::V,وقف,латта
788,sitzen::V,جلس,хиъна ӏан
789,liegen::V,رقد,ӏилла
790,hängen::V,تعلق,кхаза
791,werden::V,صار,хила
792,werden::V,أصبح,хила
793,passieren::V,حدث,хила
794,beginnen::V,ابتدأ,доло
795,enden::V,انتهى,дӏадерза
796,wechseln::V,تغير,хийца
797,aufgehen[Sonne]::V,شرق,кхета
798,untergehen[Sonne]::V,غرب,чубуза
799,scheinen[Sonne]::V,أضاء,серло яла
800,donnern::V,رعد,къекъа
801,wehen::V,هب,хьекха
802,strömen::V,جرى,эха
803,fließen::V,سال,охьаэха
804,sich drehen::V,دار,хьийза
805,schwanken::V,ترنح,леста
806,schwingen::V,ترجح,лесто
807,fallen::V,سقط,охьакхета
808,brennen::V,احترق,дага
809,rauchen::V,دخن,оза
810,regnen::V,أمطر,догlа догlу
811,gefrieren::V,تجمد,гӏоро
812,tauen::V,ذاب,даша
813,schmelzen::V,ذاب,лала
814,trocknen::V,نشف,дакъо
815,sieden::V,غلى,кхехка
816,faulen::V,فسد,дахкадала
817,verfaulen::V,تعفن,дахкадала
818,reißen::V,انقطع,хеда
819,versinken::V,غرق,хичудаха
820,vergehen::V,مضى,дlаэха
821,erscheinen::V,لاح,схьадала
822,erscheinen::V,لاح,ӏоттадала
823,erscheinen::V,ظهر,схьадала
824,erscheinen::V,ظهر,ӏоттадала
825,verschwinden::V,غاب,къайладала
826,sinken::V,هبط,лахдала
827,abnehmen::V,نقص,
828,zunehmen::V,ازداد,лакхадала
829,steigen::V,صعد,хьаладала
830,steigen::V,ارتفع,хьаладала
831,wachsen::V,نما,кхиа
832,wachsen::V,نبت,кхиа
833,glänzen::V,لمع,лепа
834,funkeln::V,تلألأ,къега
835,lärmen::V,ضج,гӏовгӏаян
836,lärmen::V,صخب,гӏовгӏаян
837,läuten::V,قرع,детта
838,klingeln::V,دق,дека
839,klirren::V,قعقع,дека
840,brausen::V,عج,хьаьдда даха
841,rauschen::V,حف,леста
842,klingen::V,رن,дека
843,bellen::V,نبح,лета
844,heulen::V,عوى,угӏа
845,blasen::V,نفخ,хӏуп баха
846,pfeifen::V,صفر,шок етта
847,schreien::V,صرخ,мохь бетта
848,stöhnen::V,أن,узарш дан
849,zittern::V,ارتعش,дега
850,leben::V,عاش,даха
851,geboren werden::V,ولد,хила
852,atmen::V,تنفس,садеӏа
853,trinken::V,شرب,мала
854,essen::V,أكل,кхалла
855,schlucken::V,جرع,къурдбан
856,müde werden::V,تعب,кӏаддала
857,einschlafen::V,نام,наб кхета
858,schlafen::V,نام,вижа
859,schlafen::V,نام,наб ян
860,schlafen::V,نام,дижина хила
861,aufwachen::V,استيقظ,самадала
862,aufstehen::V,قام,гӏатта
863,sich erholen::V,استجم,садаӏа
864,krank werden::V,مرض,цомгуш хила
865,krank sein::V,مرض,цомгуш хила
866,schmerzen::V,آلم,лаза
867,schmerzen::V,آلم,ӏийжа
868,husten::V,كح,йовхарш етта
869,husten::V,سعل,йовхарш етта
870,genesen::V,نقه,тадала
871,sterben::V,مات,дала
872,umkommen::V,هلك,хӏаллакхила
873,sich bewegen::V,تحرك,лела
874,sich rühren::V,تحرك,меттахъхьен
875,sich erheben::V,قام,хьалагlатта
876,sich setzen::V,جلس,хаа
877,hinfallen::V,وقع,дожа
878,hinfallen::V,وقع,охьакхета
879,laufen::V,مشى,вада
880,laufen::V,مشى,хьада
881,schreiten::V,خطا,болар дан
882,schreiten::V,خطا,ког баккха
883,spazierengehen::V,تنزه,доладала
884,eilen::V,عجل,сихдала
885,sich beeilen::V,استعجل,сихдала
886,sausen::V,أسرع,
887,rennen::V,عدا,дада
888,rennen::V,ركض,дада
889,springen::V,قفز,ирхкхийсадала
890,klettern::V,تسلق,тӏедийла
891,schaukeln::V,تأرجح,техко
892,kriechen::V,دب,такха
893,kriechen::V,زحف,такха
894,schwimmen::V,سبح,некадан
895,tauchen::V,غطس,чулелха
896,rudern::V,جذف,дига лело
897,rudern::V,جذف,кема лело
898,fahren::V,ركب,хахка
899,fahren::V,سافر,хахка
900,fliegen::V,طار,тӏемадала
901,gehen::V,سار,лeла
902,gehen::V,ذهب,лeла
903,weggehen::V,ذهب,дӏадаха
904,weggehen::V,انصرف,дӏадаха
905,abfahren::V,رحل,дӏадаха
906,anhalten::V,توقف,саца
907,hineingehen::V,دخل,чудала
908,eintreten::V,دخل,чудала
909,kommen::V,أتى,кхача
910,kommen::V,أتى,дӏакхача
911,kommen::V,أتى,схьакхача
912,kommen::V,جاء,кхача
913,kommen::V,جاء,дӏакхача
914,kommen::V,جاء,схьакхача
915,ankommen::V,وصل,кхача
916,ankommen::V,وصل,схьакхача
917,zurückkommen::V,عاد,юхада
918,zurückkommen::V,رجع,юхада
919,bleiben::V,مكث,диса
920,warten::V,انتظر,хьежа
921,warten::V,انتظر,cобар дан
922,erwarten::V,ترقب,хьоьжуш ӏан
923,erwarten::V,انتظر,хьоьжуш ӏан
924,suchen::V,بحث,леха
925,finden::V,وجد,каро
926,versuchen::V,حاول,дан хьажа
927,vorbereiten::V,أعد,кечъян
928,vorbereiten::V,حضر,кечъян
929,lieben::V,أحب,деза
930,mögen::V,أحب,безамхила
931,lachen::V,ضحك,дела
932,rühren::V,أثر,хьедан
933,weinen::V,بكى,делха
934,schimpfen::V,سب,чехо
935,schimpfen::V,شتم,чехо
936,sich ärgern::V,زعل,оьгӏазъэха
937,sich fürchten::V,هاب,кхера
938,fürchten::V,خاف,кхера
939,fürchten::V,خشي,кхера
940,fliehen::V,هرب,дӏадада
941,flüchten::V,فر,дӏадада
942,sehen::V,رأى,ган
943,anschauen::V,نظر,хьажа
944,anschauen::V,نظر,хьежа
945,ansehen::V,نظر,хьовса
946,hören::V,سمع,хаза
947,zuhören::V,أصغى,ладогӏа
948,probieren::V,ذاق,хьажа
949,riechen::V,شم,хьожа яха
950,riechen::V,استنشق,хьожа яха
951,fühlen::V,شعر,хаадала
952,scheinen::V,ظهر,мотта
953,zu sehen sein::V,ظهر,гуш хила
954,vernehmen::V,سمع,бартхатта
955,frieren::V,بردان,гӏоро
956,tun::V,فعل,дан
957,können::V,قدر,дадала
958,können::V,استطاع,дадала
959,wollen::V,شاء,тӏергӏа
960,wollen::V,أراد,тӏергӏа
961,anfangen::V,بدأ,доло
962,beenden::V,أنهى,довла
963,aufhören::V,توقف,саца
964,aufhören::V,انقطع,саца
965,gelingen::V,نجح,кадала
966,geraten::V,طلع,хила
967,öffnen::V,فتح,дӏаделла
968,öffnen::V,فتح,схьаделла
969,schließen::V,أغلق,къовла
970,schließen::V,أغلق,дӏачӏагӏа
971,stellen::V,وضع,хlотто
972,stellen::V,أقام,хlотто
973,setzen::V,أجلس,дийгӏа
974,legen::V,وضع,охьадилла
975,berühren::V,مس,хьедан
976,berühren::V,لمس,хьедан
977,verbinden::V,ربط,вовшахтаса
978,verbinden::V,وصل,вовшахтаса
979,bedecken::V,غطى,тилла
980,bedecken::V,غطى,тӏетаса
981,aufhängen::V,علق,хьалаолла
982,anzünden::V,أوقد,лато
983,aufheben::V,لقط,айа
984,zurücklassen::V,ترك,дита
985,verlieren::V,فقد,дайа
986,fallen lassen::V,أسقط,охьадожо
987,machen::V,فعل,дан
988,herstellen::V,صنع,дан
989,herstellen::V,أنتج,дан
990,bauen::V,بنى,гӏишлоян
991,bauen::V,شيد,гӏишлоян
992,reparieren::V,صلح,тадан
993,verbessern::V,صحح,нисдан
994,ändern::V,غير,хийца
995,graben::V,حفر,ахка
996,beugen::V,ثنى,сатто
997,beugen::V,أحنى,сатто
998,biegen::V,لوى,сатто
999,drehen::V,أدار,хьовзо
1000,drehen::V,دور,хьовзо
1001,wenden::V,قلب,
1002,umdrehen::V,قلب,хьовзo
1003,heben::V,رفع,айа
1004,heben::V,رفع,хьалаайа
1005,hochheben::V,رفع,хьалаайа
1006,ergreifen::V,مسك,дӏалаца
1007,halten::V,مسك,латто
1008,drücken::V,ضغط,тӏетаӏо
1009,schieben::V,حرك,татта
1010,kratzen::V,خدش,мӏараш тийса
1011,lecken::V,لعق,мотт хьекха
1012,beißen::V,عض,катoха
1013,abreißen::V,قلع,схьадаккха
1014,abschneiden::V,قطع,кхада
1015,binden::V,ربط,дӏадехка
1016,binden::V,ربط,вовшахтаса
1017,stecken::V,دس,чудахийта
1018,brechen::V,كسر,кагдан
1019,klopfen::V,طرق,детта
1020,hauen::V,ضرب,етта
1021,kleben::V,ألصق,тӏелато
1022,reiben::V,حك,хьекхо
1023,streichen::V,نشر,тlехьакха
1024,schleifen::V,سن,ирдан
1025,schneiden::V,قطع,ларга
1026,rütteln::V,رج,лесто
1027,schütteln::V,هز,лесто
1028,schwenken::V,لوح,лесто
1029,schütten::V,صب,дотта
1030,füllen::V,ملأ,дуза
1031,einwickeln::V,لف,хьарчо
1032,tragen::V,حمل,дахьа
1033,schleppen::V,سحب,ийзо
1034,ziehen::V,سحب,озо
1035,aufbewahren::V,حفظ,ӏалашдан
1036,werfen::V,رمى,кхосса
1037,werfen::V,ألقى,кхосса
1038,fangen::V,التقط,леца
1039,packen::V,مسك,леца
1040,verstecken::V,خبأ,къайладаккха
1041,teilen::V,قسم,декъа
1042,schicken::V,بعث,дӏадахьийта
1043,schicken::V,أرسل,дӏадахьийта
1044,bringen::V,جلب,дан
1045,hinzufügen::V,أضاف,тӏетоха
1046,bekommen::V,حصل,даккха
1047,erhalten::V,استلم,даккха
1048,nehmen::V,أخذ,схьаэца
1049,wählen::V,اختار,харжа
1050,auswählen::V,انتقى,харжа
1051,bewahren::V,حافظ,lалашдан
1052,behindern::V,عاق,новкъарло ян
1053,verderben::V,أفسد,талхо
1054,beschädigen::V,أضر,дохо
1055,zerbrechen::V,كسر,дохо
1056,zerbrechen::V,كسر,кагдан
1057,zerreißen::V,مزق,хадо
1058,zerstören::V,دمر,дохо
1059,zerstören::V,دمر,кагдан
1060,verbrennen::V,حرق,даго
1061,geben::V,أعطى,яла
1062,reichen::V,ناول,дӏадала
1063,reichen::V,ناول,дӏакховдо
1064,schenken::V,وهب,совгӏат дан
1065,versprechen::V,وعد,ваӏда дан
1066,wünschen::V,تمنى,лаа
1067,loben::V,مدح,хасто
1068,küssen::V,قبل,оба яккха
1069,wiegen::V,هدهد,тахка
1070,zudecken::V,غطى,тӏетаса
1071,wecken::V,أيقظ,самадаккха
1072,zeigen::V,أرى,гайта
1073,führen::V,دل,дига
1074,lehren::V,علم,ӏамо
1075,unterrichten::V,علم,хьеха
1076,aufziehen::V,ربى,кхио
1077,leiten::V,دل,урхалла дан
1078,leiten::V,أدار,урхалла дан
1079,antreiben::V,حث,сихдан
1080,lassen::V,حدا,-йта
1081,einladen::V,دعا,кхайкха
1082,vereinigen::V,وحد,цхьаьнатоха
1083,besuchen::V,زار,хьажахIотта
1084,treffen::V,قابل,дуьхьалкхета
1085,sich versammeln::V,اجتمع,гулдан
1086,spielen::V,لعب,ловза
1087,singen::V,غنى,лакха
1088,tanzen::V,رقص,хелхадала
1089,sich trennen::V,افترق,къаста
1090,verlassen::V,ترك,дита
1091,retten::V,نجى,кӏелхьардаккха
1092,retten::V,أنقذ,кӏелхьардаккха
1093,bewachen::V,حرس,ха дан
1094,schützen::V,حمى,лардан
1095,verteidigen::V,دافع,лардан
1096,sich schlagen::V,تضارب,етта
1097,schießen::V,أطلق,детта
1098,siegen::V,انتصر,тола
1099,ärgern::V,أزعل,оьгӏаздахийта
1100,schlagen::V,ضرب,тоха
1101,treten::V,رفس,мийра тоха
1102,stechen::V,شك,ӏотта
1103,stechen::V,شك,къовзо
1104,stoßen::V,دفع,татта
1105,stehlen::V,سرق,лачкъо
1106,stören::V,ضايق,новкъарло ян
1107,belästigen::V,أزعج,сагатдан
1108,verbergen::V,كتم,къайладаккха
1109,täuschen::V,خدع,ӏexo
1110,betrügen::V,غش,ледан
1111,töten::V,قتل,ден
1112,wohnen::V,سكن,даха
1113,arbeiten::V,عمل,къахьега
1114,arbeiten::V,اشتغل,къахьега
1115,sammeln::V,جمع,гулдан
1116,pflücken::V,جنى,даха
1117,pflücken::V,قطف,даха
1118,jagen::V,صاد,талла
1119,fischen::V,اصطاد,чӏерий леца
1120,fassen::V,قبض,лаца
1121,fassen::V,قبض,схьалаца
1122,hüten::V,رعى,лардан
1123,treiben::V,ساق,лахка
1124,anbinden::V,ربط,дӏадехка
1125,füttern::V,علف,хӏума яла
1126,melken::V,حلب,оза
1127,hacken::V,فرم,
1128,gießen::V,سقى,хи тоха
1129,reifen::V,نضج,хьекъа
1130,zubereiten::V,حضر,кечъян
1131,zubereiten::V,حضر,кхача бан
1132,kochen::V,طبخ,кхача бан
1133,backen::V,خبز,датта
1134,braten::V,قلى,кхарза
1135,braten::V,حمر,кхарза
1136,umrühren::V,قلب,кего
1137,stricken::V,حاك,
1138,nähen::V,خاط,тега
1139,färben::V,صبغ,басардан
1140,färben::V,لون,басардан
1141,reinigen::V,نظف,цӏандан
1142,waschen::V,غسل,йила
1143,waschen::V,غسل,йитта
1144,waschen::V,غسل,дӏадайа
1145,abwischen::V,مسح,дӏадайа
1146,spülen::V,شطف,хи кхарза
1147,fegen::V,كنس,нуй хьакха
1148,kehren::V,كنس,нуй хьакха
1149,baden::V,استحم,лийча
1150,sich waschen::V,اغتسل,юьхь йила
1151,ausziehen::V,خلع,духар дӏадаккха
1152,anziehen::V,لبس,
1153,sich anziehen::V,اكتسى,духа
1154,kämmen::V,مشط,ехк хьакха
1155,schmücken::V,زين,хаздан
1156,sagen::V,قال,ала
1157,sprechen::V,تكلم,баха
1158,sprechen::V,تكلم,мотт бийца
1159,reden::V,تكلم,къамел дан
1160,sich unterhalten::V,تحادث,къамел дан
1161,fragen::V,سأل,хатта
1162,bitten::V,رجا,деха
1163,erzählen::V,حكي,дийца
1164,mitteilen::V,بلغ,хаам бан
1165,nennen::V,سمى,цӏе яккха
1166,rufen::V,نادى,кхайкха
1167,prahlen::V,فشر,куралла ян
1168,prahlen::V,فشر,дозалла дан
1169,prahlen::V,تفاخر,куралла ян
1170,prahlen::V,تفاخر,дозалла дан
1171,übersetzen::V,ترجم,гоч дан
1172,denken::V,فكر,ойла ян
1173,glauben::V,اعتقد,теша
1174,bemerken::V,لاحظ,ган
1175,erkennen::V,عرف,довза
1176,begreifen::V,فهم,кхета
1177,begreifen::V,أدرك,кхета
1178,verstehen::V,فهم,кхета
1179,lernen::V,درس,деша
1180,wissen::V,علم,хаа
1181,sich erinnern an::V,تذكر,дагадан
1182,vergessen::V,نسي,дицдала
1183,messen::V,قاس,дуста
1184,zählen::V,عد,дагардан
1185,zählen::V,أحصى,дагардан
1186,rechnen::V,حسب,лара
1187,lesen::V,قرأ,еша
1188,malen::V,صور,сурт дилла
1189,zeichnen::V,رسم,сурт дилла
1190,schreiben::V,كتب,яздан
1191,besitzen::V,حاز,доладан
1192,besitzen::V,ملك,доладан
1193,kaufen::V,اشترى,эца
1194,verkaufen::V,باع,дохка
1195,bezahlen::V,دفع,мах бала
1196,zahlen::V,سدد,мах бала
1197,beherrschen::V,حكم,собаре хила
1198,ertragen::V,أطاق,лан
1199,ertragen::V,أطاق,сатоха
1200,ertragen::V,أطاق,садетта
1201,ertragen::V,تحمل,лан
1202,ertragen::V,تحمل,сатоха
1203,ertragen::V,تحمل,садетта
