,Concept_ID,fi,os
752,dumm::A,typerä,ӕдылы
753,faul::A,laiska,зивӕг
754,faul::A,laiska,зивӕггӕнаг
755,fleißig::A,ahkera,æнæзивæг
756,fleißig::A,ahkera,æнувыд
757,geizig::A,saita,чъынды
758,geizig::A,saita,æлгъин
759,geizig::A,saita,мæрддзæст
760,klug::A,älykäs,зондджын
761,geschickt::A,taitava,хӕрзарӕхст
762,lieb::A,rakas,уарзон
763,lustig::A,hauska,хъӕлдзӕг
764,lustig::A,iloinen,хъӕлдзӕг
765,sanft::A,lauha,мынчын
766,sanft::A,lempeä,мынчын
767,hungrig::A,nälkäinen,ӕххормаг
768,krank::A,sairas,нӕфӕразгӕ
769,nackt::A,alaston,бӕгънӕг
770,traurig::A,surullinen,ӕрхӕндӕг
771,traurig::A,murheellinen,ӕрхӕндӕг
772,lebendig::A,elävä,цардӕгас
773,gut::A,hyvä,хорз
774,schlecht::A,paha,цауд
775,schlecht::A,huono,цауд
776,richtig::A,oikea,раст
777,schlimm::A,paha,ӕвзӕр
778,wahr::A,tosi,ӕцӕг
779,alt::A,vanha,зӕронд
780,neu::A,uusi,ног
781,ehemalig::A,entinen,раздӕры
782,ehemalig::A,muinainen,раздӕры
783,alt[Lebewesen]::A,vanha,ацӕргӕ
784,jung::A,nuori,ӕрыгон
785,arm::A,köyhä,мӕгуыр
786,reich::A,rikas,хъӕздыг
787,bekannt::A,tuttu,зонгӕ
788,bekannt::A,tunnettu,зонгӕ
789,berühmt::A,kuuluisa,номдзыд
790,fremd::A,vieras,æцæгæлон
791,verschieden::A,eri,æндæр æмæ æндæр
792,verschieden::A,eri,алы
793,verschieden::A,eri,алыхуызон
794,verschieden::A,erilainen,æндæр æмæ æндæр
795,verschieden::A,erilainen,алы
796,verschieden::A,erilainen,алыхуызон
797,nah::A,läheinen,хӕстӕг
798,fern::A,etäinen,дард
799,fern::A,etäinen,дӕрддаг
800,linker::A,vasen,галиу
801,rechter::A,oikea,рахиз
802,anderer::A,muu,иннӕ
803,anderer::A,muu,ӕндӕр
804,anderer::A,toinen,иннӕ
805,anderer::A,toinen,ӕндӕр
806,erster::A,ensimmäinen,фыццаг
807,erster::A,ensimmäinen,фыццӕгӕм
808,zweiter::A,toinen,дыккаг
809,zweiter::A,toinen,дыккæгæм
810,dritter::A,kolmas,æртыккаг
811,dritter::A,kolmas,æртыккæгæм
812,letzter::A,viimeinen,фӕстаг
813,allein::ADV,yksin,иунæг
814,auf einmal::ADV,yhdellä kertaa,уайтагъд
815,auf einmal::ADV,yhdellä kertaa,æвиппайды
816,auf einmal::ADV,yhdellä kertaa,æваст
817,zusammen::ADV,yhdessä,иумӕ
818,lange::ADV,kauan,бирæ рæстæг
819,lange::ADV,pitkään,бирæ рæстæг
820,plötzlich::ADV,äkkiä,æвиппайды
821,plötzlich::ADV,äkkiä,æваст
822,sofort::ADV,heti,уыцы сахат
823,sofort::ADV,heti,уайтагъд
824,später::ADV,myöhemmin,фæстæдæр
825,jetzt::ADV,nyt,ныр
826,heute::ADV,tänään,абон
827,morgen::ADV,huomenna,райсом
828,bald::ADV,pian,тагъд
829,bald::ADV,pian,рæхджы
830,dann::ADV,sitten,стæй
831,gestern::ADV,eilen,знон
832,einst::ADV,aikanaan,кӕддӕр
833,damals::ADV,silloin,уæд
834,damals::ADV,siihen aikaan,уæд
835,danach::ADV,sen jälkeen,стæй
836,danach::ADV,sen jälkeen,уый фæстæ
837,vorher::ADV,ennen,раздæр
838,zuerst::ADV,ensin,фыццаг
839,zuerst::ADV,ensiksi,фыццаг
840,einmal::ADV,kerran,иу хатт
841,manchmal::ADV,joskus,хатт
842,oft::ADV,usein,арæх
843,immer::ADV,aina,ӕдзух
844,niemals::ADV,ei koskaan,никуы
845,niemals::ADV,ei koskaan,никæд
846,hier::ADV,tässä,ам
847,hier::ADV,täällä,ам
848,hierhin::ADV,tähän,ардӕм
849,von hier::ADV,tästä,ардыгæй
850,von hier::ADV,täältä,ардыгæй
851,dort::ADV,siinä,уым
852,dort::ADV,siellä,уым
853,dorthin::ADV,sinne,уырдӕм
854,dorthin::ADV,tuonne,уырдӕм
855,geradeaus::ADV,suoraan,æргом
856,vorwärts::ADV,eteenpäin,размӕ
857,rückwärts::ADV,taaksepäin,фӕстӕмӕ
858,zurück::ADV,takaisin,фӕстӕмӕ
859,unten::ADV,alhaalla,дæлæ
860,unten::ADV,alhaalla,дæлейы
861,unten::ADV,alhaalla,бынæй
862,hinab::ADV,alas,дӕлӕмӕ
863,hinab::ADV,alas,уырдыгмӕ
864,oben::ADV,ylhäällä,уӕле
865,hinauf::ADV,ylös,уӕлӕмӕ
866,überall::ADV,kaikkialla,алыран
867,überall::ADV,kaikkialla,алкæм
868,überall::ADV,kaikkialla,кæмдæриддæр
869,nicht::ADV,ei,нӕ
870,ein wenig::ADV,vähän,чысыл
871,kaum::ADV,tuskin,цъус
872,sehr::ADV,kovin,тынг
873,sehr::ADV,kovin,иттӕг
874,sehr::ADV,oikein,тынг
875,sehr::ADV,oikein,иттӕг
876,so::ADV,näin,афтӕ
877,noch::ADV,vielä,ма
878,nur::ADV,vain,канд
879,nur::ADV,vain,ӕрмӕст
880,nur::ADV,ainoastaan,канд
881,nur::ADV,ainoastaan,ӕрмӕст
882,schon::ADV,jo,нырид
883,wieder::ADV,taas,ногӕй
884,wieder::ADV,jälleen,ногӕй
885,vergebens::ADV,turhaan,дзæгъæлы
886,vergebens::ADV,turhaan,уæгъды
887,vergebens::ADV,turhaan,æнæхъуаджы
888,vor::PRP,edessä,разы
889,hinter::PRP,takana,фӕстӕ
890,unter::PRP,alla,бын
891,durch::PRP,läpi,æхсæнты
892,durch::PRP,kautta,æхсæнты
893,neben::PRP,vieressä,цур
894,zwischen::PRP,välillä,астӕу
895,wegen::PRP,takia,тыххай
896,wegen::PRP,vuoksi,тыххай
897,dies::PRN,tämä,ай
898,das::PRN,se,уый
899,alles::PRN,kaikki,алцы
900,alles::PRN,kaikki,æппæтдæр
901,alles::PRN,kaikki,иууылдӕр
902,ich::PRN,minä,æз
903,du::PRN,sinä,ды
904,er::PRN,hän,уый
905,wir::PRN,me,мах
906,ihr::PRN,te,сымах
907,sie::PRN,he,уыдон
908,was::FPRN,mikä,цы
909,wer::FPRN,ken,чи
910,wer::FPRN,kuka,чи
911,wo::FADV,missä,кӕм
912,wohin::FADV,mihin,кӕдӕм
913,wie::FADV,miten,куыд
914,wie::FADV,kuinka,куыд
915,warum::FADV,miksi,цӕмӕн
916,wieviel::FNUM,paljonko,цал
917,wieviel::FNUM,kuinka paljon,цал
918,eins::NUM,yksi,иу
919,zwei::NUM,kaksi,дыууӕ
920,drei::NUM,kolme,ӕртӕ
921,vier::NUM,neljä,цыппар
922,fünf::NUM,viisi,фондз
923,sechs::NUM,kuusi,ӕхсӕз
924,sieben::NUM,seitsemän,авд
925,acht::NUM,kahdeksan,аст
926,neun::NUM,yhdeksän,фараст
927,zehn::NUM,kymmenen,дӕс
928,elf::NUM,yksitoista,иуæндæс
929,zwölf::NUM,kaksitoista,дыууадæс
930,zwanzig::NUM,kaksikymmentä,дыууын
931,dreißig::NUM,kolmekymmentä,æртын
932,dreißig::NUM,kolmekymmentä,дæсæмæссæдз
933,vierzig::NUM,neljäkymmentä,цыппор
934,vierzig::NUM,neljäkymmentä,цыппур
935,vierzig::NUM,neljäkymmentä,дыууиссæдзы
936,fünfzig::NUM,viisikymmentä,фӕндзай
937,sechzig::NUM,kuusikymmentä,æхсай
938,sechzig::NUM,kuusikymmentä,æртиссæдзы
939,siebzig::NUM,seitsemänkymmentä,æвдай
940,siebzig::NUM,seitsemänkymmentä,дæс æмæ æртиссæдзы
941,achtzig::NUM,kahdeksankymmentä,цыппарыссæдзы
942,achtzig::NUM,kahdeksankymmentä,æстай
943,neunzig::NUM,yhdeksänkymmentä,нæуæдз
944,neunzig::NUM,yhdeksänkymmentä,дæс æмæ цыппарыссæдзы
945,hundert::NUM,sata,сӕдӕ
946,tausend::NUM,tuhat,мин
947,und::CNJ,ja,ӕмӕ
948,oder::CNJ,tai,кӕнӕ
949,stehen::V,seisoa,лӕууын
950,sitzen::V,istua,бадын
951,liegen::V,maata,хуыссын
952,hängen::V,riippua,ауыгъд уын
953,werden::V,tulla,суӕвын
954,werden::V,joutua,суӕвын
955,passieren::V,sattua,æрцæуын
956,passieren::V,tapahtua,æрцæуын
957,beginnen::V,alkaa,райдайын
958,enden::V,loppua,фæуын
959,enden::V,päättyä,фæуын
960,wechseln::V,vaihtua,ивын
961,wechseln::V,vaihdella,ивын
962,aufgehen[Sonne]::V,nousta,скæсын
963,untergehen[Sonne]::V,laskea, аныгуылын
964,scheinen[Sonne]::V,paistaa,рухс кӕнын
965,donnern::V,jyristä,нæрын
966,wehen::V,tuulla,дымын
967,wehen::V,puhaltaa,дымын
968,strömen::V,virrata,кӕлын
969,fließen::V,valua,цæуын
970,fließen::V,valua,уайын
971,fließen::V,valua,кæлын
972,fließen::V,juosta,цæуын
973,fließen::V,juosta,уайын
974,fließen::V,juosta,кæлын
975,sich drehen::V,pyöriä,зилын
976,schwanken::V,horjua,æнкъуысын
977,schwingen::V,heilua,æнкъуысын
978,schwingen::V,heilua,змæлын
979,schwingen::V,värähdellä,æнкъуысын
980,schwingen::V,värähdellä,змæлын
981,fallen::V,pudota,хауын
982,fallen::V,langeta,хауын
983,brennen::V,palaa,судзын
984,rauchen::V,savuta,фæздæг кæнын
985,regnen::V,sataa,уарын
986,gefrieren::V,jäätyä,сӕлын
987,tauen::V,sulaa,стайын
988,schmelzen::V,sulaa,тайын
989,trocknen::V,kuivua,хус кæнын
990,sieden::V,kiehua,фыцын
991,faulen::V,mädätä,ӕмбийын
992,verfaulen::V,mädätä,бамбийын
993,verfaulen::V,mädäntyä,бамбийын
994,reißen::V,revetä,скъуийын
995,versinken::V,upota,дӕлдон_кӕнын
996,versinken::V,vajota,дӕлдон_кӕнын
997,vergehen::V,kulua,аивгъуийын
998,erscheinen::V,ilmestyä,разынын
999,verschwinden::V,kadota,фæтары уын
1000,verschwinden::V,kadota,фæдæлдзæх уын
1001,verschwinden::V,kadota,фесæфын
1002,verschwinden::V,kadota,æрбайсæфын
1003,sinken::V,vajota,дæлæмæ æрхауын
1004,abnehmen::V,vähetä,фæкъаддæр уын
1005,abnehmen::V,vähetä,фæцух уын
1006,zunehmen::V,kasvaa,фæфылдæр уын
1007,zunehmen::V,kasvaa,сбирæ уын
1008,zunehmen::V,kasvaa,сахадын
1009,zunehmen::V,lisääntyä,фæфылдæр уын
1010,zunehmen::V,lisääntyä,сбирæ уын
1011,zunehmen::V,lisääntyä,сахадын
1012,steigen::V,nousta,сыстын
1013,wachsen::V,kasvaa,рӕзын
1014,glänzen::V,kiiltää,ӕрттивын
1015,funkeln::V,kipinöidä,тыбар-тыбур_кӕнын
1016,lärmen::V,meluta,хъæлæба кæнын
1017,läuten::V,soida,цæгъдын
1018,klingeln::V,soida,цæгъдын
1019,klirren::V,kalista,дзыгъал-мыгъул кæнын
1020,klirren::V,kalista,дзæгъ-дзæгъ кæнын
1021,brausen::V,kohista,абухын
1022,rauschen::V,kohista,
1023,klingen::V,soida,зæлын
1024,klingen::V,soida,азæлын
1025,klingen::V,soida,хъуысын
1026,bellen::V,haukkua,рæйын
1027,heulen::V,ulvoa,ниуын
1028,blasen::V,puhaltaa,фу кӕнын
1029,pfeifen::V,viheltää,æхситт кæнын
1030,pfeifen::V,viheltää,къуыззитт кæнын
1031,schreien::V,kirkua,хъӕр кӕнын
1032,stöhnen::V,voihkia,хъæрзын
1033,stöhnen::V,voihkia,дзыназын
1034,zittern::V,vapista,ризын
1035,leben::V,elää,цӕрын
1036,geboren werden::V,syntyä,райгуырын
1037,atmen::V,hengittää,улӕфын
1038,trinken::V,juoda,нуазын
1039,essen::V,syödä,хӕрын
1040,schlucken::V,niellä,ныхъуырын
1041,müde werden::V,uupua,бафæллайын
1042,müde werden::V,uupua,бафæлмæцын
1043,müde werden::V,uupua,сфæлмæцын
1044,einschlafen::V,uinahtaa,бафынæй уын
1045,schlafen::V,maata,хуыссын
1046,schlafen::V,maata,фынӕй кӕнын
1047,schlafen::V,nukkua,хуыссын
1048,schlafen::V,nukkua,фынӕй кӕнын
1049,aufwachen::V,herätä,райхъал уын
1050,aufstehen::V,nousta,стын
1051,aufstehen::V,nousta ylös,стын
1052,sich erholen::V,levätä,фæллад уадзын
1053,sich erholen::V,levätä,улæфын
1054,krank werden::V,sairastua,фӕрынчын уын
1055,krank sein::V,potea,сӕйын
1056,krank sein::V,sairastaa,сӕйын
1057,schmerzen::V,särkeä,риссын
1058,schmerzen::V,kivistää,риссын
1059,husten::V,yskiä,хуыфын
1060,genesen::V,toipua,сдзæбæх уын
1061,genesen::V,toipua,рандидзын
1062,genesen::V,toipua,сæндидзын
1063,sterben::V,kuolla,мӕлын
1064,umkommen::V,saada surmansa,фесæфын
1065,umkommen::V,saada surmansa,байсæфын
1066,umkommen::V,saada surmansa,бабын уын
1067,umkommen::V,saada surmansa,мард фæуын
1068,umkommen::V,kuolla,фесæфын
1069,umkommen::V,kuolla,байсæфын
1070,umkommen::V,kuolla,бабын уын
1071,umkommen::V,kuolla,мард фæуын
1072,sich bewegen::V,liikkua,тæлфын
1073,sich bewegen::V,liikkua,цæуын
1074,sich rühren::V,liikahtaa,змӕлын
1075,sich erheben::V,nousta,стын
1076,sich setzen::V,istuutua,сбадын
1077,hinfallen::V,kaatua,ӕрхауын
1078,laufen::V,kävellä,цӕуын
1079,laufen::V,kävellä,рацу-бацу_кӕнын
1080,schreiten::V,astua,къахдзæф кæнын
1081,schreiten::V,astua,санчъех кæнын
1082,schreiten::V,astua,цæуын
1083,schreiten::V,astella,къахдзæф кæнын
1084,schreiten::V,astella,санчъех кæнын
1085,schreiten::V,astella,цæуын
1086,spazierengehen::V,kävellä,озер кæнын
1087,spazierengehen::V,kävellä,тезгъо кæнын
1088,eilen::V,kiirehtiä,тагъд кæнын
1089,eilen::V,kiirehtiä,тындзын
1090,sich beeilen::V,kiirehtiä,тагъд кæнын
1091,sich beeilen::V,kiirehtiä,тындзын
1092,sich beeilen::V,olla kiireissään,тагъд кæнын
1093,sich beeilen::V,olla kiireissään,тындзын
1094,sausen::V,rynnätä,уайын
1095,sausen::V,rynnätä,тæхын
1096,sausen::V,viilettää,уайын
1097,sausen::V,viilettää,тæхын
1098,rennen::V,juosta,згъорын
1099,springen::V,hypätä,гæпп кæнын
1100,springen::V,hypätä,сæррæтт кæнын
1101,springen::V,hypätä,лиуырын
1102,klettern::V,kiivetä,хилын
1103,schaukeln::V,kiikkua,хецъро кæнын
1104,schaukeln::V,kiikkua,херыйыл бадын
1105,kriechen::V,ryömiä,бырын
1106,schwimmen::V,uida,ленк кӕнын
1107,tauchen::V,sukeltaa,ныгъуылын
1108,rudern::V,soutaa,бæлæгъ тæрын
1109,rudern::V,soutaa,чема тæрын
1110,fahren::V,ajaa,цӕуын
1111,fahren::V,kulkea,цӕуын
1112,fliegen::V,lentää,тӕхын
1113,gehen::V,käydä,цӕуын
1114,weggehen::V,lähteä,ацӕуын
1115,weggehen::V,poistua,ацӕуын
1116,abfahren::V,lähteä,араст уын
1117,anhalten::V,pysähtyä,æрлæууын
1118,anhalten::V,seisahtua,æрлæууын
1119,hineingehen::V,mennä sisään,мидæмæ цæуын
1120,eintreten::V,astua sisään,бацӕуын
1121,kommen::V,tulla,æрцæуын
1122,ankommen::V,saapua,æрцæуын
1123,zurückkommen::V,palata,раздæхын
1124,zurückkommen::V,palata,фæстæмæ_раздæхын
1125,zurückkommen::V,palata,æрбаздæхын
1126,zurückkommen::V,palata,аздæхын
1127,bleiben::V,jäädä,лӕууын
1128,bleiben::V,viipyä,лӕууын
1129,warten::V,odottaa,ӕнхъӕлмӕ кӕсын
1130,erwarten::V,odottaa,ӕнхъӕлмӕ кӕсын
1131,suchen::V,etsiä,агурын
1132,finden::V,löytää,ссарын
1133,versuchen::V,yrittää,фӕлварын
1134,vorbereiten::V,valmistaa,бацаттæ кæнын
1135,vorbereiten::V,valmistaa,æрæввонг кæнын
1136,lieben::V,pitää,уарзын
1137,lieben::V,rakastaa,уарзын
1138,mögen::V,pitää,зæрдæмæ цæуын
1139,mögen::V,tykätä,зæрдæмæ цæуын
1140,lachen::V,nauraa,худын
1141,rühren::V,liikuttaa,зæрдæ суынгæг кæнын
1142,weinen::V,itkeä,кӕуын
1143,schimpfen::V,haukkua,æлгъитын
1144,sich ärgern::V,suuttua,мæсты кæнын
1145,sich fürchten::V,pelätä,тæрсын
1146,fürchten::V,pelätä,тæрсын
1147,fliehen::V,paeta,лидзын
1148,flüchten::V,paeta,алидзын
1149,sehen::V,nähdä,уынын
1150,anschauen::V,katsoa,акӕсын
1151,ansehen::V,katsoa,кӕсын
1152,hören::V,kuulla,хъусын
1153,zuhören::V,kuunnella,хъусын
1154,probieren::V,maistaa,уынын
1155,probieren::V,maistaa,аходын
1156,riechen::V,haistaa,смудын
1157,fühlen::V,tuntea,ӕнкъарын
1158,scheinen::V,tuntua,зынын
1159,zu sehen sein::V,näkyä,зынын
1160,vernehmen::V,kuulla,фехъусын
1161,frieren::V,palella,сийын
1162,tun::V,tehdä,кӕнын
1163,können::V,osata,фӕразын
1164,wollen::V,tahtoa,фӕндын
1165,anfangen::V,ruveta,райдайын
1166,anfangen::V,aloittaa,райдайын
1167,beenden::V,lopettaa,фӕуын
1168,aufhören::V,loppua,банцайын
1169,aufhören::V,loppua,фенцайын
1170,gelingen::V,onnistua,бантысын
1171,geraten::V,sujua,разынын
1172,geraten::V,joutua,разынын
1173,öffnen::V,avata,гом кӕнын
1174,öffnen::V,aukaista,гом кӕнын
1175,schließen::V,sulkea,ӕхгӕнын
1176,stellen::V,panna,ӕвӕрын
1177,stellen::V,asettaa,ӕвӕрын
1178,setzen::V,panna,сбадын кӕнын
1179,setzen::V,istuttaa,сбадын кӕнын
1180,legen::V,panna,ӕрӕвӕрын
1181,legen::V,asettaa,ӕрӕвӕрын
1182,berühren::V,koskea,агайын
1183,berühren::V,koskettaa,агайын
1184,verbinden::V,liittää,бӕттын
1185,verbinden::V,yhdistää,бӕттын
1186,bedecken::V,kattaa,ӕмбӕрзын
1187,bedecken::V,peittää,ӕмбӕрзын
1188,aufhängen::V,ripustaa,ауындзын
1189,anzünden::V,sytyttää,ссудзын
1190,aufheben::V,ylös nostaa,сисын
1191,aufheben::V,nostaa,сисын
1192,zurücklassen::V,jättää,ныууадзын
1193,verlieren::V,kadottaa,фесафын
1194,fallen lassen::V,pudottaa,ӕрӕппарын
1195,fallen lassen::V,pudottaa,къухтӕй феуӕгъд кӕнын
1196,machen::V,tehdä,саразын
1197,herstellen::V,tuottaa,сцæттæ кæнын
1198,herstellen::V,tuottaa,саразын
1199,herstellen::V,valmistaa,сцæттæ кæнын
1200,herstellen::V,valmistaa,саразын
1201,bauen::V,rakentaa,амайын
1202,reparieren::V,korjata,æмпъузын
1203,reparieren::V,korjata,цалцæг кæнын
1204,verbessern::V,parantaa,фæхуыздæр кæнын
1205,ändern::V,muuttaa,аивын
1206,graben::V,kaivaa,къахын
1207,beugen::V,taivuttaa,æркъæдз кæнын
1208,beugen::V,taivuttaa,æртасын кæнын
1209,biegen::V,taivuttaa,тасын кӕнын
1210,drehen::V,kääntää,здухын
1211,wenden::V,kääntää,афæлдахын
1212,wenden::V,kääntää,рафæлдахын
1213,umdrehen::V,kääntää,афæлдахын
1214,heben::V,nostaa,сдарын
1215,heben::V,nostaa,схæцын
1216,heben::V,kohottaa,сдарын
1217,heben::V,kohottaa,схæцын
1218,hochheben::V,nostaa,уæлæмæ хæцын
1219,ergreifen::V,tarttua,фӕлӕбурын
1220,halten::V,pitää,дарын
1221,drücken::V,painaa,æлхъивын
1222,drücken::V,painaa,хæцын
1223,drücken::V,puristaa,æлхъивын
1224,drücken::V,puristaa,хæцын
1225,schieben::V,työntää,схойын
1226,kratzen::V,raapia,хафын
1227,lecken::V,nuolla,сдæрын
1228,beißen::V,purra,хæцын
1229,abreißen::V,repiä,ратонын
1230,abschneiden::V,leikata poikki,ралыг кӕнын
1231,abschneiden::V,leikata,ралыг кӕнын
1232,binden::V,sitoa,бабӕттын
1233,stecken::V,pistää,ныссадзын
1234,brechen::V,murtaa,асæттын
1235,brechen::V,murtaa,басæттын
1236,brechen::V,murtaa,ныссæттын
1237,klopfen::V,koputtaa,хойын
1238,klopfen::V,koputtaa,гуыпп-гуыпп кæнын
1239,klopfen::V,koputtaa,къуырцц-къуырцц кæнын
1240,klopfen::V,kolkuttaa,хойын
1241,klopfen::V,kolkuttaa,гуыпп-гуыпп кæнын
1242,klopfen::V,kolkuttaa,къуырцц-къуырцц кæнын
1243,hauen::V,lyödä,цӕвын
1244,hauen::V,lyödä,нӕмын
1245,kleben::V,liimata,ныхасын
1246,kleben::V,liimata,æндадзын
1247,reiben::V,hieroa,сӕрфын
1248,reiben::V,hieroa,хафын
1249,reiben::V,hangata,сӕрфын
1250,reiben::V,hangata,хафын
1251,streichen::V,sivellä,байсæрдын
1252,streichen::V,sivellä,сахорын
1253,schleifen::V,hioa,ссын
1254,schleifen::V,hioa,цыргъ кӕнын
1255,schneiden::V,leikata,кӕрдын
1256,rütteln::V,ravistaa,æнкъусын
1257,schütteln::V,pudistaa,уигъын
1258,schwenken::V,heiluttaa,тилын
1259,schwenken::V,heiluttaa,уигъын
1260,schütten::V,kaataa,ныккӕнын
1261,füllen::V,täyttää,байдзаг кæнын
1262,einwickeln::V,kääriä,батухын
1263,tragen::V,kantaa,хӕссын
1264,schleppen::V,raahata,ласын
1265,ziehen::V,vetää,ласын
1266,aufbewahren::V,säilyttää,æвæрын
1267,werfen::V,viskata,зыввытт кӕнын
1268,fangen::V,napata,ӕрцахсын
1269,fangen::V,ottaa kiinni,ӕрцахсын
1270,packen::V,tarttua,рацахсын
1271,verstecken::V,kätkeä,æмбæхсын
1272,verstecken::V,kätkeä,нымæхсын
1273,verstecken::V,piilottaa,æмбæхсын
1274,verstecken::V,piilottaa,нымæхсын
1275,teilen::V,jakaa,уарын
1276,schicken::V,lähettää,ӕрвитын
1277,bringen::V,viedä,æрхæссын
1278,bringen::V,viedä,æрбахæссын
1279,hinzufügen::V,lisätä,ӕфтауын
1280,bekommen::V,saada,ссарын
1281,bekommen::V,saada,сфæрæз кæнын
1282,bekommen::V,saada,самал кæнын
1283,erhalten::V,saada,райсын
1284,nehmen::V,ottaa,райсын
1285,wählen::V,valita,равзарын
1286,auswählen::V,valikoida,авзарын
1287,bewahren::V,säilyttää,бавæрын
1288,bewahren::V,säilyttää,нывæрын
1289,behindern::V,estää,цæлхдур æвæрын
1290,behindern::V,estää,ныхдур æвæрын
1291,behindern::V,estää,къуылымпы кæнын
1292,behindern::V,estää,хъыг дарын
1293,verderben::V,pilata,фесафын
1294,verderben::V,turmella,фесафын
1295,beschädigen::V,vioittaa,халын
1296,beschädigen::V,vahingoittaa,халын
1297,zerbrechen::V,rikkoa,асӕттын
1298,zerreißen::V,repiä rikki,аскъуынын
1299,zerreißen::V,repiä palasiksi,аскъуынын
1300,zerstören::V,hävittää,фехалын
1301,verbrennen::V,polttaa,басудзын
1302,geben::V,antaa,дӕттын
1303,reichen::V,ojentaa,адæттын
1304,schenken::V,lahjoittaa,лæвар кæнын
1305,versprechen::V,luvata,дзырд раттын
1306,versprechen::V,luvata,зӕрдӕ бавӕрын
1307,wünschen::V,toivottaa,зæрдæ зæгъы
1308,loben::V,ylistää,раппӕлын
1309,küssen::V,suudella,пъа кæнын
1310,küssen::V,suudella,ба кæнын
1311,wiegen::V,tuudittaa,узын
1312,wiegen::V,keinuttaa,узын
1313,zudecken::V,peittää,бамбӕрзын
1314,wecken::V,herättää,райхъал кӕнын
1315,zeigen::V,näyttää,амонын
1316,zeigen::V,osoittaa,амонын
1317,führen::V,johdattaa,кӕнын
1318,führen::V,johdattaa,фæкæнын
1319,lehren::V,opettaa,ахуыр кæнын
1320,unterrichten::V,opettaa,ахуыр кæнын
1321,aufziehen::V,kasvattaa,хъомыл кӕнын
1322,leiten::V,johtaa,разамынд дӕттын
1323,antreiben::V,hoputtaa,тагъд кæнын
1324,antreiben::V,hoputtaa,рог кæнын
1325,lassen::V,antaa,кæнын
1326,einladen::V,kutsua,ӕрхонын
1327,einladen::V,kutsua,ӕрбахонын
1328,vereinigen::V,yhdistää,баиу кӕнын
1329,besuchen::V,vierailla,абæрæг кæнын
1330,besuchen::V,vierailla,бабæрæг кæнын
1331,besuchen::V,vierailla,бауайын
1332,treffen::V,tavata,фембæлын
1333,sich versammeln::V,kokoontua,æрæмбырд уын
1334,spielen::V,pelata,хъазын
1335,spielen::V,leikkiä,хъазын
1336,singen::V,laulaa,зарын
1337,tanzen::V,tanssia,кафын
1338,sich trennen::V,erota,фæйнæрдæм фæцæуын айхæлын
1339,verlassen::V,jättää,ныууадзын
1340,retten::V,pelastaa,фервӕзын кӕнын
1341,bewachen::V,vartioida,хъахъхъӕнын
1342,schützen::V,suojella,хъахъхъӕнын
1343,verteidigen::V,puolustaa,бахизын
1344,sich schlagen::V,tapella,хыл кæнын
1345,schießen::V,ampua,ӕхсын
1346,siegen::V,voittaa,басӕттын
1347,siegen::V,voittaa,фӕуӕлахиз уӕвын
1348,ärgern::V,ärsyttää,мӕсты кӕнын
1349,schlagen::V,lyödä,ныццæвын
1350,treten::V,potkaista,
1351,stechen::V,pistää,фæрæхойын
1352,stoßen::V,sysätä,риуыгъын
1353,stoßen::V,työntää,риуыгъын
1354,stehlen::V,varastaa,давын
1355,stören::V,häiritä,хъыгдарын
1356,belästigen::V,häiritä,хъыгдарын
1357,verbergen::V,kätkeä,бамбӕхсын
1358,verbergen::V,kätkeä,басусӕг кӕнын
1359,täuschen::V,harhauttaa,фӕливын
1360,täuschen::V,harhauttaa,асайын
1361,betrügen::V,pettää,асайын
1362,betrügen::V,petkuttaa,асайын
1363,töten::V,tappaa,амарын
1364,wohnen::V,asua,цӕрын
1365,arbeiten::V,tehdä työtä,кусын
1366,arbeiten::V,työskennellä,кусын
1367,sammeln::V,koota,æртонын
1368,sammeln::V,kerätä,æртонын
1369,pflücken::V,poimia,тонын
1370,jagen::V,metsästää,цуан кæнын
1371,fischen::V,kalastaa,кæсаг ахсын æнгуырæй
1372,fischen::V,kalastaa,æнгуыр дарын
1373,fassen::V,pyydystää,ӕрцахсын
1374,fassen::V,saalistaa,ӕрцахсын
1375,hüten::V,paimentaa,хизын
1376,treiben::V,ajaa,скъӕрын
1377,anbinden::V,kytkeä,бабæттын
1378,anbinden::V,kytkeä,æрбæттын
1379,füttern::V,ruokkia,холлаг дæттын
1380,füttern::V,ruokkia,холлаг æвæрын
1381,füttern::V,ruokkia,дарын
1382,melken::V,lypsää,дуцын
1383,hacken::V,hakata,кæрдын
1384,hacken::V,hakata,лыгтæ кæнын
1385,gießen::V,kastella,бакалын
1386,reifen::V,kypsyä,срæгъæд уын
1387,reifen::V,kypsyä,сцæттæ уын
1388,zubereiten::V,valmistaa,сцӕттӕ кӕнын
1389,kochen::V,keittää,фыцын
1390,backen::V,leipoa,фыцын
1391,braten::V,paistaa,цурын
1392,umrühren::V,hämmentää,ахæццæ кæнын
1393,umrühren::V,hämmentää,азмæнтын
1394,umrühren::V,hämmentää,астауын
1395,stricken::V,kutoa,кæнын
1396,stricken::V,kutoa,бийын
1397,stricken::V,neuloa,кæнын
1398,stricken::V,neuloa,бийын
1399,nähen::V,ommella,хуыйын
1400,färben::V,värjätä,ахорын
1401,färben::V,värittää,ахорын
1402,reinigen::V,puhdistaa,ссыгъдæг кæнын
1403,reinigen::V,puhdistaa,ныссыгъдæг кæнын
1404,reinigen::V,puhdistaa,ныссæрфын
