,Concept_ID,lv,mhr
58,Brust::N,морӧс,оҥ
59,Brust::N,krūts,оҥ
60,Schulter::N,пельпом,ва́че
61,Schulter::N,plecs,ва́че
62,Arm::N,ки,кид
63,Arm::N,roka,кид
64,Arm::N,delms,кид
65,Ellenbogen::N,гырддза,кынерву́й
66,Ellenbogen::N,elkonis,кынерву́й
67,Hand::N,ки,кид
68,Hand::N,ки,копа́
69,Hand::N,roka,кид
70,Hand::N,roka,копа́
71,Hand::N,plauksta,кид
72,Hand::N,plauksta,копа́
73,Handfläche::N,ки пыдӧс,со́во
74,Handfläche::N,delna,со́во
75,Handfläche::N,plauksta,со́во
76,Finger::N,чунь,парня́
77,Finger::N,pirksts,парня́
78,Fingernagel::N,гыж,кидкӱ́ч
79,Fingernagel::N,гыж,парнягӱ́ч
80,Fingernagel::N,nags,кидкӱ́ч
81,Fingernagel::N,nags,парнягӱ́ч
82,Nagel[Anatomie]::N,гыж,кӱч
83,Nagel[Anatomie]::N,nags,кӱч
84,Zeh::N,кок чунь,йолварня́
85,Zeh::N,pirksts,йолварня́
86,Fuß::N,кок,йол
87,Fuß::N,кок,йолкопа́
88,Fuß::N,kāja,йол
89,Fuß::N,kāja,йолкопа́
90,Ferse::N,кокбӧр,тага́н
91,Ferse::N,papēdis,тага́н
92,Knie::N,пидзӧс,пулву́й
93,Knie::N,celis,пулву́й
94,Oberschenkel::N,лядьвей,э́рде
95,Oberschenkel::N,бек,э́рде
96,Oberschenkel::N,ciska,э́рде
97,Oberschenkel::N,augšstilbs,э́рде
98,Bein::N,кок,йол
99,Bein::N,kāja,йол
100,Körper::N,туша,кап
101,Körper::N,вывтыр,кап
102,Körper::N,miesa,кап
103,Körper::N,ķermenis,кап
104,Haut::N,ку,кова́ште
105,Haut::N,āda,кова́ште
106,Blut::N,вир,вӱр
107,Blut::N,asins,вӱр
108,Ader::N,сӧн,шӧн
109,Ader::N,asinsvads,шӧн
110,Sehne::N,вез,шӧн
111,Sehne::N,вез,кӱсе́н
112,Sehne::N,dzīsla,шӧн
113,Sehne::N,dzīsla,кӱсе́н
114,Knochen::N,лы,лу
115,Knochen::N,kauls,лу
116,Gehirn::N,вем,вем
117,Gehirn::N,вем,вуйве́м
118,Gehirn::N,smadzenes,вем
119,Gehirn::N,smadzenes,вуйве́м
120,Herz::N,сьӧлӧм,шӱм
121,Herz::N,sirds,шӱм
122,Magen::N,кынӧм,пага́р
123,Magen::N,kuņģis,пага́р
124,Leber::N,мус,мокш
125,Leber::N,aknas,мокш
126,Atem::N,лов,шӱ́лыш
127,Atem::N,elpa,шӱ́лыш
128,Hunger::N,тшыг,шужыма́ш
129,Hunger::N,bads,шужыма́ш
130,Hunger::N,izsalkums,шужыма́ш
131,Träne::N,синва,шинчавӱ́д
132,Träne::N,asara,шинчавӱ́д
133,Geschmack::N,кӧр,там
134,Geschmack::N,чӧсмӧс,там
135,Geschmack::N,garša,там
136,Geruch::N,зын,пуш
137,Geruch::N,дук,пуш
138,Geruch::N,smaka,пуш
139,Schlaf::N,узьӧм,о́мо
140,Schlaf::N,miegs,о́мо
141,Traum::N,вӧт,йӱдо́мо
142,Traum::N,вӧтасьӧм,йӱдо́мо
143,Traum::N,sapnis,йӱдо́мо
144,Himmel::N,енэж,кава́
145,Himmel::N,debess,кава́
146,Sonne::N,шонді,ке́че
147,Sonne::N,saule,ке́че
148,Mond::N,тӧлысь,ты́лзе
149,Mond::N,mēness,ты́лзе
150,Stern::N,кодзув,шӱ́дыр
151,Stern::N,zvaigzne,шӱ́дыр
152,Luft::N,сынӧд,юж
153,Luft::N,gaiss,юж
154,Wind::N,тӧв,марде́ж
155,Wind::N,vējš,марде́ж
156,Welle::N,гы,то́лкын
157,Welle::N,vilnis,то́лкын
158,Wasser::N,ва,вӱд
159,Wasser::N,ūdens,вӱд
160,Stein::N,из,кӱ
161,Stein::N,akmens,кӱ
162,Boden::N,му,рок
163,Boden::N,augsne,рок
164,Erde::N,му,мла́нде
165,Erde::N,му-ва,мла́нде
166,Erde::N,zeme,мла́нде
167,Staub::N,бус,пура́к
168,Staub::N,putekļi,пура́к
169,Rauch::N,тшын,шикш
170,Rauch::N,dūmi,шикш
171,Funke::N,кинь,сеске́м
172,Funke::N,кинь,тулйы́п
173,Funke::N,би кинь,сеске́м
174,Funke::N,би кинь,тулйы́п
175,Funke::N,dzirkstele,сеске́м
176,Funke::N,dzirkstele,тулйы́п
177,Feuer::N,би,тул
178,Feuer::N,uguns,тул
179,Licht::N,югӧр,со́то
180,Licht::N,gaisma,со́то
181,Schatten::N,вуджӧр,ӱ́мыл
182,Schatten::N,ēna,ӱ́мыл
183,Wetter::N,поводдя,иге́че
184,Wetter::N,laiks,иге́че
185,Nebel::N,ру,тӱтыра́
186,Nebel::N,онь,тӱтыра́
187,Nebel::N,migla,тӱтыра́
188,Wolke::N,кымӧр,пыл
189,Wolke::N,mākonis,пыл
190,Regen::N,зэр,йӱр
191,Regen::N,lietus,йӱр
192,Schnee::N,лым,лум
193,Schnee::N,sniegs,лум
194,Eis::N,йи,ий
195,Eis::N,ledus,ий
196,Frost::N,кӧдзыд,чатлама́
197,Frost::N,sals,чатлама́
198,Kälte::N,кӧдзыд,йӱ́штӧ
199,Kälte::N,saltums,йӱ́штӧ
200,Kälte::N,aukstums,йӱ́штӧ
201,Hitze::N,пӧсь,шо́кшо
202,Hitze::N,гожӧд,шо́кшо
203,Hitze::N,karstums,шо́кшо
204,Raureif::N,пуж,пӧрш
205,Raureif::N,пуж,по́кшым
206,Raureif::N,гыӧр,пӧрш
207,Raureif::N,гыӧр,по́кшым
208,Raureif::N,sarma,пӧрш
209,Raureif::N,sarma,по́кшым
210,Regenbogen::N,ӧшкамӧшка,шонанпы́л
211,Regenbogen::N,varavīksne,шонанпы́л
212,Donner::N,гым,кӱ́дырчӧ
213,Donner::N,pērkons,кӱ́дырчӧ
214,Strömung::N,ва ныр,йо́гын
215,Strömung::N,визувтӧм,йо́гын
216,Strömung::N,straume,йо́гын
217,Strömung::N,strāvojums,йо́гын
218,Tropfen::N,войт,чӱча́лтыш
219,Tropfen::N,lāse,чӱча́лтыш
220,Schaum::N,быг,шоҥ
221,Schaum::N,быгзьӧм,шоҥ
222,Schaum::N,putas,шоҥ
223,Schmutz::N,няйт,лавыра́
224,Schmutz::N,dubļi,лавыра́
225,See::N,ты,ер
226,See::N,ezers,ер
227,Sumpf::N,гыбад,лӱ́кӧ
228,Sumpf::N,кад,лӱ́кӧ
229,Sumpf::N,dumbrājs,лӱ́кӧ
230,Sumpf::N,staignājs,лӱ́кӧ
231,Moor::N,нюр,куп
232,Moor::N,purvs,куп
233,Moor::N,muklājs,куп
234,Wiese::N,видз,о́лык
235,Wiese::N,pļava,о́лык
236,Wald::N,вӧр,чодыра́
237,Wald::N,mežs,чодыра́
238,Hügel::N,дзиб,арка́
239,Hügel::N,мыльк,арка́
240,Hügel::N,нӧрыс,арка́
241,Hügel::N,paugurs,арка́
242,Anhöhe::N,мыльк,тӧва́
243,Anhöhe::N,мыльк,кӱкшака́
244,Anhöhe::N,нӧрыс,тӧва́
245,Anhöhe::N,нӧрыс,кӱкшака́
246,Anhöhe::N,paugurs,тӧва́
247,Anhöhe::N,paugurs,кӱкшака́
248,Berg::N,чой,ку́рык
249,Berg::N,керӧс,ку́рык
250,Berg::N,kalns,ку́рык
251,Gipfel::N,чук,чаҥга́
252,Gipfel::N,чук,курыкву́й
253,Gipfel::N,virsotne,чаҥга́
254,Gipfel::N,virsotne,курыкву́й
255,Höhle::N,рудӧг,пеще́р
256,Höhle::N,рудӧг,курыкпо́мыш
257,Höhle::N,ala,пеще́р
258,Höhle::N,ala,курыкпо́мыш
259,Abhang::N,ньывк,та́йыл
260,Abhang::N,бокша,та́йыл
261,Abhang::N,nogāze,та́йыл
262,Quelle::N,ӧшмӧс,важ
263,Quelle::N,ӧшмӧс,вӱдшинча́
264,Quelle::N,avots,важ
265,Quelle::N,avots,вӱдшинча́
266,Bach::N,шор,изэҥе́р
267,Bach::N,urga,изэҥе́р
268,Bach::N,strauts,изэҥе́р
269,Fluss::N,ю,эҥе́р
270,Fluss::N,upe,эҥе́р
271,Ufer::N,вадор,сер
272,Ufer::N,krasts,сер
273,Küste::N,вадор,вӱдтӱ́р
274,Küste::N,piekraste,вӱдтӱ́р
275,Festland::N,му,мла́нде
276,Festland::N,sauszeme,мла́нде
277,Meer::N,саридз,те́ҥыз
278,Meer::N,jūra,те́ҥыз
279,Bucht::N,куръя,икса́
280,Bucht::N,līcis,икса́
281,Insel::N,ді,отро́
282,Insel::N,sala,отро́
283,Blume::N,дзоридз,пеле́дыш
284,Blume::N,puķe,пеле́дыш
285,Blume::N,zieds,пеле́дыш
286,Gras::N,турун,шу́до
287,Gras::N,zāle,шу́до
288,Wurzel::N,вуж,вож
289,Wurzel::N,sakne,вож
290,Baum::N,пу,пуше́ҥге
291,Baum::N,koks,пуше́ҥге
292,Stamm::N,пучер,йы́тыр
293,Stamm::N,stumbrs,йы́тыр
294,Rinde::N,кырсь,шӱм
295,Rinde::N,miza,шӱм
296,Ast::N,ув,укш
297,Ast::N,zars,укш
298,Zweig::N,вож,торма́к
299,Zweig::N,nozare,торма́к
300,Blatt::N,кор,лышта́ш
301,Blatt::N,lapa,лышта́ш
302,Birke::N,кыдз,куэ́
303,Birke::N,bērzs,куэ́
304,Kiefer[Baum]::N,пожӧм,пӱ́нчӧ
305,Kiefer[Baum]::N,priede,пӱ́нчӧ
306,Weide[Baum]::N,бадь,уа́
307,Weide[Baum]::N,kārkls,уа́
308,Tanne::N,коз,кож
309,Tanne::N,egle,кож
310,Horn::N,сюр,шур
311,Horn::N,rags,шур
312,Feder::N,гӧн,пы́стыл
313,Feder::N,тывборд,пы́стыл
314,Feder::N,spalva,пы́стыл
315,Fell::N,ку,кова́ште
316,Fell::N,āda,кова́ште
317,Flügel::N,борд,шу́лдыр
318,Flügel::N,spārns,шу́лдыр
319,Klaue::N,гыж,кӱч
320,Klaue::N,nags,кӱч
321,Kralle::N,гыж,ла́па
322,Kralle::N,гыж,копа́
323,Kralle::N,nags,ла́па
324,Kralle::N,nags,копа́
325,Schwanz::N,бӧж,поч
326,Schwanz::N,ļipa,поч
327,Ei::N,кольк,му́но
328,Ei::N,ola,му́но
329,Nest::N,поз,пыжа́ш
330,Nest::N,ligzda,пыжа́ш
331,Bau::N,горс,пыжа́ш
332,Bau::N,пырмӧс,пыжа́ш
333,Bau::N,гу,пыжа́ш
334,Bau::N,ala,пыжа́ш
335,Tier::N,пемӧс,я́нлык
336,Tier::N,пемӧс,живо́тный
337,Tier::N,dzīvnieks,я́нлык
338,Tier::N,dzīvnieks,живо́тный
339,Herde::N,стада,кӱ́тӱ
340,Herde::N,стада,тӱшка́
341,Herde::N,кельӧб,кӱ́тӱ
342,Herde::N,кельӧб,тӱшка́
343,Herde::N,ganāmpulks,кӱ́тӱ
344,Herde::N,ganāmpulks,тӱшка́
345,Kuh::N,мӧс,ушка́л
346,Kuh::N,govs,ушка́л
347,Bulle::N,ӧш,ӱ́шкыж
348,Bulle::N,bullis,ӱ́шкыж
349,Pferd::N,вӧв,и́мне
350,Pferd::N,zirgs,и́мне
351,Schaf::N,ыж,шо́рык
352,Schaf::N,aita,шо́рык
353,Schwein::N,порсь,сӧсна́
354,Schwein::N,cūka,сӧсна́
355,Hund::N,пон,пий
356,Hund::N,suns,пий
357,Katze::N,кань,пы́рыс
358,Katze::N,kaķis,пы́рыс
359,Bär::N,ош,маска́
360,Bär::N,lācis,маска́
361,Eichhörnchen::N,ур,ур
362,Eichhörnchen::N,vāvere,ур
363,Elch::N,йӧра,шо́рдо
364,Elch::N,alnis,шо́рдо
365,Fuchs::N,руч,ры́выж
366,Fuchs::N,lapsa,ры́выж
367,Hase::N,кӧч,мера́ҥ
368,Hase::N,zaķis,мера́ҥ
369,Maus::N,шыр,коля́
370,Maus::N,pele,коля́
371,Wolf::N,кӧин,пи́ре
372,Wolf::N,vilks,пи́ре
373,Vogel::N,кай,ка́йык
374,Vogel::N,лэбач,ка́йык
375,Vogel::N,putns,ка́йык
376,Schwarm::N,чукӧр,каша́к
377,Schwarm::N,spiets,каша́к
378,Huhn::N,курӧг,чы́ве
379,Huhn::N,vista,чы́ве
380,Hahn::N,петук,агыта́н
381,Hahn::N,gailis,агыта́н
382,Gans::N,дзодзӧг,ко́мбо
383,Gans::N,zoss,ко́мбо
384,Adler::N,кутш,карагу́ш
385,Adler::N,ērglis,карагу́ш
386,Ente::N,утка,лу́до
387,Ente::N,pīle,лу́до
388,Eule::N,сюзь,тумна́
389,Eule::N,pūce,тумна́
390,Kranich::N,тури,турня́
391,Kranich::N,dzērve,турня́
392,Krähe::N,рака,кора́к
393,Krähe::N,vārna,кора́к
394,Kuckuck::N,кӧк,куку́
395,Kuckuck::N,dzeguze,куку́
396,Schwan::N,юсь,йӱ́ксӧ
397,Schwan::N,gulbis,йӱ́ксӧ
398,Fisch::N,чери,кол
399,Fisch::N,zivs,кол
400,Barsch::N,ёкыш,ола́ҥге
401,Barsch::N,asaris,ола́ҥге
402,Hecht::N,сир,нуж
403,Hecht::N,сир,чорта́н
404,Hecht::N,līdaka,нуж
405,Hecht::N,līdaka,чорта́н
406,Schlange[Tier]::N,кый,ки́шке
407,Schlange[Tier]::N,čūska,ки́шке
408,Wurm::N,номыр,шукш
409,Wurm::N,tārps,шукш
410,Spinne::N,черань,эҥыре́мыш
411,Spinne::N,zirneklis,эҥыре́мыш
412,Ameise::N,кодзувкот,ку́тко
413,Ameise::N,skudra,ку́тко
414,Laus::N,той,тий
415,Laus::N,uts,тий
416,Mücke::N,ном,шыҥа́
417,Mücke::N,ods,шыҥа́
418,Fliege::N,гут,ка́рме
419,Fliege::N,muša,ка́рме
420,Schmetterling::N,бобув,лы́ве
421,Schmetterling::N,tauriņš,лы́ве
422,Beere::N,тусь,мӧр
423,Beere::N,вотӧс,мӧр
424,Beere::N,oga,мӧр
425,Apfel::N,яблӧг,олма́
426,Apfel::N,ābols,олма́
427,Pilz::N,тшак,по́ҥго
428,Pilz::N,sēne,по́ҥго
429,Zwiebel::N,луккок,шога́н
430,Zwiebel::N,йӧнгыль,шога́н
431,Zwiebel::N,sīpols,шога́н
432,Saat::N,тусь,нӧ́шмӧ
433,Saat::N,тусь,туш
434,Saat::N,кӧйдыс,нӧ́шмӧ
435,Saat::N,кӧйдыс,туш
436,Saat::N,sēkla,нӧ́шмӧ
437,Saat::N,sēkla,туш
438,Korn::N,тусь,шу́рно
439,Korn::N,grauds,шу́рно
440,Heu::N,турун,шу́до
441,Heu::N,siens,шу́до
442,Schale::N,кор,шӱм
443,Schale::N,čaula,шӱм
444,Schale::N,čaumala,шӱм
445,Grube::N,гу,выне́м
446,Grube::N,bedre,выне́м
447,Falle::N,лэч,лӧ́дӧ
448,Falle::N,slazds,лӧ́дӧ
449,Falle::N,lamatas,лӧ́дӧ
450,Schlinge::N,лэч,о́птыш
451,Schlinge::N,лэч,шӧрга́лтыш
452,Schlinge::N,cilpa,о́птыш
453,Schlinge::N,cilpa,шӧрга́лтыш
454,Spur::N,туй,кыша́
455,Spur::N,pēda,кыша́
456,Asche::N,пӧм,ло́мыж
457,Asche::N,pelni,ло́мыж
458,Dreck::N,няйт,лавыра́
459,Dreck::N,dubļi,лавыра́
460,Eisen::N,кӧрт,кӱ́ртньӧ
461,Eisen::N,dzelzs,кӱ́ртньӧ
462,Gold::N,зарни,шӧ́ртньӧ
463,Gold::N,zelts,шӧ́ртньӧ
464,Silber::N,эзысь,ший
465,Silber::N,sudrabs,ший
466,Kohle::N,шом,мландышӱ́й
467,Kohle::N,ogle,мландышӱ́й
468,Glas::N,стеклӧ,янда́
469,Glas::N,stikls,янда́
470,Lehm::N,сёй,шун
471,Lehm::N,māls,шун
472,Sand::N,лыа,ошма́
473,Sand::N,smiltis,ошма́
474,Mensch::N,морт,еҥ
475,Mensch::N,морт,айде́ме
476,Mensch::N,cilvēks,еҥ
477,Mensch::N,cilvēks,айде́ме
478,Mann::N,аймӧрт,пӧръе́ҥ
479,Mann::N,мужичӧй,пӧръе́ҥ
480,Mann::N,vīrietis,пӧръе́ҥ
481,Frau::N,ань,ӱдырама́ш
482,Frau::N,нывбаба,ӱдырама́ш
483,Frau::N,sieviete,ӱдырама́ш
484,Kind::N,кага,аза́
485,Kind::N,bērns,аза́
486,Junge::N,пи,рве́зе
487,Junge::N,zēns,рве́зе
488,Junge::N,puika,рве́зе
489,Junge::N,puisis,рве́зе
490,Mädchen::N,ныв,ӱдыра́ш
491,Mädchen::N,meiča,ӱдыра́ш
492,Mädchen::N,skuķis,ӱдыра́ш
493,Mädchen::N,meitene,ӱдыра́ш
494,Familie::N,семья,еш
495,Familie::N,ģimene,еш
496,Großvater::N,пӧль,коча́
497,Großvater::N,vecaistēvs,коча́
498,Großmutter::N,баб,кова́
499,Großmutter::N,vecāmāte,кова́
500,Eltern::N,ай-мам,ача́-ава́
501,Eltern::N,бать-мам,ача́-ава́
502,Eltern::N,vecāki,ача́-ава́
503,Vater::N,бать,ача́
504,Vater::N,ай,ача́
505,Vater::N,tēvs,ача́
506,Mutter::N,мам,ава́
507,Mutter::N,māte,ава́
508,Sohn::N,пи,э́рге
509,Sohn::N,dēls,э́рге
510,Tochter::N,ныв,ӱ́дыр
511,Tochter::N,meita,ӱ́дыр
512,Bruder::N,вок,иза́
513,Bruder::N,вок,шо́льо
514,Bruder::N,brālis,иза́
515,Bruder::N,brālis,шо́льо
516,Schwester::N,чой,ака́
517,Schwester::N,māsa,ака́
518,Onkel::N,дядь,иза́
519,Onkel::N,tēvocis,иза́
520,Tante::N,тьӧт,кока́
521,Tante::N,tante,кока́
522,Ehemann::N,верӧс,мари́й
523,Ehemann::N,vīrs,мари́й
524,Ehefrau::N,гӧтыр,ва́те
525,Ehefrau::N,sieva,ва́те
526,Freude::N,радлун,куа́н
527,Freude::N,радлун,куаныма́ш
528,Freude::N,prieks,куа́н
529,Freude::N,prieks,куаныма́ш
530,Gelächter::N,серам,во́штылтыш
531,Gelächter::N,smiekli,во́штылтыш
532,Glück::N,шуд,пиа́л
533,Glück::N,laime,пиа́л
534,Kummer::N,шог,о́йго
535,Kummer::N,bēdas,о́йго
536,Kummer::N,raizes,о́йго
537,Wunsch::N,кӧсйӧм,ку́мыл
538,Wunsch::N,vēlme,ку́мыл
539,Wunsch::N,vēlējums,ку́мыл
540,Lust::N,кыскӧм,ку́мыл
541,Lust::N,радейтӧм,ку́мыл
542,Lust::N,kāre,ку́мыл
543,Geist::N,лов,ӧрт
544,Geist::N,лов,чон
545,Geist::N,gars,ӧрт
546,Geist::N,gars,чон
547,Gedanke::N,мӧвп,ой
548,Gedanke::N,мӧвп,шоныма́ш
549,Gedanke::N,doma,ой
550,Gedanke::N,doma,шоныма́ш
551,Gedächtnis::N,паметь,шарныма́ш
552,Gedächtnis::N,atmiņa,шарныма́ш
553,Verstand::N,вежӧр,уш
554,Verstand::N,prāts,уш
555,Sinn::N,мог,смысл
556,Sinn::N,вежӧртас,смысл
557,Sinn::N,nozīme,смысл
558,Grund::N,помка,ама́л
559,Grund::N,pamats,ама́л
560,Grund::N,iemesls,ама́л
561,Wahrheit::N,збыль,чын
562,Wahrheit::N,збыльтор,чын
563,Wahrheit::N,taisnība,чын
564,Wahrheit::N,patiesība,чын
565,Gespräch::N,сёрни,мутланыма́ш
566,Gespräch::N,saruna,мутланыма́ш
567,Märchen::N,мойд,йома́к
568,Märchen::N,pasaka,йома́к
569,Erzählung::N,висьт,ойлыма́ш
570,Erzählung::N,stāsts,ойлыма́ш
571,Erzählung::N,nostāsts,ойлыма́ш
572,Nachricht::N,юӧртӧм,увертарыма́ш
573,Nachricht::N,ziņa,увертарыма́ш
574,Neuigkeit::N,выльтор,уве́р
575,Neuigkeit::N,jaunums,уве́р
576,Name::N,ним,лӱм
577,Name::N,vārds,лӱм
578,Rätsel::N,нӧдкыв,ту́што
579,Rätsel::N,mīkla,ту́што
580,Rede::N,сёрни,ойлыма́ш
581,Rede::N,runa,ойлыма́ш
582,Sprache::N,кыв,йы́лме
583,Sprache::N,valoda,йы́лме
584,Stimme::N,гӧлӧс,йӱк
585,Stimme::N,вом шы,йӱк
586,Stimme::N,balss,йӱк
587,Wort::N,кыв,ой
588,Wort::N,кыв,мут
589,Wort::N,vārds,ой
590,Wort::N,vārds,мут
591,Zeichen::N,пас,ти́ште
592,Zeichen::N,пас,знак
593,Zeichen::N,zīme,ти́ште
594,Zeichen::N,zīme,знак
595,Ruf::N,чукӧстчӧм,ӱжма́ш
596,Ruf::N,корӧм,ӱжма́ш
597,Ruf::N,sauciens,ӱжма́ш
598,Lärm::N,шы,лӱшкыма́ш
599,Lärm::N,шы,йӱк-йӱа́н
600,Lärm::N,зык,лӱшкыма́ш
601,Lärm::N,зык,йӱк-йӱа́н
602,Lärm::N,зычитӧм,лӱшкыма́ш
603,Lärm::N,зычитӧм,йӱк-йӱа́н
604,Lärm::N,troksnis,лӱшкыма́ш
605,Lärm::N,troksnis,йӱк-йӱа́н
606,Laut::N,шы,йӱк
607,Laut::N,skaņa,йӱк
608,Ton::N,шы,йӱксе́м
609,Ton::N,tonis,йӱксе́м
610,Lied::N,сьылан,му́ро
611,Lied::N,сьыланкыв,му́ро
612,Lied::N,dziesma,му́ро
613,Ruhe::N,чӧв,ты́мык
614,Ruhe::N,miers,ты́мык
615,Leute::N,йӧз,еҥ-влак
616,Leute::N,войтыр,еҥ-влак
617,Leute::N,ļaudis,еҥ-влак
618,Leute::N,cilvēki,еҥ-влак
619,Volk::N,йӧз,ка́лык
620,Volk::N,войтыр,ка́лык
621,Volk::N,tauta,ка́лык
622,Arbeit::N,удж,паша́
623,Arbeit::N,darbs,паша́
624,Gast::N,гӧсть,уна́
625,Gast::N,viešņa,уна́
626,Gast::N,ciemiņš,уна́
627,Geschenk::N,козин,пӧле́к
628,Geschenk::N,dāvana,пӧле́к
629,Spiel::N,ворсан,мо́дыш
630,Spiel::N,ворсан,модма́ш
631,Spiel::N,rotaļa,мо́дыш
632,Spiel::N,rotaļa,модма́ш
633,Gesellschaft::N,котыр,тӱшка́
634,Gesellschaft::N,biedrība,тӱшка́
635,Gesellschaft::N,kompānija,тӱшка́
636,Hilfe::N,отсӧг,по́лыш
637,Hilfe::N,palīdzība,по́лыш
638,Freund::N,ёрт,таҥ
639,Freund::N,ёрт,йолта́ш
640,Freund::N,draugs,таҥ
641,Freund::N,draugs,йолта́ш
642,Kamerad::N,ёрт,таҥ
643,Kamerad::N,biedrs,таҥ
644,Angelegenheit::N,мог,паша́
645,Angelegenheit::N,делӧ,паша́
646,Angelegenheit::N,darīšana,паша́
647,Anzahl::N,лыд,чот
648,Anzahl::N,тшӧт,чот
649,Anzahl::N,skaits,чот
650,Anzahl::N,daudzums,чот
651,Art::N,сикас,вид
652,Art::N,suga,вид
653,Art::N,šķira,вид
654,Stück::N,тор,ка́тыш
655,Stück::N,тор,ла́стык
656,Stück::N,gabals,ка́тыш
657,Stück::N,gabals,ла́стык
658,Teil::N,юкӧн,ужа́ш
659,Teil::N,daļa,ужа́ш
660,Hälfte::N,пӧв,пел
661,Hälfte::N,пӧв,пе́ле
662,Hälfte::N,джын,пел
663,Hälfte::N,джын,пе́ле
664,Hälfte::N,puse,пел
665,Hälfte::N,puse,пе́ле
666,Kreis::N,кытш,ты́ртыш
667,Kreis::N,aplis,ты́ртыш
668,Kreis::N,riņķis,ты́ртыш
669,Kreuz::N,перна,ыре́с
670,Kreuz::N,крест,ыре́с
671,Kreuz::N,krusts,ыре́с
672,Linie::N,визь,ли́ний
673,Linie::N,līnija,ли́ний
674,Strich::N,визь,коре́ш
675,Strich::N,svītra,коре́ш
676,Abstand::N,кост,кокла́
677,Abstand::N,коласт,кокла́
678,Abstand::N,atstarpe,кокла́
679,Entfernung::N,ылна,тора́
680,Entfernung::N,ылна,ку́жыт
681,Entfernung::N,attālums,тора́
682,Entfernung::N,attālums,ку́жыт
683,Entfernung::N,atstatums,тора́
684,Entfernung::N,atstatums,ку́жыт
685,Gegend::N,му-ва,кунде́м
686,Gegend::N,apvidus,кунде́м
687,Gegend::N,apgabals,кунде́м
688,Platz::N,ылдӧс,ку́мдык
689,Platz::N,йир,ку́мдык
690,Platz::N,гӧгӧртас,ку́мдык
691,Platz::N,vieta,ку́мдык
692,Ort::N,ин,вер
693,Ort::N,ин,о́лмо
694,Ort::N,места,вер
695,Ort::N,места,о́лмо
696,Ort::N,vieta,вер
697,Ort::N,vieta,о́лмо
698,Seite::N,бок,ӧ́рдыж
699,Seite::N,ӧтарладор,ӧ́рдыж
700,Seite::N,sāns,ӧ́рдыж
701,Mitte::N,шӧр,покше́л
702,Mitte::N,vidus,покше́л
703,Gegenstand::N,кӧлуй,наста́
704,Gegenstand::N,priekšmets,наста́
705,Sache::N,добра,наста́
706,Sache::N,lieta,наста́
707,Rand::N,дор,тӱр
708,Rand::N,mala,тӱр
709,Rand::N,apmale,тӱр
710,Kante::N,дор,тӱр
711,Kante::N,šķautne,тӱр
712,Ecke::N,пельӧс,лук
713,Ecke::N,kakts,лук
714,Ecke::N,stūris,лук
715,Spitze::N,йыв,вуй
716,Spitze::N,smaile,вуй
