,Concept_ID,kv,da
817,atmen::V,лолавны,ånde
818,trinken::V,юны,drikke
819,essen::V,сёйны,spise
820,schlucken::V,ньылавны,synke
821,müde werden::V,мыдзны,blive træt
822,einschlafen::V,ланьтны,falde i søvn
823,schlafen::V,узьны,sove
824,aufwachen::V,саймыны,vågne
825,aufwachen::V,пальмыны,vågne
826,aufstehen::V,сувтны,stå op
827,sich erholen::V,шоччисьлыны,komme sig
828,krank werden::V,моржитны,blive syg
829,krank sein::V,шогавны,være syg
830,krank sein::V,визьӧтны,være syg
831,schmerzen::V,висьны,smerte
832,husten::V,кашляйтны,hoste
833,genesen::V,бурдны,komme sig
834,sterben::V,кувны,dø
835,umkommen::V,вийсьыны,omkomme
836,sich bewegen::V,локны,bevæge sig
837,sich bewegen::V,ветлӧтны,bevæge sig
838,sich rühren::V,вӧрзьӧтчыны,røre på sig
839,sich erheben::V,сувтны,rejse sig
840,sich setzen::V,пуксьыны,sætte sig
841,hinfallen::V,пӧрласьны,
842,laufen::V,мунны,løbe
843,schreiten::V,тальччавны,skride
844,spazierengehen::V,котрасьны,gå en tur
845,eilen::V,тэрмасьны,ile
846,sich beeilen::V,тэрмасьны,skynde sig
847,sausen::V,вирдавны-котӧртны,suse
848,springen::V,чеччавны,hoppe
849,springen::V,чеччавны,springe
850,klettern::V,кышасьны,klatre
851,schaukeln::V,чурликасьны,gynge
852,kriechen::V,кыскасьны-мунны,krybe
853,schwimmen::V,вартчыны,svømme
854,tauchen::V,сунгисьны ваӧ,dykke
855,rudern::V,сынны,ro
856,fahren::V,мунны,køre
857,fliegen::V,лэбавны,flyve
858,gehen::V,мунны,gå
859,weggehen::V,мунны,gå bort
860,abfahren::V,иньдӧтчыны,køre bort
861,abfahren::V,мунны,køre bort
862,anhalten::V,сувтны,standse
863,hineingehen::V,пырны,gå ind
864,eintreten::V,пырны,træde ind
865,kommen::V,локны,komme
866,ankommen::V,локны,ankomme
867,zurückkommen::V,бертны,komme tilbage
868,zurückkommen::V,панӧвтсьыны,komme tilbage
869,bleiben::V,кольччыны,blive
870,bleiben::V,кольччыны,forblive
871,warten::V,видзчисьны,vente
872,erwarten::V,видзчисьны,vente
873,erwarten::V,видзчисьны,afvente
874,suchen::V,кошшыны,søge
875,finden::V,адззыны,finde
876,versuchen::V,пондыны,forsøge
877,versuchen::V,пондӧтны,forsøge
878,vorbereiten::V,лӧсьӧтны,forberede
879,lieben::V,милуйтны,elske
880,mögen::V,радейтны,holde af
881,mögen::V,радейтны,kunne lide
882,lachen::V,серавны,le
883,rühren::V,сьӧлӧм вӧрзьӧтны,røre
884,weinen::V,горзыны,græde
885,schimpfen::V,видчыны,skænde
886,sich ärgern::V,лёкавны,ærgre sig
887,sich fürchten::V,повны,være bange
888,fürchten::V,повны,være bange for
889,fliehen::V,пышшыны,flygte
890,flüchten::V,пышшыны,flygte
891,sehen::V,адззыны,se
892,anschauen::V,видзӧтны,se på
893,anschauen::V,видзӧтны,betragte
894,ansehen::V,видзӧтны,anse
895,hören::V,кывны,høre
896,zuhören::V,кывзыны,høre til
897,probieren::V,пешлыны,smage
898,probieren::V,пешлыны,smage på
899,riechen::V,дукавны,lugte
900,fühlen::V,кывны,føle
901,scheinen::V,декуйтчыны,synes
902,zu sehen sein::V,тыдавны,synes
903,vernehmen::V,тӧдмавны,erfare
904,frieren::V,гегдыны,fryse
905,tun::V,керны,gøre
906,können::V,вермыны,kunne
907,wollen::V,мӧдны,ville
908,anfangen::V,петны,begynde
909,beenden::V,ештӧтны,afslutte
910,beenden::V,керыштны,afslutte
911,aufhören::V,дугдыны,ophøre
912,aufhören::V,дугдыны,holde op
913,gelingen::V,шогмыны,lykkes
914,geraten::V,мыччисьны,blive
915,öffnen::V,осьтны,åbne
916,schließen::V,пӧднавны,lukke
917,stellen::V,сувтӧтны,stille
918,setzen::V,пуксьӧтны,sætte
919,legen::V,пуктыны,lægge
920,berühren::V,вӧрзьӧтны,berøre
921,verbinden::V,йитны,forbinde
922,bedecken::V,вевттьыны,dække
923,bedecken::V,вевттьыны,bedække
924,aufhängen::V,ӧшӧтны,hænge
925,aufhängen::V,ӧшӧтны,hænge op
926,anzünden::V,ӧзтыны,tænde
927,anzünden::V,ӧзтыны,antænde
928,aufheben::V,лэбтыны,løfte
929,aufheben::V,лэбтыны,tage op
930,zurücklassen::V,кольны,lade tilbage
931,verlieren::V,ӧштыны,miste
932,fallen lassen::V,уськӧтны,tabe
933,fallen lassen::V,уськӧтны,droppe
934,machen::V,керны,gøre
935,herstellen::V,вӧчны,fremstille
936,bauen::V,строитны,bygge
937,reparieren::V,вочны,reparere
938,verbessern::V,бурсьӧтны,rette
939,verbessern::V,бурсьӧтны,forbedre
940,ändern::V,вежны,ændre
941,graben::V,гарйыны,grave
942,beugen::V,кусіньтны,bøje
943,biegen::V,чукыльтыштны,bøje
944,drehen::V,бергӧтны,dreje
945,wenden::V,бергӧтны,vende
946,umdrehen::V,бергӧтны,dreje om
947,heben::V,лэбтыны,hæve
948,hochheben::V,лэбтыны,løfte
949,ergreifen::V,кватитны,gribe fat i
950,halten::V,видзны,holde
951,drücken::V,личкыны,trykke
952,schieben::V,тойлавны,skyde
953,schieben::V,тойлавны,skubbe
954,kratzen::V,шаркӧтны,klø
955,kratzen::V,шаркӧтны,kradse
956,lecken::V,нювны,slikke
957,beißen::V,йирны,bide
958,abreißen::V,орӧтны,rive af
959,abschneiden::V,шӧрыштны,skære af
960,abschneiden::V,вундыштны,skære af
961,binden::V,гӧрдззыны,binde
962,stecken::V,мӧртны,stikke
963,brechen::V,жугдыны,brække
964,klopfen::V,зукӧтны,banke
965,hauen::V,желльыны,hugge
966,kleben::V,лякӧтны,klistre
967,reiben::V,зыртны,gnide
968,streichen::V,мавтны,smøre
969,schleifen::V,кыскыны,slibe
970,schneiden::V,вундавны,skære
971,schneiden::V,вундавны,klippe
972,rütteln::V,шатлавны,ruske
973,schütteln::V,зыбӧтны,ryste
974,schwenken::V,ӧвтны,svinge
975,schwenken::V,макайтны,svinge
976,schütten::V,кисьтны,hælde
977,füllen::V,тыртны,fylde
978,füllen::V,тырсьӧтны,fylde
979,einwickeln::V,тубны,pakke ind
980,tragen::V,новйӧтны,bære
981,schleppen::V,кыскыны,slæbe
982,ziehen::V,кыскыны,trække
983,aufbewahren::V,видзны,opbevare
984,werfen::V,шентывлыны,kaste
985,fangen::V,кутны,fange
986,packen::V,кутасьны,gribe
987,packen::V,кватитны,gribe
988,verstecken::V,дзебны,gemme
989,teilen::V,торйӧтны,dele
990,schicken::V,иньдыны,sende
991,bringen::V,вайны,bringe
992,hinzufügen::V,содтыны,tilføje
993,bekommen::V,получитны,få
994,erhalten::V,получитны,få
995,nehmen::V,босьтны,tage
996,wählen::V,бӧрйыны,vælge
997,auswählen::V,бӧрйыны,udvælge
998,bewahren::V,видзны,bevare
999,behindern::V,падтыны,hindre
1000,behindern::V,падтыны,forhindre
1001,verderben::V,изводавны,ødelægge
1002,beschädigen::V,паздыны,beskadige
1003,zerbrechen::V,паздыны,brække itu
1004,zerreißen::V,косявны,rive itu
1005,zerstören::V,паздыны,ødelægge
1006,verbrennen::V,сотны,brænde
1007,geben::V,сетны,give
1008,reichen::V,сетны,række
1009,schenken::V,козьнавны,forære
1010,versprechen::V,кӧсйыны,love
1011,wünschen::V,бурсьыны,ønske
1012,loben::V,ошкыны,rose
1013,küssen::V,окавны,kysse
1014,wiegen::V,тюттьӧтны,vugge
1015,zudecken::V,вевттьыны,dække til
1016,wecken::V,саймӧтны,vække
1017,zeigen::V,мыччавны,vise
1018,führen::V,нуӧтны,føre
1019,lehren::V,велӧтны,lære
1020,unterrichten::V,велӧтны,undervise
1021,aufziehen::V,быдтыны,opdrage
1022,leiten::V,юравны,lede
1023,leiten::V,веськӧтлыны,lede
1024,antreiben::V,тэрмӧтны,skynde på
1025,lassen::V,-ӧтыны,få til at
1026,einladen::V,корны,indbyde
1027,einladen::V,корны,invitere
1028,vereinigen::V,ӧтувтны,forene
1029,vereinigen::V,ӧтлаавны,forene
1030,besuchen::V,пыравлыны,besøge
1031,treffen::V,пантавны,møde
1032,sich versammeln::V,ӧксьыны,forsamles
1033,spielen::V,орсны,lege
1034,spielen::V,орсны,spille
1035,singen::V,сьывны,synge
1036,tanzen::V,йӧктыны,danse
1037,sich trennen::V,торьясьны,skilles
1038,verlassen::V,кольны,forlade
1039,retten::V,мынтны,redde
1040,bewachen::V,смекайтны,bevogte
1041,schützen::V,дорйыны,skærme
1042,schützen::V,дорйыны,beskytte
1043,verteidigen::V,дорйыны,forsvare
1044,sich schlagen::V,тышкасьны,slås
1045,schießen::V,лыйны,skyde
1046,siegen::V,вермыны,sejre
1047,ärgern::V,лӧгӧтны,ærgre
1048,schlagen::V,базнитны,slå
1049,treten::V,чужьявны,sparke
1050,stechen::V,бытшкыны,stikke
1051,stoßen::V,тапкыны,støde
1052,stoßen::V,тойыштны,støde
1053,stehlen::V,гусявны,stjæle
1054,stören::V,костіавны,forstyrre
1055,belästigen::V,назыляйтны,genere
1056,belästigen::V,назыляйтны,ulejlige
1057,verbergen::V,дзебны,skjule
1058,täuschen::V,бӧбӧтны,villede
1059,täuschen::V,пӧрьявны,villede
1060,betrügen::V,муклачитны,bedrage
1061,töten::V,вийны,dræbe
1062,wohnen::V,овны,bo
1063,arbeiten::V,уджавны,arbejde
1064,sammeln::V,ӧктыны,samle
1065,pflücken::V,судзлавны,plukke
1066,jagen::V,вӧравны,jage
1067,fischen::V,чериавны,fiske
1068,fassen::V,кутны,fange
1069,hüten::V,вердны,vogte
1070,hüten::V,йирсьӧтны,vogte
1071,treiben::V,вашӧтны,drive
1072,anbinden::V,кӧртавны,binde fast
1073,füttern::V,вердны,fodre
1074,melken::V,высьтыны,malke
1075,melken::V,чилькӧтны,malke
1076,hacken::V,керавны,hakke
1077,gießen::V,киськавны,hælde
1078,reifen::V,кисьмыны,modne
1079,zubereiten::V,лӧсьӧтны,tilberede
1080,kochen::V,пуны,koge
1081,backen::V,пӧжавны,bage
1082,braten::V,жаритны,stege
1083,umrühren::V,соравны,røre om
1084,stricken::V,домавны,strikke
1085,nähen::V,вурны,sy
1086,färben::V,краситны,farve
1087,reinigen::V,весӧтны,rense
1088,reinigen::V,весӧтны,gøre ren
1089,waschen::V,пеславны,vaske
1090,abwischen::V,чышкыны,tørre af
1091,spülen::V,гывьявны,skylle
1092,fegen::V,чышкыны,feje
1093,kehren::V,чышкыны,feje
1094,baden::V,купайтчыны ,bade
1095,sich waschen::V,миссьыны,vaske sig
1096,ausziehen::V,гыжтӧтны,tage af
1097,ausziehen::V,пӧрччавны,tage af
1098,anziehen::V,пасьтавны,tage på
1099,sich anziehen::V,пасьтасьны,klæde sig på
1100,kämmen::V,сынавны,rede
1101,kämmen::V,сынавны,frisere
1102,schmücken::V,баситны,pynte
1103,schmücken::V,баситны,smykke
1104,sagen::V,висьтавны,sige
1105,sprechen::V,шуны,snakke
1106,reden::V,баитны,tale
1107,reden::V,баитны,snakke
1108,sich unterhalten::V,сёрнитны,snakke sammen
1109,fragen::V,юавны,spørge
1110,bitten::V,корны,bede
1111,erzählen::V,висьтавны,berette
1112,erzählen::V,висьтавны,fortælle
1113,mitteilen::V,висьтавны,meddele
1114,nennen::V,нимтны,nævne
1115,rufen::V,китсавны,råbe
1116,rufen::V,корны,råbe
1117,rufen::V,чукӧстны,råbe
1118,prahlen::V,ошшасьны,prale
1119,übersetzen::V,вуджӧтны,oversætte
1120,denken::V,чайтны,tænke
1121,glauben::V,веритны,tro
1122,bemerken::V,казявны,bemærke
1123,bemerken::V,казявны,lægge mærke til
1124,erkennen::V,тӧдсавны,genkende
1125,begreifen::V,вежӧртны,begribe
1126,verstehen::V,кывны,forstå
1127,lernen::V,велӧтчыны,lære
1128,wissen::V,тӧдны,vide
1129,sich erinnern an::V,касьтывны,mindes
1130,sich erinnern an::V,касьтывны,huske på
1131,vergessen::V,вунӧтны,glemme
1132,messen::V,меряйтны,måle
1133,zählen::V,лыддьыны,tælle
1134,rechnen::V,лыддьыны,regne
1135,lesen::V,лыддьӧтны,læse
1136,zeichnen::V,гижмавны,tegne
1137,schreiben::V,гижны,skrive
1138,besitzen::V,лоны,eje
1139,besitzen::V,лоны,besidde
1140,kaufen::V,небны,købe
1141,verkaufen::V,вузавны,sælge
1142,bezahlen::V,вештыны,betale
1143,zahlen::V,вештыны,betale
1144,ertragen::V,терпитны,tåle
1145,ertragen::V,терпитны,udholde
1146,Insel::N,,ø
1147,Menge::N,,mængde
1148,Gewalt::N,,vold
1149,Alter::N,,alder
1150,richtig::A,,rigtig
1151,wahr::A,,sand
1152,berühmt::A,,berømt
1153,allein::ADV,,alene
1154,rennen::V,,løbe
1155,rennen::V,,rende
1156,malen::V,,male
1157,beherrschen::V,,beherske
