,Concept_ID,da,sq
829,stehen::V,stå,rri
830,sitzen::V,sidde,rri
831,liegen::V,ligge,rri shtrirë
832,hängen::V,hænge,varem
833,werden::V,blive,bëhem
834,passieren::V,ske,ndodh
835,passieren::V,hænde,ndodh
836,beginnen::V,begynde,filloj
837,enden::V,ende,përfundoj
838,wechseln::V,veksle,ndërroj
839,aufgehen[Sonne]::V,gå op,hapem
840,aufgehen[Sonne]::V,stå op,hapem
841,untergehen[Sonne]::V,gå ned,hyj
842,untergehen[Sonne]::V,gå ned,perëndoj
843,scheinen[Sonne]::V,skinne,ndriçoj
844,donnern::V,tordne,gjëmoj
845,donnern::V,tordne,bubulloj
846,wehen::V,blæse,fryj
847,strömen::V,strømme,derdh
848,fließen::V,flyde,rrjedh
849,sich drehen::V,dreje sig,rrotullohem
850,schwanken::V,vakle,dyzoj
851,schwingen::V,svinge,dridhem
852,fallen::V,falde,bie
853,brennen::V,brænde,digjem
854,rauchen::V,ryge,nxjerr tym
855,regnen::V,regne,bie shi
856,gefrieren::V,fryse,ngrij
857,tauen::V,tø,shkrij
858,schmelzen::V,smelte,shkrij
859,trocknen::V,tørre,thaj
860,sieden::V,koge,ziej
861,faulen::V,rådne,kalbem
862,faulen::V,rådne,prishem
863,verfaulen::V,rådne,kalbem
864,reißen::V,briste,grisem
865,reißen::V,briste,shqyhem
866,versinken::V,synke,humboj
867,versinken::V,synke ned,humboj
868,vergehen::V,forløbe,kaloj
869,erscheinen::V,vise sig,dukem
870,verschwinden::V,forsvinde,zhdukem
871,sinken::V,synke,ulem
872,abnehmen::V,aftage,pakësohem
873,abnehmen::V,aftage,zvogëlohem
874,zunehmen::V,tiltage,shtohem
875,steigen::V,stige,rritem
876,wachsen::V,gro,rritem
877,wachsen::V,vokse,rritem
878,glänzen::V,glinse,vezulloj
879,funkeln::V,tindre,xixoj
880,funkeln::V,tindre,xixëlloj
881,lärmen::V,larme,oshtij
882,lärmen::V,larme,zhurmoj
883,läuten::V,ringe,bie
884,klingeln::V,ringe,i bie ziles
885,klirren::V,klirre,kërcëlloj
886,brausen::V,bruse,gjëmoj
887,rauschen::V,suse,fëshfërij
888,klingen::V,lyde,tingëlloj
889,klingen::V,klinge,tingëlloj
890,bellen::V,gø,leh
891,heulen::V,hyle,ulërij
892,blasen::V,blæse,fryj
893,pfeifen::V,fløjte,fishkëllej
894,schreien::V,skrige,bërtas
895,stöhnen::V,stønne,rënkoj
896,zittern::V,dirre,trembem
897,zittern::V,skælve,trembem
898,leben::V,leve,rroj
899,leben::V,leve,jetoj
900,geboren werden::V,fødes,lind
901,atmen::V,ånde,marr frymë
902,trinken::V,drikke,pi
903,essen::V,spise,ha
904,schlucken::V,synke,gëlltis
905,schlucken::V,synke,kapërdij
906,müde werden::V,blive træt,lodhem
907,einschlafen::V,falde i søvn,bie të fle
908,schlafen::V,sove,fle
909,aufwachen::V,vågne,zgjohem
910,aufstehen::V,stå op,çohem
911,aufstehen::V,stå op,ngrihem
912,sich erholen::V,komme sig,qetësohem
913,sich erholen::V,komme sig,shtendosem
914,krank werden::V,blive syg,bie i sëmurë
915,krank sein::V,være syg,jam i sëmurë
916,schmerzen::V,smerte,dhemb
917,husten::V,hoste,kollitem
918,genesen::V,komme sig,shërohem
919,sterben::V,dø,vdes
920,umkommen::V,omkomme,vdes
921,umkommen::V,omkomme,mbaroj
922,sich bewegen::V,bevæge sig,shkundem
923,sich rühren::V,røre på sig,lëviz
924,sich erheben::V,rejse sig,ngrihem
925,sich setzen::V,sætte sig,ulem
926,laufen::V,løbe,eci
927,schreiten::V,skride,çapem
928,spazierengehen::V,gå en tur,shëtis
929,eilen::V,ile,ngas
930,sich beeilen::V,skynde sig,nxitoj
931,sausen::V,suse,eci shpejt
932,rennen::V,løbe,vrapoj
933,rennen::V,rende,vrapoj
934,springen::V,hoppe,kërcej
935,springen::V,springe,kërcej
936,klettern::V,klatre,hipi
937,schaukeln::V,gynge,kolovitem
938,kriechen::V,krybe,zvarritem
939,schwimmen::V,svømme,notoj
940,tauchen::V,dykke,zhytem
941,rudern::V,ro,vozis
942,fahren::V,køre,shkoj
943,fliegen::V,flyve,fluturoj
944,gehen::V,gå,eci
945,gehen::V,gå,shkoj
946,weggehen::V,gå bort,vete
947,abfahren::V,køre bort,nisem
948,anhalten::V,standse,ndalem
949,hineingehen::V,gå ind,futem
950,eintreten::V,træde ind,hyj
951,kommen::V,komme,vij
952,ankommen::V,ankomme,arrij
953,ankommen::V,ankomme,mbërrij
954,zurückkommen::V,komme tilbage,kthehem
955,bleiben::V,blive,mbetem
956,bleiben::V,blive,qëndroj
957,bleiben::V,forblive,mbetem
958,bleiben::V,forblive,qëndroj
959,warten::V,vente,pres
960,erwarten::V,vente,pres
961,erwarten::V,afvente,pres
962,suchen::V,søge,kërkoj
963,finden::V,finde,gjej
964,versuchen::V,forsøge,mundohem
965,vorbereiten::V,forberede,përgatis
966,lieben::V,elske,dashuroj
967,mögen::V,holde af,dua
968,mögen::V,kunne lide,dua
969,lachen::V,le,qesh
970,rühren::V,røre,mallëngjej
971,weinen::V,græde,qaj
972,schimpfen::V,skænde,shaj
973,sich ärgern::V,ærgre sig,bëhem verem
974,sich fürchten::V,være bange,kam frikë
975,sich fürchten::V,være bange,frikësohem
976,fürchten::V,være bange for,kam frikë nga
977,fliehen::V,flygte,arratisem
978,flüchten::V,flygte,iki
979,sehen::V,se,shoh
980,anschauen::V,se på,shikoj
981,anschauen::V,betragte,shikoj
982,ansehen::V,anse,shikoj
983,hören::V,høre,dëgjoj
984,zuhören::V,høre til,veshtoj
985,probieren::V,smage,provoj
986,probieren::V,smage på,provoj
987,riechen::V,lugte,nuhas
988,fühlen::V,føle,ndiej
989,scheinen::V,synes,ndriçoj
990,zu sehen sein::V,synes,dukem
991,vernehmen::V,erfare,dëgjoj
992,frieren::V,fryse,mërdhij
993,tun::V,gøre,bëj
994,können::V,kunne,mund
995,wollen::V,ville,dua
996,wollen::V,ville,dëshiroj
997,anfangen::V,begynde,filloj
998,beenden::V,afslutte,kryej
999,beenden::V,afslutte,mbaroj
1000,aufhören::V,ophøre,pushoj
1001,aufhören::V,holde op,pushoj
1002,gelingen::V,lykkes,më shkon mbarë
1003,geraten::V,blive,del
1004,öffnen::V,åbne,hap
1005,schließen::V,lukke,mbyll
1006,stellen::V,stille,vë
1007,setzen::V,sætte,vë
1008,legen::V,lægge,vë
1009,berühren::V,berøre,rrok
1010,verbinden::V,forbinde,bashkoj
1011,bedecken::V,dække,mbuloj
1012,bedecken::V,bedække,mbuloj
1013,aufhängen::V,hænge,var
1014,aufhängen::V,hænge op,var
1015,anzünden::V,tænde,ndez
1016,anzünden::V,antænde,ndez
1017,aufheben::V,løfte,ngre
1018,aufheben::V,tage op,ngre
1019,zurücklassen::V,lade tilbage,lë pas
1020,verlieren::V,miste,humb
1021,fallen lassen::V,tabe,lëshoj
1022,fallen lassen::V,droppe,lëshoj
1023,machen::V,gøre,bëj
1024,herstellen::V,fremstille,prodhoj
1025,bauen::V,bygge,ndërtoj
1026,reparieren::V,reparere,ndreq
1027,reparieren::V,reparere,meremetoj
1028,verbessern::V,rette,përmirësoj
1029,verbessern::V,forbedre,përmirësoj
1030,ändern::V,ændre,ndërroj
1031,graben::V,grave,gërmoj
1032,beugen::V,bøje,kërrus
1033,biegen::V,bøje,përkul
1034,drehen::V,dreje,dredh
1035,drehen::V,dreje,rrotulloj
1036,wenden::V,vende,kthej
1037,umdrehen::V,dreje om,kthej
1038,heben::V,hæve,ngre
1039,hochheben::V,løfte,ngre
1040,ergreifen::V,gribe fat i,rrëmbej
1041,halten::V,holde,mbaj
1042,drücken::V,trykke,shtyp
1043,schieben::V,skyde,shtyj
1044,schieben::V,skubbe,shtyj
1045,kratzen::V,klø,kruaj
1046,kratzen::V,klø,gërvisht
1047,kratzen::V,kradse,kruaj
1048,kratzen::V,kradse,gërvisht
1049,lecken::V,slikke,lëpij
1050,beißen::V,bide,kafshoj
1051,abreißen::V,rive af,shkëpus
1052,abschneiden::V,skære af,cungoj
1053,binden::V,binde,lidh
1054,stecken::V,stikke,fus
1055,stecken::V,stikke,ngul
1056,brechen::V,brække,thyej
1057,klopfen::V,banke,trokas
1058,hauen::V,hugge,godas
1059,kleben::V,klistre,ngjis
1060,reiben::V,gnide,fërkoj
1061,streichen::V,smøre,lyej
1062,schleifen::V,slibe,mpreh
1063,schneiden::V,skære,pres
1064,schneiden::V,klippe,pres
1065,rütteln::V,ruske,shkund
1066,schütteln::V,ryste,lëkund
1067,schwenken::V,svinge,valëvit
1068,schütten::V,hælde,mbush
1069,füllen::V,fylde,mbush
1070,einwickeln::V,pakke ind,mbështjell
1071,tragen::V,bære,mbaj
1072,tragen::V,bære,mbart
1073,schleppen::V,slæbe,heq
1074,schleppen::V,slæbe,zhgërryej
1075,ziehen::V,trække,tërheq
1076,aufbewahren::V,opbevare,ruaj
1077,werfen::V,kaste,hedh
1078,fangen::V,fange,kap
1079,packen::V,gribe,rrëmbej
1080,verstecken::V,gemme,fsheh
1081,teilen::V,dele,ndaj
1082,schicken::V,sende,dërgoj
1083,bringen::V,bringe,sjell
1084,hinzufügen::V,tilføje,shtoj
1085,bekommen::V,få,kap
1086,erhalten::V,få,marr
1087,nehmen::V,tage,marr
1088,wählen::V,vælge,zgjedh
1089,auswählen::V,udvælge,përzgjedh
1090,bewahren::V,bevare,ruaj
1091,behindern::V,hindre,pengoj
1092,behindern::V,forhindre,pengoj
1093,verderben::V,ødelægge,prish
1094,beschädigen::V,beskadige,dëmtoj
1095,zerbrechen::V,brække itu,thyej
1096,zerreißen::V,rive itu,çjerr
1097,zerreißen::V,rive itu,zheloj
1098,zerstören::V,ødelægge,prish
1099,zerstören::V,ødelægge,shkatërroj
1100,verbrennen::V,brænde,djeg
1101,geben::V,give,jap
1102,reichen::V,række,jap
1103,schenken::V,forære,fal
1104,schenken::V,forære,dhuroj
1105,versprechen::V,love,premtoj
1106,wünschen::V,ønske,uroj
1107,loben::V,rose,lëvdoj
1108,loben::V,rose,lavdëroj
1109,küssen::V,kysse,puth
1110,wiegen::V,vugge,tund
1111,zudecken::V,dække til,mbuloj
1112,wecken::V,vække,zgjoj
1113,zeigen::V,vise,dëftej
1114,führen::V,føre,çoj
1115,lehren::V,lære,arsej
1116,unterrichten::V,undervise,arsimoj
1117,aufziehen::V,opdrage,rris
1118,leiten::V,lede,udhëheq
1119,antreiben::V,skynde på,nxis
1120,lassen::V,få til at,detyroj
1121,einladen::V,indbyde,ftoj
1122,einladen::V,invitere,ftoj
1123,vereinigen::V,forene,bashkoj
1124,besuchen::V,besøge,vizitoj
1125,treffen::V,møde,ndesh
1126,sich versammeln::V,forsamles,tubohem
1127,spielen::V,lege,loz
1128,spielen::V,lege,luaj
1129,spielen::V,spille,loz
1130,spielen::V,spille,luaj
1131,singen::V,synge,këndoj
1132,tanzen::V,danse,kërcej
1133,tanzen::V,danse,vallëzoj
1134,sich trennen::V,skilles,ndahem
1135,verlassen::V,forlade,braktis
1136,retten::V,redde,shpëtoj
1137,bewachen::V,bevogte,ruaj
1138,schützen::V,skærme,ruaj
1139,schützen::V,skærme,mbroj
1140,schützen::V,beskytte,ruaj
1141,schützen::V,beskytte,mbroj
1142,verteidigen::V,forsvare,mbroj
1143,sich schlagen::V,slås,zihem
1144,schießen::V,skyde,shtie
1145,siegen::V,sejre,fitoj
1146,siegen::V,sejre,ngadhënjej
1147,ärgern::V,ærgre,zemëroj
1148,schlagen::V,slå,rrah
1149,schlagen::V,slå,godas
1150,treten::V,sparke,shtyj
1151,treten::V,sparke,shtyj më këmbë
1152,stechen::V,stikke,ther
1153,stechen::V,stikke,shpoj
1154,stoßen::V,støde,shtyj
1155,stehlen::V,stjæle,vjedh
1156,stören::V,forstyrre,pengoj
1157,belästigen::V,genere,bezdis
1158,belästigen::V,ulejlige,bezdis
1159,verbergen::V,skjule,fsheh
1160,täuschen::V,villede,mashtroj
1161,betrügen::V,bedrage,kobis
1162,töten::V,dræbe,vras
1163,wohnen::V,bo,banoj
1164,arbeiten::V,arbejde,punoj
1165,arbeiten::V,arbejde,vardoj
1166,sammeln::V,samle,mbledh
1167,sammeln::V,samle,grumbulloj
1168,pflücken::V,plukke,vjel
1169,pflücken::V,plukke,mbledh
1170,jagen::V,jage,gjuaj
1171,fischen::V,fiske,peshkoj
1172,fischen::V,fiske,gjuaj peshk
1173,fassen::V,fange,zë
1174,hüten::V,vogte,kullos
1175,treiben::V,drive,vë përpara
1176,anbinden::V,binde fast,lidh
1177,füttern::V,fodre,grazhdoj
1178,melken::V,malke,mjel
1179,hacken::V,hakke,grij
1180,gießen::V,hælde,ujis
1181,reifen::V,modne,piqem
1182,zubereiten::V,tilberede,gatuaj
1183,kochen::V,koge,ziej
1184,backen::V,bage,pjek
1185,backen::V,bage,furroj
1186,braten::V,stege,fërgoj
1187,braten::V,stege,tiganis
1188,umrühren::V,røre om,trazoj
1189,stricken::V,strikke,thur
1190,nähen::V,sy,qep
1191,färben::V,farve,ngjyej
1192,färben::V,farve,bojatis
1193,reinigen::V,rense,qëroj
1194,reinigen::V,rense,pastroj
1195,reinigen::V,gøre ren,qëroj
1196,reinigen::V,gøre ren,pastroj
1197,waschen::V,vaske,laj
1198,waschen::V,vaske,finjos
1199,abwischen::V,tørre af,fshij
1200,spülen::V,skylle,kulloj
1201,fegen::V,feje,fshij
1202,kehren::V,feje,fshij
1203,baden::V,bade,lahem
1204,sich waschen::V,vaske sig,lahem
1205,ausziehen::V,tage af,heq
1206,ausziehen::V,tage af,zbath
1207,anziehen::V,tage på,vesh
1208,anziehen::V,tage på,mbath
1209,sich anziehen::V,klæde sig på,vishem
1210,kämmen::V,rede,kreh
1211,kämmen::V,frisere,kreh
1212,schmücken::V,pynte,hijeshoj
1213,schmücken::V,smykke,hijeshoj
1214,sagen::V,sige,them
1215,sprechen::V,snakke,flas
1216,reden::V,tale,fjalos
1217,reden::V,tale,fjalëtoj
1218,reden::V,snakke,fjalos
1219,reden::V,snakke,fjalëtoj
1220,sich unterhalten::V,snakke sammen,bisedoj
1221,fragen::V,spørge,pyes
1222,bitten::V,bede,lus
1223,bitten::V,bede,lutem
1224,erzählen::V,berette,rrëfej
1225,erzählen::V,fortælle,rrëfej
1226,mitteilen::V,meddele,kumtoj
1227,nennen::V,nævne,quaj
1228,rufen::V,råbe,thërras
1229,prahlen::V,prale,mburrem
1230,prahlen::V,prale,kapardisem
1231,übersetzen::V,oversætte,përkthej
1232,denken::V,tænke,mendoj
1233,glauben::V,tro,besoj
1234,bemerken::V,bemærke,vërej
1235,bemerken::V,lægge mærke til,vërej
1236,erkennen::V,genkende,njoh
1237,erkennen::V,genkende,shquaj
1238,begreifen::V,begribe,marr vesh
1239,verstehen::V,forstå,marr vesh
1240,lernen::V,lære,mësoj
1241,wissen::V,vide,di
1242,sich erinnern an::V,mindes,kujtoj
1243,sich erinnern an::V,huske på,kujtoj
1244,vergessen::V,glemme,harroj
1245,messen::V,måle,mas
1246,zählen::V,tælle,njeh
1247,rechnen::V,regne,llogaris
1248,lesen::V,læse,lexoj
1249,lesen::V,læse,këndoj
1250,malen::V,male,lyej
1251,zeichnen::V,tegne,vizatoj
1252,schreiben::V,skrive,shkruaj
1253,besitzen::V,eje,kam
1254,besitzen::V,besidde,kam
1255,kaufen::V,købe,blej
1256,verkaufen::V,sælge,shes
1257,bezahlen::V,betale,paguaj
1258,zahlen::V,betale,paguaj
1259,beherrschen::V,beherske,zotëroj
1260,ertragen::V,tåle,duroj
1261,ertragen::V,udholde,duroj
1262,hinfallen::V,,gremisem
