,Concept_ID,te,ml
564,hungrig::A,ఆకలిగొనిన,വിശപ്പുള്ള
565,krank::A,వ్యాధిగల,അസുഖമുള്ള
566,nackt::A,దిగంబరమైన,നഡമായ
567,traurig::A,విచారముగల,വിഷമമുള്ള
568,lebendig::A,ప్రాణముతో నున్న,ഉപജീവനം
569,gut::A,మంచి,നല്ല
570,schlecht::A,చెడ్డ,മോശമായ
571,richtig::A,సరియైన,ശരിയായ
572,schlimm::A,అసహ్యమైన,വൃത്തികെട്ട
573,wahr::A,నిజమైన,ശരിയായ
574,alt::A,ముసలి,പഴയ
575,neu::A,క్రొత్త,പുതിയ
576,ehemalig::A,పూర్వపు,മുൻ
577,alt[Lebewesen]::A,ముసలి,വയസ്സുള്ള
578,jung::A,పసి,കൌമാരമായ
579,arm::A,బీద,പാവപ്പെട്ട
580,reich::A,ధనవంతుడైన,സമ്പന്നമായ
581,bekannt::A,తెలిసిన,പരിചിതമായ
582,berühmt::A,ప్రపిద్దికెక్కివ,പ്രശസ്തനായ
583,fremd::A,అన్యమైన,വൈദേശികമായ
584,verschieden::A,భేదమైన,വ്യത്യസ്തമായ
585,nah::A,దగ్గఱనున్న,അരികത്തുള്ള
586,fern::A,దూరమందున్న,അകലെയുള്ള
587,linker::A,ఎడమప్రక్కగ,അവശേഷിച്ച
588,rechter::A,కుడి,വലത്തേ
589,anderer::A,వేఱ్తెన,മറ്റുള്ള
590,erster::A,మొదటి,ആദ്യത്തെ
591,zweiter::A,రెండన,രണ്ടാം
592,dritter::A,మూడో,മൂന്നാമത്
593,letzter::A,కడపటి,അവസാനത്തെ
594,allein::ADV,ఒంటిగా,തനിച്ചുള്ള
595,auf einmal::ADV,హరాత్తుగ,ഉടന്
596,zusammen::ADV,కలిసి,ഒരുമിച്ച
597,lange::ADV,బహుకాలము,നീണ്ട_കാലത്തേയ്ക്ക്
598,plötzlich::ADV,హరాత్తుగ,പെട്ടെന്ന്
599,sofort::ADV,తక్షణము,തത്ക്ഷണം
600,später::ADV,ఇటీవలి,പിന്നീട്
601,jetzt::ADV,ఇప్పుడు,ഇപ്പോൾ
602,heute::ADV,నేడు,ഇന്ന്
603,morgen::ADV,ఱేపు,നാളെ
604,bald::ADV,శీఘ్రముగ,ഉടനെ
605,dann::ADV,అప్పుడు,അപ്പോൾ
606,gestern::ADV,నిన్నటి దినము,ഇന്നലെ
607,einst::ADV,పూర్వమొకప్పుడు,പണ്ടൊരിക്കല്
608,damals::ADV,అప్పుడు,അപ്പോൾ
609,danach::ADV,అప్పుడు,പിന്നീട്
610,vorher::ADV,ఎదుట,മുൻപ്
611,zuerst::ADV,మొదటిలో,ആദ്യം
612,einmal::ADV,ఒకసారి,ഒരിക്കൽ
613,manchmal::ADV,అప్పటప్పటికి,ചിലപ്പോൾ
614,oft::ADV,తఱచుగా,പലപ്പോഴും
615,immer::ADV,ఎల్లప్పుడు,എപ്പോഴും
616,niemals::ADV,ఎప్పుడునులేదు,ഒരിക്കലും
617,hier::ADV,ఇక్కడ,ഇവിടെ
618,hierhin::ADV,ఇక్కడకు,ഇവിടേക്ക്
619,von hier::ADV,ఇక్కడనుండి,ഇവിടെനിന്ന്
620,dort::ADV,అక్కడ,അവിടെ
621,dorthin::ADV,అక్కడికి,അവിടേക്ക്
622,geradeaus::ADV,సూటిగా,മുമ്പിൽ
623,geradeaus::ADV,సూటిగా,മുമന്നോട്ട്
624,vorwärts::ADV,ముందుకు,മുന്നോട്ട്
625,rückwärts::ADV,వెనుకకు,തലതിരിച്ച്
626,zurück::ADV,వెనుకభాగము,പുറകിലേക്ക്
627,unten::ADV,క్రింద,താഴെ
628,hinab::ADV,కిందికి,താഴേക്ക്
629,oben::ADV,మీద,മുകളിൽ
630,hinauf::ADV,పైకి,മുകളിൽ
631,überall::ADV,అంతటా,എല്ലായിടത്തും
632,nicht::ADV,కాదు,ഇല്ല
633,ein wenig::ADV,కొంచెము,കുറച്ച്
634,kaum::ADV,చాలిచాలక,കഷ്ടിച്ച്
635,sehr::ADV,చాల,വളരെ
636,so::ADV,ఆలాగున,അങ്ങനെ
637,noch::ADV,ఇప్పటికిని,ഇപ്പോഴും
638,nur::ADV,మాత్రము,മാത്രം
639,schon::ADV,ఇదివఱకే,നേരത്തേ തന്നെ
640,wieder::ADV,తిరిగి,വീണ്ടും
641,vergebens::ADV,నిష్ఫలముగా,വിഫല
642,vor::PRP,ముందు,മുമ്പിൽ
643,hinter::PRP,వెనుక,പുറകിൽ
644,unter::PRP,క్రింద,കീഴിൽ
645,durch::PRP,ద్వారా,ഉള്ളിലൂടെ
646,neben::PRP,దగ్గెర,അടുത്ത്
647,zwischen::PRP,మధ్య,ഇടയ്ക്ക്
648,wegen::PRP,కారణంగా,നിമിത്തം
649,dies::PRN,ఇది,ഇത്
650,das::PRN,అది,അത്
651,alles::PRN,సకలము,എല്ലാം
652,ich::PRN,నేను,ഞാൻ
653,du::PRN,నీవు,നിങ്ങൾ
654,er::PRN,అతడు,അദ്ദേഹം
655,er::PRN,అతడు,അയാൾ
656,er::PRN,అతడు,അവൻ
657,er::PRN,అతడు,അവർ
658,er::PRN,అతడు,അവൾ
659,wir::PRN,మనము,നമ്മൾ
660,ihr::PRN,మీరు,നിങ്ങൾ
661,sie::PRN,వారు,അവർ
662,was::FPRN,ఏమి,എന്ത്
663,wer::FPRN,ఎవడు,ആര്
664,wo::FADV,ఎక్కడ,എവിടെ
665,wohin::FADV,ఎందుకు,എവിടേക്ക്
666,wie::FADV,ఎట్టు,എങ്ങനെ
667,warum::FADV,ఏల,എന്തുകൊണ്ട്
668,wieviel::FNUM,ఎంత,എത്ര
669,eins::NUM,ఒకటి,ഒന്ന്
670,zwei::NUM,రెండు,രണ്ട്
671,drei::NUM,మూడు,മൂന്ന്
672,vier::NUM,నాలుగు,നാല്
673,fünf::NUM,అయిదు,അഞ്ച്
674,sechs::NUM,ఆఱు,ആറ്
675,sieben::NUM,ఏరు,ഏഴ്
676,acht::NUM,ఎనిమదు,എട്ട്
677,neun::NUM,తొమ్మిది,ഒമ്പത്
678,zehn::NUM,పది,പത്ത്
679,elf::NUM,పదునొకొండు,പതിനൊന്ന്
680,zwölf::NUM,పండ్రండు,പന്ത്രണ്ട്
681,zwanzig::NUM,ఇరుపది,ഇരുപത്
682,dreißig::NUM,ముప్పది,മുപ്പത്
683,vierzig::NUM,నలువది,നാൽപ്പത്
684,fünfzig::NUM,ఏబది,അൻപത്
685,sechzig::NUM,అరుపది,അറുപത്
686,siebzig::NUM,డెబ్బది,എഴുപത്
687,achtzig::NUM,ఎనుబది,എൺപത്
688,neunzig::NUM,తొంబది,തൊണ്ണൂറ്
689,hundert::NUM,నూఱు,നൂറ്
690,tausend::NUM,వేయి,ആയിരം
691,und::CNJ,మఱియు,ഉം
692,oder::CNJ,లేక,അഥവാ
693,stehen::V,నిలుచు,നിൽക്കുക
694,sitzen::V,కూర్చుండు,ഇരിക്കുക
695,liegen::V,పండుకొనుట,കിടക്കുക
696,hängen::V,వ్రేలాడదీయు,തൂങ്ങുക
697,werden::V,అగు,ആയിത്തീരുക
698,passieren::V,సంభవించు,സംഭവിക്കുക
699,beginnen::V,ఆరంభించు,ആരംഭിക്കുക
700,enden::V,తీరుట,അവസാനിപ്പിക്കുക
701,wechseln::V,మార్చు,മാറ്റുക
702,aufgehen[Sonne]::V,ఉదయించు,ഉയരുക
703,untergehen[Sonne]::V,అస్తమించు,അടുക്കി_വയ്ക്കുക
704,scheinen[Sonne]::V,ప్రకాశించు,പ്രകാശിക്കുക
705,donnern::V,ఉరుముట,ഇടിവെട്ടുക
706,wehen::V,దురద్పప్టము,വീശുക
707,strömen::V,పారుట,ഒഴുകുക
708,fließen::V,ప్రవహించు,ഒഴുകുക
709,sich drehen::V,తిరుగు,ചുറ്റുക
710,sich drehen::V,తిరుగు,കറക്കുക
711,schwanken::V,ఆడించుట,ഇരുവശത്തേയ്ക്കും_ആടുക
712,schwingen::V,ఊగుట,ആടുക
713,fallen::V,పడు,വീഴുക
714,brennen::V,కాలుట,കത്തുക
715,rauchen::V,పొగసుట,പുകയുക
716,regnen::V,కురిపించుట,മഴ_പെയ്യുക
717,gefrieren::V,గడ్డకట్టు,തണത്ത്_മരവിക്കുക
718,tauen::V,కరగు,അലിയുക
719,schmelzen::V,కరగు,ഉരുകുക
720,trocknen::V,యెండుట,വരളുക
721,sieden::V,ఉడుకు,തിളപ്പിക്കുക
722,faulen::V,క్రుళ్లు,ചീയുക
723,verfaulen::V,క్షిణించు,അഴുകുക
724,reißen::V,చించు,ശബ്ദത്തോടെ_മുറിയുക
725,versinken::V,మునుగు,മുക്കുക
726,vergehen::V,సంభవించు,കടന്നുപോകുക
727,erscheinen::V,కనబడు,പ്രത്യക്ഷപ്പെടുക
728,verschwinden::V,అదృశ్యమగు,അദൃശ്യമാകുക
729,sinken::V,ముణుగుట,താഴുക
730,abnehmen::V,తగ్గు,കുറിയുക
731,zunehmen::V,పెరుగుట,വർദ്ധിക്കുക
732,steigen::V,లేచు,ഉയരുക
733,wachsen::V,పెరుగు,വളരുക
734,glänzen::V,ప్రకాశించు,മിന്നുക
735,funkeln::V,ప్రకాశించు,തിളങ്ങുക
736,lärmen::V,అరుచుట,ശബ്ദമുണ്ടാക്കുക
737,läuten::V,మేళవించుట,മണിമുഴങ്ങുക
738,klingeln::V,వాయించుట,ചിലമ്പുക
739,klirren::V,ఘంటానాదము,കിലുക്കുക
740,brausen::V,గర్జించు,മുഴങ്ങുക
741,rauschen::V,చటచటమనుట,അനങ്ങുക
742,klingen::V,ధ్వనించుట,മുഴക്കുക
743,bellen::V,అఱచు,കുരയ്ക്കുക
744,heulen::V,కూయు,ഓരിയിടുക
745,blasen::V,దురద్పప్టము,ഊതുക
746,pfeifen::V,ఈలవేయు,വിസിലടിക്കുക
747,schreien::V,అఱచు,ആക്രോശിക്കുക
748,stöhnen::V,మూలుగు,അരക്കം
749,stöhnen::V,మూలుగు,ആർത്തനാദം
750,zittern::V,వణకు,വിറയ്ക്കുക
751,leben::V,జీవించుట,താമസിക്കുക
752,geboren werden::V,పుట్టుట,ജനിക്കുക
753,atmen::V,ఉపిరి తీయు,ശ്വസിക്കുക
754,trinken::V,త్రాగు,കുടിക്കുക
755,essen::V,తిను,കഴിക്കുക
756,schlucken::V,మ్రింగు,വിഴുങ്ങുക
757,müde werden::V,అలయు,ക്ഷീണിക്കുക
758,einschlafen::V,నిద్రించు,നിദ്രിക്കുക
759,schlafen::V,నిద్రురించు,ഉറങ്ങുക
760,aufwachen::V,మేలుకొను,ഉണരുക
761,aufstehen::V,లేచు,എഴുന്നേൽക്കുക
762,sich erholen::V,నడ్డి వాల్చు,വിശ്രമിക്കുക
763,krank werden::V,జబ్బుపడు,ദീനംപിടിക്കുക
764,krank sein::V,జబ్బు చేయు,രോഗികളാകുക
765,schmerzen::V,నొచ్చుట,വേദനിക്കുക
766,husten::V,దగ్గుట,ചുമയ്ക്കുക
767,genesen::V,కుదురుట,സുഖപ്പെടുക
768,sterben::V,మరణించు,മരിക്കുക
769,umkommen::V,నశించు,മരിക്കുക
770,sich bewegen::V,కదలు,സ്ഥലം_മാറുക
771,sich rühren::V,కదలు,ചലിക്കുക
772,sich erheben::V,లేచు,നിൽക്കുക
773,sich setzen::V,కూర్చుణ్డు,ഇരിക്കുക
774,hinfallen::V,దొర్లు,വീഴുക
775,laufen::V,నడచు,നടക്കുക
776,schreiten::V,అడుగుపెట్టుట,നടക്കുക
777,spazierengehen::V,పచారు చేయు,ഉലാത്തുക
778,eilen::V,తొందరపడు,പാഞ്ഞെത്തുക
779,sich beeilen::V,త్వరపెట్టు,തിരിക്കുകൂട്ടുക
780,sich beeilen::V,త్వరపెట్టు,തിടുക്കം_കാട്ടുക
781,sausen::V,విసరికొట్టు,കുതിക്കുക
782,rennen::V,పరుగెత్తు,ഓടുക
783,springen::V,దుముకు,ചാടുക
784,klettern::V,ఎక్కు,കയറുക
785,schaukeln::V,ఉయ్యాల ఊగు ,ഇളകുക
786,kriechen::V,ప్రాకు,പതുങ്ങികയറുക
787,schwimmen::V,ఈదు,നീന്തുക
788,tauchen::V,మునుగు,വെള്ളത്തിലേക്ക് ചാടുക
789,rudern::V,తెడ్లతోఁగడపు,തുഴയുക
790,fahren::V,నడపు,വാഹനം ഓടിക്കുക
791,fliegen::V,ఎగురు,പറക്കുക
792,gehen::V,పోవు,പോകുക
793,weggehen::V,బయలుదేరు,വിടുക
794,abfahren::V,విడిచిపోవు,പുറപ്പെടുക
795,anhalten::V,నిలుపు,നിർത്തുക
796,hineingehen::V,ప్రవేశించు,പ്രവേശിക്കുക
797,eintreten::V,ప్రవేశించు,പ്രവേശിക്കുക
798,kommen::V,వచ్చు,വരുക
799,ankommen::V,వచ్చి చేరు,എത്തിച്ചേരുക
800,zurückkommen::V,తిరిగీవచ్చుట,തിരിച്ചു വരുക
801,bleiben::V,ఉండు,തുടരുക
802,warten::V,కనిపెట్టు,കാത്തിരിക്കുക
803,erwarten::V,నిరిక్షించు,പ്രതീക്ഷിക്കുക
804,suchen::V,వెదకు,തിരയുക
805,finden::V,కనుగొను,കണ്ടെത്തുക
806,versuchen::V,ప్రయత్నించు,ശ്രമിക്കുക
807,vorbereiten::V,తయారుచేయు,തയ്യാറെടുക്കുക
808,lieben::V,ప్రేమించు,സ്നേഹിക്കുക
809,mögen::V,ఇష్టపడు,ഇഷ്ടപ്പെടുക
810,lachen::V,నవ్వు,ചിരിക്കുക
811,rühren::V,గుండె తాకు,ഹൃദയം സ്പർശിക്കുക
812,weinen::V,వీడ్చు,തേങ്ങുക
813,schimpfen::V,గొణుగు,പിറുപിറുക്കുക
814,sich ärgern::V,అలుగు,കോപിക്കുക
815,sich fürchten::V,భయపడు,പേടിക്കുക
816,fürchten::V,భయపడు,പേടിക്കുക
817,fliehen::V,పాఱిపోపు,രക്ഷപ്പെടുക
818,flüchten::V,తప్పించుకొను,രക്ഷപ്പെടുക
819,sehen::V,చూచు,കാണുക
820,anschauen::V,చూచు,നോക്കുക
821,ansehen::V,కాచియుండు,നോക്കുക
822,hören::V,విను,കേൾക്കുക
823,zuhören::V,విను,ശ്രദ്ധിക്കുക
824,probieren::V,చవిచూచుట,രുചിയുള്ളതായി_തോന്നുക
825,riechen::V,వాసనచూచు,മണത്തു_നോക്കുക
826,fühlen::V,స్పర్శించుట,സ്പർശിച്ചറിയുക
827,scheinen::V,కనబడు,കാണപ്പെടുക
828,zu sehen sein::V,చూవు,വെളിച്ചപ്പെടുക
829,vernehmen::V,విను,കേൾക്കുക
830,frieren::V,చలికి వడకు,വിറയ്ക്കുക
831,tun::V,చేయు,ചെയ്യുക
832,können::V,గల,കഴിയുക
833,wollen::V,కోరు,വേണുക
834,anfangen::V,ఆరంభించు,തുടങ്ങുക
835,beenden::V,ముగించు,പൂർത്തിയാക്കുക
836,aufhören::V,నిలుపు,നിർത്തുക
837,gelingen::V,గెలుపాందు,വിജയിക്കുക
838,geraten::V,వెలువడు,പരിണമിക്കുക
839,öffnen::V,తెఱచు,തുറക്കുക
840,schließen::V,మూయు,അടയ്ക്കുക
841,stellen::V,ఉంచు,വയ്ക്കുക
842,setzen::V,ఉంచు,വയ്ക്കുക
843,legen::V,పెట్టు,ഇടുക
844,berühren::V,తాకు,തൊടുക
845,verbinden::V,చేర్చుట,ഘടിപ്പിക്കുക
846,bedecken::V,మూయు,മുടുക
847,aufhängen::V,వ్రేలాడదీయు,കെട്ടിതൂക്കുക
848,anzünden::V,వెలిగించు,കത്തിക്കുക
849,aufheben::V,సేకరించు,പെറുക്കിയെടുക്കുക
850,zurücklassen::V,విడుచు,വച്ചുപോരുക
851,verlieren::V,పోగొట్టుకొను,നഷ്ടപ്പെടുക
852,fallen lassen::V,జాఱవిడుచు,വീഴ്ത്തുക
853,machen::V,చేయు,ഉണ്ടാക്കുക
854,herstellen::V,ఉత్పత్తిచేయు,ഉൽപാദിപ്പിക്കുക
855,bauen::V,నిర్మించు,നിർമ്മിക്കുക
856,reparieren::V,సరిచేయు,നന്നാക്കുക
857,verbessern::V,వృద్ధి చేయు,മെച്ചപ്പെടുക
858,ändern::V,మార్చు,മാറ്റംവരുത്തുക
859,graben::V,త్రవ్వు,കുഴിക്കുക
860,beugen::V,వంచు,വണങ്ങുക
861,biegen::V,వంచు,കുനിയുക
862,drehen::V,నూలువడుకు,തിരിക്കുക
863,wenden::V,త్రిప్పు,തിരിയുക
864,umdrehen::V,త్రిప్పు,തിരിയുക
865,heben::V,ఎత్తు,ഉയർത്തുക
866,hochheben::V,ఎత్తు,ഉയർത്തുക
867,ergreifen::V,వశపఱచుకొను,ബലമായി_പിടിക്കുക
868,halten::V,ఉంచు,പിടിക്കുക
869,drücken::V,అణచు,അമർത്തുക
870,schieben::V,నొక్కు,തള്ളുക
871,kratzen::V,గోకు,ചുരണ്ടുക
872,lecken::V,నాకు,നക്കുക
873,beißen::V,కఱచు,കടിക്കുക
874,abreißen::V,తెగతెంచు,കീറിക്കളയുക
875,abschneiden::V,తెగకొట్టు,മുറിച്ചുമാറ്റുക
876,binden::V,కట్టు,കെട്ടുക
877,stecken::V,తగులుకొనివుండుట,തുളയ്ക്കുക
878,brechen::V,పగులగొట్టు,ഉടയുക
879,klopfen::V,కొట్టు,തട്ടുക
880,hauen::V,కొట్టు,അടിക്കുക
881,kleben::V,అంటుకొను,ഒട്ടിക്കുക
882,reiben::V,రాచు,തിരുമ്മിത്തുടയ്ക്കുക
883,streichen::V,వ్యాపింపజేయు,പടർത്തുക
884,schleifen::V,రాచు,പൊടിക്കുക
885,schneiden::V,కోయు,മുറിക്കുക
886,rütteln::V,కుదిలించుట,മുട്ടുക
887,schütteln::V,కదల్చు,കുലുക്കുക
888,schwenken::V,ఊచుట,ആടുക
889,schütten::V,పోయు,ഒഴിക്കുക
890,füllen::V,నింపు,നിറയ്ക്കുക
891,einwickeln::V,చుట్టు,പൊതിയുക
892,tragen::V,మోయు,വഹിക്കുക
893,schleppen::V,ఈడ్చు,വലിച്ചിഴയ്ക്കുക
894,ziehen::V,ఈడ్చు,വലിക്കുക
895,aufbewahren::V,కాపాడు,വയ്ക്കുക
896,werfen::V,విసరు,എറിയുക
897,fangen::V,పట్టుకొను,പിടിക്കുക
898,packen::V,పట్టుకొను,തട്ടിപ്പറിക്കുക
899,verstecken::V,దాచు,മറയ്ക്കുക
900,teilen::V,భాగించు,വിഭജിക്കുക
901,schicken::V,పంపు,അയയ്ക്കുക
902,bringen::V,తెచ్చు,കൊണ്ടുവരുക
903,hinzufügen::V,చేర్చు,കൂട്ടുക
904,bekommen::V,సంపాదించు,കിട്ടുക
905,erhalten::V,పుచ్చుకొను,സ്വീകരിക്കുക
906,nehmen::V,తీసికొను,എടുക്കുക
907,wählen::V,ఇష్టపడు,തിരഞ്ഞെടുക്കുക
908,auswählen::V,ఏరుకొను,തിരഞ്ഞെടുക്കുക
909,bewahren::V,భద్రపఱుచు,പുലർത്തുക
910,behindern::V,అడ్డగించుట,തടയിടുക
911,verderben::V,చెఱచు,നശിപ്പിക്കുക
912,beschädigen::V,చెరుపుట,ക്ഷതമേൽപ്പിക്കുക
913,zerbrechen::V,పగులగొట్టు,ഉടയുക
914,zerreißen::V,చించు,കീറുക
915,zerstören::V,వాశనము చేయు,നശിപ്പിക്കുക
916,verbrennen::V,కాల్చు,കത്തിനശിക്കുക
917,verbrennen::V,కాల్చు,കത്തിച്ചുകളയുക
918,geben::V,ఇచ్చు,കൊടുക്കുക
919,geben::V,ఇచ్చు,തരുക
920,reichen::V,అందుకొనుట,കൈമാറുക
921,schenken::V,అర్పించు,സമ്മാനം കൊടുക്കുക
922,versprechen::V,వాగ్దత్తము చేయు,വാഗ്ദാനം_നൽകുക
923,wünschen::V,కోరు,ആഗ്രഹിക്കുക
924,loben::V,స్తుతించు,പുകഴ്ത്തുക
925,küssen::V,ముద్దుపెట్టుకొను,ഉമ്മവയ്ക്കുക
926,wiegen::V,ఊచుట,ഇളകുക
927,zudecken::V,మూయు,മുടുക
928,wecken::V,నిద్రపలేపుట,ഉണർത്തുക
929,zeigen::V,చూవు,കാണിക്കുക
930,führen::V,దారిచూపు,നടത്തുക
931,lehren::V,బోధించు,പഠിപ്പിക്കുക
932,unterrichten::V,నేర్పు,പരിശീലിപ്പിക്കുക
933,aufziehen::V,పెంచు,വളർത്തിക്കൊണ്ടുവരുക
934,leiten::V,తీసుకపోవుట,നയിക്കുക
935,antreiben::V,ప్రేరేపించు,പ്രേരിപ്പിക്കുക
936,lassen::V,అనుమతించు,അനുവദിക്കുക
937,einladen::V,ఆహ్వానించు,ക്ഷണിക്കുക
938,vereinigen::V,కూడుట,കൂടിച്ചേരുക
939,besuchen::V,పోయి చూచు,സന്ദർശിക്കുക
940,treffen::V,కలియు,തമ്മിൽ കാണുക
941,sich versammeln::V,కూర్చు,സംയോജിപ്പിക്കുക
942,spielen::V,ఆట లాడు,കളിക്കുക
943,singen::V,పాడు,പാടുക
944,tanzen::V,నృత్యముచేయు,നൃത്തം ചെയ്യുക
945,sich trennen::V,ఎడబాయుట,നേർപെടുത്തുക
946,verlassen::V,విడుచు,പിൻവാങ്ങുക
947,retten::V,తప్పించుట,രക്ഷിക്കുക
948,bewachen::V,కాపాడు,കാവൽനിൽക്കുക
949,schützen::V,రక్షించు,പരിരക്ഷിക്കുക
950,verteidigen::V,రక్షించు,പ്രതിരോധിക്കുക
951,sich schlagen::V,జగడమాడు,കലഹിക്കുക
952,schießen::V,కాల్చు,വെടിവെക്കുക
953,siegen::V,గెలుచు,വിജയിക്കുക
954,ärgern::V,పీడించుట,വിഷമിപ്പിക്കുക
955,schlagen::V,కొట్టు,അടിക്കുക
956,treten::V,తన్ను,തൊഴിക്കുക
957,stechen::V,కుట్టు,കുത്തുക
958,stoßen::V,గెంటు,തള്ളുക
959,stehlen::V,దొంగిలించు,മോഷ്ടിക്കുക
960,stören::V,కలతపఱచు,ശല്യപ്പെടുത്തുക
961,belästigen::V,పీడించు,മെനക്കെടുക
962,verbergen::V,దాచు,മറയ്ക്കുക
963,verbergen::V,దాచు,ഒളിക്കുക
964,täuschen::V,మోసము చేయు,കബളിപ്പിക്കുക
965,betrügen::V,మోసపుచ్చు,ചതിക്കുക
966,töten::V,చంపు,കൊല്ലുക
967,wohnen::V,నివసించు,താമസിക്കുക
968,arbeiten::V,పనిచేయు,ജോലിചെയ്യുക
969,sammeln::V,ప్రోగుచేయు,സഞ്ചയിക്കുക
970,pflücken::V,యేరుట,പറിച്ചെടുക്കുക
971,jagen::V,వేటాడు,വേട്ടയാടുക
972,fischen::V,వెదకు,മീൻ പിടിക്കുക
973,fassen::V,పట్టుకొమ,പിടിക്കുക
974,hüten::V,మందచేరుట,ചേർക്കുക
975,treiben::V,నడపు,വാഹനം_ഓടിക്കുക
976,anbinden::V,కట్టు,കെട്ടിയിടുക
977,füttern::V,భోజనము పెట్టు,തീറ്റുക
978,melken::V,పాలు పితుకు,പാലുകറക്കുക
979,hacken::V,నఱకు,വെട്ടിമുറിക്കുക
980,gießen::V,నీళ్ళుకట్టుట,നനയ്ക്കുക
981,reifen::V,పండుట,പാകമാകുക
982,zubereiten::V,వండు,പാചകം_ചെയ്യുക
983,kochen::V,వండు,വേവിക്കുക
984,backen::V,రొట్టెకాల్చు,ബേക്ക് ചെയ്യുക
985,braten::V,వేపు,പോരിക്കുക
986,umrühren::V,కదులుట,ഇളക്കുക
987,stricken::V,అల్లు,മെടയുക
988,nähen::V,కుట్టు,തുന്നുക
989,färben::V,రంగు వేయు,ചായം പൂശുക
990,reinigen::V,శుభ్రము చేయు,വൃത്തിയാക്കുക
991,waschen::V,కడుగు,കഴുകുക
992,abwischen::V,తుడుచు,തുടയ്ക്കുക
993,spülen::V,నీటిలో జడించు,കഴുകുക
994,fegen::V,ఊడ్చు,അടിച്ചുവാരുക
995,kehren::V,ఊడ్చు,അടിച്ചുവാരുക
996,baden::V,స్నానము చేయు,നീന്തിത്തുടിക്കുക
997,sich waschen::V,కడుగు,കഴുകുക
998,ausziehen::V,విప్పు,ഇഴുക്കുക
999,anziehen::V,ధరించు,ഉടുക്കുക
1000,sich anziehen::V,బట్టలు వేసుకొను,ധരിച്ച നേടുകയുക
1001,sich anziehen::V,తొడుగుకొను,ധരിച്ച നേടുകയുക
1002,kämmen::V,దువ్వుట,മുടിചീകുക
1003,schmücken::V,అలంకరించు,അലങ്കരിക്കുക
1004,sagen::V,చెప్పు,പറയുക
1005,sprechen::V,చెప్పు,സംസാരിക്കുക
1006,reden::V,మాటలాడు,സംസാരിക്കുക
1007,sich unterhalten::V,ముచ్చటలాడు,നർമ്മസല്ലാപം നടത്തുക
1008,fragen::V,ప్రశ్నించు,ചോദിക്കുക
1009,bitten::V,కోరు,അപേക്ഷിക്കുക
1010,erzählen::V,చెప్పు,പറയുക
1011,mitteilen::V,తెలియజేయు,അറിയിക്കുക
1012,nennen::V,పేరు వెట్టు,പേരിടുക
1013,rufen::V,పిలుచు,വിളിക്കുക
1014,prahlen::V,జల్లి,പൊങ്ങച്ചം പറയുക
1015,übersetzen::V,తర్జుమాచేయు,പരിഭാഷപ്പെടുത്തുക
1016,denken::V,ఆలోచించు,ചിന്തിക്കുക
1017,glauben::V,నమ్ము,വിശ്വസിക്കുക
1018,bemerken::V,గుర్తించు,ശ്രദ്ധിക്കുക
1019,erkennen::V,గుర్తించు,തിരിചറിയുക
1020,begreifen::V,గ్రహించు,കൈപ്പിടിയിലാക്കുക
1021,verstehen::V,గ్రహించు,മനസ്സിലാക്കുക
1022,lernen::V,నేర్చు కొను,പഠിക്കുക
1023,wissen::V,తెలిసికొను,അറിയുക
1024,sich erinnern an::V,జ్ఞాపకముంచుకొను,ഓർമിക്കുക
1025,vergessen::V,మఱచిపోవు,മറക്കുക
1026,messen::V,కొలుచుట,അളക്കുക
1027,zählen::V,లెక్కపెట్టు,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1028,rechnen::V,లెక్కపెట్టు,ഗണിക്കുക
1029,lesen::V,చదువు,വായിക്കുക
1030,malen::V,పూనుట,ചിത്രം വരയ്ക്കുക
1031,zeichnen::V,వ్రాసుట,വരയ്ക്കുക
1032,schreiben::V,వ్రాయు,എഴുതുക
1033,besitzen::V,కలిగియుండు,സ്വന്തമാക്കുക
1034,kaufen::V,కొను,വാങ്ങുക
1035,verkaufen::V,అమ్ము,വിൽക്കുക
1036,bezahlen::V,చెల్లించు,പരിഹാരം ചെയ്യുക
1037,zahlen::V,చెల్లించు,പണം അടയ്ക്കുക
1038,beherrschen::V,ఏలు,ഭരിക്കുക
1039,ertragen::V,భరించు,താങ്ങുക
