,Concept_ID,fr,ady
709,wahr::A,vrai,шъыпкъэ́
710,wahr::A,véritable,шъыпкъэ́
711,alt::A,vieux,жъы
712,neu::A,neuf,кӏэ
713,neu::A,nouveau,кӏэ
714,ehemalig::A,ancien,-щтыгъэ
715,ehemalig::A,ancien,-гъэ
716,alt[Lebewesen]::A,âgé,жъы
717,alt[Lebewesen]::A,vieux,жъы
718,jung::A,jeune,ныбжьыкӏэ́
719,arm::A,pauvre,тхьамы́кӏ
720,reich::A,riche,бай
721,bekannt::A,connu,нэӏуа́с
722,berühmt::A,fameux,цӏэры́ӏу
723,berühmt::A,célèbre,цӏэры́ӏу
724,fremd::A,étranger,хымэ
725,verschieden::A,différent,зэфэшъхьафы
726,nah::A,lié,благъэ́
727,nah::A,proche,благъэ́
728,fern::A,éloigné,чыжьэ
729,fern::A,lointain,чыжьэ
730,linker::A,gauche,сэмэ́гу
731,rechter::A,droit,джабгъу
732,anderer::A,autre,нэмы́кӏ
733,erster::A,premier,апэр
734,zweiter::A,second,я́тӏонэр
735,zweiter::A,deuxième,я́тӏонэр
736,dritter::A,troisième,ящэнэр
737,letzter::A,dernier,аужыр
738,allein::ADV,seul,зы
739,auf einmal::ADV,à la fois,ардэдэм
740,auf einmal::ADV,à la fois,асыхьатым
741,zusammen::ADV,ensemble,зэгъусэхэ́у
742,lange::ADV,longtemps,бэрэ́
743,plötzlich::ADV,tout à coup,зэкӏэм
744,sofort::ADV,immédiatement,ардэдэм
745,sofort::ADV,immédiatement,асыхьатым
746,später::ADV,plus tard,нэужым
747,jetzt::ADV,maintenant,джы
748,heute::ADV,aujourd'hui,непэ́
749,morgen::ADV,demain,неу́щы
750,bald::ADV,bientôt,псынкӏэу
751,dann::ADV,puis,нэужым
752,dann::ADV,ensuite,нэужым
753,gestern::ADV,hier,тыгъуа́с
754,einst::ADV,jadis,зэгорэ́м
755,einst::ADV,autrefois,зэгорэ́м
756,damals::ADV,alors,армэ
757,damals::ADV,alors,ащыгъум
758,damals::ADV,à l'époque,армэ
759,damals::ADV,à l'époque,ащыгъум
760,danach::ADV,après,нэужым
761,danach::ADV,ensuite,нэужым
762,vorher::ADV,auparavant,нахьыпэм
763,zuerst::ADV,d'abord,
764,zuerst::ADV,premièrement,
765,einmal::ADV,une fois,зэ
766,manchmal::ADV,parfois,
767,manchmal::ADV,quelquefois,
768,oft::ADV,souvent,бэрэ
769,immer::ADV,toujours,ренэ́у
770,niemals::ADV,ne ... jamais,
771,hier::ADV,ici,
772,hierhin::ADV,par ici,
773,von hier::ADV,d'ici,
774,dort::ADV,là,модэ
775,dort::ADV,là-bas,модэ
776,dorthin::ADV,y,модэ́
777,dorthin::ADV,par là,модэ́
778,geradeaus::ADV,tout droit,занкӏэу
779,vorwärts::ADV,en avant,ыпэкӏэ
780,rückwärts::ADV,en arrière,ыужыкӏэ́
781,zurück::ADV,de retour,ыужыкӏэ́
782,unten::ADV,en bas,ычӏэкӏэ́
783,unten::ADV,au-dessous,ычӏэкӏэ́
784,hinab::ADV,en bas,ычӏэгъы́
785,hinab::ADV,en bas,ычӏэкӏэ́
786,hinab::ADV,vers le bas,ычӏэгъы́
787,hinab::ADV,vers le bas,ычӏэкӏэ́
788,oben::ADV,dessus,ышъхьагъы
789,oben::ADV,en haut,ышъхьагъы
790,hinauf::ADV,en haut,ышъхьагъыкӏэ
791,hinauf::ADV,vers le haut,ышъхьагъыкӏэ
792,überall::ADV,partout,тыди́
793,überall::ADV,partout,тыдэкӏи́
794,nicht::ADV,ne ... pas,-п
795,nicht::ADV,ne ... pas,мы-
796,ein wenig::ADV,un peu,тӏэкӏу
797,kaum::ADV,à peine,къоды́й
798,sehr::ADV,très,дэд
799,so::ADV,si,ащ фэд
800,so::ADV,si,мыщ фэд
801,so::ADV,si,джащ фэд
802,so::ADV,ainsi,ащ фэд
803,so::ADV,ainsi,мыщ фэд
804,so::ADV,ainsi,джащ фэд
805,noch::ADV,encore,джыри
806,nur::ADV,seulement,ныӏэ́п
807,nur::ADV,ne ... que,ныӏэ́п
808,schon::ADV,déjà,
809,wieder::ADV,de nouveau,джыри
810,vergebens::ADV,en vain,пкӏэнчъэ́у
811,vor::PRP,devant,пашъхьэ́
812,hinter::PRP,derrière,кӏы́б
813,unter::PRP,sous,чӏэ-
814,unter::PRP,au-dessous de,чӏэ-
815,durch::PRP,par,пхыры-
816,durch::PRP,à travers,пхыры-
817,neben::PRP,à côté de,дэжь
818,zwischen::PRP,entre,азыфа́гу
819,wegen::PRP,à cause de,къы-
820,dies::PRN,ceci,ар
821,das::PRN,ce,а
822,das::PRN,ce,мо
823,das::PRN,cela,а
824,das::PRN,cela,мо
825,alles::PRN,tout,зэкӏэ́
826,ich::PRN,je,сэ
827,ich::PRN,moi,сэ
828,du::PRN,tu,о
829,du::PRN,toi,о
830,er::PRN,il,ар
831,er::PRN,lui,ар
832,wir::PRN,nous,тэ
833,ihr::PRN,vous,шъо
834,sie::PRN,ils,ахэр
835,sie::PRN,elles,ахэр
836,was::FPRN,que,сыд
837,was::FPRN,quoi,сыд
838,wer::FPRN,qui,хэт
839,wo::FADV,où,тыдэ́
840,wohin::FADV,où,тыдэ́
841,wie::FADV,comment,сыдэущтэ́у
842,warum::FADV,pourquoi,сыд пае́
843,wieviel::FNUM,combien,тхьапш
844,wieviel::FNUM,combien,сыд фэди́з
845,eins::NUM,un,зы
846,zwei::NUM,deux,тӏу
847,drei::NUM,trois,щы
848,vier::NUM,quatre,плӏы
849,fünf::NUM,cinq,тфы
850,sechs::NUM,six,хы
851,sieben::NUM,sept,блы
852,acht::NUM,huit,и
853,neun::NUM,neuf,бгъу
854,zehn::NUM,dix,пшӏы
855,elf::NUM,onze,пшӏыкӏузы́
856,zwölf::NUM,douze,пшӏыкӏутӏу
857,zwanzig::NUM,vingt,тӏокӏы́
858,dreißig::NUM,trente,щэкӏы
859,vierzig::NUM,quarante,тӏокӏи́тӏу
860,fünfzig::NUM,cinquante,шъэны́ыкъу
861,sechzig::NUM,soixante,тӏокӏи́щ
862,siebzig::NUM,soixante-dix,тӏокӏищырэ́ пшӏырэ́
863,achtzig::NUM,quatre-vingt,тӏокӏи́пӏ
864,neunzig::NUM,quatre-vingt-dix,тӏокӏиилӏырэ́ пшӏырэ́
865,hundert::NUM,cent,шъэ
866,tausend::NUM,mille,мин
867,und::CNJ,et,ыкӏи
868,oder::CNJ,ou,е
869,stehen::V,être debout,ущытын
870,stehen::V,être debout,умыхъыен
871,sitzen::V,être assis,уисын
872,sitzen::V,être assis,утесын
873,liegen::V,être couché,телъы́н
874,hängen::V,pendre,къыщылэлын
875,hängen::V,pendre,къыщылэлын щыгъын быхъур
876,werden::V,devenir,хъун
877,passieren::V,se passer,къэхъун
878,beginnen::V,commencer,къежьэн
879,beginnen::V,commencer,къыублэн
880,enden::V,finir,ухы́н
881,enden::V,se terminer,ухы́н
882,wechseln::V,changer,зэхъожьы́н
883,wechseln::V,alterner,зэхъожьы́н
884,aufgehen[Sonne]::V,se lever,къыкъокӏы́н
885,untergehen[Sonne]::V,se coucher,къохьан
886,scheinen[Sonne]::V,briller,къепсыи
887,donnern::V,tonner,гъогъон
888,wehen::V,souffler,епщэ́н
889,strömen::V,affluer,чъэн
890,fließen::V,couler,чъэн
891,sich drehen::V,tourner,зыгъэчэрэгъу́н
892,schwanken::V,osciller,хъые́н
893,schwanken::V,chanceler,хъые́н
894,schwingen::V,vibrer,зыгъэхъые́н
895,schwingen::V,osciller,зыгъэхъые́н
896,fallen::V,tomber,къефэхы́н
897,brennen::V,brûler,стын
898,brennen::V,flamber,стын
899,rauchen::V,fumer,ӏугъо къикӏын
900,regnen::V,pleuvoir,къещхы́н
901,gefrieren::V,geler,дыкъын
902,tauen::V,dégeler,жъун
903,schmelzen::V,fondre,ткӏун
904,trocknen::V,sécher,гъушъы́н
905,trocknen::V,sécher,чъэпхъу́н
906,sieden::V,bouillir,жъон
907,faulen::V,pourrir,шъун
908,faulen::V,se putréfier,шъун
909,verfaulen::V,pourrir,шъун
910,reißen::V,rompre,зэӏэтхъы́н
911,reißen::V,se déchirer,зэӏэтхъы́н
912,versinken::V,s'enfoncer,чӏихьан
913,vergehen::V,passer,блэкӏы́н
914,erscheinen::V,apparaître,къэлъэгъон
915,verschwinden::V,disparaître,кӏодыжьы́н
916,sinken::V,descendre,
917,sinken::V,s'abaisser,
918,abnehmen::V,diminuer,къыкӏичын
919,zunehmen::V,augmenter,хэхъо́н
920,steigen::V,monter,къежьэн
921,wachsen::V,croître,хэхъо́н
922,wachsen::V,croître,къэкӏы́н
923,glänzen::V,briller,цӏыу́н
924,funkeln::V,étinceler,жъыу́н
925,lärmen::V,faire du bruit,бырсыры́н
926,läuten::V,sonner,теон
927,klingeln::V,sonner,теон
928,klirren::V,cliqueter,
929,brausen::V,mugir,шъуин
930,rauschen::V,bruire,макъэ гъэӏун
931,klingen::V,sonner,къыхэӏукӏын
932,bellen::V,aboyer,хьакъу́н
933,heulen::V,hurler,быун
934,blasen::V,souffler,епщэ́н
935,pfeifen::V,siffler,шъуин
936,schreien::V,crier,куо́н
937,schreien::V,crier,кӏыи́н
938,stöhnen::V,gémir,щэӏун
939,zittern::V,trembler,кӏэзэзын
940,leben::V,vivre,псэу́н
941,geboren werden::V,naître,къэхъун
942,atmen::V,respirer,жьы къэщэ́н
943,trinken::V,boire,ешъо́н
944,essen::V,manger,шхын
945,schlucken::V,avaler,бдырыин
946,müde werden::V,se lasser,пшъын
947,müde werden::V,se fatiguer,пшъын
948,einschlafen::V,s'endormir,хэчъыен
949,schlafen::V,dormir,чъые́н
950,aufwachen::V,se réveiller,къэущы́н
951,aufstehen::V,se lever,уцу́н
952,sich erholen::V,se reposer,зыгъэпсэфын
953,sich erholen::V,se détendre,зыгъэпсэфын
954,krank werden::V,tomber malade,сымаджэ́ хъун
955,krank sein::V,être malade,сымэджэ́н
956,schmerzen::V,faire mal,сымэджэ́н
957,husten::V,tousser,пскэ́н
958,genesen::V,guérir,хъужьын
959,genesen::V,se remettre,хъужьын
960,sterben::V,mourir,лӏэн
961,umkommen::V,périr,хэкӏодэн
962,sich bewegen::V,bouger,хъые́н
963,sich rühren::V,broncher,хъые́н
964,sich erheben::V,se lever,къэтэджын
965,sich setzen::V,s'asseoir,тӏысы́н
966,hinfallen::V,tomber,ебэджы́н
967,laufen::V,marcher,кӏон
968,laufen::V,aller à pied,кӏон
969,schreiten::V,marcher,кӏон
970,spazierengehen::V,se promener,къэкӏухьэн
971,eilen::V,courir,гузэжъон
972,sich beeilen::V,se hâter,гуӏэ́н
973,sich beeilen::V,se dépêcher,гуӏэ́н
974,sausen::V,filer,псынкӏэ́у чъэн
975,rennen::V,courir,чъэн
976,springen::V,sauter,пкӏэн
977,klettern::V,grimper,дэцохъоен
978,schaukeln::V,se balancer,уешӏэн
979,kriechen::V,ramper,цохъо́н
980,schwimmen::V,nager,есы́н
981,tauchen::V,plonger,зычӏэгъэо́н
982,rudern::V,ramer,къошъо бэщкӏэ фын
983,fahren::V,aller,кӏон
984,fahren::V,rouler,кӏон
985,fliegen::V,voler,быбы́н
986,gehen::V,aller,кӏон
987,weggehen::V,s'en aller,ӏукӏын
988,abfahren::V,partir,ежьэн
989,anhalten::V,s'arrêter,къэуцу́н
990,hineingehen::V,entrer,ихьан
991,eintreten::V,entrer,чӏэхьан
992,kommen::V,venir,къэкӏо́н
993,ankommen::V,arriver,къэсы́н
994,zurückkommen::V,revenir,гъэзэжьын
995,bleiben::V,rester,къэнэ́н
996,bleiben::V,demeurer,къэнэ́н
997,warten::V,attendre,пэплъэ́н
998,erwarten::V,attendre,ежэн
999,suchen::V,chercher,лъыхъу́н
1000,finden::V,trouver,къэгъоты́н
1001,finden::V,trouver,къыхэгъэщы́н
1002,versuchen::V,essayer,пылъы́н
1003,vorbereiten::V,préparer,гъэхьазыры́н
1004,lieben::V,aimer,шӏу плъэгъу́н
1005,mögen::V,aimer,шӏу плъэгъу́н
1006,mögen::V,vouloir,шӏу плъэгъу́н
1007,lachen::V,rire,щхын
1008,rühren::V,toucher,гур гъэузын
1009,rühren::V,attendrir,гур гъэузын
1010,weinen::V,pleurer,гъын
1011,schimpfen::V,gronder,хъонэн
1012,sich ärgern::V,se fâcher,губжы́н
1013,sich fürchten::V,avoir peur,щынэ́н
1014,fürchten::V,craindre,щынэ́н
1015,fürchten::V,avoir peur de,щынэ́н
1016,fliehen::V,fuir,
1017,flüchten::V,s'enfuir,
1018,sehen::V,voir,льэгъу́н
1019,anschauen::V,regarder,плъэн
1020,anschauen::V,regarder,еплъы́н
1021,ansehen::V,regarder,плъэн
1022,hören::V,entendre,зэхэхын
1023,zuhören::V,écouter,дэӏо́н
1024,probieren::V,goûter,хэӏэн
1025,riechen::V,sentir,пэмэ́н
1026,fühlen::V,sentir,зэхэпшӏэн
1027,scheinen::V,sembler,уащыхъу́н
1028,scheinen::V,sembler,уашӏошӏы́н
1029,scheinen::V,paraître,уащыхъу́н
1030,scheinen::V,paraître,уашӏошӏы́н
1031,zu sehen sein::V,se voir,зэрэлъэгъу́н
1032,zu sehen sein::V,être visible,зэрэлъэгъу́н
1033,vernehmen::V,entendre,зэхэхын
1034,vernehmen::V,percevoir,зэхэхын
1035,frieren::V,avoir froid,дыкъын
1036,frieren::V,avoir froid,пӏыкӏэн
1037,frieren::V,avoir froid,чъыӏэ́ лӏэн
1038,tun::V,faire,шӏын
1039,können::V,savoir,лъэкӏы́н
1040,können::V,pouvoir,лъэкӏы́н
1041,wollen::V,vouloir,фэе́н
1042,anfangen::V,commencer,ублэн
1043,beenden::V,finir,ухы́н
1044,beenden::V,terminer,ухы́н
1045,aufhören::V,cesser,щыгъэтын
1046,aufhören::V,arrêter,щыгъэтын
1047,gelingen::V,réussir,хъун
1048,geraten::V,réussir,
1049,öffnen::V,ouvrir,ӏухы́н
1050,schließen::V,fermer,игъэсэн
1051,stellen::V,poser,бгъэуцун
1052,stellen::V,mettre,бгъэуцун
1053,setzen::V,placer,гъэтӏысы́н
1054,legen::V,placer,хэлъхьа́н
1055,berühren::V,toucher,эӏэн
1056,berühren::V,toucher,нэсын
1057,verbinden::V,lier,зэхэпхэ́н
1058,verbinden::V,lier,пхын
1059,bedecken::V,couvrir,техъо́н
1060,aufhängen::V,accrocher,пылъэ́н
1061,anzünden::V,allumer,хэгъэнэ́н
1062,aufheben::V,ramasser,
1063,zurücklassen::V,laisser,къэгъэнэ́н
1064,verlieren::V,perdre,чӏэ́нэн
1065,verlieren::V,perdre,шӏокӏоды́н
1066,fallen lassen::V,lâcher,чӏэунэн
1067,fallen lassen::V,lâcher,пӏэпызын
1068,fallen lassen::V,laisser tomber,чӏэунэн
1069,fallen lassen::V,laisser tomber,пӏэпызын
1070,machen::V,faire,шӏын
1071,herstellen::V,produire,шӏы́н
1072,herstellen::V,fabriquer,шӏы́н
1073,bauen::V,bâtir,шӏы́н
1074,bauen::V,construire,шӏы́н
1075,reparieren::V,réparer,дыжьы́н
1076,verbessern::V,améliorer,нахьышӏу пшӏын
1077,verbessern::V,améliorer,нахь дэгъу пшӏын
1078,ändern::V,changer,зэблэхъу́н
1079,ändern::V,modifier,зэблэхъу́н
1080,graben::V,creuser,тӏын
1081,beugen::V,plier,
1082,beugen::V,ployer,
1083,biegen::V,courber,уфэн
1084,drehen::V,tordre,гъэчэрегъу́
1085,drehen::V,tourner,гъэчэрегъу́
1086,wenden::V,retourner,пӏонтӏэн
1087,wenden::V,retourner,бгъэзэн
1088,wenden::V,retourner,уӏубын
1089,umdrehen::V,tourner,
1090,heben::V,soulever,ӏэты́н
1091,hochheben::V,lever,ӏэты́н
1092,ergreifen::V,saisir,къэубыты́н
1093,ergreifen::V,prendre,къэубыты́н
1094,halten::V,tenir,ӏыгъы́н
1095,drücken::V,presser,тэӏункӏэн
1096,schieben::V,pousser,уеӏункӏын
1097,schieben::V,pousser,уетӏыргун
1098,kratzen::V,gratter,цӏэнтхъун
1099,kratzen::V,égratigner,цӏэнтхъун
1100,lecken::V,lécher,бзэи́н
1101,beißen::V,mordre,ецэкъэ́н
1102,abreißen::V,arracher,къичын
1103,abreißen::V,arracher,пытхъын
1104,abschneiden::V,couper,пыупкӏын
1105,abschneiden::V,couper,гобзыкӏын
1106,binden::V,lier,епхын
1107,binden::V,attacher,епхын
1108,stecken::V,enfoncer,хэсэн
1109,brechen::V,rompre,зэпыпкӏын
1110,klopfen::V,frapper,теон
1111,hauen::V,frapper,теон
1112,kleben::V,coller,щхэн
1113,reiben::V,frotter,пӏотын
1114,streichen::V,empâter,щыфэн
1115,schleifen::V,affiler,гъэчаны́н
1116,schleifen::V,affiler,кӏэлыкӏы́н
1117,schleifen::V,aiguiser,гъэчаны́н
1118,schleifen::V,aiguiser,кӏэлыкӏы́н
1119,schneiden::V,couper,бзын
1120,schneiden::V,trancher,бзын
1121,rütteln::V,cahoter,гъэсысын
1122,schütteln::V,secouer,гъэсысын
1123,schwenken::V,agiter,ӏэ шӏын
1124,schütten::V,verser,икӏэ́н
1125,füllen::V,remplir,из шӏын
1126,einwickeln::V,envelopper,кӏоцӏыщыхьа́н
1127,tragen::V,porter,хьын
1128,schleppen::V,traîner,пхьын
1129,schleppen::V,traîner,плъэшъун
1130,ziehen::V,tirer,пкъудыин
1131,ziehen::V,tirer,пщэн
1132,ziehen::V,tirer,плъэшъун
1133,aufbewahren::V,garder,пӏыгъын
1134,aufbewahren::V,garder,уухъумэн
1135,aufbewahren::V,conserver,пӏыгъын
1136,aufbewahren::V,conserver,уухъумэн
1137,werfen::V,jeter,дзын
1138,werfen::V,lancer,дзын
1139,fangen::V,attraper,къэубыты́н
1140,packen::V,agripper,къэубыты́н
1141,verstecken::V,cacher,бгъэбылъын
1142,teilen::V,diviser,гощы́н
1143,schicken::V,envoyer,гъахьы́н
1144,bringen::V,apporter,къэхьы́н
1145,hinzufügen::V,ajouter,хэгъэхъо́н
1146,bekommen::V,obtenir,
1147,erhalten::V,recevoir,
1148,nehmen::V,prendre,къытехы́н
1149,wählen::V,choisir,къыхэхы́н
1150,auswählen::V,choisir,къыхэхы́н
1151,auswählen::V,sélectionner,къыхэхы́н
1152,bewahren::V,préserver,къэухъумэн
1153,behindern::V,gêner,пэрыохъу хъун
1154,verderben::V,gâter,къутэн
1155,verderben::V,corrompre,къутэн
1156,beschädigen::V,endommager,къутэн
1157,zerbrechen::V,casser,къутэн
1158,zerreißen::V,déchirer,зэӏэтхъы́н
1159,zerstören::V,détruire,къутэ́н
1160,verbrennen::V,brûler,гъэсты́н
1161,geben::V,donner,еты́н
1162,reichen::V,tendre,еты́н
1163,schenken::V,offrir,еты́н
1164,versprechen::V,promettre,гъэгугъэ́н
1165,wünschen::V,souhaiter,шӏоигъо́н
1166,loben::V,louer,щытхъун
1167,küssen::V,embrasser,ебэу́н
1168,wiegen::V,bercer,гъэхъыен
1169,zudecken::V,couvrir,техъо́н
1170,wecken::V,éveiller,къэгъэущы́н
1171,wecken::V,réveiller,къэгъэущы́н
1172,zeigen::V,montrer,гъэлъэгъо́н
1173,zeigen::V,faire voir,гъэлъэгъо́н
1174,führen::V,guider,щэн
1175,lehren::V,apprendre,егъэджэ́н
1176,lehren::V,apprendre,егъэшӏэн
1177,unterrichten::V,instruire,егъэджэ́н
1178,aufziehen::V,élever,пӏун
1179,leiten::V,diriger,гъэзекӏон
1180,leiten::V,conduire,гъэзекӏон
1181,antreiben::V,pousser,къепфылӏэн
1182,lassen::V,faire,еты́н
1183,einladen::V,inviter,къегъэблэгъэн
1184,vereinigen::V,unir,зэгогъэхьан
1185,vereinigen::V,réunir,зэгогъэхьан
1186,besuchen::V,visiter,щыӏэ́н
1187,besuchen::V,aller voir,щыӏэ́н
1188,treffen::V,rencontrer,ӏукӏэ́н
1189,treffen::V,rencontrer,пэгъокӏы́н
1190,sich versammeln::V,s'assembler,зэхэхьан
1191,spielen::V,jouer,джэгу́н
1192,singen::V,chanter,орэ́д къэӏо́н
1193,tanzen::V,danser,къэшъо́н
1194,sich trennen::V,se séparer,зэгокӏыжьы́ных
1195,verlassen::V,quitter,бгынэн
1196,verlassen::V,quitter,хэкӏыжьын
1197,retten::V,sauver,къыхэпхыжьын
1198,retten::V,sauver,къэбгъэнэжьын
1199,bewachen::V,garder,къэгъэгъунэн
1200,schützen::V,protéger,ухъумэ́н
1201,verteidigen::V,défendre,къэухъумэн
1202,sich schlagen::V,se taper,эзэон
1203,schießen::V,tirer,он
1204,siegen::V,vaincre,текӏо́н
1205,ärgern::V,agacer,бгъэгубжын
1206,schlagen::V,battre,ео́н
1207,schlagen::V,frapper,ео́н
1208,treten::V,botter,
1209,treten::V,donner un coup de pied à,
1210,stechen::V,piquer,хэӏун
1211,stoßen::V,heurter,тӏыро́н
1212,stoßen::V,heurter,уеӏункӏын
1213,stehlen::V,voler,тыгъу́н
1214,stören::V,gêner,бгъэгумэкӏын
1215,stören::V,déranger,бгъэгумэкӏын
1216,belästigen::V,molester,бгъэгумэкӏын
1217,belästigen::V,importuner,бгъэгумэкӏын
1218,verbergen::V,cacher,ушъэфын
1219,verbergen::V,dissimuler,ушъэфын
1220,täuschen::V,abuser,гъэпцӏэ́н
1221,täuschen::V,tromper,гъэпцӏэ́н
1222,betrügen::V,duper,гъэпцӏэ́н
1223,betrügen::V,frauder,гъэпцӏэ́н
1224,töten::V,tuer,уикӏын
1225,wohnen::V,habiter,дэсын
1226,wohnen::V,demeurer,дэсын
1227,arbeiten::V,travailler,лэжьэ́н
1228,sammeln::V,collectionner,угъои́н
1229,pflücken::V,cueillir,къыпычы́н
1230,jagen::V,chasser,шэкӏон
1231,jagen::V,chasser,ешэкӏон
1232,fischen::V,pêcher,пцэжъые уешэн
1233,fassen::V,capturer,къэубыты́н
1234,hüten::V,garder,хэхъо́н
1235,treiben::V,mener,пфын
1236,anbinden::V,attacher,епхын
1237,füttern::V,faire manger,гъэшхэ́н
1238,melken::V,traire,щын
1239,hacken::V,fendre,упкӏэтэн
1240,gießen::V,arroser,тепкӏэн
1241,reifen::V,mûrir,игъо хъун
1242,zubereiten::V,préparer,бгъэхьазырын
1243,kochen::V,cuire,шӏы́н
1244,backen::V,cuire,гъэжъэ́н
1245,braten::V,rôtir,гъэжъэ́н
1246,umrühren::V,remuer,зэхэгъэкӏухьан
1247,stricken::V,tricoter,хъын
1248,nähen::V,coudre,дэн
1249,färben::V,teindre,бгъэлэн
1250,reinigen::V,nettoyer,укъэбзы́н
1251,waschen::V,laver,бгыкӏын
1252,abwischen::V,essuyer,лъэкӏы́н
1253,spülen::V,rincer,дэгъэчъыхьан
1254,fegen::V,balayer,пхъэнкӏы́н
1255,kehren::V,balayer,пхъэнкӏы́н
1256,baden::V,se baigner,зыгъэпскӏын
1257,sich waschen::V,se laver,зытхьакӏы́н
1258,ausziehen::V,ôter,къытехы́н
1259,ausziehen::V,enlever,къытехы́н
1260,anziehen::V,mettre,щылъэ́н
1261,sich anziehen::V,s'habiller,зыфэпэн
1262,kämmen::V,peigner,жьын
1263,schmücken::V,orner,гъэдэхэ́н
1264,schmücken::V,décorer,гъэдэхэ́н
1265,sagen::V,dire,къэӏон
1266,sprechen::V,parler,псэлъэ́н
1267,reden::V,parler,гущыӏэ́н
1268,sich unterhalten::V,bavarder,зэдэгущыӏэн
1269,sich unterhalten::V,s'entretenir,зэдэгущыӏэн
1270,fragen::V,demander,упчӏэ́н
1271,bitten::V,prier,лъэӏо́н
1272,erzählen::V,raconter,къэпӏотэ́н
1273,mitteilen::V,communiquer,макъэ егъэӏун
1274,nennen::V,nommer,цӏэ фэусы́н
1275,nennen::V,appeler,цӏэ фэусы́н
1276,rufen::V,appeler,джэн
1277,prahlen::V,se vanter,узыщытхъужьы́н
1278,übersetzen::V,traduire,бгъэкӏотэн
1279,denken::V,penser,егупшысэ́н
1280,glauben::V,croire,уивыхъэ́ телъы́н
1281,bemerken::V,remarquer,гу лъыптэ́н
1282,bemerken::V,apercevoir,гу лъыптэ́н
1283,erkennen::V,reconnaître,зэхэпхын
1284,erkennen::V,reconnaître,зэбгъэшӏэн
1285,begreifen::V,concevoir,гурыӏо́н
1286,verstehen::V,entendre,зэхэхын
1287,verstehen::V,comprendre,зэхэхын
1288,lernen::V,apprendre,еджэ́н
1289,wissen::V,savoir,шӏэн
1290,sich erinnern an::V,se souvenir de,къэшӏэжьын
1291,vergessen::V,oublier,пщыгъупшэжьы́н
1292,messen::V,mesurer,шын
1293,zählen::V,compter,плъытэ́н
1294,rechnen::V,calculer,плъытэ́н
1295,rechnen::V,calculer,угугъэ́н
1296,lesen::V,lire,еджэ́н
1297,malen::V,peindre,шӏын
1298,zeichnen::V,dessiner,шӏын
1299,schreiben::V,écrire,тхын
1300,besitzen::V,posséder,иӏэн
1301,kaufen::V,acheter,щэфы́н
1302,verkaufen::V,vendre,щэн
1303,bezahlen::V,payer,птын
1304,bezahlen::V,payer,лъыптын
1305,bezahlen::V,payer,птыжьы́н
1306,zahlen::V,payer,птын
1307,zahlen::V,payer,лъыптын
1308,beherrschen::V,dominer,иунаеу иӏэн
1309,beherrschen::V,maîtriser,иунаеу иӏэн
1310,ertragen::V,tolérer,щэчы́н
1311,ertragen::V,supporter,щэчы́н
