,Concept_ID,bn,lbe
141,Ei::N,ডিম,ккунук
142,Nest::N,কুলায়,кюру
143,Bau::N,ডেরা,цукъуккутӏ
144,Tier::N,জন্তু,хӏайван
145,Herde::N,ঝাঁক,газу
146,Kuh::N,গোরু,оьл
147,Bulle::N,বৃষ,ниц
148,Pferd::N,ঘোড়া,чу
149,Schaf::N,ভেড়া,тта
150,Schwein::N,শূকর,дунгъуз
151,Hund::N,কুকুর,ккаччи
152,Katze::N,বেড়াল,ччиту
153,Bär::N,ভল্লুক,цуша
154,Eichhörnchen::N,কাঠবিড়াল,бюрхттукку
155,Elch::N,হরিণবিশেষ,ниц-бюрин
156,Fuchs::N,পাঁতিশিয়াল,цулчӏа
157,Fuchs::N,পাঁতিশিয়াল,куча цулчӏа
158,Hase::N,শশক,бюрх
159,Maus::N,নেংটি ইঁদুর,кӏулу
160,Wolf::N,নেকড়ে,барцӏ
161,Vogel::N,পক্ষী,лелуххи
162,Schwarm::N,ঝাঁক,гьухъала
163,Huhn::N,মোরগ,аьнакӏи
164,Hahn::N,কুক্কুট,ажари
165,Gans::N,হংসী,къаз
166,Adler::N,ইগল,барзу
167,Ente::N,হংসী,урдак
168,Eule::N,পেচক,ису
169,Eule::N,পেচক,ччиккумяв
170,Kranich::N,সারস,кьурукь
171,Krähe::N,কাক,хъатӏу
172,Kuckuck::N,কোকিল,ччикку
173,Schwan::N,মরাল,урттил къаз
174,Fisch::N,মাছ,чавахъ
175,Barsch::N,মৎন্যবিশেষ,
176,Hecht::N,বানমাছ,
177,Schlange[Tier]::N,সর্প,шатта
178,Wurm::N,কীট,кьюнукьай шатта
179,Spinne::N,মাকড়সা,ххялцу
180,Ameise::N,পিপীলিকা,митӏикьукьу
181,Laus::N,উকুন,
182,Mücke::N,মশা,мичӏак
183,Fliege::N,মাছি,зимиз
184,Schmetterling::N,প্রজাপতি,чӏимучӏали
185,Beere::N,বেরি,хӏаллил ахъулсса
186,Apfel::N,আপেল,гьивч
187,Pilz::N,ছত্রক,ттуккул иис
188,Zwiebel::N,পিয়াজ,лаччул чсмусул бакӏ
189,Saat::N,বীজ,гьанна
190,Korn::N,শস্য,къама
191,Heu::N,খড়,ххулув
192,Schale::N,খোসা,ккиртту
193,Grube::N,গর্ত,кӏаланг
194,Falle::N,ফাঁদ,къатӏа
195,Schlinge::N,পাশ,хӏатӏ
196,Spur::N,চিহ্ন,ша
197,Asche::N,ভস্ম,лах
198,Dreck::N,ময়লা,кьяркьи
199,Dreck::N,ময়লা,венп
200,Eisen::N,লোহা,мах
201,Gold::N,স্বর্ণ,муси
202,Silber::N,রৌপ্য,арцу
203,Kohle::N,অঙ্গার,кӏалаш
204,Kohle::N,অঙ্গার,хъуручӏ
205,Glas::N,কাচ,пюрун
206,Lehm::N,মৃত্তিকা,сина аьрщи
207,Sand::N,বালি,къун
208,Mensch::N,নর,инсан
209,Mensch::N,মানুষ,инсан
210,Mann::N,মানুষ,чув
211,Mann::N,মানুষ,адимина
212,Frau::N,নারী,щарсса
213,Frau::N,নারী,хъамитайпа
214,Kind::N,বাচ্চা,чӏиви оьрчӏ
215,Junge::N,ছেলে,оьрчӏ
216,Junge::N,ছেলে,бурхьин оьрчӏ
217,Mädchen::N,মেয়ে,душ
218,Familie::N,পরিবার,кулпат
219,Großvater::N,মাতামহ,ттатта
220,Großvater::N,মাতামহ,ниттил ппу
221,Großmutter::N,মাতামহী,буттал нину
222,Eltern::N,মাতাপিতা,нину-ппу
223,Vater::N,পিতা,ппу
224,Mutter::N,মাতা,нину
225,Sohn::N,ছেলে,арс
226,Tochter::N,মেয়ে,душ
227,Bruder::N,দাদা,уссу
228,Schwester::N,বোন,ссу
229,Schwester::N,দিদি,ссу
230,Onkel::N,মামা,буттауссу
231,Tante::N,মাসী,буттал ссу
232,Ehemann::N,স্বামী,лас
233,Ehefrau::N,পত্নী,щар
234,Ehefrau::N,পত্নী,щарсса
235,Freude::N,উল্লাস,шадшиву
236,Freude::N,উল্লাস,ххаришиву
237,Gelächter::N,হাসি,хъяхъаву
238,Glück::N,সুখ,талихӏ
239,Kummer::N,দুঃখ,дард
240,Wunsch::N,আকাঙ্ক্ষা,мурад
241,Lust::N,বাসনা,гьавас
242,Lust::N,বাসনা,ччаву
243,Geist::N,আত্না,рухӏ
244,Gedanke::N,চিন্তা,пикри
245,Gedächtnis::N,স্মরণশক্তি,дакӏний личӏаву
246,Verstand::N,মন,аькьлу
247,Sinn::N,পদার্থ,мяъна
248,Grund::N,কারণ,багьана
249,Wahrheit::N,সত্য,тӏайламур
250,Wahrheit::N,সত্য,хӏакьмур
251,Gespräch::N,কথাবার্তা,ихтилат
252,Märchen::N,রূপকথা,магьа
253,Erzählung::N,গল্প,хавар
254,Nachricht::N,তথ্য,хавар
255,Neuigkeit::N,খবরাখবর,хавар
256,Name::N,নাম,цӏа
257,Rätsel::N,ধাঁধা,ссигьа
258,Rede::N,বক্তৃতা,гъалгъа
259,Sprache::N,ভাষা,маз
260,Stimme::N,স্বর,чӏу
261,Stimme::N,স্বর,чӏукӏа
262,Wort::N,শব্দ,махъ
263,Zeichen::N,প্রতীক,лишан
264,Ruf::N,ডাক,
265,Lärm::N,হৈচৈ,чӏу
266,Laut::N,ধ্বনি,чӏу
267,Ton::N,স্বর,чӏу
268,Lied::N,গান,балай
269,Ruhe::N,শান্তি,дигьалагру
270,Leute::N,প্রজাপুঞ্জ,инсантал
271,Volk::N,জাতি,ил
272,Volk::N,জাতি,халкь
273,Arbeit::N,চাকরি,заву
274,Gast::N,অতিথি,хъамаличу
275,Geschenk::N,উপহার,бухчакарши
276,Geschenk::N,উপহার,лажинккакку
277,Spiel::N,খেলা,тӏуркӏу
278,Gesellschaft::N,সঙ্গিগণ,жямат
279,Gesellschaft::N,সঙ্গিগণ,ккуран
280,Hilfe::N,সাহায্য,кумаг
281,Freund::N,বন্ধু,дус
282,Kamerad::N,সঙ্গী,хӏаласу
283,Angelegenheit::N,বিষয়,иш
284,Anzahl::N,পরিমাণ,аьдад
285,Art::N,রকম,жинс
286,Stück::N,টুকরো,касак
287,Teil::N,অংশ,бутӏа
288,Hälfte::N,অর্ধেক,дачӏи
289,Kreis::N,বৃত্ত,кюрщан
290,Kreuz::N,ক্রুশ,ххач
291,Linie::N,রেখা,щва
292,Strich::N,কষি,щва
293,Abstand::N,ফাঁক,манзил
294,Entfernung::N,ব্যবধান,манзил
295,Gegend::N,ক্ষেত্র,кӏану
296,Platz::N,জায়গা,
297,Ort::N,স্থান,кӏану
298,Seite::N,পার্শ্ব,чул
299,Seite::N,পার্শ্ব,чулухалу
300,Mitte::N,মধ্য,дя
301,Gegenstand::N,জিনিস,зат
302,Sache::N,বস্তু,зат
303,Rand::N,কানা,зума
304,Kante::N,ধার,
305,Ecke::N,কোণ,мурцӏу
306,Spitze::N,ডগা,мицӏ
307,Ende::N,প্রান্ত,зума
308,Loch::N,গর্ত,ккутӏ
309,Winkel::N,কোণ,мурцӏу
310,Muster::N,নমুন্,накьич
311,Größe::N,আয়তন,
312,Länge::N,দৈর্ঘ্য,лахъишиву
313,Höhe::N,উচ্চতা,лахъшиву
314,Gewicht::N,ওজন,дуццин
315,Gewicht::N,ওজন,кӏушиву
316,Menge::N,পরিমাণ,
317,Haufen::N,পুঞ্জ,бакӏу
318,Reihe::N,শ্রেণী,кьюкьа
319,Boot::N,নৌকা,луткка
320,Ruder::N,দাঁড়,весло
321,Ruder::N,দাঁড়,чӏатӏа
322,Schlitten::N,স্নেজ্-গাড়ি,чана
323,Schlitten::N,স্নেজ্-গাড়ি,санкка
324,Ski::N,শী,лижарду
325,Lagerfeuer::N,অগ্নি,къавтӏн
326,Last::N,বোঝা,гьиву
327,Gang::N,হণ্টন,нанаву
328,Schritt::N,পদ,ша
329,Norden::N,উত্তরদিক্,ухссав
330,Norden::N,উত্তরদিক্,ухссавнил чулухалу
331,Süden::N,দক্ষিণদিক,кьилва
332,Westen::N,পশ্চিমদিক্,баргълагавал
333,Westen::N,পশ্চিমদিক্,баргълагавал чул
334,Osten::N,পূর্বদিক,баргъбуккай чулухалу
335,Holz::N,কাঠ,тӏама
336,Brett::N,তক্তা,тахта
337,Platte::N,ফলক,гъуни
338,Stütze::N,নাগদণ্ড,гьалакӏу
339,Stange::N,দণ্ড,къазихъ
340,Stock::N,ছড়ি,ттархь
341,Stab::N,যষ্টি,ччантӏакъу
342,Rohr::N,নল,бургъу
343,Haus::N,ঘর,къатта
344,Heim::N,বাসা,къатта
345,Ofen::N,স্টোভ্,пач
346,Fußboden::N,গহতল,чӏанкъатта
347,Tisch::N,মেজ,усттул
348,Tisch::N,টেবিল,усттул
349,Stuhl::N,চেয়ার,кӏану
350,Stuhl::N,কেদারা,кӏану
351,Wiege::N,দোলনা,оьрчӏал кӏану
352,Bett::N,শয্যা,тах
353,Regal::N,তাক,чӏаму
354,Kiste::N,বাক্স,яшикӏ
355,Kiste::N,বাক্স,къурши
356,Fenster::N,জানালা,чӏавахьулу
357,Tür::N,দ্বার,нуз
358,Tür::N,দ্বার,нузкьун
359,Tor::N,দ্বার,къапу
360,Tor::N,দ্বার,дарваза
361,Zaun::N,বেড়া,дайгьузанну
362,Dach::N,ছাদ,магъи
363,Dach::N,ছাদ,цӏиялу
364,Leiter::N,মই,чуртту
365,Besen::N,গুল্মবিশেষ,чӏатлу
366,Spaten::N,কোদাল,бил
367,Schaufel::N,বেলচা,чӏатӏа
368,Gabel::N,কাঁটা,гьиссилу
369,Löffel::N,চামচ,къуса
370,Messer::N,ছুরি,чӏила
371,Nagel::N,পেরেক,мяр
372,Netz::N,জাল,къери
373,Haken::N,কাচি,къича
374,Griff::N,হাতল,куяму
375,Schloss::N,তালা,кьункьула
376,Bild::N,ছবি,сурат
377,Bild::N,চিত্র,сурат
378,Figur::N,আকার,
379,Puppe::N,পুতুল,ссихьу
380,Beutel::N,বটুয়া,чантай
381,Bündel::N,আঁটি,гьи
382,Bündel::N,আঁটি,къар
383,Tasche::N,থলি,
384,Eimer::N,বাল্তি,бадра
385,Deckel::N,আবরণ,къапаза
386,Geschirr::N,থালা-বাসন,пюрунчӏул
387,Geschirr::N,থালা-বাসন,тӏахӏникӏичӏу
388,Sack::N,বস্তা,къап
389,Sack::N,বস্তা,дарваг
390,Tasse::N,কাপ,пижан
391,Tasse::N,কাপ,пинжан
392,Tasse::N,কাপ,инкираччатӏи
393,Tasse::N,কাপ,цинцилттал бушкъап
394,Topf::N,পাত্র,кӏункӏур
395,Kessel::N,কেটলি,чаг
396,Kessel::N,কেটলি,кӏункӏур
397,Essen::N,আহার,дукия
398,Essen::N,আহার,дукин
399,Nahrung::N,খাদ্য,дукра
400,Speise::N,খাদ্য,дукра
401,Fleisch::N,মাংস,дикӏ
402,Getreide::N,শস্য,къама
403,Brei::N,মণ্ড,ккурч
404,Brot::N,রুটি,ччатӏ
405,Scheibe::N,ফালি,парча
406,Fett::N,মেদ,аьгъушиву
407,Butter::N,মাখন,нагь
408,Butter::N,মাখন,лагаву
409,Öl::N,তৈল,
410,Salz::N,নুন,цӏву
411,Suppe::N,শুরুয়া,накь
412,Honig::N,মধু,ницӏ
413,Milch::N,দুধ,накӏ
414,Tee::N,চা,чяй
415,Leder::N,পাকা চামড়া,бурчу
416,Wolle::N,পশম,ппал
417,Stoff::N,বস্ত্র,янна
418,Nadel::N,সুচ,ххалаххи
419,Faden::N,সূত্র,ххал
420,Knopf::N,বোতাম,банд
421,Knoten::N,গিঁট,къурхъ
422,Farbe::N,রং,сир
423,Kleidung::N,কাপড়,янна
424,Kleidung::N,কাপড়,лаххия
425,Hemd::N,শার্ট,гьухъа
426,Kragen::N,গলবন্ধ,дарвач
427,Ärmel::N,আস্তিন্,кахха
428,Hose::N,ট্রাউজার,хӏажак
429,Gürtel::N,কটিবন্ধ,мухӏлу
430,Mütze::N,টুপি,кьяпа
431,Schuh::N,জুতো,
432,Stiefel::N,বুট,чакма
433,Ring::N,আংটি,кӏисса
434,Band::N,ফিতা,линт
435,Kamm::N,চিরুনি,ттарал
436,Spiegel::N,আয়না,дагьани
437,Riemen::N,চাবুক,эн
438,Schnur::N,দড়ি,хьхьа
439,Leine::N,শিকল,
440,Decke::N,কম্বল,виргъан
441,Kissen::N,উপাধান,кӏаралу
442,Tuch::N,বস্ত্র,карщи
443,Handtuch::N,তোয়ালে,калихьу
444,Handtuch::N,তোয়ালে,лажинлихьу
445,Kraft::N,জোর,эллаж
446,Stärke::N,শক্তি,гуж
447,Gesundheit::N,স্বাস্থ্য,цӏуллу-сагъшиву
448,Krankheit::N,অসুখ,къашайшиву
449,Krankheit::N,ব্যামো,къашайшиву
450,Schmerz::N,যন্ত্রণা,къюву
451,Wunde::N,ক্ষত,щаву
452,Fieber::N,জ্বর,кӏиришиву
453,Arznei::N,ঔষধ,дару
454,Brücke::N,সেতু,ламу
455,Brunnen::N,কূপ,къуй
456,Weide::N,পশুচারণভূমি,бизантту
457,Pfad::N,পথ,жегъир ххуллу
458,Weg::N,পথ,ххуллу
459,Straße::N,রাস্তা,ххуллу
460,Dorf::N,গ্রাম,щар
461,Dorf::N,গ্রাম,шяравалу
462,Stadt::N,শহর,шагьру
463,Brief::N,চিঠি,чагъар
464,Buch::N,বই,лу
465,Buchstabe::N,অক্ষর,хӏарп
466,Zeitung::N,সংবাদপত্র,кказит
467,Leben::N,জীবন,оьрму
468,Tod::N,মৃত্যু,ажал
469,Tod::N,মৃত্যু,бивкӏу
470,Tod::N,মৃত্যু,ивчӏаву
471,Grab::N,কবর,гьав
472,Kirche::N,গির্জা,килиса
473,Sünde::N,পাপ,бунагъ
474,Gott::N,দেবতা,зал
475,Arbeiter::N,শ্রমিক,зузала
476,Chef::N,নেতা,ялувма
477,Meister::N,ব্যক্তি,усттар
478,Arzt::N,চিকিৎসক,хӏакин
479,Lehrer::N,অধ্যাপক,учитель
480,Geld::N,মুদ্রা,арцу
481,Geld::N,টাকাপয়সা,арцу
482,Geschäft::N,ব্যস্ততা,даву
483,Laden::N,দোকান,ттучан
484,Preis::N,মূল্য,багъа
485,Ware::N,পণ্যদ্রব্য,хъус
486,Nutzen::N,সুবিধা,хайр
487,Nutzen::N,সুবিধা,мюнпат
488,Reichtum::N,ধনদৌলত,давлат
489,Reichtum::N,ধনদৌলত,аваданшиву
490,Welt::N,জগৎ,дуниял
491,Land::N,খেত,билаят
492,Staat::N,রাষ্ট্র,паччахӏлугъ
493,König::N,রাজা,
494,Macht::N,প্রভাব,власть
495,Grenze::N,সীমা,дазу
496,Krieg::N,যুদ্ধ,дяъви
497,Feind::N,শত্রু,душман
498,Gewalt::N,জোর,къия
499,Kampf::N,লড়াই,лачӏуи уккаву
500,Bogen[Waffe]::N,ধনুক,ккуртта
501,Pfeil::N,বাণ,чӏатӏаракӏ
502,Gewehr::N,বন্দুক,ттупанг
503,Fehler::N,ভুল,гъалатӏ
504,Lüge::N,মিথ্যা,щялмахъ
505,Schaden::N,ক্ষতি,зарал
506,Unglück::N,দুর্ভাগ্য,бала
507,Schuld::N,অপরাধ,тахсир
508,Alter::N,আয়ু,оьрму
509,Schluss::N,শেষ,ахир
510,Zeit::N,সময়,чӏун
511,Tag::N,দিন,кьини
512,Morgen::N,সকাল,кӏюрх
513,Mittag::N,মধ্যাহু,ахттайн
514,Mittag::N,মধ্যাহু,дяахттайн
515,Mittag::N,মধ্যাহু,ахттайн чӏун
516,Abend::N,সন্ধ্যা,маркӏачӏан
517,Nacht::N,রাত্রি,хьхьу
518,Woche::N,সপ্তাহ,нюжмар
519,Monat::N,মাস,барз
520,Jahr::N,সৌরবর্ষ,шин
521,Frühling::N,বসন্তকাল,инт
522,Sommer::N,গ্রীষ্মকাল,гъи
523,Herbst::N,শরংঋতু,ссут
524,Winter::N,শীতকাল,кӏи
525,Januar::N,জানুয়ারী,цалчинмур барз
526,Februar::N,ফেব্রুয়ারী,кӏилчинмур барз
527,März::N,মার্চ,шамилчинмур барз
528,April::N,এপ্রিল,апрель
529,April::N,এপ্রিল,мукьилчинмур барз
530,Mai::N,মে,май
531,Mai::N,মে,ххюлчинмур барз
532,Juni::N,জুন,июнь
533,Juni::N,জুন,ряххилчинмур барз
534,Juli::N,জুলাই,июль
535,Juli::N,জুলাই,Арулчинмур барз
536,August::N,অগাস্ট,мяйлчинмур барз
537,September::N,সেপ্টেম্বর,урчӏилчинмур барз
538,Oktober::N,অক্টোবর,ацӏилчинмур барз
539,November::N,নভেম্বর,ацӏния цалчинмур барз
540,Dezember::N,ডিসেম্বর,ацӏния кӏилчинмур барз
541,Montag::N,সোমবার,итин
542,Montag::N,সোমবার,итин кьини
543,Dienstag::N,মঙ্গলবার,тталат
544,Dienstag::N,মঙ্গলবার,тталат кьини
545,Mittwoch::N,বুধবার,арвахӏ
546,Donnerstag::N,বৃহম্পতিবার,хамис
547,Freitag::N,শুক্রবার,нюжмар
548,Freitag::N,শুক্রবার,нюжмар кьини
549,Samstag::N,শনিবার,ххуллун
550,Samstag::N,শনিবার,ххуллун кьини
551,Sonntag::N,রবিবার,алхӏат
552,Sonntag::N,রবিবার,алхӏат кьини
553,groß::A,বৃহৎ,бугъарасса
554,klein::A,ছোট,чӏивисса
555,lang::A,দীর্ঘ,лахъисса
556,kurz::A,খর্ব,кутӏасса
557,kurz::A,হ্রস্ব,кутӏасса
558,breit::A,চওড়া,уттасса
559,schmal::A,সরু,уттакӏюласса
560,dicht::A,ঘন,ццунсса
561,dick[Gegenstand]::A,পুরু,ганзсса
562,dünn::A,কৃশ,кӏюласса
563,fein::A,সূক্ষ্ম,
564,fest::A,দৃঢ়,цӏакьсса
565,fest::A,দৃঢ়,кьянкьасса
566,flach::A,সমতল,баягъисса
567,flach::A,সমতল,цӏубакъасса
568,flach::A,সমতল,куртӏ дакъасса
569,glatt::A,মসৃণ,дюрчӏусса
570,hart::A,শক্ত,кьянкьасса
571,weich::A,নরম,кӏукӏлусса
572,rund::A,গোলাকার,ккурккисса
573,spitz::A,তীক্ষ্ন,ярксса
574,spitz::A,তীক্ষ্ন,дайлсса
575,spitz::A,তীক্ষ্ন,мицӏ бусса
576,scharf::A,শাণিত,ярксса
577,scharf::A,শাণিত,дайлсса
578,scharf::A,শাণিত,мицӏ бусса
579,stumpf::A,ভোঁতা,къуркъасса
580,schwer::A,ভারী,кӏусса
581,schön::A,সুন্দর,аьнтӏикӏасса
582,heiß::A,গরম,кӏирисса
583,warm::A,ঈষদুষ্ণ,гъелисса
584,kalt::A,ঠাণ্ডা,дяркъусса
585,kühl::A,শীতল,дюхлулсса
586,frisch::A,তাজা,цӏусса
587,feucht::A,ভিজা,атилсса
588,feucht::A,ভিজা,хъавтусса
589,nass::A,ভিজা,атилсса
590,nass::A,ভিজা,хъавтусса
591,trocken::A,শুষ্ক,кьавкьсса
592,trocken::A,শুষ্ক,кьакьан бувсса
593,voll::A,পূর্ণ,бувцӏусса
594,leer::A,খালি,бачӏвасса
595,offen::A,খোলা,тӏивтӏусса
596,geschlossen::A,বন্ধ,лавкьусса
597,sauber::A,নির্মল,марцӏсса
598,schmutzig::A,নোংরা,чапалсса
599,roh::A,কাঁচা,шакъавхьсса
600,reif::A,পাকা,дирсса
601,lecker::A,সুস্বাদ,нахӏусса
602,lecker::A,সুস্বাদ,тӏааьнсса
603,süß::A,মিষ্ট,нацӏусса
604,bitter::A,তিক্ত,кьурчӏисса
605,sauer::A,টক,туршсса
606,hell::A,উজ্জ্বল,чаннасса
607,dunkel::A,অন্ধকারময়,цӏансса
608,schwarz::A,কালো,лухӏисса
609,weiß::A,সাদা,кӏяласса
610,rot::A,লাল,ятӏулсса
611,gelb::A,হলদে,хъахъисса
612,blau::A,নীল,някӏсса
613,grün::A,সবুজ,щюлисса
614,grau::A,ছাই-রঙা,оьрусса
615,bunt::A,রঙিন,оьрчӏикӏурисса
616,billig::A,সস্তা,кьювкьусса
617,teuer::A,আক্রা,ххирасса
618,wertvoll::A,মহার্ঘ,багьасса
619,blind::A,কানা,мурчӏисса
620,taub::A,বধির,къюкӏсса
621,kräftig::A,বিশাল,гужсса
622,stark::A,শক্তিশালী,кьянкьасса
623,schwach::A,দুর্বল,заэвсса
624,fett::A,মোটা,бучсса
625,schlank::A,কৃশ,бювхъусса
626,hübsch::A,সুন্দর,янусса
627,böse::A,খারাপ,оьсса
628,dumm::A,মূর্খ,ахӏмакьсса
629,faul::A,শ্রমবিমুখ,танмалсса
630,faul::A,শ্রমবিমুখ,курчӏилсса
631,fleißig::A,পরিশ্রমী,хӏарачат бусса
632,geizig::A,ব্যয়কুণ্ঠ,янттарцӏансса
633,klug::A,দক্ষ,аькьлу бусса
634,geschickt::A,পটু,паргалсса
635,lieb::A,প্রেয়,аьзизсса
636,lustig::A,প্রফুল্ল,тяхъасса
637,sanft::A,নম্র,иминсса
638,hungrig::A,ক্ষুধার্ত,ккашилсса
639,krank::A,অসুস্থ,къашавайсса
640,nackt::A,উলঙ্গ,кӏачӏасса
641,traurig::A,দুঃখিত,пашмансса
642,lebendig::A,জীবিত,уттавасса
643,gut::A,ভালো,ххуйсса
644,schlecht::A,মন্দ,оьккисса
645,richtig::A,ঠিক,саргъунсса
646,schlimm::A,কদর্য,оьккисса
647,wahr::A,বাস্তব,хӏакьсса
648,alt::A,পুরাতন,кугьнасса
649,neu::A,নব,цӏусса
650,neu::A,নূতন,цӏусса
651,ehemalig::A,পূর্বকালীন,хъхъичӏвасса
652,alt[Lebewesen]::A,বৃদ্ধ,агьилсса
653,jung::A,তরুণ,чӏавасса
654,jung::A,তরুণ,жагьилсса
655,arm::A,ক্ষুদ্র,мискинсса
656,reich::A,ধনবান্,авадансса
657,bekannt::A,সুপরিচিত,дусъсса
658,berühmt::A,বিখ্যাত,машгьурсса
659,fremd::A,বিদেশি,чил
660,verschieden::A,বিসদৃশ,личӏи-личӏисса
