,Concept_ID,pt,he
826,wegen::PRP,por causa de,בגלל
827,dies::PRN,isto,זה
828,das::PRN,isso,זה
829,das::PRN,aquilo,זה
830,alles::PRN,todo,הכל
831,ich::PRN,eu,אני
832,du::PRN,tu,את
833,du::PRN,tu,אתה
834,er::PRN,ele,הוא
835,wir::PRN,nós,אנחנו
836,ihr::PRN,vós,לה
837,ihr::PRN,vocês,לה
838,sie::PRN,eles,הם
839,was::FPRN,quê,מה
840,wer::FPRN,quem,מי
841,wo::FADV,onde,איפה
842,wohin::FADV,aonde,לאן
843,wohin::FADV,para onde,לאן
844,wie::FADV,como,איך
845,warum::FADV,porquê,למה
846,warum::FADV,por que,למה
847,wieviel::FNUM,quanto,כמה
848,eins::NUM,um,אחד
849,zwei::NUM,dois,שתים
850,drei::NUM,três,שלושה
851,vier::NUM,quatro,ארבעה
852,fünf::NUM,cinco,חמשה
853,sechs::NUM,seis,ששה
854,sieben::NUM,sete,שבעה
855,acht::NUM,oito,שמונה
856,neun::NUM,nove,תשעה
857,zehn::NUM,dez,עשרה
858,elf::NUM,onze,אחת עשרה
859,zwölf::NUM,doze,שתים עשרה
860,zwanzig::NUM,vinte,עשרים
861,dreißig::NUM,trinta,שלושים
862,vierzig::NUM,quarenta,ארבעים
863,fünfzig::NUM,cinquenta,חמשים
864,sechzig::NUM,sessenta,ששים
865,siebzig::NUM,setenta,שבעים
866,achtzig::NUM,oitenta,שמונים
867,neunzig::NUM,noventa,תשעים
868,hundert::NUM,cem,מאה
869,hundert::NUM,cento,מאה
870,tausend::NUM,mil,אלף
871,und::CNJ,e,ו
872,oder::CNJ,ou,או
873,stehen::V,estar em pé,עמד
874,sitzen::V,estar sentado,ישב
875,liegen::V,jazer,שכב
876,liegen::V,estar deitado,שכב
877,hängen::V,pender,היה תלוי
878,hängen::V,estar pendurado,היה תלוי
879,werden::V,tornar-se,הפך ל
880,passieren::V,acontecer,קרה
881,beginnen::V,começar,התחיל
882,enden::V,acabar,הסתים
883,enden::V,terminar,הסתים
884,wechseln::V,variar,השתנה
885,wechseln::V,alternar,השתנה
886,aufgehen[Sonne]::V,nascer,זרח
887,untergehen[Sonne]::V,pôr-se,שקע
888,scheinen[Sonne]::V,brilhar,בהק
889,donnern::V,trovejar,רעם
890,wehen::V,soprar,נשב
891,strömen::V,correr,זרם
892,fließen::V,fluir,זרם
893,sich drehen::V,girar,הסתובב
894,schwanken::V,oscilar,התנודד
895,schwingen::V,vibrar,התנענע
896,fallen::V,cair,נפל
897,brennen::V,arder,בער
898,rauchen::V,fumegar,עשן
899,regnen::V,chover,ירד גשם
900,gefrieren::V,gelar,קפא
901,gefrieren::V,congelar,קפא
902,tauen::V,derreter,נמס
903,tauen::V,descongelar,נמס
904,schmelzen::V,fundir-se,התיך
905,trocknen::V,secar,התיבש
906,sieden::V,ferver,רתח
907,faulen::V,estragar-se,רקב
908,verfaulen::V,apodrecer,רקב
909,reißen::V,romper-se,נקרע
910,versinken::V,afundar-se,טבע
911,vergehen::V,passar,עבר
912,erscheinen::V,aparecer,נגלה
913,erscheinen::V,aparecer,הופיע
914,verschwinden::V,desaparecer,נעלם
915,sinken::V,descer,ירד
916,abnehmen::V,diminuir,הפחית
917,abnehmen::V,decrescer,הפחית
918,zunehmen::V,crescer,רבה
919,zunehmen::V,aumentar,רבה
920,steigen::V,subir,עלה
921,wachsen::V,crescer,גדל
922,glänzen::V,brilhar,נצץ
923,glänzen::V,brilhar,בהק
924,funkeln::V,cintilar,נצנץ
925,lärmen::V,fazer barulho,רעש
926,läuten::V,chocalhar,צלצל
927,klingeln::V,tocar,צלצל
928,klirren::V,tinir,קרקש
929,brausen::V,bramar,געש
930,rauschen::V,murmurar,רשרש
931,rauschen::V,rumorejar,רשרש
932,klingen::V,soar,נשמע
933,bellen::V,ladrar,נבח
934,heulen::V,uivar,ילל
935,blasen::V,soprar,נשף
936,pfeifen::V,assobiar,שרק
937,schreien::V,gritar,צעק
938,stöhnen::V,gemer,נאנק
939,zittern::V,tremer,רעד
940,leben::V,viver,חי
941,geboren werden::V,nascer,נולד
942,atmen::V,respirar,נשם
943,trinken::V,beber,שתה
944,essen::V,comer,אכל
945,schlucken::V,engolir,בלע
946,müde werden::V,cansar-se,התעיף
947,einschlafen::V,adormecer,נרדם
948,schlafen::V,dormir,ישן
949,aufwachen::V,acordar,התעורר
950,aufstehen::V,levantar-se,קם
951,sich erholen::V,descansar,נפש
952,krank werden::V,adoecer,חלה
953,krank werden::V,ficar doente,חלה
954,krank sein::V,estar doente,היה חולה
955,schmerzen::V,doer,כאב
956,husten::V,tossir,השתעל
957,genesen::V,convalescer,הבריא
958,sterben::V,morrer,מת
959,umkommen::V,perecer,נספה
960,sich bewegen::V,mover-se,נע
961,sich rühren::V,mexer-se,זז
962,sich erheben::V,levantar-se,קם
963,sich setzen::V,sentar-se,התישב
964,hinfallen::V,cair,נפל
965,laufen::V,andar,הלך ברגל
966,laufen::V,caminhar,הלך ברגל
967,schreiten::V,andar,פסע
968,schreiten::V,caminhar,פסע
969,spazierengehen::V,passear,טיל
970,eilen::V,apressar-se,אץ
971,eilen::V,apressar-se,מהר
972,sich beeilen::V,apressar-se,מהר
973,sich beeilen::V,despachar-se,מהר
974,sausen::V,correr,אץ
975,rennen::V,correr,רץ
976,springen::V,saltar,קפץ
977,klettern::V,trepar,טפס
978,schaukeln::V,baloiçar,התנדנד
979,kriechen::V,rastejar,זחל
980,kriechen::V,arrastar-se,זחל
981,schwimmen::V,nadar,שחה
982,tauchen::V,mergulhar,צלל
983,rudern::V,remar,חתר
984,fahren::V,ir,נסע
985,fliegen::V,voar,עף
986,gehen::V,ir,הלך
987,gehen::V,andar,הלך
988,weggehen::V,partir,עזב
989,weggehen::V,ir-se embora,עזב
990,abfahren::V,sair,יצא
991,abfahren::V,partir,יצא
992,anhalten::V,parar,עצר
993,hineingehen::V,entrar,נכנס
994,eintreten::V,entrar,נכנס
995,kommen::V,vir,בא
996,ankommen::V,chegar,הגיע
997,zurückkommen::V,voltar,שב
998,zurückkommen::V,voltar,חזר
999,zurückkommen::V,regressar,שב
1000,zurückkommen::V,regressar,חזר
1001,bleiben::V,ficar,נשאר
1002,bleiben::V,permanecer,נשאר
1003,warten::V,esperar,חכה
1004,warten::V,esperar,המתין
1005,erwarten::V,esperar,צפה
1006,erwarten::V,aguardar,צפה
1007,suchen::V,buscar,חפש
1008,suchen::V,procurar,חפש
1009,finden::V,achar,מצא
1010,finden::V,encontrar,מצא
1011,versuchen::V,tentar,נסה
1012,vorbereiten::V,preparar,הכין
1013,lieben::V,amar,אהב
1014,lieben::V,querer,אהב
1015,mögen::V,gostar de,אהב
1016,lachen::V,rir,צחק
1017,lachen::V,rir-se,צחק
1018,rühren::V,comover,נגע ללב
1019,weinen::V,chorar,בכה
1020,schimpfen::V,ralhar,גער
1021,sich ärgern::V,zangar-se,זעם
1022,sich ärgern::V,zangar-se,כעס
1023,sich fürchten::V,ter medo de,פחד
1024,sich fürchten::V,ter medo de,חשש
1025,sich fürchten::V,ter receio de,פחד
1026,sich fürchten::V,ter receio de,חשש
1027,fürchten::V,temer,פחד מ
1028,fürchten::V,temer,חשש מ
1029,fürchten::V,recear,פחד מ
1030,fürchten::V,recear,חשש מ
1031,fliehen::V,fugir,ברח
1032,flüchten::V,refugiar-se,נמלט
1033,sehen::V,ver,ראה
1034,anschauen::V,olhar,הביט
1035,ansehen::V,mirar,התבונן
1036,hören::V,ouvir,שמע
1037,zuhören::V,escutar,הקשיב
1038,probieren::V,provar,נסה
1039,probieren::V,saborear,נסה
1040,riechen::V,cheirar,הריח
1041,fühlen::V,sentir,חש
1042,scheinen::V,parecer,נדמה
1043,zu sehen sein::V,estar à vista,נראה
1044,vernehmen::V,ouvir,נודע ל
1045,frieren::V,ter frio,קר ל
1046,tun::V,fazer,פעל
1047,können::V,saber,יכל
1048,wollen::V,querer,רצה
1049,anfangen::V,iniciar,התחיל
1050,beenden::V,acabar,גמר
1051,beenden::V,terminar,גמר
1052,aufhören::V,cessar,סים
1053,aufhören::V,desistir,סים
1054,gelingen::V,sair bem,הצליח
1055,gelingen::V,dar bom resultado,הצליח
1056,geraten::V,sair,עלה
1057,geraten::V,dar resultado,עלה
1058,öffnen::V,abrir,פתח
1059,schließen::V,fechar,סגר
1060,stellen::V,pôr,העמיד
1061,stellen::V,colocar,העמיד
1062,setzen::V,pôr,הושיב
1063,setzen::V,meter,הושיב
1064,legen::V,pôr,שם
1065,legen::V,meter,שם
1066,berühren::V,tocar,נגע
1067,verbinden::V,unir,קשר
1068,verbinden::V,ligar,קשר
1069,bedecken::V,cobrir,כסה
1070,aufhängen::V,pendurar,תלה
1071,anzünden::V,acender,הצית
1072,aufheben::V,apanhar,אסף
1073,aufheben::V,levantar,אסף
1074,zurücklassen::V,deixar,השאיר
1075,verlieren::V,perder,אבד
1076,fallen lassen::V,deixar cair,שמט
1077,fallen lassen::V,deixar cair,הפיל
1078,machen::V,fazer,עשה
1079,herstellen::V,produzir,יצר
1080,bauen::V,edificar,בנה
1081,bauen::V,construir,בנה
1082,reparieren::V,reparar,תקן
1083,reparieren::V,consertar,תקן
1084,verbessern::V,melhorar,שפר
1085,ändern::V,mudar,שנה
1086,ändern::V,alterar,שנה
1087,graben::V,cavar,חפר
1088,beugen::V,curvar,כפף
1089,biegen::V,vergar,כופף
1090,drehen::V,girar,סובב
1091,wenden::V,virar,הפך
1092,wenden::V,voltar,הפך
1093,umdrehen::V,virar,סובב
1094,umdrehen::V,revolver,סובב
1095,heben::V,levantar,הרים
1096,hochheben::V,erguer,הרים
1097,hochheben::V,levantar,הרים
1098,ergreifen::V,apanhar,אחז
1099,halten::V,segurar,החזיק
1100,drücken::V,apertar,לחץ
1101,schieben::V,empurrar,הזיז
1102,kratzen::V,raspar,שרט
1103,kratzen::V,raspar,שפשף
1104,lecken::V,lamber,לקק
1105,beißen::V,morder,נשך
1106,abreißen::V,arrancar,קרע
1107,abschneiden::V,talhar,חתך
1108,binden::V,ligar,קשר
1109,stecken::V,meter,תקע
1110,stecken::V,enfiar,תקע
1111,brechen::V,romper,שבר
1112,brechen::V,quebrar,שבר
1113,klopfen::V,bater,נקש
1114,hauen::V,bater,הכה
1115,kleben::V,colar,הדביק
1116,reiben::V,esfregar,שפשף
1117,streichen::V,barrar,מרח
1118,schleifen::V,afiar,השחיז
1119,schneiden::V,cortar,גזר
1120,rütteln::V,sacudir,נענע
1121,schütteln::V,abanar,נער
1122,schütteln::V,sacudir,נער
1123,schwenken::V,agitar,נופף
1124,schwenken::V,agitar,טלטל
1125,schütten::V,deitar,שפך
1126,füllen::V,encher,מלא
1127,einwickeln::V,envolver,עטף
1128,einwickeln::V,embrulhar,עטף
1129,tragen::V,levar,נשא
1130,tragen::V,trazer,נשא
1131,schleppen::V,arrastar,סחב
1132,ziehen::V,puxar,משך
1133,aufbewahren::V,guardar,שמר
1134,aufbewahren::V,conservar,שמר
1135,werfen::V,lançar,זרק
1136,fangen::V,apanhar,תפס
1137,packen::V,agarrar,אחז
1138,verstecken::V,esconder,החביא
1139,teilen::V,partir,חלק
1140,teilen::V,dividir,חלק
1141,schicken::V,enviar,שלח
1142,bringen::V,trazer,הביא
1143,hinzufügen::V,acrescentar,הוסיף
1144,bekommen::V,obter,תפס
1145,erhalten::V,receber,קבל
1146,nehmen::V,tomar,אחז
1147,wählen::V,eleger,בחר
1148,wählen::V,escolher,בחר
1149,auswählen::V,escolher,בחר ב
1150,auswählen::V,seleccionar,בחר ב
1151,bewahren::V,guardar,קים
1152,bewahren::V,conservar,קים
1153,behindern::V,impedir,מנע
1154,verderben::V,estragar,מנע
1155,verderben::V,corromper,מנע
1156,beschädigen::V,danificar,הזיק
1157,zerbrechen::V,romper,נשבר
1158,zerbrechen::V,quebrar,נשבר
1159,zerreißen::V,rasgar,קרע
1160,zerstören::V,destruir,הרס
1161,zerstören::V,destruir,השמיד
1162,verbrennen::V,queimar,שרף
1163,geben::V,dar,נתן
1164,reichen::V,passar,העביר
1165,schenken::V,oferecer,נתן במתנה
1166,versprechen::V,prometer,הבטיח
1167,wünschen::V,desejar,אחל
1168,loben::V,louvar,שבח
1169,küssen::V,beijar,נשק
1170,wiegen::V,embalar,נדנד
1171,zudecken::V,tapar,כסה
1172,zudecken::V,cobrir,כסה
1173,wecken::V,acordar,עורר
1174,wecken::V,despertar,עורר
1175,zeigen::V,mostrar,הראה
1176,führen::V,guiar,הביא
1177,führen::V,guiar,הוביל
1178,führen::V,conduzir,הביא
1179,führen::V,conduzir,הוביל
1180,lehren::V,ensinar,למד
1181,unterrichten::V,instruir,למד
1182,aufziehen::V,criar,רומם
1183,leiten::V,dirigir,נהל
1184,leiten::V,conduzir,נהל
1185,antreiben::V,impelir,המרץ
1186,lassen::V,fazer,נתן
1187,einladen::V,convidar,הזמין
1188,vereinigen::V,unir,אחד
1189,vereinigen::V,unir,לכד
1190,vereinigen::V,reunir,אחד
1191,vereinigen::V,reunir,לכד
1192,besuchen::V,ir ver,בקר
1193,besuchen::V,visitar,בקר
1194,treffen::V,encontrar,פגש
1195,sich versammeln::V,reunir-se,התאסף
1196,spielen::V,jogar,שחק
1197,spielen::V,brincar,שחק
1198,singen::V,cantar,שר
1199,tanzen::V,bailar,רקד
1200,sich trennen::V,apartar-se,נפרד
1201,verlassen::V,deixar,עזב
1202,verlassen::V,abandonar,עזב
1203,retten::V,salvar,הציל
1204,bewachen::V,vigiar,שמר
1205,bewachen::V,guardar,שמר
1206,schützen::V,proteger,אבטח
1207,verteidigen::V,defender,הגן
1208,sich schlagen::V,brigar,התכתש
1209,sich schlagen::V,bater-se,התכתש
1210,schießen::V,disparar,ירה
1211,siegen::V,vencer,גבר
1212,siegen::V,vencer,נצח
1213,ärgern::V,irritar,עצבן
1214,ärgern::V,aborrecer,עצבן
1215,schlagen::V,bater,הכה
1216,schlagen::V,bater,הלקה
1217,treten::V,pisar,בעט
1218,stechen::V,picar,דקר
1219,stoßen::V,empurrar,דחק
1220,stehlen::V,furtar,גנב
1221,stören::V,perturbar,קטע
1222,stören::V,perturbar,הפריע
1223,belästigen::V,incomodar,הציק
1224,belästigen::V,incomodar,הטריד
1225,belästigen::V,importunar,הציק
1226,belästigen::V,importunar,הטריד
1227,verbergen::V,ocultar,הצניע
1228,verbergen::V,esconder,הצניע
1229,täuschen::V,iludir,שגע
1230,täuschen::V,enganar,שגע
1231,betrügen::V,burlar,הונה
1232,betrügen::V,enganar,הונה
1233,töten::V,matar,הרג
1234,wohnen::V,morar,גר
1235,arbeiten::V,trabalhar,עבד
1236,sammeln::V,recolher,אסף
1237,sammeln::V,coleccionar,אסף
1238,pflücken::V,colher,קטף
1239,jagen::V,caçar,צד
1240,fischen::V,pescar,דג
1241,fassen::V,apanhar,תפס
1242,hüten::V,guardar,רעה
1243,treiben::V,conduzir,הוציא
1244,anbinden::V,atar,קשר
1245,füttern::V,dar de comer a,הלעיט
1246,melken::V,ordenhar,חלב
1247,hacken::V,rachar,קצץ
1248,gießen::V,regar,השקה
1249,reifen::V,amadurecer,בשל
1250,zubereiten::V,preparar,הכין
1251,kochen::V,cozer,בשל
1252,backen::V,cozer,אפה
1253,braten::V,assar,צלה
1254,braten::V,assar,טגן
1255,braten::V,fritar,צלה
1256,braten::V,fritar,טגן
1257,umrühren::V,remexer,ערבב
1258,stricken::V,tricotar,סרג
1259,stricken::V,fazer malha,סרג
1260,nähen::V,coser,תפר
1261,nähen::V,costurar,תפר
1262,färben::V,tingir,צבע
1263,färben::V,colorir,צבע
1264,reinigen::V,limpar,נקה
1265,reinigen::V,purificar,נקה
1266,waschen::V,lavar,רחץ
1267,waschen::V,lavar,כבס
1268,abwischen::V,limpar,נגב
1269,abwischen::V,esfregar,נגב
1270,spülen::V,lavar,שטף
1271,spülen::V,enxaguar,שטף
1272,fegen::V,varrer,טאטא
1273,kehren::V,varrer,טאטא
1274,baden::V,banhar,טבל
1275,baden::V,banhar,שחה
1276,baden::V,tomar banho,טבל
1277,baden::V,tomar banho,שחה
1278,sich waschen::V,lavar-se,התרחץ
1279,ausziehen::V,despir,הוריד
1280,anziehen::V,vestir,לבש
1281,sich anziehen::V,vestir-se,התלבש
1282,kämmen::V,pentear,סרק
1283,schmücken::V,adornar,קשט
1284,sagen::V,dizer,אמר
1285,sprechen::V,falar,דבר
1286,reden::V,falar,דבר
1287,sich unterhalten::V,conversar,שוחח
1288,fragen::V,perguntar,שאל
1289,bitten::V,pedir,בקש
1290,erzählen::V,contar,ספר
1291,mitteilen::V,comunicar,מסר
1292,mitteilen::V,comunicar,הודיע
1293,mitteilen::V,participar,מסר
1294,mitteilen::V,participar,הודיע
1295,nennen::V,nomear,קרא בשם
1296,nennen::V,apelidar,קרא בשם
1297,rufen::V,chamar,גיס
1298,rufen::V,chamar,הזמין לבוא
1299,prahlen::V,gabar-se,התרברב
1300,prahlen::V,vangloriar-se,התרברב
1301,übersetzen::V,traduzir,תרגם
1302,denken::V,pensar,חשב
1303,glauben::V,crer,האמין
1304,bemerken::V,notar,הבחין
1305,bemerken::V,observar,הבחין
1306,erkennen::V,reconhecer,זהה
1307,begreifen::V,apreender,קלט
1308,begreifen::V,apreender,הבין
1309,begreifen::V,compreender,קלט
1310,begreifen::V,compreender,הבין
1311,verstehen::V,entender,הבין
1312,verstehen::V,compreender,הבין
1313,lernen::V,aprender,למד
1314,wissen::V,saber,ידע
1315,sich erinnern an::V,lembrar-se de,זכר
1316,sich erinnern an::V,recordar-se de,זכר
1317,vergessen::V,esquecer,שכח
1318,messen::V,medir,מדד
1319,zählen::V,contar,ספר
1320,rechnen::V,calcular,חשב
1321,lesen::V,ler,קרא
1322,malen::V,pintar,ציר
1323,zeichnen::V,desenhar,שרטט
1324,schreiben::V,escrever,כתב
1325,besitzen::V,possuir,היה בעל של
1326,kaufen::V,comprar,קנה
1327,kaufen::V,comprar,רכש
1328,verkaufen::V,vender,מכר
1329,bezahlen::V,pagar,שלם
1330,zahlen::V,pagar,שלם
1331,beherrschen::V,imperar,שלט
1332,ertragen::V,suportar,סבל
