,Concept_ID,kl,no
759,sie::PRN,uku,de
760,was::FPRN,aat?,hva
761,wer::FPRN,kikkut,hvem
762,wo::FADV,sumi,hvor
763,wohin::FADV,sumut,hvor ... hen
764,wie::FADV,qanoq,hvordan
765,warum::FADV,sooq,hvorfor
766,wieviel::FNUM,qassit,hvor mye
767,wieviel::FNUM,qanoq atsigisumik?,hvor mye
768,eins::NUM,ataaseq,en
769,eins::NUM,ataaseq,ett
770,zwei::NUM,marluk,to
771,drei::NUM,pingasut,tre
772,vier::NUM,sisamat,fire
773,vier::NUM,qajuusat,fire
774,fünf::NUM,tallimat,fem
775,sechs::NUM,arfineq,seks
776,sechs::NUM,arfinillit,seks
777,sieben::NUM,arfineq-marluk,sju
778,acht::NUM,arfineq pingasut,åtte
779,neun::NUM,qulingiluat,ni
780,neun::NUM,arfineq sisamat,ni
781,zehn::NUM,qulit,ti
782,elf::NUM,aqqaneq,elleve
783,zwölf::NUM,aqqaneq-marluk,tolv
784,zwanzig::NUM,tyve,tjue
785,dreißig::NUM,tredive,tretti
786,dreißig::NUM,pingasunik qulillit,tretti
787,vierzig::NUM,fyrre,førti
788,fünfzig::NUM,halvtreds,femti
789,fünfzig::NUM,tallimanik qulillit,femti
790,sechzig::NUM,tres,seksti
791,siebzig::NUM,halvfjerds,sytti
792,achtzig::NUM,firs,åtti
793,neunzig::NUM,halvfems,nitti
794,hundert::NUM,et hundrede,hundre
795,tausend::NUM,et tusinde,tusen
796,und::CNJ,aamma,og
797,oder::CNJ,imalluunnit,eller
798,stehen::V,sikingavoq,stå
799,sitzen::V,ingippoq,sitte
800,liegen::V,nalavoq,ligge
801,liegen::V,aqupivoq,ligge
802,hängen::V,nivinngarpaa,henge
803,werden::V,pinngorpoq,bli
804,passieren::V,pivoq,skje
805,passieren::V,pivoq,hende
806,beginnen::V,aallarnerpaa,begynne
807,enden::V,naggaserpaa,ende
808,enden::V,naggaserpaa,slutte
809,wechseln::V,immikkut ilivoq,veksle
810,untergehen[Sonne]::V,ilioqqaasoq,gå ned
811,scheinen[Sonne]::V,qinnorpoq,skinne
812,scheinen[Sonne]::V,qinngorpoq,skinne
813,donnern::V,kalleq,tordne
814,wehen::V,timmivoq,blåse
815,sich drehen::V,ipippaa,dreie seg
816,schwanken::V,aalavoq,svaie
817,schwingen::V,issakajaat or issakatsiaarut,svinge
818,fallen::V,quasivaa,falle
819,brennen::V,seerpoq,brenne
820,brennen::V,uuppaa,brenne
821,rauchen::V,pujoorpoq,ryke
822,regnen::V,siallerpoq,regne
823,gefrieren::V,qiulerpoq,fryse
824,tauen::V,aappoq,tine
825,schmelzen::V,aappoq,smelte
826,schmelzen::V,aatsippaa,smelte
827,trocknen::V,panerserpaa,tørre
828,sieden::V,qalappoq,koke
829,reißen::V,qulli,briste
830,reißen::V,alittorpaa,briste
831,reißen::V,kimillanneq,briste
832,versinken::V,kivivaa,synke
833,versinken::V,kivivaa,synke ned
834,versinken::V,apparpoq,synke
835,versinken::V,apparpoq,synke ned
836,vergehen::V,qaangerpaa,forløpe
837,vergehen::V,sarsuppoq,forløpe
838,erscheinen::V,takutippoq,synes
839,sinken::V,kivivaa,synke
840,sinken::V,apparpoq,synke
841,abnehmen::V,ikillipput,avta
842,abnehmen::V,ikillipput,minske
843,zunehmen::V,allisippaa,tilta
844,steigen::V,allisippaa,stige
845,wachsen::V,allivoq,gro
846,wachsen::V,allivoq,vokse
847,glänzen::V,qinngorpoq,skinne
848,glänzen::V,qinnorpoq,skinne
849,funkeln::V,uisorilavoq,tindre
850,läuten::V,avilualaarpoq,ringe
851,klingeln::V,aviluarpoq,ringe
852,klingeln::V,aviluarpaluppoq,ringe
853,brausen::V,ittuk,bruse
854,brausen::V,ittuppoq,bruse
855,brausen::V,ittuppaluppoq,bruse
856,bellen::V,qiluppoq,gjø
857,bellen::V,qiluppoq,bjeffe
858,heulen::V,maarpoq,ule
859,heulen::V,maalavoq,ule
860,heulen::V,miaggoorpoq,ule
861,blasen::V,aporneq,blåse
862,pfeifen::V,siggartartitsivoq,plystre
863,pfeifen::V,siorsulavoq,plystre
864,schreien::V,suaarpoq,skrike
865,stöhnen::V,nipiliorpoq,stønne
866,stöhnen::V,nipilliorpoq,stønne
867,zittern::V,qarsulivik,dirre
868,zittern::V,qarsulivik,skjelve
869,leben::V,inuuvoq,leve
870,geboren werden::V,inuuvoq,fødes
871,geboren werden::V,inunngorpoq,fødes
872,atmen::V,anersaarpoq,ånde
873,atmen::V,anersaarpoq,puste
874,trinken::V,imerpoq,drikke
875,essen::V,tamorpoq,spise
876,schlucken::V,tuluarnaq,svelge
877,einschlafen::V,sinippoq,sovne
878,schlafen::V,sinik,sove
879,aufwachen::V,iterpoq,våkne
880,aufwachen::V,eqqumavoq,våkne
881,aufstehen::V,makippoq,stå opp
882,sich erholen::V,qasuerserpoq,bli bra
883,sich erholen::V,qasuerserpoq,komme seg
884,schmerzen::V,anneraa,gjøre vondt
885,schmerzen::V,annernarpoq,gjøre vondt
886,husten::V,quersorpoq,hoste
887,genesen::V,ajunngissivoq,komme seg
888,genesen::V,ilisimmarpoq,komme seg
889,genesen::V,ilorrippoq,komme seg
890,sterben::V,toquvoq,dø
891,sich bewegen::V,ingerlavoq,bevege seg
892,sich setzen::V,ingippoq,sette sig
893,laufen::V,arpappoq,løpe
894,schreiten::V,ingerlavoq,skride
895,spazierengehen::V,utertakajaarpoq,spasere
896,spazierengehen::V,utertakajaarpoq,gå en tur
897,spazierengehen::V,utertakattajaarpoq,spasere
898,spazierengehen::V,utertakattajaarpoq,gå en tur
899,eilen::V,qaa qaa,ile
900,eilen::V,qiilasaarpoq,ile
901,eilen::V,ingerlasaarpaa,ile
902,sich beeilen::V,tuaviorpoq,skynde seg
903,sausen::V,uiguut,suse
904,rennen::V,igivoq,løpe
905,springen::V,upernassaq,hoppe
906,springen::V,upernassaq,springe
907,klettern::V,pilaakkeerpoq,klatre
908,schaukeln::V,aalavoq,huske
909,schwimmen::V,naluppoq,svømme
910,tauchen::V,allorpoq,dykke
911,rudern::V,ipuppaa,ro
912,fahren::V,qimusserpoq,kjøre
913,fliegen::V,timmivoq,fly
914,weggehen::V,piiarpoq,gå bort
915,anhalten::V,unitsippaa,stanse
916,hineingehen::V,timaappaa,gå inn
917,eintreten::V,allattorpaa,tre inn
918,kommen::V,qaa-,komme
919,kommen::V,pivaa,komme
920,ankommen::V,tikippoq,ankomme
921,ankommen::V,tikippoq,komme til
922,zurückkommen::V,angerlarpoq,komme tilbake
923,bleiben::V,uninngavoq,bli
924,bleiben::V,uninngavoq,forbli
925,warten::V,paavoq,vente
926,warten::V,utaqqivoq,vente
927,suchen::V,nivivaa,søke
928,finden::V,nanivaa,finne
929,versuchen::V,uuppaa,prøve
930,versuchen::V,uuppaa,forsøke
931,versuchen::V,ussersarpaa,prøve
932,versuchen::V,ussersarpaa,forsøke
933,vorbereiten::V,piareersarpaa,forberede
934,lieben::V,asavaa,elske
935,mögen::V,akaaraa,like
936,rühren::V,qeerlerpaa,røre
937,weinen::V,qiavoq,gråte
938,schimpfen::V,qatimaarpoq,skjelle
939,sich ärgern::V,ugguutigaa,ergre seg
940,sich fürchten::V,eqqanaarpoq,være redd
941,fürchten::V,ersigaa,være redd for
942,fliehen::V,qimaavoq,rømme
943,fliehen::V,qimaavoq,flykte
944,flüchten::V,allikarfigaa,flykte
945,sehen::V,isigaa,se
946,ansehen::V,alaatsinaappaa,anse
947,hören::V,tusarpaa,høre
948,zuhören::V,naalappoq,tilhøre
949,riechen::V,tipippoq,lukte
950,fühlen::V,misigaa,føle
951,scheinen::V,takutippoq,se ut
952,frieren::V,qiiavoq,fryse
953,tun::V,iliorpoq,gjøre
954,wollen::V,piumavaa,ville
955,anfangen::V,pilerpoq,begynne
956,beenden::V,naggaserpaa,avslutte
957,aufhören::V,naammatsippaa,slutte
958,aufhören::V,naammatsippaa,holde opp
959,öffnen::V,ammarpaa,åpne
960,schließen::V,matuaa,lukke
961,schließen::V,matuaa,stenge
962,stellen::V,ilivaa,stille
963,stellen::V,iliorarpai,stille
964,stellen::V,ilioqqarpai,stille
965,setzen::V,iliorarpai,sette
966,setzen::V,ilioqqarpai,sette
967,legen::V,ilivaa,legge
968,berühren::V,attorpaa,berøre
969,verbinden::V,taperserpaa,forbinde
970,bedecken::V,iikkerpaa,dekke
971,bedecken::V,iikkersorpaa,dekke
972,aufhängen::V,inivaa,henge
973,aufhängen::V,inivaa,henge opp
974,aufhängen::V,iniorarpai,henge
975,aufhängen::V,iniorarpai,henge opp
976,anzünden::V,saggaavoq,tenne
977,anzünden::V,saggaavoq,antenne
978,anzünden::V,saggaavoq,tenne på
979,aufheben::V,allisippaa,løfte
980,aufheben::V,allisippaa,ta opp
981,zurücklassen::V,aallarpoq,slippe tilbake
982,verlieren::V,annaavaa,miste
983,fallen lassen::V,nakkaavaa,droppe
984,fallen lassen::V,nakkaavaa,la falle
985,machen::V,iliorpoq,lage
986,machen::V,iliorpoq,gjøre
987,herstellen::V,anillatsippaa,fremstille
988,bauen::V,marrarterpaa,bygge
989,reparieren::V,iluarsaappaa,reparere
990,verbessern::V,naqqippaa,rette
991,verbessern::V,naqqippaa,forbedre
992,graben::V,assappaa,grave
993,beugen::V,qappappoq,bøye
994,biegen::V,qappappoq,bøye
995,wenden::V,assappaa,vende
996,wenden::V,assakarpoq,vende
997,umdrehen::V,assakartippaa,snu
998,heben::V,kivippaa,heve
999,hochheben::V,kissumiarpaa,løfte
1000,ergreifen::V,isaappaa,gripe
1001,ergreifen::V,isaappaa,få tak i
1002,ergreifen::V,isaguppaa,gripe
1003,ergreifen::V,isaguppaa,få tak i
1004,halten::V,minarpaa,holde
1005,drücken::V,naqittaat,trykke
1006,kratzen::V,qitsuppaa,klø
1007,kratzen::V,qitsuppaa,klore
1008,lecken::V,aluppaa,slikke
1009,beißen::V,kiivaa,bite
1010,abreißen::V,aqqarpaa,rive av
1011,abreißen::V,isaterpaa,rive av
1012,abschneiden::V,kipivaa,skjære av
1013,binden::V,kakkersarpaa,binde
1014,stecken::V,kussunneq,stikke
1015,brechen::V,nallorpaa,bryte
1016,brechen::V,nallorpaa,briste
1017,klopfen::V,pattappaa,banke
1018,hauen::V,aqivaa,hogge
1019,kleben::V,qaappoq,klistre
1020,reiben::V,tagiarpaa,gni
1021,reiben::V,tangiarpaa,gni
1022,streichen::V,erlerpoq,stryke
1023,schleifen::V,sequppaa,slipe
1024,schneiden::V,uullivoq,klippe
1025,schütteln::V,aalavoq,riste
1026,schwenken::V,issarpoq,svinge
1027,füllen::V,immerpaa,fylle
1028,einwickeln::V,immoqquserpaa,vikle inn
1029,tragen::V,maqippaa,bære
1030,tragen::V,assartorpoq,bære
1031,schleppen::V,assartorpoq,slepe
1032,ziehen::V,kalippaa,dra
1033,ziehen::V,kalippaa,trekke
1034,ziehen::V,kalissarpoq,dra
1035,ziehen::V,kalissarpoq,trekke
1036,aufbewahren::V,toqqorpaa,oppbevare
1037,aufbewahren::V,toqqorpaa,ta vare på
1038,werfen::V,kuivaa,kaste
1039,fangen::V,anguaa,fange
1040,verstecken::V,anngigaa,gjemme
1041,teilen::V,agguut,dele
1042,teilen::V,agguusersorpaa,dele
1043,schicken::V,nassiuppaa,sende
1044,bringen::V,aggiuppaa,bringe
1045,bringen::V,nassataraa,bringe
1046,bekommen::V,tiguaa,få
1047,erhalten::V,tiguaa,få
1048,nehmen::V,pivoq,ta
1049,nehmen::V,tiguaa,ta
1050,bewahren::V,sukkunik simerserpaa,bevare
1051,verderben::V,asiutippaa,ødelegge
1052,verderben::V,piuneerunnerit,ødelegge
1053,zerbrechen::V,ukuvoq,brekke i stykker
1054,zerreißen::V,tisavaa,rive i stykker
1055,zerreißen::V,alittorpaa,rive i stykker
1056,zerstören::V,aserorpaa,ødelegge
1057,verbrennen::V,seerpoq,brenne
1058,verbrennen::V,seerpoq,brenne opp
1059,geben::V,pivoq,gi
1060,versprechen::V,neriorsorpaa,love
1061,wünschen::V,kissaat,ønske
1062,loben::V,nersorpaa,rose
1063,loben::V,nersornaat,rose
1064,küssen::V,kunippaa,kysse
1065,küssen::V,kunissorpaa,kysse
1066,zudecken::V,majorpaa,dekke til
1067,wecken::V,itersarpaa,vekke
1068,zeigen::V,tikkuuppaa,vise
1069,führen::V,tasissiuppaa,føre
1070,führen::V,ilitsersorpaa,føre
1071,führen::V,tasissersuuppaa,føre
1072,lehren::V,ilinniartippaa,lære
1073,unterrichten::V,ajoqerpaa,undervise
1074,unterrichten::V,ajoqersorpaa,undervise
1075,unterrichten::V,ilinniartitsivoq,undervise
1076,aufziehen::V,inororsarpaa,oppdra
1077,leiten::V,iluatsippaa,lede
1078,antreiben::V,ikusimmippaa,drive på
1079,einladen::V,qaaqquaa,be
1080,einladen::V,qaaqquaa,invitere
1081,einladen::V,qaasarpaa,be
1082,einladen::V,qaasarpaa,invitere
1083,vereinigen::V,taperserpaa,forene
1084,besuchen::V,tikeraarpaa,besøke
1085,treffen::V,aporappaa,møte
1086,treffen::V,aporappaa,treffe
1087,sich versammeln::V,majorpoq,forsamles
1088,spielen::V,pinnguarpoq,leke
1089,spielen::V,pinnguarpoq,spille
1090,singen::V,erinarsorpoq,synge
1091,tanzen::V,qitippoq,danse
1092,sich trennen::V,immikkoortippaa,skilles
1093,retten::V,annaappaa,redde
1094,schützen::V,eriagaa,verne
1095,schützen::V,eriagaa,beskytte
1096,schützen::V,pineqartaalivaa,verne
1097,schützen::V,pineqartaalivaa,beskytte
1098,schießen::V,aallaavaa,skyte
1099,schießen::V,piseriuppaa,skyte
1100,ärgern::V,ninngassarpaa,ergre
1101,ärgern::V,ninngassaarpaa,ergre
1102,schlagen::V,unatarpaa,
1103,treten::V,tukerpoq,sparke
1104,stechen::V,iguppaa,stikke
1105,stechen::V,qasilippoq,stikke
1106,stoßen::V,ikuserpaa,støte
1107,stoßen::V,ikusimmippaa,støte
1108,stehlen::V,tillippaa,stjele
1109,stören::V,akornuserpaa,forstyrre
1110,verbergen::V,anngigaa,gjemme
1111,betrügen::V,peqquserluttuliorfigaa,bedra
1112,töten::V,maappaa,drepe
1113,töten::V,toquppaa,drepe
1114,wohnen::V,najugaqarpoq,bo
1115,arbeiten::V,sulivoq,arbeide
1116,sammeln::V,katersorpai,samle
1117,jagen::V,piniarpoq,jage
1118,fischen::V,aalisarpoq,fiske
1119,anbinden::V,qilerut,feste
1120,anbinden::V,qilersorpaa,feste
1121,anbinden::V,ungerlatserpaa,feste
1122,füttern::V,nerlerpaa,fore
1123,gießen::V,imerterpaa,helle
1124,kochen::V,igavoq,koke
1125,braten::V,siappaa,steke
1126,umrühren::V,qeerlerpaa,røre om
1127,färben::V,misuppaa,farge
1128,reinigen::V,sanniarpaa,rense
1129,reinigen::V,sanniarpaa,gjøre ren
1130,waschen::V,asappaa,vaske
1131,abwischen::V,saligarpaa,tørke av
1132,abwischen::V,saligartorpaa,tørke av
1133,fegen::V,sanngiarpaa,feie
1134,baden::V,uffarpoq,bade
1135,sich waschen::V,uffarpoq,vaske seg
1136,ausziehen::V,annoraajarpaa,ta av
1137,anziehen::V,ativaa,ta på
1138,anziehen::V,atitippaa,ta på
1139,sich anziehen::V,atisalersorpoq,kle på seg
1140,sagen::V,oqarpoq,si
1141,sprechen::V,oqaluttarpoq,snakke
1142,reden::V,oqaluppoq,tale
1143,reden::V,oqaluppoq,snakke
1144,fragen::V,aperaa,spørre
1145,bitten::V,aperaa,be
1146,bitten::V,qinnuigaa,be
1147,erzählen::V,oqaluttuaraa,fortelle
1148,mitteilen::V,oqalualaarpoq,meddele
1149,rufen::V,qaaqquaa,rope
1150,prahlen::V,oqqartuvoq,skryte
1151,prahlen::V,oqallortuvoq,skryte
1152,übersetzen::V,ikaarpoq,oversette
1153,übersetzen::V,nutserpaa,oversette
1154,denken::V,isumaqarpoq,tenke
1155,glauben::V,upperaa,tro
1156,glauben::V,isumaqarpoq,tro
1157,erkennen::V,ilisaraa,gjenkjenne
1158,verstehen::V,paasivaa,forstå
1159,verstehen::V,paasivaa,skjønne
1160,lernen::V,ilinniarpoq,lære
1161,wissen::V,nalunngilaa,vite
1162,sich erinnern an::V,eqqaavaa,huske på
1163,vergessen::V,puiorpaa,glemme
1164,messen::V,ussersarpaa,måle
1165,zählen::V,kisitsivoq,telle
1166,rechnen::V,kisitsivoq,regne
1167,lesen::V,atuarpoq,lese
1168,malen::V,qalipappaa,male
1169,schreiben::V,allappoq,skrive
1170,kaufen::V,pisiaraa,kjøpe
1171,verkaufen::V,akigaa,selge
1172,bezahlen::V,akilerpaa,betale
1173,beherrschen::V,inappaa,beherske
1174,ertragen::V,ernertaaraa,orke
1175,Nase::N,,nese
1176,Schnurrbart::N,,bart
1177,Fuß::N,,fot
1178,Schlaf::N,,søvn
1179,Strömung::N,,strømning
1180,Moor::N,,myr
1181,Moor::N,,myrhei
1182,Wald::N,,skog
1183,Anhöhe::N,,haug
1184,Anhöhe::N,,bakke
1185,Gipfel::N,,topp
1186,Quelle::N,,kilde
1187,Festland::N,,fastland
1188,Kiefer[Baum]::N,,furu
1189,Pferd::N,,hest
1190,Elch::N,,elg
1191,Schwarm::N,,sverm
1192,Ente::N,,and
1193,Barsch::N,,abbor
1194,Hecht::N,,gjedde
1195,Wurm::N,,orm
1196,Wurm::N,,mark
1197,Heu::N,,høy
1198,Kummer::N,,sorg
1199,Gespräch::N,,samtale
1200,Spiel::N,,lek
1201,Spiel::N,,spill
1202,Gesellschaft::N,,selskap
1203,Angelegenheit::N,,sak
1204,Angelegenheit::N,,anliggende
1205,Anzahl::N,,antall
1206,Strich::N,,strek
1207,Gegenstand::N,,gjenstand
1208,Höhe::N,,høyde
1209,Lagerfeuer::N,,leirbål
1210,Gang::N,,gang
1211,Heim::N,,hjem
1212,Beutel::N,,pose
1213,Eimer::N,,bøtte
1214,Sack::N,,sekk
1215,Brei::N,,grøt
1216,Leder::N,,lær
1217,Leder::N,,skinn
1218,Gott::N,,gud
1219,Reichtum::N,,rikdom
1220,Staat::N,,stat
1221,Gewalt::N,,vold
1222,Bogen[Waffe]::N,,bue
1223,Lüge::N,,løgn
1224,Schaden::N,,skade
1225,April::N,,april
1226,frisch::A,,fersk
1227,lecker::A,,lekker
1228,sauer::A,,sur
1229,bunt::A,,broket
1230,teuer::A,,dyr
1231,geschickt::A,,hendig
1232,geschickt::A,,skikket
1233,nackt::A,,naken
1234,ehemalig::A,,forhenværende
1235,bekannt::A,,kjent
1236,anderer::A,,annen
1237,zuerst::ADV,,først
1238,niemals::ADV,,aldri
1239,von hier::ADV,,herfra
1240,dort::ADV,,der
1241,oben::ADV,,oppe
1242,oben::ADV,,ovenpå
1243,hinauf::ADV,,opp
1244,hinauf::ADV,,oppover
1245,nicht::ADV,,ikke
1246,ein wenig::ADV,,litt
1247,so::ADV,,så
1248,nur::ADV,,bare
1249,vor::PRP,,foran
1250,vor::PRP,,utenfor
1251,hinter::PRP,,bak
1252,hinter::PRP,,bakom
1253,unter::PRP,,under
1254,durch::PRP,,gjennom
1255,durch::PRP,,igjennom
1256,neben::PRP,,ved siden av
1257,zwischen::PRP,,mellom
1258,wegen::PRP,,på grunn av
1259,alles::PRN,,alt
1260,aufgehen[Sonne]::V,,stå opp
1261,strömen::V,,strømme
1262,fließen::V,,flyte
1263,faulen::V,,råtne
1264,verfaulen::V,,råtne
1265,verschwinden::V,,forsvinne
1266,lärmen::V,,bråke
1267,klirren::V,,klirre
1268,rauschen::V,,suse
1269,klingen::V,,lyde
1270,klingen::V,,klinge
1271,müde werden::V,,bli trett
1272,krank werden::V,,bli syk
1273,krank sein::V,,være syk
1274,umkommen::V,,omkomme
1275,sich rühren::V,,røre på seg
1276,sich erheben::V,,reise seg
1277,hinfallen::V,,falle over ende
1278,kriechen::V,,krype
1279,gehen::V,,gå
1280,abfahren::V,,reise
1281,erwarten::V,,vente
1282,lachen::V,,le
1283,anschauen::V,,se på
1284,anschauen::V,,betrakte
1285,probieren::V,,smake
1286,probieren::V,,smake på
1287,zu sehen sein::V,,synes
1288,vernehmen::V,,få vite
1289,können::V,,kunne
1290,gelingen::V,,lykkes
1291,geraten::V,,bli
1292,ändern::V,,forandre
1293,drehen::V,,dreie
1294,schieben::V,,skyve
1295,rütteln::V,,ruske
1296,schütten::V,,helle
1297,packen::V,,gripe
1298,packen::V,,gripe tak i
1299,hinzufügen::V,,tilføye
1300,wählen::V,,velge
1301,auswählen::V,,velge ut
1302,behindern::V,,hindre
1303,behindern::V,,forhindre
1304,beschädigen::V,,skade
1305,reichen::V,,rekke
1306,schenken::V,,forære
1307,schenken::V,,skjenke
1308,wiegen::V,,vogge
1309,lassen::V,,få til å
1310,verlassen::V,,forlate
1311,bewachen::V,,bevokte
1312,verteidigen::V,,forsvare
1313,sich schlagen::V,,slåss
1314,siegen::V,,seire
1315,belästigen::V,,plage
1316,belästigen::V,,sjenere
1317,täuschen::V,,villede
1318,pflücken::V,,plukke
1319,fassen::V,,fange
1320,hüten::V,,vokte
1321,treiben::V,,drive
1322,melken::V,,melke
1323,hacken::V,,hakke
1324,reifen::V,,modne
1325,zubereiten::V,,lage
1326,zubereiten::V,,tilberede
1327,backen::V,,bake
1328,stricken::V,,strikke
1329,nähen::V,,sy
1330,spülen::V,,spyle
1331,spülen::V,,skylle
1332,kehren::V,,koste
1333,kämmen::V,,gre
1334,kämmen::V,,kjemme
1335,schmücken::V,,pynte
1336,schmücken::V,,smykke
1337,sich unterhalten::V,,samtale
1338,nennen::V,,kalle
1339,bemerken::V,,bemerke
1340,bemerken::V,,legge merke til
1341,begreifen::V,,begripe
1342,zeichnen::V,,tegne
1343,besitzen::V,,eie
1344,besitzen::V,,inneha
1345,zahlen::V,,betale
