,Concept_ID,fa,ab
721,lustig::A,شاد,агурҕьа
722,lustig::A,شاد,агурҿыхага
723,lustig::A,خوشحال,алах-ҿых
724,lustig::A,خوشحال,игурҕьаччо
725,lustig::A,خوشحال,агурҕьа
726,lustig::A,خوشحال,агурҿыхага
727,sanft::A,لطیف,атата
728,sanft::A,لطیف,аҟəымшəышə
729,sanft::A,لطیف,ақьыҧш
730,hungrig::A,گرسنه,амлашь
731,krank::A,مریض,ачымазаҩ
732,krank::A,بیمار,ачымазаҩ
733,nackt::A,لخت,аҟьантаз
734,nackt::A,برهنه,аҟьантаз
735,traurig::A,غمگین,алахьеиқəҵага
736,lebendig::A,زنده,абза
737,gut::A,خوب,абзиа
738,schlecht::A,بد,-хəарҭам
739,richtig::A,درست,иашоу
740,schlimm::A,وخيم,абааҧсы
741,wahr::A,درست,агəҭылса
742,wahr::A,درست,абзиаҵəҟьа
743,wahr::A,حقیقی,агəҭылса
744,wahr::A,حقیقی,абзиаҵəҟьа
745,alt::A,کهنه,Ажə
746,neu::A,نو,аҿыц
747,ehemalig::A,قبلی,анкьатәи
748,alt[Lebewesen]::A,پیر,абырг
749,alt[Lebewesen]::A,پیر,ақабада
750,alt[Lebewesen]::A,پیر,Ажə
751,jung::A,جوان,аҟата
752,arm::A,فقیر,ананамга
753,reich::A,پولدار,абеиа
754,reich::A,ثروتمند,абеиа
755,bekannt::A,آشنا,адыр
756,bekannt::A,معلوم,адыр
757,berühmt::A,مشهور,адыр
758,fremd::A,خارجی,атəым
759,fremd::A,بیگانه,атəым
760,verschieden::A,مختلف,Еиуа-еиҧшым
761,verschieden::A,متفاوت,Еиуа-еиҧшым
762,nah::A,نزدیک,ааигəа
763,fern::A,دور,ахара
764,linker::A,چپ,арма
765,rechter::A,راست,арҕьа
766,anderer::A,دیگر,даҽа
767,anderer::A,دیگر,даҽакы
768,erster::A,اول,актәи
769,zweiter::A,دوم,аҩбатəи
770,dritter::A,سوم,ахҕатәи
771,letzter::A,آخر,аҵыхəтəантəи
772,allein::ADV,تنها,мацара
773,auf einmal::ADV,همزمان,зныкала
774,auf einmal::ADV,همزمان,зныкҟьара
775,zusammen::ADV,باهم,аиц...
776,lange::ADV,مدت‌ها,акыраамҭа
777,lange::ADV,مدت زیادی,акыраамҭа
778,plötzlich::ADV,ناگهان,иаалырҟьаны
779,sofort::ADV,فوراً,иаразнакҵәҟьа
780,später::ADV,بعدها,уажəшьҭаншəа
781,jetzt::ADV,حالا,уажәы
782,jetzt::ADV,اکنون,уажәы
783,heute::ADV,امروز,иахьа
784,morgen::ADV,فردا,уаҵәы
785,bald::ADV,زود,иласны
786,bald::ADV,بزودی,иласны
787,dann::ADV,سپس,нас
788,dann::ADV,آنوقت,нас
789,gestern::ADV,دیروز,иацы
790,einst::ADV,وقتی,зны
791,einst::ADV,زمانی,зны
792,damals::ADV,آنوقت,усҟан
793,damals::ADV,آنزمان,усҟан
794,danach::ADV,بعد,нас
795,vorher::ADV,قبلاً,уаанӡа
796,zuerst::ADV,اول,азнаказы
797,zuerst::ADV,اول,аҧхьа
798,zuerst::ADV,ابتداء,азнаказы
799,zuerst::ADV,ابتداء,аҧхьа
800,einmal::ADV,یکدفعه,зны
801,manchmal::ADV,گاهی,зны-зынла
802,manchmal::ADV,بعضی اوقات,зны-зынла
803,oft::ADV,اغلب,лассы-лассы
804,immer::ADV,همیشه,енагь
805,immer::ADV,همیشه,еснагь
806,niemals::ADV,هرگز,ианакəызаалак
807,hier::ADV,اینجا,ара
808,hier::ADV,اینجا,абра
809,hier::ADV,اینجا,араҟа
810,hierhin::ADV,به اینجا,ара
811,hierhin::ADV,به اینجا,араҟа
812,von hier::ADV,از اینجا,арантә
813,dort::ADV,آنجا,уа
814,dorthin::ADV,به آنجا,уахь
815,dorthin::ADV,به آنجا,анахь
816,geradeaus::ADV,راست,ишиашоу
817,vorwärts::ADV,جلو,ҕхьаҟа
818,vorwärts::ADV,به پیش,ҕхьаҟа
819,rückwärts::ADV,عقب,шьҭахьла
820,zurück::ADV,پس,шьҭахьҟа
821,zurück::ADV,عقب,шьҭахьҟа
822,zurück::ADV,بالعکس,шьҭахьҟа
823,unten::ADV,زیر,лбаа
824,unten::ADV,پایین,лбаа
825,hinab::ADV,به پایین,алада
826,oben::ADV,بالا,хыхь
827,hinauf::ADV,به بالا,аҩада
828,überall::ADV,همه‌جا,зегьынцьара
829,nicht::ADV,نه,-м
830,ein wenig::ADV,کمی,ҕыҭк
831,kaum::ADV,به سختی,аарлаҳәа
832,kaum::ADV,به سختی,афергьҳәа
833,sehr::ADV,خیلی,даара
834,sehr::ADV,بسیار,даара
835,so::ADV,چنین,ас
836,so::ADV,چنین,абас
837,so::ADV,اینطور,ас
838,so::ADV,اینطور,абас
839,noch::ADV,هنوز,макьана
840,nur::ADV,فقط,заҵәык
841,nur::ADV,تنها,заҵәык
842,schon::ADV,قبلاً,уажәшьҭа
843,schon::ADV,قبلاً,аиҳа ипоу
844,schon::ADV,به این زودی,уажәшьҭа
845,schon::ADV,به این زودی,аиҳа ипоу
846,wieder::ADV,باز,ҿыц
847,wieder::ADV,باز,дырҩегь
848,wieder::ADV,باز,дырҩегьых
849,wieder::ADV,دوباره,ҿыц
850,wieder::ADV,دوباره,дырҩегь
851,wieder::ADV,دوباره,дырҩегьых
852,vergebens::ADV,بیهوده,баша
853,vor::PRP,در جلوی,аҕхьа
854,hinter::PRP,پشت,нхыҵ
855,unter::PRP,تحت,амҵа
856,unter::PRP,تحت,амҵан
857,durch::PRP,از وسط,
858,durch::PRP,از ميان,
859,neben::PRP,کنار,ааигуара
860,neben::PRP,پهلوی,ааигуара
861,zwischen::PRP,بین,абжьара
862,zwischen::PRP,میان,абжьара
863,wegen::PRP,برای,-иззы
864,wegen::PRP,برای,-ҟнытә
865,wegen::PRP,بخاطر,-иззы
866,wegen::PRP,بخاطر,-ҟнытә
867,dies::PRN,این,ари
868,dies::PRN,این,абри
869,das::PRN,آن,Абни
870,das::PRN,آن,убри
871,alles::PRN,تمام,зегьы
872,alles::PRN,همه‌چیر,зегьы
873,ich::PRN,من,са
874,ich::PRN,من,сара
875,du::PRN,تو,бара
876,er::PRN,او,иара
877,wir::PRN,ما,ҳара
878,ihr::PRN,شما,шәара
879,sie::PRN,آنها,дара
880,was::FPRN,چه,
881,wer::FPRN,کی,дарбан
882,wo::FADV,کجا,иабыкуу
883,wo::FADV,کجا,аба-
884,wo::FADV,کجا,ахь-
885,wohin::FADV,بکجا,иабыкуу
886,wohin::FADV,بکجا,аба-
887,wohin::FADV,بکجا,ахь-
888,wie::FADV,چطور,-шҕа
889,wie::FADV,چگونه,-шҕа
890,warum::FADV,چرا,избан
891,warum::FADV,برای چه,избан
892,wieviel::FNUM,چند,заҟа
893,wieviel::FNUM,چقدر,заҟа
894,eins::NUM,یک,акы
895,eins::NUM,یک,аӡәы
896,zwei::NUM,دو,ҩба
897,drei::NUM,سه,хҕа
898,vier::NUM,چهار,ҕшьба
899,fünf::NUM,پنج,хəба
900,sechs::NUM,شش,фба
901,sieben::NUM,هفت,Бжьба
902,acht::NUM,هشت,ааба
903,neun::NUM,نه,жәба
904,zehn::NUM,ده,жәаба
905,elf::NUM,یازده,жәеизатәи
906,zwölf::NUM,دوازده,жәаҩа
907,zwanzig::NUM,بیست,ҩажәа
908,dreißig::NUM,سی,ҩажәижәабатәи
909,vierzig::NUM,چهل,ҩынҩажәа
910,fünfzig::NUM,پنجاه,ҩынҩажәеижәаба
911,sechzig::NUM,شصت,хынҩажәа
912,siebzig::NUM,هفتاد,хынҩажәижәаба
913,achtzig::NUM,هشتاد,ҕшьынҩажәа
914,neunzig::NUM,نود,ҕшьынҩажәижәаба
915,hundert::NUM,صد,шәкы
916,tausend::NUM,هزار,зқьы
917,und::CNJ,و,-и
918,oder::CNJ,یا,ма
919,stehen::V,ایستادن,агылазаара
920,sitzen::V,نشستن,атəара
921,sitzen::V,نشستن,атəа(заа)ра
922,liegen::V,خوابیدن,аиара
923,liegen::V,دراز کشیدن,аиара
924,hängen::V,آویزان بودن,акнаҳара
925,werden::V,شدن,аҟалара
926,passieren::V,گذشتن,аҟалара
927,passieren::V,اتفاق افتادن,аҟалара
928,beginnen::V,شروع شدن,алагара
929,enden::V,تمام شدن,алгара
930,wechseln::V,عوض شدن,аҽыҧсахра
931,aufgehen[Sonne]::V,برآمدن,агылара
932,aufgehen[Sonne]::V,برآمدن,ахашлара
933,aufgehen[Sonne]::V,برآمدن,аҩаҵхахара
934,aufgehen[Sonne]::V,طلوع کردن,агылара
935,aufgehen[Sonne]::V,طلوع کردن,ахашлара
936,aufgehen[Sonne]::V,طلوع کردن,аҩаҵхахара
937,untergehen[Sonne]::V,غروب کردن,аҭашəара
938,scheinen[Sonne]::V,تابیدن,акаҧхара
939,donnern::V,رعد زدن,адыдра
940,wehen::V,دمیدن,асра
941,strömen::V,روان شدن,акаҭəара
942,fließen::V,روان شدن,ацара
943,sich drehen::V,چرخیدن,ахагьежьра
944,schwanken::V,خم و راست شدن,аҵысра
945,schwingen::V,تاب خوردن,ахызазара
946,schwingen::V,تاب خوردن,акьаандара
947,schwingen::V,نوسان کردن,ахызазара
948,schwingen::V,نوسان کردن,акьаандара
949,fallen::V,افتادن,акаҳара
950,fallen::V,سقوط کردن,акаҳара
951,brennen::V,سوزاندن,абылра
952,rauchen::V,دود کردن,ахылҵра
953,regnen::V,باران آمدن,аура
954,gefrieren::V,یخ بستن,аҵаара
955,tauen::V,آب شدن,аӡҭра
956,schmelzen::V,آب شدن,ақəӡыҭра
957,schmelzen::V,آب شدن,аҭəара
958,trocknen::V,خشک شدن,абара
959,sieden::V,جوشیدن,ашра
960,faulen::V,فاسد شدن,абаара
961,verfaulen::V,پوسیدن,абаара
962,verfaulen::V,پوسیدن,аилашра
963,reißen::V,پاره شدن,аҧжəара
964,versinken::V,غرق شدن,аӡааҟəрылара
965,vergehen::V,گذشتن,ацара
966,erscheinen::V,ظاهر شدن,ацəырҵра
967,verschwinden::V,گم شدن,аҵашəкəара
968,verschwinden::V,از بین رفتن,аҵашəкəара
969,sinken::V,پایین آمدن,атəара
970,sinken::V,پایین آمدن,алаҟəра
971,abnehmen::V,کم شدن,ацӡаара
972,abnehmen::V,کم شدن,аиҵалара
973,zunehmen::V,زیاد شدن,аҽырҭбаара
974,zunehmen::V,زیاد شدن,аиҵыҵра
975,zunehmen::V,زیاد شدن,арацəахара
976,steigen::V,بالا رفتن,азҳара
977,steigen::V,بالا رفتن,ашьҭыҵра
978,steigen::V,بالا رفتن,адухара
979,steigen::V,بالا رفتن,ацлара
980,wachsen::V,قد کشیدن,азҳара
981,glänzen::V,برق زدن,ацыр-цырра
982,glänzen::V,برق زدن,ацыҩ-цыҩра
983,glänzen::V,برق زدن,аказказра
984,funkeln::V,جرقه زدن,ашап-шапра
985,funkeln::V,جرقه زدن,ацым-цымра
986,lärmen::V,شلوغ کردن,ашьҭыбжьгара
987,lärmen::V,شلوغ کردن,аҕьҕьаҳәа аилалара
988,läuten::V,زنگ زدن,аҵəҵəасра
989,klingeln::V,زنگ زدن,аҵəҵəасра
990,klirren::V,جرنگ جرنگ صدا کردن,ахьархьарра
991,klirren::V,جرنگ جرنگ صدا کردن,архьархьарра
992,brausen::V,طوفانی بودن,аилаҽҽара
993,brausen::V,طوفانی بودن,еилашуера
994,rauschen::V,خش‌خش کردن,
995,klingen::V,صدا دادن,агара
996,klingen::V,صدا دادن,ашьҭыбжь гара
997,bellen::V,عوعو کردن,ашра
998,heulen::V,زوزه کشیدن,ауура
999,blasen::V,فوت کردن,аҭəҳəара
1000,pfeifen::V,سوت زدن,ашəшəра
1001,schreien::V,فریاد زدن,аҳəҳəара
1002,schreien::V,فریاد زدن,ахəаара
1003,schreien::V,فریاد زدن,аҟаара
1004,stöhnen::V,نالیدن,ақьра
1005,zittern::V,لرزیدن,аҵыс-ҵысра
1006,leben::V,زیستن,аҟазаара
1007,leben::V,زندگی کردن,аҟазаара
1008,geboren werden::V,متولد شدن,Аира
1009,atmen::V,تنفس کردن,аҕсыҕ лагаҩагара
1010,trinken::V,نوشیدن,ажəра
1011,essen::V,خوردن,акрыфара
1012,schlucken::V,بلعیدن,албаадара
1013,schlucken::V,قورت دادن,албаадара
1014,müde werden::V,خسته شدن,ааҕсара
1015,einschlafen::V,خواب رفتن,ацəара
1016,schlafen::V,خوابیدن,ацəазаара
1017,aufwachen::V,از خواب بیدار شدن,аҿыхара
1018,aufstehen::V,بیدار شدن,Агəылҵра
1019,sich erholen::V,استراحت کردن,аҧсшьара
1020,krank werden::V,مریض شدن,ачмазаҩхара
1021,krank sein::V,بیمار بودن,аҳəарҧсарра
1022,schmerzen::V,درد کردن,ахьра
1023,husten::V,سرفه کردن,аимҳәара
1024,genesen::V,بهبود یافتن,абзиахара
1025,genesen::V,بهبود یافتن,аӷəӷəахара
1026,sterben::V,مردن,аҧсра
1027,umkommen::V,کشته شدن,аҭахара
1028,sich bewegen::V,حرکت کردن,аиҭаҵра
1029,sich rühren::V,تکان خوردن,ақəацара
1030,sich erheben::V,برخواستن,аҩагылара
1031,sich setzen::V,نشستن,атəара
1032,hinfallen::V,زمین خوردن,акаҳара
1033,laufen::V,پیاده رفتن,аныҟəара
1034,schreiten::V,قدم زدن,ашьаҿа еихгара
1035,spazierengehen::V,گردش رفتن,анеи-ааира
1036,eilen::V,شتاب کردن,аццакра
1037,sich beeilen::V,عجله کردن,аццакра
1038,sausen::V,صفیر کشیدن,аҧырра
1039,sausen::V,صفیر کشیدن,иҭрысны
1040,sausen::V,صفیر کشیدن,ишьҭҟьаны ацара
1041,rennen::V,دویدن,аҩра
1042,springen::V,پریدن,аҧара
1043,klettern::V,بالا رفتن,ақəлара
1044,schaukeln::V,تاب خوردن,аҟəараҟəанҽара
1045,kriechen::V,خزیدن,аҳəазара
1046,schwimmen::V,شنا کردن,аӡсара
1047,tauchen::V,غواصی کردن,ахəӡааҵəира
1048,rudern::V,پارو زدن,аҵшьра
1049,fahren::V,سواره رفتن,акала
1050,fliegen::V,پریدن,аҧырра
1051,gehen::V,رفتن,аиҭаҵра
1052,weggehen::V,رفتن,ацара
1053,abfahren::V,حرکت کردن,адəықəлара
1054,abfahren::V,حرکت کردن,ацара
1055,anhalten::V,ایست کردن,ааныргылара
1056,hineingehen::V,داخل شدن,аҭалара
1057,eintreten::V,وارد شدن,аҩналара
1058,kommen::V,آمدن,аара
1059,kommen::V,آمدن,ааира
1060,ankommen::V,رسیدن,ааира
1061,ankommen::V,رسیدن,аара
1062,ankommen::V,رسیدن,анеира
1063,zurückkommen::V,برگشتن,азыхынҳəра
1064,bleiben::V,ماندن,аанхара
1065,bleiben::V,ماندن,анхара
1066,bleiben::V,ماندن,аангылара
1067,warten::V,منتظر بودن,азҧшзаара
1068,erwarten::V,انتظار داشتن,азҧшра
1069,suchen::V,جستجو کردن,ашьҭазаара
1070,finden::V,یافتن,аҧшаара
1071,finden::V,پیدا کردن,аҧшаара
1072,versuchen::V,سعی کردن,аҽазкра
1073,versuchen::V,کوشش کردن,аҽазкра
1074,vorbereiten::V,آماده کردن,армазеира
1075,lieben::V,عاشق بودن,абзиабара
1076,mögen::V,میل داشتن,агəаҧхара
1077,mögen::V,دوست داشتن,агəаҧхара
1078,lachen::V,خندیدن,аччара
1079,rühren::V,به رقت آوردن,арҵəуара
1080,weinen::V,گریه کردن,аҵəуара
1081,schimpfen::V,فحاشی کردن,ацəҳара
1082,sich ärgern::V,ناراحت شدن,агəаара
1083,sich fürchten::V,واهمه کردن,аӡыӡара
1084,fürchten::V,ترسیدن,ацəшəара
1085,fliehen::V,گریختن,абналара
1086,fliehen::V,گریختن,ацəцара
1087,flüchten::V,فرار کردن,абналара
1088,flüchten::V,فرار کردن,ацəцара
1089,sehen::V,دیدن,абара
1090,anschauen::V,نگاه کردن,ахəаҧшра
1091,ansehen::V,تماشا کردن,ахəаҧшра
1092,hören::V,شنیدن,аҳара
1093,zuhören::V,گوش دادن,азыӡырҩра
1094,probieren::V,چشیدن,аҧышəара
1095,riechen::V,بوییدن,афыҩра
1096,riechen::V,بو کردن,афыҩра
1097,fühlen::V,احساس کردن,анырра
1098,fühlen::V,احساس کردن,ацәакырра
1099,scheinen::V,بنظر آمدن,шәа
1100,scheinen::V,بنظر آمدن,аацәырҵа
1101,zu sehen sein::V,دیده شدن,
1102,vernehmen::V,شنیدن,аҳара
1103,frieren::V,سرد بودن,ашəра
1104,frieren::V,سرد بودن,аҵаара
1105,tun::V,کردن,аҟаҵара
1106,können::V,توانستن,алшара
1107,wollen::V,خواستن,аҭахра
1108,anfangen::V,شروع کردن,алагара
1109,beenden::V,تمام کردن,алгара
1110,beenden::V,پایان دادن,алгара
1111,aufhören::V,دست کشیدن,аҟəыҵра
1112,gelingen::V,موفق شدن,аура
1113,gelingen::V,موفق شدن,аманшəалахара
1114,gelingen::V,موفق شدن,алҵра
1115,geraten::V,نتیجه دادن,нзаарын
1116,öffnen::V,گشودن,аартра
1117,öffnen::V,باز کردن,аартра
1118,schließen::V,بستن,аркра
1119,schließen::V,قفل کردن,аркра
1120,stellen::V,گذاردن,аргылара
1121,setzen::V,نشاندن,артəара
1122,legen::V,گذاشتن,ақəҵара
1123,berühren::V,دست زدن,акьысра
1124,berühren::V,دست زدن,алакьысра
1125,berühren::V,لمس کردن,акьысра
1126,berühren::V,لمس کردن,алакьысра
1127,verbinden::V,وصل کردن,аҿаҳəара
1128,bedecken::V,پوشاندن,ақəршəра
1129,aufhängen::V,آویختن,акнаҳара
1130,anzünden::V,سوزاندن,аркра
1131,aufheben::V,برداشتن,ашьҭыхра
1132,aufheben::V,بلند کردن,ашьҭыхра
1133,zurücklassen::V,گذاشتن,аныжьра
1134,verlieren::V,گم کردن,ацəыӡра
1135,fallen lassen::V,انداختن,ацəкаҳара
1136,machen::V,کردن,ачаҧара
1137,machen::V,ساختن,ачаҧара
1138,herstellen::V,ساختن,аиҵдара
1139,herstellen::V,تولید کردن,аиҵдара
1140,bauen::V,ساختن,аргылара
1141,bauen::V,بنا کردن,аргылара
1142,reparieren::V,درست کردن,арҽеира
1143,reparieren::V,تعمیر کردن,арҽеира
1144,verbessern::V,بهتر کردن,аиҕьтəра
1145,ändern::V,تغییر دادن,аҧсахра
1146,graben::V,کندن,ажра
1147,graben::V,گود کردن,ажра
1148,beugen::V,کج کردن,арҟəра
1149,beugen::V,کج کردن,архəара
1150,biegen::V,خم کردن,арҟəра
1151,biegen::V,خم کردن,архəара
1152,drehen::V,چرخاندن,аргьежьра
1153,wenden::V,برگرداندن,
1154,umdrehen::V,برگرداندن,аарҳәра
1155,heben::V,برداشتن,аҩахара
1156,heben::V,برداشتن,араҳара
1157,hochheben::V,برآوردن,ахагалара
1158,hochheben::V,برآوردن,ашьҭҳəара
1159,hochheben::V,بلند کردن,ахагалара
1160,hochheben::V,بلند کردن,ашьҭҳəара
1161,ergreifen::V,گرفتن,
1162,halten::V,نگاه داشتن,акра
1163,drücken::V,فشار دادن,ақəрӷəӷəара
1164,drücken::V,فشار آوردن,ақəрӷəӷəара
1165,schieben::V,هل دادن,аҵгəара
1166,schieben::V,هل دادن,агəара
1167,kratzen::V,خاریدن,ацəҟьара
1168,lecken::V,لیسیدن,арбзара
1169,beißen::V,گاز زدن,ацҳара
1170,abreißen::V,پاره کردن,амжəара
1171,abschneiden::V,بریدن,ахҵəара
1172,abschneiden::V,بریدن,аҿахҵəара
1173,abschneiden::V,قطع کردن,ахҵəара
1174,abschneiden::V,قطع کردن,аҿахҵəара
1175,binden::V,بستن,аҿаҳəара
1176,stecken::V,فرو کردن,алаҵара
1177,brechen::V,شکستن,аҧҵəара
1178,klopfen::V,کوبیدن,асра
1179,hauen::V,زدن,ақəкшара
1180,kleben::V,چسباندن,аҷабра
1181,reiben::V,مالش دادن,арҟəыҷра
1182,streichen::V,مالیدن,ахьшьра
1183,schleifen::V,تیز کردن,ахра
1184,schneiden::V,چیدن,аҧҟара
1185,schneiden::V,بریدن,аҧҟара
1186,rütteln::V,لرزاندن,арҵысра
1187,rütteln::V,تکان دادن,арҵысра
1188,schütteln::V,تکان دادن,аршəшəара
1189,schwenken::V,تاب دادن,аҟьара
1190,schütten::V,ریختن,аҭаҭəара
1191,füllen::V,پر کردن,арҭəра
1192,einwickeln::V,پیچیدن,алаҳəара
1193,tragen::V,بردن,аҩагара
1194,tragen::V,حمل کردن,аҩагара
1195,schleppen::V,کشیدن,арҳəазара
1196,ziehen::V,کشیدن,ахара
1197,aufbewahren::V,نگهداری کردن,аҵəахра
1198,werfen::V,انداختن,аршəра
1199,werfen::V,پرتاب کردن,аршəра
1200,fangen::V,گرفتن,акра
1201,packen::V,گرفتن,анкра
1202,packen::V,گرفتن,аҵкаара
1203,verstecken::V,قایم کردن,аҵəахра
1204,verstecken::V,پنهان کردن,аҵəахра
1205,teilen::V,قسمت کردن,ашара
1206,teilen::V,تقسیم کردن,ашара
1207,schicken::V,فرستادن,ашьҭра
1208,schicken::V,ارسال کردن,ашьҭра
1209,bringen::V,آوردن,аагара
1210,hinzufügen::V,افزودن,ацҵара
1211,hinzufügen::V,اضافه کردن,ацҵара
1212,bekommen::V,گرفتن,аҧшаара
1213,bekommen::V,گرفتن,архиара
1214,bekommen::V,گرفتن,аура
1215,erhalten::V,دریافت کردن,аиура
1216,nehmen::V,گرفتن,агара
1217,nehmen::V,برداشتن,агара
1218,wählen::V,انتخاب کردن,алҧшаара
1219,auswählen::V,برگزیدن,алхра
1220,bewahren::V,حفظ کردن,
1221,bewahren::V,حفاظت کردن,
1222,behindern::V,مانع بودن,аҧырхагахара
1223,verderben::V,از بین بردن,алгара
1224,verderben::V,از بین بردن,абжьыхра
1225,verderben::V,از بین بردن,аҧхасҭатəра
1226,beschädigen::V,صدمه زدن,аҧхасҭатəра
1227,zerbrechen::V,شکستن,аҧҽра
1228,zerreißen::V,دریدن,аҧжəара
1229,zerreißen::V,پاره کردن,аҧжəара
1230,zerstören::V,خراب کردن,аилаҧыххаара
1231,zerstören::V,ویران کردن,аилаҧыххаара
1232,verbrennen::V,سوزاندن,абылра
1233,geben::V,دادن,аҭара
1234,reichen::V,دادن,аҭара
1235,schenken::V,هدیه دادن,аҩгара
1236,versprechen::V,قول دادن,ақəргəыӷра
1237,versprechen::V,وعده دادن,ақəргəыӷра
1238,wünschen::V,آرزو کردن,
1239,loben::V,ستایش کردن,арҽхəара
1240,küssen::V,بوسیدن,агəӡра
1241,wiegen::V,نوسان کردن,
1242,zudecken::V,پوشاندن,аҵахҩара
1243,zudecken::V,پوشاندن,ақəршəра
1244,wecken::V,بیدار کردن,арҿыхара
1245,zeigen::V,نشان دادن,арбара
1246,führen::V,رهنمائی کردن,аныҟəгара
1247,lehren::V,آموختن,арҵара
1248,lehren::V,یاد دادن,арҵара
1249,unterrichten::V,درس دادن,арҧхьара
1250,unterrichten::V,تدریس کردن,арҧхьара
1251,aufziehen::V,تربیت کردن,ааӡара
1252,leiten::V,اداره کردن,ахагылазаара
1253,antreiben::V,عجله دادن,арццакра
1254,lassen::V,وادار کردن,арҟаҵара
1255,einladen::V,دعوت کردن,ааҕхьара
1256,einladen::V,دعوت کردن,анаҧхьара
1257,einladen::V,مهمان کردن,ааҕхьара
1258,einladen::V,مهمان کردن,анаҧхьара
1259,vereinigen::V,یکی کردن,аилаҵара
1260,vereinigen::V,متحد کردن,аилаҵара
1261,besuchen::V,دیدار کردن,абара
1262,treffen::V,ملاقات کردن,аҧылара
1263,sich versammeln::V,جمع شدن,аизара
1264,spielen::V,بازی کردن,ахəмарра
1265,singen::V,آواز خواندن,ашəаҳəара
1266,tanzen::V,رقصیدن,акəашара
1267,sich trennen::V,جدا شدن,аилыҵра
1268,verlassen::V,ترک کردن,акажьра
1269,retten::V,نجات دادن,Аиқəрхара
1270,bewachen::V,حراست کردن,ахьчара
1271,schützen::V,حفظ کردن,ацəыхьчара
1272,verteidigen::V,دفاع کردن,ахьчара
1273,sich schlagen::V,کتک‌کاری کردن,аисра
1274,schießen::V,تیر زدن,ахысра
1275,siegen::V,پیروز شدن,аиааира
1276,ärgern::V,ناراحت کردن,аргəаара
1277,schlagen::V,زدن,асра
1278,schlagen::V,زدن,аҭасра
1279,schlagen::V,کوبیدن,асра
1280,schlagen::V,کوبیدن,аҭасра
1281,treten::V,لگد زدن,
1282,stechen::V,چاقو زدن,алакшара
1283,stoßen::V,هل دادن,агəҭасра
1284,stehlen::V,دزدیدن,аӡара
1285,stören::V,مزاحم شدن,аҧырхагахара
1286,belästigen::V,زحمت دادن,аргəамҵра
1287,verbergen::V,پنهان کردن,аӡара
1288,täuschen::V,گول زدن,ажьара
1289,täuschen::V,فریب دادن,ажьара
1290,betrügen::V,گول زدن,ажьара
1291,betrügen::V,فریب دادن,ажьара
1292,töten::V,کشتن,ашьра
1293,wohnen::V,منزل داشتن,анхара
1294,wohnen::V,سکونت داشتن,анхара
1295,arbeiten::V,کار کردن,аусура
1296,sammeln::V,جمع کردن,аҟəшəара
1297,pflücken::V,چیدن,аҿыршəара
1298,pflücken::V,چیدن,аҿыхра
1299,jagen::V,شکار کردن,ашəарыцара
1300,fischen::V,صید کردن,аҧсыӡ икуеит
1301,fischen::V,ماهی‌گیری کردن,аҧсыӡ икуеит
1302,fassen::V,گرفتن,акра
1303,hüten::V,چراندن,арҳəра
1304,hüten::V,چراندن,ахьчара
1305,hüten::V,مراقبت کردن,арҳəра
1306,hüten::V,مراقبت کردن,ахьчара
1307,treiben::V,راندن,акацара
1308,anbinden::V,متصل کردن,адҳəалара
1309,füttern::V,غذا دادن,акырҿаҵара
1310,melken::V,دوشیدن,ахьара
1311,hacken::V,خرد کردن,аҟəаҟəара
1312,gießen::V,ریختن,аҵаҭəара
1313,reifen::V,رسیدن,ашəра
1314,reifen::V,رسیدن,аҟалара
1315,zubereiten::V,طبخ کردن,ацура
1316,zubereiten::V,آماده کردن,ацура
1317,kochen::V,پختن,ажəра
1318,kochen::V,آشپزی کردن,ажəра
1319,backen::V,پختن,аӡра
1320,braten::V,سرخ کردن,аӡра
1321,umrühren::V,هم زدن,аилрыхра
1322,stricken::V,بافتن,аҧара
1323,nähen::V,دوختن,аӡахра
1324,färben::V,رنگ زدن,ашəра
1325,reinigen::V,پاک کردن,арыцқьара
1326,reinigen::V,تمیز کردن,арыцқьара
1327,waschen::V,شستن,аӡәӡәара
1328,abwischen::V,زدودن,арбара
1329,spülen::V,شستن,аҭыршара
1330,fegen::V,جارو کردن,аҧссара
1331,kehren::V,جارو کردن,
1332,baden::V,شنا کردن,аҽыкəабара
1333,baden::V,حمام کردن,аҽыкəабара
1334,sich waschen::V,شستشو کردن,аҽыӡəӡəара
1335,ausziehen::V,درآوردن,ашəыхра
1336,anziehen::V,پوشیدن,ашəҵара
1337,sich anziehen::V,لباس پوشیدن,аҽеилаҳəара
1338,kämmen::V,شانه زدن,аҳəара
1339,schmücken::V,زینت دادن,арҧшӡара
1340,sagen::V,گفتن,аҳəара
1341,sprechen::V,حرف زدن,ацəажəара
1342,sprechen::V,صحبت کردن,ацəажəара
1343,reden::V,حرف زدن,ацəажəара
1344,reden::V,حرف زدن,аицәажәара
1345,reden::V,صحبت کردن,ацəажəара
1346,reden::V,صحبت کردن,аицәажәара
1347,sich unterhalten::V,گپ زدن,аицәажәара
1348,fragen::V,پرسیدن,азҵаара
1349,fragen::V,سؤال کردن,азҵаара
1350,bitten::V,خواهش کردن,аҳəара
1351,bitten::V,درخواست کردن,аҳəара
1352,erzählen::V,نقل کردن,аҳəара
1353,erzählen::V,حکایت کردن,аҳəара
1354,mitteilen::V,خبر دادن,азыцҳара
1355,nennen::V,نامیدن,ахьӡҵара
